Index        FREQ           Re(V(8))         Im(V(8))
32      1.58489319e+05   1.73149813e+01   -1.60446601e+00  
33      1.99526231e+05   1.72011425e+01   -2.00676993e+00  
34      2.51188643e+05   1.70245485e+01   -2.49529604e+00  
35      3.16227766e+05   1.67542971e+01   -3.07728792e+00  
36      3.98107171e+05   1.63488234e+01   -3.74974016e+00  
37      5.01187234e+05   1.57579768e+01   -4.49009334e+00  
38      6.30957344e+05   1.49325343e+01   -5.24539656e+00  
39      7.94328235e+05   1.38446931e+01   -5.92652912e+00  
40      1.00000000e+06   1.25161699e+01   -6.41929916e+00  
41      1.25892541e+06   1.10366612e+01   -6.62039015e+00  
42      1.58489319e+06   9.54901478e+00   -6.48500688e+00  
43      1.99526231e+06   8.19905969e+00   -6.05150324e+00  
44      2.51188643e+06   7.08322837e+00   -5.42106416e+00  
45      3.16227766e+06   6.22952591e+00   -4.71076270e+00  
46      3.98107171e+06   5.61350374e+00   -4.01541375e+00  
47      5.01187234e+06   5.18632648e+00   -3.39416815e+00  
48      6.30957344e+06   4.89625852e+00   -2.87525152e+00  
49      7.94328235e+06   4.69897347e+00   -2.46677930e+00  
50      1.00000000e+07   4.55985443e+00   -2.16640639e+00  
51      1.25892541e+07   4.45239090e+00   -1.96768470e+00  
52      1.58489319e+07   4.35526960e+00   -1.86339474e+00  
53      1.99526231e+07   4.24935061e+00   -1.84659423e+00  
54      2.51188643e+07   4.11503450e+00   -1.90984783e+00  
55      3.16227766e+07   3.93050111e+00   -2.04273000e+00  
56      3.98107171e+07   3.67179849e+00   -2.22764521e+00  
57      5.01187234e+07   3.31647988e+00   -2.43479761e+00  
58      6.30957344e+07   2.85240895e+00   -2.61922881e+00  
59      7.94328235e+07   2.29048640e+00   -2.72532746e+00  
60      1.00000000e+08   1.67374629e+00   -2.70301578e+00  
0       1.00000000e+02   1.14503698e+01   6.48765943e-04   
1       1.25892541e+02   1.14503771e+01   8.16664794e-04   
2       1.58489319e+02   1.14503885e+01   1.02795420e-03   
3       1.99526231e+02   1.14504067e+01   1.29378680e-03   
4       2.51188643e+02   1.14504355e+01   1.62812111e-03   
5       3.16227766e+02   1.14504811e+01   2.04836689e-03   
6       3.98107171e+02   1.14505533e+01   2.57611713e-03   
7       5.01187234e+02   1.14506676e+01   3.23791027e-03   
8       6.30957344e+02   1.14508484e+01   4.06587476e-03   
9       7.94328235e+02   1.14511341e+01   5.09792165e-03   
10      1.00000000e+03   1.14515846e+01   6.37678204e-03   
11      1.25892541e+03   1.14522931e+01   7.94648325e-03   
12      1.58489319e+03   1.14534021e+01   9.84358169e-03   
13      1.99526231e+03   1.14551260e+01   1.20783290e-02   
14      2.51188643e+03   1.14577764e+01   1.45978564e-02   
15      3.16227766e+03   1.14617833e+01   1.72204303e-02   
16      3.98107171e+03   1.14676892e+01   1.95311114e-02   
17      5.01187234e+03   1.14760766e+01   2.07451286e-02   
18      6.30957344e+03   1.14873783e+01   1.95900528e-02   
19      7.94328235e+03   1.15015709e+01   1.43243428e-02   
20      1.00000000e+04   1.15178848e+01   3.02011176e-03   
21      1.25892541e+04   1.15348054e+01   -1.59339589e-02  
22      1.58489319e+04   1.15505160e+01   -4.34465226e-02  
23      1.99526231e+04   1.15635330e+01   -7.98200731e-02  
24      2.51188643e+04   1.15730657e+01   -1.25291326e-01  
25      3.16227766e+04   1.15789164e+01   -1.80624751e-01  
26      3.98107171e+04   1.15811127e+01   -2.47468808e-01  
27      5.01187234e+04   1.15795199e+01   -3.28476432e-01  
28      6.30957344e+04   1.15735220e+01   -4.27324960e-01  
29      7.94328235e+04   1.15617256e+01   -5.48734992e-01  
30      1.00000000e+05   1.15415941e+01   -6.98507554e-01  
31      1.25892541e+05   1.15089149e+01   -8.83530935e-01  
32      1.58489319e+05   1.14570081e+01   -1.11164191e+00  
33      1.99526231e+05   1.13756067e+01   -1.39113017e+00  
34      2.51188643e+05   1.12494234e+01   -1.72952569e+00  
35      3.16227766e+05   1.10566633e+01   -2.13111982e+00  
36      3.98107171e+05   1.07683110e+01   -2.59257334e+00  
37      5.01187234e+05   1.03500050e+01   -3.09637045e+00  
38      6.30957344e+05   9.76932584e+00   -3.60357695e+00  
39      7.94328235e+05   9.01060961e+00   -4.05087986e+00  
40      1.00000000e+06   8.09400346e+00   -4.36009808e+00  
41      1.25892541e+06   7.08592716e+00   -4.46439970e+00  
42      1.58489319e+06   6.08557950e+00   -4.34000843e+00  
43      1.99526231e+06   5.18919148e+00   -4.01935070e+00  
44      2.51188643e+06   4.45642785e+00   -3.57381271e+00  
45      3.16227766e+06   3.90097093e+00   -3.08147056e+00  
46      3.98107171e+06   3.50334899e+00   -2.60315826e+00  
47      5.01187234e+06   3.22991389e+00   -2.17535818e+00  
48      6.30957344e+06   3.04650424e+00   -1.81432924e+00  
49      7.94328235e+06   2.92467588e+00   -1.52351566e+00  
50      1.00000000e+07   2.84293134e+00   -1.29986343e+00  
51      1.25892541e+07   2.78565141e+00   -1.13794628e+00  
52      1.58489319e+07   2.74134874e+00   -1.03224125e+00  
53      1.99526231e+07   2.70092683e+00   -9.78160750e-01  
54      2.51188643e+07   2.65612088e+00   -9.72279113e-01  
55      3.16227766e+07   2.59810967e+00   -1.01193686e+00  
56      3.98107171e+07   2.51631126e+00   -1.09417087e+00  
57      5.01187234e+07   2.39759294e+00   -1.21374764e+00  
58      6.30957344e+07   2.22658360e+00   -1.36010215e+00  
59      7.94328235e+07   1.98841450e+00   -1.51355577e+00  
60      1.00000000e+08   1.67542173e+00   -1.64280512e+00  
0       1.00000000e+02   7.61670699e+00   8.09870025e-04   
1       1.25892541e+02   7.61671362e+00   1.01949215e-03   
2       1.58489319e+02   7.61672412e+00   1.28331734e-03   
3       1.99526231e+02   7.61674075e+00   1.61530710e-03   
4       2.51188643e+02   7.61676711e+00   2.03296528e-03   
5       3.16227766e+02   7.61680887e+00   2.55818323e-03   
6       3.98107171e+02   7.61687500e+00   3.21823230e-03   
7       5.01187234e+02   7.61697968e+00   4.04687177e-03   
8       6.30957344e+02   7.61714529e+00   5.08546359e-03   
9       7.94328235e+02   7.61740698e+00   6.38382514e-03   
10      1.00000000e+03   7.61781981e+00   8.00022895e-03   
11      1.25892541e+03   7.61846928e+00   9.99933737e-03   
12      1.58489319e+03   7.61948670e+00   1.24457196e-02   
13      1.99526231e+03   7.62106996e+00   1.53886557e-02   
14      2.51188643e+03   7.62350836e+00   1.88310480e-02   
15      3.16227766e+03   7.62720448e+00   2.26721973e-02   
16      3.98107171e+03   7.63267402e+00   2.66145090e-02   
17      5.01187234e+03   7.64048641e+00   3.00371026e-02   
18      6.30957344e+03   7.65109821e+00   3.18786968e-02   
19      7.94328235e+03   7.66456678e+00   3.06363415e-02   
20      1.00000000e+04   7.68025503e+00   2.46107936e-02   
21      1.25892541e+04   7.69678290e+00   1.23890227e-02   
22      1.58489319e+04   7.71240954e+00   -6.73105247e-03  
23      1.99526231e+04   7.72565568e+00   -3.27511161e-02  
24      2.51188643e+04   7.73571272e+00   -6.54416464e-02  
25      3.16227766e+04   7.74240844e+00   -1.04910772e-01  
26      3.98107171e+04   7.74588449e+00   -1.51957768e-01  
27      5.01187234e+04   7.74623998e+00   -2.08180464e-01  
28      6.30957344e+04   7.74325441e+00   -2.75962917e-01  
29      7.94328235e+04   7.73616523e+00   -3.58450886e-01  
30      1.00000000e+05   7.72342419e+00   -4.59548920e-01  
31      1.25892541e+05   7.70235408e+00   -5.83912294e-01  
32      1.58489319e+05   7.66863652e+00   -7.36857500e-01  
33      1.99526231e+05   7.61557835e+00   -9.24051920e-01  
34      2.51188643e+05   7.53315691e+00   -1.15074639e+00  
35      3.16227766e+05   7.40699863e+00   -1.42018714e+00  
36      3.98107171e+05   7.21780575e+00   -1.73076409e+00  
37      5.01187234e+05   6.94239340e+00   -2.07167709e+00  
38      6.30957344e+05   6.55821880e+00   -2.41794990e+00  
39      7.94328235e+05   6.05299189e+00   -2.72791743e+00  
40      1.00000000e+06   5.43764862e+00   -2.94867243e+00  
41      1.25892541e+06   4.75453347e+00   -3.03296155e+00  
42      1.58489319e+06   4.06997968e+00   -2.96107532e+00  
43      1.99526231e+06   3.45085695e+00   -2.75160757e+00  
44      2.51188643e+06   2.94072522e+00   -2.45146903e+00  
45      3.16227766e+06   2.55166569e+00   -2.11412566e+00  
46      3.98107171e+06   2.27202346e+00   -1.78231287e+00  
47      5.01187234e+06   2.07938233e+00   -1.48218163e+00  
48      6.30957344e+06   1.95036493e+00   -1.22563404e+00  
49      7.94328235e+06   1.86532175e+00   -1.01531993e+00  
50      1.00000000e+07   1.80943401e+00   -8.49058080e-01  
51      1.25892541e+07   1.77212369e+00   -7.22783787e-01  
52      1.58489319e+07   1.74595426e+00   -6.32215274e-01  
53      1.99526231e+07   1.72554207e+00   -5.73671936e-01  
54      2.51188643e+07   1.70662375e+00   -5.44392496e-01  
55      3.16227766e+07   1.68526185e+00   -5.42553425e-01  
56      3.98107171e+07   1.65712401e+00   -5.67054985e-01  
57      5.01187234e+07   1.61678875e+00   -6.17025835e-01  
58      6.30957344e+07   1.55711991e+00   -6.90886712e-01  
59      7.94328235e+07   1.46896647e+00   -7.84733639e-01  
60      1.00000000e+08   1.34186574e+00   -8.89893656e-01  
