Index   frequency        Re(V(3))       Im(V(3))
0	1.000000e+02	-1.039543e-06	1.760939e-09	
1	1.258925e+02	-1.039543e-06	2.216890e-09	
2	1.584893e+02	-1.039543e-06	2.790900e-09	
3	1.995262e+02	-1.039543e-06	3.513535e-09	
4	2.511886e+02	-1.039543e-06	4.423278e-09	
5	3.162278e+02	-1.039543e-06	5.568577e-09	
6	3.981072e+02	-1.039543e-06	7.010423e-09	
7	5.011872e+02	-1.039543e-06	8.825600e-09	
8	6.309573e+02	-1.039543e-06	1.111077e-08	
9	7.943282e+02	-1.039543e-06	1.398763e-08	
10	1.000000e+03	-1.039543e-06	1.760939e-08	
11	1.258925e+03	-1.039542e-06	2.216890e-08	
12	1.584893e+03	-1.039542e-06	2.790900e-08	
13	1.995262e+03	-1.039542e-06	3.513535e-08	
14	2.511886e+03	-1.039542e-06	4.423278e-08	
15	3.162278e+03	-1.039542e-06	5.568577e-08	
16	3.981072e+03	-1.039541e-06	7.010423e-08	
17	5.011872e+03	-1.039541e-06	8.825600e-08	
18	6.309573e+03	-1.039539e-06	1.111077e-07	
19	7.943282e+03	-1.039538e-06	1.398763e-07	
20	1.000000e+04	-1.039535e-06	1.760939e-07	
21	1.258925e+04	-1.039530e-06	2.216890e-07	
22	1.584893e+04	-1.039523e-06	2.790900e-07	
23	1.995262e+04	-1.039511e-06	3.513535e-07	
24	2.511886e+04	-1.039492e-06	4.423278e-07	
25	3.162278e+04	-1.039463e-06	5.568577e-07	
26	3.981072e+04	-1.039416e-06	7.010423e-07	
27	5.011872e+04	-1.039342e-06	8.825600e-07	
28	6.309573e+04	-1.039225e-06	1.111077e-06	
29	7.943282e+04	-1.039039e-06	1.398763e-06	
30	1.000000e+05	-1.038745e-06	1.760938e-06	
31	1.258925e+05	-1.038278e-06	2.216890e-06	
32	1.584893e+05	-1.037538e-06	2.790898e-06	
33	1.995262e+05	-1.036365e-06	3.513532e-06	
34	2.511886e+05	-1.034507e-06	4.423273e-06	
35	3.162278e+05	-1.031562e-06	5.568566e-06	
36	3.981072e+05	-1.026894e-06	7.010401e-06	
37	5.011872e+05	-1.019496e-06	8.825556e-06	
38	6.309573e+05	-1.007771e-06	1.111068e-05	
39	7.943282e+05	-9.891880e-07	1.398746e-05	
40	1.000000e+06	-9.597365e-07	1.760904e-05	
41	1.258925e+06	-9.130599e-07	2.216821e-05	
42	1.584893e+06	-8.390845e-07	2.790760e-05	
43	1.995262e+06	-7.218470e-07	3.513256e-05	
44	2.511886e+06	-5.360515e-07	4.422723e-05	
45	3.162278e+06	-2.416197e-07	5.567469e-05	
46	3.981072e+06	2.249376e-07	7.008213e-05	
47	5.011872e+06	9.641659e-07	8.821191e-05	
48	6.309573e+06	2.135224e-06	1.110198e-04	
49	7.943282e+06	3.989870e-06	1.397009e-04	
50	1.000000e+07	6.925886e-06	1.757442e-04	
51	1.258925e+07	1.157064e-05	2.209921e-04	
52	1.584893e+07	1.891074e-05	2.777018e-04	
53	1.995262e+07	3.049076e-05	3.485915e-04	
54	2.511886e+07	4.871126e-05	4.368413e-04	
55	3.162278e+07	7.726044e-05	5.459868e-04	
56	3.981072e+07	1.217013e-04	6.795889e-04	
57	5.011872e+07	1.901794e-04	8.404828e-04	
58	6.309573e+07	2.940581e-04	1.029326e-03	
59	7.943282e+07	4.479575e-04	1.242162e-03	
60	1.000000e+08	6.681582e-04	1.467080e-03	
61	1.258925e+08	9.680073e-04	1.681117e-03	
62	1.584893e+08	1.349900e-03	1.850406e-03	
63	1.995262e+08	1.796840e-03	1.937328e-03	
64	2.511886e+08	2.270768e-03	1.914663e-03	
65	3.162278e+08	2.723153e-03	1.778636e-03	
66	3.981072e+08	3.112842e-03	1.550044e-03	
67	5.011872e+08	3.418394e-03	1.262369e-03	
68	6.309573e+08	3.638001e-03	9.469678e-04	
69	7.943282e+08	3.781282e-03	6.245835e-04	
70	1.000000e+09	3.860415e-03	3.044143e-04
