Index       TIME              V(1)              VR(1)             VI(1)             VM(1)             VP(1)            VDB(1)             I(V1)            IR(V1)            II(V1)            IM(V1)            IP(V1)            IDB(V1)            I(R1)            IR(R1)            II(R1)            IM(R1)            IP(R1)            IDB(R1)     
52       5.14851485e-05    1.27616007e+00    1.27616007e+00    0.00000000e+00    1.27616007e+00    0.00000000e+00    2.11810301e+00   -1.27605792e-03   -1.27605792e-03    0.00000000e+00    1.27605792e-03    1.80000000e+02   -5.78825923e+01    1.27616007e-03    1.27616007e-03    0.00000000e+00    1.27616007e-03    0.00000000e+00   -5.78818970e+01
53       5.24752475e-05    1.17976749e+00    1.17976749e+00    0.00000000e+00    1.17976749e+00    0.00000000e+00    1.43592852e+00   -1.17967262e-03   -1.17967262e-03    0.00000000e+00    1.17967262e-03    1.80000000e+02   -5.85647700e+01    1.17976749e-03    1.17976749e-03    0.00000000e+00    1.17976749e-03    0.00000000e+00   -5.85640715e+01
54       5.34653465e-05    1.08372440e+00    1.08372440e+00    0.00000000e+00    1.08372440e+00    0.00000000e+00    6.98377064e-01   -1.08362603e-03   -1.08362603e-03    0.00000000e+00    1.08362603e-03    1.80000000e+02   -5.93024114e+01    1.08372440e-03    1.08372440e-03    0.00000000e+00    1.08372440e-03    0.00000000e+00   -5.93016229e+01
55       5.44554455e-05    9.88010387e-01    9.88010387e-01    0.00000000e+00    9.88010387e-01    0.00000000e+00   -1.04769796e-01   -9.87915078e-04   -9.87915078e-04    0.00000000e+00    9.87915078e-04    1.80000000e+02   -6.01056077e+01    9.88010387e-04    9.88010387e-04    0.00000000e+00    9.88010387e-04    0.00000000e+00   -6.01047698e+01
56       5.54455446e-05    8.92592086e-01    8.92592086e-01    0.00000000e+00    8.92592086e-01    0.00000000e+00   -9.86939363e-01   -8.92494848e-04   -8.92494848e-04    0.00000000e+00    8.92494848e-04    1.80000000e+02   -6.09878856e+01    8.92592086e-04    8.92592086e-04    0.00000000e+00    8.92592086e-04    0.00000000e+00   -6.09869394e+01
57       5.64356436e-05    7.97556090e-01    7.97556090e-01    0.00000000e+00    7.97556090e-01    0.00000000e+00   -1.96477528e+00   -7.97461196e-04   -7.97461196e-04    0.00000000e+00    7.97461196e-04    1.80000000e+02   -6.19658088e+01    7.97556090e-04    7.97556090e-04    0.00000000e+00    7.97556090e-04    0.00000000e+00   -6.19647753e+01
58       5.74257426e-05    7.02942313e-01    7.02942313e-01    0.00000000e+00    7.02942313e-01    0.00000000e+00   -3.06160628e+00   -7.02846437e-04   -7.02846437e-04    0.00000000e+00    7.02846437e-04    1.80000000e+02   -6.30627911e+01    7.02942313e-04    7.02942313e-04    0.00000000e+00    7.02942313e-04    0.00000000e+00   -6.30616063e+01
59       5.84158416e-05    6.08884533e-01    6.08884533e-01    0.00000000e+00    6.08884533e-01    0.00000000e+00   -4.30930115e+00   -6.08789269e-04   -6.08789269e-04    0.00000000e+00    6.08789269e-04    1.80000000e+02   -6.43106602e+01    6.08884533e-04    6.08884533e-04    0.00000000e+00    6.08884533e-04    0.00000000e+00   -6.43093012e+01
60       5.94059406e-05    5.15545906e-01    5.15545906e-01    0.00000000e+00    5.15545906e-01    0.00000000e+00   -5.75465315e+00   -5.15460113e-04   -5.15460113e-04    0.00000000e+00    5.15460113e-04    1.80000000e+02   -6.57560987e+01    5.15545906e-04    5.15545906e-04    0.00000000e+00    5.15545906e-04    0.00000000e+00   -6.57546531e+01
61       6.03960396e-05    4.61737675e-01    4.61737675e-01    0.00000000e+00    4.61737675e-01    0.00000000e+00   -6.71209375e+00   -4.61720227e-04   -4.61720227e-04    0.00000000e+00    4.61720227e-04    1.80000000e+02   -6.67124220e+01    4.61737675e-04    4.61737675e-04    0.00000000e+00    4.61737675e-04    0.00000000e+00   -6.67120938e+01
