Index       FREQ            Re(V(1))          Im(V(1))            VR(1)             VI(1)             VM(1)             VP(1)            VDB(1)           Re(I(V1))         Im(I(V1))          IR(V1)            II(V1)            IM(V1)            IP(V1)            IDB(V1)          Re(I(R1))         Im(I(R1))          IR(R1)            II(R1)            IM(R1)            IP(R1)            IDB(R1)     
62       1.20000000e+05   -4.86022129e-05   -1.38046452e-04   -4.86022129e-05   -1.38046452e-04    1.46352308e-04   -1.09395710e+02   -7.66920085e+01    9.71003413e-08    2.76129550e-07    9.71003413e-08    2.76129550e-07    2.92704637e-07    7.06258897e+01   -1.30671408e+02   -9.72044259e-08   -2.76092905e-07   -9.72044259e-08   -2.76092905e-07    2.92704616e-07   -1.09395710e+02   -1.30671409e+02
63       1.30000000e+05   -3.73072291e-03   -2.84009922e-03   -3.73072291e-03   -2.84009922e-03    4.68875858e-03   -1.42718955e+02   -4.65788426e+01    7.45912600e-06    5.68324575e-06    7.45912600e-06    5.68324575e-06    9.37751795e-06    3.73044447e+01   -1.00558242e+02   -7.46144583e-06   -5.68019845e-06   -7.46144583e-06   -5.68019845e-06    9.37751717e-06   -1.42718955e+02   -1.00558243e+02
64       1.40000000e+05   -1.68009264e-04   -5.59968020e-05   -1.68009264e-04   -5.59968020e-05    1.77095326e-04   -1.61566980e+02   -7.50358580e+01    3.35969270e-07    1.12141393e-07    3.35969270e-07    1.12141393e-07    3.54190687e-07    1.84582195e+01   -1.29015257e+02   -3.36018527e-07   -1.11993604e-07   -3.36018527e-07   -1.11993604e-07    3.54190652e-07   -1.61566980e+02   -1.29015258e+02
65       1.50000000e+05   -4.39217709e-03   -1.12960403e-04   -4.39217709e-03   -1.12960403e-04    4.39362944e-03   -1.78526761e+02   -4.71435315e+01    8.78424771e-06    2.30060335e-07    8.78424771e-06    2.30060335e-07    8.78725985e-06    1.50023930e+00   -1.01122931e+02   -8.78435418e-06   -2.25920806e-07   -8.78435418e-06   -2.25920806e-07    8.78725887e-06   -1.78526761e+02   -1.01122932e+02
66       1.60000000e+05   -1.56773323e-04    5.13731472e-05   -1.56773323e-04    5.13731472e-05    1.64975984e-04    1.61856515e+02   -7.56515855e+01    3.13598293e-07   -1.02588689e-07    3.13598293e-07   -1.02588689e-07    3.29952009e-07   -1.81146845e+01   -1.29630984e+02   -3.13546647e-07    1.02746294e-07   -3.13546647e-07    1.02746294e-07    3.29951967e-07    1.61856515e+02   -1.29630986e+02
67       1.70000000e+05   -2.30919319e-03    1.56825560e-03   -2.30919319e-03    1.56825560e-03    2.79137938e-03    1.45818173e+02   -5.10836227e+01    4.62006150e-06   -3.13404466e-06    4.62006150e-06   -3.13404466e-06    5.58275955e-06   -3.41512271e+01   -1.05063022e+02   -4.61838638e-06    3.13651121e-06   -4.61838638e-06    3.13651121e-06    5.58275875e-06    1.45818173e+02   -1.05063023e+02
68       1.80000000e+05   -6.70286376e-05    7.26654047e-05   -6.70286376e-05    7.26654047e-05    9.88589869e-05    1.32689323e+02   -8.00996769e+01    1.34139458e-07   -1.45255002e-07    1.34139458e-07   -1.45255002e-07    1.97718005e-07   -4.72782773e+01   -1.34079076e+02   -1.34057275e-07    1.45330809e-07   -1.34057275e-07    1.45330809e-07    1.97717974e-07    1.32689323e+02   -1.34079077e+02
69       1.90000000e+05   -3.13134046e-04    8.07973606e-04   -3.13134046e-04    8.07973606e-04    8.66530022e-04    1.11184079e+02   -6.12443277e+01    6.27232655e-07   -1.61557339e-06    6.27232655e-07   -1.61557339e-06    1.73306035e-06   -6.87817209e+01   -1.15223726e+02   -6.26268092e-07    1.61594721e-06   -6.26268092e-07    1.61594721e-06    1.73306004e-06    1.11184079e+02   -1.15223728e+02
70       2.00000000e+05   -1.59951683e-05   -8.45554069e-06   -1.59951683e-05   -8.45554069e-06    1.80925835e-05   -1.52137685e+02   -9.48499883e+01    3.19797111e-08    1.69311815e-08    3.19797111e-08    1.69311815e-08    3.61851742e-08    2.78983153e+01   -1.48829387e+02   -3.19903367e-08   -1.69110814e-08   -3.19903367e-08   -1.69110814e-08    3.61851671e-08   -1.52137685e+02   -1.48829388e+02
71       2.10000000e+05   -2.20705618e-04   -6.61129767e-04   -2.20705618e-04   -6.61129767e-04    6.96996082e-04   -1.08460608e+02   -6.31353933e+01    4.40538895e-07    1.32255075e-06    4.40538895e-07    1.32255075e-06    1.39399247e-06    7.15771917e+01   -1.17114791e+02   -4.41411235e-07   -1.32225953e-06   -4.41411235e-07   -1.32225953e-06    1.39399216e-06   -1.08460608e+02   -1.17114793e+02
72       2.20000000e+05   -7.45715138e-05   -9.69260224e-05   -7.45715138e-05   -9.69260224e-05    1.22292945e-04   -1.27573433e+02   -7.82519719e+01    1.49009047e-07    1.93955125e-07    1.49009047e-07    1.93955125e-07    2.44585949e-07    5.24661673e+01   -1.32231370e+02   -1.49143028e-07   -1.93852045e-07   -1.49143028e-07   -1.93852045e-07    2.44585891e-07   -1.27573433e+02   -1.32231372e+02
73       2.30000000e+05   -1.23122812e-03   -9.30556040e-04   -1.23122812e-03   -9.30556040e-04    1.54332668e-03   -1.42918195e+02   -5.62308427e+01    2.46111147e-06    1.86289137e-06    2.46111147e-06    1.86289137e-06    3.08665416e-06    3.71232053e+01   -1.10210241e+02   -2.46245624e-06   -1.86111208e-06   -2.46245624e-06   -1.86111208e-06    3.08665335e-06   -1.42918195e+02   -1.10210243e+02
74       2.40000000e+05   -1.86007778e-04   -8.42740587e-05   -1.86007778e-04   -8.42740587e-05    2.04208253e-04   -1.55626270e+02   -7.37985342e+01    3.71888475e-07    1.68828611e-07    3.71888475e-07    1.68828611e-07    4.08416622e-07    2.44169300e+01   -1.27777932e+02   -3.72015557e-07   -1.68548117e-07   -3.72015557e-07   -1.68548117e-07    4.08416506e-07   -1.55626270e+02   -1.27777934e+02
75       2.50000000e+05   -1.62845432e-03   -5.01697524e-05   -1.62845432e-03   -5.01697524e-05    1.62922696e-03   -1.78235378e+02   -5.57603682e+01    3.25682984e-06    1.02897475e-07    3.25682984e-06    1.02897475e-07    3.25845492e-06    1.80962188e+00   -1.09739766e+02   -3.25690865e-06   -1.00339505e-07   -3.25690865e-06   -1.00339505e-07    3.25845392e-06   -1.78235378e+02   -1.09739768e+02
76       2.60000000e+05   -2.21887380e-04    2.08406369e-05   -2.21887380e-04    2.08406369e-05    2.22863953e-04    1.74634270e+02   -7.30392034e+01    4.43808805e-07   -4.13187923e-08    4.43808805e-07   -4.13187923e-08    4.45728054e-07   -5.31892968e+00   -1.27018601e+02   -4.43774760e-07    4.16812738e-08   -4.43774760e-07    4.16812738e-08    4.45727906e-07    1.74634270e+02   -1.27018604e+02
77       2.70000000e+05   -9.54482337e-04    6.25478710e-04   -9.54482337e-04    6.25478710e-04    1.14116614e-03    1.46762904e+02   -5.88530225e+01    1.91002577e-06   -1.24933818e-06    1.91002577e-06   -1.24933818e-06    2.28233309e-06   -3.31884957e+01   -1.12832419e+02   -1.90896467e-06    1.25095742e-06   -1.90896467e-06    1.25095742e-06    2.28233227e-06    1.46762904e+02   -1.12832423e+02
78       2.80000000e+05   -1.38342335e-04    8.92803577e-05   -1.38342335e-04    8.92803577e-05    1.64649883e-04    1.47163493e+02   -7.56687715e+01    2.76841741e-07   -1.78317331e-07    2.76841741e-07   -1.78317331e-07    3.29299893e-07   -3.27861066e+01   -1.29648168e+02   -2.76684670e-07    1.78560715e-07   -2.76684670e-07    1.78560715e-07    3.29299766e-07    1.47163493e+02   -1.29648172e+02
79       2.90000000e+05   -1.60729541e-04    3.51189556e-04   -1.60729541e-04    3.51189556e-04    3.86222850e-04    1.14592232e+02   -6.82632407e+01    3.22098992e-07   -7.02086243e-07    3.22098992e-07   -7.02086243e-07    7.72446020e-07   -6.53555682e+01   -1.22242637e+02   -3.21459082e-07    7.02379113e-07   -3.21459082e-07    7.02379113e-07    7.72445700e-07    1.14592232e+02   -1.22242641e+02
80       3.00000000e+05   -4.52957942e-05    2.69023989e-05   -4.52957942e-05    2.69023989e-05    5.26825212e-05    1.49292777e+02   -8.55666690e+01    9.06422982e-08   -5.37194173e-08    9.06422982e-08   -5.37194173e-08    1.05365089e-07   -3.06532235e+01   -1.39546065e+02   -9.05915883e-08    5.38047978e-08   -9.05915883e-08    5.38047978e-08    1.05365042e-07    1.49292777e+02   -1.39546069e+02
81       3.10000000e+05   -1.22582296e-04   -3.06228708e-04   -1.22582296e-04   -3.06228708e-04    3.29852150e-04   -1.11816056e+02   -6.96336136e+01    2.44568124e-07    6.12696180e-07    2.44568124e-07    6.12696180e-07    6.59704613e-07    6.82397444e+01   -1.23613010e+02   -2.45164592e-07   -6.12457416e-07   -2.45164592e-07   -6.12457416e-07    6.59704300e-07   -1.11816056e+02   -1.23613014e+02
82       3.20000000e+05   -7.79263108e-05   -9.35620561e-05   -7.79263108e-05   -9.35620561e-05    1.21763575e-04   -1.29790364e+02   -7.82896522e+01    1.55664504e-07    1.87280792e-07    1.55664504e-07    1.87280792e-07    2.43527273e-07    5.02672363e+01   -1.32269048e+02   -1.55852622e-07   -1.87124112e-07   -1.55852622e-07   -1.87124112e-07    2.43527150e-07   -1.29790364e+02   -1.32269052e+02
83       3.30000000e+05   -6.22837285e-04   -4.59497703e-04   -6.22837285e-04   -4.59497703e-04    7.73992521e-04   -1.43581979e+02   -6.22252647e+01    1.24472182e-06    9.20286829e-07    1.24472182e-06    9.20286829e-07    1.54798587e-06    3.64774212e+01   -1.16204660e+02   -1.24567457e-06   -9.18995407e-07   -1.24567457e-06   -9.18995407e-07    1.54798504e-06   -1.43581979e+02   -1.16204665e+02
84       3.40000000e+05   -2.14370740e-04   -1.10732204e-04   -2.14370740e-04   -1.10732204e-04    2.41280823e-04   -1.52681596e+02   -7.23495439e+01    4.28504925e-07    2.21922365e-07    4.28504925e-07    2.21922365e-07    4.82561920e-07    2.73796036e+01   -1.26328939e+02   -4.28741481e-07   -2.21464408e-07   -4.28741481e-07   -2.21464408e-07    4.82561645e-07   -1.52681596e+02   -1.26328944e+02
85       3.50000000e+05   -8.60351725e-04   -3.04187305e-05   -8.60351725e-04   -3.04187305e-05    8.60889301e-04   -1.77975085e+02   -6.13010538e+01    1.72063655e-06    6.27294732e-08    1.72063655e-06    6.27294732e-08    1.72177964e-06    2.08791507e+00   -1.15280449e+02   -1.72070345e-06   -6.08374610e-08   -1.72070345e-06   -6.08374610e-08    1.72177860e-06   -1.77975085e+02   -1.15280454e+02
86       3.60000000e+05   -2.85614232e-04    1.25958579e-05   -2.85614232e-04    1.25958579e-05    2.85891841e-04    1.77474838e+02   -7.08759648e+01    5.71256955e-07   -2.45456716e-08    5.71256955e-07   -2.45456716e-08    5.71784049e-07   -2.46036191e+00   -1.24855359e+02   -5.71228463e-07    2.51917158e-08   -5.71228463e-07    2.51917158e-08    5.71783683e-07    1.77474838e+02   -1.24855365e+02
87       3.70000000e+05   -5.37114424e-04    3.34838006e-04   -5.37114424e-04    3.34838006e-04    6.32936328e-04    1.48060519e+02   -6.39727995e+01    1.07500727e-06   -6.68427340e-07    1.07500727e-06   -6.68427340e-07    1.26587351e-06   -3.18728806e+01   -1.17952194e+02   -1.07422885e-06    6.69676013e-07   -1.07422885e-06    6.69676013e-07    1.26587266e-06    1.48060519e+02   -1.17952200e+02
88       3.80000000e+05   -1.93285289e-04    1.20543085e-04   -1.93285289e-04    1.20543085e-04    2.27793411e-04    1.48050120e+02   -7.28491768e+01    3.86858388e-07   -2.40624679e-07    3.86858388e-07   -2.40624679e-07    4.55587147e-07   -3.18814799e+01   -1.26828571e+02   -3.86570578e-07    2.41086169e-07   -3.86570578e-07    2.41086169e-07    4.55586823e-07    1.48050120e+02   -1.26828577e+02
89       3.90000000e+05   -1.11221497e-04    1.99357762e-04   -1.11221497e-04    1.99357762e-04    2.28284338e-04    1.19157104e+02   -7.28304777e+01    2.22931509e-07   -3.98442983e-07    2.22931509e-07   -3.98442983e-07    4.56569018e-07   -6.07726956e+01   -1.26809871e+02   -2.22442994e-07    3.98715524e-07   -2.22442994e-07    3.98715524e-07    4.56568675e-07    1.19157104e+02   -1.26809878e+02
90       4.00000000e+05   -5.86947550e-05    5.82863414e-05   -5.86947550e-05    5.82863414e-05    8.27186306e-05    1.35200035e+02   -8.16479333e+01    1.17536000e-07   -1.16425167e-07    1.17536000e-07   -1.16425167e-07    1.65437392e-07   -4.47279653e+01   -1.35627327e+02   -1.17389510e-07    1.16572683e-07   -1.17389510e-07    1.16572683e-07    1.65437261e-07    1.35200035e+02   -1.35627333e+02
91       4.10000000e+05   -8.63041593e-05   -1.73364630e-04   -8.63041593e-05   -1.73364630e-04    1.93658728e-04   -1.16464982e+02   -7.42592585e+01    1.72161713e-07    3.46951589e-07    1.72161713e-07    3.46951589e-07    3.87317777e-07    6.36088182e+01   -1.28238651e+02   -1.72608319e-07   -3.46729261e-07   -1.72608319e-07   -3.46729261e-07    3.87317456e-07   -1.16464982e+02   -1.28238659e+02
92       4.20000000e+05   -8.10552283e-05   -1.07325111e-04   -8.10552283e-05   -1.07325111e-04    1.34493976e-04   -1.27061226e+02   -7.74259434e+01    1.61827232e-07    2.14864122e-07    1.61827232e-07    2.14864122e-07    2.68988186e-07    5.30143741e+01   -1.31405336e+02   -1.62110457e-07   -2.14650223e-07   -1.62110457e-07   -2.14650223e-07    2.68987952e-07   -1.27061226e+02   -1.31405343e+02
93       4.30000000e+05   -3.83602791e-04   -2.75057033e-04   -3.83602791e-04   -2.75057033e-04    4.72024865e-04   -1.44358112e+02   -6.65207025e+01    7.66462442e-07    5.51150473e-07    7.66462442e-07    5.51150473e-07    9.44050591e-07    3.57192876e+01   -1.20500095e+02   -7.67205582e-07   -5.50114066e-07   -7.67205582e-07   -5.50114066e-07    9.44049729e-07   -1.44358112e+02   -1.20500103e+02
94       4.40000000e+05   -2.63644482e-04   -1.51579250e-04   -2.63644482e-04   -1.51579250e-04    3.04112943e-04   -1.50103765e+02   -7.03393019e+01    5.26869908e-07    3.03887373e-07    5.26869908e-07    3.03887373e-07    6.08226467e-07    2.99754352e+01   -1.24318694e+02   -5.27288964e-07   -3.03158501e-07   -5.27288964e-07   -3.03158501e-07    6.08225886e-07   -1.50103765e+02   -1.24318702e+02
95       4.50000000e+05   -5.43027751e-04   -2.36898016e-05   -5.43027751e-04   -2.36898016e-05    5.43544244e-04   -1.77502033e+02   -6.52953020e+01    1.08598852e-06    4.89149779e-08    1.08598852e-06    4.89149779e-08    1.08708957e-06    2.57896722e+00   -1.19274693e+02   -1.08605550e-06   -4.73796031e-08   -1.08605550e-06   -4.73796031e-08    1.08708849e-06   -1.77502033e+02   -1.19274702e+02
96       4.60000000e+05   -3.80283955e-04    8.19406840e-06   -3.80283955e-04    8.19406840e-06    3.80372224e-04    1.78765625e+02   -6.83958241e+01    7.60591592e-07   -1.52890153e-08    7.60591592e-07   -1.52890153e-08    7.60745243e-07   -1.15157477e+00   -1.22375215e+02   -7.60567909e-07    1.63881368e-08   -7.60567909e-07    1.63881368e-08    7.60744448e-07    1.78765625e+02   -1.22375224e+02
97       4.70000000e+05   -3.58188173e-04    2.08488558e-04   -3.58188173e-04    2.08488558e-04    4.14446916e-04    1.49797842e+02   -6.76506218e+01    7.16992033e-07   -4.15919352e-07    7.16992033e-07   -4.15919352e-07    8.28894735e-07   -3.01175584e+01   -1.21630012e+02   -7.16376346e-07    4.16977117e-07   -7.16376346e-07    4.16977117e-07    8.28893832e-07    1.49797842e+02   -1.21630022e+02
98       4.80000000e+05   -2.67373389e-04    1.71617442e-04   -2.67373389e-04    1.71617442e-04    3.17712252e-04    1.47305042e+02   -6.99593207e+01    5.35264363e-07   -3.42428505e-07    5.35264363e-07   -3.42428505e-07    6.35425227e-07   -3.26085583e+01   -1.23938711e+02   -5.34746777e-07    3.43234884e-07   -5.34746777e-07    3.43234884e-07    6.35424505e-07    1.47305042e+02   -1.23938721e+02
99       4.90000000e+05   -9.04654326e-05    1.33497179e-04   -9.04654326e-05    1.33497179e-04    1.61262182e-04    1.24123845e+02   -7.58493494e+01    1.81341871e-07   -2.66715836e-07    1.81341871e-07   -2.66715836e-07    3.22524745e-07   -5.57879553e+01   -1.29828739e+02   -1.80930865e-07    2.66994357e-07   -1.80930865e-07    2.66994357e-07    3.22524363e-07    1.24123845e+02   -1.29828749e+02
100      5.00000000e+05   -7.08507061e-05    1.02302118e-04   -7.08507061e-05    1.02302118e-04    1.24440933e-04    1.24705058e+02   -7.81007348e+01    1.42022804e-07   -2.04381651e-07    1.42022804e-07   -2.04381651e-07    2.48882173e-07   -5.52049423e+01   -1.32080124e+02   -1.41701412e-07    2.04604236e-07   -1.41701412e-07    2.04604236e-07    2.48881866e-07    1.24705058e+02   -1.32080135e+02
0       -5.00000000e+05   -7.11116631e-05   -1.02416073e-04   -7.11116631e-05   -1.02416073e-04    1.24683281e-04   -1.24773827e+02   -7.80838355e+01    7.14334127e-08    1.02192669e-07    7.14334127e-08    1.02192669e-07    1.24683896e-07    5.50461738e+01   -1.38083793e+02   -7.11116631e-08   -1.02416073e-07   -7.11116631e-08   -1.02416073e-07    1.24683281e-07   -1.24773827e+02   -1.38083836e+02
1       -4.90000000e+05   -9.06982043e-05   -1.33635240e-04   -9.06982043e-05   -1.33635240e-04    1.61507095e-04   -1.24164729e+02   -7.58361679e+01    9.11096352e-08    1.33356002e-07    9.11096352e-08    1.33356002e-07    1.61507860e-07    5.56588720e+01   -1.35836127e+02   -9.06982043e-08   -1.33635240e-07   -9.06982043e-08   -1.33635240e-07    1.61507095e-07   -1.24164729e+02   -1.35836168e+02
2       -4.80000000e+05   -2.67670163e-04   -1.71964350e-04   -2.67670163e-04   -1.71964350e-04    3.18149420e-04   -1.47281335e+02   -6.99473773e+01    2.68188795e-07    1.71157075e-07    2.68188795e-07    1.71157075e-07    3.18150867e-07    3.25458651e+01   -1.29947338e+02   -2.67670163e-07   -1.71964350e-07   -2.67670163e-07   -1.71964350e-07    3.18149420e-07   -1.47281335e+02   -1.29947377e+02
3       -4.70000000e+05   -3.58345304e-04   -2.08835243e-04   -3.58345304e-04   -2.08835243e-04    4.14757176e-04   -1.49767370e+02   -6.76441218e+01    3.58962014e-07    2.07777014e-07    3.58962014e-07    2.07777014e-07    4.14758985e-07    3.00634302e+01   -1.27644084e+02   -3.58345304e-07   -2.08835243e-07   -3.58345304e-07   -2.08835243e-07    4.14757176e-07   -1.49767370e+02   -1.27644122e+02
4       -4.60000000e+05   -3.80674631e-04   -8.48927964e-06   -3.80674631e-04   -8.48927964e-06    3.80769277e-04   -1.78722480e+02   -6.83867620e+01    3.80699167e-07    7.38902899e-09    3.80699167e-07    7.38902899e-09    3.80770868e-07    1.11192002e+00   -1.28386726e+02   -3.80674631e-07   -8.48927964e-09   -3.80674631e-07   -8.48927964e-09    3.80769277e-07   -1.78722480e+02   -1.28386762e+02
5       -4.50000000e+05   -5.43341443e-04    2.31747972e-05   -5.43341443e-04    2.31747972e-05    5.43835448e-04    1.77557680e+02   -6.52906498e+01    5.43275918e-07   -2.47110589e-08    5.43275918e-07   -2.47110589e-08    5.43837622e-07   -2.60431971e+00   -1.25290615e+02   -5.43341443e-07    2.31747972e-08   -5.43341443e-07    2.31747972e-08    5.43835448e-07    1.77557680e+02   -1.25290650e+02
6       -4.40000000e+05   -2.63933088e-04    1.51364462e-04   -2.63933088e-04    1.51364462e-04    3.04256266e-04    1.50165919e+02   -7.03352094e+01    2.63514625e-07   -1.52094132e-07    2.63514625e-07   -1.52094132e-07    3.04257428e-07   -2.99924806e+01   -1.30335176e+02   -2.63933088e-07    1.51364462e-07   -2.63933088e-07    1.51364462e-07    3.04256266e-07    1.50165919e+02   -1.30335209e+02
7       -4.30000000e+05   -3.84125333e-04    2.74632056e-04   -3.84125333e-04    2.74632056e-04    4.72202327e-04    1.44436965e+02   -6.65174375e+01    3.83383341e-07   -2.75669874e-07    3.83383341e-07   -2.75669874e-07    4.72204051e-07   -3.57178347e+01   -1.26517406e+02   -3.84125333e-07    2.74632056e-07   -3.84125333e-07    2.74632056e-07    4.72202327e-07    1.44436965e+02   -1.26517438e+02
8       -4.20000000e+05   -8.12114930e-05    1.06962193e-04   -8.12114930e-05    1.06962193e-04    1.34298985e-04    1.27207738e+02   -7.74385454e+01    8.09292265e-08   -1.07176505e-07    8.09292265e-08   -1.07176505e-07    1.34299453e-07   -5.29434620e+01   -1.37438515e+02   -8.12114930e-08    1.06962193e-07   -8.12114930e-08    1.06962193e-07    1.34298985e-07    1.27207738e+02   -1.37438545e+02
9       -4.10000000e+05   -8.67658009e-05    1.73152399e-04   -8.67658009e-05    1.73152399e-04    1.93675134e-04    1.16615220e+02   -7.42585227e+01    8.63197420e-08   -1.73375917e-07    8.63197420e-08   -1.73375917e-07    1.93675776e-07   -6.35323795e+01   -1.34258494e+02   -8.67658009e-08    1.73152399e-07   -8.67658009e-08    1.73152399e-07    1.93675134e-07    1.16615220e+02   -1.34258523e+02
10      -4.00000000e+05   -5.89852691e-05   -5.88852839e-05   -5.89852691e-05   -5.88852839e-05    8.33470973e-05   -1.35048602e+02   -8.15821904e+01    5.91332640e-08    5.87370377e-08    5.91332640e-08    5.87370377e-08    8.33473605e-08    4.48073984e+01   -1.41582163e+02   -5.89852691e-08   -5.88852839e-08   -5.89852691e-08   -5.88852839e-08    8.33470973e-08   -1.35048602e+02   -1.41582190e+02
11      -3.90000000e+05   -1.11407450e-04   -1.99645480e-04   -1.11407450e-04   -1.99645480e-04    2.28626196e-04   -1.19162671e+02   -7.28174802e+01    1.11896670e-07    1.99372483e-07    1.11896670e-07    1.99372483e-07    2.28626883e-07    6.06969294e+01   -1.32817454e+02   -1.11407450e-07   -1.99645480e-07   -1.11407450e-07   -1.99645480e-07    2.28626196e-07   -1.19162671e+02   -1.32817480e+02
12      -3.80000000e+05   -1.93878777e-04   -1.21105514e-04   -1.93878777e-04   -1.21105514e-04    2.28594675e-04   -1.48009223e+02   -7.28186778e+01    1.94167929e-07    1.20642607e-07    1.94167929e-07    1.20642607e-07    2.28595327e-07    3.18539771e+01   -1.32818653e+02   -1.93878777e-07   -1.21105514e-07   -1.93878777e-07   -1.21105514e-07    2.28594675e-07   -1.48009223e+02   -1.32818678e+02
13      -3.70000000e+05   -5.37298140e-04   -3.35554284e-04   -5.37298140e-04   -3.35554284e-04    6.33471364e-04   -1.48014333e+02   -6.39654603e+01    5.38078230e-07    3.34305185e-07    5.38078230e-07    3.34305185e-07    6.33473076e-07    3.18524677e+01   -1.23965437e+02   -5.37298140e-07   -3.35554284e-07   -5.37298140e-07   -3.35554284e-07    6.33471364e-07   -1.48014333e+02   -1.23965460e+02
14      -3.60000000e+05   -2.86249611e-04   -1.28748354e-05   -2.86249611e-04   -1.28748354e-05    2.86539004e-04   -1.77424706e+02   -7.08563251e+01    2.86278733e-07    1.22273541e-08    2.86278733e-07    1.22273541e-08    2.86539737e-07    2.44569420e+00   -1.30856303e+02   -2.86249611e-07   -1.28748354e-08   -2.86249611e-07   -1.28748354e-08    2.86539004e-07   -1.77424706e+02   -1.30856325e+02
15      -3.50000000e+05   -8.61036895e-04    2.94589755e-05   -8.61036895e-04    2.94589755e-05    8.61540693e-04    1.78040483e+02   -6.12944841e+01    8.60972111e-07   -3.13524945e-08    8.60972111e-07   -3.13524945e-08    8.61542776e-07   -2.08551727e+00   -1.21294463e+02   -8.61036895e-07    2.94589755e-08   -8.61036895e-07    2.94589755e-08    8.61540693e-07    1.78040483e+02   -1.21294484e+02
16      -3.40000000e+05   -2.14705876e-04    1.10487226e-04   -2.14705876e-04    1.10487226e-04    2.41466437e-04    1.52769738e+02   -7.23428645e+01    2.14469844e-07   -1.10945899e-07    2.14469844e-07   -1.10945899e-07    2.41466988e-07   -2.73526622e+01   -1.32342845e+02   -2.14705876e-07    1.10487226e-07   -2.14705876e-07    1.10487226e-07    2.41466437e-07    1.52769738e+02   -1.32342865e+02
17      -3.30000000e+05   -6.23985697e-04    4.58916764e-04   -6.23985697e-04    4.58916764e-04    7.74572622e-04    1.43666991e+02   -6.22187572e+01    6.23034156e-07   -4.60210568e-07    6.23034156e-07   -4.60210568e-07    7.74574287e-07   -3.64518088e+01   -1.22218738e+02   -6.23985697e-07    4.58916764e-07   -6.23985697e-07    4.58916764e-07    7.74572622e-07    1.43666991e+02   -1.22218757e+02
18      -3.20000000e+05   -7.81668069e-05    9.28699781e-05   -7.81668069e-05    9.28699781e-05    1.21387324e-04    1.30086650e+02   -7.83165332e+01    7.79800808e-08   -9.30271417e-08    7.79800808e-08   -9.30271417e-08    1.21387570e-07   -5.00285501e+01   -1.38316516e+02   -7.81668069e-08    9.28699781e-08   -7.81668069e-08    9.28699781e-08    1.21387324e-07    1.30086650e+02   -1.38316533e+02
19      -3.10000000e+05   -1.23474349e-04    3.06166275e-04   -1.23474349e-04    3.06166275e-04    3.30126798e-04    1.11963816e+02   -6.96263844e+01    1.22878002e-07   -3.06406777e-07    1.22878002e-07   -3.06406777e-07    3.30127424e-07   -6.81477835e+01   -1.29626368e+02   -1.23474349e-07    3.06166275e-07   -1.23474349e-07    3.06166275e-07    3.30126798e-07    1.11963816e+02   -1.29626384e+02
20      -3.00000000e+05   -4.60762141e-05   -2.79613796e-05   -4.60762141e-05   -2.79613796e-05    5.38967184e-05   -1.48748504e+02   -8.53687535e+01    4.61289201e-08    2.78745280e-08    4.61289201e-08    2.78745280e-08    5.38968142e-08    3.11434966e+01   -1.45368738e+02   -4.60762141e-08   -2.79613796e-08   -4.60762141e-08   -2.79613796e-08    5.38967184e-08   -1.48748504e+02   -1.45368754e+02
21      -2.90000000e+05   -1.60976715e-04   -3.51550531e-04   -1.60976715e-04   -3.51550531e-04    3.86653952e-04   -1.14603276e+02   -6.82535509e+01    1.61617283e-07    3.51257211e-07    1.61617283e-07    3.51257211e-07    3.86654593e-07    6.52923240e+01   -1.28253537e+02   -1.60976715e-07   -3.51550531e-07   -1.60976715e-07   -3.51550531e-07    3.86653952e-07   -1.14603276e+02   -1.28253551e+02
22      -2.80000000e+05   -1.39779894e-04   -8.99619085e-05   -1.39779894e-04   -8.99619085e-05    1.66227446e-04   -1.47234792e+02   -7.55859454e+01    1.39938163e-07    8.97159948e-08    1.39938163e-07    8.97159948e-08    1.66227703e-07    3.26644077e+01   -1.35585932e+02   -1.39779894e-07   -8.99619085e-08   -1.39779894e-07   -8.99619085e-08    1.66227446e-07   -1.47234792e+02   -1.35585945e+02
23      -2.70000000e+05   -9.54928250e-04   -6.26907240e-04   -9.54928250e-04   -6.26907240e-04    1.14232248e-03   -1.46715233e+02   -5.88442255e+01    9.55991773e-07    6.25287242e-07    9.55991773e-07    6.25287242e-07    1.14232412e-06    3.31875667e+01   -1.18844213e+02   -9.54928250e-07   -6.26907240e-07   -9.54928250e-07   -6.26907240e-07    1.14232248e-06   -1.46715233e+02   -1.18844226e+02
24      -2.60000000e+05   -2.23166178e-04   -2.08022933e-05   -2.23166178e-04   -2.08022933e-05    2.24133617e-04   -1.74674599e+02   -7.29898600e+01    2.23200161e-07    2.04377227e-08    2.23200161e-07    2.04377227e-08    2.24133916e-07    5.23180129e+00   -1.32989848e+02   -2.23166178e-07   -2.08022933e-08   -2.23166178e-07   -2.08022933e-08    2.24133617e-07   -1.74674599e+02   -1.32989860e+02
25      -2.50000000e+05   -1.63032683e-03    4.83532898e-05   -1.63032683e-03    4.83532898e-05    1.63104372e-03    1.78301183e+02   -5.57506880e+01    1.63025087e-06   -5.09142012e-08    1.63025087e-06   -5.09142012e-08    1.63104573e-06   -1.78881730e+00   -1.15750677e+02   -1.63032683e-06    4.83532898e-08   -1.63032683e-06    4.83532898e-08    1.63104372e-06    1.78301183e+02   -1.15750688e+02
