TIME,V(1),V(2),I(V1)
8.24310000e-06,-8.92966374e-01,4.21988334e-04,8.93388362e-04
8.29430000e-06,-8.78026417e-01,3.99500631e-04,8.78425917e-04
8.34550000e-06,-8.62177865e-01,3.77419216e-04,8.62555284e-04
8.39670000e-06,-8.45437120e-01,3.55766918e-04,8.45792887e-04
8.44790000e-06,-8.27821506e-01,3.34566122e-04,8.28156072e-04
8.49910000e-06,-8.09349250e-01,3.13838747e-04,8.09663088e-04
8.55030000e-06,-7.90039468e-01,2.93606221e-04,7.90333074e-04
8.60150000e-06,-7.69912143e-01,2.73889458e-04,7.70186032e-04
8.65270000e-06,-7.48988102e-01,2.54708842e-04,7.49242810e-04
8.70390000e-06,-7.27288997e-01,2.36084200e-04,7.27525082e-04
8.75510000e-06,-7.04837284e-01,2.18034784e-04,7.05055319e-04
8.80630000e-06,-6.81656196e-01,2.00579251e-04,6.81856775e-04
8.85750000e-06,-6.57769721e-01,1.83735642e-04,6.57953456e-04
8.90870000e-06,-6.33202576e-01,1.67521368e-04,6.33370097e-04
8.95990000e-06,-6.07980184e-01,1.51953185e-04,6.08132138e-04
9.01110000e-06,-5.82128647e-01,1.37047183e-04,5.82265694e-04
9.06230000e-06,-5.55674714e-01,1.22818766e-04,5.55797533e-04
9.11350000e-06,-5.28645762e-01,1.09282637e-04,5.28755044e-04
9.16470000e-06,-5.01069760e-01,9.64527820e-05,5.01166212e-04
9.21590000e-06,-4.72975243e-01,8.43424566e-05,4.73059586e-04
9.26710000e-06,-4.44391286e-01,7.29641718e-05,4.44464250e-04
9.31830000e-06,-4.15347466e-01,6.23296810e-05,4.15409796e-04
9.36950000e-06,-3.85873839e-01,5.24499680e-05,3.85926289e-04
9.42070000e-06,-3.56000905e-01,4.33352355e-05,3.56044240e-04
9.47190000e-06,-3.25759576e-01,3.49948945e-05,3.25794571e-04
9.52310000e-06,-2.95181146e-01,2.74375547e-05,2.95208584e-04
9.57430000e-06,-2.64297259e-01,2.06710157e-05,2.64317930e-04
9.62550000e-06,-2.33139873e-01,1.47022586e-05,2.33154576e-04
9.67670000e-06,-2.01741231e-01,9.53743892e-06,2.01750769e-04
9.72790000e-06,-1.70133825e-01,5.18188035e-06,1.70139007e-04
9.77910000e-06,-1.38350361e-01,1.64006911e-06,1.38352001e-04
9.83030000e-06,-1.06423731e-01,-1.08435065e-06,1.06422647e-04
9.88150000e-06,-7.43869721e-02,-2.98858063e-06,7.43839835e-05
9.93270000e-06,-4.22732364e-02,-4.07067127e-06,4.22691657e-05
9.98390000e-06,-1.01157558e-02,-4.32952378e-06,1.01114263e-05
1.00000000e-05,-2.44929318e-16,-4.32948893e-06,-4.32948893e-09
TIME,V(1),V(2),I(V1)
0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.00000000e-10,6.28318530e-05,2.09439503e-12,-4.18879006e-08
3.00000000e-10,1.88495558e-04,1.46607646e-11,-1.25663696e-07
7.00000000e-10,4.39822957e-04,7.33038158e-11,-2.93215256e-07
1.50000000e-09,9.42477657e-04,3.24631104e-10,-6.28318221e-07
3.10000000e-09,1.94778621e-03,1.36344969e-09,-1.29852323e-06
6.30000000e-09,3.95839641e-03,5.58573323e-09,-2.63892721e-06
1.27000000e-08,7.97956066e-03,2.26087477e-08,-5.31969203e-06
2.55000000e-08,1.60214370e-02,9.09664910e-08,-1.06808974e-05
5.11000000e-08,3.21015609e-02,3.64896697e-07,-2.14007973e-05
1.02300000e-07,6.42327344e-02,1.46111043e-06,-4.28208489e-05
1.53500000e-07,9.62974391e-02,3.10453374e-06,-6.41962230e-05
2.04700000e-07,1.28262494e-01,5.29345662e-06,-8.55048003e-05
2.55900000e-07,1.60094821e-01,8.02560460e-06,-1.06724530e-04
3.07100000e-07,1.91761479e-01,1.12981410e-05,-1.27833454e-04
3.58300000e-07,2.23229701e-01,1.51076701e-05,-1.48809729e-04
4.09500000e-07,2.54466921e-01,1.94502402e-05,-1.69631647e-04
4.60700000e-07,2.85440815e-01,2.43213484e-05,-1.90277662e-04
5.11900000e-07,3.16119331e-01,2.97159445e-05,-2.10726410e-04
5.63100000e-07,3.46470722e-01,3.56284368e-05,-2.30956729e-04
6.14300000e-07,3.76463581e-01,4.20526975e-05,-2.50947686e-04
6.65500000e-07,4.06066870e-01,4.89820695e-05,-2.70678592e-04
7.16700000e-07,4.35249956e-01,5.64093726e-05,-2.90129031e-04
7.67900000e-07,4.63982638e-01,6.43269118e-05,-3.09278874e-04
8.19100000e-07,4.92235185e-01,7.27264845e-05,-3.28108306e-04
8.70300000e-07,5.19978361e-01,8.15993892e-05,-3.46597841e-04
9.21500000e-07,5.47183456e-01,9.09364349e-05,-3.64728346e-04
9.72700000e-07,5.73822317e-01,1.00727950e-04,-3.82481059e-04
1.02390000e-06,5.99867380e-01,1.10963793e-04,-3.99837611e-04
1.07510000e-06,6.25291691e-01,1.21633362e-04,-4.16780038e-04
1.12630000e-06,6.50068942e-01,1.32725607e-04,-4.33290811e-04
1.17750000e-06,6.74173493e-01,1.44229039e-04,-4.49352842e-04
1.22870000e-06,6.97580399e-01,1.56131747e-04,-4.64949512e-04
1.27990000e-06,7.20265440e-01,1.68421403e-04,-4.80064679e-04
1.33110000e-06,7.42205140e-01,1.81085280e-04,-4.94682703e-04
1.38230000e-06,7.63376796e-01,1.94110264e-04,-5.08788457e-04
1.43350000e-06,7.83758499e-01,2.07482868e-04,-5.22367344e-04
1.48470000e-06,8.03329159e-01,2.21189244e-04,-5.35405313e-04
1.53590000e-06,8.22068522e-01,2.35215199e-04,-5.47888871e-04
1.58710000e-06,8.39957197e-01,2.49546210e-04,-5.59805100e-04
1.63830000e-06,8.56976673e-01,2.64167437e-04,-5.71141670e-04
1.68950000e-06,8.73109338e-01,2.79063740e-04,-5.81886849e-04
1.74070000e-06,8.88338497e-01,2.94219696e-04,-5.92029518e-04
1.79190000e-06,9.02648391e-01,3.09619611e-04,-6.01559181e-04
1.84310000e-06,9.16024212e-01,3.25247540e-04,-6.10465976e-04
1.89430000e-06,9.28452119e-01,3.41087301e-04,-6.18740688e-04
1.94550000e-06,9.39919250e-01,3.57122495e-04,-6.26374752e-04
1.99670000e-06,9.50413741e-01,3.73336518e-04,-6.33360269e-04
2.04790000e-06,9.59924730e-01,3.89712582e-04,-6.39690011e-04
2.09910000e-06,9.68442375e-01,4.06233732e-04,-6.45357428e-04
2.15030000e-06,9.75957864e-01,4.22882863e-04,-6.50356654e-04
2.20150000e-06,9.82463417e-01,4.39642735e-04,-6.54682516e-04
2.25270000e-06,9.87952304e-01,4.56495997e-04,-6.58330539e-04
2.30390000e-06,9.92418844e-01,4.73425199e-04,-6.61296946e-04
2.35510000e-06,9.95858416e-01,4.90412813e-04,-6.63578669e-04
2.40630000e-06,9.98267459e-01,5.07441250e-04,-6.65173345e-04
2.45750000e-06,9.99643482e-01,5.24492881e-04,-6.66079326e-04
2.50870000e-06,9.99985059e-01,5.41550050e-04,-6.66295673e-04
2.55990000e-06,9.99291839e-01,5.58595098e-04,-6.65822162e-04
2.61110000e-06,9.97564537e-01,5.75610375e-04,-6.64659285e-04
2.66230000e-06,9.94804942e-01,5.92578266e-04,-6.62808243e-04
2.71350000e-06,9.91015909e-01,6.09481203e-04,-6.60270952e-04
2.76470000e-06,9.86201359e-01,6.26301684e-04,-6.57050038e-04
2.81590000e-06,9.80366275e-01,6.43022294e-04,-6.53148835e-04
2.86710000e-06,9.73516693e-01,6.59625721e-04,-6.48571378e-04
2.91830000e-06,9.65659704e-01,6.76094775e-04,-6.43322406e-04
2.96950000e-06,9.56803436e-01,6.92412403e-04,-6.37407349e-04
3.02070000e-06,9.46957055e-01,7.08561710e-04,-6.30832329e-04
3.07190000e-06,9.36130750e-01,7.24525977e-04,-6.23604149e-04
3.12310000e-06,9.24335724e-01,7.40288672e-04,-6.15730290e-04
3.17430000e-06,9.11584182e-01,7.55833476e-04,-6.07218899e-04
3.22550000e-06,8.97889320e-01,7.71144293e-04,-5.98078784e-04
3.27670000e-06,8.83265311e-01,7.86205270e-04,-5.88319404e-04
3.32790000e-06,8.67727286e-01,8.01000811e-04,-5.77950857e-04
3.37910000e-06,8.51291325e-01,8.15515599e-04,-5.66983873e-04
3.43030000e-06,8.33974436e-01,8.29734602e-04,-5.55429801e-04
3.48150000e-06,8.15794539e-01,8.43643097e-04,-5.43300597e-04
3.53270000e-06,7.96770446e-01,8.57226682e-04,-5.30608813e-04
3.58390000e-06,7.76921844e-01,8.70471293e-04,-5.17367582e-04
3.63510000e-06,7.56269273e-01,8.83363212e-04,-5.03590607e-04
3.68630000e-06,7.34834104e-01,8.95889091e-04,-4.89292144e-04
3.73750000e-06,7.12638519e-01,9.08035958e-04,-4.74486989e-04
3.78870000e-06,6.89705485e-01,9.19791234e-04,-4.59190463e-04
3.83990000e-06,6.66058735e-01,9.31142745e-04,-4.43418395e-04
3.89110000e-06,6.41722738e-01,9.42078735e-04,-4.27187106e-04
3.94230000e-06,6.16722677e-01,9.52587877e-04,-4.10513393e-04
3.99350000e-06,5.91084423e-01,9.62659289e-04,-3.93414509e-04
4.04470000e-06,5.64834507e-01,9.72282537e-04,-3.75908150e-04
4.09590000e-06,5.38000093e-01,9.81447656e-04,-3.58012430e-04
4.14710000e-06,5.10608948e-01,9.90145150e-04,-3.39745869e-04
4.19830000e-06,4.82689419e-01,9.98366011e-04,-3.21127368e-04
4.24950000e-06,4.54270395e-01,1.00610172e-03,-3.02176196e-04
4.30070000e-06,4.25381287e-01,1.01334427e-03,-2.82911962e-04
4.35190000e-06,3.96051988e-01,1.02008615e-03,-2.63354601e-04
4.40310000e-06,3.66312849e-01,1.02632037e-03,-2.43524352e-04
4.45430000e-06,3.36194644e-01,1.03204048e-03,-2.23441736e-04
4.50550000e-06,3.05728540e-01,1.03724054e-03,-2.03127533e-04
4.55670000e-06,2.74946065e-01,1.04191517e-03,-1.82602766e-04
4.60790000e-06,2.43879071e-01,1.04605952e-03,-1.61888674e-04
4.65910000e-06,2.12559708e-01,1.04966929e-03,-1.41006693e-04
4.71030000e-06,1.81020385e-01,1.05274074e-03,-1.19978430e-04
4.76150000e-06,1.49293740e-01,1.05527068e-03,-9.88256464e-05
4.81270000e-06,1.17412604e-01,1.05725648e-03,-7.75702316e-05
4.86390000e-06,8.54099673e-02,1.05869607e-03,-5.62341808e-05
4.91510000e-06,5.33189474e-02,1.05958796e-03,-3.48395729e-05
4.96630000e-06,2.11727523e-02,1.05993122e-03,-1.34085474e-05
5.01750000e-06,-1.09953527e-02,1.05972548e-03,8.03671880e-06
5.06870000e-06,-4.31520796e-02,1.05897095e-03,2.94740337e-05
5.11990000e-06,-7.52641520e-02,1.05766839e-03,5.08812136e-05
5.17110000e-06,-1.07298340e-01,1.05581914e-03,7.22361062e-05
5.22230000e-06,-1.39221494e-01,1.05342512e-03,9.35166130e-05
5.27350000e-06,-1.71000580e-01,1.05048878e-03,1.14700713e-04
5.32470000e-06,-2.02602713e-01,1.04701316e-03,1.35766484e-04
5.37590000e-06,-2.33995189e-01,1.04300184e-03,1.56692127e-04
5.42710000e-06,-2.65145523e-01,1.03845897e-03,1.77455988e-04
5.47830000e-06,-2.96021482e-01,1.03338923e-03,1.98036581e-04
5.52950000e-06,-3.26591113e-01,1.02779787e-03,2.18412607e-04
5.58070000e-06,-3.56822784e-01,1.02169066e-03,2.38562983e-04
5.63190000e-06,-3.86685209e-01,1.01507390e-03,2.58466855e-04
5.68310000e-06,-4.16147487e-01,1.00795445e-03,2.78103628e-04
5.73430000e-06,-4.45179130e-01,1.00033966e-03,2.97452980e-04
5.78550000e-06,-4.73750095e-01,9.92237386e-04,3.16494888e-04
5.83670000e-06,-5.01830817e-01,9.83656019e-04,3.35209649e-04
5.88790000e-06,-5.29392238e-01,9.74604425e-04,3.53577895e-04
5.93910000e-06,-5.56405837e-01,9.65091961e-04,3.71580619e-04
5.99030000e-06,-5.82843659e-01,9.55128462e-04,3.89199191e-04
6.04150000e-06,-6.08678346e-01,9.44724228e-04,4.06415380e-04
6.09270000e-06,-6.33883165e-01,9.33890017e-04,4.23211370e-04
6.14390000e-06,-6.58432032e-01,9.22637031e-04,4.39569779e-04
6.19510000e-06,-6.82299545e-01,9.10976904e-04,4.55473681e-04
6.24630000e-06,-7.05461005e-01,8.98921695e-04,4.70906618e-04
6.29750000e-06,-7.27892444e-01,8.86483868e-04,4.85852619e-04
6.34870000e-06,-7.49570651e-01,8.73676285e-04,5.00296218e-04
6.39990000e-06,-7.70473191e-01,8.60512189e-04,5.14222469e-04
6.45110000e-06,-7.90578435e-01,8.47005195e-04,5.27616960e-04
6.50230000e-06,-8.09865577e-01,8.33169270e-04,5.40465831e-04
6.55350000e-06,-8.28314659e-01,8.19018722e-04,5.52755785e-04
6.60470000e-06,-8.45906590e-01,8.04568185e-04,5.64474106e-04
6.65590000e-06,-8.62623165e-01,7.89832603e-04,5.75608665e-04
6.70710000e-06,-8.78447086e-01,7.74827216e-04,5.86147942e-04
6.75830000e-06,-8.93361978e-01,7.59567541e-04,5.96081030e-04
6.80950000e-06,-9.07352406e-01,7.44069361e-04,6.05397650e-04
6.86070000e-06,-9.20403893e-01,7.28348705e-04,6.14088161e-04
6.91190000e-06,-9.32502934e-01,7.12421829e-04,6.22143571e-04
6.96310000e-06,-9.43637008e-01,6.96305207e-04,6.29555542e-04
7.01430000e-06,-9.53794594e-01,6.80015507e-04,6.36316406e-04
7.06550000e-06,-9.62965180e-01,6.63569577e-04,6.42419166e-04
7.11670000e-06,-9.71139276e-01,6.46984424e-04,6.47857507e-04
7.16790000e-06,-9.78308423e-01,6.30277204e-04,6.52625800e-04
7.21910000e-06,-9.84465204e-01,6.13465195e-04,6.56719113e-04
7.27030000e-06,-9.89603246e-01,5.96565785e-04,6.60133208e-04
7.32150000e-06,-9.93717234e-01,5.79596452e-04,6.62864554e-04
7.37270000e-06,-9.96802909e-01,5.62574748e-04,6.64910322e-04
7.42390000e-06,-9.98857079e-01,5.45518277e-04,6.66268398e-04
7.47510000e-06,-9.99877617e-01,5.28444680e-04,6.66937375e-04
7.52630000e-06,-9.99863469e-01,5.11371616e-04,6.66916560e-04
7.57750000e-06,-9.98814648e-01,4.94316743e-04,6.66205977e-04
7.62870000e-06,-9.96732240e-01,4.77297700e-04,6.64806358e-04
7.67990000e-06,-9.93618400e-01,4.60332090e-04,6.62719154e-04
7.73110000e-06,-9.89476349e-01,4.43437459e-04,6.59946524e-04
7.78230000e-06,-9.84310375e-01,4.26631281e-04,6.56491338e-04
7.83350000e-06,-9.78125823e-01,4.09930937e-04,6.52357169e-04
7.88470000e-06,-9.70929093e-01,3.93353701e-04,6.47548298e-04
7.93590000e-06,-9.62727632e-01,3.76916716e-04,6.42069699e-04
7.98710000e-06,-9.53529927e-01,3.60636984e-04,6.35927043e-04
8.03830000e-06,-9.43345496e-01,3.44531341e-04,6.29126685e-04
8.08950000e-06,-9.32184879e-01,3.28616444e-04,6.21675663e-04
8.14070000e-06,-9.20059623e-01,3.12908753e-04,6.13581688e-04
8.19190000e-06,-9.06982277e-01,2.97424512e-04,6.04853135e-04
8.24310000e-06,-8.92966374e-01,2.82179737e-04,5.95499036e-04
8.29430000e-06,-8.78026417e-01,2.67190193e-04,5.85529071e-04
8.34550000e-06,-8.62177865e-01,2.52471382e-04,5.74953558e-04
8.39670000e-06,-8.45437120e-01,2.38038526e-04,5.63783439e-04
8.44790000e-06,-8.27821506e-01,2.23906551e-04,5.52030275e-04
8.49910000e-06,-8.09349250e-01,2.10090071e-04,5.39706227e-04
8.55030000e-06,-7.90039468e-01,1.96603376e-04,5.26824048e-04
8.60150000e-06,-7.69912143e-01,1.83460411e-04,5.13397069e-04
8.65270000e-06,-7.48988102e-01,1.70674768e-04,4.99439184e-04
8.70390000e-06,-7.27288997e-01,1.58259668e-04,4.84964838e-04
8.75510000e-06,-7.04837284e-01,1.46227949e-04,4.69989008e-04
8.80630000e-06,-6.81656196e-01,1.34592053e-04,4.54527192e-04
8.85750000e-06,-6.57769721e-01,1.23364011e-04,4.38595390e-04
8.90870000e-06,-6.33202576e-01,1.12555433e-04,4.22210088e-04
8.95990000e-06,-6.07980184e-01,1.02177494e-04,4.05388241e-04
9.01110000e-06,-5.82128647e-01,9.22409241e-05,3.88147258e-04
9.06230000e-06,-5.55674714e-01,8.27559966e-05,3.70504980e-04
9.11350000e-06,-5.28645762e-01,7.37325172e-05,3.52479663e-04
9.16470000e-06,-5.01069760e-01,6.51798142e-05,3.34089960e-04
9.21590000e-06,-4.72975243e-01,5.71067288e-05,3.15354900e-04
9.26710000e-06,-4.44391286e-01,4.95216057e-05,2.96293872e-04
9.31830000e-06,-4.15347466e-01,4.24322847e-05,2.76926599e-04
9.36950000e-06,-3.85873839e-01,3.58460928e-05,2.57273124e-04
9.42070000e-06,-3.56000905e-01,2.97698359e-05,2.37353783e-04
9.47190000e-06,-3.25759576e-01,2.42097926e-05,2.17189190e-04
9.52310000e-06,-2.95181146e-01,1.91717072e-05,1.96800212e-04
9.57430000e-06,-2.64297259e-01,1.46607838e-05,1.76207946e-04
9.62550000e-06,-2.33139873e-01,1.06816810e-05,1.55433703e-04
9.67670000e-06,-2.01741231e-01,7.23850710e-06,1.34498980e-04
9.72790000e-06,-1.70133825e-01,4.33481584e-06,1.13425440e-04
9.77910000e-06,-1.38350361e-01,1.97360266e-06,9.22348900e-05
9.83030000e-06,-1.06423731e-01,1.57301632e-07,7.09492589e-05
9.88150000e-06,-7.43869721e-02,-1.11221704e-06,4.95905732e-05
9.93270000e-06,-4.22732364e-02,-1.83364898e-06,2.81809352e-05
9.98390000e-06,-1.01157558e-02,-2.00625698e-06,6.74249971e-06
1.00000000e-05,-2.44929318e-16,-2.00624621e-06,-1.33749747e-09
