Index       TIME              V(1)              I(V1)      
167      6.38975000e-05   -7.66392113e-01    1.14958817e-01
168      6.43071000e-05   -7.82668562e-01    1.17400284e-01
169      6.47167000e-05   -7.98426649e-01    1.19763997e-01
170      6.51263000e-05   -8.13655937e-01    1.22048391e-01
171      6.55359000e-05   -8.28346340e-01    1.24251951e-01
172      6.59455000e-05   -8.42488128e-01    1.26373219e-01
173      6.63551000e-05   -8.56071934e-01    1.28410790e-01
174      6.67647000e-05   -8.69088763e-01    1.30363315e-01
175      6.71743000e-05   -8.81529994e-01    1.32229499e-01
176      6.75839000e-05   -8.93387386e-01    1.34008108e-01
177      6.79935000e-05   -9.04653086e-01    1.35697963e-01
178      6.84031000e-05   -9.15319633e-01    1.37297945e-01
179      6.88127000e-05   -9.25379963e-01    1.38806994e-01
180      6.92223000e-05   -9.34827412e-01    1.40224112e-01
181      6.96319000e-05   -9.43655724e-01    1.41548359e-01
182      7.00415000e-05   -9.51859051e-01    1.42778858e-01
183      7.04511000e-05   -9.59431960e-01    1.43914794e-01
184      7.08607000e-05   -9.66369437e-01    1.44955416e-01
185      7.12703000e-05   -9.72666886e-01    1.45900033e-01
186      7.16799000e-05   -9.78320136e-01    1.46748020e-01
187      7.20895000e-05   -9.83325443e-01    1.47498816e-01
188      7.24991000e-05   -9.87679493e-01    1.48151924e-01
189      7.29087000e-05   -9.91379401e-01    1.48706910e-01
190      7.33183000e-05   -9.94422717e-01    1.49163408e-01
191      7.37279000e-05   -9.96807426e-01    1.49521114e-01
192      7.41375000e-05   -9.98531947e-01    1.49779792e-01
193      7.45471000e-05   -9.99595140e-01    1.49939271e-01
194      7.49567000e-05   -9.99996299e-01    1.49999445e-01
195      7.53663000e-05   -9.99735159e-01    1.49960274e-01
196      7.57759000e-05   -9.98811894e-01    1.49821784e-01
197      7.61855000e-05   -9.97227114e-01    1.49584067e-01
198      7.65951000e-05   -9.94981869e-01    1.49247280e-01
199      7.70047000e-05   -9.92077646e-01    1.48811647e-01
200      7.74143000e-05   -9.88516369e-01    1.48277455e-01
201      7.78239000e-05   -9.84300396e-01    1.47645059e-01
202      7.82335000e-05   -9.79432519e-01    1.46914878e-01
203      7.86431000e-05   -9.73915963e-01    1.46087394e-01
204      7.90527000e-05   -9.67754381e-01    1.45163157e-01
205      7.94623000e-05   -9.60951854e-01    1.44142778e-01
206      7.98719000e-05   -9.53512887e-01    1.43026933e-01
207      8.02815000e-05   -9.45442408e-01    1.41816361e-01
208      8.06911000e-05   -9.36745760e-01    1.40511864e-01
209      8.11007000e-05   -9.27428705e-01    1.39114306e-01
210      8.15103000e-05   -9.17497412e-01    1.37624612e-01
211      8.19199000e-05   -9.06958459e-01    1.36043769e-01
212      8.23295000e-05   -8.95818827e-01    1.34372824e-01
213      8.27391000e-05   -8.84085893e-01    1.32612884e-01
214      8.31487000e-05   -8.71767427e-01    1.30765114e-01
215      8.35583000e-05   -8.58871588e-01    1.28830738e-01
216      8.39679000e-05   -8.45406918e-01    1.26811038e-01
217      8.43775000e-05   -8.31382333e-01    1.24707350e-01
218      8.47871000e-05   -8.16807123e-01    1.22521068e-01
219      8.51967000e-05   -8.01690940e-01    1.20253641e-01
220      8.56063000e-05   -7.86043797e-01    1.17906569e-01
221      8.60159000e-05   -7.69876055e-01    1.15481408e-01
222      8.64255000e-05   -7.53198423e-01    1.12979763e-01
223      8.68351000e-05   -7.36021947e-01    1.10403292e-01
224      8.72447000e-05   -7.18358003e-01    1.07753700e-01
225      8.76543000e-05   -7.00218289e-01    1.05032743e-01
226      8.80639000e-05   -6.81614820e-01    1.02242223e-01
227      8.84735000e-05   -6.62559916e-01    9.93839874e-02
228      8.88831000e-05   -6.43066198e-01    9.64599297e-02
229      8.92927000e-05   -6.23146576e-01    9.34719864e-02
230      8.97023000e-05   -6.02814244e-01    9.04221365e-02
231      9.01119000e-05   -5.82082666e-01    8.73123999e-02
232      9.05215000e-05   -5.60965575e-01    8.41448362e-02
233      9.09311000e-05   -5.39476955e-01    8.09215432e-02
234      9.13407000e-05   -5.17631039e-01    7.76446558e-02
235      9.17503000e-05   -4.95442295e-01    7.43163443e-02
236      9.21599000e-05   -4.72925419e-01    7.09388129e-02
237      9.25695000e-05   -4.50095324e-01    6.75142986e-02
238      9.29791000e-05   -4.26967130e-01    6.40450695e-02
239      9.33887000e-05   -4.03556155e-01    6.05334233e-02
240      9.37983000e-05   -3.79877905e-01    5.69816857e-02
241      9.42079000e-05   -3.55948060e-01    5.33922091e-02
242      9.46175000e-05   -3.31782471e-01    4.97673707e-02
243      9.50271000e-05   -3.07397142e-01    4.61095713e-02
244      9.54367000e-05   -2.82808223e-01    4.24212335e-02
245      9.58463000e-05   -2.58032000e-01    3.87048001e-02
246      9.62559000e-05   -2.33084883e-01    3.49627324e-02
247      9.66655000e-05   -2.07983392e-01    3.11975088e-02
248      9.70751000e-05   -1.82744154e-01    2.74116231e-02
249      9.74847000e-05   -1.57383884e-01    2.36075827e-02
250      9.78943000e-05   -1.31919379e-01    1.97879069e-02
251      9.83039000e-05   -1.06367503e-01    1.59551255e-02
252      9.87135000e-05   -8.07451804e-02    1.21117771e-02
253      9.91231000e-05   -5.50693797e-02    8.26040695e-03
254      9.95327000e-05   -2.93571065e-02    4.40356597e-03
255      9.99423000e-05   -3.62538998e-03    5.43808497e-04
256      1.00000000e-04   -2.44929318e-16    3.67394056e-17
End of Xyce(TM) Simulation
