Index       TIME              V(1)              V(2)              V(3)              V(4)              V(5)              V(6)       
101      5.51320000e+00   -7.91325301e-01   -7.91325301e-01   -7.91325301e-01   -1.99614458e+00   -1.99614458e+00   -1.99614458e+00
102      5.51640000e+00   -7.87469880e-01   -7.87469880e-01   -7.87469880e-01   -1.99228916e+00   -1.99228916e+00   -1.99228916e+00
103      5.52280000e+00   -7.79759036e-01   -7.79759036e-01   -7.79759036e-01   -1.98457831e+00   -1.98457831e+00   -1.98457831e+00
104      5.53560000e+00   -7.64337349e-01   -7.64337349e-01   -7.64337349e-01   -1.96915663e+00   -1.96915663e+00   -1.96915663e+00
105      5.56120000e+00   -7.33493976e-01   -7.33493976e-01   -7.33493976e-01   -1.93831325e+00   -1.93831325e+00   -1.93831325e+00
106      5.61240000e+00   -6.71807229e-01   -6.71807229e-01   -6.71807229e-01   -1.87662651e+00   -1.87662651e+00   -1.87662651e+00
107      5.71480000e+00   -5.48433735e-01   -5.48433735e-01   -5.48433735e-01   -1.75325301e+00   -1.75325301e+00   -1.75325301e+00
108      5.91960000e+00   -3.01686747e-01   -3.01686747e-01   -3.01686747e-01   -1.50650602e+00   -1.50650602e+00   -1.50650602e+00
109      6.32920000e+00    1.91807229e-01    1.91807229e-01    1.91807229e-01   -1.01301205e+00   -1.01301205e+00   -1.01301205e+00
110      7.00000000e+00    1.00000000e+00    1.00000000e+00    1.00000000e+00   -2.04819277e-01   -2.04819277e-01   -2.04819277e-01
111      7.00512000e+00    9.94880000e-01    9.94880000e-01    9.94880000e-01   -1.98650602e-01   -1.98650602e-01   -1.98650602e-01
112      7.01024000e+00    9.89760000e-01    9.89760000e-01    9.89760000e-01   -1.92481928e-01   -1.92481928e-01   -1.92481928e-01
113      7.02048000e+00    9.79520000e-01    9.79520000e-01    9.79520000e-01   -1.80144578e-01   -1.80144578e-01   -1.80144578e-01
114      7.04096000e+00    9.59040000e-01    9.59040000e-01    9.59040000e-01   -1.55469880e-01   -1.55469880e-01   -1.55469880e-01
115      7.08192000e+00    9.18080000e-01    9.18080000e-01    9.18080000e-01   -1.06120482e-01   -1.06120482e-01   -1.06120482e-01
116      7.16384000e+00    8.36160000e-01    8.36160000e-01    8.36160000e-01   -7.42168675e-03   -7.42168675e-03   -7.42168675e-03
117      7.32768000e+00    6.72320000e-01    6.72320000e-01    6.72320000e-01    1.89975904e-01    1.89975904e-01    1.89975904e-01
118      7.65536000e+00    3.44640000e-01    3.44640000e-01    3.44640000e-01    5.84771084e-01    5.84771084e-01    5.84771084e-01
119      8.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.00000000e+00    1.00000000e+00    1.00000000e+00
120      8.00409600e+00   -4.09600000e-03   -4.09600000e-03   -4.09600000e-03    9.95904000e-01    9.95904000e-01    9.95904000e-01
121      8.00819200e+00   -8.19200000e-03   -8.19200000e-03   -8.19200000e-03    9.91808000e-01    9.91808000e-01    9.91808000e-01
122      8.01638400e+00   -1.63840000e-02   -1.63840000e-02   -1.63840000e-02    9.83616000e-01    9.83616000e-01    9.83616000e-01
123      8.03276800e+00   -3.27680000e-02   -3.27680000e-02   -3.27680000e-02    9.67232000e-01    9.67232000e-01    9.67232000e-01
124      8.06553600e+00   -6.55360000e-02   -6.55360000e-02   -6.55360000e-02    9.34464000e-01    9.34464000e-01    9.34464000e-01
125      8.13107200e+00   -1.31072000e-01   -1.31072000e-01   -1.31072000e-01    8.68928000e-01    8.68928000e-01    8.68928000e-01
126      8.26214400e+00   -2.62144000e-01   -2.62144000e-01   -2.62144000e-01    7.37856000e-01    7.37856000e-01    7.37856000e-01
127      8.52428800e+00   -5.24288000e-01   -5.24288000e-01   -5.24288000e-01    4.75712000e-01    4.75712000e-01    4.75712000e-01
128      9.00000000e+00   -1.00000000e+00   -1.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
129      9.00006250e+00   -9.68750000e-01   -9.68750000e-01   -9.68750000e-01   -6.25000000e-05   -6.25000000e-05   -6.25000000e-05
130      9.00010862e+00   -9.45690919e-01   -9.45690919e-01   -9.45690919e-01   -1.08618162e-04   -1.08618162e-04   -1.08618162e-04
131      9.00020085e+00   -8.99572757e-01   -8.99572757e-01   -8.99572757e-01   -2.00854486e-04   -2.00854486e-04   -2.00854486e-04
132      9.00038533e+00   -8.07336433e-01   -8.07336433e-01   -8.07336433e-01   -3.85327133e-04   -3.85327133e-04   -3.85327133e-04
133      9.00075427e+00   -6.22863786e-01   -6.22863786e-01   -6.22863786e-01   -7.54272428e-04   -7.54272428e-04   -7.54272428e-04
134      9.00149216e+00   -2.53918491e-01   -2.53918491e-01   -2.53918491e-01   -1.49216302e-03   -1.49216302e-03   -1.49216302e-03
135      9.00296794e+00    4.83972099e-01    4.83972099e-01    4.83972099e-01   -2.96794420e-03   -2.96794420e-03   -2.96794420e-03
136      9.00591951e+00    1.95975328e+00    1.95975328e+00    1.95975328e+00   -5.91950656e-03   -5.91950656e-03   -5.91950656e-03
137      9.01000000e+00    4.00000000e+00    4.00000000e+00    4.00000000e+00   -1.00000000e-02   -1.00000000e-02   -1.00000000e-02
138      9.01059031e+00    3.99940372e+00    3.99940372e+00    3.99940372e+00   -1.05903125e-02   -1.05903125e-02   -1.05903125e-02
139      9.01177094e+00    3.99821117e+00    3.99821117e+00    3.99821117e+00   -1.17709374e-02   -1.17709374e-02   -1.17709374e-02
140      9.01413219e+00    3.99582607e+00    3.99582607e+00    3.99582607e+00   -1.41321873e-02   -1.41321873e-02   -1.41321873e-02
141      9.01885469e+00    3.99105587e+00    3.99105587e+00    3.99105587e+00   -1.88546871e-02   -1.88546871e-02   -1.88546871e-02
142      9.02829969e+00    3.98151547e+00    3.98151547e+00    3.98151547e+00   -2.82996866e-02   -2.82996866e-02   -2.82996866e-02
143      9.04718969e+00    3.96243466e+00    3.96243466e+00    3.96243466e+00   -4.71896857e-02   -4.71896857e-02   -4.71896857e-02
144      9.08496968e+00    3.92427305e+00    3.92427305e+00    3.92427305e+00   -8.49696840e-02   -8.49696840e-02   -8.49696840e-02
145      9.16052968e+00    3.84794982e+00    3.84794982e+00    3.84794982e+00   -1.60529680e-01   -1.60529680e-01   -1.60529680e-01
146      9.31164967e+00    3.69530336e+00    3.69530336e+00    3.69530336e+00   -3.11649673e-01   -3.11649673e-01   -3.11649673e-01
147      9.61388966e+00    3.39001045e+00    3.39001045e+00    3.39001045e+00   -6.13889659e-01   -6.13889659e-01   -6.13889659e-01
148      1.00000000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00   -1.00000000e+00   -1.00000000e+00   -1.00000000e+00
149      1.00000625e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00   -9.68750000e-01   -9.68750000e-01   -9.68750000e-01
150      1.00001250e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00   -9.37500000e-01   -9.37500000e-01   -9.37500000e-01
151      1.00002500e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00   -8.75000000e-01   -8.75000000e-01   -8.75000000e-01
152      1.00005000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00   -7.50000000e-01   -7.50000000e-01   -7.50000000e-01
153      1.00010000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00   -5.00000000e-01   -5.00000000e-01   -5.00000000e-01
154      1.00020000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.55271368e-13    3.55271368e-13    3.55271368e-13
155      1.00040000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    1.00000000e+00    1.00000000e+00    1.00000000e+00
156      1.00080000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00
157      1.00100000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    4.00000000e+00    4.00000000e+00    4.00000000e+00
158      1.00108000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.99919192e+00    3.99919192e+00    3.99919192e+00
159      1.00124000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.99757576e+00    3.99757576e+00    3.99757576e+00
160      1.00156000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.99434343e+00    3.99434343e+00    3.99434343e+00
161      1.00220000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.98787879e+00    3.98787879e+00    3.98787879e+00
162      1.00348000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.97494949e+00    3.97494949e+00    3.97494949e+00
163      1.00604000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.94909091e+00    3.94909091e+00    3.94909091e+00
164      1.01116000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.89737374e+00    3.89737374e+00    3.89737374e+00
165      1.02140000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.79393939e+00    3.79393939e+00    3.79393939e+00
166      1.04188000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.58707071e+00    3.58707071e+00    3.58707071e+00
167      1.08284000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.17333333e+00    3.17333333e+00    3.17333333e+00
168      1.10000000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00
169      1.10000800e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    1.20000000e-04    9.99920000e-01
170      1.10000813e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    1.21875000e-04    9.99918750e-01
171      1.10000825e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    1.23750000e-04    9.99917500e-01
172      1.10000838e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    1.25625000e-04    9.99916250e-01
173      1.10000863e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    1.29375000e-04    9.99913750e-01
174      1.10000913e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    1.36875000e-04    9.99908750e-01
175      1.10001013e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    1.51875000e-04    9.99898750e-01
176      1.10001213e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    1.81875000e-04    9.99878750e-01
177      1.10001613e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.41875000e-04    9.99838750e-01
178      1.10002413e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.61875000e-04    9.99758750e-01
179      1.10004013e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    6.01875000e-04    9.99598750e-01
180      1.10007213e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    1.08187500e-03    9.99278750e-01
181      1.10013613e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.04187500e-03    9.98638750e-01
182      1.10026413e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.96187500e-03    9.97358750e-01
183      1.10052013e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    7.80187500e-03    9.94798750e-01
184      1.10103213e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    1.54818750e-02    9.89678750e-01
185      1.10205613e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.08418750e-02    9.79438750e-01
186      1.10410413e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    6.15618750e-02    9.58958750e-01
187      1.10820012e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    1.23001875e-01    9.17998750e-01
188      1.11639212e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.45881875e-01    8.36078750e-01
189      1.13277612e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    4.91641875e-01    6.72238750e-01
190      1.16554412e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    9.83161875e-01    3.44558750e-01
191      1.23108012e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    1.96620187e+00   -3.10801250e-01
192      1.30000000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -1.00000000e+00
193      1.30000625e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.99993750e+00   -9.68750000e-01
194      1.30001250e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.99987500e+00   -9.37500000e-01
195      1.30002500e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.99975000e+00   -8.75000000e-01
196      1.30005000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.99950000e+00   -7.50000000e-01
197      1.30010000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.99900000e+00   -5.00000000e-01
198      1.30020000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.99800000e+00    3.55271368e-13
199      1.30040000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.99600000e+00    1.00000000e+00
200      1.30080000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.99200000e+00    3.00000000e+00
201      1.30100000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.99000000e+00    4.00000000e+00
202      1.30108000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.98920000e+00    3.99919192e+00
203      1.30124000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.98760000e+00    3.99757576e+00
204      1.30156000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.98440000e+00    3.99434343e+00
205      1.30220000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.97800000e+00    3.98787879e+00
206      1.30348000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.96520000e+00    3.97494949e+00
207      1.30604000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.93960000e+00    3.94909091e+00
208      1.31116000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.88840000e+00    3.89737374e+00
209      1.32140000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.78600000e+00    3.79393939e+00
210      1.34188000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.58120000e+00    3.58707071e+00
211      1.38284000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.17160000e+00    3.17333333e+00
212      1.40000000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.00000000e+00    3.00000000e+00
213      1.40003200e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.00000000e+00    9.99680000e-01
214      1.40003363e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.00000000e+00    9.99663657e-01
215      1.40003527e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.00000000e+00    9.99647314e-01
216      1.40003854e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.00000000e+00    9.99614628e-01
217      1.40004507e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.00000000e+00    9.99549256e-01
218      1.40005815e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.00000000e+00    9.99418513e-01
219      1.40008430e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.00000000e+00    9.99157025e-01
220      1.40013659e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.00000000e+00    9.98634051e-01
221      1.40024119e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.00000000e+00    9.97588101e-01
222      1.40045038e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.00000000e+00    9.95496202e-01
223      1.40086876e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.00000000e+00    9.91312405e-01
224      1.40170552e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.00000000e+00    9.82944810e-01
225      1.40337904e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.00000000e+00    9.66209620e-01
226      1.40672608e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.00000000e+00    9.32739239e-01
227      1.41342015e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.00000000e+00    8.65798479e-01
228      1.42680830e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.00000000e+00    7.31916958e-01
229      1.45358461e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.00000000e+00    4.64153915e-01
230      1.50000000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.00000000e+00    0.00000000e+00
231      1.50000625e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.01875000e+00   -6.25000000e-05
232      1.50001875e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.05625000e+00   -1.87500000e-04
233      1.50004375e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.13125000e+00   -4.37500000e-04
234      1.50009375e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.28125000e+00   -9.37500000e-04
235      1.50019375e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.58125000e+00   -1.93750000e-03
236      1.50039375e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.18125000e+00   -3.93750000e-03
237      1.50079375e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    4.38125000e+00   -7.93750000e-03
238      1.50100000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    5.00000000e+00   -1.00000000e-02
239      1.50108000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    5.00000000e+00   -1.08000000e-02
240      1.50124000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    5.00000000e+00   -1.24000000e-02
241      1.50156000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    5.00000000e+00   -1.56000000e-02
242      1.50220000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    5.00000000e+00   -2.20000000e-02
243      1.50348000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    5.00000000e+00   -3.48000000e-02
244      1.50604000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    5.00000000e+00   -6.04000000e-02
245      1.51116000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    5.00000000e+00   -1.11600000e-01
246      1.52140000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    5.00000000e+00   -2.14000000e-01
247      1.54188000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    5.00000000e+00   -4.18800000e-01
248      1.55000000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    5.00000000e+00   -5.00000000e-01
249      1.55000625e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    4.95625000e+00   -5.00062500e-01
250      1.55001250e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    4.91250000e+00   -5.00125000e-01
251      1.55002500e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    4.82500000e+00   -5.00250000e-01
252      1.55005000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    4.65000000e+00   -5.00500000e-01
253      1.55010000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    4.30000000e+00   -5.01000000e-01
254      1.55020000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.60000000e+00   -5.02000000e-01
255      1.55040000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00    2.20000000e+00   -5.04000000e-01
256      1.55080000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -6.00000000e-01   -5.08000000e-01
257      1.55100000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -2.00000000e+00   -5.10000000e-01
258      1.55108000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -1.99903614e+00   -5.10800000e-01
259      1.55124000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -1.99710843e+00   -5.12400000e-01
260      1.55156000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -1.99325301e+00   -5.15600000e-01
261      1.55220000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -1.98554217e+00   -5.22000000e-01
262      1.55348000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -1.97012048e+00   -5.34800000e-01
263      1.55604000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -1.93927711e+00   -5.60400000e-01
264      1.56116000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -1.87759036e+00   -6.11600000e-01
265      1.57140000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -1.75421687e+00   -7.14000000e-01
266      1.59188000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -1.50746988e+00   -9.18800000e-01
267      1.60000000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -1.40963855e+00   -1.00000000e+00
268      1.60000625e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -1.40956325e+00   -9.68750000e-01
269      1.60001250e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -1.40948795e+00   -9.37500000e-01
270      1.60002500e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -1.40933735e+00   -8.75000000e-01
271      1.60005000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -1.40903614e+00   -7.50000000e-01
272      1.60010000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -1.40843373e+00   -5.00000000e-01
273      1.60020000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -1.40722892e+00   -5.32907052e-13
274      1.60040000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -1.40481928e+00    1.00000000e+00
275      1.60080000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -1.40000000e+00    3.00000000e+00
276      1.60100000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -1.39759036e+00    4.00000000e+00
277      1.60108000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -1.39662651e+00    3.99919192e+00
278      1.60124000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -1.39469880e+00    3.99757576e+00
279      1.60156000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -1.39084337e+00    3.99434343e+00
280      1.60220000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -1.38313253e+00    3.98787879e+00
281      1.60348000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -1.36771084e+00    3.97494949e+00
282      1.60604000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -1.33686747e+00    3.94909091e+00
283      1.61116000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -1.27518072e+00    3.89737374e+00
284      1.62140000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -1.15180723e+00    3.79393939e+00
285      1.64188000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -9.05060241e-01    3.58707071e+00
286      1.68284000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -4.11566265e-01    3.17333333e+00
287      1.70000000e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -2.04819277e-01    3.00000000e+00
288      1.70003200e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -2.04433735e-01    9.99680000e-01
289      1.70003363e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -2.04414045e-01    9.99663657e-01
290      1.70003527e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -2.04394354e-01    9.99647314e-01
291      1.70003854e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -2.04354974e-01    9.99614628e-01
292      1.70004507e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -2.04276212e-01    9.99549256e-01
293      1.70005815e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -2.04118690e-01    9.99418513e-01
294      1.70008430e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -2.03803645e-01    9.99157025e-01
295      1.70013659e+01    3.00000000e+00    3.00000000e+00    3.00000000e+00    3.00000000e+00   -2.03173555e-01    9.98634051e-01
