Index        TIME          {V(4)+1.0}          V(5)          {V(1)+1.0}
715     6.00004143e-04   1.00851713e+00   3.36487243e+00   4.17342821e+00   
716     6.00008286e-04   1.00852433e+00   3.36409645e+00   4.20448320e+00   
717     6.00012429e-04   1.00854095e+00   3.36332251e+00   4.25139878e+00   
718     6.00020714e-04   1.00857707e+00   3.36177943e+00   4.38007851e+00   
719     6.00037286e-04   1.00863048e+00   3.35869679e+00   4.72448178e+00   
720     6.00053858e-04   1.00864871e+00   3.35560018e+00   5.13065372e+00   
721     6.00070429e-04   1.00865146e+00   3.35247910e+00   5.55708323e+00   
722     6.00087001e-04   1.00864796e+00   3.34933663e+00   5.98978668e+00   
723     6.00100000e-04   1.00864618e+00   3.34686143e+00   6.33079009e+00   
724     6.00102219e-04   1.00865203e+00   3.34643729e+00   6.38034871e+00   
725     6.00104182e-04   1.00865867e+00   3.34606125e+00   6.41857721e+00   
726     6.00106144e-04   1.00866512e+00   3.34568478e+00   6.45424688e+00   
727     6.00110070e-04   1.00867208e+00   3.34492915e+00   6.51194994e+00   
728     6.00113995e-04   1.00867028e+00   3.34416998e+00   6.55509557e+00   
729     6.00121846e-04   1.00865845e+00   3.34264306e+00   6.61306308e+00   
730     6.00137548e-04   1.00863910e+00   3.33957401e+00   6.66831862e+00   
731     6.00153250e-04   1.00863472e+00   3.33650591e+00   6.68672527e+00   
732     6.00168952e-04   1.00863679e+00   3.33345018e+00   6.69406928e+00   
733     6.00184654e-04   1.00863883e+00   3.33040497e+00   6.69738467e+00   
734     6.00216058e-04   1.00864103e+00   3.32433078e+00   6.70000941e+00   
735     6.00247462e-04   1.00864158e+00   3.31826760e+00   6.70062177e+00   
736     6.00310270e-04   1.00864183e+00   3.30615303e+00   6.70089063e+00   
737     6.00373078e-04   1.00864180e+00   3.29404855e+00   6.70087866e+00   
738     6.00498694e-04   1.00864181e+00   3.26986493e+00   6.70088197e+00   
739     6.00749925e-04   1.00864178e+00   3.22159932e+00   6.70089112e+00   
740     6.01001156e-04   1.00864178e+00   3.17346883e+00   6.70090189e+00   
741     6.01252388e-04   1.00864175e+00   3.12547323e+00   6.70091243e+00   
742     6.01503619e-04   1.00864175e+00   3.07761232e+00   6.70092208e+00   
743     6.02006082e-04   1.00864171e+00   2.98229350e+00   6.70094085e+00   
744     6.02508545e-04   1.00864170e+00   2.88751024e+00   6.70095734e+00   
745     6.03513471e-04   1.00864164e+00   2.69953806e+00   6.70098799e+00   
746     6.04518397e-04   1.00864160e+00   2.51367457e+00   6.70101384e+00   
747     6.06528248e-04   1.00864149e+00   2.14817054e+00   6.70106079e+00   
748     6.08538100e-04   1.00864141e+00   1.79082899e+00   6.70109917e+00   
749     6.12557803e-04   1.00864120e+00   1.09985242e+00   6.70116935e+00   
750     6.16577506e-04   1.00864095e+00   4.39656956e-01   6.70122381e+00   
751     6.17178047e-04   1.00864085e+00   3.43983999e-01   6.70123105e+00   
752     6.18379127e-04   1.00862969e+00   1.62850185e-01   6.70130774e+00   
753     6.18730259e-04   1.00860569e+00   1.24008883e-01   6.70143013e+00   
754     6.19081391e-04   1.00857375e+00   9.27119658e-02   6.70159996e+00   
755     6.19783656e-04   1.00856245e+00   6.22392092e-02   6.70180097e+00   
756     6.20485920e-04   1.00855465e+00   5.34725556e-02   6.70185209e+00   
757     6.21188184e-04   1.00856011e+00   5.07973738e-02   6.70187122e+00   
758     6.22592713e-04   1.00855456e+00   4.95337737e-02   6.70187589e+00   
759     6.23997241e-04   1.00855995e+00   4.95499803e-02   6.70187849e+00   
760     6.26806299e-04   1.00855467e+00   4.95501698e-02   6.70187587e+00   
761     6.32424413e-04   1.00855989e+00   4.95497870e-02   6.70187843e+00   
762     6.42424413e-04   1.00855470e+00   4.95501740e-02   6.70187585e+00   
763     6.52424413e-04   1.00855988e+00   4.95497523e-02   6.70187838e+00   
764     6.62424413e-04   1.00855471e+00   4.95501779e-02   6.70187584e+00   
765     6.72424413e-04   1.00855986e+00   4.95497380e-02   6.70187835e+00   
766     6.80100000e-04   1.00855474e+00   4.95501822e-02   6.70187585e+00   
767     6.80103480e-04   1.00856700e+00   4.95484165e-02   6.68079089e+00   
768     6.80106492e-04   1.00857580e+00   4.95458538e-02   6.65049931e+00   
769     6.80109503e-04   1.00858211e+00   4.95428122e-02   6.61495103e+00   
770     6.80115526e-04   1.00858018e+00   4.95342775e-02   6.51901582e+00   
771     6.80121548e-04   1.00856884e+00   4.95232784e-02   6.40062740e+00   
772     6.80133594e-04   1.00855390e+00   4.94977641e-02   6.13164543e+00   
773     6.80145639e-04   1.00855081e+00   4.94706832e-02   5.84210809e+00   
774     6.80157684e-04   1.00855266e+00   4.94439182e-02   5.54621574e+00   
775     6.80181775e-04   1.00855639e+00   4.93916487e-02   4.95076265e+00   
776     6.80200000e-04   1.00855790e+00   4.93525101e-02   4.50077444e+00   
777     6.80202409e-04   1.00855009e+00   4.93481929e-02   4.45115996e+00   
778     6.80204297e-04   1.00854289e+00   4.93452854e-02   4.41731345e+00   
779     6.80206186e-04   1.00853615e+00   4.93426050e-02   4.38582506e+00   
780     6.80209962e-04   1.00852890e+00   4.93384959e-02   4.33479607e+00   
781     6.80217516e-04   1.00853396e+00   4.93343003e-02   4.26638857e+00   
782     6.80225069e-04   1.00854546e+00   4.93340077e-02   4.22732394e+00   
783     6.80232622e-04   1.00855263e+00   4.93359581e-02   4.20454036e+00   
784     6.80247729e-04   1.00855796e+00   4.93425281e-02   4.18209153e+00   
785     6.80262835e-04   1.00855812e+00   4.93503426e-02   4.17456783e+00   
786     6.80293048e-04   1.00855873e+00   4.93655892e-02   4.16998987e+00   
787     6.80323261e-04   1.00855988e+00   4.93790214e-02   4.16808409e+00   
788     6.80353474e-04   1.00855928e+00   4.93900096e-02   4.16582591e+00   
789     6.80383687e-04   1.00855783e+00   4.93990584e-02   4.16436932e+00   
790     6.80413900e-04   1.00855802e+00   4.94069659e-02   4.16357689e+00   
791     6.80444114e-04   1.00855796e+00   4.94139866e-02   4.16287069e+00   
792     6.80474327e-04   1.00855760e+00   4.94202122e-02   4.16233708e+00   
793     6.80534753e-04   1.00855727e+00   4.94312852e-02   4.16195719e+00   
794     6.80595179e-04   1.00855731e+00   4.94412202e-02   4.16194505e+00   
795     6.80716031e-04   1.00855725e+00   4.94587093e-02   4.16196516e+00   
796     6.80957736e-04   1.00855732e+00   4.94859454e-02   4.16197923e+00   
797     6.81441144e-04   1.00855726e+00   4.95192319e-02   4.16197480e+00   
798     6.82407962e-04   1.00855732e+00   4.95445769e-02   4.16197037e+00   
799     6.84341598e-04   1.00855726e+00   4.95508334e-02   4.16196392e+00   
800     6.88208869e-04   1.00855732e+00   4.95495238e-02   4.16196353e+00   
801     6.92076141e-04   1.00855726e+00   4.95501537e-02   4.16196205e+00   
802     6.99810683e-04   1.00855732e+00   4.95498077e-02   4.16196365e+00   
803     7.00000000e-04   1.00855726e+00   4.95498415e-02   4.16196193e+00   
804     7.00003500e-04   1.00854516e+00   4.95516015e-02   4.18070779e+00   
805     7.00006523e-04   1.00853590e+00   4.95542533e-02   4.20789024e+00   
806     7.00009546e-04   1.00852883e+00   4.95574329e-02   4.24002621e+00   
807     7.00015592e-04   1.00852909e+00   4.95665444e-02   4.32831190e+00   
808     7.00021638e-04   1.00854054e+00   4.95785040e-02   4.43978319e+00   
809     7.00033729e-04   1.00856058e+00   4.96066313e-02   4.70035232e+00   
810     7.00045821e-04   1.00856996e+00   4.96363361e-02   4.98898144e+00   
811     7.00057913e-04   1.00857054e+00   4.96646213e-02   5.28965589e+00   
812     7.00070005e-04   1.00856778e+00   4.96906789e-02   5.59620041e+00   
813     7.00094189e-04   1.00856214e+00   4.97370853e-02   6.21775448e+00   
814     7.00100000e-04   1.00856103e+00   4.97472717e-02   6.36826191e+00   
815     7.00102128e-04   1.00857868e+00   4.97493051e-02   6.40275155e+00   
816     7.00103886e-04   1.00859675e+00   4.97499907e-02   6.41958000e+00   
817     7.00105643e-04   1.00861416e+00   4.97502059e-02   6.43104327e+00   
818     7.00109157e-04   1.00863210e+00   4.97480590e-02   6.42636938e+00   
819     7.00112671e-04   1.00862474e+00   4.97429371e-02   6.39296842e+00   
820     7.00116186e-04   1.00860578e+00   4.97354576e-02   6.33951475e+00   
821     7.00123215e-04   1.00856557e+00   4.97164977e-02   6.20171293e+00   
822     7.00130243e-04   1.00852511e+00   4.96974501e-02   6.07109986e+00   
823     7.00136089e-04   1.00850490e+00   4.96852984e-02   5.99839304e+00   
824     7.00141935e-04   1.00851210e+00   4.96769764e-02   5.95401585e+00   
825     7.00147781e-04   1.00852754e+00   4.96715600e-02   5.92580078e+00   
826     7.00159473e-04   1.00854663e+00   4.96657819e-02   5.89521157e+00   
827     7.00171165e-04   1.00855520e+00   4.96635434e-02   5.88442755e+00   
828     7.00194549e-04   1.00855885e+00   4.96616532e-02   5.88463586e+00   
829     7.00200000e-04   1.00855919e+00   4.96613548e-02   5.88681478e+00   
830     7.00202338e-04   1.00855457e+00   4.96616662e-02   5.89345562e+00   
831     7.00204090e-04   1.00855200e+00   4.96619942e-02   5.89945820e+00   
832     7.00205841e-04   1.00855048e+00   4.96623465e-02   5.90567790e+00   
833     7.00209344e-04   1.00855326e+00   4.96630791e-02   5.91790432e+00   
834     7.00216350e-04   1.00856178e+00   4.96642881e-02   5.93796046e+00   
835     7.00223355e-04   1.00856288e+00   4.96650010e-02   5.95278104e+00   
836     7.00237366e-04   1.00856046e+00   4.96649550e-02   5.97251707e+00   
837     7.00265389e-04   1.00855721e+00   4.96617248e-02   5.99084916e+00   
838     7.00321433e-04   1.00855688e+00   4.96527692e-02   5.99949962e+00   
839     7.00377478e-04   1.00855737e+00   4.96445282e-02   5.99983529e+00   
840     7.00433523e-04   1.00855723e+00   4.96371288e-02   5.99997155e+00   
841     7.00545612e-04   1.00855735e+00   4.96239793e-02   5.99996562e+00   
842     7.00769791e-04   1.00855723e+00   4.96032211e-02   5.99997250e+00   
843     7.01218149e-04   1.00855735e+00   4.95770162e-02   5.99997112e+00   
844     7.02114864e-04   1.00855723e+00   4.95556612e-02   5.99998508e+00   
845     7.03908294e-04   1.00855734e+00   4.95492128e-02   5.99998633e+00   
846     7.07495155e-04   1.00855723e+00   4.95502851e-02   5.99999577e+00   
847     7.11082016e-04   1.00855734e+00   4.95497974e-02   5.99998967e+00   
848     7.18255737e-04   1.00855723e+00   4.95500510e-02   5.99999565e+00   
849     7.25429459e-04   1.00855734e+00   4.95498775e-02   5.99998970e+00   
850     7.35429459e-04   1.00855723e+00   4.95500010e-02   5.99999563e+00   
851     7.45429459e-04   1.00855734e+00   4.95499062e-02   5.99998971e+00   
852     7.55429459e-04   1.00855723e+00   4.95499783e-02   5.99999561e+00   
853     7.65429459e-04   1.00855734e+00   4.95499226e-02   5.99998972e+00   
854     7.75429459e-04   1.00855723e+00   4.95499650e-02   5.99999559e+00   
855     7.80100000e-04   1.00855734e+00   4.95499357e-02   5.99998975e+00   
856     7.80102925e-04   1.00856812e+00   4.95486172e-02   5.98382669e+00   
857     7.80105437e-04   1.00857790e+00   4.95465752e-02   5.95965686e+00   
858     7.80107950e-04   1.00858643e+00   4.95440892e-02   5.93066878e+00   
859     7.80112975e-04   1.00859231e+00   4.95365773e-02   5.84675174e+00   
860     7.80118000e-04   1.00858659e+00   4.95259708e-02   5.73367489e+00   
861     7.80123025e-04   1.00857799e+00   4.95127524e-02   5.59743172e+00   
862     7.80133076e-04   1.00856425e+00   4.94807523e-02   5.27462270e+00   
863     7.80143126e-04   1.00855794e+00   4.94436504e-02   4.90379527e+00   
864     7.80153176e-04   1.00855719e+00   4.94034645e-02   4.50303031e+00   
865     7.80173277e-04   1.00855980e+00   4.93170276e-02   3.65598264e+00   
866     7.80193378e-04   1.00856208e+00   4.92233983e-02   2.78766096e+00   
867     7.80200000e-04   1.00856178e+00   4.91909492e-02   2.50344087e+00   
868     7.80201137e-04   1.00855950e+00   4.91854959e-02   2.45684311e+00   
869     7.80202128e-04   1.00855605e+00   4.91808847e-02   2.41773125e+00   
870     7.80204108e-04   1.00854788e+00   4.91719269e-02   2.34245253e+00   
871     7.80208070e-04   1.00853538e+00   4.91555338e-02   2.20654851e+00   
872     7.80212031e-04   1.00853613e+00   4.91410433e-02   2.08726212e+00   
873     7.80219954e-04   1.00856513e+00   4.91164471e-02   1.88496768e+00   
874     7.80227877e-04   1.00857977e+00   4.90959034e-02   1.72049564e+00   
875     7.80235800e-04   1.00855539e+00   4.90782555e-02   1.58839378e+00   
876     7.80243723e-04   1.00854051e+00   4.90636505e-02   1.48381084e+00   
877     7.80251646e-04   1.00854199e+00   4.90523495e-02   1.40015780e+00   
878     7.80267492e-04   1.00854488e+00   4.90382070e-02   1.27677794e+00   
879     7.80283338e-04   1.00855019e+00   4.90325449e-02   1.19463680e+00   
880     7.80299184e-04   1.00855176e+00   4.90324434e-02   1.13879057e+00   
881     7.80315030e-04   1.00855400e+00   4.90359983e-02   1.10025770e+00   
882     7.80346722e-04   1.00855548e+00   4.90493318e-02   1.05340198e+00   
883     7.80410105e-04   1.00855729e+00   4.90862168e-02   1.01605439e+00   
884     7.80473489e-04   1.00855260e+00   4.91294401e-02   1.00664455e+00   
885     7.80478596e-04   1.00855682e+00   4.91331321e-02   1.00621217e+00   
886     7.80488811e-04   1.00857544e+00   4.91400966e-02   1.00531007e+00   
887     7.80499026e-04   1.00854352e+00   4.91462412e-02   1.00430180e+00   
888     7.80508220e-04   1.00843599e+00   4.91533241e-02   1.00322921e+00   
889     7.80517413e-04   1.00798284e+00   4.91733527e-02   1.00208109e+00   
890     7.80520940e-04   1.00522474e+00   4.92118987e-02   1.00168316e+00   
891     7.80522330e-04   1.00277259e+00   4.92343435e-02   1.00151315e+00   
892     7.80523720e-04   1.00069645e+00   4.92616328e-02   1.00133099e+00   
893     7.80525110e-04   9.98141628e-01   4.93005633e-02   1.00114328e+00   
894     7.80526500e-04   9.93370783e-01   4.93524417e-02   1.00096805e+00   
895     7.80527890e-04   9.86340597e-01   4.94129535e-02   1.00080195e+00   
896     7.80529280e-04   9.80541230e-01   4.94767280e-02   1.00064378e+00   
897     7.80530670e-04   9.79422591e-01   4.95416590e-02   1.00049853e+00   
898     7.80532060e-04   9.86171797e-01   4.96074734e-02   1.00036560e+00   
899     7.80533450e-04   1.00218984e+00   4.96740603e-02   1.00023706e+00   
900     7.80534840e-04   1.02767799e+00   4.97412212e-02   1.00010730e+00   
901     7.80536230e-04   1.06637362e+00   4.98089200e-02   9.99980680e-01   
902     7.80537620e-04   1.12437098e+00   4.98772751e-02   9.99866392e-01   
903     7.80539010e-04   1.20237448e+00   4.99461721e-02   9.99757766e-01   
904     7.80540399e-04   1.29950543e+00   5.00153043e-02   9.99643589e-01   
905     7.80541789e-04   1.41562779e+00   5.00845249e-02   9.99526531e-01   
906     7.80543179e-04   1.54605575e+00   5.01537776e-02   9.99411109e-01   
907     7.80545959e-04   1.82194314e+00   5.02922820e-02   9.99199866e-01   
908     7.80548739e-04   2.09532840e+00   5.04307103e-02   9.99023993e-01   
909     7.80551519e-04   2.35385694e+00   5.05690150e-02   9.98886430e-01   
910     7.80554299e-04   2.59391609e+00   5.07071813e-02   9.98784114e-01   
911     7.80557079e-04   2.81529890e+00   5.08452176e-02   9.98712731e-01   
912     7.80559859e-04   3.01840104e+00   5.09831362e-02   9.98668591e-01   
913     7.80562639e-04   3.20450456e+00   5.11209551e-02   9.98649235e-01   
914     7.80565419e-04   3.37463250e+00   5.12586873e-02   9.98653736e-01   
915     7.80568199e-04   3.53028005e+00   5.13963480e-02   9.98681427e-01   
916     7.80570979e-04   3.67251061e+00   5.15339453e-02   9.98730534e-01   
917     7.80573758e-04   3.80272667e+00   5.16714893e-02   9.98796797e-01   
918     7.80579318e-04   4.03153326e+00   5.19464383e-02   9.98955019e-01   
919     7.80584878e-04   4.22419425e+00   5.22212335e-02   9.99119297e-01   
920     7.80590438e-04   4.38712766e+00   5.24959060e-02   9.99265891e-01   
921     7.80595998e-04   4.52585141e+00   5.27704855e-02   9.99389586e-01   
922     7.80601558e-04   4.64449253e+00   5.30449914e-02   9.99493245e-01   
923     7.80607117e-04   4.74666273e+00   5.33194420e-02   9.99580388e-01   
924     7.80612677e-04   4.83496778e+00   5.35938471e-02   9.99654640e-01   
925     7.80623797e-04   4.97948213e+00   5.41425608e-02   9.99775014e-01   
926     7.80646036e-04   5.17915119e+00   5.52397330e-02   9.99947972e-01   
927     7.80668276e-04   5.30113876e+00   5.63367073e-02   1.00007166e+00   
928     7.80690515e-04   5.37814632e+00   5.74335803e-02   1.00017380e+00   
929     7.80734994e-04   5.46377706e+00   5.96271544e-02   1.00034318e+00   
930     7.80779472e-04   5.50087171e+00   6.18204979e-02   1.00047682e+00   
931     7.80823951e-04   5.51948473e+00   6.40135259e-02   1.00058087e+00   
932     7.80868430e-04   5.53112474e+00   6.62061067e-02   1.00066057e+00   
933     7.80957387e-04   5.54913140e+00   7.05894086e-02   1.00076916e+00   
934     7.81046344e-04   5.56529538e+00   7.49697614e-02   1.00083267e+00   
935     7.81135302e-04   5.58134147e+00   7.93468034e-02   1.00087087e+00   
936     7.81313216e-04   5.61224711e+00   8.80901543e-02   1.00091069e+00   
937     7.81669046e-04   5.66873987e+00   1.05531826e-01   1.00093422e+00   
938     7.82024875e-04   5.71785208e+00   1.22912177e-01   1.00093812e+00   
939     7.82380705e-04   5.76044394e+00   1.40230844e-01   1.00094190e+00   
940     7.82736534e-04   5.79705681e+00   1.57487995e-01   1.00094643e+00   
941     7.83448193e-04   5.85553284e+00   1.91818711e-01   1.00095652e+00   
942     7.84159852e-04   5.89764472e+00   2.25905933e-01   1.00096842e+00   
943     7.84871511e-04   5.92774044e+00   2.59751354e-01   1.00098183e+00   
944     7.86294828e-04   5.96492564e+00   3.26723710e-01   1.00101691e+00   
945     7.89141463e-04   5.99376228e+00   4.57605115e-01   1.00129754e+00   
946     7.90123666e-04   5.99578039e+00   5.00903130e-01   1.00191356e+00   
947     7.91105868e-04   5.99741587e+00   5.42466036e-01   1.00434514e+00   
948     7.93070273e-04   5.99908237e+00   6.02757867e-01   1.01780440e+00   
949     7.95034678e-04   5.99966630e+00   6.28007897e-01   1.02844021e+00   
950     7.96999083e-04   5.99987996e+00   6.33603394e-01   1.03120198e+00   
951     7.98963488e-04   5.99995700e+00   6.34524899e-01   1.03164927e+00   
952     8.00000000e-04   5.99997425e+00   6.34616849e-01   1.03170897e+00   
953     8.00003143e-04   5.99997340e+00   6.34635407e-01   1.03539016e+00   
954     8.00005717e-04   5.99997230e+00   6.34669584e-01   1.04093713e+00   
955     8.00010865e-04   5.99996914e+00   6.34781668e-01   1.05983085e+00   
956     8.00021160e-04   5.99995449e+00   6.35179464e-01   1.17625543e+00   
957     8.00030388e-04   5.99994273e+00   6.35618664e-01   1.36855782e+00   
958     8.00039616e-04   5.99994121e+00   6.36064671e-01   1.62792185e+00   
959     8.00048844e-04   5.99994152e+00   6.36514494e-01   1.94905496e+00   
960     8.00058072e-04   5.99994542e+00   6.36966465e-01   2.32329851e+00   
961     8.00067300e-04   5.99995206e+00   6.37419316e-01   2.74090119e+00   
962     8.00076527e-04   5.99995961e+00   6.37872117e-01   3.19204902e+00   
963     8.00085755e-04   5.99996839e+00   6.38324180e-01   3.66757438e+00   
964     8.00100000e-04   5.99998246e+00   6.39019508e-01   4.43095681e+00   
965     8.00100950e-04   5.99998405e+00   6.39065593e-01   4.48089032e+00   
966     8.00101764e-04   5.99998591e+00   6.39104954e-01   4.52256721e+00   
967     8.00103391e-04   5.99999059e+00   6.39183443e-01   4.60389310e+00   
968     8.00106647e-04   6.00000369e+00   6.39339127e-01   4.75411679e+00   
969     8.00109902e-04   6.00001833e+00   6.39493231e-01   4.88878311e+00   
970     8.00113157e-04   6.00003200e+00   6.39645927e-01   5.00919110e+00   
971     8.00116412e-04   6.00004394e+00   6.39797369e-01   5.11662912e+00   
972     8.00122923e-04   6.00006096e+00   6.40097116e-01   5.29832878e+00   
973     8.00129433e-04   6.00006919e+00   6.40393387e-01   5.44238430e+00   
974     8.00135944e-04   6.00007095e+00   6.40686963e-01   5.55663048e+00   
975     8.00142454e-04   6.00006897e+00   6.40978441e-01   5.64730648e+00   
976     8.00148965e-04   6.00006510e+00   6.41268277e-01   5.71933239e+00   
977     8.00161986e-04   6.00005581e+00   6.41844440e-01   5.82326582e+00   
978     8.00175007e-04   6.00004693e+00   6.42417249e-01   5.88864250e+00   
979     8.00188028e-04   6.00003990e+00   6.42987951e-01   5.92988419e+00   
980     8.00214069e-04   6.00003071e+00   6.44125917e-01   5.97393886e+00   
981     8.00240111e-04   6.00002598e+00   6.45261307e-01   5.99064014e+00   
982     8.00266153e-04   6.00002395e+00   6.46395526e-01   5.99679172e+00   
983     8.00292195e-04   6.00002285e+00   6.47529104e-01   5.99879537e+00   
984     8.00318237e-04   6.00002175e+00   6.48662272e-01   5.99940127e+00   
985     8.00370321e-04   6.00002020e+00   6.50927655e-01   5.99980010e+00   
986     8.00422405e-04   6.00001935e+00   6.53191837e-01   5.99994414e+00   
987     8.00526572e-04   6.00001831e+00   6.57716655e-01   6.00010448e+00   
988     8.00734907e-04   6.00001655e+00   6.66752148e-01   6.00019675e+00   
989     8.01151578e-04   6.00001303e+00   6.84766773e-01   6.00023015e+00   
990     8.01984918e-04   6.00000761e+00   7.20571803e-01   6.00025429e+00   
991     8.02818259e-04   6.00000407e+00   7.56079738e-01   6.00028018e+00   
992     8.03651599e-04   6.00000177e+00   7.91293043e-01   6.00029879e+00   
993     8.04484940e-04   6.00000028e+00   8.26214163e-01   6.00031297e+00   
994     8.06151621e-04   5.99999866e+00   8.95190712e-01   6.00032716e+00   
995     8.09484983e-04   5.99999778e+00   1.02975198e+00   6.00033079e+00   
996     8.12818345e-04   5.99999791e+00   1.15990200e+00   6.00032290e+00   
997     8.19485069e-04   5.99999813e+00   1.40760850e+00   6.00030757e+00   
998     8.26151794e-04   5.99999844e+00   1.63933596e+00   6.00029218e+00   
999     8.32818518e-04   5.99999846e+00   1.85611512e+00   6.00027817e+00   
1000    8.42818518e-04   5.99999873e+00   2.15547749e+00   6.00025761e+00   
1001    8.52818518e-04   5.99999876e+00   2.42633287e+00   6.00023877e+00   
1002    8.62818518e-04   5.99999891e+00   2.67139575e+00   6.00022081e+00   
1003    8.72818518e-04   5.99999892e+00   2.89312066e+00   6.00020436e+00   
1004    8.80100000e-04   5.99999902e+00   3.04110533e+00   6.00019270e+00   
1005    8.80102950e-04   6.00000312e+00   3.04116157e+00   5.98500474e+00   
1006    8.80105470e-04   6.00000820e+00   3.04120863e+00   5.96239096e+00   
1007    8.80107991e-04   6.00001358e+00   3.04125522e+00   5.93525250e+00   
1008    8.80113032e-04   6.00002299e+00   3.04134580e+00   5.85642759e+00   
1009    8.80118073e-04   6.00002789e+00   3.04143337e+00   5.74978598e+00   
1010    8.80123114e-04   6.00002885e+00   3.04151838e+00   5.62084209e+00   
1011    8.80133196e-04   6.00002543e+00   3.04168213e+00   5.31416994e+00   
1012    8.80143278e-04   6.00001941e+00   3.04183865e+00   4.96153241e+00   
1013    8.80153360e-04   6.00001400e+00   3.04198867e+00   4.58189938e+00   
1014    8.80173523e-04   6.00000616e+00   3.04226654e+00   3.79795194e+00   
1015    8.80182117e-04   6.00000083e+00   3.04229507e+00   3.48229192e+00   
1016    8.80183285e-04   5.99999471e+00   3.04228164e+00   3.45800966e+00   
1017    8.80184453e-04   5.99998543e+00   3.04225695e+00   3.44068611e+00   
1018    8.80186789e-04   5.99996119e+00   3.04213391e+00   3.41700017e+00   
1019    8.80189125e-04   5.99994648e+00   3.04189812e+00   3.39996342e+00   
1020    8.80193798e-04   5.99993720e+00   3.04103366e+00   3.37403460e+00   
1021    8.80198470e-04   5.99993226e+00   3.03959942e+00   3.35231065e+00   
1022    8.80200000e-04   5.99993003e+00   3.03899857e+00   3.34570674e+00   
1023    8.80200467e-04   5.99992896e+00   3.03879878e+00   3.34375566e+00   
1024    8.80201402e-04   5.99992662e+00   3.03837498e+00   3.34000151e+00   
1025    8.80203271e-04   5.99992132e+00   3.03747965e+00   3.33279568e+00   
1026    8.80207008e-04   5.99990743e+00   3.03541165e+00   3.31946723e+00   
1027    8.80214484e-04   5.99986951e+00   3.03025969e+00   3.29588736e+00   
1028    8.80229435e-04   5.99976756e+00   3.01662549e+00   3.25647513e+00   
1029    8.80259337e-04   5.99953530e+00   2.98079841e+00   3.19445658e+00   
1030    8.80289239e-04   5.99933212e+00   2.93892557e+00   3.14407840e+00   
1031    8.80349043e-04   5.99909539e+00   2.85138972e+00   3.05464963e+00   
1032    8.80408847e-04   5.99902343e+00   2.76427807e+00   2.97070578e+00   
1033    8.80462670e-04   5.99901676e+00   2.68785677e+00   2.89728118e+00   
1034    8.80516494e-04   5.99903562e+00   2.61339714e+00   2.82598828e+00   
1035    8.80570318e-04   5.99906667e+00   2.54093312e+00   2.75666179e+00   
1036    8.80677965e-04   5.99913741e+00   2.40187322e+00   2.62383054e+00   
1037    8.80785612e-04   5.99920540e+00   2.27043205e+00   2.49844751e+00   
1038    8.80882494e-04   5.99928011e+00   2.15844927e+00   2.39188555e+00   
1039    8.80979377e-04   5.99935430e+00   2.05233069e+00   2.29117334e+00   
1040    8.81076259e-04   5.99941888e+00   1.95194871e+00   2.19613964e+00   
1041    8.81173142e-04   5.99948257e+00   1.85713764e+00   2.10659491e+00   
1042    8.81270024e-04   5.99954395e+00   1.76772282e+00   2.02237343e+00   
1043    8.81366907e-04   5.99960012e+00   1.68352440e+00   1.94327734e+00   
1044    8.81463789e-04   5.99965658e+00   1.60435297e+00   1.86911632e+00   
1045    8.81657554e-04   5.99975469e+00   1.46026476e+00   1.73480333e+00   
1046    8.81851319e-04   5.99984630e+00   1.33415960e+00   1.61821286e+00   
1047    8.82045084e-04   5.99992356e+00   1.22468330e+00   1.51796244e+00   
1048    8.82238849e-04   5.99999463e+00   1.13039671e+00   1.43253883e+00   
1049    8.82432614e-04   6.00005136e+00   1.04979986e+00   1.36041445e+00   
1050    8.82626379e-04   6.00010226e+00   9.81402756e-01   1.30007755e+00   
1051    8.82820144e-04   6.00013989e+00   9.23751467e-01   1.25005220e+00   
1052    8.83207673e-04   6.00019558e+00   8.34652994e-01   1.17490699e+00   
1053    8.83595203e-04   6.00021987e+00   7.73303636e-01   1.12559584e+00   
1054    8.83982733e-04   6.00022579e+00   7.31482313e-01   1.09380803e+00   
1055    8.84370263e-04   6.00021435e+00   7.02963885e-01   1.07342662e+00   
1056    8.85145323e-04   6.00017859e+00   6.68861538e-01   1.05102868e+00   
1057    8.85920382e-04   6.00013421e+00   6.52467641e-01   1.04131144e+00   
1058    8.87470502e-04   6.00007044e+00   6.39006513e-01   1.03395553e+00   
1059    8.89020621e-04   6.00003217e+00   6.35810301e-01   1.03231246e+00   
1060    8.92120860e-04   6.00000535e+00   6.34605270e-01   1.03169409e+00   
1061    8.95221099e-04   5.99999919e+00   6.34697678e-01   1.03174750e+00   
1062    9.00000000e-04   6.00000014e+00   6.34689399e-01   1.03173661e+00   
1063    9.00003143e-04   5.99999885e+00   6.34707764e-01   1.03541661e+00   
1064    9.00005717e-04   5.99999748e+00   6.34741796e-01   1.04095998e+00   
1065    9.00010865e-04   5.99999399e+00   6.34853633e-01   1.05983814e+00   
1066    9.00021160e-04   5.99997925e+00   6.35251225e-01   1.17621794e+00   
1067    9.00030388e-04   5.99996743e+00   6.35690416e-01   1.36851807e+00   
1068    9.00039616e-04   5.99996580e+00   6.36136417e-01   1.62787971e+00   
1069    9.00048844e-04   5.99996603e+00   6.36586234e-01   1.94901232e+00   
1070    9.00058071e-04   5.99996982e+00   6.37038198e-01   2.32325590e+00   
