Index	TIME	N(YRXN!R1_000_CONC_XSPEC)	N(YRXN!R1_000_CONC_YSPEC)
473	3.58612989e+00	3.05008337e+02	2.16126351e+02
474	3.59399421e+00	3.04805540e+02	2.17703501e+02
475	3.60185853e+00	3.04583930e+02	2.19290330e+02
476	3.60972285e+00	3.04343434e+02	2.20886718e+02
477	3.61758717e+00	3.04083983e+02	2.22492539e+02
478	3.62545149e+00	3.03805514e+02	2.24107665e+02
479	3.63331581e+00	3.03507970e+02	2.25731959e+02
480	3.64118013e+00	3.03191298e+02	2.27365279e+02
481	3.64904445e+00	3.02855452e+02	2.29007479e+02
482	3.65690877e+00	3.02500393e+02	2.30658406e+02
483	3.66477309e+00	3.02126085e+02	2.32317903e+02
484	3.67263741e+00	3.01732502e+02	2.33985807e+02
485	3.68050173e+00	3.01319620e+02	2.35661949e+02
486	3.68836605e+00	3.00887423e+02	2.37346153e+02
487	3.69623037e+00	3.00435904e+02	2.39038241e+02
488	3.70409469e+00	2.99965058e+02	2.40738025e+02
489	3.71195901e+00	2.99474889e+02	2.42445315e+02
490	3.71982333e+00	2.98965407e+02	2.44159915e+02
491	3.72768765e+00	2.98436629e+02	2.45881620e+02
492	3.73555197e+00	2.97888578e+02	2.47610224e+02
493	3.74341629e+00	2.97321285e+02	2.49345511e+02
494	3.75128061e+00	2.96734787e+02	2.51087264e+02
495	3.75914493e+00	2.96129127e+02	2.52835257e+02
496	3.76700925e+00	2.95504358e+02	2.54589259e+02
497	3.77487357e+00	2.94860536e+02	2.56349035e+02
498	3.78273789e+00	2.94197727e+02	2.58114344e+02
499	3.79060221e+00	2.93516003e+02	2.59884940e+02
500	3.79846653e+00	2.92815442e+02	2.61660569e+02
501	3.80633085e+00	2.92096131e+02	2.63440976e+02
502	3.81419517e+00	2.91358164e+02	2.65225897e+02
503	3.82205949e+00	2.90601640e+02	2.67015066e+02
504	3.82992381e+00	2.89826668e+02	2.68808210e+02
505	3.83778813e+00	2.89033361e+02	2.70605051e+02
506	3.84565245e+00	2.88221842e+02	2.72405308e+02
507	3.85351677e+00	2.87392239e+02	2.74208693e+02
508	3.86138109e+00	2.86544688e+02	2.76014916e+02
509	3.86924541e+00	2.85679331e+02	2.77823679e+02
510	3.87710973e+00	2.84796320e+02	2.79634683e+02
511	3.88497405e+00	2.83895810e+02	2.81447622e+02
512	3.89283837e+00	2.82977965e+02	2.83262188e+02
513	3.90070269e+00	2.82042956e+02	2.85078067e+02
514	3.90856701e+00	2.81090959e+02	2.86894942e+02
515	3.91643133e+00	2.80122159e+02	2.88712494e+02
516	3.92429565e+00	2.79136746e+02	2.90530397e+02
517	3.93215997e+00	2.78134917e+02	2.92348324e+02
518	3.94002429e+00	2.77116876e+02	2.94165943e+02
519	3.94788861e+00	2.76082832e+02	2.95982921e+02
520	3.95575293e+00	2.75033001e+02	2.97798921e+02
521	3.96361725e+00	2.73967605e+02	2.99613602e+02
522	3.97148157e+00	2.72886873e+02	3.01426622e+02
523	3.97934589e+00	2.71791037e+02	3.03237636e+02
524	3.98721021e+00	2.70680339e+02	3.05046296e+02
525	3.99507453e+00	2.69555023e+02	3.06852254e+02
526	4.00293885e+00	2.68415340e+02	3.08655159e+02
527	4.01080317e+00	2.67261546e+02	3.10454657e+02
528	4.01866749e+00	2.66093903e+02	3.12250394e+02
529	4.02653181e+00	2.64912676e+02	3.14042015e+02
530	4.03439613e+00	2.63718136e+02	3.15829163e+02
531	4.04226045e+00	2.62510560e+02	3.17611480e+02
532	4.05012477e+00	2.61290227e+02	3.19388610e+02
533	4.05798909e+00	2.60057422e+02	3.21160192e+02
534	4.06585341e+00	2.58812435e+02	3.22925870e+02
535	4.07371773e+00	2.57555556e+02	3.24685283e+02
536	4.08158205e+00	2.56287084e+02	3.26438074e+02
537	4.08944637e+00	2.55007318e+02	3.28183885e+02
538	4.09731069e+00	2.53716561e+02	3.29922358e+02
539	4.10517501e+00	2.52415121e+02	3.31653137e+02
540	4.11303933e+00	2.51103306e+02	3.33375867e+02
541	4.12090365e+00	2.49781429e+02	3.35090193e+02
542	4.12876797e+00	2.48449804e+02	3.36795764e+02
543	4.13663229e+00	2.47108751e+02	3.38492229e+02
544	4.14449661e+00	2.45758587e+02	3.40179240e+02
545	4.15236093e+00	2.44399634e+02	3.41856449e+02
546	4.16022525e+00	2.43032215e+02	3.43523513e+02
547	4.16808957e+00	2.41656656e+02	3.45180091e+02
548	4.17595389e+00	2.40273281e+02	3.46825845e+02
549	4.18381821e+00	2.38882419e+02	3.48460438e+02
550	4.19168253e+00	2.37484397e+02	3.50083538e+02
551	4.19954685e+00	2.36079543e+02	3.51694818e+02
552	4.20741117e+00	2.34668188e+02	3.53293952e+02
553	4.21527549e+00	2.33250659e+02	3.54880619e+02
554	4.22313981e+00	2.31827288e+02	3.56454501e+02
555	4.23100413e+00	2.30398402e+02	3.58015287e+02
556	4.23886845e+00	2.28964331e+02	3.59562667e+02
557	4.24673277e+00	2.27525403e+02	3.61096338e+02
558	4.25459709e+00	2.26081945e+02	3.62616000e+02
559	4.26246141e+00	2.24634284e+02	3.64121361e+02
560	4.27032573e+00	2.23182746e+02	3.65612130e+02
561	4.27819005e+00	2.21727654e+02	3.67088024e+02
562	4.28605437e+00	2.20269331e+02	3.68548765e+02
563	4.29391869e+00	2.18808097e+02	3.69994081e+02
564	4.30178301e+00	2.17344271e+02	3.71423704e+02
565	4.30964733e+00	2.15878169e+02	3.72837373e+02
566	4.31751165e+00	2.14410107e+02	3.74234834e+02
567	4.32537597e+00	2.12940395e+02	3.75615836e+02
568	4.33324029e+00	2.11469343e+02	3.76980139e+02
569	4.34110461e+00	2.09997257e+02	3.78327504e+02
570	4.34896893e+00	2.08524441e+02	3.79657704e+02
571	4.35683325e+00	2.07051194e+02	3.80970513e+02
572	4.36469757e+00	2.05577815e+02	3.82265715e+02
573	4.37256189e+00	2.04104596e+02	3.83543101e+02
574	4.38042621e+00	2.02631828e+02	3.84802467e+02
575	4.38829053e+00	2.01159797e+02	3.86043617e+02
576	4.39615485e+00	1.99688786e+02	3.87266362e+02
577	4.40401917e+00	1.98219074e+02	3.88470519e+02
578	4.41188349e+00	1.96750935e+02	3.89655913e+02
579	4.41974781e+00	1.95284639e+02	3.90822376e+02
580	4.42761213e+00	1.93820453e+02	3.91969747e+02
581	4.43547645e+00	1.92358639e+02	3.93097872e+02
582	4.44334077e+00	1.90899454e+02	3.94206604e+02
583	4.45120509e+00	1.89443151e+02	3.95295805e+02
584	4.45906941e+00	1.87989979e+02	3.96365342e+02
585	4.46693373e+00	1.86540181e+02	3.97415090e+02
586	4.47479805e+00	1.85093995e+02	3.98444931e+02
587	4.48266237e+00	1.83651656e+02	3.99454756e+02
588	4.49052669e+00	1.82213392e+02	4.00444460e+02
589	4.49839101e+00	1.80779429e+02	4.01413948e+02
590	4.50625533e+00	1.79349984e+02	4.02363132e+02
591	4.51411965e+00	1.77925272e+02	4.03291928e+02
592	4.52198397e+00	1.76505502e+02	4.04200264e+02
593	4.52984829e+00	1.75090877e+02	4.05088071e+02
594	4.53771261e+00	1.73681597e+02	4.05955289e+02
595	4.54557693e+00	1.72277855e+02	4.06801864e+02
596	4.55344125e+00	1.70879839e+02	4.07627751e+02
597	4.56130557e+00	1.69487732e+02	4.08432909e+02
598	4.56916989e+00	1.68101712e+02	4.09217305e+02
599	4.57703421e+00	1.66721952e+02	4.09980914e+02
600	4.58489853e+00	1.65348620e+02	4.10723716e+02
601	4.59276285e+00	1.63981877e+02	4.11445698e+02
602	4.60062717e+00	1.62621881e+02	4.12146854e+02
603	4.60849149e+00	1.61268783e+02	4.12827184e+02
604	4.61635581e+00	1.59922731e+02	4.13486693e+02
605	4.62422013e+00	1.58583866e+02	4.14125396e+02
606	4.63208445e+00	1.57252324e+02	4.14743309e+02
607	4.63994877e+00	1.55928237e+02	4.15340459e+02
608	4.64781309e+00	1.54611731e+02	4.15916875e+02
609	4.65567741e+00	1.53302928e+02	4.16472595e+02
610	4.66354173e+00	1.52001944e+02	4.17007660e+02
611	4.67140605e+00	1.50708891e+02	4.17522118e+02
612	4.67927037e+00	1.49423874e+02	4.18016023e+02
613	4.68713469e+00	1.48146997e+02	4.18489433e+02
614	4.69499901e+00	1.46878355e+02	4.18942412e+02
615	4.70286333e+00	1.45618041e+02	4.19375029e+02
616	4.71072765e+00	1.44366144e+02	4.19787358e+02
617	4.71859197e+00	1.43122745e+02	4.20179479e+02
618	4.72645629e+00	1.41887923e+02	4.20551475e+02
619	4.73432061e+00	1.40661752e+02	4.20903435e+02
620	4.74218493e+00	1.39444303e+02	4.21235452e+02
621	4.75004925e+00	1.38235639e+02	4.21547622e+02
622	4.75791357e+00	1.37035823e+02	4.21840049e+02
623	4.76577789e+00	1.35844911e+02	4.22112837e+02
624	4.77364221e+00	1.34662955e+02	4.22366097e+02
625	4.78150653e+00	1.33490005e+02	4.22599943e+02
626	4.78937085e+00	1.32326104e+02	4.22814492e+02
627	4.79723517e+00	1.31171294e+02	4.23009866e+02
628	4.80509949e+00	1.30025612e+02	4.23186189e+02
629	4.81296381e+00	1.28889091e+02	4.23343591e+02
630	4.82082813e+00	1.27761759e+02	4.23482201e+02
631	4.82869245e+00	1.26643644e+02	4.23602156e+02
632	4.83655677e+00	1.25534768e+02	4.23703594e+02
633	4.84442109e+00	1.24435149e+02	4.23786654e+02
634	4.85228541e+00	1.23344804e+02	4.23851480e+02
635	4.86014973e+00	1.22263744e+02	4.23898220e+02
636	4.86801405e+00	1.21191979e+02	4.23927021e+02
637	4.87587837e+00	1.20129514e+02	4.23938036e+02
638	4.88374269e+00	1.19076354e+02	4.23931417e+02
639	4.89160701e+00	1.18032498e+02	4.23907320e+02
640	4.89947133e+00	1.16997943e+02	4.23865905e+02
641	4.90733565e+00	1.15972683e+02	4.23807330e+02
642	4.91519997e+00	1.14956711e+02	4.23731757e+02
643	4.92306429e+00	1.13950016e+02	4.23639351e+02
644	4.93092861e+00	1.12952584e+02	4.23530277e+02
645	4.93879293e+00	1.11964399e+02	4.23404702e+02
646	4.94665725e+00	1.10985442e+02	4.23262793e+02
647	4.95452157e+00	1.10015694e+02	4.23104722e+02
648	4.96238589e+00	1.09055131e+02	4.22930658e+02
649	4.97025021e+00	1.08103729e+02	4.22740775e+02
650	4.97811453e+00	1.07161459e+02	4.22535245e+02
651	4.98597885e+00	1.06228293e+02	4.22314244e+02
652	4.99384317e+00	1.05304200e+02	4.22077945e+02
653	5.00170749e+00	1.04389147e+02	4.21826526e+02
654	5.00957181e+00	1.03483098e+02	4.21560163e+02
655	5.01743613e+00	1.02586018e+02	4.21279033e+02
656	5.02530045e+00	1.01697867e+02	4.20983314e+02
657	5.03316477e+00	1.00818607e+02	4.20673184e+02
658	5.04102909e+00	9.99481954e+01	4.20348823e+02
659	5.04889341e+00	9.90865893e+01	4.20010410e+02
660	5.05675773e+00	9.82337447e+01	4.19658123e+02
661	5.06462205e+00	9.73896158e+01	4.19292142e+02
662	5.07248637e+00	9.65541556e+01	4.18912647e+02
663	5.08035069e+00	9.57273159e+01	4.18519817e+02
664	5.08821501e+00	9.49090473e+01	4.18113832e+02
665	5.09607933e+00	9.40992994e+01	4.17694871e+02
666	5.10394365e+00	9.32980204e+01	4.17263113e+02
667	5.11180797e+00	9.25051580e+01	4.16818738e+02
668	5.11967229e+00	9.17206585e+01	4.16361923e+02
669	5.12753661e+00	9.09444674e+01	4.15892847e+02
670	5.13540093e+00	9.01765296e+01	4.15411688e+02
671	5.14326525e+00	8.94167888e+01	4.14918623e+02
672	5.15112957e+00	8.86651884e+01	4.14413830e+02
673	5.15899389e+00	8.79216707e+01	4.13897484e+02
674	5.16685821e+00	8.71861775e+01	4.13369761e+02
675	5.17472253e+00	8.64586500e+01	4.12830836e+02
676	5.18258685e+00	8.57390289e+01	4.12280883e+02
677	5.19045117e+00	8.50272542e+01	4.11720076e+02
678	5.19831549e+00	8.43232655e+01	4.11148587e+02
679	5.20617981e+00	8.36270021e+01	4.10566589e+02
680	5.21404413e+00	8.29384026e+01	4.09974251e+02
681	5.22190845e+00	8.22574054e+01	4.09371745e+02
682	5.22977277e+00	8.15839487e+01	4.08759239e+02
683	5.23763709e+00	8.09179702e+01	4.08136901e+02
684	5.24550141e+00	8.02594074e+01	4.07504899e+02
685	5.25336573e+00	7.96081976e+01	4.06863398e+02
686	5.26123005e+00	7.89642780e+01	4.06212563e+02
687	5.26909437e+00	7.83275853e+01	4.05552558e+02
688	5.27695869e+00	7.76980566e+01	4.04883546e+02
689	5.28482301e+00	7.70756284e+01	4.04205688e+02
690	5.29268733e+00	7.64602374e+01	4.03519145e+02
691	5.30841597e+00	7.52502818e+01	4.02120715e+02
692	5.32414461e+00	7.40677142e+01	4.00689433e+02
693	5.33987325e+00	7.29120280e+01	3.99226538e+02
694	5.35560189e+00	7.17827179e+01	3.97733246e+02
695	5.37133053e+00	7.06792805e+01	3.96210752e+02
696	5.38705917e+00	6.96012150e+01	3.94660231e+02
697	5.40278781e+00	6.85480239e+01	3.93082834e+02
698	5.41851645e+00	6.75192133e+01	3.91479690e+02
699	5.43424509e+00	6.65142939e+01	3.89851907e+02
700	5.44997373e+00	6.55327806e+01	3.88200568e+02
701	5.46570237e+00	6.45741940e+01	3.86526736e+02
702	5.48143101e+00	6.36380596e+01	3.84831448e+02
703	5.49715965e+00	6.27239091e+01	3.83115720e+02
704	5.51288829e+00	6.18312803e+01	3.81380545e+02
705	5.52861693e+00	6.09597172e+01	3.79626892e+02
706	5.54434557e+00	6.01087705e+01	3.77855708e+02
707	5.56007421e+00	5.92779978e+01	3.76067919e+02
708	5.57580285e+00	5.84669637e+01	3.74264425e+02
709	5.59153149e+00	5.76752397e+01	3.72446106e+02
710	5.60726013e+00	5.69024048e+01	3.70613820e+02
711	5.62298877e+00	5.61480454e+01	3.68768401e+02
712	5.63871741e+00	5.54117551e+01	3.66910664e+02
713	5.65444605e+00	5.46931354e+01	3.65041400e+02
714	5.67017469e+00	5.39917951e+01	3.63161382e+02
715	5.68590333e+00	5.33073505e+01	3.61271359e+02
716	5.70163197e+00	5.26394258e+01	3.59372061e+02
717	5.71736061e+00	5.19876527e+01	3.57464197e+02
718	5.73308925e+00	5.13516704e+01	3.55548457e+02
719	5.74881789e+00	5.07311257e+01	3.53625511e+02
720	5.76454653e+00	5.01256729e+01	3.51696009e+02
721	5.78027517e+00	4.95349740e+01	3.49760584e+02
722	5.79600381e+00	4.89586981e+01	3.47819848e+02
723	5.81173245e+00	4.83965219e+01	3.45874397e+02
724	5.82746109e+00	4.78481292e+01	3.43924807e+02
725	5.84318973e+00	4.73132113e+01	3.41971639e+02
726	5.85891837e+00	4.67914663e+01	3.40015434e+02
727	5.87464701e+00	4.62825995e+01	3.38056719e+02
728	5.89037565e+00	4.57863232e+01	3.36096004e+02
729	5.90610429e+00	4.53023564e+01	3.34133780e+02
730	5.92183293e+00	4.48304249e+01	3.32170526e+02
731	5.93756157e+00	4.43702613e+01	3.30206705e+02
732	5.95329021e+00	4.39216045e+01	3.28242763e+02
733	5.96901885e+00	4.34841998e+01	3.26279133e+02
734	5.98474749e+00	4.30577991e+01	3.24316233e+02
735	6.00047613e+00	4.26421603e+01	3.22354469e+02
736	6.01620477e+00	4.22370473e+01	3.20394230e+02
737	6.03193341e+00	4.18422302e+01	3.18435895e+02
738	6.04766205e+00	4.14574847e+01	3.16479828e+02
739	6.06339069e+00	4.10825926e+01	3.14526381e+02
740	6.07911933e+00	4.07173408e+01	3.12575894e+02
741	6.09484797e+00	4.03615223e+01	3.10628694e+02
742	6.11057661e+00	4.00149350e+01	3.08685098e+02
743	6.12630525e+00	3.96773825e+01	3.06745411e+02
744	6.14203389e+00	3.93486732e+01	3.04809927e+02
745	6.15776253e+00	3.90286207e+01	3.02878927e+02
746	6.17349117e+00	3.87170438e+01	3.00952686e+02
747	6.18921981e+00	3.84137657e+01	2.99031465e+02
748	6.20494845e+00	3.81186146e+01	2.97115517e+02
749	6.22067709e+00	3.78314232e+01	2.95205085e+02
750	6.23640573e+00	3.75520290e+01	2.93300401e+02
751	6.25213437e+00	3.72802735e+01	2.91401691e+02
752	6.26786301e+00	3.70160028e+01	2.89509170e+02
753	6.28359165e+00	3.67590671e+01	2.87623045e+02
754	6.29932029e+00	3.65093207e+01	2.85743515e+02
755	6.31504893e+00	3.62666220e+01	2.83870769e+02
756	6.33077757e+00	3.60308333e+01	2.82004992e+02
757	6.34650621e+00	3.58018206e+01	2.80146356e+02
758	6.36223485e+00	3.55794538e+01	2.78295031e+02
759	6.37796349e+00	3.53636064e+01	2.76451177e+02
760	6.39369213e+00	3.51541554e+01	2.74614946e+02
761	6.40942077e+00	3.49509813e+01	2.72786485e+02
762	6.42514941e+00	3.47539680e+01	2.70965935e+02
763	6.44087805e+00	3.45630027e+01	2.69153428e+02
764	6.45660669e+00	3.43779759e+01	2.67349092e+02
765	6.47233533e+00	3.41987811e+01	2.65553049e+02
766	6.48806397e+00	3.40253149e+01	2.63765413e+02
767	6.50379261e+00	3.38574770e+01	2.61986295e+02
768	6.51952125e+00	3.36951700e+01	2.60215799e+02
769	6.53524989e+00	3.35382992e+01	2.58454024e+02
770	6.55097853e+00	3.33867729e+01	2.56701064e+02
771	6.56670717e+00	3.32405019e+01	2.54957008e+02
772	6.58243581e+00	3.30993998e+01	2.53221939e+02
773	6.59816445e+00	3.29633826e+01	2.51495937e+02
774	6.61389309e+00	3.28323692e+01	2.49779077e+02
775	6.62962173e+00	3.27062804e+01	2.48071429e+02
776	6.64535037e+00	3.25850399e+01	2.46373060e+02
777	6.66107901e+00	3.24685735e+01	2.44684031e+02
778	6.67680765e+00	3.23568092e+01	2.43004400e+02
779	6.69253629e+00	3.22496775e+01	2.41334221e+02
780	6.70826493e+00	3.21471108e+01	2.39673545e+02
781	6.72399357e+00	3.20490439e+01	2.38022419e+02
782	6.73972221e+00	3.19554133e+01	2.36380886e+02
783	6.75545085e+00	3.18661579e+01	2.34748985e+02
784	6.77117949e+00	3.17812183e+01	2.33126753e+02
785	6.78690813e+00	3.17005372e+01	2.31514224e+02
786	6.80263677e+00	3.16240591e+01	2.29911427e+02
787	6.81836541e+00	3.15517304e+01	2.28318391e+02
788	6.83409405e+00	3.14834991e+01	2.26735139e+02
789	6.84982269e+00	3.14193153e+01	2.25161694e+02
790	6.86555133e+00	3.13591305e+01	2.23598075e+02
791	6.88127997e+00	3.13028981e+01	2.22044297e+02
792	6.89700861e+00	3.12505728e+01	2.20500375e+02
793	6.91273725e+00	3.12021114e+01	2.18966320e+02
794	6.92846589e+00	3.11574719e+01	2.17442142e+02
795	6.94419453e+00	3.11166138e+01	2.15927847e+02
796	6.95992317e+00	3.10794984e+01	2.14423441e+02
797	6.97565181e+00	3.10460882e+01	2.12928925e+02
798	7.00710909e+00	3.09902239e+01	2.09969565e+02
799	7.03856637e+00	3.09487679e+01	2.07049749e+02
800	7.07002365e+00	3.09214704e+01	2.04169430e+02
801	7.10148093e+00	3.09081021e+01	2.01328535e+02
802	7.13293821e+00	3.09084533e+01	1.98526964e+02
803	7.16439549e+00	3.09223337e+01	1.95764596e+02
804	7.19585277e+00	3.09495708e+01	1.93041287e+02
805	7.22731005e+00	3.09900099e+01	1.90356874e+02
806	7.25876733e+00	3.10435132e+01	1.87711176e+02
807	7.29022461e+00	3.11099590e+01	1.85103995e+02
808	7.32168189e+00	3.11892417e+01	1.82535116e+02
809	7.35313917e+00	3.12812705e+01	1.80004312e+02
810	7.38459645e+00	3.13859697e+01	1.77511342e+02
811	7.41605373e+00	3.15032776e+01	1.75055954e+02
812	7.44751101e+00	3.16331466e+01	1.72637884e+02
813	7.47896829e+00	3.17755422e+01	1.70256860e+02
814	7.51042557e+00	3.19304433e+01	1.67912600e+02
815	7.54188285e+00	3.20978414e+01	1.65604815e+02
816	7.57334013e+00	3.22777402e+01	1.63333208e+02
817	7.60479741e+00	3.24701560e+01	1.61097476e+02
818	7.63625469e+00	3.26751164e+01	1.58897313e+02
819	7.66771197e+00	3.28926609e+01	1.56732405e+02
820	7.69916925e+00	3.31228403e+01	1.54602435e+02
821	7.73062653e+00	3.33657166e+01	1.52507084e+02
822	7.76208381e+00	3.36213626e+01	1.50446030e+02
823	7.79354109e+00	3.38898620e+01	1.48418946e+02
824	7.82499837e+00	3.41713092e+01	1.46425507e+02
825	7.85645565e+00	3.44658088e+01	1.44465385e+02
826	7.88791293e+00	3.47734759e+01	1.42538252e+02
827	7.91937021e+00	3.50944360e+01	1.40643778e+02
828	7.95082749e+00	3.54288243e+01	1.38781636e+02
829	7.98228477e+00	3.57767865e+01	1.36951497e+02
830	8.01374205e+00	3.61384779e+01	1.35153034e+02
831	8.04519933e+00	3.65140637e+01	1.33385922e+02
832	8.07665661e+00	3.69037193e+01	1.31649837e+02
833	8.10811389e+00	3.73076293e+01	1.29944457e+02
834	8.13957117e+00	3.77259884e+01	1.28269463e+02
835	8.17102845e+00	3.81590010e+01	1.26624536e+02
836	8.20248573e+00	3.86068811e+01	1.25009364e+02
837	8.23394301e+00	3.90698522e+01	1.23423634e+02
838	8.26540029e+00	3.95481476e+01	1.21867040e+02
839	8.29685757e+00	4.00420104e+01	1.20339276e+02
840	8.32831485e+00	4.05516929e+01	1.18840044e+02
841	8.35977213e+00	4.10774576e+01	1.17369046e+02
842	8.39122941e+00	4.16195762e+01	1.15925991e+02
843	8.42268669e+00	4.21783302e+01	1.14510592e+02
844	8.45414397e+00	4.27540110e+01	1.13122565e+02
845	8.48560125e+00	4.33469194e+01	1.11761634e+02
846	8.51705853e+00	4.39573661e+01	1.10427525e+02
847	8.54851581e+00	4.45856716e+01	1.09119971e+02
848	8.57997309e+00	4.52321661e+01	1.07838710e+02
849	8.61143037e+00	4.58971895e+01	1.06583485e+02
850	8.64288765e+00	4.65810918e+01	1.05354047e+02
851	8.67434493e+00	4.72842327e+01	1.04150151e+02
852	8.70580221e+00	4.80069817e+01	1.02971557e+02
853	8.73725949e+00	4.87497185e+01	1.01818035e+02
854	8.76871677e+00	4.95128323e+01	1.00689357e+02
855	8.80017405e+00	5.02967227e+01	9.95853068e+01
856	8.83163133e+00	5.11017988e+01	9.85056705e+01
857	8.86308861e+00	5.19284801e+01	9.74502434e+01
858	8.89454589e+00	5.27771957e+01	9.64188276e+01
859	8.92600317e+00	5.36483848e+01	9.54112325e+01
860	8.95746045e+00	5.45424966e+01	9.44272753e+01
861	8.98891773e+00	5.54599899e+01	9.34667807e+01
862	9.02037501e+00	5.64013338e+01	9.25295814e+01
863	9.05183229e+00	5.73670069e+01	9.16155184e+01
864	9.08328957e+00	5.83574977e+01	9.07244409e+01
865	9.11474685e+00	5.93733043e+01	8.98562069e+01
866	9.14620413e+00	6.04149345e+01	8.90106830e+01
867	9.17766141e+00	6.14829056e+01	8.81877450e+01
868	9.20911869e+00	6.25777442e+01	8.73872779e+01
869	9.24057597e+00	6.36999862e+01	8.66091763e+01
870	9.27203325e+00	6.48501764e+01	8.58533448e+01
871	9.30349053e+00	6.60288686e+01	8.51196979e+01
872	9.33494781e+00	6.72366254e+01	8.44081605e+01
873	9.36640509e+00	6.84740176e+01	8.37186683e+01
874	9.39786237e+00	6.97416242e+01	8.30511681e+01
875	9.42931965e+00	7.10400322e+01	8.24056181e+01
876	9.46077693e+00	7.23698357e+01	8.17819880e+01
877	9.49223421e+00	7.37316365e+01	8.11802600e+01
878	9.52369149e+00	7.51260427e+01	8.06004286e+01
879	9.55514877e+00	7.65536687e+01	8.00425012e+01
880	9.58660605e+00	7.80151349e+01	7.95064988e+01
881	9.61806333e+00	7.95110667e+01	7.89924562e+01
882	9.64952061e+00	8.10420940e+01	7.85004224e+01
883	9.68097789e+00	8.26088509e+01	7.80304616e+01
884	9.71243517e+00	8.42119744e+01	7.75826532e+01
885	9.74389245e+00	8.58521042e+01	7.71570926e+01
886	9.77534973e+00	8.75298813e+01	7.67538920e+01
887	9.80680701e+00	8.92459475e+01	7.63731808e+01
888	9.83826429e+00	9.10009441e+01	7.60151064e+01
889	9.86972157e+00	9.27955108e+01	7.56798349e+01
890	9.90117885e+00	9.46302848e+01	7.53675518e+01
891	9.93263613e+00	9.65058991e+01	7.50784630e+01
892	9.96409341e+00	9.84229815e+01	7.48127954e+01
893	9.99555069e+00	1.00382153e+02	7.45707980e+01
894	1.00270080e+01	1.02384025e+02	7.43527428e+01
895	1.00584652e+01	1.04429201e+02	7.41589259e+01
896	1.00899225e+01	1.06518270e+02	7.39896682e+01
897	1.01213798e+01	1.08651808e+02	7.38453170e+01
898	1.01528371e+01	1.10830374e+02	7.37262471e+01
899	1.01842944e+01	1.13054510e+02	7.36328615e+01
900	1.02157516e+01	1.15324733e+02	7.35655936e+01
901	1.02472089e+01	1.17641542e+02	7.35249080e+01
902	1.02786662e+01	1.20005403e+02	7.35113020e+01
903	1.03101235e+01	1.22416757e+02	7.35253076e+01
904	1.03415808e+01	1.24876009e+02	7.35674924e+01
905	1.03730380e+01	1.27383529e+02	7.36384622e+01
906	1.04044953e+01	1.29939646e+02	7.37388620e+01
907	1.04359526e+01	1.32544644e+02	7.38693785e+01
908	1.04674099e+01	1.35198760e+02	7.40307418e+01
909	1.04988672e+01	1.37902176e+02	7.42237275e+01
910	1.05303244e+01	1.40655016e+02	7.44491594e+01
911	1.05617817e+01	1.43457343e+02	7.47079111e+01
912	1.05932390e+01	1.46309148e+02	7.50009088e+01
913	1.06246963e+01	1.49210351e+02	7.53291340e+01
914	1.06561536e+01	1.52160787e+02	7.56936261e+01
915	1.06876108e+01	1.55160208e+02	7.60954849e+01
916	1.07190681e+01	1.58208268e+02	7.65358739e+01
917	1.07505254e+01	1.61304523e+02	7.70160232e+01
918	1.07819827e+01	1.64448418e+02	7.75372323e+01
919	1.08134400e+01	1.67639278e+02	7.81008741e+01
920	1.08448972e+01	1.70876306e+02	7.87083976e+01
921	1.08763545e+01	1.74158568e+02	7.93613319e+01
922	1.09078118e+01	1.77484985e+02	8.00612892e+01
923	1.09392691e+01	1.80854324e+02	8.08099691e+01
924	1.09707264e+01	1.84265185e+02	8.16091620e+01
925	1.10021836e+01	1.87715994e+02	8.24607530e+01
926	1.10336409e+01	1.91204989e+02	8.33667256e+01
927	1.10650982e+01	1.94730207e+02	8.43291660e+01
928	1.10965555e+01	1.98289476e+02	8.53502664e+01
929	1.11280128e+01	2.01880397e+02	8.64323293e+01
930	1.11594700e+01	2.05500335e+02	8.75777708e+01
931	1.11909273e+01	2.09146403e+02	8.87891245e+01
932	1.12223846e+01	2.12815452e+02	9.00690449e+01
933	1.12538419e+01	2.16504050e+02	9.14203104e+01
934	1.12852992e+01	2.20208475e+02	9.28458260e+01
935	1.13167564e+01	2.23924697e+02	9.43486261e+01
936	1.13482137e+01	2.27648365e+02	9.59318759e+01
937	1.13796710e+01	2.31374793e+02	9.75988729e+01
938	1.14111283e+01	2.35098944e+02	9.93530477e+01
939	1.14425856e+01	2.38815420e+02	1.01197963e+02
940	1.14740428e+01	2.42518449e+02	1.03137312e+02
941	1.15055001e+01	2.46201868e+02	1.05174918e+02
942	1.15369574e+01	2.49859121e+02	1.07314726e+02
943	1.15684147e+01	2.53483242e+02	1.09560802e+02
944	1.15998720e+01	2.57066852e+02	1.11917320e+02
945	1.16313292e+01	2.60602151e+02	1.14388560e+02
946	1.16627865e+01	2.64080919e+02	1.16978886e+02
947	1.16942438e+01	2.67494509e+02	1.19692741e+02
948	1.17257011e+01	2.70833856e+02	1.22534623e+02
949	1.17571584e+01	2.74089482e+02	1.25509066e+02
950	1.17886156e+01	2.77251506e+02	1.28620617e+02
951	1.18200729e+01	2.80309662e+02	1.31873806e+02
952	1.18483845e+01	2.82964574e+02	1.34926419e+02
