Index       TIME        N(YRXN!R1_000_CONC_ZSPEC)
1369     4.97671288e+04    3.25261094e-01
1370     4.97974199e+04    3.22720995e-01
1371     4.98277111e+04    3.20220328e-01
1372     4.98580023e+04    3.17758182e-01
1373     4.98882935e+04    3.15333673e-01
1374     4.99185847e+04    3.12945946e-01
1375     4.99488759e+04    3.10594170e-01
1376     4.99791670e+04    3.08277540e-01
1377     5.00094582e+04    3.05995273e-01
1378     5.00397494e+04    3.03746613e-01
1379     5.00700406e+04    3.01530821e-01
1380     5.01003318e+04    2.99347182e-01
1381     5.01306230e+04    2.97195004e-01
1382     5.01609141e+04    2.95073609e-01
1383     5.01912053e+04    2.92982344e-01
1384     5.02214965e+04    2.90920571e-01
1385     5.02517877e+04    2.88887672e-01
1386     5.02820789e+04    2.86883043e-01
1387     5.03123700e+04    2.84906100e-01
1388     5.03426612e+04    2.82956273e-01
1389     5.03729524e+04    2.81033009e-01
1390     5.04032436e+04    2.79135768e-01
1391     5.04335348e+04    2.77264027e-01
1392     5.04638260e+04    2.75417275e-01
1393     5.04941171e+04    2.73595016e-01
1394     5.05244083e+04    2.71796765e-01
1395     5.05546995e+04    2.70022051e-01
1396     5.05849907e+04    2.68270417e-01
1397     5.06152819e+04    2.66541414e-01
1398     5.06455731e+04    2.64834607e-01
1399     5.07061554e+04    2.61485569e-01
1400     5.07667378e+04    2.58220066e-01
1401     5.08273201e+04    2.55035226e-01
1402     5.08879025e+04    2.51928167e-01
1403     5.09484849e+04    2.48896102e-01
1404     5.10090672e+04    2.45936356e-01
1405     5.10696496e+04    2.43046377e-01
1406     5.11302320e+04    2.40223729e-01
1407     5.11908143e+04    2.37466089e-01
1408     5.12513967e+04    2.34771237e-01
1409     5.13119791e+04    2.32137054e-01
1410     5.13725614e+04    2.29561517e-01
1411     5.14331438e+04    2.27042690e-01
1412     5.14937262e+04    2.24578721e-01
1413     5.15543085e+04    2.22167839e-01
1414     5.16148909e+04    2.19808349e-01
1415     5.16754733e+04    2.17498625e-01
1416     5.17360556e+04    2.15237112e-01
1417     5.17966380e+04    2.13022316e-01
1418     5.18572204e+04    2.10852806e-01
1419     5.19178027e+04    2.08727209e-01
1420     5.19783851e+04    2.06644206e-01
1421     5.20389674e+04    2.04602530e-01
1422     5.20995498e+04    2.02600967e-01
1423     5.21601322e+04    2.00638345e-01
1424     5.22207145e+04    1.98713541e-01
1425     5.22812969e+04    1.96825473e-01
1426     5.23418793e+04    1.94973102e-01
1427     5.24024616e+04    1.93155425e-01
1428     5.24630440e+04    1.91371477e-01
1429     5.25236264e+04    1.89620331e-01
1430     5.25842087e+04    1.87901091e-01
1431     5.26447911e+04    1.86212893e-01
1432     5.27053735e+04    1.84554906e-01
1433     5.27659558e+04    1.82926327e-01
1434     5.28265382e+04    1.81326382e-01
1435     5.28871206e+04    1.79754323e-01
1436     5.29477029e+04    1.78209429e-01
1437     5.30082853e+04    1.76691002e-01
1438     5.30688676e+04    1.75198370e-01
1439     5.31294500e+04    1.73730882e-01
1440     5.31900324e+04    1.72287908e-01
1441     5.32506147e+04    1.70868841e-01
1442     5.33111971e+04    1.69473093e-01
1443     5.33717795e+04    1.68100093e-01
1444     5.34323618e+04    1.66749293e-01
1445     5.34929442e+04    1.65420158e-01
1446     5.35535266e+04    1.64112172e-01
1447     5.36141089e+04    1.62824837e-01
1448     5.36746913e+04    1.61557666e-01
1449     5.37352737e+04    1.60310192e-01
1450     5.37958560e+04    1.59081960e-01
1451     5.38564384e+04    1.57872528e-01
1452     5.39170208e+04    1.56681469e-01
1453     5.40381855e+04    1.54352509e-01
1454     5.41593502e+04    1.52091945e-01
1455     5.42805149e+04    1.49897017e-01
1456     5.44016797e+04    1.47764983e-01
1457     5.45228444e+04    1.45693207e-01
1458     5.46440091e+04    1.43679183e-01
1459     5.47651739e+04    1.41720537e-01
1460     5.48863386e+04    1.39815022e-01
1461     5.50075033e+04    1.37960512e-01
1462     5.51286680e+04    1.36154991e-01
1463     5.52498328e+04    1.34396548e-01
1464     5.53709975e+04    1.32683370e-01
1465     5.54921622e+04    1.31013737e-01
1466     5.56133270e+04    1.29386015e-01
1467     5.57344917e+04    1.27798650e-01
1468     5.58556564e+04    1.26250164e-01
1469     5.59768212e+04    1.24739150e-01
1470     5.60979859e+04    1.23264270e-01
1471     5.62191506e+04    1.21824246e-01
1472     5.63403153e+04    1.20417863e-01
1473     5.64614801e+04    1.19043959e-01
1474     5.65826448e+04    1.17701427e-01
1475     5.67038095e+04    1.16389208e-01
1476     5.68249743e+04    1.15106291e-01
1477     5.69461390e+04    1.13851709e-01
1478     5.70673037e+04    1.12624539e-01
1479     5.71884685e+04    1.11423896e-01
1480     5.73096332e+04    1.10248932e-01
1481     5.74307979e+04    1.09098836e-01
1482     5.75519626e+04    1.07972831e-01
1483     5.76731274e+04    1.06870172e-01
1484     5.77942921e+04    1.05790143e-01
1485     5.79154568e+04    1.04732059e-01
1486     5.80366216e+04    1.03695260e-01
1487     5.81577863e+04    1.02679116e-01
1488     5.82789510e+04    1.01683017e-01
1489     5.84001157e+04    1.00706381e-01
1490     5.85212805e+04    9.97486450e-02
1491     5.86424452e+04    9.88092697e-02
1492     5.87636099e+04    9.78877352e-02
1493     5.88847747e+04    9.69835413e-02
1494     5.90059394e+04    9.60962063e-02
1495     5.91271041e+04    9.52252662e-02
1496     5.92482689e+04    9.43702739e-02
1497     5.93694336e+04    9.35307984e-02
1498     5.96117630e+04    9.18964362e-02
1499     5.98540925e+04    9.03190699e-02
1500     6.00964220e+04    8.87959927e-02
1501     6.03387514e+04    8.73245385e-02
1502     6.05810809e+04    8.59021699e-02
1503     6.08234103e+04    8.45264991e-02
1504     6.10657398e+04    8.31952857e-02
1505     6.13080693e+04    8.19064290e-02
1506     6.15503987e+04    8.06579584e-02
1507     6.17927282e+04    7.94480236e-02
1508     6.20350576e+04    7.82748859e-02
1509     6.22773871e+04    7.71369098e-02
1510     6.25197166e+04    7.60325554e-02
1511     6.27620460e+04    7.49603718e-02
1512     6.30043755e+04    7.39189906e-02
1513     6.32467049e+04    7.29071200e-02
1514     6.34890344e+04    7.19235397e-02
1515     6.37313638e+04    7.09670960e-02
1516     6.39736933e+04    7.00366972e-02
1517     6.42160228e+04    6.91313098e-02
1518     6.44583522e+04    6.82499540e-02
1519     6.47006817e+04    6.73917013e-02
1520     6.49430111e+04    6.65556700e-02
1521     6.51853406e+04    6.57410233e-02
1522     6.54276701e+04    6.49469660e-02
1523     6.56699995e+04    6.41727420e-02
1524     6.59123290e+04    6.34176318e-02
1525     6.61546584e+04    6.26809507e-02
1526     6.63969879e+04    6.19620464e-02
1527     6.66393174e+04    6.12602971e-02
1528     6.68816468e+04    6.05751100e-02
1529     6.71239763e+04    5.99059195e-02
1530     6.73663057e+04    5.92521854e-02
1531     6.76086352e+04    5.86133920e-02
1532     6.78509647e+04    5.79890464e-02
1533     6.80932941e+04    5.73786772e-02
1534     6.83356236e+04    5.67818336e-02
1535     6.85779530e+04    5.61980842e-02
1536     6.90626120e+04    5.50679237e-02
1537     6.95472709e+04    5.39851429e-02
1538     7.00319298e+04    5.29471189e-02
1539     7.05165887e+04    5.19512970e-02
1540     7.10012476e+04    5.09952741e-02
1541     7.14859065e+04    5.00768152e-02
1542     7.19705655e+04    4.91938476e-02
1543     7.24552244e+04    4.83444500e-02
1544     7.29398833e+04    4.75268401e-02
1545     7.34245422e+04    4.67393626e-02
1546     7.39092011e+04    4.59804787e-02
1547     7.43938601e+04    4.52487560e-02
1548     7.48785190e+04    4.45428598e-02
1549     7.53631779e+04    4.38615455e-02
1550     7.58478368e+04    4.32036508e-02
1551     7.63324957e+04    4.25680897e-02
1552     7.68171546e+04    4.19538467e-02
1553     7.73018136e+04    4.13599712e-02
1554     7.77864725e+04    4.07855732e-02
1555     7.82711314e+04    4.02298184e-02
1556     7.87557903e+04    3.96919248e-02
1557     7.92404492e+04    3.91711592e-02
1558     7.97251082e+04    3.86668336e-02
1559     8.02097671e+04    3.81783027e-02
1560     8.06944260e+04    3.77049613e-02
1561     8.11790849e+04    3.72462418e-02
1562     8.16637438e+04    3.68016127e-02
1563     8.21484027e+04    3.63705762e-02
1564     8.26330617e+04    3.59526673e-02
1565     8.31177206e+04    3.55474522e-02
1566     8.36023795e+04    3.51545278e-02
1567     8.40870384e+04    3.47735207e-02
1568     8.50563563e+04    3.40456727e-02
1569     8.60256741e+04    3.33616131e-02
1570     8.69949919e+04    3.27197127e-02
1571     8.79643098e+04    3.21188981e-02
1572     8.89336276e+04    3.15591466e-02
1573     8.99029454e+04    3.10429223e-02
1574     9.04970034e+04    3.07518326e-02
1575     9.09097707e+04    3.05733318e-02
1576     9.12455398e+04    3.04371481e-02
1577     9.12981355e+04    3.04130176e-02
1578     9.13507312e+04    3.03884362e-02
1579     9.14559225e+04    3.03426068e-02
1580     9.15451408e+04    3.03082535e-02
1581     9.16343592e+04    3.02739462e-02
1582     9.17235775e+04    3.02384505e-02
1583     9.18127958e+04    3.02034017e-02
1584     9.19020142e+04    3.01668501e-02
1585     9.19912325e+04    3.01302522e-02
1586     9.20804509e+04    3.00906113e-02
1587     9.21696692e+04    3.00492900e-02
1588     9.22588876e+04    3.00133175e-02
1589     9.23340376e+04    2.99821007e-02
1590     9.24016726e+04    2.99521416e-02
1591     9.24693076e+04    2.99233031e-02
1592     9.25369427e+04    2.98956524e-02
1593     9.26722127e+04    2.98386475e-02
1594     9.27818339e+04    2.97917784e-02
1595     9.28914550e+04    2.97494776e-02
1596     9.29901140e+04    2.97129883e-02
1597     9.30887731e+04    2.96741220e-02
1598     9.31874321e+04    2.96347526e-02
1599     9.32860911e+04    2.95969557e-02
1600     9.33847501e+04    2.95560526e-02
1601     9.34735433e+04    2.95177956e-02
1602     9.35623364e+04    2.94829918e-02
1603     9.36422502e+04    2.94530306e-02
1604     9.37221640e+04    2.94215702e-02
1605     9.38020778e+04    2.93912012e-02
1606     9.38819916e+04    2.93598294e-02
1607     9.39619054e+04    2.93307660e-02
1608     9.40418193e+04    2.93019065e-02
1609     9.41217331e+04    2.92707799e-02
1610     9.42016469e+04    2.92407806e-02
1611     9.42815607e+04    2.92104326e-02
1612     9.42915499e+04    2.92065633e-02
1613     9.43115284e+04    2.91997383e-02
1614     9.43315068e+04    2.91932074e-02
1615     9.43340041e+04    2.91931884e-02
1616     9.43389987e+04    2.91927330e-02
1617     9.43396231e+04    2.91931617e-02
1618     9.43397792e+04    2.91933095e-02
1619     9.43400913e+04    2.91937365e-02
1620     9.43407156e+04    2.91964872e-02
1621     9.43411085e+04    2.92015065e-02
1622     9.43415014e+04    2.92135379e-02
1623     9.43417939e+04    2.92314029e-02
1624     9.43420865e+04    2.92635039e-02
1625     9.43423440e+04    2.93107425e-02
1626     9.43425644e+04    2.93716612e-02
1627     9.43427627e+04    2.94480209e-02
1628     9.43429412e+04    2.95381676e-02
1629     9.43431197e+04    2.96517710e-02
1630     9.43432982e+04    2.97908216e-02
1631     9.43434767e+04    2.99559064e-02
1632     9.43436552e+04    3.01461622e-02
1633     9.43438337e+04    3.03594837e-02
1634     9.43440122e+04    3.05929221e-02
1635     9.43441907e+04    3.08431442e-02
1636     9.43443692e+04    3.11068356e-02
1637     9.43445476e+04    3.13809831e-02
1638     9.43447261e+04    3.16630240e-02
1639     9.43449046e+04    3.19508876e-02
1640     9.43450831e+04    3.22429666e-02
1641     9.43452616e+04    3.25380518e-02
1642     9.43454401e+04    3.28352549e-02
1643     9.43456186e+04    3.31339364e-02
1644     9.43457971e+04    3.34336418e-02
1645     9.43459756e+04    3.37340522e-02
1646     9.43463326e+04    3.43360812e-02
1647     9.43466896e+04    3.49390573e-02
1648     9.43470466e+04    3.55425168e-02
1649     9.43474035e+04    3.61461906e-02
1650     9.43481175e+04    3.73536752e-02
1651     9.43488315e+04    3.85611444e-02
1652     9.43502594e+04    4.09757705e-02
1653     9.43531153e+04    4.58035901e-02
1654     9.43588271e+04    5.54527674e-02
1655     9.43645389e+04    6.50920422e-02
1656     9.43702507e+04    7.47198481e-02
1657     9.43759625e+04    8.43345364e-02
1658     9.43816743e+04    9.39344369e-02
1659     9.43873861e+04    1.03517877e-01
1660     9.43930979e+04    1.13083187e-01
1661     9.43988097e+04    1.22628706e-01
1662     9.44045215e+04    1.32152780e-01
1663     9.44102333e+04    1.41653765e-01
1664     9.44159451e+04    1.51130026e-01
1665     9.44216569e+04    1.60579938e-01
1666     9.44273687e+04    1.70001891e-01
1667     9.44330805e+04    1.79394282e-01
1668     9.44387923e+04    1.88755523e-01
1669     9.44445041e+04    1.98084040e-01
1670     9.44502159e+04    2.07378271e-01
1671     9.44559277e+04    2.16636669e-01
1672     9.44616395e+04    2.25857702e-01
1673     9.44673513e+04    2.35039853e-01
1674     9.44730631e+04    2.44181622e-01
1675     9.44787749e+04    2.53281524e-01
1676     9.44844867e+04    2.62338091e-01
1677     9.44901985e+04    2.71349873e-01
1678     9.44959103e+04    2.80315438e-01
1679     9.45016221e+04    2.89233371e-01
1680     9.45073339e+04    2.98102278e-01
1681     9.45130457e+04    3.06920780e-01
1682     9.45187575e+04    3.15687521e-01
1683     9.45244693e+04    3.24401163e-01
1684     9.45301811e+04    3.33060388e-01
1685     9.45358929e+04    3.41663898e-01
1686     9.45416047e+04    3.50210416e-01
1687     9.45473165e+04    3.58698684e-01
1688     9.45530283e+04    3.67127467e-01
1689     9.45587401e+04    3.75495550e-01
1690     9.45644518e+04    3.83801737e-01
1691     9.45701636e+04    3.92044857e-01
1692     9.45758754e+04    4.00223757e-01
1693     9.45815872e+04    4.08337306e-01
1694     9.45872990e+04    4.16384396e-01
1695     9.45930108e+04    4.24363938e-01
1696     9.45987226e+04    4.32274864e-01
1697     9.46044344e+04    4.40116128e-01
1698     9.46101462e+04    4.47886705e-01
1699     9.46158580e+04    4.55585590e-01
1700     9.46215698e+04    4.63211798e-01
1701     9.46272816e+04    4.70764365e-01
1702     9.46329934e+04    4.78242347e-01
1703     9.46387052e+04    4.85644818e-01
1704     9.46444170e+04    4.92970872e-01
1705     9.46501288e+04    5.00219622e-01
1706     9.46558406e+04    5.07390197e-01
1707     9.46615524e+04    5.14481746e-01
1708     9.46672642e+04    5.21493433e-01
1709     9.46729760e+04    5.28424439e-01
1710     9.46786878e+04    5.35273961e-01
1711     9.46843996e+04    5.42041207e-01
1712     9.46901114e+04    5.48725402e-01
1713     9.46958232e+04    5.55325783e-01
1714     9.47015350e+04    5.61841597e-01
1715     9.47072468e+04    5.68272101e-01
1716     9.47129586e+04    5.74616562e-01
1717     9.47186704e+04    5.80874252e-01
1718     9.47243822e+04    5.87044450e-01
1719     9.47300940e+04    5.93126438e-01
1720     9.47358058e+04    5.99119499e-01
1721     9.47415176e+04    6.05022914e-01
1722     9.47472294e+04    6.10835963e-01
1723     9.47529412e+04    6.16557918e-01
1724     9.47586530e+04    6.22188039e-01
1725     9.47643648e+04    6.27725576e-01
1726     9.47700766e+04    6.33169759e-01
1727     9.47757884e+04    6.38519794e-01
1728     9.47815002e+04    6.43774861e-01
1729     9.47872120e+04    6.48934104e-01
1730     9.47929238e+04    6.53996624e-01
1731     9.47986355e+04    6.58961470e-01
1732     9.48043473e+04    6.63827629e-01
1733     9.48100591e+04    6.68594015e-01
1734     9.48157709e+04    6.73259450e-01
1735     9.48214827e+04    6.77822646e-01
1736     9.48271945e+04    6.82282184e-01
1737     9.48329063e+04    6.86636485e-01
1738     9.48386181e+04    6.90883768e-01
1739     9.48443299e+04    6.95022009e-01
1740     9.48500417e+04    6.99048871e-01
1741     9.48557535e+04    7.02961619e-01
1742     9.48614653e+04    7.06757001e-01
1743     9.48671771e+04    7.10431070e-01
1744     9.48728889e+04    7.13978924e-01
1745     9.48780295e+04    7.17059144e-01
1746     9.48826561e+04    7.19735105e-01
1747     9.48868200e+04    7.22060865e-01
1748     9.48909839e+04    7.24302642e-01
1749     9.48947314e+04    7.26242456e-01
1750     9.48981042e+04    7.27918987e-01
1751     9.49011396e+04    7.29365034e-01
1752     9.49038452e+04    7.30596597e-01
1753     9.49062117e+04    7.31621980e-01
1754     9.49082605e+04    7.32462815e-01
1755     9.49100166e+04    7.33140629e-01
1756     9.49115067e+04    7.33676208e-01
1757     9.49127605e+04    7.34089896e-01
1758     9.49138077e+04    7.34400502e-01
1759     9.49146769e+04    7.34624868e-01
1760     9.49153951e+04    7.34778033e-01
1761     9.49159866e+04    7.34872788e-01
1762     9.49164724e+04    7.34919929e-01
1763     9.49168706e+04    7.34928493e-01
1764     9.49171968e+04    7.34906028e-01
1765     9.49174639e+04    7.34858917e-01
1766     9.49176843e+04    7.34793203e-01
1767     9.49177836e+04    7.34755287e-01
1768     9.49178546e+04    7.34725892e-01
1769     9.49179185e+04    7.34698655e-01
1770     9.49179824e+04    7.34671177e-01
1771     9.49180399e+04    7.34646385e-01
1772     9.49180974e+04    7.34621578e-01
1773     9.49182124e+04    7.34571957e-01
1774     9.49184424e+04    7.34472726e-01
1775     9.49189024e+04    7.34274337e-01
1776     9.49193623e+04    7.34076052e-01
1777     9.49198223e+04    7.33877874e-01
1778     9.49202823e+04    7.33679801e-01
1779     9.49207422e+04    7.33481836e-01
1780     9.49212022e+04    7.33283977e-01
1781     9.49216622e+04    7.33086225e-01
1782     9.49221222e+04    7.32888579e-01
1783     9.49230421e+04    7.32493608e-01
1784     9.49239621e+04    7.32099063e-01
1785     9.49248820e+04    7.31704942e-01
1786     9.49258020e+04    7.31311245e-01
1787     9.49267219e+04    7.30917972e-01
1788     9.49276419e+04    7.30525122e-01
1789     9.49285618e+04    7.30132694e-01
1790     9.49294818e+04    7.29740688e-01
1791     9.49304017e+04    7.29349102e-01
1792     9.49313217e+04    7.28957936e-01
1793     9.49322416e+04    7.28567190e-01
1794     9.49331616e+04    7.28176863e-01
1795     9.49340815e+04    7.27786954e-01
1796     9.49350015e+04    7.27397463e-01
1797     9.49359214e+04    7.27008388e-01
1798     9.49368414e+04    7.26619729e-01
1799     9.49386813e+04    7.25843657e-01
1800     9.49405212e+04    7.25069241e-01
1801     9.49423611e+04    7.24296476e-01
1802     9.49442010e+04    7.23525357e-01
1803     9.49460409e+04    7.22755878e-01
1804     9.49478808e+04    7.21988035e-01
1805     9.49497207e+04    7.21221822e-01
1806     9.49515606e+04    7.20457235e-01
1807     9.49552404e+04    7.18932910e-01
1808     9.49589202e+04    7.17415019e-01
1809     9.49626000e+04    7.15903526e-01
1810     9.49662798e+04    7.14398389e-01
1811     9.49699596e+04    7.12899570e-01
1812     9.49773192e+04    7.09920695e-01
1813     9.49846788e+04    7.06966589e-01
1814     9.49993980e+04    7.01131289e-01
1815     9.50141172e+04    6.95391323e-01
1816     9.50288364e+04    6.89744536e-01
1817     9.50435556e+04    6.84188732e-01
1818     9.50582748e+04    6.78721747e-01
1819     9.50729940e+04    6.73341476e-01
1820     9.50877132e+04    6.68045873e-01
1821     9.51024324e+04    6.62832956e-01
1822     9.51171516e+04    6.57700803e-01
1823     9.51318708e+04    6.52647552e-01
1824     9.51465900e+04    6.47671397e-01
1825     9.51613092e+04    6.42770588e-01
1826     9.51760284e+04    6.37943426e-01
1827     9.51907476e+04    6.33188263e-01
1828     9.52054668e+04    6.28503501e-01
1829     9.52201860e+04    6.23887587e-01
1830     9.52349052e+04    6.19339015e-01
1831     9.52496244e+04    6.14856321e-01
1832     9.52643436e+04    6.10438086e-01
1833     9.52790628e+04    6.06082929e-01
1834     9.52937819e+04    6.01789508e-01
1835     9.53085011e+04    5.97556520e-01
1836     9.53232203e+04    5.93382698e-01
1837     9.53379395e+04    5.89266811e-01
1838     9.53526587e+04    5.85207660e-01
1839     9.53673779e+04    5.81204080e-01
1840     9.53820971e+04    5.77254938e-01
1841     9.53968163e+04    5.73359132e-01
1842     9.54115355e+04    5.69515588e-01
1843     9.54262547e+04    5.65723261e-01
1844     9.54409739e+04    5.61981135e-01
1845     9.54556931e+04    5.58288219e-01
1846     9.54704123e+04    5.54643550e-01
1847     9.54851315e+04    5.51046187e-01
1848     9.54998507e+04    5.47495216e-01
1849     9.55145699e+04    5.43989746e-01
1850     9.55292891e+04    5.40528907e-01
1851     9.55440083e+04    5.37111853e-01
1852     9.55587275e+04    5.33737758e-01
1853     9.55734467e+04    5.30405816e-01
1854     9.55881659e+04    5.27115244e-01
1855     9.56028851e+04    5.23865275e-01
1856     9.56176043e+04    5.20655162e-01
1857     9.56323235e+04    5.17484178e-01
1858     9.56470427e+04    5.14351610e-01
1859     9.56617619e+04    5.11256766e-01
1860     9.56764811e+04    5.08198967e-01
1861     9.56912003e+04    5.05177553e-01
1862     9.57059195e+04    5.02191879e-01
1863     9.57206387e+04    4.99241313e-01
1864     9.57353579e+04    4.96325241e-01
1865     9.57500771e+04    4.93443061e-01
1866     9.57647963e+04    4.90594185e-01
1867     9.57795155e+04    4.87778041e-01
1868     9.57942347e+04    4.84994066e-01
1869     9.58089539e+04    4.82241714e-01
1870     9.58236731e+04    4.79520448e-01
1871     9.58383923e+04    4.76829745e-01
1872     9.58531115e+04    4.74169093e-01
1873     9.58678307e+04    4.71537991e-01
1874     9.58825499e+04    4.68935950e-01
1875     9.58972691e+04    4.66362492e-01
1876     9.59119883e+04    4.63817147e-01
1877     9.59267075e+04    4.61299457e-01
1878     9.59414267e+04    4.58808976e-01
1879     9.59561459e+04    4.56345263e-01
1880     9.59855843e+04    4.51496105e-01
1881     9.60150227e+04    4.46748685e-01
1882     9.60444611e+04    4.42100050e-01
1883     9.60738995e+04    4.37547224e-01
1884     9.61033379e+04    4.33087297e-01
1885     9.61327763e+04    4.28717464e-01
1886     9.61622147e+04    4.24435026e-01
1887     9.61916531e+04    4.20237387e-01
1888     9.62210915e+04    4.16122054e-01
1889     9.62505299e+04    4.12086631e-01
1890     9.62799683e+04    4.08128812e-01
1891     9.63094067e+04    4.04246380e-01
1892     9.63388451e+04    4.00437202e-01
1893     9.63682835e+04    3.96699225e-01
1894     9.63977219e+04    3.93030471e-01
1895     9.64271603e+04    3.89429034e-01
1896     9.64565987e+04    3.85893081e-01
1897     9.64860371e+04    3.82420839e-01
1898     9.65154755e+04    3.79010605e-01
1899     9.65449139e+04    3.75660731e-01
1900     9.65743523e+04    3.72369629e-01
1901     9.66037907e+04    3.69135767e-01
1902     9.66332291e+04    3.65957665e-01
1903     9.66626675e+04    3.62833892e-01
1904     9.66921059e+04    3.59763069e-01
1905     9.67215443e+04    3.56743859e-01
1906     9.67509826e+04    3.53774974e-01
1907     9.67804210e+04    3.50855166e-01
1908     9.68098594e+04    3.47983228e-01
1909     9.68392978e+04    3.45157993e-01
1910     9.68687362e+04    3.42378331e-01
1911     9.68981746e+04    3.39643149e-01
1912     9.69276130e+04    3.36951388e-01
1913     9.69570514e+04    3.34302022e-01
1914     9.69864898e+04    3.31694058e-01
1915     9.70159282e+04    3.29126533e-01
1916     9.70453666e+04    3.26598515e-01
1917     9.70748050e+04    3.24109098e-01
1918     9.71042434e+04    3.21657407e-01
1919     9.71336818e+04    3.19242589e-01
1920     9.71631202e+04    3.16863820e-01
1921     9.71925586e+04    3.14520299e-01
1922     9.72219970e+04    3.12211248e-01
1923     9.72514354e+04    3.09935912e-01
1924     9.72808738e+04    3.07693560e-01
1925     9.73103122e+04    3.05483479e-01
1926     9.73397506e+04    3.03304978e-01
1927     9.73691890e+04    3.01157385e-01
1928     9.73986274e+04    2.99040048e-01
1929     9.74280658e+04    2.96952331e-01
1930     9.74575042e+04    2.94893618e-01
1931     9.74869426e+04    2.92863309e-01
1932     9.75163810e+04    2.90860821e-01
1933     9.75458194e+04    2.88885585e-01
1934     9.75752578e+04    2.86937050e-01
1935     9.76046962e+04    2.85014677e-01
1936     9.76341346e+04    2.83117945e-01
1937     9.76635730e+04    2.81246343e-01
1938     9.76930114e+04    2.79399376e-01
1939     9.77224498e+04    2.77576561e-01
1940     9.77518882e+04    2.75777428e-01
1941     9.77813266e+04    2.74001517e-01
1942     9.78107650e+04    2.72248384e-01
1943     9.78402034e+04    2.70517592e-01
1944     9.78990802e+04    2.67121022e-01
1945     9.79579570e+04    2.63808571e-01
1946     9.80168338e+04    2.60577367e-01
1947     9.80757106e+04    2.57424528e-01
1948     9.81345874e+04    2.54347264e-01
1949     9.81934641e+04    2.51342899e-01
1950     9.82523409e+04    2.48408877e-01
1951     9.83112177e+04    2.45542759e-01
1952     9.83700945e+04    2.42742215e-01
1953     9.84289713e+04    2.40005022e-01
1954     9.84878481e+04    2.37329057e-01
1955     9.85467249e+04    2.34712288e-01
1956     9.86056017e+04    2.32152775e-01
1957     9.86644785e+04    2.29648660e-01
1958     9.87233553e+04    2.27198165e-01
1959     9.87822321e+04    2.24799587e-01
1960     9.88411089e+04    2.22451296e-01
1961     9.88999857e+04    2.20151727e-01
1962     9.89588625e+04    2.17899381e-01
1963     9.90177393e+04    2.15692820e-01
1964     9.90766161e+04    2.13530662e-01
1965     9.91354929e+04    2.11411583e-01
1966     9.91943697e+04    2.09334308e-01
1967     9.92532465e+04    2.07297615e-01
1968     9.93121233e+04    2.05300326e-01
1969     9.93710001e+04    2.03341310e-01
1970     9.94298769e+04    2.01419479e-01
1971     9.94887537e+04    1.99533785e-01
1972     9.95476305e+04    1.97683220e-01
1973     9.96065073e+04    1.95866812e-01
1974     9.96653840e+04    1.94083625e-01
1975     9.97242608e+04    1.92332758e-01
1976     9.97831376e+04    1.90613340e-01
1977     9.98420144e+04    1.88924534e-01
1978     9.99008912e+04    1.87265529e-01
1979     9.99597680e+04    1.85635545e-01
1980     1.00018645e+05    1.84033829e-01
1981     1.00077522e+05    1.82459652e-01
1982     1.00136398e+05    1.80912310e-01
1983     1.00195275e+05    1.79391126e-01
1984     1.00254152e+05    1.77895442e-01
1985     1.00313029e+05    1.76424623e-01
1986     1.00371906e+05    1.74978055e-01
1987     1.00430782e+05    1.73555145e-01
1988     1.00489659e+05    1.72155317e-01
1989     1.00548536e+05    1.70778016e-01
1990     1.00607413e+05    1.69422703e-01
1991     1.00666290e+05    1.68088857e-01
1992     1.00725166e+05    1.66775972e-01
1993     1.00784043e+05    1.65483560e-01
1994     1.00842920e+05    1.64211145e-01
1995     1.00901797e+05    1.62958269e-01
1996     1.00960674e+05    1.61724485e-01
1997     1.01019550e+05    1.60509362e-01
1998     1.01137304e+05    1.58133112e-01
1999     1.01255058e+05    1.55826348e-01
2000     1.01372811e+05    1.53586278e-01
2001     1.01490565e+05    1.51410127e-01
2002     1.01608318e+05    1.49295225e-01
2003     1.01726072e+05    1.47239037e-01
2004     1.01843825e+05    1.45239158e-01
2005     1.01961579e+05    1.43293313e-01
2006     1.02079333e+05    1.41399347e-01
2007     1.02197086e+05    1.39555217e-01
2008     1.02314840e+05    1.37758986e-01
2009     1.02432593e+05    1.36008817e-01
2010     1.02550347e+05    1.34302966e-01
2011     1.02668101e+05    1.32639775e-01
2012     1.02785854e+05    1.31017668e-01
2013     1.02903608e+05    1.29435145e-01
2014     1.03021361e+05    1.27890781e-01
2015     1.03139115e+05    1.26383215e-01
2016     1.03256869e+05    1.24911152e-01
2017     1.03374622e+05    1.23473357e-01
2018     1.03492376e+05    1.22068651e-01
2019     1.03610129e+05    1.20695909e-01
2020     1.03727883e+05    1.19354056e-01
2021     1.03845637e+05    1.18042066e-01
2022     1.03963390e+05    1.16758956e-01
2023     1.04081144e+05    1.15503787e-01
2024     1.04198897e+05    1.14275660e-01
2025     1.04316651e+05    1.13073714e-01
2026     1.04434405e+05    1.11897124e-01
2027     1.04552158e+05    1.10745101e-01
2028     1.04669912e+05    1.09616886e-01
2029     1.04787665e+05    1.08511752e-01
2030     1.04905419e+05    1.07429002e-01
2031     1.05023172e+05    1.06367965e-01
2032     1.05140926e+05    1.05327999e-01
2033     1.05258680e+05    1.04308485e-01
