Index       TIME        N(YRXN!R1_000_CONC_ZSPEC)
690      2.90583532e+02    8.11404250e-01
691      3.01320950e+02    8.05788808e-01
692      3.12058368e+02    8.00250583e-01
693      3.22795787e+02    7.94787993e-01
694      3.33533205e+02    7.89399499e-01
695      3.44270623e+02    7.84083605e-01
696      3.55008041e+02    7.78838852e-01
697      3.65745460e+02    7.73663823e-01
698      3.76482878e+02    7.68557135e-01
699      3.87220296e+02    7.63517444e-01
700      3.97957714e+02    7.58543440e-01
701      4.08695133e+02    7.53633847e-01
702      4.19432551e+02    7.48787422e-01
703      4.30169969e+02    7.44002954e-01
704      4.40907387e+02    7.39279262e-01
705      4.51644806e+02    7.34615196e-01
706      4.62382224e+02    7.30009634e-01
707      4.73119642e+02    7.25461481e-01
708      4.83857060e+02    7.20969671e-01
709      4.94594479e+02    7.16533164e-01
710      5.05331897e+02    7.12150944e-01
711      5.16069315e+02    7.07822021e-01
712      5.26806733e+02    7.03545429e-01
713      5.37544151e+02    6.99320225e-01
714      5.48281570e+02    6.95145487e-01
715      5.59018988e+02    6.91020318e-01
716      5.69756406e+02    6.86943839e-01
717      5.80493824e+02    6.82915193e-01
718      5.91231243e+02    6.78933544e-01
719      6.01968661e+02    6.74998075e-01
720      6.12706079e+02    6.71107985e-01
721      6.23443497e+02    6.67262496e-01
722      6.34180916e+02    6.63460844e-01
723      6.44918334e+02    6.59702283e-01
724      6.55655752e+02    6.55986087e-01
725      6.66393170e+02    6.52311541e-01
726      6.77130589e+02    6.48677951e-01
727      6.87868007e+02    6.45084635e-01
728      6.98605425e+02    6.41530927e-01
729      7.09342843e+02    6.38016177e-01
730      7.20080262e+02    6.34539746e-01
731      7.30817680e+02    6.31101012e-01
732      7.41555098e+02    6.27699365e-01
733      7.52292516e+02    6.24334208e-01
734      7.63029935e+02    6.21004958e-01
735      7.73767353e+02    6.17711042e-01
736      7.84504771e+02    6.14451901e-01
737      7.95242189e+02    6.11226988e-01
738      8.05979607e+02    6.08035766e-01
739      8.16717026e+02    6.04877710e-01
740      8.27454444e+02    6.01752305e-01
741      8.38191862e+02    5.98659048e-01
742      8.48929280e+02    5.95597446e-01
743      8.59666699e+02    5.92567015e-01
744      8.70404117e+02    5.89567281e-01
745      8.81141535e+02    5.86597781e-01
746      8.91878953e+02    5.83658059e-01
747      9.02616372e+02    5.80747670e-01
748      9.13353790e+02    5.77866178e-01
749      9.24091208e+02    5.75013154e-01
750      9.45566045e+02    5.69390513e-01
751      9.67040881e+02    5.63876512e-01
752      9.88515718e+02    5.58468244e-01
753      1.00999055e+03    5.53162770e-01
754      1.03146539e+03    5.47957209e-01
755      1.05294023e+03    5.42848774e-01
756      1.07441506e+03    5.37834774e-01
757      1.09588990e+03    5.32912615e-01
758      1.11736474e+03    5.28079798e-01
759      1.13883957e+03    5.23333912e-01
760      1.16031441e+03    5.18672632e-01
761      1.18178925e+03    5.14093716e-01
762      1.20326408e+03    5.09595000e-01
763      1.22473892e+03    5.05174396e-01
764      1.24621376e+03    5.00829887e-01
765      1.26768859e+03    4.96559524e-01
766      1.28916343e+03    4.92361426e-01
767      1.31063826e+03    4.88233774e-01
768      1.33211310e+03    4.84174810e-01
769      1.35358794e+03    4.80182833e-01
770      1.37506277e+03    4.76256199e-01
771      1.39653761e+03    4.72393316e-01
772      1.41801245e+03    4.68592646e-01
773      1.43948728e+03    4.64852696e-01
774      1.46096212e+03    4.61172024e-01
775      1.48243696e+03    4.57549231e-01
776      1.50391179e+03    4.53982964e-01
777      1.52538663e+03    4.50471908e-01
778      1.54686147e+03    4.47014794e-01
779      1.56833630e+03    4.43610386e-01
780      1.58981114e+03    4.40257489e-01
781      1.61128598e+03    4.36954944e-01
782      1.63276081e+03    4.33701623e-01
783      1.65423565e+03    4.30496435e-01
784      1.67571048e+03    4.27338320e-01
785      1.69718532e+03    4.24226249e-01
786      1.71866016e+03    4.21159222e-01
787      1.74013499e+03    4.18136268e-01
788      1.76160983e+03    4.15156445e-01
789      1.78308467e+03    4.12218836e-01
790      1.80455950e+03    4.09322550e-01
791      1.82603434e+03    4.06466721e-01
792      1.84750918e+03    4.03650509e-01
793      1.86898401e+03    4.00873095e-01
794      1.89045885e+03    3.98133682e-01
795      1.91193369e+03    3.95431497e-01
796      1.93340852e+03    3.92765784e-01
797      1.95488336e+03    3.90135813e-01
798      1.97635820e+03    3.87540867e-01
799      1.99783303e+03    3.84980253e-01
800      2.01930787e+03    3.82453294e-01
801      2.04078271e+03    3.79959331e-01
802      2.06225754e+03    3.77497722e-01
803      2.08373238e+03    3.75067842e-01
804      2.10520721e+03    3.72669080e-01
805      2.12668205e+03    3.70300845e-01
806      2.14815689e+03    3.67962555e-01
807      2.16963172e+03    3.65653649e-01
808      2.19110656e+03    3.63373574e-01
809      2.21258140e+03    3.61121795e-01
810      2.23405623e+03    3.58897789e-01
811      2.25553107e+03    3.56701044e-01
812      2.27700591e+03    3.54531063e-01
813      2.29848074e+03    3.52387360e-01
814      2.31995558e+03    3.50269461e-01
815      2.34143042e+03    3.48176902e-01
816      2.36290525e+03    3.46109232e-01
817      2.38438009e+03    3.44066009e-01
818      2.40585493e+03    3.42046803e-01
819      2.44880460e+03    3.38078443e-01
820      2.49175427e+03    3.34200929e-01
821      2.53470394e+03    3.30411389e-01
822      2.57765362e+03    3.26706935e-01
823      2.62060329e+03    3.23084757e-01
824      2.66355296e+03    3.19542153e-01
825      2.70650264e+03    3.16076532e-01
826      2.74945231e+03    3.12685414e-01
827      2.79240198e+03    3.09366424e-01
828      2.83535165e+03    3.06117284e-01
829      2.87830133e+03    3.02935813e-01
830      2.92125100e+03    2.99819921e-01
831      2.96420067e+03    2.96767600e-01
832      3.00715035e+03    2.93776926e-01
833      3.05010002e+03    2.90846050e-01
834      3.09304969e+03    2.87973198e-01
835      3.13599937e+03    2.85156663e-01
836      3.17894904e+03    2.82394808e-01
837      3.22189871e+03    2.79686055e-01
838      3.26484838e+03    2.77028888e-01
839      3.30779806e+03    2.74421849e-01
840      3.35074773e+03    2.71863533e-01
841      3.39369740e+03    2.69352587e-01
842      3.43664708e+03    2.66887708e-01
843      3.47959675e+03    2.64467642e-01
844      3.52254642e+03    2.62091177e-01
845      3.56549610e+03    2.59757146e-01
846      3.60844577e+03    2.57464425e-01
847      3.65139544e+03    2.55211925e-01
848      3.69434511e+03    2.52998600e-01
849      3.73729479e+03    2.50823436e-01
850      3.78024446e+03    2.48685455e-01
851      3.82319413e+03    2.46583714e-01
852      3.86614381e+03    2.44517298e-01
853      3.90909348e+03    2.42485326e-01
854      3.95204315e+03    2.40486943e-01
855      3.99499282e+03    2.38521325e-01
856      4.03794250e+03    2.36587673e-01
857      4.08089217e+03    2.34685215e-01
858      4.12384184e+03    2.32813201e-01
859      4.16679152e+03    2.30970908e-01
860      4.20974119e+03    2.29157633e-01
861      4.25269086e+03    2.27372698e-01
862      4.29564054e+03    2.25615444e-01
863      4.33859021e+03    2.23885232e-01
864      4.38153988e+03    2.22181444e-01
865      4.42448955e+03    2.20503479e-01
866      4.46743923e+03    2.18850756e-01
867      4.51038890e+03    2.17222709e-01
868      4.55333857e+03    2.15618790e-01
869      4.59628825e+03    2.14038468e-01
870      4.63923792e+03    2.12481227e-01
871      4.68218759e+03    2.10946564e-01
872      4.72513727e+03    2.09433994e-01
873      4.76808694e+03    2.07943042e-01
874      4.81103661e+03    2.06473249e-01
875      4.85398628e+03    2.05024169e-01
876      4.89693596e+03    2.03595367e-01
877      4.93988563e+03    2.02186421e-01
878      5.02578498e+03    1.99426151e-01
879      5.11168432e+03    1.96740242e-01
880      5.19758367e+03    1.94125935e-01
881      5.28348301e+03    1.91580476e-01
882      5.36938236e+03    1.89101207e-01
883      5.45528171e+03    1.86685590e-01
884      5.54118105e+03    1.84331211e-01
885      5.62708040e+03    1.82035774e-01
886      5.71297974e+03    1.79797095e-01
887      5.79887909e+03    1.77613099e-01
888      5.88477843e+03    1.75481809e-01
889      5.97067778e+03    1.73401342e-01
890      6.05657713e+03    1.71369904e-01
891      6.14247647e+03    1.69385786e-01
892      6.22837582e+03    1.67447356e-01
893      6.31427516e+03    1.65553056e-01
894      6.40017451e+03    1.63701398e-01
895      6.48607386e+03    1.61890963e-01
896      6.57197320e+03    1.60120389e-01
897      6.65787255e+03    1.58388379e-01
898      6.74377189e+03    1.56693687e-01
899      6.82967124e+03    1.55035124e-01
900      6.91557059e+03    1.53411548e-01
901      7.00146993e+03    1.51821867e-01
902      7.08736928e+03    1.50265031e-01
903      7.17326862e+03    1.48740037e-01
904      7.25916797e+03    1.47245919e-01
905      7.34506732e+03    1.45781750e-01
906      7.43096666e+03    1.44346643e-01
907      7.51686601e+03    1.42939741e-01
908      7.60276535e+03    1.41560224e-01
909      7.68866470e+03    1.40207303e-01
910      7.77456405e+03    1.38880216e-01
911      7.86046339e+03    1.37578234e-01
912      7.94636274e+03    1.36300653e-01
913      8.03226208e+03    1.35046795e-01
914      8.11816143e+03    1.33816007e-01
915      8.20406077e+03    1.32607660e-01
916      8.28996012e+03    1.31421149e-01
917      8.37585947e+03    1.30255888e-01
918      8.46175881e+03    1.29111313e-01
919      8.54765816e+03    1.27986880e-01
920      8.63355750e+03    1.26882065e-01
921      8.71945685e+03    1.25796359e-01
922      8.80535620e+03    1.24729273e-01
923      8.89125554e+03    1.23680334e-01
924      8.97715489e+03    1.22649084e-01
925      9.06305423e+03    1.21635082e-01
926      9.14895358e+03    1.20637900e-01
927      9.32075227e+03    1.18692041e-01
928      9.49255096e+03    1.16808398e-01
929      9.66434966e+03    1.14984247e-01
930      9.83614835e+03    1.13216892e-01
931      1.00079470e+04    1.11503756e-01
932      1.01797457e+04    1.09842400e-01
933      1.03515444e+04    1.08230523e-01
934      1.05233431e+04    1.06665960e-01
935      1.06951418e+04    1.05146666e-01
936      1.08669405e+04    1.03670716e-01
937      1.10387392e+04    1.02236289e-01
938      1.12105379e+04    1.00841668e-01
939      1.13823366e+04    9.94852271e-02
940      1.15541353e+04    9.81654289e-02
941      1.17259340e+04    9.68808173e-02
942      1.18977326e+04    9.56300124e-02
943      1.20695313e+04    9.44117056e-02
944      1.22413300e+04    9.32246551e-02
945      1.24131287e+04    9.20676815e-02
946      1.25849274e+04    9.09396643e-02
947      1.27567261e+04    8.98395379e-02
948      1.29285248e+04    8.87662884e-02
949      1.31003235e+04    8.77189505e-02
950      1.32721222e+04    8.66966048e-02
951      1.34439209e+04    8.56983746e-02
952      1.36157196e+04    8.47234243e-02
953      1.37875183e+04    8.37709560e-02
954      1.39593170e+04    8.28402083e-02
955      1.41311156e+04    8.19304536e-02
956      1.43029143e+04    8.10409967e-02
957      1.44747130e+04    8.01711725e-02
958      1.46465117e+04    7.93203451e-02
959      1.48183104e+04    7.84879055e-02
960      1.49901091e+04    7.76732706e-02
961      1.51619078e+04    7.68758819e-02
962      1.53337065e+04    7.60952038e-02
963      1.55055052e+04    7.53307228e-02
964      1.56773039e+04    7.45819465e-02
965      1.58491026e+04    7.38484019e-02
966      1.60209013e+04    7.31296353e-02
967      1.61926999e+04    7.24252104e-02
968      1.63644986e+04    7.17347083e-02
969      1.67080960e+04    7.03935741e-02
970      1.70516934e+04    6.91032349e-02
971      1.73952908e+04    6.78610963e-02
972      1.77388882e+04    6.66646152e-02
973      1.80824856e+04    6.55113836e-02
974      1.84260829e+04    6.43991466e-02
975      1.87696803e+04    6.33257994e-02
976      1.91132777e+04    6.22893780e-02
977      1.94568751e+04    6.12880487e-02
978      1.98004725e+04    6.03200979e-02
979      2.01440699e+04    5.93839221e-02
980      2.04876672e+04    5.84780201e-02
981      2.08312646e+04    5.76009842e-02
982      2.11748620e+04    5.67514934e-02
983      2.15184594e+04    5.59283069e-02
984      2.18620568e+04    5.51302582e-02
985      2.22056542e+04    5.43562492e-02
986      2.25492515e+04    5.36052458e-02
987      2.28928489e+04    5.28762731e-02
988      2.32364463e+04    5.21684113e-02
989      2.35800437e+04    5.14807917e-02
990      2.39236411e+04    5.08125936e-02
991      2.42672385e+04    5.01630408e-02
992      2.46108358e+04    4.95313987e-02
993      2.49544332e+04    4.89169715e-02
994      2.52980306e+04    4.83190999e-02
995      2.56416280e+04    4.77371588e-02
996      2.59852254e+04    4.71705547e-02
997      2.63288228e+04    4.66187244e-02
998      2.66724201e+04    4.60811327e-02
999      2.70160175e+04    4.55572709e-02
1000     2.73596149e+04    4.50466549e-02
1001     2.77032123e+04    4.45488245e-02
1002     2.80468097e+04    4.40633413e-02
1003     2.83904071e+04    4.35897875e-02
1004     2.90776018e+04    4.26766007e-02
1005     2.97647966e+04    4.18063495e-02
1006     3.04519914e+04    4.09765539e-02
1007     3.11391861e+04    4.01848202e-02
1008     3.18263809e+04    3.94289192e-02
1009     3.25135757e+04    3.87068009e-02
1010     3.32007704e+04    3.80165881e-02
1011     3.38879652e+04    3.73565651e-02
1012     3.45751600e+04    3.67251665e-02
1013     3.52623547e+04    3.61209663e-02
1014     3.59495495e+04    3.55426703e-02
1015     3.66367443e+04    3.49891094e-02
1016     3.73239390e+04    3.44592365e-02
1017     3.80111338e+04    3.39521258e-02
1018     3.86983286e+04    3.34669779e-02
1019     3.93855233e+04    3.30031302e-02
1020     4.00727181e+04    3.25600800e-02
1021     4.07599129e+04    3.21375288e-02
1022     4.14471076e+04    3.17354726e-02
1023     4.21343024e+04    3.13544122e-02
1024     4.28214972e+04    3.09959912e-02
1025     4.35086919e+04    3.06668600e-02
1026     4.36032629e+04    3.06250403e-02
1027     4.36978338e+04    3.05799635e-02
1028     4.37924047e+04    3.05323808e-02
1029     4.38869756e+04    3.04868204e-02
1030     4.39720894e+04    3.04499587e-02
1031     4.40572033e+04    3.04154127e-02
1032     4.41423171e+04    3.03755909e-02
1033     4.42120243e+04    3.03425905e-02
1034     4.42817314e+04    3.03122066e-02
1035     4.43514386e+04    3.02840545e-02
1036     4.44211458e+04    3.02526990e-02
1037     4.44838822e+04    3.02214822e-02
1038     4.45585488e+04    3.01853030e-02
1039     4.46257487e+04    3.01562369e-02
1040     4.46929486e+04    3.01292430e-02
1041     4.47601485e+04    3.00989508e-02
1042     4.48206284e+04    3.00718695e-02
1043     4.48811083e+04    3.00463631e-02
1044     4.49415882e+04    3.00200924e-02
1045     4.50020681e+04    2.99932911e-02
1046     4.50931915e+04    2.99578411e-02
1047     4.51675158e+04    2.99273516e-02
1048     4.52329665e+04    2.98982339e-02
1049     4.52984173e+04    2.98701216e-02
1050     4.53638681e+04    2.98434263e-02
1051     4.54947696e+04    2.97918935e-02
1052     4.56256711e+04    2.97369640e-02
1053     4.57360038e+04    2.96900349e-02
1054     4.58463365e+04    2.96449005e-02
1055     4.59566691e+04    2.95960059e-02
1056     4.60559685e+04    2.95503808e-02
1057     4.61552679e+04    2.95089193e-02
1058     4.62446374e+04    2.94740709e-02
1059     4.63340068e+04    2.94401576e-02
1060     4.64233763e+04    2.94047992e-02
1061     4.65127457e+04    2.93713569e-02
1062     4.66021152e+04    2.93377516e-02
1063     4.66914847e+04    2.93021272e-02
1064     4.67808541e+04    2.92679840e-02
1065     4.68702236e+04    2.92333183e-02
1066     4.69595930e+04    2.91988224e-02
1067     4.69707642e+04    2.91945485e-02
1068     4.69931066e+04    2.91863780e-02
1069     4.70377913e+04    2.91702289e-02
1070     4.70433769e+04    2.91690878e-02
1071     4.70447733e+04    2.91693642e-02
1072     4.70451224e+04    2.91695049e-02
1073     4.70458206e+04    2.91701305e-02
1074     4.70459951e+04    2.91704108e-02
1075     4.70463442e+04    2.91712239e-02
1076     4.70468534e+04    2.91743035e-02
1077     4.70473625e+04    2.91855546e-02
1078     4.70476764e+04    2.92012354e-02
1079     4.70479902e+04    2.92308286e-02
1080     4.70482646e+04    2.92760631e-02
1081     4.70484909e+04    2.93337066e-02
1082     4.70486946e+04    2.94070488e-02
1083     4.70488780e+04    2.94947972e-02
1084     4.70490614e+04    2.96067156e-02
1085     4.70492447e+04    2.97451832e-02
1086     4.70494281e+04    2.99110774e-02
1087     4.70496114e+04    3.01036688e-02
1088     4.70497948e+04    3.03208181e-02
1089     4.70499781e+04    3.05594071e-02
1090     4.70501615e+04    3.08158555e-02
1091     4.70503448e+04    3.10865821e-02
1092     4.70505282e+04    3.13683300e-02
1093     4.70507115e+04    3.16583378e-02
1094     4.70508949e+04    3.19543870e-02
1095     4.70510782e+04    3.22547683e-02
1096     4.70512616e+04    3.25582069e-02
1097     4.70514449e+04    3.28637760e-02
1098     4.70516283e+04    3.31708151e-02
1099     4.70518116e+04    3.34788601e-02
1100     4.70519950e+04    3.37875893e-02
1101     4.70523617e+04    3.44061993e-02
1102     4.70527284e+04    3.50256978e-02
1103     4.70530951e+04    3.56456389e-02
1104     4.70534618e+04    3.62657688e-02
1105     4.70541952e+04    3.75061290e-02
1106     4.70549286e+04    3.87464497e-02
1107     4.70563954e+04    4.12267503e-02
1108     4.70593290e+04    4.61858322e-02
1109     4.70651963e+04    5.60971184e-02
1110     4.70710635e+04    6.59978316e-02
1111     4.70769308e+04    7.58862733e-02
1112     4.70827981e+04    8.57606575e-02
1113     4.70886653e+04    9.56191747e-02
1114     4.70945326e+04    1.05460013e-01
1115     4.71003998e+04    1.15281365e-01
1116     4.71062671e+04    1.25081432e-01
1117     4.71121343e+04    1.34858424e-01
1118     4.71180016e+04    1.44610560e-01
1119     4.71238688e+04    1.54336074e-01
1120     4.71297361e+04    1.64033208e-01
1121     4.71356033e+04    1.73700219e-01
1122     4.71414706e+04    1.83335378e-01
1123     4.71473378e+04    1.92936968e-01
1124     4.71532051e+04    2.02503289e-01
1125     4.71590723e+04    2.12032655e-01
1126     4.71649396e+04    2.21523398e-01
1127     4.71708068e+04    2.30973866e-01
1128     4.71766741e+04    2.40382423e-01
1129     4.71825413e+04    2.49747454e-01
1130     4.71884086e+04    2.59067360e-01
1131     4.71942759e+04    2.68340561e-01
1132     4.72001431e+04    2.77565500e-01
1133     4.72060104e+04    2.86740636e-01
1134     4.72118776e+04    2.95864452e-01
1135     4.72177449e+04    3.04935448e-01
1136     4.72236121e+04    3.13952149e-01
1137     4.72294794e+04    3.22913101e-01
1138     4.72353466e+04    3.31816870e-01
1139     4.72412139e+04    3.40662047e-01
1140     4.72470811e+04    3.49447244e-01
1141     4.72529484e+04    3.58171096e-01
1142     4.72588156e+04    3.66832262e-01
1143     4.72646829e+04    3.75429424e-01
1144     4.72705501e+04    3.83961287e-01
1145     4.72764174e+04    3.92426580e-01
1146     4.72822846e+04    4.00824054e-01
1147     4.72881519e+04    4.09152485e-01
1148     4.72940191e+04    4.17410674e-01
1149     4.72998864e+04    4.25597443e-01
1150     4.73057536e+04    4.33711639e-01
1151     4.73116209e+04    4.41752130e-01
1152     4.73174882e+04    4.49717811e-01
1153     4.73233554e+04    4.57607597e-01
1154     4.73292227e+04    4.65420426e-01
1155     4.73350899e+04    4.73155259e-01
1156     4.73409572e+04    4.80811078e-01
1157     4.73468244e+04    4.88386889e-01
1158     4.73526917e+04    4.95881715e-01
1159     4.73585589e+04    5.03294603e-01
1160     4.73644262e+04    5.10624617e-01
1161     4.73702934e+04    5.17870843e-01
1162     4.73761607e+04    5.25032382e-01
1163     4.73820279e+04    5.32108355e-01
1164     4.73878952e+04    5.39097900e-01
1165     4.73937624e+04    5.46000167e-01
1166     4.73996297e+04    5.52814325e-01
1167     4.74054969e+04    5.59539552e-01
1168     4.74113642e+04    5.66175039e-01
1169     4.74172314e+04    5.72719989e-01
1170     4.74230987e+04    5.79173611e-01
1171     4.74289659e+04    5.85535122e-01
1172     4.74348332e+04    5.91803742e-01
1173     4.74407005e+04    5.97978694e-01
1174     4.74465677e+04    6.04059201e-01
1175     4.74524350e+04    6.10044480e-01
1176     4.74583022e+04    6.15933745e-01
1177     4.74641695e+04    6.21726197e-01
1178     4.74700367e+04    6.27421021e-01
1179     4.74759040e+04    6.33017386e-01
1180     4.74817712e+04    6.38514433e-01
1181     4.74876385e+04    6.43911273e-01
1182     4.74935057e+04    6.49206976e-01
1183     4.74993730e+04    6.54400567e-01
1184     4.75052402e+04    6.59491010e-01
1185     4.75111075e+04    6.64477202e-01
1186     4.75169747e+04    6.69357951e-01
1187     4.75228420e+04    6.74131965e-01
1188     4.75287092e+04    6.78797825e-01
1189     4.75345765e+04    6.83353960e-01
1190     4.75404437e+04    6.87798610e-01
1191     4.75463110e+04    6.92129783e-01
1192     4.75521783e+04    6.96345192e-01
1193     4.75580455e+04    7.00442182e-01
1194     4.75639128e+04    7.04417612e-01
1195     4.75697800e+04    7.08267703e-01
1196     4.75756473e+04    7.11987804e-01
1197     4.75809278e+04    7.15220124e-01
1198     4.75856803e+04    7.18030966e-01
1199     4.75904327e+04    7.20743341e-01
1200     4.75947100e+04    7.23094832e-01
1201     4.75985595e+04    7.25133032e-01
1202     4.76020240e+04    7.26898519e-01
1203     4.76051421e+04    7.28425894e-01
1204     4.76079484e+04    7.29744607e-01
1205     4.76104741e+04    7.30879592e-01
1206     4.76127373e+04    7.31847630e-01
1207     4.76146997e+04    7.32641769e-01
1208     4.76163812e+04    7.33280650e-01
1209     4.76178086e+04    7.33784400e-01
1210     4.76190082e+04    7.34171589e-01
1211     4.76200094e+04    7.34460425e-01
1212     4.76208400e+04    7.34667171e-01
1213     4.76215264e+04    7.34806205e-01
1214     4.76220916e+04    7.34889742e-01
1215     4.76225560e+04    7.34928064e-01
1216     4.76229370e+04    7.34929772e-01
1217     4.76232491e+04    7.34902060e-01
1218     4.76235052e+04    7.34851049e-01
1219     4.76237173e+04    7.34783046e-01
1220     4.76238076e+04    7.34747380e-01
1221     4.76238888e+04    7.34713292e-01
1222     4.76239619e+04    7.34682016e-01
1223     4.76240276e+04    7.34653709e-01
1224     4.76240868e+04    7.34628192e-01
1225     4.76241459e+04    7.34602665e-01
1226     4.76242643e+04    7.34551607e-01
1227     4.76245009e+04    7.34449505e-01
1228     4.76249742e+04    7.34245382e-01
1229     4.76254475e+04    7.34041371e-01
1230     4.76259208e+04    7.33837472e-01
1231     4.76263941e+04    7.33633685e-01
1232     4.76268674e+04    7.33430012e-01
1233     4.76273407e+04    7.33226452e-01
1234     4.76278140e+04    7.33023005e-01
1235     4.76282873e+04    7.32819671e-01
1236     4.76287606e+04    7.32616449e-01
1237     4.76297072e+04    7.32210345e-01
1238     4.76306538e+04    7.31804690e-01
1239     4.76316004e+04    7.31399484e-01
1240     4.76325470e+04    7.30994727e-01
1241     4.76334936e+04    7.30590418e-01
1242     4.76344402e+04    7.30186556e-01
1243     4.76353868e+04    7.29783141e-01
1244     4.76363334e+04    7.29380171e-01
1245     4.76372800e+04    7.28977646e-01
1246     4.76382266e+04    7.28575565e-01
1247     4.76391732e+04    7.28173928e-01
1248     4.76401198e+04    7.27772733e-01
1249     4.76410664e+04    7.27371981e-01
1250     4.76420130e+04    7.26971669e-01
1251     4.76429596e+04    7.26571798e-01
1252     4.76448528e+04    7.25773375e-01
1253     4.76467460e+04    7.24976704e-01
1254     4.76486392e+04    7.24181780e-01
1255     4.76505324e+04    7.23388598e-01
1256     4.76524256e+04    7.22597153e-01
1257     4.76543188e+04    7.21807438e-01
1258     4.76562120e+04    7.21019447e-01
1259     4.76581052e+04    7.20233176e-01
1260     4.76618916e+04    7.18665764e-01
1261     4.76656780e+04    7.17105157e-01
1262     4.76694644e+04    7.15551314e-01
1263     4.76732508e+04    7.14004192e-01
1264     4.76770372e+04    7.12463748e-01
1265     4.76846100e+04    7.09402686e-01
1266     4.76921828e+04    7.06367791e-01
1267     4.77073284e+04    7.00374987e-01
1268     4.77224740e+04    6.94482788e-01
1269     4.77376195e+04    6.88688859e-01
1270     4.77527651e+04    6.82990820e-01
1271     4.77679107e+04    6.77386330e-01
1272     4.77830563e+04    6.71873111e-01
1273     4.77982019e+04    6.66448953e-01
1274     4.78133475e+04    6.61111717e-01
1275     4.78284931e+04    6.55859330e-01
1276     4.78436387e+04    6.50689784e-01
1277     4.78587843e+04    6.45601135e-01
1278     4.78739299e+04    6.40591499e-01
1279     4.78890755e+04    6.35659050e-01
1280     4.79042210e+04    6.30802017e-01
1281     4.79193666e+04    6.26018685e-01
1282     4.79345122e+04    6.21307387e-01
1283     4.79496578e+04    6.16666510e-01
1284     4.79648034e+04    6.12094486e-01
1285     4.79799490e+04    6.07589793e-01
1286     4.79950946e+04    6.03150957e-01
1287     4.80102402e+04    5.98776542e-01
1288     4.80253858e+04    5.94465157e-01
1289     4.80405314e+04    5.90215449e-01
1290     4.80556770e+04    5.86026104e-01
1291     4.80708226e+04    5.81895846e-01
1292     4.80859681e+04    5.77823432e-01
1293     4.81011137e+04    5.73807657e-01
1294     4.81162593e+04    5.69847347e-01
1295     4.81314049e+04    5.65941361e-01
1296     4.81465505e+04    5.62088588e-01
1297     4.81616961e+04    5.58287949e-01
1298     4.81768417e+04    5.54538393e-01
1299     4.81919873e+04    5.50838897e-01
1300     4.82071329e+04    5.47188465e-01
1301     4.82222785e+04    5.43586127e-01
1302     4.82374241e+04    5.40030940e-01
1303     4.82525696e+04    5.36521983e-01
1304     4.82677152e+04    5.33058362e-01
1305     4.82828608e+04    5.29639202e-01
1306     4.82980064e+04    5.26263654e-01
1307     4.83131520e+04    5.22930888e-01
1308     4.83282976e+04    5.19640097e-01
1309     4.83434432e+04    5.16390492e-01
1310     4.83585888e+04    5.13181305e-01
1311     4.83737344e+04    5.10011787e-01
1312     4.83888800e+04    5.06881207e-01
1313     4.84040256e+04    5.03788851e-01
1314     4.84191711e+04    5.00734025e-01
1315     4.84343167e+04    4.97716049e-01
1316     4.84494623e+04    4.94734260e-01
1317     4.84646079e+04    4.91788011e-01
1318     4.84797535e+04    4.88876671e-01
1319     4.84948991e+04    4.85999624e-01
1320     4.85100447e+04    4.83156267e-01
1321     4.85251903e+04    4.80346011e-01
1322     4.85403359e+04    4.77568283e-01
1323     4.85554815e+04    4.74822520e-01
1324     4.85706271e+04    4.72108175e-01
1325     4.85857727e+04    4.69424711e-01
1326     4.86009182e+04    4.66771604e-01
1327     4.86160638e+04    4.64148342e-01
1328     4.86312094e+04    4.61554424e-01
1329     4.86463550e+04    4.58989362e-01
1330     4.86615006e+04    4.56452675e-01
1331     4.86766462e+04    4.53943897e-01
1332     4.86917918e+04    4.51462568e-01
1333     4.87069374e+04    4.49008242e-01
1334     4.87220830e+04    4.46580479e-01
1335     4.87372286e+04    4.44178851e-01
1336     4.87675197e+04    4.39452006e-01
1337     4.87978109e+04    4.34824481e-01
1338     4.88281021e+04    4.30293391e-01
1339     4.88583933e+04    4.25855823e-01
1340     4.88886845e+04    4.21508936e-01
1341     4.89189757e+04    4.17249986e-01
1342     4.89492668e+04    4.13076335e-01
1343     4.89795580e+04    4.08985446e-01
1344     4.90098492e+04    4.04974884e-01
1345     4.90401404e+04    4.01042304e-01
1346     4.90704316e+04    3.97185455e-01
1347     4.91007228e+04    3.93402171e-01
1348     4.91310139e+04    3.89690367e-01
1349     4.91613051e+04    3.86048036e-01
1350     4.91915963e+04    3.82473247e-01
1351     4.92218875e+04    3.78964138e-01
1352     4.92521787e+04    3.75518916e-01
1353     4.92824698e+04    3.72135852e-01
1354     4.93127610e+04    3.68813280e-01
1355     4.93430522e+04    3.65549592e-01
1356     4.93733434e+04    3.62343237e-01
1357     4.94036346e+04    3.59192717e-01
1358     4.94339258e+04    3.56096587e-01
1359     4.94642169e+04    3.53053451e-01
1360     4.94945081e+04    3.50061959e-01
1361     4.95247993e+04    3.47120810e-01
1362     4.95550905e+04    3.44228743e-01
1363     4.95853817e+04    3.41384541e-01
1364     4.96156729e+04    3.38587024e-01
1365     4.96459640e+04    3.35835053e-01
1366     4.96762552e+04    3.33127525e-01
1367     4.97065464e+04    3.30463373e-01
1368     4.97368376e+04    3.27841563e-01
