Index	TIME	N(YRXN!R1_000_CONC_XSPEC)	N(YRXN!R1_000_CONC_YSPEC)
479	7.25483517e+00	9.39848190e-01	1.58998098e+00
480	7.28629245e+00	9.35725507e-01	1.59606072e+00
481	7.31774973e+00	9.31733614e-01	1.60213730e+00
482	7.34920701e+00	9.27872301e-01	1.60820682e+00
483	7.38066429e+00	9.24141260e-01	1.61426549e+00
484	7.41212157e+00	9.20540088e-01	1.62030961e+00
485	7.44357885e+00	9.17068298e-01	1.62633560e+00
486	7.50649341e+00	9.10510148e-01	1.63831766e+00
487	7.56940797e+00	9.04461701e-01	1.65018659e+00
488	7.63232253e+00	8.98916691e-01	1.66191678e+00
489	7.69523709e+00	8.93868073e-01	1.67348383e+00
490	7.75815165e+00	8.89308182e-01	1.68486441e+00
491	7.82106621e+00	8.85228868e-01	1.69603617e+00
492	7.88398077e+00	8.81621615e-01	1.70697767e+00
493	7.94689533e+00	8.78477643e-01	1.71766827e+00
494	8.00980989e+00	8.75787992e-01	1.72808806e+00
495	8.07272445e+00	8.73543599e-01	1.73821780e+00
496	8.13563901e+00	8.71735353e-01	1.74803887e+00
497	8.19855357e+00	8.70354146e-01	1.75753324e+00
498	8.26146813e+00	8.69390907e-01	1.76668339e+00
499	8.32438269e+00	8.68836628e-01	1.77547232e+00
500	8.38729725e+00	8.68682385e-01	1.78388350e+00
501	8.45021181e+00	8.68919338e-01	1.79190089e+00
502	8.51312637e+00	8.69538733e-01	1.79950889e+00
503	8.57604093e+00	8.70531895e-01	1.80669240e+00
504	8.63895549e+00	8.71890205e-01	1.81343679e+00
505	8.70187005e+00	8.73605081e-01	1.81972794e+00
506	8.76478461e+00	8.75667942e-01	1.82555227e+00
507	8.82769917e+00	8.78070175e-01	1.83089676e+00
508	8.89061373e+00	8.80803083e-01	1.83574905e+00
509	8.95352829e+00	8.83857842e-01	1.84009741e+00
510	9.01644285e+00	8.87225442e-01	1.84393091e+00
511	9.07935741e+00	8.90896622e-01	1.84723941e+00
512	9.14227197e+00	8.94861808e-01	1.85001368e+00
513	9.20518653e+00	8.99111040e-01	1.85224550e+00
514	9.26810109e+00	9.03633896e-01	1.85392775e+00
515	9.33101565e+00	9.08419415e-01	1.85505453e+00
516	9.39393021e+00	9.13456014e-01	1.85562124e+00
517	9.45684477e+00	9.18731407e-01	1.85562477e+00
518	9.51975933e+00	9.24232524e-01	1.85506359e+00
519	9.58267389e+00	9.29945425e-01	1.85393785e+00
520	9.64558845e+00	9.35855224e-01	1.85224960e+00
521	9.70850301e+00	9.41946013e-01	1.85000285e+00
522	9.77141757e+00	9.48200793e-01	1.84720375e+00
523	9.83433213e+00	9.54601419e-01	1.84386070e+00
524	9.89724669e+00	9.61128543e-01	1.83998449e+00
525	9.96016125e+00	9.67761588e-01	1.83558836e+00
526	1.00230758e+01	9.74478722e-01	1.83068819e+00
527	1.00859904e+01	9.81256868e-01	1.82530248e+00
528	1.01489049e+01	9.88071718e-01	1.81945247e+00
529	1.02118195e+01	9.94897786e-01	1.81316214e+00
530	1.02747340e+01	1.00170848e+00	1.80645820e+00
531	1.03376486e+01	1.00847622e+00	1.79937008e+00
532	1.04005632e+01	1.01517253e+00	1.79192985e+00
533	1.04634777e+01	1.02176825e+00	1.78417206e+00
534	1.05263923e+01	1.02823373e+00	1.77613366e+00
535	1.05893068e+01	1.03453901e+00	1.76785372e+00
536	1.06522214e+01	1.04065410e+00	1.75937326e+00
537	1.07151360e+01	1.04654928e+00	1.75073490e+00
538	1.07780505e+01	1.05219536e+00	1.74198258e+00
539	1.08409651e+01	1.05756400e+00	1.73316121e+00
540	1.09038796e+01	1.06262805e+00	1.72431625e+00
541	1.09667942e+01	1.06736183e+00	1.71549334e+00
542	1.10297088e+01	1.07174151e+00	1.70673785e+00
543	1.10926233e+01	1.07574533e+00	1.69809449e+00
544	1.11555379e+01	1.07935395e+00	1.68960687e+00
545	1.12184524e+01	1.08255064e+00	1.68131710e+00
546	1.12813670e+01	1.08532155e+00	1.67326539e+00
547	1.13442816e+01	1.08765584e+00	1.66548970e+00
548	1.14071961e+01	1.08954581e+00	1.65802545e+00
549	1.14701107e+01	1.09098700e+00	1.65090518e+00
550	1.15330252e+01	1.09197821e+00	1.64415839e+00
551	1.15959398e+01	1.09252145e+00	1.63781129e+00
552	1.16588544e+01	1.09262189e+00	1.63188675e+00
553	1.17217689e+01	1.09228775e+00	1.62640413e+00
554	1.17846835e+01	1.09153011e+00	1.62137936e+00
555	1.18475980e+01	1.09036275e+00	1.61682486e+00
556	1.19105126e+01	1.08880190e+00	1.61274968e+00
557	1.19734272e+01	1.08686599e+00	1.60915956e+00
558	1.20363417e+01	1.08457538e+00	1.60605709e+00
559	1.20992563e+01	1.08195211e+00	1.60344186e+00
560	1.21621708e+01	1.07901958e+00	1.60131066e+00
561	1.22250854e+01	1.07580229e+00	1.59965768e+00
562	1.22880000e+01	1.07232553e+00	1.59847473e+00
563	1.23509145e+01	1.06861519e+00	1.59775147e+00
564	1.24138291e+01	1.06469741e+00	1.59747560e+00
565	1.24767436e+01	1.06059841e+00	1.59763312e+00
566	1.25396582e+01	1.05634429e+00	1.59820855e+00
567	1.26025728e+01	1.05196075e+00	1.59918511e+00
568	1.26654873e+01	1.04747301e+00	1.60054492e+00
569	1.27284019e+01	1.04290563e+00	1.60226924e+00
570	1.27913164e+01	1.03828234e+00	1.60433858e+00
571	1.28542310e+01	1.03362599e+00	1.60673289e+00
572	1.29171456e+01	1.02895843e+00	1.60943172e+00
573	1.29800601e+01	1.02430045e+00	1.61241432e+00
574	1.30429747e+01	1.01967173e+00	1.61565979e+00
575	1.31058892e+01	1.01509080e+00	1.61914718e+00
576	1.31688038e+01	1.01057502e+00	1.62285559e+00
577	1.32317184e+01	1.00614057e+00	1.62676422e+00
578	1.32946329e+01	1.00180244e+00	1.63085247e+00
579	1.33575475e+01	9.97574483e-01	1.63510003e+00
580	1.34204620e+01	9.93469382e-01	1.63948687e+00
581	1.34833766e+01	9.89498709e-01	1.64399332e+00
582	1.35462912e+01	9.85672949e-01	1.64860011e+00
583	1.36092057e+01	9.82001536e-01	1.65328840e+00
584	1.36721203e+01	9.78492889e-01	1.65803978e+00
585	1.37979494e+01	9.71995405e-01	1.66765227e+00
586	1.39237785e+01	9.66224976e-01	1.67730954e+00
587	1.40496076e+01	9.61217106e-01	1.68688236e+00
588	1.41754368e+01	9.56995228e-01	1.69624987e+00
589	1.43012659e+01	9.53572041e-01	1.70529968e+00
590	1.44270950e+01	9.50950665e-01	1.71392797e+00
591	1.45529241e+01	9.49125675e-01	1.72203961e+00
592	1.46787532e+01	9.48083980e-01	1.72954832e+00
593	1.48045824e+01	9.47805544e-01	1.73637682e+00
594	1.49304115e+01	9.48263967e-01	1.74245714e+00
595	1.50562406e+01	9.49426928e-01	1.74773091e+00
596	1.51820697e+01	9.51256516e-01	1.75214978e+00
597	1.53078988e+01	9.53709462e-01	1.75567585e+00
598	1.54337280e+01	9.56737319e-01	1.75828220e+00
599	1.55595571e+01	9.60286595e-01	1.75995333e+00
600	1.56853862e+01	9.64298897e-01	1.76068570e+00
601	1.58112153e+01	9.68711110e-01	1.76048813e+00
602	1.59370444e+01	9.73455656e-01	1.75938213e+00
603	1.60628736e+01	9.78460856e-01	1.75740209e+00
604	1.61887027e+01	9.83651453e-01	1.75459518e+00
605	1.63145318e+01	9.88949293e-01	1.75102115e+00
606	1.64403609e+01	9.94274216e-01	1.74675171e+00
607	1.65661900e+01	9.99545136e-01	1.74186964e+00
608	1.66920192e+01	1.00468132e+00	1.73646756e+00
609	1.68178483e+01	1.00960382e+00	1.73064631e+00
610	1.69436774e+01	1.01423709e+00	1.72451310e+00
611	1.70695065e+01	1.01851056e+00	1.71817933e+00
612	1.71953356e+01	1.02236033e+00	1.71175818e+00
613	1.73211648e+01	1.02573071e+00	1.70536218e+00
614	1.74469939e+01	1.02857559e+00	1.69910064e+00
615	1.75728230e+01	1.03085962e+00	1.69307727e+00
616	1.76986521e+01	1.03255899e+00	1.68738795e+00
617	1.78244812e+01	1.03366195e+00	1.68211873e+00
618	1.79503104e+01	1.03416884e+00	1.67734429e+00
619	1.80761395e+01	1.03409183e+00	1.67312671e+00
620	1.82019686e+01	1.03345417e+00	1.66951474e+00
621	1.83277977e+01	1.03228927e+00	1.66654342e+00
622	1.84536268e+01	1.03063936e+00	1.66423421e+00
623	1.85794560e+01	1.02855407e+00	1.66259537e+00
624	1.87052851e+01	1.02608884e+00	1.66162277e+00
625	1.88311142e+01	1.02330330e+00	1.66130082e+00
626	1.89569433e+01	1.02025971e+00	1.66160366e+00
627	1.90827724e+01	1.01702138e+00	1.66249647e+00
628	1.92086016e+01	1.01365133e+00	1.66393676e+00
629	1.93344307e+01	1.01021106e+00	1.66587573e+00
630	1.94602598e+01	1.00675949e+00	1.66825961e+00
631	1.95860889e+01	1.00335205e+00	1.67103089e+00
632	1.97119180e+01	1.00004006e+00	1.67412947e+00
633	1.98377472e+01	9.96870145e-01	1.67749377e+00
634	1.99635763e+01	9.93883914e-01	1.68106171e+00
635	2.00894054e+01	9.91117708e-01	1.68477153e+00
636	2.02152345e+01	9.88602496e-01	1.68856264e+00
637	2.04668928e+01	9.84428280e-01	1.69613037e+00
638	2.07185510e+01	9.81486682e-01	1.70336086e+00
639	2.09702092e+01	9.79840728e-01	1.70987295e+00
640	2.12218675e+01	9.79480690e-01	1.71535154e+00
641	2.14735257e+01	9.80332021e-01	1.71955694e+00
642	2.17251840e+01	9.82263702e-01	1.72233180e+00
643	2.19768422e+01	9.85097233e-01	1.72360522e+00
644	2.22285004e+01	9.88616492e-01	1.72339354e+00
645	2.24801587e+01	9.92578823e-01	1.72179738e+00
646	2.27318169e+01	9.96727587e-01	1.71899418e+00
647	2.29834752e+01	1.00080613e+00	1.71522597e+00
648	2.32351334e+01	1.00457264e+00	1.71078265e+00
649	2.34867916e+01	1.00781494e+00	1.70598164e+00
650	2.37384499e+01	1.01036374e+00	1.70114543e+00
651	2.39901081e+01	1.01210312e+00	1.69657906e+00
652	2.42417664e+01	1.01297664e+00	1.69254978e+00
653	2.44934246e+01	1.01298849e+00	1.68927076e+00
654	2.47450828e+01	1.01219958e+00	1.68689028e+00
655	2.49967411e+01	1.01071909e+00	1.68548693e+00
656	2.52483993e+01	1.00869278e+00	1.68507066e+00
657	2.55000576e+01	1.00628948e+00	1.68558876e+00
658	2.57517158e+01	1.00368734e+00	1.68693552e+00
659	2.60033740e+01	1.00106112e+00	1.68896425e+00
660	2.62550323e+01	9.98571388e-01	1.69150022e+00
661	2.65066905e+01	9.96356106e-01	1.69435377e+00
662	2.67583488e+01	9.94524860e-01	1.69733246e+00
663	2.70100070e+01	9.93155455e-01	1.70025204e+00
664	2.75133235e+01	9.91933394e-01	1.70522661e+00
665	2.80166400e+01	9.92644156e-01	1.70839704e+00
666	2.85199564e+01	9.94879956e-01	1.70930090e+00
667	2.90232729e+01	9.97959271e-01	1.70802365e+00
668	2.95265894e+01	1.00109817e+00	1.70512195e+00
669	3.00000000e+01	1.00347275e+00	1.70166542e+00
End of Xyce(TM) Simulation
