Index        TIME               V(OUT)               V(IN)               V(1)        
84       1.5063658939e-06    1.1576498028e-01    4.0546221097e-01    0.0000000000e+00
85       1.5064632226e-06    8.1457062353e-02    4.0136103104e-01    0.0000000000e+00
86       1.5066578799e-06    4.9700613026e-02    3.8760541676e-01    0.0000000000e+00
87       1.5068330715e-06    3.3834275871e-02    3.6533424870e-01    0.0000000000e+00
88       1.5069907440e-06    2.4150468501e-02    3.3935230294e-01    0.0000000000e+00
89       1.5071484164e-06    1.7956602919e-02    3.1177673626e-01    0.0000000000e+00
90       1.5074637613e-06    1.1270720167e-02    2.5827336799e-01    0.0000000000e+00
91       1.5077791062e-06    7.4329308116e-03    2.1019538948e-01    0.0000000000e+00
92       1.5080944511e-06    4.9052994532e-03    1.6863167287e-01    0.0000000000e+00
93       1.5084097960e-06    3.1745112117e-03    1.3381961327e-01    0.0000000000e+00
94       1.5090404858e-06    1.4317334341e-03    8.1891276875e-02    0.0000000000e+00
95       1.5096711756e-06    6.0449672964e-04    4.8929405294e-02    0.0000000000e+00
96       1.5103018653e-06    3.6744988876e-04    2.8852974181e-02    0.0000000000e+00
97       1.5115632449e-06    3.7037167359e-05    9.0312305438e-03    0.0000000000e+00
98       1.5128246245e-06    6.7598386568e-05    2.7684208939e-03    0.0000000000e+00
99       1.5153473836e-06   -4.3177600310e-05   -7.8081814520e-05    0.0000000000e+00
100      1.5178701427e-06    4.2361237070e-05    2.2942981038e-07    0.0000000000e+00
101      1.5229156610e-06   -4.2300714328e-05    1.1661653881e-06    0.0000000000e+00
102      1.5279611792e-06    4.2259584487e-05   -1.6279154934e-06    0.0000000000e+00
103      1.5380522157e-06   -4.2236607754e-05    1.7123528196e-06    0.0000000000e+00
104      1.5582342887e-06    4.2230368505e-05   -1.7378293797e-06    0.0000000000e+00
105      1.5985984347e-06   -4.2222431011e-05    1.7476037481e-06    0.0000000000e+00
106      1.6793267266e-06    4.2223367922e-05   -1.7518624439e-06    0.0000000000e+00
107      1.8407833106e-06   -4.2218950480e-05    1.7538468449e-06    0.0000000000e+00
108      2.1417833106e-06    4.2221590389e-05   -1.7548730415e-06    0.0000000000e+00
109      2.4427833106e-06   -4.2217711300e-05    1.7558731818e-06    0.0000000000e+00
110      2.7437833106e-06    4.2220352633e-05   -1.7568477044e-06    0.0000000000e+00
111      3.0050000000e-06   -4.2216380849e-05    1.7579394550e-06    0.0000000000e+00
112      3.0050312500e-06    3.5604240868e-05    1.0566927689e-03    3.1250000000e-02
113      3.0050937500e-06    2.3149804541e-04    6.6855941341e-03    9.3750000000e-02
114      3.0051562500e-06    4.7010069556e-04    1.3983187066e-02    1.5625000000e-01
115      3.0052812500e-06    1.0460012661e-03    3.7876484188e-02    2.8125000000e-01
116      3.0054062500e-06    1.5530355718e-03    7.2988420084e-02    4.0625000000e-01
117      3.0056562500e-06    2.1584328604e-03    1.7124741242e-01    6.5625000000e-01
118      3.0059062500e-06    2.3829919069e-03    3.0078143694e-01    9.0625000000e-01
119      3.0061562500e-06    2.4200536260e-03    4.5492316630e-01    1.1562500000e+00
120      3.0064062500e-06    2.3859273846e-03    6.2855319528e-01    1.4062500000e+00
121      3.0069062500e-06    2.3771524929e-03    1.0210076661e+00    1.9062500000e+00
122      3.0074062500e-06    2.9186855011e-03    1.4791724202e+00    2.4062500000e+00
123      3.0079062500e-06    2.1511084243e-03    1.9708257711e+00    2.9062500000e+00
124      3.0084062500e-06   -2.5415562034e-03    2.4492982379e+00    3.4062500000e+00
125      3.0088562500e-06   -9.3346751584e-03    2.8661711481e+00    3.8562500000e+00
126      3.0092519670e-06   -1.9009175127e-02    3.2146420320e+00    4.2519669601e+00
127      3.0092933422e-06   -2.0482027714e-02    3.2504772754e+00    4.2933421617e+00
128      3.0093347174e-06   -2.2396821747e-02    3.2874695582e+00    4.3347173633e+00
129      3.0094174678e-06   -3.0249747635e-02    3.3801453726e+00    4.4174677665e+00
130      3.0095002182e-06   -4.2635306684e-02    3.4982315869e+00    4.5002181696e+00
131      3.0095829686e-06   -5.5521703787e-02    3.6173839736e+00    4.5829685728e+00
132      3.0096657190e-06   -7.3688346134e-02    3.7418338310e+00    4.6657189760e+00
133      3.0097401943e-06   -9.2587966964e-02    3.8439141001e+00    4.7401943389e+00
134      3.0098146697e-06   -1.0458825572e-01    3.9302512820e+00    4.8146697017e+00
135      3.0098891451e-06   -1.1315003729e-01    4.0063686277e+00    4.8891450646e+00
136      3.0099636204e-06   -1.1866168001e-01    4.0759644732e+00    4.9636204275e+00
137      3.0100000000e-06   -1.1952813371e-01    4.1086835505e+00    5.0000000000e+00
138      3.0100074475e-06   -1.1943141795e-01    4.1153663812e+00    5.0000000000e+00
139      3.0100129358e-06   -1.1932768807e-01    4.1202567277e+00    5.0000000000e+00
140      3.0100239125e-06   -1.1904496480e-01    4.1299777313e+00    5.0000000000e+00
141      3.0100458657e-06   -1.1795714995e-01    4.1490902644e+00    5.0000000000e+00
142      3.0100897721e-06   -1.1342239478e-01    4.1860662412e+00    5.0000000000e+00
143      3.0101775850e-06   -9.3173540945e-02    4.2552768563e+00    5.0000000000e+00
144      3.0102653979e-06   -5.4705263674e-02    4.3185722372e+00    5.0000000000e+00
145      3.0103532108e-06    7.5393851512e-03    4.3764546060e+00    5.0000000000e+00
146      3.0104410237e-06    1.0220910695e-01    4.4293851955e+00    5.0000000000e+00
147      3.0105288366e-06    2.4738469229e-01    4.4725866163e+00    5.0000000000e+00
148      3.0106078682e-06    4.5521056203e-01    4.5006927626e+00    5.0000000000e+00
149      3.0106166052e-06    4.8564733977e-01    4.5032614937e+00    5.0000000000e+00
150      3.0106253421e-06    5.1823258680e-01    4.5057403954e+00    5.0000000000e+00
151      3.0106428161e-06    5.9674877976e-01    4.5103298961e+00    5.0000000000e+00
152      3.0106602900e-06    7.0466544053e-01    4.5142307640e+00    5.0000000000e+00
153      3.0106777639e-06    8.4051569889e-01    4.5175227666e+00    5.0000000000e+00
154      3.0106952379e-06    9.8516290504e-01    4.5206111280e+00    5.0000000000e+00
155      3.0107127118e-06    1.1387531131e+00    4.5234691236e+00    5.0000000000e+00
156      3.0107301858e-06    1.3009099948e+00    4.5261663502e+00    5.0000000000e+00
157      3.0107476597e-06    1.4707430089e+00    4.5287213041e+00    5.0000000000e+00
158      3.0107826076e-06    1.8319203811e+00    4.5335278890e+00    5.0000000000e+00
159      3.0108175555e-06    2.2171839903e+00    4.5380806553e+00    5.0000000000e+00
160      3.0108525033e-06    2.5916169483e+00    4.5433956999e+00    5.0000000000e+00
161      3.0108839564e-06    2.8635789757e+00    4.5500780106e+00    5.0000000000e+00
162      3.0109094812e-06    3.0329924747e+00    4.5565374176e+00    5.0000000000e+00
163      3.0109350060e-06    3.1782760018e+00    4.5633203347e+00    5.0000000000e+00
164      3.0109860556e-06    3.4255388768e+00    4.5770101350e+00    5.0000000000e+00
165      3.0110371052e-06    3.6299721050e+00    4.5903428533e+00    5.0000000000e+00
166      3.0110881547e-06    3.8026818339e+00    4.6029842867e+00    5.0000000000e+00
167      3.0111392043e-06    3.9482197199e+00    4.6148634230e+00    5.0000000000e+00
168      3.0111902539e-06    4.0712162664e+00    4.6259970732e+00    5.0000000000e+00
169      3.0112413035e-06    4.1746124247e+00    4.6364623481e+00    5.0000000000e+00
170      3.0112923531e-06    4.2617210447e+00    4.6463606396e+00    5.0000000000e+00
171      3.0113434026e-06    4.3351139380e+00    4.6558779271e+00    5.0000000000e+00
172      3.0113944522e-06    4.3976598196e+00    4.6652019136e+00    5.0000000000e+00
173      3.0114455018e-06    4.4509360761e+00    4.6743997811e+00    5.0000000000e+00
174      3.0115476010e-06    4.5358971614e+00    4.6925121709e+00    5.0000000000e+00
175      3.0116497001e-06    4.5979709258e+00    4.7102957485e+00    5.0000000000e+00
176      3.0117517993e-06    4.6439940230e+00    4.7277554871e+00    5.0000000000e+00
177      3.0118538985e-06    4.6782118945e+00    4.7447819681e+00    5.0000000000e+00
178      3.0119559976e-06    4.7041713695e+00    4.7613053040e+00    5.0000000000e+00
179      3.0121601959e-06    4.7404312807e+00    4.7927120428e+00    5.0000000000e+00
180      3.0123643943e-06    4.7632636242e+00    4.8216276120e+00    5.0000000000e+00
181      3.0125685926e-06    4.7779986058e+00    4.8476927331e+00    5.0000000000e+00
182      3.0127727909e-06    4.7877182924e+00    4.8707468082e+00    5.0000000000e+00
183      3.0131811875e-06    4.7984119914e+00    4.9082750673e+00    5.0000000000e+00
184      3.0135895842e-06    4.8028303681e+00    4.9357399833e+00    5.0000000000e+00
185      3.0139979808e-06    4.8045579615e+00    4.9553014664e+00    5.0000000000e+00
186      3.0148147741e-06    4.8057860383e+00    4.9791282710e+00    5.0000000000e+00
187      3.0156315674e-06    4.8059078466e+00    4.9903338037e+00    5.0000000000e+00
188      3.0172651540e-06    4.8060570907e+00    4.9985207241e+00    5.0000000000e+00
189      3.0188987406e-06    4.8060194018e+00    4.9997741498e+00    5.0000000000e+00
190      3.0221659137e-06    4.8060741503e+00    5.0000427396e+00    5.0000000000e+00
191      3.0254330869e-06    4.8060220037e+00    4.9999920496e+00    5.0000000000e+00
192      3.0319674331e-06    4.8060736656e+00    5.0000038104e+00    5.0000000000e+00
193      3.0450361257e-06    4.8060220744e+00    4.9999973555e+00    5.0000000000e+00
194      3.0711735109e-06    4.8060736436e+00    5.0000021990e+00    5.0000000000e+00
195      3.1234482813e-06    4.8060220832e+00    4.9999979964e+00    5.0000000000e+00
196      3.2279978221e-06    4.8060736397e+00    5.0000019120e+00    5.0000000000e+00
197      3.4370969036e-06    4.8060220851e+00    4.9999981324e+00    5.0000000000e+00
198      3.7380969036e-06    4.8060736386e+00    5.0000018374e+00    5.0000000000e+00
199      4.0390969036e-06    4.8060220859e+00    4.9999981925e+00    5.0000000000e+00
200      4.3400969036e-06    4.8060736378e+00    5.0000017782e+00    5.0000000000e+00
201      4.5100000000e-06    4.8060220870e+00    4.9999982728e+00    5.0000000000e+00
202      4.5100312500e-06    4.8060029730e+00    4.9991043128e+00    4.9687500000e+00
203      4.5100937500e-06    4.8057796952e+00    4.9940014799e+00    4.9062500000e+00
204      4.5101562500e-06    4.8055086764e+00    4.9872914329e+00    4.8437500000e+00
205      4.5102812500e-06    4.8048584209e+00    4.9647781980e+00    4.7187500000e+00
206      4.5104062500e-06    4.8042864294e+00    4.9311660906e+00    4.5937500000e+00
207      4.5106562500e-06    4.8036790986e+00    4.8358866755e+00    4.3437500000e+00
208      4.5109062500e-06    4.8036254712e+00    4.7090129068e+00    4.0937500000e+00
209      4.5111562500e-06    4.8038382490e+00    4.5570426962e+00    3.8437500000e+00
210      4.5114062500e-06    4.8041235342e+00    4.3851035472e+00    3.5937500000e+00
211      4.5116562500e-06    4.8043914594e+00    4.1972589762e+00    3.3437500000e+00
212      4.5121562500e-06    4.8032707686e+00    3.7221762948e+00    2.8437500000e+00
213      4.5125859566e-06    4.8038640884e+00    3.2513167304e+00    2.4140434121e+00
214      4.5130156632e-06    4.8114048181e+00    2.8260928075e+00    1.9843368242e+00
215      4.5133818666e-06    4.8213475069e+00    2.4670677518e+00    1.6181333809e+00
216      4.5137480701e-06    4.8373559029e+00    2.1144529553e+00    1.2519299375e+00
217      4.5137994548e-06    4.8403868596e+00    2.0650828183e+00    1.2005452295e+00
218      4.5138508395e-06    4.8436525192e+00    2.0157744326e+00    1.1491605215e+00
219      4.5139536089e-06    4.8522331605e+00    1.9149534537e+00    1.0463911055e+00
220      4.5140563783e-06    4.8659761415e+00    1.8036720044e+00    9.4362168949e-01
221      4.5141591477e-06    4.8843340474e+00    1.6839314285e+00    8.4085227347e-01
222      4.5142619171e-06    4.9031046368e+00    1.5658058261e+00    7.3808285745e-01
223      4.5143646866e-06    4.9238057850e+00    1.4469953714e+00    6.3531344144e-01
224      4.5144674560e-06    4.9457619138e+00    1.3271585032e+00    5.3254402542e-01
225      4.5145702254e-06    4.9650247917e+00    1.2122614688e+00    4.2977460940e-01
226      4.5146729948e-06    4.9809335641e+00    1.1065667341e+00    3.2700519338e-01
227      4.5147757642e-06    4.9907801375e+00    1.0074763309e+00    2.2423577736e-01
228      4.5148785336e-06    4.9903333377e+00    9.1114865435e-01    1.2146636134e-01
229      4.5149813031e-06    4.9758517401e+00    8.1436564242e-01    1.8696945327e-02
230      4.5150000000e-06    4.9714962080e+00    7.9672124459e-01    4.7162274086e-13
231      4.5150102769e-06    4.9687627953e+00    7.8712064420e-01    0.0000000000e+00
232      4.5150175850e-06    4.9667267175e+00    7.8036081602e-01    0.0000000000e+00
233      4.5150322013e-06    4.9624585683e+00    7.6696064983e-01    0.0000000000e+00
234      4.5150614337e-06    4.9527157811e+00    7.4084866439e-01    0.0000000000e+00
235      4.5151198985e-06    4.9280518435e+00    6.9125398231e-01    0.0000000000e+00
236      4.5152368282e-06    4.8548376944e+00    6.0173308258e-01    0.0000000000e+00
237      4.5153537578e-06    4.7431039544e+00    5.2442971886e-01    0.0000000000e+00
238      4.5154706875e-06    4.5753995932e+00    4.7177142522e-01    0.0000000000e+00
239      4.5155737833e-06    4.3617093832e+00    4.4443118309e-01    0.0000000000e+00
240      4.5155862721e-06    4.3301783127e+00    4.4182626510e-01    0.0000000000e+00
241      4.5156112497e-06    4.2627552164e+00    4.3688525374e-01    0.0000000000e+00
242      4.5156362273e-06    4.1854375958e+00    4.3242612533e-01    0.0000000000e+00
243      4.5156612050e-06    4.0910066678e+00    4.2858534096e-01    0.0000000000e+00
244      4.5156861826e-06    3.9493802500e+00    4.2616766757e-01    0.0000000000e+00
245      4.5157084369e-06    3.7503146142e+00    4.2620326721e-01    0.0000000000e+00
246      4.5157275074e-06    3.5525601147e+00    4.2720267326e-01    0.0000000000e+00
247      4.5157465780e-06    3.3525933489e+00    4.2846042944e-01    0.0000000000e+00
248      4.5157656486e-06    3.1410224565e+00    4.2988210720e-01    0.0000000000e+00
249      4.5157847192e-06    2.9225026768e+00    4.3137170347e-01    0.0000000000e+00
250      4.5158037897e-06    2.6961130268e+00    4.3293592734e-01    0.0000000000e+00
251      4.5158228603e-06    2.4634525801e+00    4.3450496294e-01    0.0000000000e+00
252      4.5158610015e-06    1.9883832710e+00    4.3749444101e-01    0.0000000000e+00
253      4.5158670845e-06    1.9151927096e+00    4.3785837965e-01    0.0000000000e+00
254      4.5158792506e-06    1.7833227775e+00    4.3827243369e-01    0.0000000000e+00
255      4.5158914167e-06    1.6651414978e+00    4.3816003250e-01    0.0000000000e+00
256      4.5159035828e-06    1.5551161705e+00    4.3761195131e-01    0.0000000000e+00
257      4.5159279149e-06    1.3578952221e+00    4.3561449391e-01    0.0000000000e+00
258      4.5159522471e-06    1.1829536700e+00    4.3293013103e-01    0.0000000000e+00
259      4.5159765793e-06    1.0286683599e+00    4.3000062259e-01    0.0000000000e+00
260      4.5160009115e-06    8.9155970520e-01    4.2709645338e-01    0.0000000000e+00
261      4.5160252436e-06    7.7149756848e-01    4.2435120973e-01    0.0000000000e+00
262      4.5160495758e-06    6.6592794208e-01    4.2184916630e-01    0.0000000000e+00
263      4.5160739080e-06    5.7456909416e-01    4.1961459226e-01    0.0000000000e+00
264      4.5160982402e-06    4.9514971209e-01    4.1765601095e-01    0.0000000000e+00
265      4.5161225723e-06    4.2716619546e-01    4.1595153680e-01    0.0000000000e+00
266      4.5161469045e-06    3.6861710354e-01    4.1447627225e-01    0.0000000000e+00
267      4.5161712367e-06    3.1892904736e-01    4.1319088170e-01    0.0000000000e+00
268      4.5162199010e-06    2.4011463182e-01    4.1102223727e-01    0.0000000000e+00
269      4.5162685654e-06    1.8392471529e-01    4.0916372033e-01    0.0000000000e+00
270      4.5163172297e-06    1.4379874464e-01    4.0735594006e-01    0.0000000000e+00
271      4.5163658941e-06    1.1576489942e-01    4.0546220604e-01    0.0000000000e+00
272      4.5164632228e-06    8.1457014966e-02    4.0136102369e-01    0.0000000000e+00
273      4.5166578802e-06    4.9700584088e-02    3.8760539124e-01    0.0000000000e+00
274      4.5168330718e-06    3.3834251894e-02    3.6533420132e-01    0.0000000000e+00
275      4.5169907443e-06    2.4150451657e-02    3.3935224206e-01    0.0000000000e+00
276      4.5171484168e-06    1.7956591422e-02    3.1177666663e-01    0.0000000000e+00
277      4.5174637618e-06    1.1270713105e-02    2.5827328875e-01    0.0000000000e+00
278      4.5177791068e-06    7.4329248088e-03    2.1019530646e-01    0.0000000000e+00
279      4.5180944518e-06    4.9052950283e-03    1.6863159090e-01    0.0000000000e+00
280      4.5184097968e-06    3.1745079429e-03    1.3381953602e-01    0.0000000000e+00
281      4.5190404867e-06    1.4317317304e-03    8.1891214048e-02    0.0000000000e+00
282      4.5196711767e-06    6.0449586852e-04    4.8929358614e-02    0.0000000000e+00
283      4.5203018667e-06    3.6744941233e-04    2.8852941351e-02    0.0000000000e+00
284      4.5215632466e-06    3.7037044022e-05    9.0312161752e-03    0.0000000000e+00
285      4.5228246265e-06    6.7598324072e-05    2.7684152338e-03    0.0000000000e+00
286      4.5253473864e-06   -4.3177590761e-05   -7.8082048813e-05    0.0000000000e+00
287      4.5278701463e-06    4.2361225322e-05    2.2943661262e-07    0.0000000000e+00
288      4.5329156660e-06   -4.2300702402e-05    1.1661703036e-06    0.0000000000e+00
289      4.5379611858e-06    4.2259572455e-05   -1.6279246610e-06    0.0000000000e+00
290      4.5480522253e-06   -4.2236595680e-05    1.7123628693e-06    0.0000000000e+00
291      4.5682343043e-06    4.2230356414e-05   -1.7378397191e-06    0.0000000000e+00
292      4.6085984622e-06   -4.2222418911e-05    1.7476142046e-06    0.0000000000e+00
293      4.6893267781e-06    4.2223355817e-05   -1.7518729530e-06    0.0000000000e+00
294      4.8507834100e-06   -4.2218938373e-05    1.7538573789e-06    0.0000000000e+00
295      5.1517834100e-06    4.2221578280e-05   -1.7548835888e-06    0.0000000000e+00
296      5.4527834100e-06   -4.2217699190e-05    1.7558837422e-06    0.0000000000e+00
297      5.7537834100e-06    4.2220340521e-05   -1.7568582776e-06    0.0000000000e+00
298      6.0150000000e-06   -4.2216368735e-05    1.7579500430e-06    0.0000000000e+00
299      6.0150312500e-06    3.5604239560e-05    1.0566927727e-03    3.1249999999e-02
300      6.0150937500e-06    2.3149804488e-04    6.6855941344e-03    9.3749999999e-02
301      6.0151562500e-06    4.7010069562e-04    1.3983187064e-02    1.5625000000e-01
302      6.0152812500e-06    1.0460012661e-03    3.7876484187e-02    2.8125000000e-01
303      6.0154062500e-06    1.5530355718e-03    7.2988420083e-02    4.0625000000e-01
304      6.0156562500e-06    2.1584328604e-03    1.7124741242e-01    6.5625000000e-01
305      6.0159062500e-06    2.3829919069e-03    3.0078143694e-01    9.0625000000e-01
306      6.0161562500e-06    2.4200536260e-03    4.5492316630e-01    1.1562500000e+00
307      6.0164062500e-06    2.3859273846e-03    6.2855319527e-01    1.4062500000e+00
308      6.0169062500e-06    2.3771524929e-03    1.0210076661e+00    1.9062500000e+00
309      6.0174062500e-06    2.9186855010e-03    1.4791724202e+00    2.4062500000e+00
310      6.0179062500e-06    2.1511084243e-03    1.9708257711e+00    2.9062500000e+00
311      6.0184062500e-06   -2.5415562034e-03    2.4492982379e+00    3.4062500000e+00
312      6.0188562500e-06   -9.3346751584e-03    2.8661711481e+00    3.8562500000e+00
313      6.0192519670e-06   -1.9009175127e-02    3.2146420320e+00    4.2519669601e+00
314      6.0192933422e-06   -2.0482027714e-02    3.2504772754e+00    4.2933421617e+00
315      6.0193347174e-06   -2.2396821747e-02    3.2874695582e+00    4.3347173633e+00
316      6.0194174678e-06   -3.0249747635e-02    3.3801453726e+00    4.4174677665e+00
317      6.0195002182e-06   -4.2635306684e-02    3.4982315869e+00    4.5002181696e+00
318      6.0195829686e-06   -5.5521703787e-02    3.6173839736e+00    4.5829685728e+00
319      6.0196657190e-06   -7.3688346134e-02    3.7418338310e+00    4.6657189760e+00
320      6.0197401943e-06   -9.2587966964e-02    3.8439141001e+00    4.7401943389e+00
321      6.0198146697e-06   -1.0458825572e-01    3.9302512820e+00    4.8146697017e+00
322      6.0198891451e-06   -1.1315003729e-01    4.0063686277e+00    4.8891450646e+00
323      6.0199636204e-06   -1.1866168001e-01    4.0759644732e+00    4.9636204275e+00
324      6.0200000000e-06   -1.1952813371e-01    4.1086835505e+00    5.0000000000e+00
325      6.0200074475e-06   -1.1943141795e-01    4.1153663812e+00    5.0000000000e+00
326      6.0200129358e-06   -1.1932768807e-01    4.1202567277e+00    5.0000000000e+00
327      6.0200239125e-06   -1.1904496480e-01    4.1299777313e+00    5.0000000000e+00
328      6.0200458657e-06   -1.1795714995e-01    4.1490902644e+00    5.0000000000e+00
329      6.0200897721e-06   -1.1342239478e-01    4.1860662412e+00    5.0000000000e+00
330      6.0201775850e-06   -9.3173540944e-02    4.2552768563e+00    5.0000000000e+00
331      6.0202653979e-06   -5.4705263672e-02    4.3185722372e+00    5.0000000000e+00
332      6.0203532108e-06    7.5393851533e-03    4.3764546060e+00    5.0000000000e+00
333      6.0204410237e-06    1.0220910695e-01    4.4293851955e+00    5.0000000000e+00
334      6.0205288366e-06    2.4738469229e-01    4.4725866163e+00    5.0000000000e+00
335      6.0206078682e-06    4.5521056204e-01    4.5006927626e+00    5.0000000000e+00
336      6.0206166052e-06    4.8564733978e-01    4.5032614937e+00    5.0000000000e+00
337      6.0206253421e-06    5.1823258681e-01    4.5057403954e+00    5.0000000000e+00
338      6.0206428161e-06    5.9674877978e-01    4.5103298961e+00    5.0000000000e+00
339      6.0206602900e-06    7.0466544055e-01    4.5142307640e+00    5.0000000000e+00
340      6.0206777639e-06    8.4051569890e-01    4.5175227666e+00    5.0000000000e+00
341      6.0206952379e-06    9.8516290505e-01    4.5206111280e+00    5.0000000000e+00
342      6.0207127118e-06    1.1387531131e+00    4.5234691236e+00    5.0000000000e+00
343      6.0207301858e-06    1.3009099948e+00    4.5261663502e+00    5.0000000000e+00
344      6.0207476597e-06    1.4707430089e+00    4.5287213041e+00    5.0000000000e+00
345      6.0207826076e-06    1.8319203811e+00    4.5335278890e+00    5.0000000000e+00
346      6.0208175555e-06    2.2171839904e+00    4.5380806553e+00    5.0000000000e+00
347      6.0208525033e-06    2.5916169483e+00    4.5433956999e+00    5.0000000000e+00
348      6.0208839564e-06    2.8635789757e+00    4.5500780106e+00    5.0000000000e+00
349      6.0209094812e-06    3.0329924747e+00    4.5565374176e+00    5.0000000000e+00
350      6.0209350060e-06    3.1782760018e+00    4.5633203347e+00    5.0000000000e+00
351      6.0209860556e-06    3.4255388768e+00    4.5770101350e+00    5.0000000000e+00
352      6.0210371052e-06    3.6299721050e+00    4.5903428533e+00    5.0000000000e+00
353      6.0210881547e-06    3.8026818339e+00    4.6029842867e+00    5.0000000000e+00
354      6.0211392043e-06    3.9482197199e+00    4.6148634230e+00    5.0000000000e+00
355      6.0211902539e-06    4.0712162664e+00    4.6259970732e+00    5.0000000000e+00
356      6.0212413035e-06    4.1746124247e+00    4.6364623481e+00    5.0000000000e+00
357      6.0212923531e-06    4.2617210447e+00    4.6463606396e+00    5.0000000000e+00
358      6.0213434026e-06    4.3351139380e+00    4.6558779271e+00    5.0000000000e+00
359      6.0213944522e-06    4.3976598196e+00    4.6652019136e+00    5.0000000000e+00
360      6.0214455018e-06    4.4509360761e+00    4.6743997811e+00    5.0000000000e+00
361      6.0215476010e-06    4.5358971614e+00    4.6925121709e+00    5.0000000000e+00
362      6.0216497001e-06    4.5979709258e+00    4.7102957485e+00    5.0000000000e+00
363      6.0217517993e-06    4.6439940230e+00    4.7277554871e+00    5.0000000000e+00
364      6.0218538985e-06    4.6782118945e+00    4.7447819681e+00    5.0000000000e+00
365      6.0219559976e-06    4.7041713695e+00    4.7613053040e+00    5.0000000000e+00
366      6.0221601959e-06    4.7404312807e+00    4.7927120428e+00    5.0000000000e+00
367      6.0223643943e-06    4.7632636242e+00    4.8216276120e+00    5.0000000000e+00
368      6.0225685926e-06    4.7779986058e+00    4.8476927331e+00    5.0000000000e+00
369      6.0227727909e-06    4.7877182924e+00    4.8707468082e+00    5.0000000000e+00
370      6.0231811875e-06    4.7984119914e+00    4.9082750673e+00    5.0000000000e+00
371      6.0235895842e-06    4.8028303681e+00    4.9357399833e+00    5.0000000000e+00
372      6.0239979808e-06    4.8045579615e+00    4.9553014664e+00    5.0000000000e+00
373      6.0248147741e-06    4.8057860383e+00    4.9791282710e+00    5.0000000000e+00
374      6.0256315674e-06    4.8059078466e+00    4.9903338037e+00    5.0000000000e+00
375      6.0272651540e-06    4.8060570907e+00    4.9985207241e+00    5.0000000000e+00
376      6.0288987406e-06    4.8060194018e+00    4.9997741498e+00    5.0000000000e+00
377      6.0321659137e-06    4.8060741503e+00    5.0000427396e+00    5.0000000000e+00
378      6.0354330869e-06    4.8060220037e+00    4.9999920496e+00    5.0000000000e+00
379      6.0419674331e-06    4.8060736656e+00    5.0000038104e+00    5.0000000000e+00
380      6.0550361257e-06    4.8060220744e+00    4.9999973555e+00    5.0000000000e+00
381      6.0811735109e-06    4.8060736436e+00    5.0000021990e+00    5.0000000000e+00
382      6.1334482813e-06    4.8060220832e+00    4.9999979964e+00    5.0000000000e+00
383      6.2379978221e-06    4.8060736397e+00    5.0000019120e+00    5.0000000000e+00
384      6.4470969036e-06    4.8060220851e+00    4.9999981324e+00    5.0000000000e+00
385      6.7480969036e-06    4.8060736386e+00    5.0000018374e+00    5.0000000000e+00
386      7.0490969036e-06    4.8060220859e+00    4.9999981925e+00    5.0000000000e+00
387      7.3500969036e-06    4.8060736378e+00    5.0000017782e+00    5.0000000000e+00
388      7.5200000000e-06    4.8060220870e+00    4.9999982728e+00    5.0000000000e+00
389      7.5200312500e-06    4.8060029730e+00    4.9991043128e+00    4.9687500000e+00
390      7.5200937500e-06    4.8057796952e+00    4.9940014799e+00    4.9062500000e+00
391      7.5201562500e-06    4.8055086764e+00    4.9872914329e+00    4.8437500000e+00
392      7.5202812500e-06    4.8048584209e+00    4.9647781980e+00    4.7187500000e+00
393      7.5204062500e-06    4.8042864294e+00    4.9311660906e+00    4.5937500000e+00
394      7.5206562500e-06    4.8036790986e+00    4.8358866755e+00    4.3437500000e+00
395      7.5209062500e-06    4.8036254712e+00    4.7090129068e+00    4.0937500000e+00
396      7.5211562500e-06    4.8038382490e+00    4.5570426962e+00    3.8437500000e+00
397      7.5214062500e-06    4.8041235342e+00    4.3851035472e+00    3.5937500000e+00
398      7.5216562500e-06    4.8043914594e+00    4.1972589762e+00    3.3437500000e+00
399      7.5221562500e-06    4.8032707686e+00    3.7221762948e+00    2.8437500000e+00
400      7.5225859566e-06    4.8038640884e+00    3.2513167304e+00    2.4140434121e+00
401      7.5230156632e-06    4.8114048181e+00    2.8260928075e+00    1.9843368242e+00
402      7.5233818666e-06    4.8213475069e+00    2.4670677518e+00    1.6181333809e+00
403      7.5237480701e-06    4.8373559029e+00    2.1144529553e+00    1.2519299375e+00
404      7.5237994548e-06    4.8403868596e+00    2.0650828183e+00    1.2005452295e+00
405      7.5238508395e-06    4.8436525192e+00    2.0157744326e+00    1.1491605215e+00
406      7.5239536089e-06    4.8522331605e+00    1.9149534537e+00    1.0463911055e+00
407      7.5240563783e-06    4.8659761415e+00    1.8036720044e+00    9.4362168949e-01
408      7.5241591477e-06    4.8843340474e+00    1.6839314285e+00    8.4085227347e-01
409      7.5242619171e-06    4.9031046368e+00    1.5658058261e+00    7.3808285745e-01
410      7.5243646866e-06    4.9238057850e+00    1.4469953714e+00    6.3531344143e-01
411      7.5244674560e-06    4.9457619138e+00    1.3271585032e+00    5.3254402542e-01
412      7.5245702254e-06    4.9650247917e+00    1.2122614688e+00    4.2977460940e-01
413      7.5246729948e-06    4.9809335641e+00    1.1065667341e+00    3.2700519338e-01
414      7.5247757642e-06    4.9907801375e+00    1.0074763309e+00    2.2423577736e-01
