Index         TIME             V(3)         {V(2)-V(27)}   {V(3)-(V(2)-V(27))}
762     1.06670811e-03   -9.63488947e+00  -9.63488947e+00  0.00000000e+00   
763     1.06932804e-03   -1.05746203e+01  -1.05746203e+01  0.00000000e+00   
764     1.07194797e-03   -1.14335656e+01  -1.14335656e+01  0.00000000e+00   
765     1.07456790e-03   -1.21954615e+01  -1.21954615e+01  0.00000000e+00   
766     1.07718783e-03   -1.28452874e+01  -1.28452874e+01  0.00000000e+00   
767     1.07980777e-03   -1.33695335e+01  -1.33695335e+01  0.00000000e+00   
768     1.08242770e-03   -1.37564452e+01  -1.37564452e+01  0.00000000e+00   
769     1.08504763e-03   -1.39962378e+01  -1.39962378e+01  0.00000000e+00   
770     1.08766756e-03   -1.40812797e+01  -1.40812797e+01  0.00000000e+00   
771     1.09028749e-03   -1.40062392e+01  -1.40062392e+01  0.00000000e+00   
772     1.09290743e-03   -1.37681939e+01  -1.37681939e+01  0.00000000e+00   
773     1.09552736e-03   -1.33666993e+01  -1.33666993e+01  0.00000000e+00   
774     1.09814729e-03   -1.28038169e+01  -1.28038169e+01  0.00000000e+00   
775     1.10050233e-03   -1.21638109e+01  -1.21638109e+01  0.00000000e+00   
776     1.10285737e-03   -1.14020370e+01  -1.14020370e+01  0.00000000e+00   
777     1.10521242e-03   -1.05250183e+01  -1.05250183e+01  0.00000000e+00   
778     1.10756746e-03   -9.54073557e+00  -9.54073557e+00  0.00000000e+00   
779     1.10992250e-03   -8.45853075e+00  -8.45853075e+00  0.00000000e+00   
780     1.11227755e-03   -7.28899166e+00  -7.28899166e+00  0.00000000e+00   
781     1.11463259e-03   -6.04381970e+00  -6.04381970e+00  0.00000000e+00   
782     1.11698763e-03   -4.73568250e+00  -4.73568250e+00  0.00000000e+00   
783     1.11934267e-03   -3.37805322e+00  -3.37805322e+00  0.00000000e+00   
784     1.12169772e-03   -1.98503897e+00  -1.98503897e+00  0.00000000e+00   
785     1.12405276e-03   -5.71200457e-01  -5.71200457e-01  0.00000000e+00   
786     1.12640780e-03   8.48634516e-01   8.48634516e-01   0.00000000e+00   
787     1.12876284e-03   2.25956121e+00   2.25956121e+00   0.00000000e+00   
788     1.13111789e-03   3.64678917e+00   3.64678917e+00   0.00000000e+00   
789     1.13347293e-03   4.99583188e+00   4.99583188e+00   0.00000000e+00   
790     1.13582797e-03   6.29269228e+00   6.29269228e+00   0.00000000e+00   
791     1.13818301e-03   7.52404154e+00   7.52404154e+00   0.00000000e+00   
792     1.14053806e-03   8.67738874e+00   8.67738874e+00   0.00000000e+00   
793     1.14289310e-03   9.74123911e+00   9.74123911e+00   0.00000000e+00   
794     1.14524814e-03   1.07052386e+01   1.07052386e+01   0.00000000e+00   
795     1.14760319e-03   1.15603030e+01   1.15603030e+01   0.00000000e+00   
796     1.14995823e-03   1.22987294e+01   1.22987294e+01   0.00000000e+00   
797     1.15231327e-03   1.29142896e+01   1.29142896e+01   0.00000000e+00   
798     1.15466831e-03   1.34023022e+01   1.34023022e+01   0.00000000e+00   
799     1.15702336e-03   1.37596849e+01   1.37596849e+01   0.00000000e+00   
800     1.15937840e-03   1.39849843e+01   1.39849843e+01   0.00000000e+00   
801     1.16173344e-03   1.40783838e+01   1.40783838e+01   0.00000000e+00   
802     1.16408848e-03   1.40416894e+01   1.40416894e+01   0.00000000e+00   
803     1.16644353e-03   1.38782933e+01   1.38782933e+01   0.00000000e+00   
804     1.16879857e-03   1.35931170e+01   1.35931170e+01   0.00000000e+00   
805     1.17115361e-03   1.31925321e+01   1.31925321e+01   0.00000000e+00   
806     1.17350866e-03   1.26842640e+01   1.26842640e+01   0.00000000e+00   
807     1.17586370e-03   1.20772754e+01   1.20772754e+01   0.00000000e+00   
808     1.17821874e-03   1.13816347e+01   1.13816347e+01   0.00000000e+00   
809     1.18057378e-03   1.06083699e+01   1.06083699e+01   0.00000000e+00   
810     1.18292883e-03   9.76930908e+00   9.76930908e+00   0.00000000e+00   
811     1.18528387e-03   8.87691185e+00   8.87691185e+00   0.00000000e+00   
812     1.18763891e-03   7.94409222e+00   7.94409222e+00   0.00000000e+00   
813     1.18999395e-03   6.98403639e+00   6.98403639e+00   0.00000000e+00   
814     1.19234900e-03   6.01001776e+00   6.01001776e+00   0.00000000e+00   
815     1.19470404e-03   5.03521170e+00   5.03521170e+00   0.00000000e+00   
816     1.19705908e-03   4.07251272e+00   4.07251272e+00   0.00000000e+00   
817     1.19941412e-03   3.13435668e+00   3.13435668e+00   0.00000000e+00   
818     1.20176917e-03   2.23255028e+00   2.23255028e+00   0.00000000e+00   
819     1.20412421e-03   1.37811051e+00   1.37811051e+00   0.00000000e+00   
820     1.20607607e-03   7.13080401e-01   7.13080401e-01   0.00000000e+00   
821     1.20713147e-03   3.71786746e-01   3.71786746e-01   0.00000000e+00   
822     1.20818686e-03   4.43144913e-02   4.43144913e-02   0.00000000e+00   
823     1.20846984e-03   -4.10461750e-02  -4.10461750e-02  0.00000000e+00   
824     1.20875281e-03   -1.25349383e-01  -1.25349383e-01  0.00000000e+00   
825     1.20903578e-03   -2.08582445e-01  -2.08582445e-01  0.00000000e+00   
826     1.20931876e-03   -2.90732945e-01  -2.90732945e-01  0.00000000e+00   
827     1.20960173e-03   -3.71788735e-01  -3.71788735e-01  0.00000000e+00   
828     1.21016768e-03   -5.30568976e-01  -5.30568976e-01  0.00000000e+00   
829     1.21073362e-03   -6.84831515e-01  -6.84831515e-01  0.00000000e+00   
830     1.21129957e-03   -8.34489183e-01  -8.34489183e-01  0.00000000e+00   
831     1.21186552e-03   -9.79459357e-01  -9.79459357e-01  0.00000000e+00   
832     1.21243146e-03   -1.11966402e+00  -1.11966402e+00  0.00000000e+00   
833     1.21299741e-03   -1.25502981e+00  -1.25502981e+00  0.00000000e+00   
834     1.21412930e-03   -1.51097494e+00  -1.51097494e+00  0.00000000e+00   
835     1.21526119e-03   -1.74680294e+00  -1.74680294e+00  0.00000000e+00   
836     1.21639309e-03   -1.96209940e+00  -1.96209940e+00  0.00000000e+00   
837     1.21752498e-03   -2.15652843e+00  -2.15652843e+00  0.00000000e+00   
838     1.21865687e-03   -2.32983338e+00  -2.32983338e+00  0.00000000e+00   
839     1.21978876e-03   -2.48183743e+00  -2.48183743e+00  0.00000000e+00   
840     1.22092066e-03   -2.61244382e+00  -2.61244382e+00  0.00000000e+00   
841     1.22205255e-03   -2.72163587e+00  -2.72163587e+00  0.00000000e+00   
842     1.22318444e-03   -2.80947667e+00  -2.80947667e+00  0.00000000e+00   
843     1.22431634e-03   -2.87610856e+00  -2.87610856e+00  0.00000000e+00   
844     1.22544823e-03   -2.92175233e+00  -2.92175233e+00  0.00000000e+00   
845     1.22658012e-03   -2.94670613e+00  -2.94670613e+00  0.00000000e+00   
846     1.22771201e-03   -2.95134416e+00  -2.95134416e+00  0.00000000e+00   
847     1.22884391e-03   -2.93611510e+00  -2.93611510e+00  0.00000000e+00   
848     1.22997580e-03   -2.90154027e+00  -2.90154027e+00  0.00000000e+00   
849     1.23110769e-03   -2.84821155e+00  -2.84821155e+00  0.00000000e+00   
850     1.23223958e-03   -2.77678909e+00  -2.77678909e+00  0.00000000e+00   
851     1.23337148e-03   -2.68799879e+00  -2.68799879e+00  0.00000000e+00   
852     1.23450337e-03   -2.58262953e+00  -2.58262953e+00  0.00000000e+00   
853     1.23563526e-03   -2.46153022e+00  -2.46153022e+00  0.00000000e+00   
854     1.23676716e-03   -2.32560664e+00  -2.32560664e+00  0.00000000e+00   
855     1.23789905e-03   -2.17581809e+00  -2.17581809e+00  0.00000000e+00   
856     1.23903094e-03   -2.01317388e+00  -2.01317388e+00  0.00000000e+00   
857     1.24016283e-03   -1.83872962e+00  -1.83872962e+00  0.00000000e+00   
858     1.24129473e-03   -1.65358339e+00  -1.65358339e+00  0.00000000e+00   
859     1.24242662e-03   -1.45887174e+00  -1.45887174e+00  0.00000000e+00   
860     1.24355851e-03   -1.25576559e+00  -1.25576559e+00  0.00000000e+00   
861     1.24469040e-03   -1.04546600e+00  -1.04546600e+00  0.00000000e+00   
862     1.24582230e-03   -8.29199835e-01  -8.29199835e-01  0.00000000e+00   
863     1.24695419e-03   -6.08215371e-01  -6.08215371e-01  0.00000000e+00   
864     1.24808608e-03   -3.83777793e-01  -3.83777793e-01  0.00000000e+00   
865     1.24921797e-03   -1.57164661e-01  -1.57164661e-01  0.00000000e+00   
866     1.25034987e-03   7.03386668e-02   7.03386668e-02   0.00000000e+00   
867     1.25148176e-03   2.97443642e-01   2.97443642e-01   0.00000000e+00   
868     1.25261365e-03   5.22863145e-01   5.22863145e-01   0.00000000e+00   
869     1.25374555e-03   7.45316095e-01   7.45316095e-01   0.00000000e+00   
870     1.25487744e-03   9.63532043e-01   9.63532043e-01   0.00000000e+00   
871     1.25600933e-03   1.17625573e+00   1.17625573e+00   0.00000000e+00   
872     1.25714122e-03   1.38225158e+00   1.38225158e+00   0.00000000e+00   
873     1.25827312e-03   1.58030818e+00   1.58030818e+00   0.00000000e+00   
874     1.25940501e-03   1.76924259e+00   1.76924259e+00   0.00000000e+00   
875     1.26053690e-03   1.94790465e+00   1.94790465e+00   0.00000000e+00   
876     1.26166879e-03   2.11518110e+00   2.11518110e+00   0.00000000e+00   
877     1.26280069e-03   2.26999966e+00   2.26999966e+00   0.00000000e+00   
878     1.26393258e-03   2.41133291e+00   2.41133291e+00   0.00000000e+00   
879     1.26506447e-03   2.53820203e+00   2.53820203e+00   0.00000000e+00   
880     1.26619637e-03   2.64968039e+00   2.64968039e+00   0.00000000e+00   
881     1.26732826e-03   2.74489698e+00   2.74489698e+00   0.00000000e+00   
882     1.26846015e-03   2.82303965e+00   2.82303965e+00   0.00000000e+00   
883     1.26959204e-03   2.88335812e+00   2.88335812e+00   0.00000000e+00   
884     1.27072394e-03   2.92516683e+00   2.92516683e+00   0.00000000e+00   
885     1.27185583e-03   2.94784753e+00   2.94784753e+00   0.00000000e+00   
886     1.27298772e-03   2.95085172e+00   2.95085172e+00   0.00000000e+00   
887     1.27411961e-03   2.93370275e+00   2.93370275e+00   0.00000000e+00   
888     1.27525151e-03   2.89599779e+00   2.89599779e+00   0.00000000e+00   
889     1.27638340e-03   2.83740948e+00   2.83740948e+00   0.00000000e+00   
890     1.27751529e-03   2.75768735e+00   2.75768735e+00   0.00000000e+00   
891     1.27864718e-03   2.65665900e+00   2.65665900e+00   0.00000000e+00   
892     1.27977908e-03   2.53423100e+00   2.53423100e+00   0.00000000e+00   
893     1.28091097e-03   2.39038953e+00   2.39038953e+00   0.00000000e+00   
894     1.28204286e-03   2.22520077e+00   2.22520077e+00   0.00000000e+00   
895     1.28317476e-03   2.03881099e+00   2.03881099e+00   0.00000000e+00   
896     1.28430665e-03   1.83144639e+00   1.83144639e+00   0.00000000e+00   
897     1.28543854e-03   1.60341269e+00   1.60341269e+00   0.00000000e+00   
898     1.28657043e-03   1.35509445e+00   1.35509445e+00   0.00000000e+00   
899     1.28770233e-03   1.08695405e+00   1.08695405e+00   0.00000000e+00   
900     1.28883422e-03   7.99530532e-01   7.99530532e-01   0.00000000e+00   
901     1.28996611e-03   4.93438106e-01   4.93438106e-01   0.00000000e+00   
902     1.29096278e-03   2.09001242e-01   2.09001242e-01   0.00000000e+00   
903     1.29152194e-03   4.35099785e-02   4.35099785e-02   0.00000000e+00   
904     1.29180008e-03   -4.03544299e-02  -4.03544299e-02  0.00000000e+00   
905     1.29207823e-03   -1.25228563e-01  -1.25228563e-01  0.00000000e+00   
906     1.29235637e-03   -2.11099882e-01  -2.11099882e-01  0.00000000e+00   
907     1.29263451e-03   -2.97955602e-01  -2.97955602e-01  0.00000000e+00   
908     1.29319079e-03   -4.74567900e-01  -4.74567900e-01  0.00000000e+00   
909     1.29374708e-03   -6.54958374e-01  -6.54958374e-01  0.00000000e+00   
910     1.29430336e-03   -8.39016178e-01  -8.39016178e-01  0.00000000e+00   
911     1.29485964e-03   -1.02662678e+00  -1.02662678e+00  0.00000000e+00   
912     1.29597221e-03   -1.41203035e+00  -1.41203035e+00  0.00000000e+00   
913     1.29708478e-03   -1.81018241e+00  -1.81018241e+00  0.00000000e+00   
914     1.29819734e-03   -2.22004301e+00  -2.22004301e+00  0.00000000e+00   
915     1.29930991e-03   -2.64052203e+00  -2.64052203e+00  0.00000000e+00   
916     1.30042248e-03   -3.07048239e+00  -3.07048239e+00  0.00000000e+00   
917     1.30153504e-03   -3.50874353e+00  -3.50874353e+00  0.00000000e+00   
918     1.30376018e-03   -4.40524977e+00  -4.40524977e+00  0.00000000e+00   
919     1.30598531e-03   -5.31986462e+00  -5.31986462e+00  0.00000000e+00   
920     1.30821045e-03   -6.24195690e+00  -6.24195690e+00  0.00000000e+00   
921     1.31043558e-03   -7.16057073e+00  -7.16057073e+00  0.00000000e+00   
922     1.31266071e-03   -8.06456071e+00  -8.06456071e+00  0.00000000e+00   
923     1.31488585e-03   -8.94273010e+00  -8.94273010e+00  0.00000000e+00   
924     1.31711098e-03   -9.78397047e+00  -9.78397047e+00  0.00000000e+00   
925     1.31933611e-03   -1.05774009e+01  -1.05774009e+01  0.00000000e+00   
926     1.32156125e-03   -1.13125053e+01  -1.13125053e+01  0.00000000e+00   
927     1.32378638e-03   -1.19792653e+01  -1.19792653e+01  0.00000000e+00   
928     1.32601152e-03   -1.25682883e+01  -1.25682883e+01  0.00000000e+00   
929     1.32823665e-03   -1.30709285e+01  -1.30709285e+01  0.00000000e+00   
930     1.33046178e-03   -1.34793982e+01  -1.34793982e+01  0.00000000e+00   
931     1.33268692e-03   -1.37868704e+01  -1.37868704e+01  0.00000000e+00   
932     1.33491205e-03   -1.39875695e+01  -1.39875695e+01  0.00000000e+00   
933     1.33713718e-03   -1.40768491e+01  -1.40768491e+01  0.00000000e+00   
934     1.33936232e-03   -1.40512572e+01  -1.40512572e+01  0.00000000e+00   
935     1.34158745e-03   -1.39085865e+01  -1.39085865e+01  0.00000000e+00   
936     1.34381259e-03   -1.36479097e+01  -1.36479097e+01  0.00000000e+00   
937     1.34603772e-03   -1.32695997e+01  -1.32695997e+01  0.00000000e+00   
938     1.34826285e-03   -1.27753342e+01  -1.27753342e+01  0.00000000e+00   
939     1.35048799e-03   -1.21680837e+01  -1.21680837e+01  0.00000000e+00   
940     1.35271312e-03   -1.14520852e+01  -1.14520852e+01  0.00000000e+00   
941     1.35493825e-03   -1.06327987e+01  -1.06327987e+01  0.00000000e+00   
942     1.35716339e-03   -9.71685103e+00  -9.71685103e+00  0.00000000e+00   
943     1.35938852e-03   -8.71196332e+00  -8.71196332e+00  0.00000000e+00   
944     1.36161366e-03   -7.62686678e+00  -7.62686678e+00  0.00000000e+00   
945     1.36383879e-03   -6.47120530e+00  -6.47120530e+00  0.00000000e+00   
946     1.36606392e-03   -5.25542724e+00  -5.25542724e+00  0.00000000e+00   
947     1.36828906e-03   -3.99066736e+00  -3.99066736e+00  0.00000000e+00   
948     1.37051419e-03   -2.68862030e+00  -2.68862030e+00  0.00000000e+00   
949     1.37273932e-03   -1.36140737e+00  -1.36140737e+00  0.00000000e+00   
950     1.37496446e-03   -2.14379656e-02  -2.14379656e-02  0.00000000e+00   
951     1.37718959e-03   1.31873238e+00   1.31873238e+00   0.00000000e+00   
952     1.37941473e-03   2.64654586e+00   2.64654586e+00   0.00000000e+00   
953     1.38163986e-03   3.94958617e+00   3.94958617e+00   0.00000000e+00   
954     1.38386499e-03   5.21572065e+00   5.21572065e+00   0.00000000e+00   
955     1.38609013e-03   6.43323893e+00   6.43323893e+00   0.00000000e+00   
956     1.38831526e-03   7.59098638e+00   7.59098638e+00   0.00000000e+00   
957     1.39054040e-03   8.67849083e+00   8.67849083e+00   0.00000000e+00   
958     1.39276553e-03   9.68608096e+00   9.68608096e+00   0.00000000e+00   
959     1.39499066e-03   1.06049949e+01   1.06049949e+01   0.00000000e+00   
960     1.39721580e-03   1.14274776e+01   1.14274776e+01   0.00000000e+00   
961     1.39944093e-03   1.21468666e+01   1.21468666e+01   0.00000000e+00   
962     1.40166606e-03   1.27576631e+01   1.27576631e+01   0.00000000e+00   
963     1.40389120e-03   1.32555908e+01   1.32555908e+01   0.00000000e+00   
964     1.40611633e-03   1.36376378e+01   1.36376378e+01   0.00000000e+00   
965     1.40834147e-03   1.39020852e+01   1.39020852e+01   0.00000000e+00   
966     1.41056660e-03   1.40485182e+01   1.40485182e+01   0.00000000e+00   
967     1.41279173e-03   1.40778228e+01   1.40778228e+01   0.00000000e+00   
968     1.41501687e-03   1.39921659e+01   1.39921659e+01   0.00000000e+00   
969     1.41724200e-03   1.37949605e+01   1.37949605e+01   0.00000000e+00   
970     1.41946713e-03   1.34908157e+01   1.34908157e+01   0.00000000e+00   
971     1.42169227e-03   1.30854722e+01   1.30854722e+01   0.00000000e+00   
972     1.42391740e-03   1.25857248e+01   1.25857248e+01   0.00000000e+00   
973     1.42614254e-03   1.19993318e+01   1.19993318e+01   0.00000000e+00   
974     1.42836767e-03   1.13349136e+01   1.13349136e+01   0.00000000e+00   
975     1.43059280e-03   1.06018406e+01   1.06018406e+01   0.00000000e+00   
976     1.43281794e-03   9.81011311e+00   9.81011311e+00   0.00000000e+00   
977     1.43504307e-03   8.97023337e+00   8.97023337e+00   0.00000000e+00   
978     1.43726820e-03   8.09307277e+00   8.09307277e+00   0.00000000e+00   
979     1.43949334e-03   7.18973462e+00   7.18973462e+00   0.00000000e+00   
980     1.44171847e-03   6.27141498e+00   6.27141498e+00   0.00000000e+00   
981     1.44394361e-03   5.34926305e+00   5.34926305e+00   0.00000000e+00   
982     1.44616874e-03   4.43424287e+00   4.43424287e+00   0.00000000e+00   
983     1.44839387e-03   3.53699805e+00   3.53699805e+00   0.00000000e+00   
984     1.45061901e-03   2.66772120e+00   2.66772120e+00   0.00000000e+00   
985     1.45284414e-03   1.83602980e+00   1.83602980e+00   0.00000000e+00   
986     1.45506927e-03   1.05084986e+00   1.05084986e+00   0.00000000e+00   
987     1.45682572e-03   4.69270855e-01   4.69270855e-01   0.00000000e+00   
988     1.45767883e-03   2.00177363e-01   2.00177363e-01   0.00000000e+00   
989     1.45824438e-03   2.68802074e-02   2.68802074e-02   0.00000000e+00   
990     1.45846671e-03   -4.01079523e-02  -4.01079523e-02  0.00000000e+00   
991     1.45868904e-03   -1.06443409e-01  -1.06443409e-01  0.00000000e+00   
992     1.45891137e-03   -1.72119993e-01  -1.72119993e-01  0.00000000e+00   
993     1.45913370e-03   -2.37131638e-01  -2.37131638e-01  0.00000000e+00   
994     1.45957836e-03   -3.65136363e-01  -3.65136363e-01  0.00000000e+00   
995     1.46002302e-03   -4.90411126e-01  -4.90411126e-01  0.00000000e+00   
996     1.46046768e-03   -6.12911154e-01  -6.12911154e-01  0.00000000e+00   
997     1.46091234e-03   -7.32593372e-01  -7.32593372e-01  0.00000000e+00   
998     1.46180166e-03   -9.63340715e-01  -9.63340715e-01  0.00000000e+00   
999     1.46269099e-03   -1.18234332e+00  -1.18234332e+00  0.00000000e+00   
1000    1.46358031e-03   -1.38931973e+00  -1.38931973e+00  0.00000000e+00   
1001    1.46446963e-03   -1.58401734e+00  -1.58401734e+00  0.00000000e+00   
1002    1.46535895e-03   -1.76621282e+00  -1.76621282e+00  0.00000000e+00   
1003    1.46624827e-03   -1.93571248e+00  -1.93571248e+00  0.00000000e+00   
1004    1.46713760e-03   -2.09235260e+00  -2.09235260e+00  0.00000000e+00   
1005    1.46802692e-03   -2.23599961e+00  -2.23599961e+00  0.00000000e+00   
1006    1.46891624e-03   -2.36655033e+00  -2.36655033e+00  0.00000000e+00   
1007    1.46980556e-03   -2.48393203e+00  -2.48393203e+00  0.00000000e+00   
1008    1.47069488e-03   -2.58810254e+00  -2.58810254e+00  0.00000000e+00   
1009    1.47158420e-03   -2.67905017e+00  -2.67905017e+00  0.00000000e+00   
1010    1.47247353e-03   -2.75679371e+00  -2.75679371e+00  0.00000000e+00   
1011    1.47336285e-03   -2.82138222e+00  -2.82138222e+00  0.00000000e+00   
1012    1.47425217e-03   -2.87289487e+00  -2.87289487e+00  0.00000000e+00   
1013    1.47514149e-03   -2.91144070e+00  -2.91144070e+00  0.00000000e+00   
1014    1.47603081e-03   -2.93715822e+00  -2.93715822e+00  0.00000000e+00   
1015    1.47692013e-03   -2.95021511e+00  -2.95021511e+00  0.00000000e+00   
1016    1.47780946e-03   -2.95080772e+00  -2.95080772e+00  0.00000000e+00   
1017    1.47869878e-03   -2.93916060e+00  -2.93916060e+00  0.00000000e+00   
1018    1.47958810e-03   -2.91552590e+00  -2.91552590e+00  0.00000000e+00   
1019    1.48047742e-03   -2.88018280e+00  -2.88018280e+00  0.00000000e+00   
1020    1.48136674e-03   -2.83343681e+00  -2.83343681e+00  0.00000000e+00   
1021    1.48225607e-03   -2.77561901e+00  -2.77561901e+00  0.00000000e+00   
1022    1.48314539e-03   -2.70708536e+00  -2.70708536e+00  0.00000000e+00   
1023    1.48492403e-03   -2.53941325e+00  -2.53941325e+00  0.00000000e+00   
1024    1.48670267e-03   -2.33373159e+00  -2.33373159e+00  0.00000000e+00   
1025    1.48848132e-03   -2.09369054e+00  -2.09369054e+00  0.00000000e+00   
1026    1.49025996e-03   -1.82324607e+00  -1.82324607e+00  0.00000000e+00   
1027    1.49203860e-03   -1.52662439e+00  -1.52662439e+00  0.00000000e+00   
1028    1.49381725e-03   -1.20828398e+00  -1.20828398e+00  0.00000000e+00   
1029    1.49559589e-03   -8.72875844e-01  -8.72875844e-01  0.00000000e+00   
1030    1.49737454e-03   -5.25202141e-01  -5.25202141e-01  0.00000000e+00   
1031    1.49915318e-03   -1.70173575e-01  -1.70173575e-01  0.00000000e+00   
1032    1.50093182e-03   1.87234086e-01   1.87234086e-01   0.00000000e+00   
1033    1.50271047e-03   5.42024032e-01   5.42024032e-01   0.00000000e+00   
1034    1.50448911e-03   8.89222606e-01   8.89222606e-01   0.00000000e+00   
1035    1.50626775e-03   1.22392331e+00   1.22392331e+00   0.00000000e+00   
1036    1.50804640e-03   1.54133024e+00   1.54133024e+00   0.00000000e+00   
1037    1.50982504e-03   1.83680067e+00   1.83680067e+00   0.00000000e+00   
1038    1.51160368e-03   2.10588632e+00   2.10588632e+00   0.00000000e+00   
1039    1.51338233e-03   2.34437307e+00   2.34437307e+00   0.00000000e+00   
1040    1.51516097e-03   2.54831874e+00   2.54831874e+00   0.00000000e+00   
1041    1.51693961e-03   2.71408867e+00   2.71408867e+00   0.00000000e+00   
1042    1.51871826e-03   2.83838871e+00   2.83838871e+00   0.00000000e+00   
1043    1.52049690e-03   2.91829556e+00   2.91829556e+00   0.00000000e+00   
1044    1.52227554e-03   2.95128386e+00   2.95128386e+00   0.00000000e+00   
1045    1.52405419e-03   2.93525024e+00   2.93525024e+00   0.00000000e+00   
1046    1.52583283e-03   2.86853373e+00   2.86853373e+00   0.00000000e+00   
1047    1.52761147e-03   2.74993263e+00   2.74993263e+00   0.00000000e+00   
1048    1.52939012e-03   2.57871756e+00   2.57871756e+00   0.00000000e+00   
1049    1.53116876e-03   2.35464065e+00   2.35464065e+00   0.00000000e+00   
1050    1.53275697e-03   2.11006413e+00   2.11006413e+00   0.00000000e+00   
1051    1.53434518e-03   1.82402217e+00   1.82402217e+00   0.00000000e+00   
1052    1.53593338e-03   1.49732242e+00   1.49732242e+00   0.00000000e+00   
1053    1.53732130e-03   1.17939888e+00   1.17939888e+00   0.00000000e+00   
1054    1.53870922e-03   8.32201567e-01   8.32201567e-01   0.00000000e+00   
1055    1.53987888e-03   5.17676774e-01   5.17676774e-01   0.00000000e+00   
1056    1.54089134e-03   2.29843823e-01   2.29843823e-01   0.00000000e+00   
1057    1.54147404e-03   5.78514640e-02   5.78514640e-02   0.00000000e+00   
1058    1.54179129e-03   -3.76887852e-02  -3.76887852e-02  0.00000000e+00   
1059    1.54210855e-03   -1.34543235e-01  -1.34543235e-01  0.00000000e+00   
1060    1.54236999e-03   -2.15332413e-01  -2.15332413e-01  0.00000000e+00   
1061    1.54263144e-03   -2.96990777e-01  -2.96990777e-01  0.00000000e+00   
1062    1.54315432e-03   -4.62871583e-01  -4.62871583e-01  0.00000000e+00   
1063    1.54367720e-03   -6.32096837e-01  -6.32096837e-01  0.00000000e+00   
1064    1.54420009e-03   -8.04574778e-01  -8.04574778e-01  0.00000000e+00   
1065    1.54472297e-03   -9.80210762e-01  -9.80210762e-01  0.00000000e+00   
1066    1.54576874e-03   -1.34056423e+00  -1.34056423e+00  0.00000000e+00   
1067    1.54681451e-03   -1.71234478e+00  -1.71234478e+00  0.00000000e+00   
1068    1.54786028e-03   -2.09469793e+00  -2.09469793e+00  0.00000000e+00   
1069    1.54890604e-03   -2.48672944e+00  -2.48672944e+00  0.00000000e+00   
1070    1.54995181e-03   -2.88750761e+00  -2.88750761e+00  0.00000000e+00   
1071    1.55099758e-03   -3.29606582e+00  -3.29606582e+00  0.00000000e+00   
1072    1.55308912e-03   -4.13249667e+00  -4.13249667e+00  0.00000000e+00   
1073    1.55518065e-03   -4.98769009e+00  -4.98769009e+00  0.00000000e+00   
1074    1.55727219e-03   -5.85292915e+00  -5.85292915e+00  0.00000000e+00   
1075    1.55936372e-03   -6.71920605e+00  -6.71920605e+00  0.00000000e+00   
1076    1.56145526e-03   -7.57732013e+00  -7.57732013e+00  0.00000000e+00   
1077    1.56354679e-03   -8.41797844e+00  -8.41797844e+00  0.00000000e+00   
1078    1.56563833e-03   -9.23189786e+00  -9.23189786e+00  0.00000000e+00   
1079    1.56772987e-03   -1.00099076e+01  -1.00099076e+01  0.00000000e+00   
1080    1.56982140e-03   -1.07430510e+01  -1.07430510e+01  0.00000000e+00   
1081    1.57191294e-03   -1.14226854e+01  -1.14226854e+01  0.00000000e+00   
1082    1.57400447e-03   -1.20405792e+01  -1.20405792e+01  0.00000000e+00   
1083    1.57609601e-03   -1.25890045e+01  -1.25890045e+01  0.00000000e+00   
1084    1.57818755e-03   -1.30608253e+01  -1.30608253e+01  0.00000000e+00   
1085    1.58027908e-03   -1.34495791e+01  -1.34495791e+01  0.00000000e+00   
1086    1.58237062e-03   -1.37495514e+01  -1.37495514e+01  0.00000000e+00   
1087    1.58446215e-03   -1.39558435e+01  -1.39558435e+01  0.00000000e+00   
1088    1.58655369e-03   -1.40644303e+01  -1.40644303e+01  0.00000000e+00   
1089    1.58864522e-03   -1.40722098e+01  -1.40722098e+01  0.00000000e+00   
1090    1.59073676e-03   -1.39770426e+01  -1.39770426e+01  0.00000000e+00   
1091    1.59282830e-03   -1.37777813e+01  -1.37777813e+01  0.00000000e+00   
1092    1.59491983e-03   -1.34742891e+01  -1.34742891e+01  0.00000000e+00   
1093    1.59701137e-03   -1.30674478e+01  -1.30674478e+01  0.00000000e+00   
1094    1.59910290e-03   -1.25591549e+01  -1.25591549e+01  0.00000000e+00   
1095    1.60119444e-03   -1.19523099e+01  -1.19523099e+01  0.00000000e+00   
1096    1.60328597e-03   -1.12507896e+01  -1.12507896e+01  0.00000000e+00   
1097    1.60537751e-03   -1.04594132e+01  -1.04594132e+01  0.00000000e+00   
1098    1.60746905e-03   -9.58389733e+00  -9.58389733e+00  0.00000000e+00   
1099    1.60956058e-03   -8.63080087e+00  -8.63080087e+00  0.00000000e+00   
1100    1.61165212e-03   -7.60746146e+00  -7.60746146e+00  0.00000000e+00   
1101    1.61374365e-03   -6.52192317e+00  -6.52192317e+00  0.00000000e+00   
1102    1.61583519e-03   -5.38285663e+00  -5.38285663e+00  0.00000000e+00   
1103    1.61792672e-03   -4.19947250e+00  -4.19947250e+00  0.00000000e+00   
1104    1.62001826e-03   -2.98142904e+00  -2.98142904e+00  0.00000000e+00   
1105    1.62210980e-03   -1.73873486e+00  -1.73873486e+00  0.00000000e+00   
