Index      TIME           V(OUT)           V(IN)           V(1)
1339    6.0276885914e-06   4.8060236144e+00   4.9979792390e+00   5.0000000000e+00   
1340    6.0278065701e-06   4.8060260477e+00   4.9981730608e+00   5.0000000000e+00   
1341    6.0279245488e-06   4.8060282253e+00   4.9983482980e+00   5.0000000000e+00   
1342    6.0280425274e-06   4.8060301764e+00   4.9985067312e+00   5.0000000000e+00   
1343    6.0281605061e-06   4.8060319263e+00   4.9986499711e+00   5.0000000000e+00   
1344    6.0283964634e-06   4.8060347801e+00   4.9988863089e+00   5.0000000000e+00   
1345    6.0286324208e-06   4.8060371124e+00   4.9990812783e+00   5.0000000000e+00   
1346    6.0288683781e-06   4.8060390220e+00   4.9992421187e+00   5.0000000000e+00   
1347    6.0291043355e-06   4.8060405878e+00   4.9993748031e+00   5.0000000000e+00   
1348    6.0293402928e-06   4.8060418733e+00   4.9994842596e+00   5.0000000000e+00   
1349    6.0295762502e-06   4.8060429297e+00   4.9995745539e+00   5.0000000000e+00   
1350    6.0298122075e-06   4.8060437984e+00   4.9996490404e+00   5.0000000000e+00   
1351    6.0300481649e-06   4.8060445133e+00   4.9997104864e+00   5.0000000000e+00   
1352    6.0302841222e-06   4.8060451019e+00   4.9997611747e+00   5.0000000000e+00   
1353    6.0305200796e-06   4.8060455866e+00   4.9998029886e+00   5.0000000000e+00   
1354    6.0309919943e-06   4.8060462659e+00   4.9998616964e+00   5.0000000000e+00   
1355    6.0314639090e-06   4.8060467422e+00   4.9999029099e+00   5.0000000000e+00   
1356    6.0319358237e-06   4.8060470762e+00   4.9999318421e+00   5.0000000000e+00   
1357    6.0324077383e-06   4.8060473105e+00   4.9999521527e+00   5.0000000000e+00   
1358    6.0333515677e-06   4.8060475638e+00   4.9999741224e+00   5.0000000000e+00   
1359    6.0342953971e-06   4.8060477008e+00   4.9999860044e+00   5.0000000000e+00   
1360    6.0352392265e-06   4.8060477749e+00   4.9999924306e+00   5.0000000000e+00   
1361    6.0371268853e-06   4.8060478297e+00   4.9999971944e+00   5.0000000000e+00   
1362    6.0390145441e-06   4.8060478501e+00   4.9999989601e+00   5.0000000000e+00   
1363    6.0427898616e-06   4.8060478593e+00   4.9999997634e+00   5.0000000000e+00   
1364    6.0503404967e-06   4.8060478617e+00   4.9999999696e+00   5.0000000000e+00   
1365    6.0654417670e-06   4.8060478620e+00   4.9999999979e+00   5.0000000000e+00   
1366    6.0956443074e-06   4.8060478621e+00   4.9999999999e+00   5.0000000000e+00   
1367    6.1560493883e-06   4.8060478621e+00   5.0000000000e+00   5.0000000000e+00   
1368    6.2768595502e-06   4.8060478621e+00   5.0000000000e+00   5.0000000000e+00   
1369    6.5184798738e-06   4.8060478621e+00   5.0000000000e+00   5.0000000000e+00   
1370    6.8194798738e-06   4.8060478621e+00   5.0000000000e+00   5.0000000000e+00   
1371    7.1204798738e-06   4.8060478621e+00   5.0000000000e+00   5.0000000000e+00   
1372    7.4214798738e-06   4.8060478621e+00   5.0000000000e+00   5.0000000000e+00   
1373    7.5200000000e-06   4.8060478621e+00   5.0000000000e+00   5.0000000000e+00   
1374    7.5200250000e-06   4.8060194051e+00   4.9994224344e+00   4.9750000000e+00   
1375    7.5200322481e-06   4.8060084285e+00   4.9992074673e+00   4.9677518795e+00   
1376    7.5200394962e-06   4.8059946417e+00   4.9989455128e+00   4.9605037591e+00   
1377    7.5200459253e-06   4.8059802353e+00   4.9986764713e+00   4.9540747495e+00   
1378    7.5200523543e-06   4.8059637359e+00   4.9983709867e+00   4.9476457400e+00   
1379    7.5200587833e-06   4.8059452552e+00   4.9980292961e+00   4.9412167304e+00   
1380    7.5200652123e-06   4.8059249176e+00   4.9976516315e+00   4.9347877209e+00   
1381    7.5200716413e-06   4.8059028519e+00   4.9972382220e+00   4.9283587113e+00   
1382    7.5200780703e-06   4.8058791867e+00   4.9967892945e+00   4.9219297018e+00   
1383    7.5200844993e-06   4.8058540479e+00   4.9963050736e+00   4.9155006922e+00   
1384    7.5200909283e-06   4.8058275569e+00   4.9957857821e+00   4.9090716827e+00   
1385    7.5200973573e-06   4.8057998300e+00   4.9952316407e+00   4.9026426731e+00   
1386    7.5201102153e-06   4.8057402782e+00   4.9939856962e+00   4.8897846540e+00   
1387    7.5201230734e-06   4.8056773909e+00   4.9926037994e+00   4.8769266349e+00   
1388    7.5201359314e-06   4.8056118528e+00   4.9910876325e+00   4.8640686158e+00   
1389    7.5201487894e-06   4.8055442770e+00   4.9894388513e+00   4.8512105968e+00   
1390    7.5201616474e-06   4.8054752113e+00   4.9876590864e+00   4.8383525777e+00   
1391    7.5201745054e-06   4.8054051437e+00   4.9857499434e+00   4.8254945586e+00   
1392    7.5201873635e-06   4.8053345081e+00   4.9837130040e+00   4.8126365395e+00   
1393    7.5202130795e-06   4.8051937234e+00   4.9791402305e+00   4.7869205013e+00   
1394    7.5202387955e-06   4.8050555788e+00   4.9740805025e+00   4.7612044631e+00   
1395    7.5202645116e-06   4.8049217317e+00   4.9685454283e+00   4.7354884249e+00   
1396    7.5202902276e-06   4.8047934313e+00   4.9625462990e+00   4.7097723867e+00   
1397    7.5203159437e-06   4.8046715918e+00   4.9560941019e+00   4.6840563485e+00   
1398    7.5203673757e-06   4.8044575286e+00   4.9414608904e+00   4.6326242721e+00   
1399    7.5204188078e-06   4.8042742147e+00   4.9251780742e+00   4.5811921957e+00   
1400    7.5204702399e-06   4.8041211388e+00   4.9073209563e+00   4.5297601193e+00   
1401    7.5205731040e-06   4.8039218862e+00   4.8658570012e+00   4.4268959665e+00   
1402    7.5206759682e-06   4.8038100238e+00   4.8191406220e+00   4.3240318138e+00   
1403    7.5207788323e-06   4.8037664434e+00   4.7676246192e+00   4.2211676610e+00   
1404    7.5208816965e-06   4.8037741667e+00   4.7117216435e+00   4.1183035082e+00   
1405    7.5209845606e-06   4.8038188993e+00   4.6518080239e+00   4.0154393554e+00   
1406    7.5210874248e-06   4.8038890197e+00   4.5882271570e+00   3.9125752027e+00   
1407    7.5212931531e-06   4.8040815351e+00   4.4487095319e+00   3.7068468971e+00   
1408    7.5214988814e-06   4.8042810347e+00   4.2987747089e+00   3.5011185915e+00   
1409    7.5217046097e-06   4.8044628306e+00   4.1400545165e+00   3.2953902860e+00   
1410    7.5219103380e-06   4.8043281122e+00   3.9628812274e+00   3.0896619804e+00   
1411    7.5219979967e-06   4.8038691710e+00   3.8758461399e+00   3.0020033446e+00   
1412    7.5220737654e-06   4.8032493929e+00   3.7915716976e+00   2.9262346025e+00   
1413    7.5221495341e-06   4.8027313193e+00   3.7032744887e+00   2.8504658605e+00   
1414    7.5222253029e-06   4.8026455615e+00   3.6182872199e+00   2.7746971185e+00   
1415    7.5222841523e-06   4.8028127536e+00   3.5550240636e+00   2.7158476588e+00   
1416    7.5223430018e-06   4.8031054120e+00   3.4938575106e+00   2.6569981990e+00   
1417    7.5224607007e-06   4.8037947857e+00   3.3751119997e+00   2.5392992796e+00   
1418    7.5225783996e-06   4.8046912810e+00   3.2579209767e+00   2.4216003601e+00   
1419    7.5226960986e-06   4.8058846475e+00   3.1410176323e+00   2.3039014406e+00   
1420    7.5227944135e-06   4.8071591857e+00   3.0435586697e+00   2.2055864814e+00   
1421    7.5228927285e-06   4.8087302014e+00   2.9463322338e+00   2.1072715221e+00   
1422    7.5229710829e-06   4.8101870680e+00   2.8690152653e+00   2.0289171194e+00   
1423    7.5230494373e-06   4.8118453047e+00   2.7918844041e+00   1.9505627167e+00   
1424    7.5231133448e-06   4.8133381419e+00   2.7291088409e+00   1.8866552075e+00   
1425    7.5231772523e-06   4.8149696901e+00   2.6664750433e+00   1.8227476983e+00   
1426    7.5232257548e-06   4.8162939169e+00   2.6190256780e+00   1.7742451523e+00   
1427    7.5232526972e-06   4.8170590924e+00   2.5926963683e+00   1.7473027943e+00   
1428    7.5232662860e-06   4.8174530717e+00   2.5794241506e+00   1.7337140367e+00   
1429    7.5232754890e-06   4.8177236749e+00   2.5704389257e+00   1.7245109885e+00   
1430    7.5232846921e-06   4.8179980490e+00   2.5614571971e+00   1.7153079403e+00   
1431    7.5232938951e-06   4.8182761723e+00   2.5524789805e+00   1.7061048921e+00   
1432    7.5233123012e-06   4.8188465171e+00   2.5345366144e+00   1.6876987956e+00   
1433    7.5233307073e-06   4.8194308531e+00   2.5166082925e+00   1.6692926992e+00   
1434    7.5233491134e-06   4.8200291723e+00   2.4986941375e+00   1.6508866027e+00   
1435    7.5233675195e-06   4.8206415248e+00   2.4807942766e+00   1.6324805063e+00   
1436    7.5233859256e-06   4.8212680136e+00   2.4629088348e+00   1.6140744098e+00   
1437    7.5234043317e-06   4.8219087934e+00   2.4450379340e+00   1.5956683133e+00   
1438    7.5234227378e-06   4.8225640701e+00   2.4271816911e+00   1.5772622169e+00   
1439    7.5234335482e-06   4.8229542981e+00   2.4166992456e+00   1.5664517926e+00   
1440    7.5234443586e-06   4.8233499257e+00   2.4062219688e+00   1.5556413683e+00   
1441    7.5234531171e-06   4.8236740808e+00   2.3977368304e+00   1.5468829338e+00   
1442    7.5234618755e-06   4.8240018812e+00   2.3892551148e+00   1.5381244993e+00   
1443    7.5234706339e-06   4.8243333524e+00   2.3807768295e+00   1.5293660647e+00   
1444    7.5234881508e-06   4.8250101973e+00   2.3638341306e+00   1.5118491956e+00   
1445    7.5235056677e-06   4.8257014844e+00   2.3469050733e+00   1.4943323266e+00   
1446    7.5235231845e-06   4.8264077554e+00   2.3299897079e+00   1.4768154575e+00   
1447    7.5235407014e-06   4.8271295556e+00   2.3130880475e+00   1.4592985884e+00   
1448    7.5235582183e-06   4.8278674628e+00   2.2962000675e+00   1.4417817193e+00   
1449    7.5235932520e-06   4.8294032727e+00   2.2624793632e+00   1.4067479812e+00   
1450    7.5236282858e-06   4.8310078170e+00   2.2288107501e+00   1.3717142430e+00   
1451    7.5236633195e-06   4.8326895168e+00   2.1951918044e+00   1.3366805048e+00   
1452    7.5236983532e-06   4.8344578346e+00   2.1616178832e+00   1.3016467667e+00   
1453    7.5237333870e-06   4.8363242211e+00   2.1280809487e+00   1.2666130285e+00   
1454    7.5237684207e-06   4.8383031674e+00   2.0945674350e+00   1.2315792904e+00   
1455    7.5238034544e-06   4.8404138578e+00   2.0610543912e+00   1.1965455522e+00   
1456    7.5238384882e-06   4.8426831263e+00   2.0275020673e+00   1.1615118140e+00   
1457    7.5238735219e-06   4.8451512861e+00   1.9938383922e+00   1.1264780759e+00   
1458    7.5239085557e-06   4.8478851176e+00   1.9599223627e+00   1.0914443377e+00   
1459    7.5239435894e-06   4.8510124552e+00   1.9254407745e+00   1.0564105996e+00   
1460    7.5239786231e-06   4.8548498487e+00   1.8895031527e+00   1.0213768614e+00   
1461    7.5240066910e-06   4.8589307501e+00   1.8580321020e+00   9.9330904643e-01   
1462    7.5240267644e-06   4.8624013916e+00   1.8341913993e+00   9.7323562314e-01   
1463    7.5240468378e-06   4.8659717136e+00   1.8106465965e+00   9.5316219986e-01   
1464    7.5240614733e-06   4.8685633585e+00   1.7935360401e+00   9.3852670431e-01   
1465    7.5240907443e-06   4.8735934955e+00   1.7595088793e+00   9.0925571321e-01   
1466    7.5241200153e-06   4.8785387518e+00   1.7256683383e+00   8.7998472210e-01   
1467    7.5241785573e-06   4.8884152668e+00   1.6586769003e+00   8.2144273990e-01   
1468    7.5242178131e-06   4.8953118089e+00   1.6139435224e+00   7.8218692377e-01   
1469    7.5242570689e-06   4.9024762587e+00   1.5691680222e+00   7.4293110764e-01   
1470    7.5242866934e-06   4.9081374003e+00   1.5352493119e+00   7.1330663815e-01   
1471    7.5243163178e-06   4.9140558659e+00   1.5012189681e+00   6.8368216866e-01   
1472    7.5243459423e-06   4.9202774925e+00   1.4670865890e+00   6.5405769917e-01   
1473    7.5243607545e-06   4.9235302678e+00   1.4499652046e+00   6.3924546443e-01   
1474    7.5243645999e-06   4.9243896494e+00   1.4455140615e+00   6.3540013246e-01   
1475    7.5243670345e-06   4.9249389675e+00   1.4426927219e+00   6.3296549621e-01   
1476    7.5243687430e-06   4.9253267981e+00   1.4407119382e+00   6.3125699229e-01   
1477    7.5243698724e-06   4.9255840172e+00   1.4394022957e+00   6.3012762329e-01   
1478    7.5243710017e-06   4.9258418194e+00   1.4380923492e+00   6.2899825428e-01   
1479    7.5243719154e-06   4.9260506528e+00   1.4370325148e+00   6.2808462132e-01   
1480    7.5243728290e-06   4.9262596847e+00   1.4359725454e+00   6.2717098835e-01   
1481    7.5243746563e-06   4.9266781029e+00   1.4338522275e+00   6.2534372242e-01   
1482    7.5243764835e-06   4.9270964798e+00   1.4317317538e+00   6.2351645649e-01   
1483    7.5243783108e-06   4.9275145062e+00   1.4296109807e+00   6.2168919056e-01   
1484    7.5243819653e-06   4.9283477030e+00   1.4253685952e+00   6.1803465870e-01   
1485    7.5243850510e-06   4.9290483427e+00   1.4217857958e+00   6.1494899440e-01   
1486    7.5243881367e-06   4.9297456099e+00   1.4182018326e+00   6.1186333011e-01   
1487    7.5243943080e-06   4.9311252738e+00   1.4110320906e+00   6.0569200152e-01   
1488    7.5243988805e-06   4.9321385172e+00   1.4057171325e+00   6.0111950642e-01   
1489    7.5244034530e-06   4.9331425564e+00   1.4003994618e+00   5.9654701133e-01   
1490    7.5244125980e-06   4.9351160199e+00   1.3897613366e+00   5.8740202114e-01   
1491    7.5244190889e-06   4.9364989405e+00   1.3822036621e+00   5.8091107023e-01   
1492    7.5244255799e-06   4.9378645104e+00   1.3746408572e+00   5.7442011932e-01   
1493    7.5244320708e-06   4.9392134636e+00   1.3670733625e+00   5.6792916841e-01   
1494    7.5244406144e-06   4.9409624549e+00   1.3571080042e+00   5.5938564288e-01   
1495    7.5244491579e-06   4.9426865333e+00   1.3471345820e+00   5.5084211735e-01   
1496    7.5244577014e-06   4.9443870772e+00   1.3371530502e+00   5.4229859182e-01   
1497    7.5244646545e-06   4.9457560268e+00   1.3290220084e+00   5.3534552472e-01   
1498    7.5244716075e-06   4.9471105845e+00   1.3208859310e+00   5.2839245763e-01   
1499    7.5244747420e-06   4.9477184726e+00   1.3172215338e+00   5.2525800846e-01   
1500    7.5244760518e-06   4.9479720143e+00   1.3156950316e+00   5.2394819704e-01   
1501    7.5244773616e-06   4.9482250175e+00   1.3141712263e+00   5.2263838562e-01   
1502    7.5244785030e-06   4.9484450796e+00   1.3128453315e+00   5.2149696510e-01   
1503    7.5244796445e-06   4.9486647245e+00   1.3115211077e+00   5.2035554457e-01   
1504    7.5244807859e-06   4.9488839564e+00   1.3101985141e+00   5.1921412405e-01   
1505    7.5244830687e-06   4.9493207829e+00   1.3075576764e+00   5.1693128301e-01   
1506    7.5244853516e-06   4.9497561059e+00   1.3049236472e+00   5.1464844196e-01   
1507    7.5244899172e-06   4.9506211041e+00   1.2996740168e+00   5.1008275988e-01   
1508    7.5244990486e-06   4.9523319805e+00   1.2892513687e+00   5.0095139570e-01   
1509    7.5245173113e-06   4.9556902050e+00   1.2687017086e+00   4.8268866735e-01   
1510    7.5245538368e-06   4.9621876153e+00   1.2286588425e+00   4.4616321064e-01   
1511    7.5245903622e-06   4.9683910898e+00   1.1898316479e+00   4.0963775393e-01   
1512    7.5246268877e-06   4.9740540611e+00   1.1520617216e+00   3.7311229723e-01   
1513    7.5246548998e-06   4.9780021654e+00   1.1237393558e+00   3.4510021181e-01   
1514    7.5246829119e-06   4.9814901173e+00   1.0959222234e+00   3.1708812638e-01   
1515    7.5247389360e-06   4.9862491613e+00   1.0415821367e+00   2.6106395554e-01   
1516    7.5247949602e-06   4.9880498742e+00   9.8872926442e-01   2.0503978470e-01   
1517    7.5248509844e-06   4.9862753987e+00   9.3636684879e-01   1.4901561386e-01   
1518    7.5249070086e-06   4.9803755168e+00   8.8375629748e-01   9.2991443019e-02   
1519    7.5249630327e-06   4.9698085191e+00   8.3093352962e-01   3.6967272178e-02   
1520    7.5250000000e-06   4.9605036698e+00   7.9599026259e-01   4.7961634664e-14   
1521    7.5250560242e-06   4.9407681556e+00   7.4643997154e-01   0.0000000000e+00   
1522    7.5251680725e-06   4.8762834044e+00   6.5899215075e-01   0.0000000000e+00   
1523    7.5252592820e-06   4.8020790708e+00   5.9476909817e-01   0.0000000000e+00   
1524    7.5253504914e-06   4.7012132802e+00   5.3788194928e-01   0.0000000000e+00   
1525    7.5254417009e-06   4.5642024389e+00   4.9598256832e-01   0.0000000000e+00   
1526    7.5255329103e-06   4.3792173502e+00   4.6802284980e-01   0.0000000000e+00   
1527    7.5256241198e-06   4.0968988227e+00   4.4816663407e-01   0.0000000000e+00   
1528    7.5256664932e-06   3.8583153774e+00   4.4277940935e-01   0.0000000000e+00   
1529    7.5256894411e-06   3.6491266506e+00   4.4233797909e-01   0.0000000000e+00   
1530    7.5257076903e-06   3.4660816419e+00   4.4259148069e-01   0.0000000000e+00   
1531    7.5257236789e-06   3.2980159672e+00   4.4309623775e-01   0.0000000000e+00   
1532    7.5257396675e-06   3.1236797344e+00   4.4377903958e-01   0.0000000000e+00   
1533    7.5257716447e-06   2.7540849396e+00   4.4540488287e-01   0.0000000000e+00   
1534    7.5258036219e-06   2.3666984217e+00   4.4720794179e-01   0.0000000000e+00   
1535    7.5258355991e-06   1.9708275614e+00   4.4892500528e-01   0.0000000000e+00   
1536    7.5258543550e-06   1.7653051406e+00   4.4923014697e-01   0.0000000000e+00   
1537    7.5258704490e-06   1.6152165944e+00   4.4869663301e-01   0.0000000000e+00   
1538    7.5258865430e-06   1.4801150836e+00   4.4758826152e-01   0.0000000000e+00   
1539    7.5259026370e-06   1.3565701834e+00   4.4608516884e-01   0.0000000000e+00   
1540    7.5259187310e-06   1.2428185243e+00   4.4433209076e-01   0.0000000000e+00   
1541    7.5259348250e-06   1.1377935472e+00   4.4243917551e-01   0.0000000000e+00   
1542    7.5259509190e-06   1.0407699555e+00   4.4048776325e-01   0.0000000000e+00   
1543    7.5259670130e-06   9.5119874475e-01   4.3853669831e-01   0.0000000000e+00   
1544    7.5259831069e-06   8.6862291009e-01   4.3662765110e-01   0.0000000000e+00   
1545    7.5259992009e-06   7.9263279383e-01   4.3478923632e-01   0.0000000000e+00   
1546    7.5260152949e-06   7.2284258866e-01   4.3304011276e-01   0.0000000000e+00   
1547    7.5260313889e-06   6.5887867082e-01   4.3139131323e-01   0.0000000000e+00   
1548    7.5260474829e-06   6.0037467148e-01   4.2984801666e-01   0.0000000000e+00   
1549    7.5260635769e-06   5.4697034259e-01   4.2841091912e-01   0.0000000000e+00   
1550    7.5260796709e-06   4.9831245115e-01   4.2707731278e-01   0.0000000000e+00   
1551    7.5260957649e-06   4.5405662292e-01   4.2584194723e-01   0.0000000000e+00   
1552    7.5261118588e-06   4.1386948026e-01   4.2469772333e-01   0.0000000000e+00   
1553    7.5261279528e-06   3.7743068751e-01   4.2363625462e-01   0.0000000000e+00   
1554    7.5261440468e-06   3.4443469277e-01   4.2264832116e-01   0.0000000000e+00   
1555    7.5261601408e-06   3.1459206806e-01   4.2172423452e-01   0.0000000000e+00   
1556    7.5261762348e-06   2.8763042237e-01   4.2085412858e-01   0.0000000000e+00   
1557    7.5261923288e-06   2.6329490617e-01   4.2002818801e-01   0.0000000000e+00   
1558    7.5262084228e-06   2.4134835068e-01   4.1923682461e-01   0.0000000000e+00   
1559    7.5262245168e-06   2.2157109750e-01   4.1847081010e-01   0.0000000000e+00   
1560    7.5262406107e-06   2.0376057683e-01   4.1772137274e-01   0.0000000000e+00   
1561    7.5262567047e-06   1.8773069121e-01   4.1698026430e-01   0.0000000000e+00   
1562    7.5262727987e-06   1.7331105607e-01   4.1623980290e-01   0.0000000000e+00   
1563    7.5262888927e-06   1.6034614220e-01   4.1549289655e-01   0.0000000000e+00   
1564    7.5263049867e-06   1.4869435791e-01   4.1473305130e-01   0.0000000000e+00   
1565    7.5263210807e-06   1.3824772357e-01   4.1395897238e-01   0.0000000000e+00   
1566    7.5263371747e-06   1.2890901111e-01   4.1317670420e-01   0.0000000000e+00   
1567    7.5263532686e-06   1.2056960835e-01   4.1239095951e-01   0.0000000000e+00   
1568    7.5263693626e-06   1.1311531584e-01   4.1160163394e-01   0.0000000000e+00   
1569    7.5263854566e-06   1.0644246086e-01   4.1080610860e-01   0.0000000000e+00   
1570    7.5264015506e-06   1.0045873282e-01   4.1000060072e-01   0.0000000000e+00   
1571    7.5264176446e-06   9.5082154285e-02   4.0918087817e-01   0.0000000000e+00   
1572    7.5264337386e-06   9.0240012755e-02   4.0834264046e-01   0.0000000000e+00   
1573    7.5264498326e-06   8.5867894287e-02   4.0748171927e-01   0.0000000000e+00   
1574    7.5264820205e-06   7.8547568500e-02   4.0561742004e-01   0.0000000000e+00   
1575    7.5265142085e-06   7.2392387831e-02   4.0360424657e-01   0.0000000000e+00   
1576    7.5265463965e-06   6.7152799414e-02   4.0143112023e-01   0.0000000000e+00   
1577    7.5265785845e-06   6.2627808080e-02   3.9908495969e-01   0.0000000000e+00   
1578    7.5266107724e-06   5.8435086654e-02   3.9644501988e-01   0.0000000000e+00   
1579    7.5266429604e-06   5.4312903008e-02   3.9336806568e-01   0.0000000000e+00   
1580    7.5266751484e-06   5.0332922390e-02   3.8983519923e-01   0.0000000000e+00   
1581    7.5267395243e-06   4.3547284627e-02   3.8146395402e-01   0.0000000000e+00   
1582    7.5267866310e-06   3.9034864588e-02   3.7469959321e-01   0.0000000000e+00   
1583    7.5268337377e-06   3.5078246855e-02   3.6746117757e-01   0.0000000000e+00   
1584    7.5268808444e-06   3.1624380890e-02   3.5986629111e-01   0.0000000000e+00   
1585    7.5269279511e-06   2.8612347573e-02   3.5200735524e-01   0.0000000000e+00   
1586    7.5269750577e-06   2.5982412015e-02   3.4395883472e-01   0.0000000000e+00   
1587    7.5270221644e-06   2.3679848038e-02   3.3578165725e-01   0.0000000000e+00   
1588    7.5270692711e-06   2.1656448045e-02   3.2752620386e-01   0.0000000000e+00   
1589    7.5271163778e-06   1.9870749158e-02   3.1923444369e-01   0.0000000000e+00   
1590    7.5271634845e-06   1.8311718433e-02   3.1095653552e-01   0.0000000000e+00   
1591    7.5272105911e-06   1.6967335244e-02   3.0274198298e-01   0.0000000000e+00   
1592    7.5272576978e-06   1.5793646258e-02   2.9461747181e-01   0.0000000000e+00   
1593    7.5273048045e-06   1.4748397130e-02   2.8659492771e-01   0.0000000000e+00   
1594    7.5273519112e-06   1.3803445140e-02   2.7868194950e-01   0.0000000000e+00   
1595    7.5273990179e-06   1.2939556198e-02   2.7088463711e-01   0.0000000000e+00   
1596    7.5274461245e-06   1.2143255486e-02   2.6320837518e-01   0.0000000000e+00   
1597    7.5274932312e-06   1.1404872274e-02   2.5565802710e-01   0.0000000000e+00   
1598    7.5275874446e-06   1.0114021642e-02   2.4109572491e-01   0.0000000000e+00   
1599    7.5276816579e-06   8.9774691011e-03   2.2709180779e-01   0.0000000000e+00   
1600    7.5277758713e-06   7.9731047285e-03   2.1366252126e-01   0.0000000000e+00   
1601    7.5278700847e-06   7.0840190684e-03   2.0081728137e-01   0.0000000000e+00   
1602    7.5279642980e-06   6.2963835088e-03   1.8855978134e-01   0.0000000000e+00   
1603    7.5280585114e-06   5.5984285067e-03   1.7688874473e-01   0.0000000000e+00   
1604    7.5281527247e-06   4.9799077255e-03   1.6579860837e-01   0.0000000000e+00   
1605    7.5282469381e-06   4.4317925778e-03   1.5528016958e-01   0.0000000000e+00   
1606    7.5283411515e-06   3.9460802446e-03   1.4532119237e-01   0.0000000000e+00   
1607    7.5284353648e-06   3.5156594431e-03   1.3590696503e-01   0.0000000000e+00   
1608    7.5285295782e-06   3.1342070167e-03   1.2702080497e-01   0.0000000000e+00   
1609    7.5286237915e-06   2.7961022855e-03   1.1864450964e-01   0.0000000000e+00   
1610    7.5287180049e-06   2.4963527833e-03   1.1075875446e-01   0.0000000000e+00   
1611    7.5288122182e-06   2.2305282258e-03   1.0334343998e-01   0.0000000000e+00   
1612    7.5289064316e-06   1.9947010859e-03   9.6377991585e-02   0.0000000000e+00   
1613    7.5290006450e-06   1.7853928640e-03   8.9841615400e-02   0.0000000000e+00   
1614    7.5290948583e-06   1.5995254763e-03   8.3713514339e-02   0.0000000000e+00   
1615    7.5291890717e-06   1.4343773268e-03   7.7973068317e-02   0.0000000000e+00   
1616    7.5292832850e-06   1.2875436983e-03   7.2599982510e-02   0.0000000000e+00   
1617    7.5293774984e-06   1.1569011253e-03   6.7574407401e-02   0.0000000000e+00   
1618    7.5294717118e-06   1.0405754294e-03   6.2877034108e-02   0.0000000000e+00   
1619    7.5295659251e-06   9.3691311177e-04   5.8489168238e-02   0.0000000000e+00   
1620    7.5296601385e-06   8.4445580777e-04   5.4392785189e-02   0.0000000000e+00   
1621    7.5297543518e-06   7.6191752569e-04   5.0570569601e-02   0.0000000000e+00   
1622    7.5298485652e-06   6.8816440511e-04   4.7005941323e-02   0.0000000000e+00   
1623    7.5299427786e-06   6.2219674836e-04   4.3683070022e-02   0.0000000000e+00   
1624    7.5300369919e-06   5.6313309557e-04   4.0586880323e-02   0.0000000000e+00   
1625    7.5301312053e-06   5.1019613161e-04   3.7703049112e-02   0.0000000000e+00   
1626    7.5302254186e-06   4.6270023060e-04   3.5017996448e-02   0.0000000000e+00   
1627    7.5303196320e-06   4.2004046071e-04   3.2518871317e-02   0.0000000000e+00   
1628    7.5304138453e-06   3.8168288823e-04   3.0193533315e-02   0.0000000000e+00   
1629    7.5305080587e-06   3.4715603538e-04   2.8030531162e-02   0.0000000000e+00   
1630    7.5306022721e-06   3.1604336071e-04   2.6019078852e-02   0.0000000000e+00   
1631    7.5306964854e-06   2.8797664426e-04   2.4149030084e-02   0.0000000000e+00   
1632    7.5307906988e-06   2.6263017224e-04   2.2410851541e-02   0.0000000000e+00   
1633    7.5308849121e-06   2.3971562714e-04   2.0795595487e-02   0.0000000000e+00   
1634    7.5309791255e-06   2.1897759947e-04   1.9294872061e-02   0.0000000000e+00   
1635    7.5310733389e-06   2.0018964689e-04   1.7900821592e-02   0.0000000000e+00   
1636    7.5311675522e-06   1.8315083466e-04   1.6606087188e-02   0.0000000000e+00   
1637    7.5312617656e-06   1.6768269919e-04   1.5403787814e-02   0.0000000000e+00   
1638    7.5313559789e-06   1.5362658301e-04   1.4287492012e-02   0.0000000000e+00   
1639    7.5314501923e-06   1.4084129587e-04   1.3251192399e-02   0.0000000000e+00   
1640    7.5315444057e-06   1.2920106169e-04   1.2289281029e-02   0.0000000000e+00   
1641    7.5316386190e-06   1.1859371629e-04   1.1396525700e-02   0.0000000000e+00   
1642    7.5317328324e-06   1.0891912490e-04   1.0568047236e-02   0.0000000000e+00   
1643    7.5319212591e-06   9.2654583159e-05   9.1341574120e-03   0.0000000000e+00   
1644    7.5321096858e-06   7.8945092925e-05   7.8936683325e-03   0.0000000000e+00   
1645    7.5322981125e-06   6.7361270153e-05   6.8207743134e-03   0.0000000000e+00   
1646    7.5324865392e-06   5.7552018093e-05   5.8930446924e-03   0.0000000000e+00   
1647    7.5326749660e-06   4.9228810517e-05   5.0909992620e-03   0.0000000000e+00   
1648    7.5328633927e-06   4.2153584546e-05   4.3977328161e-03   0.0000000000e+00   
1649    7.5330518194e-06   3.6129195100e-05   3.7985843340e-03   0.0000000000e+00   
1650    7.5332402461e-06   3.0991818514e-05   3.2808463045e-03   0.0000000000e+00   
1651    7.5334286728e-06   2.6604874167e-05   2.8335099160e-03   0.0000000000e+00   
1652    7.5336170996e-06   2.2854140051e-05   2.4470421342e-03   0.0000000000e+00   
1653    7.5338055263e-06   1.9643812437e-05   2.1131910148e-03   0.0000000000e+00   
1654    7.5339939530e-06   1.6893314997e-05   1.8248159279e-03   0.0000000000e+00   
1655    7.5341823797e-06   1.4534704936e-05   1.5757396980e-03   0.0000000000e+00   
