Index       TIME              V(1)              V(1A)             P(L1)             V(2)              V(2A)             P(L2)             V(3)              V(3A)             P(L3)             V(4)              V(4A)             P(L4)             V(5)              V(5A)             P(L5)             V(6)              V(6A)             P(L6)      
72       1.22444999e-02    4.97243023e-17    4.97243023e-17    2.78287571e-43    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
73       1.24346902e-02   -4.97243035e-17   -4.97243035e-17    2.78757345e-43    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
74       1.28150708e-02    4.97243041e-17    4.97243041e-17    2.77695520e-43    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
75       1.35758320e-02   -4.97243044e-17   -4.97243044e-17    2.75307033e-43    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
76       1.50973544e-02    4.97243045e-17    4.97243045e-17    2.80294829e-43    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
77       1.70973544e-02   -4.97243047e-17   -4.97243047e-17    2.79719408e-43    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
78       1.90973544e-02    4.97243048e-17    4.97243048e-17    2.79349120e-43    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
79       2.00000000e-02   -4.97243050e-17   -4.97243050e-17    2.79291443e-43    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
0        0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
1        5.00000000e-06   -5.00000250e+01   -5.00000000e+01    1.25000000e+00   -2.50000250e+01   -2.50000000e+01    6.25000000e-01   -2.50000250e+01   -2.50000000e+01    6.25000000e-01   -2.50000250e+01   -2.50000000e+01    6.25000000e-01   -2.50000250e+01   -2.50000000e+01    6.25000000e-01   -7.50000250e+01   -7.50000000e+01    1.87500000e+00
2        5.03906250e-06   -5.00000252e+01   -5.00000000e+01    1.25976563e+00   -2.50000252e+01   -2.50000000e+01    6.29882813e-01   -2.50000252e+01   -2.50000000e+01    6.29882813e-01   -2.50000252e+01   -2.50000000e+01    6.29882813e-01   -2.50000252e+01   -2.50000000e+01    6.29882813e-01   -7.50000252e+01   -7.50000000e+01    1.88964844e+00
3        5.05505703e-06   -5.00000253e+01   -5.00000000e+01    1.26376426e+00   -2.50000253e+01   -2.50000000e+01    6.31882128e-01   -2.50000253e+01   -2.50000000e+01    6.31882128e-01   -2.50000253e+01   -2.50000000e+01    6.31882128e-01   -2.50000253e+01   -2.50000000e+01    6.31882128e-01   -7.50000253e+01   -7.50000000e+01    1.89564639e+00
4        5.08704608e-06   -5.00000254e+01   -5.00000000e+01    1.27176152e+00   -2.50000254e+01   -2.50000000e+01    6.35880760e-01   -2.50000254e+01   -2.50000000e+01    6.35880760e-01   -2.50000254e+01   -2.50000000e+01    6.35880760e-01   -2.50000254e+01   -2.50000000e+01    6.35880760e-01   -7.50000254e+01   -7.50000000e+01    1.90764228e+00
5        5.15102419e-06   -5.00000258e+01   -5.00000000e+01    1.28775605e+00   -2.50000258e+01   -2.50000000e+01    6.43878024e-01   -2.50000258e+01   -2.50000000e+01    6.43878024e-01   -2.50000258e+01   -2.50000000e+01    6.43878024e-01   -2.50000258e+01   -2.50000000e+01    6.43878024e-01   -7.50000258e+01   -7.50000000e+01    1.93163407e+00
6        5.27898041e-06   -5.00000264e+01   -5.00000000e+01    1.31974510e+00   -2.50000264e+01   -2.50000000e+01    6.59872551e-01   -2.50000264e+01   -2.50000000e+01    6.59872551e-01   -2.50000264e+01   -2.50000000e+01    6.59872551e-01   -2.50000264e+01   -2.50000000e+01    6.59872551e-01   -7.50000264e+01   -7.50000000e+01    1.97961765e+00
7        5.53489285e-06   -5.00000277e+01   -5.00000000e+01    1.38372321e+00   -2.50000277e+01   -2.50000000e+01    6.91861606e-01   -2.50000277e+01   -2.50000000e+01    6.91861606e-01   -2.50000277e+01   -2.50000000e+01    6.91861606e-01   -2.50000277e+01   -2.50000000e+01    6.91861606e-01   -7.50000277e+01   -7.50000000e+01    2.07558482e+00
8        6.04671772e-06   -5.00000302e+01   -5.00000000e+01    1.51167943e+00   -2.50000302e+01   -2.50000000e+01    7.55839716e-01   -2.50000302e+01   -2.50000000e+01    7.55839716e-01   -2.50000302e+01   -2.50000000e+01    7.55839716e-01   -2.50000302e+01   -2.50000000e+01    7.55839716e-01   -7.50000302e+01   -7.50000000e+01    2.26751915e+00
9        7.07036748e-06   -5.00000354e+01   -5.00000000e+01    1.76759187e+00   -2.50000354e+01   -2.50000000e+01    8.83795935e-01   -2.50000354e+01   -2.50000000e+01    8.83795935e-01   -2.50000354e+01   -2.50000000e+01    8.83795935e-01   -2.50000354e+01   -2.50000000e+01    8.83795935e-01   -7.50000354e+01   -7.50000000e+01    2.65138780e+00
10       9.11766698e-06   -5.00000456e+01   -5.00000000e+01    2.27941675e+00   -2.50000456e+01   -2.50000000e+01    1.13970837e+00   -2.50000456e+01   -2.50000000e+01    1.13970837e+00   -2.50000456e+01   -2.50000000e+01    1.13970837e+00   -2.50000456e+01   -2.50000000e+01    1.13970837e+00   -7.50000456e+01   -7.50000000e+01    3.41912512e+00
11       1.32122660e-05   -5.00000661e+01   -5.00000000e+01    3.30306650e+00   -2.50000661e+01   -2.50000000e+01    1.65153325e+00   -2.50000661e+01   -2.50000000e+01    1.65153325e+00   -2.50000661e+01   -2.50000000e+01    1.65153325e+00   -2.50000661e+01   -2.50000000e+01    1.65153325e+00   -7.50000661e+01   -7.50000000e+01    4.95459975e+00
12       2.14014640e-05   -5.00001070e+01   -5.00000000e+01    5.35036600e+00   -2.50001070e+01   -2.50000000e+01    2.67518300e+00   -2.50001070e+01   -2.50000000e+01    2.67518300e+00   -2.50001070e+01   -2.50000000e+01    2.67518300e+00   -2.50001070e+01   -2.50000000e+01    2.67518300e+00   -7.50001070e+01   -7.50000000e+01    8.02554900e+00
13       3.77798600e-05   -5.00001889e+01   -5.00000000e+01    9.44496501e+00   -2.50001889e+01   -2.50000000e+01    4.72248251e+00   -2.50001889e+01   -2.50000000e+01    4.72248251e+00   -2.50001889e+01   -2.50000000e+01    4.72248251e+00   -2.50001889e+01   -2.50000000e+01    4.72248251e+00   -7.50001889e+01   -7.50000000e+01    1.41674475e+01
14       7.05366521e-05   -5.00003527e+01   -5.00000000e+01    1.76341630e+01   -2.50003527e+01   -2.50000000e+01    8.81708151e+00   -2.50003527e+01   -2.50000000e+01    8.81708151e+00   -2.50003527e+01   -2.50000000e+01    8.81708151e+00   -2.50003527e+01   -2.50000000e+01    8.81708151e+00   -7.50003527e+01   -7.50000000e+01    2.64512445e+01
15       1.36050236e-04   -5.00006803e+01   -5.00000000e+01    3.40125591e+01   -2.50006803e+01   -2.50000000e+01    1.70062795e+01   -2.50006803e+01   -2.50000000e+01    1.70062795e+01   -2.50006803e+01   -2.50000000e+01    1.70062795e+01   -2.50006803e+01   -2.50000000e+01    1.70062795e+01   -7.50006803e+01   -7.50000000e+01    5.10188386e+01
16       2.67077405e-04   -5.00013354e+01   -5.00000000e+01    6.67693511e+01   -2.50013354e+01   -2.50000000e+01    3.33846756e+01   -2.50013354e+01   -2.50000000e+01    3.33846756e+01   -2.50013354e+01   -2.50000000e+01    3.33846756e+01   -2.50013354e+01   -2.50000000e+01    3.33846756e+01   -7.50013354e+01   -7.50000000e+01    1.00154027e+02
17       5.29131741e-04   -5.00026457e+01   -5.00000000e+01    1.32282935e+02   -2.50026457e+01   -2.50000000e+01    6.61414676e+01   -2.50026457e+01   -2.50000000e+01    6.61414676e+01   -2.50026457e+01   -2.50000000e+01    6.61414676e+01   -2.50026457e+01   -2.50000000e+01    6.61414676e+01   -7.50026457e+01   -7.50000000e+01    1.98424403e+02
18       1.00000000e-03   -5.00050000e+01   -5.00000000e+01    2.50000000e+02   -2.50050000e+01   -2.50000000e+01    1.25000000e+02   -2.50050000e+01   -2.50000000e+01    1.25000000e+02   -2.50050000e+01   -2.50000000e+01    1.25000000e+02   -2.50050000e+01   -2.50000000e+01    1.25000000e+02   -7.50050000e+01   -7.50000000e+01    3.75000000e+02
19       1.05241087e-03   -5.00000000e-03    1.58873007e-14   -7.94365035e-14   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
20       1.05251323e-03   -4.99999995e-03    4.60943617e-11   -2.30471809e-10   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
21       1.05253882e-03   -5.00000000e-03   -1.26633119e-19    6.33165594e-19   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
22       1.05259001e-03   -5.00000000e-03    5.82526592e-19   -2.91263296e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
23       1.05269237e-03   -5.00000000e-03   -5.15935683e-19    2.57967842e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
24       1.05289710e-03   -5.00000000e-03    5.15935724e-19   -2.57967862e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
25       1.05330656e-03   -5.00000000e-03   -5.15935702e-19    2.57967851e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
26       1.05412548e-03   -5.00000000e-03    5.15935676e-19   -2.57967838e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
27       1.05576332e-03   -5.00000000e-03   -5.15935674e-19    2.57967837e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
28       1.05903900e-03   -5.00000000e-03    5.15935703e-19   -2.57967851e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
29       1.06559036e-03   -5.00000000e-03   -5.15935688e-19    2.57967844e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
30       1.07869307e-03   -5.00000000e-03    5.15935685e-19   -2.57967843e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
31       1.10489851e-03   -5.00000000e-03   -5.15935685e-19    2.57967843e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
32       1.15730938e-03   -5.00000000e-03    5.15935686e-19   -2.57967843e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
33       1.26213111e-03   -5.00000000e-03   -5.15935686e-19    2.57967843e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
34       1.47177458e-03   -5.00000000e-03    5.15935688e-19   -2.57967844e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
35       1.89106152e-03   -5.00000000e-03   -5.15935689e-19    2.57967844e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
36       2.72963540e-03   -5.00000000e-03    5.15935689e-19   -2.57967844e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
37       4.40678315e-03   -5.00000000e-03   -5.15935688e-19    2.57967844e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
38       6.40678315e-03   -5.00000000e-03    5.15935688e-19   -2.57967844e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
39       8.40678315e-03   -5.00000000e-03   -5.15935688e-19    2.57967844e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
40       1.04067831e-02   -5.00000000e-03    5.15935688e-19   -2.57967844e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
41       1.10000000e-02   -5.00000000e-03   -5.15935688e-19    2.57967844e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
42       1.11000000e-02    4.99955000e+01    5.00000000e+01   -2.25000000e+02    2.49955000e+01    2.50000000e+01   -1.12500000e+02    2.49955000e+01    2.50000000e+01   -1.12500000e+02    2.49955000e+01    2.50000000e+01   -1.12500000e+02    2.49955000e+01    2.50000000e+01   -1.12500000e+02    7.49955000e+01    7.50000000e+01   -3.37500000e+02
43       1.11007812e-02    4.99955039e+01    5.00000000e+01   -2.24804687e+02    2.49955039e+01    2.50000000e+01   -1.12402344e+02    2.49955039e+01    2.50000000e+01   -1.12402344e+02    2.49955039e+01    2.50000000e+01   -1.12402344e+02    2.49955039e+01    2.50000000e+01   -1.12402344e+02    7.49955039e+01    7.50000000e+01   -3.37207031e+02
44       1.11011011e-02    4.99955055e+01    5.00000000e+01   -2.24724715e+02    2.49955055e+01    2.50000000e+01   -1.12362357e+02    2.49955055e+01    2.50000000e+01   -1.12362357e+02    2.49955055e+01    2.50000000e+01   -1.12362357e+02    2.49955055e+01    2.50000000e+01   -1.12362357e+02    7.49955055e+01    7.50000000e+01   -3.37087072e+02
45       1.11017409e-02    4.99955087e+01    5.00000000e+01   -2.24564770e+02    2.49955087e+01    2.50000000e+01   -1.12282385e+02    2.49955087e+01    2.50000000e+01   -1.12282385e+02    2.49955087e+01    2.50000000e+01   -1.12282385e+02    2.49955087e+01    2.50000000e+01   -1.12282385e+02    7.49955087e+01    7.50000000e+01   -3.36847154e+02
46       1.11030205e-02    4.99955151e+01    5.00000000e+01   -2.24244879e+02    2.49955151e+01    2.50000000e+01   -1.12122440e+02    2.49955151e+01    2.50000000e+01   -1.12122440e+02    2.49955151e+01    2.50000000e+01   -1.12122440e+02    2.49955151e+01    2.50000000e+01   -1.12122440e+02    7.49955151e+01    7.50000000e+01   -3.36367319e+02
47       1.11055796e-02    4.99955279e+01    5.00000000e+01   -2.23605098e+02    2.49955279e+01    2.50000000e+01   -1.11802549e+02    2.49955279e+01    2.50000000e+01   -1.11802549e+02    2.49955279e+01    2.50000000e+01   -1.11802549e+02    2.49955279e+01    2.50000000e+01   -1.11802549e+02    7.49955279e+01    7.50000000e+01   -3.35407647e+02
48       1.11106979e-02    4.99955535e+01    5.00000000e+01   -2.22325536e+02    2.49955535e+01    2.50000000e+01   -1.11162768e+02    2.49955535e+01    2.50000000e+01   -1.11162768e+02    2.49955535e+01    2.50000000e+01   -1.11162768e+02    2.49955535e+01    2.50000000e+01   -1.11162768e+02    7.49955535e+01    7.50000000e+01   -3.33488304e+02
49       1.11209344e-02    4.99956047e+01    5.00000000e+01   -2.19766412e+02    2.49956047e+01    2.50000000e+01   -1.09883206e+02    2.49956047e+01    2.50000000e+01   -1.09883206e+02    2.49956047e+01    2.50000000e+01   -1.09883206e+02    2.49956047e+01    2.50000000e+01   -1.09883206e+02    7.49956047e+01    7.50000000e+01   -3.29649618e+02
50       1.11414073e-02    4.99957070e+01    5.00000000e+01   -2.14648164e+02    2.49957070e+01    2.50000000e+01   -1.07324082e+02    2.49957070e+01    2.50000000e+01   -1.07324082e+02    2.49957070e+01    2.50000000e+01   -1.07324082e+02    2.49957070e+01    2.50000000e+01   -1.07324082e+02    7.49957070e+01    7.50000000e+01   -3.21972246e+02
51       1.11823533e-02    4.99959118e+01    5.00000000e+01   -2.04411669e+02    2.49959118e+01    2.50000000e+01   -1.02205834e+02    2.49959118e+01    2.50000000e+01   -1.02205834e+02    2.49959118e+01    2.50000000e+01   -1.02205834e+02    2.49959118e+01    2.50000000e+01   -1.02205834e+02    7.49959118e+01    7.50000000e+01   -3.06617503e+02
52       1.12642453e-02    4.99963212e+01    5.00000000e+01   -1.83938677e+02    2.49963212e+01    2.50000000e+01   -9.19693385e+01    2.49963212e+01    2.50000000e+01   -9.19693385e+01    2.49963212e+01    2.50000000e+01   -9.19693385e+01    2.49963212e+01    2.50000000e+01   -9.19693385e+01    7.49963212e+01    7.50000000e+01   -2.75908015e+02
53       1.14280292e-02    4.99971401e+01    5.00000000e+01   -1.42992694e+02    2.49971401e+01    2.50000000e+01   -7.14963469e+01    2.49971401e+01    2.50000000e+01   -7.14963469e+01    2.49971401e+01    2.50000000e+01   -7.14963469e+01    2.49971401e+01    2.50000000e+01   -7.14963469e+01    7.49971401e+01    7.50000000e+01   -2.14489041e+02
54       1.17555971e-02    4.99987780e+01    5.00000000e+01   -6.11007273e+01    2.49987780e+01    2.50000000e+01   -3.05503636e+01    2.49987780e+01    2.50000000e+01   -3.05503636e+01    2.49987780e+01    2.50000000e+01   -3.05503636e+01    2.49987780e+01    2.50000000e+01   -3.05503636e+01    7.49987780e+01    7.50000000e+01   -9.16510909e+01
55       1.20000000e-02    5.00000000e+01    5.00000000e+01    2.22044611e-13    2.50000000e+01    2.50000000e+01    1.11022302e-13    2.50000000e+01    2.50000000e+01    1.11022302e-13    2.50000000e+01    2.50000000e+01    1.11022302e-13    2.50000000e+01    2.50000000e+01    1.11022302e-13    7.50000000e+01    7.50000000e+01    3.33066907e-13
56       1.20655136e-02   -6.77858341e-13   -6.77858341e-13   -1.47361933e-35   -3.38929163e-13   -3.38929163e-13   -0.00000000e+00   -3.38929163e-13   -3.38929163e-13   -0.00000000e+00   -3.38929163e-13   -3.38929163e-13   -0.00000000e+00   -3.38929163e-13   -3.38929163e-13   -0.00000000e+00   -1.01678749e-12   -1.01678749e-12   -0.00000000e+00
57       1.20655216e-02   -4.18901563e-17   -4.18901563e-17    4.92683389e-40    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
58       1.20655288e-02    1.63685714e-17    1.63685714e-17    3.27728763e-43    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
59       1.20655432e-02   -1.64798351e-17   -1.64798351e-17    9.89788602e-43    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
60       1.20655720e-02    1.65632941e-17    1.65632941e-17    9.95110640e-43    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
61       1.20656295e-02   -1.66050276e-17   -1.66050276e-17    9.97500567e-43    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
62       1.20657447e-02    1.66258958e-17    1.66258958e-17    9.98999265e-43    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
63       1.20659750e-02   -1.66363349e-17   -1.66363349e-17    1.00035388e-42    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
64       1.20664357e-02    1.66415567e-17    1.66415567e-17    1.00080407e-42    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
65       1.20673569e-02   -1.66441679e-17   -1.66441679e-17    1.00104545e-42    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
66       1.20691995e-02    1.66454735e-17    1.66454735e-17    1.00110619e-42    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
67       1.20728846e-02   -1.66461265e-17   -1.66461265e-17    1.00149748e-42    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
