Index       TIME              V(1)              V(1A)             P(L1)             V(2)              V(2A)             P(L2)             V(3)              V(3A)             P(L3)             V(4)              V(4A)             P(L4)             V(5)              V(5A)             P(L5)             V(6)              V(6A)             P(L6)      
0        0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
1        5.00000000e-06   -5.00000250e+01   -5.00000000e+01    1.25000000e+00   -5.00000250e+01   -5.00000000e+01    1.25000000e+00   -2.50000250e+01   -2.50000000e+01    6.25000000e-01   -2.50000250e+01   -2.50000000e+01    6.25000000e-01   -2.50000250e+01   -2.50000000e+01    6.25000000e-01   -7.50000250e+01   -7.50000000e+01    1.87500000e+00
2        5.03906250e-06   -5.00000252e+01   -5.00000000e+01    1.25976563e+00   -5.00000252e+01   -5.00000000e+01    1.25976563e+00   -2.50000252e+01   -2.50000000e+01    6.29882813e-01   -2.50000252e+01   -2.50000000e+01    6.29882813e-01   -2.50000252e+01   -2.50000000e+01    6.29882813e-01   -7.50000252e+01   -7.50000000e+01    1.88964844e+00
3        5.05442022e-06   -5.00000253e+01   -5.00000000e+01    1.26360505e+00   -5.00000253e+01   -5.00000000e+01    1.26360505e+00   -2.50000253e+01   -2.50000000e+01    6.31802527e-01   -2.50000253e+01   -2.50000000e+01    6.31802527e-01   -2.50000253e+01   -2.50000000e+01    6.31802527e-01   -7.50000253e+01   -7.50000000e+01    1.89540758e+00
4        5.08513566e-06   -5.00000254e+01   -5.00000000e+01    1.27128391e+00   -5.00000254e+01   -5.00000000e+01    1.27128391e+00   -2.50000254e+01   -2.50000000e+01    6.35641957e-01   -2.50000254e+01   -2.50000000e+01    6.35641957e-01   -2.50000254e+01   -2.50000000e+01    6.35641957e-01   -7.50000254e+01   -7.50000000e+01    1.90692587e+00
5        5.14656653e-06   -5.00000257e+01   -5.00000000e+01    1.28664163e+00   -5.00000257e+01   -5.00000000e+01    1.28664163e+00   -2.50000257e+01   -2.50000000e+01    6.43320816e-01   -2.50000257e+01   -2.50000000e+01    6.43320816e-01   -2.50000257e+01   -2.50000000e+01    6.43320816e-01   -7.50000257e+01   -7.50000000e+01    1.92996245e+00
6        5.26942828e-06   -5.00000263e+01   -5.00000000e+01    1.31735707e+00   -5.00000263e+01   -5.00000000e+01    1.31735707e+00   -2.50000263e+01   -2.50000000e+01    6.58678535e-01   -2.50000263e+01   -2.50000000e+01    6.58678535e-01   -2.50000263e+01   -2.50000000e+01    6.58678535e-01   -7.50000263e+01   -7.50000000e+01    1.97603561e+00
7        5.51515178e-06   -5.00000276e+01   -5.00000000e+01    1.37878795e+00   -5.00000276e+01   -5.00000000e+01    1.37878795e+00   -2.50000276e+01   -2.50000000e+01    6.89393973e-01   -2.50000276e+01   -2.50000000e+01    6.89393973e-01   -2.50000276e+01   -2.50000000e+01    6.89393973e-01   -7.50000276e+01   -7.50000000e+01    2.06818192e+00
8        6.00659878e-06   -5.00000300e+01   -5.00000000e+01    1.50164970e+00   -5.00000300e+01   -5.00000000e+01    1.50164970e+00   -2.50000300e+01   -2.50000000e+01    7.50824848e-01   -2.50000300e+01   -2.50000000e+01    7.50824848e-01   -2.50000300e+01   -2.50000000e+01    7.50824848e-01   -7.50000300e+01   -7.50000000e+01    2.25247454e+00
9        6.98949279e-06   -5.00000349e+01   -5.00000000e+01    1.74737320e+00   -5.00000349e+01   -5.00000000e+01    1.74737320e+00   -2.50000349e+01   -2.50000000e+01    8.73686598e-01   -2.50000349e+01   -2.50000000e+01    8.73686598e-01   -2.50000349e+01   -2.50000000e+01    8.73686598e-01   -7.50000349e+01   -7.50000000e+01    2.62105980e+00
10       8.95528079e-06   -5.00000448e+01   -5.00000000e+01    2.23882020e+00   -5.00000448e+01   -5.00000000e+01    2.23882020e+00   -2.50000448e+01   -2.50000000e+01    1.11941010e+00   -2.50000448e+01   -2.50000000e+01    1.11941010e+00   -2.50000448e+01   -2.50000000e+01    1.11941010e+00   -7.50000448e+01   -7.50000000e+01    3.35823030e+00
11       1.28868568e-05   -5.00000644e+01   -5.00000000e+01    3.22171420e+00   -5.00000644e+01   -5.00000000e+01    3.22171420e+00   -2.50000644e+01   -2.50000000e+01    1.61085710e+00   -2.50000644e+01   -2.50000000e+01    1.61085710e+00   -2.50000644e+01   -2.50000000e+01    1.61085710e+00   -7.50000644e+01   -7.50000000e+01    4.83257130e+00
12       2.07500088e-05   -5.00001038e+01   -5.00000000e+01    5.18750221e+00   -5.00001038e+01   -5.00000000e+01    5.18750221e+00   -2.50001038e+01   -2.50000000e+01    2.59375110e+00   -2.50001038e+01   -2.50000000e+01    2.59375110e+00   -2.50001038e+01   -2.50000000e+01    2.59375110e+00   -7.50001038e+01   -7.50000000e+01    7.78125331e+00
13       3.64763129e-05   -5.00001824e+01   -5.00000000e+01    9.11907822e+00   -5.00001824e+01   -5.00000000e+01    9.11907822e+00   -2.50001824e+01   -2.50000000e+01    4.55953911e+00   -2.50001824e+01   -2.50000000e+01    4.55953911e+00   -2.50001824e+01   -2.50000000e+01    4.55953911e+00   -7.50001824e+01   -7.50000000e+01    1.36786173e+01
14       6.79289210e-05   -5.00003396e+01   -5.00000000e+01    1.69822302e+01   -5.00003396e+01   -5.00000000e+01    1.69822302e+01   -2.50003396e+01   -2.50000000e+01    8.49111512e+00   -2.50003396e+01   -2.50000000e+01    8.49111512e+00   -2.50003396e+01   -2.50000000e+01    8.49111512e+00   -7.50003396e+01   -7.50000000e+01    2.54733454e+01
15       1.30834137e-04   -5.00006542e+01   -5.00000000e+01    3.27085343e+01   -5.00006542e+01   -5.00000000e+01    3.27085343e+01   -2.50006542e+01   -2.50000000e+01    1.63542671e+01   -2.50006542e+01   -2.50000000e+01    1.63542671e+01   -2.50006542e+01   -2.50000000e+01    1.63542671e+01   -7.50006542e+01   -7.50000000e+01    4.90628014e+01
16       2.56644570e-04   -5.00012832e+01   -5.00000000e+01    6.41611424e+01   -5.00012832e+01   -5.00000000e+01    6.41611424e+01   -2.50012832e+01   -2.50000000e+01    3.20805712e+01   -2.50012832e+01   -2.50000000e+01    3.20805712e+01   -2.50012832e+01   -2.50000000e+01    3.20805712e+01   -7.50012832e+01   -7.50000000e+01    9.62417136e+01
17       5.08265434e-04   -5.00025413e+01   -5.00000000e+01    1.27066359e+02   -5.00025413e+01   -5.00000000e+01    1.27066359e+02   -2.50025413e+01   -2.50000000e+01    6.35331793e+01   -2.50025413e+01   -2.50000000e+01    6.35331793e+01   -2.50025413e+01   -2.50000000e+01    6.35331793e+01   -7.50025413e+01   -7.50000000e+01    1.90599538e+02
18       1.00000000e-03   -5.00050000e+01   -5.00000000e+01    2.50000000e+02   -5.00050000e+01   -5.00000000e+01    2.50000000e+02   -2.50050000e+01   -2.50000000e+01    1.25000000e+02   -2.50050000e+01   -2.50000000e+01    1.25000000e+02   -2.50050000e+01   -2.50000000e+01    1.25000000e+02   -7.50050000e+01   -7.50000000e+01    3.75000000e+02
19       1.05032417e-03   -5.00000000e-03    3.30921356e-14   -1.65460678e-13   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
20       1.05042246e-03   -4.99999997e-03    2.54147763e-11   -1.27073881e-10   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
21       1.05044703e-03   -5.00000000e-03    5.08876136e-19   -2.54438068e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
22       1.05049618e-03   -5.00000000e-03   -2.34104228e-18    1.17052114e-17   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
23       1.05059447e-03   -5.00000000e-03    1.86798249e-18   -9.33991246e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
24       1.05079105e-03   -5.00000000e-03   -1.86798229e-18    9.33991146e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
25       1.05118421e-03   -5.00000000e-03    1.86798210e-18   -9.33991050e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
26       1.05197052e-03   -5.00000000e-03   -1.86798214e-18    9.33991071e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
27       1.05354315e-03   -5.00000000e-03    1.86798214e-18   -9.33991072e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
28       1.05668841e-03   -5.00000000e-03   -1.86798214e-18    9.33991071e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
29       1.06297893e-03   -5.00000000e-03    1.86798214e-18   -9.33991069e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
30       1.07555998e-03   -5.00000000e-03   -1.86798214e-18    9.33991071e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
31       1.10072206e-03   -5.00000000e-03    1.86798214e-18   -9.33991071e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
32       1.15104624e-03   -5.00000000e-03   -1.86798214e-18    9.33991072e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
33       1.25169458e-03   -5.00000000e-03    1.86798214e-18   -9.33991072e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
34       1.45299127e-03   -5.00000000e-03   -1.86798215e-18    9.33991073e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
35       1.85558466e-03   -5.00000000e-03    1.86798215e-18   -9.33991073e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
36       2.66077142e-03   -5.00000000e-03   -1.86798215e-18    9.33991073e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
37       4.27114496e-03   -5.00000000e-03    1.86798215e-18   -9.33991073e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
38       6.27114496e-03   -5.00000000e-03   -1.86798215e-18    9.33991073e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
39       8.27114496e-03   -5.00000000e-03    1.86798215e-18   -9.33991073e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
40       1.02711450e-02   -5.00000000e-03   -1.86798215e-18    9.33991073e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
41       1.10000000e-02   -5.00000000e-03    1.86798215e-18   -9.33991073e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
42       1.11000000e-02    4.99955000e+01    5.00000000e+01   -2.25000000e+02    4.99955000e+01    5.00000000e+01   -2.25000000e+02    2.49955000e+01    2.50000000e+01   -1.12500000e+02    2.49955000e+01    2.50000000e+01   -1.12500000e+02    2.49955000e+01    2.50000000e+01   -1.12500000e+02    7.49955000e+01    7.50000000e+01   -3.37500000e+02
43       1.11007812e-02    4.99955039e+01    5.00000000e+01   -2.24804687e+02    4.99955039e+01    5.00000000e+01   -2.24804687e+02    2.49955039e+01    2.50000000e+01   -1.12402344e+02    2.49955039e+01    2.50000000e+01   -1.12402344e+02    2.49955039e+01    2.50000000e+01   -1.12402344e+02    7.49955039e+01    7.50000000e+01   -3.37207031e+02
44       1.11010884e-02    4.99955054e+01    5.00000000e+01   -2.24727899e+02    4.99955054e+01    5.00000000e+01   -2.24727899e+02    2.49955054e+01    2.50000000e+01   -1.12363949e+02    2.49955054e+01    2.50000000e+01   -1.12363949e+02    2.49955054e+01    2.50000000e+01   -1.12363949e+02    7.49955054e+01    7.50000000e+01   -3.37091848e+02
45       1.11017027e-02    4.99955085e+01    5.00000000e+01   -2.24574322e+02    4.99955085e+01    5.00000000e+01   -2.24574322e+02    2.49955085e+01    2.50000000e+01   -1.12287161e+02    2.49955085e+01    2.50000000e+01   -1.12287161e+02    2.49955085e+01    2.50000000e+01   -1.12287161e+02    7.49955085e+01    7.50000000e+01   -3.36861483e+02
46       1.11029313e-02    4.99955147e+01    5.00000000e+01   -2.24267167e+02    4.99955147e+01    5.00000000e+01   -2.24267167e+02    2.49955147e+01    2.50000000e+01   -1.12133584e+02    2.49955147e+01    2.50000000e+01   -1.12133584e+02    2.49955147e+01    2.50000000e+01   -1.12133584e+02    7.49955147e+01    7.50000000e+01   -3.36400751e+02
47       1.11053886e-02    4.99955269e+01    5.00000000e+01   -2.23652859e+02    4.99955269e+01    5.00000000e+01   -2.23652859e+02    2.49955269e+01    2.50000000e+01   -1.11826429e+02    2.49955269e+01    2.50000000e+01   -1.11826429e+02    2.49955269e+01    2.50000000e+01   -1.11826429e+02    7.49955269e+01    7.50000000e+01   -3.35479288e+02
48       1.11103030e-02    4.99955515e+01    5.00000000e+01   -2.22424241e+02    4.99955515e+01    5.00000000e+01   -2.22424241e+02    2.49955515e+01    2.50000000e+01   -1.11212121e+02    2.49955515e+01    2.50000000e+01   -1.11212121e+02    2.49955515e+01    2.50000000e+01   -1.11212121e+02    7.49955515e+01    7.50000000e+01   -3.33636362e+02
49       1.11201320e-02    4.99956007e+01    5.00000000e+01   -2.19967007e+02    4.99956007e+01    5.00000000e+01   -2.19967007e+02    2.49956007e+01    2.50000000e+01   -1.09983503e+02    2.49956007e+01    2.50000000e+01   -1.09983503e+02    2.49956007e+01    2.50000000e+01   -1.09983503e+02    7.49956007e+01    7.50000000e+01   -3.29950510e+02
50       1.11397898e-02    4.99956989e+01    5.00000000e+01   -2.15052538e+02    4.99956989e+01    5.00000000e+01   -2.15052538e+02    2.49956989e+01    2.50000000e+01   -1.07526269e+02    2.49956989e+01    2.50000000e+01   -1.07526269e+02    2.49956989e+01    2.50000000e+01   -1.07526269e+02    7.49956989e+01    7.50000000e+01   -3.22578807e+02
51       1.11791056e-02    4.99958955e+01    5.00000000e+01   -2.05223599e+02    4.99958955e+01    5.00000000e+01   -2.05223599e+02    2.49958955e+01    2.50000000e+01   -1.02611800e+02    2.49958955e+01    2.50000000e+01   -1.02611800e+02    2.49958955e+01    2.50000000e+01   -1.02611800e+02    7.49958955e+01    7.50000000e+01   -3.07835399e+02
52       1.12577371e-02    4.99962887e+01    5.00000000e+01   -1.85565723e+02    4.99962887e+01    5.00000000e+01   -1.85565723e+02    2.49962887e+01    2.50000000e+01   -9.27828613e+01    2.49962887e+01    2.50000000e+01   -9.27828613e+01    2.49962887e+01    2.50000000e+01   -9.27828613e+01    7.49962887e+01    7.50000000e+01   -2.78348584e+02
53       1.14150001e-02    4.99970750e+01    5.00000000e+01   -1.46249969e+02    4.99970750e+01    5.00000000e+01   -1.46249969e+02    2.49970750e+01    2.50000000e+01   -7.31249845e+01    2.49970750e+01    2.50000000e+01   -7.31249845e+01    2.49970750e+01    2.50000000e+01   -7.31249845e+01    7.49970750e+01    7.50000000e+01   -2.19374954e+02
54       1.17295262e-02    4.99986476e+01    5.00000000e+01   -6.76184620e+01    4.99986476e+01    5.00000000e+01   -6.76184620e+01    2.49986476e+01    2.50000000e+01   -3.38092310e+01    2.49986476e+01    2.50000000e+01   -3.38092310e+01    2.49986476e+01    2.50000000e+01   -3.38092310e+01    7.49986476e+01    7.50000000e+01   -1.01427693e+02
55       1.20000000e-02    5.00000000e+01    5.00000000e+01    2.22044605e-13    5.00000000e+01    5.00000000e+01    2.22044605e-13    2.50000000e+01    2.50000000e+01    1.11022302e-13    2.50000000e+01    2.50000000e+01    1.11022302e-13    2.50000000e+01    2.50000000e+01    1.11022302e-13    7.50000000e+01    7.50000000e+01    3.33066907e-13
56       1.20629052e-02   -7.05965752e-13   -7.05965752e-13   -8.38018514e-36   -7.05965755e-13   -7.05965755e-13   -0.00000000e+00   -3.52982878e-13   -3.52982878e-13   -0.00000000e+00   -3.52982878e-13   -3.52982878e-13   -0.00000000e+00   -3.52982878e-13   -3.52982878e-13   -0.00000000e+00   -1.05894863e-12   -1.05894863e-12   -0.00000000e+00
57       1.20629129e-02    1.60795552e-11    1.60795552e-11    1.98538688e-28    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
58       1.20629198e-02   -1.78661867e-11   -1.78661867e-11   -4.81745889e-35    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
59       1.20629336e-02    1.78661629e-11    1.78661629e-11   -2.46292240e-34    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
60       1.20629613e-02   -1.78661435e-11   -1.78661435e-11   -2.30605267e-34    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
61       1.20630165e-02    1.78661344e-11    1.78661344e-11   -2.20472187e-34    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
62       1.20631271e-02   -1.78661293e-11   -1.78661293e-11   -2.88019893e-34    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
63       1.20633483e-02    1.78661272e-11    1.78661272e-11   -1.21173427e-34    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
64       1.20637906e-02   -1.78661272e-11   -1.78661272e-11    1.13894327e-34    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
65       1.20646752e-02    1.78661276e-11    1.78661276e-11    1.89529978e-34    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
66       1.20664444e-02   -1.78661277e-11   -1.78661277e-11    6.91952602e-35    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
67       1.20699828e-02    1.78661278e-11    1.78661278e-11    4.85065758e-35    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
68       1.20770596e-02   -1.78661277e-11   -1.78661277e-11   -4.19245892e-34    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
69       1.20912133e-02    1.78661276e-11    1.78661276e-11   -4.46702250e-34    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
70       1.21195207e-02   -1.78661276e-11   -1.78661276e-11   -1.29288861e-34    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
71       1.21761353e-02    1.78661276e-11    1.78661276e-11   -5.69073742e-34    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
72       1.22893647e-02   -1.78661276e-11   -1.78661276e-11   -1.30535211e-34    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
73       1.25158235e-02    1.78661276e-11    1.78661276e-11    1.93850374e-36    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
74       1.29687409e-02   -1.78661276e-11   -1.78661276e-11    1.01406464e-34    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
75       1.38745759e-02    1.78661276e-11    1.78661276e-11    5.78444885e-34    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
