Index       R1:R              R2:L              R2:M              R2:R              V(1A)             I(R1)             P(R1)             V(2A)             I(R2)             P(R2)      
0        1.68000000e-04    1.00000000e-01    1.00000000e+00    1.65205000e-04    5.00000000e-01    2.97619048e+03    1.48809524e+03    5.00000000e-01    3.02654278e+03    1.51327139e+03
0        1.68000000e-04    1.00000000e-01    2.00000000e+00    1.65205000e-04    5.00000000e-01    2.97619048e+03    1.48809524e+03    3.33333333e-01    4.03539037e+03    1.34513012e+03
0        1.68000000e-04    2.00000000e-01    1.00000000e+00    3.30410000e-04    5.00000000e-01    2.97619048e+03    1.48809524e+03    6.66666667e-01    2.01769519e+03    1.34513012e+03
0        1.68000000e-04    2.00000000e-01    2.00000000e+00    3.30410000e-04    5.00000000e-01    2.97619048e+03    1.48809524e+03    5.00000000e-01    3.02654278e+03    1.51327139e+03
0        1.68000000e-04    1.00000000e-01    1.00000000e+00    1.72205000e-04    5.00000000e-01    2.97619048e+03    1.48809524e+03    5.10373137e-01    2.96375330e+03    1.51262007e+03
0        1.68000000e-04    1.00000000e-01    2.00000000e+00    1.72205000e-04    5.00000000e-01    2.97619048e+03    1.48809524e+03    3.42618107e-01    3.97918884e+03    1.36334215e+03
0        1.68000000e-04    2.00000000e-01    1.00000000e+00    3.44410000e-04    5.00000000e-01    2.97619048e+03    1.48809524e+03    6.75823906e-01    1.96226563e+03    1.32614602e+03
0        1.68000000e-04    2.00000000e-01    2.00000000e+00    3.44410000e-04    5.00000000e-01    2.97619048e+03    1.48809524e+03    5.10373137e-01    2.96375330e+03    1.51262007e+03
End of Xyce(TM) Parameter Sweep
