Index       TIME              V(1A)             V(2A)             V(3A)        {I(C1A)+I(C1B)}        I(C2)             I(C3)        {P(C1A)+P(C1B)}        P(C2)             P(C3)      
142      2.54676880e-01    1.03200437e-01    1.91649737e-02    1.91649737e-02   -1.03200437e-04   -1.91649737e-05   -1.91649737e-05   -1.06503302e-05   -3.67296216e-07   -3.67296216e-07
143      2.59919760e-01    9.66516828e-02    1.68074828e-02    1.68074828e-02   -9.66516828e-05   -1.68074828e-05   -1.68074828e-05   -9.34154779e-06   -2.82491478e-07   -2.82491478e-07
144      2.65162640e-01    9.05184906e-02    1.47399877e-02    1.47399877e-02   -9.05184906e-05   -1.47399877e-05   -1.47399877e-05   -8.19359714e-06   -2.17267238e-07   -2.17267238e-07
145      2.70405520e-01    8.47744902e-02    1.29268161e-02    1.29268161e-02   -8.47744902e-05   -1.29268161e-05   -1.29268161e-05   -7.18671419e-06   -1.67102575e-07   -1.67102575e-07
146      2.75648400e-01    7.93949849e-02    1.13366834e-02    1.13366834e-02   -7.93949849e-05   -1.13366834e-05   -1.13366834e-05   -6.30356362e-06   -1.28520390e-07   -1.28520390e-07
147      2.80891280e-01    7.43568449e-02    9.94215353e-03    9.94215353e-03   -7.43568449e-05   -9.94215356e-06   -9.94215356e-06   -5.52894038e-06   -9.88464171e-08   -9.88464171e-08
148      2.86134160e-01    6.96384084e-02    8.71916534e-03    8.71916534e-03   -6.96384085e-05   -8.71916531e-06   -8.71916531e-06   -4.84950793e-06   -7.60238440e-08   -7.60238440e-08
149      2.91377040e-01    6.52193882e-02    7.64661740e-03    7.64661740e-03   -6.52193881e-05   -7.64661742e-06   -7.64661742e-06   -4.25356859e-06   -5.84707579e-08   -5.84707579e-08
150      2.96619920e-01    6.10807841e-02    6.70600400e-03    6.70600400e-03   -6.10807841e-05   -6.70600398e-06   -6.70600398e-06   -3.73086219e-06   -4.49704895e-08   -4.49704895e-08
151      3.01862800e-01    5.72048020e-02    5.88109583e-03    5.88109583e-03   -5.72048020e-05   -5.88109585e-06   -5.88109585e-06   -3.27238937e-06   -3.45872883e-08   -3.45872883e-08
152      3.07105680e-01    5.35747768e-02    5.15765993e-03    5.15765993e-03   -5.35747768e-05   -5.15765991e-06   -5.15765991e-06   -2.87025671e-06   -2.66014558e-08   -2.66014558e-08
153      3.12348560e-01    5.01751008e-02    4.52321417e-03    4.52321417e-03   -5.01751008e-05   -4.52321419e-06   -4.52321419e-06   -2.51754074e-06   -2.04594665e-08   -2.04594665e-08
154      3.17591440e-01    4.69911569e-02    3.96681182e-03    3.96681182e-03   -4.69911569e-05   -3.96681180e-06   -3.96681180e-06   -2.20816883e-06   -1.57355959e-08   -1.57355959e-08
155      3.22834320e-01    4.40092554e-02    3.47885275e-03    3.47885275e-03   -4.40092553e-05   -3.47885277e-06   -3.47885277e-06   -1.93681456e-06   -1.21024165e-08   -1.21024165e-08
156      3.28077200e-01    4.12165753e-02    3.05091771e-03    3.05091771e-03   -4.12165754e-05   -3.05091769e-06   -3.05091769e-06   -1.69880608e-06   -9.30809881e-09   -9.30809881e-09
157      3.33320080e-01    3.86011094e-02    2.67562313e-03    2.67562313e-03   -3.86011094e-05   -2.67562316e-06   -2.67562316e-06   -1.49004565e-06   -7.15895921e-09   -7.15895921e-09
158      3.38562960e-01    3.61516123e-02    2.34649368e-03    2.34649368e-03   -3.61516123e-05   -2.34649366e-06   -2.34649366e-06   -1.30693907e-06   -5.50603255e-09   -5.50603255e-09
159      3.43805840e-01    3.38575520e-02    2.05785058e-03    2.05785058e-03   -3.38575519e-05   -2.05785060e-06   -2.05785060e-06   -1.14633382e-06   -4.23474906e-09   -4.23474906e-09
160      3.49048720e-01    3.17090651e-02    1.80471357e-03    1.80471357e-03   -3.17090651e-05   -1.80471355e-06   -1.80471355e-06   -1.00546481e-06   -3.25699104e-09   -3.25699104e-09
161      3.54291600e-01    2.96969139e-02    1.58271505e-03    1.58271505e-03   -2.96969139e-05   -1.58271508e-06   -1.58271508e-06   -8.81906696e-07   -2.50498697e-09   -2.50498697e-09
162      3.59534480e-01    2.78124472e-02    1.38802465e-03    1.38802465e-03   -2.78124472e-05   -1.38802463e-06   -1.38802463e-06   -7.73532220e-07   -1.92661241e-09   -1.92661241e-09
163      3.64777360e-01    2.60475624e-02    1.21728320e-03    1.21728320e-03   -2.60475624e-05   -1.21728322e-06   -1.21728322e-06   -6.78475506e-07   -1.48177842e-09   -1.48177842e-09
164      3.70020240e-01    2.43946713e-02    1.06754472e-03    1.06754472e-03   -2.43946713e-05   -1.06754469e-06   -1.06754469e-06   -5.95099988e-07   -1.13965170e-09   -1.13965170e-09
165      3.75263120e-01    2.28466671e-02    9.36225624e-04    9.36225624e-04   -2.28466671e-05   -9.36225649e-07   -9.36225649e-07   -5.21970197e-07   -8.76518442e-10   -8.76518442e-10
166      3.80506000e-01    2.13968941e-02    8.21060144e-04    8.21060144e-04   -2.13968941e-05   -8.21060119e-07   -8.21060119e-07   -4.57827078e-07   -6.74139739e-10   -6.74139739e-10
167      3.85748880e-01    2.00391188e-02    7.20061214e-04    7.20061214e-04   -2.00391188e-05   -7.20061239e-07   -7.20061239e-07   -4.01566283e-07   -5.18488170e-10   -5.18488170e-10
168      3.90991760e-01    1.87675034e-02    6.31486203e-04    6.31486203e-04   -1.87675035e-05   -6.31486178e-07   -6.31486178e-07   -3.52219185e-07   -3.98774809e-10   -3.98774809e-10
169      3.96234640e-01    1.75765805e-02    5.53806838e-04    5.53806838e-04   -1.75765805e-05   -5.53806863e-07   -5.53806863e-07   -3.08936181e-07   -3.06702028e-10   -3.06702028e-10
170      4.00000000e-01    1.67683247e-02    5.04018188e-04    5.04018188e-04   -1.67683247e-05   -5.04018163e-07   -5.04018163e-07   -2.81176712e-07   -2.54034321e-10   -2.54034321e-10
0        0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
1        5.00000000e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
2        1.50000000e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
3        3.50000000e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
4        7.50000000e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
5        1.55000000e-06    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
6        2.55000000e-06    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
7        3.55000000e-06    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
8        4.55000000e-06    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
9        5.55000000e-06    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
10       6.55000000e-06    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
11       7.55000000e-06    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
12       8.55000000e-06    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
13       9.55000000e-06    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
14       1.00000000e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
15       1.00003906e-05    1.90734862e-12    3.81469723e-12    1.90734862e-12    3.90624998e-07    3.90624996e-07    3.90624998e-07    7.45058052e-19    1.49011609e-18    7.45058052e-19
16       1.00006855e-05    4.43363519e-12    8.86727033e-12    4.43363519e-12    6.85465430e-07    6.85465426e-07    6.85465430e-07    3.03910365e-18    6.07820723e-18    3.03910365e-18
17       1.00012751e-05    1.16594803e-11    2.33189605e-11    1.16594803e-11    1.27514629e-06    1.27514628e-06    1.27514629e-06    1.48675431e-17    2.97350858e-17    1.48675431e-17
18       1.00024545e-05    3.91508027e-11    7.83016044e-11    3.91508027e-11    2.45450800e-06    2.45450796e-06    2.45450800e-06    9.60959585e-17    1.92191912e-16    9.60959585e-17
19       1.00048132e-05    1.46291974e-10    2.92583943e-10    1.46291974e-10    4.81323137e-06    4.81323123e-06    4.81323137e-06    7.04137121e-16    1.40827417e-15    7.04137121e-16
20       1.00095307e-05    5.69208419e-10    1.13841679e-09    5.69208419e-10    9.53067790e-06    9.53067733e-06    9.53067790e-06    5.42494210e-15    1.08498831e-14    5.42494210e-15
21       1.00189656e-05    2.24957765e-09    4.49915492e-09    2.24957765e-09    1.89655701e-05    1.89655679e-05    1.89655701e-05    4.26645227e-14    8.53290280e-14    4.26645227e-14
22       1.00378354e-05    8.94846099e-09    1.78969190e-08    8.94846099e-09    3.78353512e-05    3.78353423e-05    3.78353512e-05    3.38568165e-13    6.77136055e-13    3.38568165e-13
23       1.00755749e-05    3.56988032e-08    7.13975824e-08    3.56988032e-08    7.55749001e-05    7.55748644e-05    7.55749001e-05    2.69793349e-12    5.39586261e-12    2.69793349e-12
24       1.01510541e-05    1.42609758e-07    2.85219325e-07    1.42609758e-07    1.51053944e-04    1.51053802e-04    1.51053944e-04    2.15417665e-11    4.30834633e-11    2.15417665e-11
25       1.03020124e-05    5.70072500e-07    1.14014346e-06    5.70072500e-07    3.02011820e-04    3.02011249e-04    3.02011820e-04    1.72168633e-10    3.44336152e-10    1.72168633e-10
26       1.06039290e-05    2.27955929e-06    4.55910629e-06    2.27955929e-06    6.03926715e-04    6.03924436e-04    6.03926715e-04    1.37668676e-09    2.75335569e-09    1.37668676e-09
27       1.10000000e-05    6.24997424e-06    1.24998940e-05    6.24997424e-06    9.99993750e-04    9.99987500e-04    9.99993750e-04    6.24993517e-09    1.24997377e-08    6.24993517e-09
28       1.10603833e-05    7.00476046e-06    1.40094558e-05    7.00476046e-06    9.99992995e-04    9.99985991e-04    9.99992995e-04    7.00471140e-09    1.40092596e-08    7.00471140e-09
29       1.11811500e-05    8.51433063e-06    1.70285705e-05    8.51433063e-06    9.99991486e-04    9.99982971e-04    9.99991486e-04    8.51425814e-09    1.70282805e-08    8.51425814e-09
30       1.14226832e-05    1.15334664e-05    2.30667815e-05    1.15334664e-05    9.99988467e-04    9.99976933e-04    9.99988467e-04    1.15333334e-08    2.30662494e-08    1.15333334e-08
31       1.19057498e-05    1.75717106e-05    3.51430942e-05    1.75717106e-05    9.99982428e-04    9.99964857e-04    9.99982428e-04    1.75714019e-08    3.51418592e-08    1.75714019e-08
32       1.28718830e-05    2.96480897e-05    5.92952821e-05    2.96480897e-05    9.99970352e-04    9.99940705e-04    9.99970352e-04    2.96472107e-08    5.92917662e-08    2.96472107e-08
33       1.48041492e-05    5.38004103e-05    1.07597908e-04    5.38004103e-05    9.99946200e-04    9.99892402e-04    9.99946200e-04    5.37975159e-08    1.07586331e-07    5.37975159e-08
34       1.86686818e-05    1.02103302e-04    2.04196160e-04    1.02103302e-04    9.99897897e-04    9.99795804e-04    9.99897897e-04    1.02092876e-07    2.04154464e-07    1.02092876e-07
35       2.63977469e-05    1.98702084e-04    3.97364668e-04    1.98702084e-04    9.99801298e-04    9.99602635e-04    9.99801298e-04    1.98662602e-07    3.97206770e-07    1.98662602e-07
36       4.18558770e-05    3.91871654e-04    7.83589731e-04    3.91871654e-04    9.99608128e-04    9.99216410e-04    9.99608128e-04    3.91718091e-07    7.82975718e-07    3.91718091e-07
37       7.27721374e-05    7.78098839e-04    1.55559226e-03    7.78098839e-04    9.99221901e-04    9.98444408e-04    9.99221901e-04    7.77493401e-07    1.55317239e-06    7.77493401e-07
38       1.34604658e-04    1.55010561e-03    3.09780863e-03    1.55010561e-03    9.98449894e-04    9.96902191e-04    9.98449894e-04    1.54770278e-06    3.08821221e-06    1.54770278e-06
39       2.58269700e-04    3.09233045e-03    6.17510048e-03    3.09233045e-03    9.96907670e-04    9.93824900e-04    9.96907670e-04    3.08276795e-06    6.13696861e-06    3.08276795e-06
40       5.05599782e-04    6.16963922e-03    1.23012306e-02    6.16963922e-03    9.93830361e-04    9.87698769e-04    9.93830361e-04    6.13157477e-06    1.21499104e-05    6.13157477e-06
41       1.00025995e-03    1.22958030e-02    2.44405511e-02    1.22958030e-02    9.87704197e-04    9.75559449e-04    9.87704197e-04    1.21446163e-05    2.38432106e-05    1.21446163e-05
42       1.98958028e-03    2.44351902e-02    4.82743305e-02    2.44351902e-02    9.75564810e-04    9.51725670e-04    9.75564810e-04    2.38381117e-05    4.59439195e-05    2.38381117e-05
43       3.96822094e-03    4.82691006e-02    9.42161293e-02    4.82691006e-02    9.51730899e-04    9.05783871e-04    9.51730899e-04    4.59391945e-05    8.53394503e-05    4.59391945e-05
44       5.94686160e-03    7.15207274e-02    1.37940221e-01    7.15207274e-02    9.28479273e-04    8.62059779e-04    9.28479273e-04    6.64055130e-05    1.18912716e-04    6.64055130e-05
45       7.92550227e-03    9.42042965e-02    1.79553659e-01    9.42042965e-02    9.05795703e-04    8.20446341e-04    9.05795703e-04    8.53298470e-05    1.47314142e-04    8.53298470e-05
46       1.18827836e-02    1.37928959e-01    2.56896253e-01    1.37928959e-01    8.62071041e-04    7.43103747e-04    8.62071041e-04    1.18904562e-04    1.90900568e-04    1.18904562e-04
47       1.58400649e-02    1.79542941e-01    3.26947845e-01    1.79542941e-01    8.20457059e-04    6.73052155e-04    8.20457059e-04    1.47307273e-04    2.20052952e-04    1.47307273e-04
48       1.97973462e-02    2.19148128e-01    3.90395748e-01    2.19148128e-01    7.80851872e-04    6.09604252e-04    7.80851872e-04    1.71122226e-04    2.37986908e-04    1.71122226e-04
49       2.37546276e-02    2.56841489e-01    4.47862485e-01    2.56841489e-01    7.43158511e-04    5.52137515e-04    7.43158511e-04    1.90873939e-04    2.47281680e-04    1.90873939e-04
50       2.77119089e-02    2.92715313e-01    4.99911895e-01    2.92715313e-01    7.07284687e-04    5.00088105e-04    7.07284687e-04    2.07033058e-04    2.49999992e-04    2.07033058e-04
51       3.16691902e-02    3.26857432e-01    5.47054663e-01    3.26857432e-01    6.73142568e-04    4.52945337e-04    6.73142568e-04    2.20021651e-04    2.47785859e-04    2.20021651e-04
52       3.56264715e-02    3.59351439e-01    5.89753333e-01    3.59351439e-01    6.40648561e-04    4.10246667e-04    6.40648561e-04    2.30217982e-04    2.41944339e-04    2.30217982e-04
53       3.95837529e-02    3.90276891e-01    6.28426845e-01    3.90276891e-01    6.09723109e-04    3.71573155e-04    6.09723109e-04    2.37960839e-04    2.33506545e-04    2.37960839e-04
54       4.35410342e-02    4.19709508e-01    6.63454647e-01    4.19709508e-01    5.80290492e-04    3.36545353e-04    5.80290492e-04    2.43553437e-04    2.23282578e-04    2.43553437e-04
55       4.74983155e-02    4.47721350e-01    6.95180416e-01    4.47721350e-01    5.52278650e-04    3.04819584e-04    5.52278650e-04    2.47266943e-04    2.11904605e-04    2.47266943e-04
56       5.14555968e-02    4.74381001e-01    7.23915430e-01    4.74381001e-01    5.25618999e-04    2.76084570e-04    5.25618999e-04    2.49343667e-04    1.99861880e-04    2.49343667e-04
57       5.54128782e-02    4.99753735e-01    7.49941626e-01    4.99753735e-01    5.00246265e-04    2.50058374e-04    5.00246265e-04    2.49999939e-04    1.87529184e-04    2.49999939e-04
58       5.93701595e-02    5.23901674e-01    7.73514360e-01    5.23901674e-01    4.76098326e-04    2.26485640e-04    4.76098326e-04    2.49428710e-04    1.75189895e-04    2.49428710e-04
59       6.33274408e-02    5.46883941e-01    7.94864918e-01    5.46883941e-01    4.53116059e-04    2.05135082e-04    4.53116059e-04    2.47801896e-04    1.63054680e-04    2.47801896e-04
60       6.72847221e-02    5.68756806e-01    8.14202781e-01    5.68756806e-01    4.31243194e-04    1.85797219e-04    4.31243194e-04    2.45272502e-04    1.51276612e-04    2.45272502e-04
61       7.12420035e-02    5.89573821e-01    8.31717685e-01    5.89573821e-01    4.10426179e-04    1.68282315e-04    4.10426179e-04    2.41976531e-04    1.39963377e-04    2.41976531e-04
62       7.91565661e-02    6.28264256e-01    8.62017124e-01    6.28264256e-01    3.71735744e-04    1.37982876e-04    3.71735744e-04    2.33548281e-04    1.18943602e-04    2.33548281e-04
63       8.70711288e-02    6.63307385e-01    8.86861110e-01    6.63307385e-01    3.36692615e-04    1.13138890e-04    3.36692615e-04    2.23330698e-04    1.00338481e-04    2.23330698e-04
64       9.49856914e-02    6.95047036e-01    9.07231907e-01    6.95047036e-01    3.04952964e-04    9.27680932e-05    3.04952964e-04    2.11956654e-04    8.41621741e-05    2.11956654e-04
65       1.00011000e-01    7.13619735e-01    9.18197778e-01    7.13619735e-01    2.86380265e-04    8.18022219e-05    2.86380265e-04    2.04366609e-04    7.51106184e-05    2.04366609e-04
66       1.00011006e-01    7.13619757e-01    9.18197790e-01    7.13619757e-01    2.80130243e-04    7.55522099e-05    2.80130243e-04    1.99906476e-04    6.93718721e-05    1.99906476e-04
67       1.00011013e-01    7.13619779e-01    9.18197801e-01    7.13619779e-01    2.73880221e-04    6.93021985e-05    2.73880221e-04    1.95446343e-04    6.36331263e-05    1.95446343e-04
68       1.00011025e-01    7.13619821e-01    9.18197820e-01    7.13619821e-01    2.61380180e-04    5.68021801e-05    2.61380180e-04    1.86526077e-04    5.21556380e-05    1.86526077e-04
69       1.00011050e-01    7.13619898e-01    9.18197848e-01    7.13619898e-01    2.36380102e-04    3.18021510e-05    2.36380102e-04    1.68685544e-04    2.92006666e-05    1.68685544e-04
70       1.00011100e-01    7.13620030e-01    9.18197857e-01    7.13620030e-01    1.86379970e-04   -1.81978556e-05    1.86379970e-04    1.33004480e-04   -1.67092320e-05    1.33004480e-04
71       1.00011200e-01    7.13620201e-01    9.18197686e-01    7.13620201e-01    8.63797991e-05   -1.18197687e-04    8.63797991e-05    6.16423696e-05   -1.08528843e-04    6.16423696e-05
72       1.00011400e-01    7.13620167e-01    9.18196595e-01    7.13620167e-01   -1.13620167e-04   -3.18196594e-04   -1.13620167e-04   -8.10816425e-05   -2.92167029e-04   -8.10816425e-05
73       1.00011800e-01    7.13618599e-01    9.18191413e-01    7.13618599e-01   -5.13618599e-04   -7.18191414e-04   -5.13618599e-04   -3.66527785e-04   -6.59437190e-04   -3.66527785e-04
74       1.00012000e-01    7.13617065e-01    9.18187322e-01    7.13617065e-01   -7.13617065e-04   -9.18187321e-04   -7.13617065e-04   -5.09249315e-04   -8.43067958e-04   -5.09249315e-04
75       1.00012080e-01    7.13616351e-01    9.18185486e-01    7.13616351e-01   -7.13616351e-04   -9.18185486e-04   -7.13616351e-04   -5.09248297e-04   -8.43064586e-04   -5.09248297e-04
76       1.00012240e-01    7.13614924e-01    9.18181813e-01    7.13614924e-01   -7.13614924e-04   -9.18181813e-04   -7.13614924e-04   -5.09246260e-04   -8.43057842e-04   -5.09246260e-04
77       1.00012560e-01    7.13612069e-01    9.18174468e-01    7.13612069e-01   -7.13612069e-04   -9.18174468e-04   -7.13612069e-04   -5.09242186e-04   -8.43044353e-04   -5.09242186e-04
78       1.00013200e-01    7.13606361e-01    9.18159777e-01    7.13606361e-01   -7.13606361e-04   -9.18159777e-04   -7.13606361e-04   -5.09234038e-04   -8.43017376e-04   -5.09234038e-04
79       1.00014480e-01    7.13594943e-01    9.18130396e-01    7.13594943e-01   -7.13594943e-04   -9.18130396e-04   -7.13594943e-04   -5.09217743e-04   -8.42963425e-04   -5.09217743e-04
80       1.00017040e-01    7.13572108e-01    9.18071638e-01    7.13572108e-01   -7.13572108e-04   -9.18071638e-04   -7.13572108e-04   -5.09185154e-04   -8.42855532e-04   -5.09185154e-04
81       1.00022160e-01    7.13526441e-01    9.17954132e-01    7.13526441e-01   -7.13526441e-04   -9.17954132e-04   -7.13526441e-04   -5.09119982e-04   -8.42639789e-04   -5.09119982e-04
82       1.00032400e-01    7.13435116e-01    9.17719166e-01    7.13435116e-01   -7.13435116e-04   -9.17719166e-04   -7.13435116e-04   -5.08989664e-04   -8.42208468e-04   -5.08989664e-04
83       1.00052880e-01    7.13252500e-01    9.17249414e-01    7.13252500e-01   -7.13252500e-04   -9.17249414e-04   -7.13252500e-04   -5.08729128e-04   -8.41346488e-04   -5.08729128e-04
84       1.00093840e-01    7.12887408e-01    9.16310631e-01    7.12887408e-01   -7.12887408e-04   -9.16310631e-04   -7.12887408e-04   -5.08208456e-04   -8.39625173e-04   -5.08208456e-04
85       1.00175760e-01    7.12157785e-01    9.14435947e-01    7.12157785e-01   -7.12157785e-04   -9.14435947e-04   -7.12157785e-04   -5.07168710e-04   -8.36193101e-04   -5.07168710e-04
86       1.00339600e-01    7.10700777e-01    9.10698072e-01    7.10700777e-01   -7.10700778e-04   -9.10698072e-04   -7.10700778e-04   -5.05095595e-04   -8.29370979e-04   -5.05095595e-04
87       1.00667280e-01    7.07795697e-01    9.03268067e-01    7.07795697e-01   -7.07795697e-04   -9.03268067e-04   -7.07795697e-04   -5.00974748e-04   -8.15893201e-04   -5.00974748e-04
88       1.01322640e-01    7.02021087e-01    8.88589173e-01    7.02021087e-01   -7.02021087e-04   -8.88589173e-04   -7.02021087e-04   -4.92833607e-04   -7.89590718e-04   -4.92833607e-04
89       1.02633360e-01    6.90612632e-01    8.59941250e-01    6.90612632e-01   -6.90612632e-04   -8.59941250e-04   -6.90612632e-04   -4.76945807e-04   -7.39498954e-04   -4.76945807e-04
90       1.05254800e-01    6.68347430e-01    8.05372257e-01    6.68347430e-01   -6.68347430e-04   -8.05372257e-04   -6.68347430e-04   -4.46688287e-04   -6.48624473e-04   -4.46688287e-04
91       1.07876240e-01    6.46800054e-01    7.54266030e-01    6.46800054e-01   -6.46800054e-04   -7.54266030e-04   -6.46800054e-04   -4.18350309e-04   -5.68917244e-04   -4.18350309e-04
92       1.10497680e-01    6.25947360e-01    7.06402833e-01    6.25947360e-01   -6.25947360e-04   -7.06402833e-04   -6.25947360e-04   -3.91810098e-04   -4.99004962e-04   -3.91810098e-04
93       1.13119120e-01    6.05766953e-01    6.61576874e-01    6.05766953e-01   -6.05766953e-04   -6.61576874e-04   -6.05766953e-04   -3.66953601e-04   -4.37683960e-04   -3.66953601e-04
94       1.15740560e-01    5.86237157e-01    6.19595420e-01    5.86237157e-01   -5.86237158e-04   -6.19595420e-04   -5.86237158e-04   -3.43674005e-04   -3.83898484e-04   -3.43674005e-04
95       1.18362000e-01    5.67336998e-01    5.80277969e-01    5.67336998e-01   -5.67336998e-04   -5.80277969e-04   -5.67336998e-04   -3.21871270e-04   -3.36722521e-04   -3.21871270e-04
96       1.20983440e-01    5.49046177e-01    5.43455471e-01    5.49046177e-01   -5.49046177e-04   -5.43455471e-04   -5.49046177e-04   -3.01451704e-04   -2.95343849e-04   -3.01451704e-04
97       1.23604880e-01    5.31345047e-01    5.08969606e-01    5.31345047e-01   -5.31345047e-04   -5.08969606e-04   -5.31345047e-04   -2.82327559e-04   -2.59050060e-04   -2.82327559e-04
98       1.26226320e-01    5.14214598e-01    4.76672099e-01    5.14214598e-01   -5.14214598e-04   -4.76672099e-04   -5.14214598e-04   -2.64416652e-04   -2.27216290e-04   -2.64416652e-04
99       1.28847760e-01    4.97636430e-01    4.46424083e-01    4.97636430e-01   -4.97636430e-04   -4.46424083e-04   -4.97636430e-04   -2.47642017e-04   -1.99294462e-04   -2.47642017e-04
100      1.31469200e-01    4.81592740e-01    4.18095505e-01    4.81592740e-01   -4.81592740e-04   -4.18095505e-04   -4.81592740e-04   -2.31931567e-04   -1.74803852e-04   -2.31931567e-04
101      1.34090640e-01    4.66066294e-01    3.91564564e-01    4.66066294e-01   -4.66066294e-04   -3.91564564e-04   -4.66066294e-04   -2.17217790e-04   -1.53322808e-04   -2.17217790e-04
102      1.36712080e-01    4.51040418e-01    3.66717188e-01    4.51040418e-01   -4.51040418e-04   -3.66717188e-04   -4.51040418e-04   -2.03437458e-04   -1.34481496e-04   -2.03437458e-04
103      1.39333520e-01    4.36498972e-01    3.43446543e-01    4.36498972e-01   -4.36498972e-04   -3.43446543e-04   -4.36498972e-04   -1.90531353e-04   -1.17955528e-04   -1.90531353e-04
104      1.41954960e-01    4.22426340e-01    3.21652575e-01    4.22426340e-01   -4.22426340e-04   -3.21652575e-04   -4.22426340e-04   -1.78444013e-04   -1.03460379e-04   -1.78444013e-04
105      1.44576400e-01    4.08807406e-01    3.01241579e-01    4.08807406e-01   -4.08807406e-04   -3.01241579e-04   -4.08807406e-04   -1.67123495e-04   -9.07464890e-05   -1.67123495e-04
106      1.47197840e-01    3.95627544e-01    2.82125797e-01    3.95627544e-01   -3.95627544e-04   -2.82125797e-04   -3.95627544e-04   -1.56521154e-04   -7.95949653e-05   -1.56521154e-04
107      1.49819280e-01    3.82872598e-01    2.64223038e-01    3.82872598e-01   -3.82872598e-04   -2.64223038e-04   -3.82872598e-04   -1.46591426e-04   -6.98138140e-05   -1.46591426e-04
108      1.52440720e-01    3.70528868e-01    2.47456329e-01    3.70528868e-01   -3.70528868e-04   -2.47456329e-04   -3.70528868e-04   -1.37291642e-04   -6.12346347e-05   -1.37291642e-04
109      1.55062160e-01    3.58583098e-01    2.31753579e-01    3.58583098e-01   -3.58583098e-04   -2.31753579e-04   -3.58583098e-04   -1.28581838e-04   -5.37097212e-05   -1.28581838e-04
110      1.57683600e-01    3.47022456e-01    2.17047272e-01    3.47022456e-01   -3.47022456e-04   -2.17047272e-04   -3.47022456e-04   -1.20424585e-04   -4.71095184e-05   -1.20424585e-04
111      1.60305040e-01    3.35834527e-01    2.03274179e-01    3.35834527e-01   -3.35834527e-04   -2.03274179e-04   -3.35834527e-04   -1.12784830e-04   -4.13203918e-05   -1.12784830e-04
112      1.62926480e-01    3.25007295e-01    1.90375080e-01    3.25007295e-01   -3.25007295e-04   -1.90375080e-04   -3.25007295e-04   -1.05629742e-04   -3.62426711e-05   -1.05629742e-04
113      1.65547920e-01    3.14529130e-01    1.78294515e-01    3.14529130e-01   -3.14529130e-04   -1.78294515e-04   -3.14529130e-04   -9.89285737e-05   -3.17889340e-05   -9.89285737e-05
114      1.68169360e-01    3.04388779e-01    1.66980542e-01    3.04388779e-01   -3.04388779e-04   -1.66980542e-04   -3.04388779e-04   -9.26525289e-05   -2.78825013e-05   -9.26525289e-05
115      1.70790800e-01    2.94575351e-01    1.56384516e-01    2.94575351e-01   -2.94575351e-04   -1.56384516e-04   -2.94575351e-04   -8.67746373e-05   -2.44561167e-05   -8.67746373e-05
116      1.73412240e-01    2.85078305e-01    1.46460878e-01    2.85078305e-01   -2.85078305e-04   -1.46460878e-04   -2.85078305e-04   -8.12696402e-05   -2.14507887e-05   -8.12696402e-05
