Index     V(DRAIN)           V(GATE)        {-I(VDRAIN)}   
0       -1.00000000e-01    0.00000000e+00   -2.24360205e-07
1       -9.90000000e-02    0.00000000e+00   -2.17453032e-07
2       -9.80000000e-02    0.00000000e+00   -2.10737263e-07
3       -9.70000000e-02    0.00000000e+00   -2.04208747e-07
4       -9.60000000e-02    0.00000000e+00   -1.97863362e-07
5       -9.50000000e-02    0.00000000e+00   -1.91697016e-07
6       -9.40000000e-02    0.00000000e+00   -1.85705653e-07
7       -9.30000000e-02    0.00000000e+00   -1.79885248e-07
8       -9.20000000e-02    0.00000000e+00   -1.74231815e-07
9       -9.10000000e-02    0.00000000e+00   -1.68741405e-07
10      -9.00000000e-02    0.00000000e+00   -1.63410108e-07
11      -8.90000000e-02    0.00000000e+00   -1.58234054e-07
12      -8.80000000e-02    0.00000000e+00   -1.53209417e-07
13      -8.70000000e-02    0.00000000e+00   -1.48332415e-07
14      -8.60000000e-02    0.00000000e+00   -1.43599313e-07
15      -8.50000000e-02    0.00000000e+00   -1.39006422e-07
16      -8.40000000e-02    0.00000000e+00   -1.34550104e-07
17      -8.30000000e-02    0.00000000e+00   -1.30226773e-07
18      -8.20000000e-02    0.00000000e+00   -1.26032894e-07
19      -8.10000000e-02    0.00000000e+00   -1.21964987e-07
20      -8.00000000e-02    0.00000000e+00   -1.18019631e-07
21      -7.90000000e-02    0.00000000e+00   -1.14193460e-07
22      -7.80000000e-02    0.00000000e+00   -1.10483168e-07
23      -7.70000000e-02    0.00000000e+00   -1.06885512e-07
24      -7.60000000e-02    0.00000000e+00   -1.03397306e-07
25      -7.50000000e-02    0.00000000e+00   -1.00015433e-07
26      -7.40000000e-02    0.00000000e+00   -9.67368345e-08
27      -7.30000000e-02    0.00000000e+00   -9.35585207e-08
28      -7.20000000e-02    0.00000000e+00   -9.04775652e-08
29      -7.10000000e-02    0.00000000e+00   -8.74911074e-08
30      -7.00000000e-02    0.00000000e+00   -8.45963529e-08
31      -6.90000000e-02    0.00000000e+00   -8.17905732e-08
32      -6.80000000e-02    0.00000000e+00   -7.90711054e-08
33      -6.70000000e-02    0.00000000e+00   -7.64353522e-08
34      -6.60000000e-02    0.00000000e+00   -7.38807812e-08
35      -6.50000000e-02    0.00000000e+00   -7.14049244e-08
36      -6.40000000e-02    0.00000000e+00   -6.90053773e-08
37      -6.30000000e-02    0.00000000e+00   -6.66797979e-08
38      -6.20000000e-02    0.00000000e+00   -6.44259060e-08
39      -6.10000000e-02    0.00000000e+00   -6.22414817e-08
40      -6.00000000e-02    0.00000000e+00   -6.01243645e-08
41      -5.90000000e-02    0.00000000e+00   -5.80724517e-08
42      -5.80000000e-02    0.00000000e+00   -5.60836974e-08
43      -5.70000000e-02    0.00000000e+00   -5.41561107e-08
44      -5.60000000e-02    0.00000000e+00   -5.22877550e-08
45      -5.50000000e-02    0.00000000e+00   -5.04767456e-08
46      -5.40000000e-02    0.00000000e+00   -4.87212490e-08
47      -5.30000000e-02    0.00000000e+00   -4.70194814e-08
48      -5.20000000e-02    0.00000000e+00   -4.53697069e-08
49      -5.10000000e-02    0.00000000e+00   -4.37702362e-08
50      -5.00000000e-02    0.00000000e+00   -4.22194256e-08
51      -4.90000000e-02    0.00000000e+00   -4.07156749e-08
52      -4.80000000e-02    0.00000000e+00   -3.92574270e-08
53      -4.70000000e-02    0.00000000e+00   -3.78431654e-08
54      -4.60000000e-02    0.00000000e+00   -3.64714140e-08
55      -4.50000000e-02    0.00000000e+00   -3.51407352e-08
56      -4.40000000e-02    0.00000000e+00   -3.38497289e-08
57      -4.30000000e-02    0.00000000e+00   -3.25970311e-08
58      -4.20000000e-02    0.00000000e+00   -3.13813129e-08
59      -4.10000000e-02    0.00000000e+00   -3.02012794e-08
60      -4.00000000e-02    0.00000000e+00   -2.90556685e-08
61      -3.90000000e-02    0.00000000e+00   -2.79432496e-08
62      -3.80000000e-02    0.00000000e+00   -2.68628230e-08
63      -3.70000000e-02    0.00000000e+00   -2.58132185e-08
64      -3.60000000e-02    0.00000000e+00   -2.47932945e-08
65      -3.50000000e-02    0.00000000e+00   -2.38019370e-08
66      -3.40000000e-02    0.00000000e+00   -2.28380587e-08
67      -3.30000000e-02    0.00000000e+00   -2.19005981e-08
68      -3.20000000e-02    0.00000000e+00   -2.09885184e-08
69      -3.10000000e-02    0.00000000e+00   -2.01008069e-08
70      -3.00000000e-02    0.00000000e+00   -1.92364740e-08
71      -2.90000000e-02    0.00000000e+00   -1.83945523e-08
72      -2.80000000e-02    0.00000000e+00   -1.75740962e-08
73      -2.70000000e-02    0.00000000e+00   -1.67741806e-08
74      -2.60000000e-02    0.00000000e+00   -1.59939008e-08
75      -2.50000000e-02    0.00000000e+00   -1.52323711e-08
76      -2.40000000e-02    0.00000000e+00   -1.44887245e-08
77      -2.30000000e-02    0.00000000e+00   -1.37621118e-08
78      -2.20000000e-02    0.00000000e+00   -1.30517005e-08
79      -2.10000000e-02    0.00000000e+00   -1.23566745e-08
80      -2.00000000e-02    0.00000000e+00   -1.16762329e-08
81      -1.90000000e-02    0.00000000e+00   -1.10095893e-08
82      -1.80000000e-02    0.00000000e+00   -1.03559709e-08
83      -1.70000000e-02    0.00000000e+00   -9.71461781e-09
84      -1.60000000e-02    0.00000000e+00   -9.08478243e-09
85      -1.50000000e-02    0.00000000e+00   -8.46572846e-09
86      -1.40000000e-02    0.00000000e+00   -7.85673033e-09
87      -1.30000000e-02    0.00000000e+00   -7.25707251e-09
88      -1.20000000e-02    0.00000000e+00   -6.66604878e-09
89      -1.10000000e-02    0.00000000e+00   -6.08296162e-09
90      -1.00000000e-02    0.00000000e+00   -5.50712151e-09
91      -9.00000000e-03    0.00000000e+00   -4.93784624e-09
92      -8.00000000e-03    0.00000000e+00   -4.37446028e-09
93      -7.00000000e-03    0.00000000e+00   -3.81629413e-09
94      -6.00000000e-03    0.00000000e+00   -3.26268361e-09
95      -5.00000000e-03    0.00000000e+00   -2.71296921e-09
96      -4.00000000e-03    0.00000000e+00   -2.16649545e-09
97      -3.00000000e-03    0.00000000e+00   -1.62261019e-09
98      -2.00000000e-03    0.00000000e+00   -1.08066396e-09
99      -1.00000000e-03    0.00000000e+00   -5.40009302e-10
100      0.00000000e+00    0.00000000e+00   -2.22408288e-24
101      1.00000000e-03    0.00000000e+00    5.40088005e-10
102      2.00000000e-03    0.00000000e+00    1.08129461e-09
103      3.00000000e-03    0.00000000e+00    1.62471746e-09
104      4.00000000e-03    0.00000000e+00    2.17137135e-09
105      5.00000000e-03    0.00000000e+00    2.72210570e-09
106      6.00000000e-03    0.00000000e+00    3.27754266e-09
107      7.00000000e-03    0.00000000e+00    3.83807557e-09
108      8.00000000e-03    0.00000000e+00    4.40393897e-09
109      9.00000000e-03    0.00000000e+00    4.97532000e-09
110      1.00000000e-02    0.00000000e+00    5.55246230e-09
111      1.10000000e-02    0.00000000e+00    6.13572774e-09
112      1.20000000e-02    0.00000000e+00    6.72561087e-09
113      1.30000000e-02    0.00000000e+00    7.32272148e-09
114      1.40000000e-02    0.00000000e+00    7.92775435e-09
115      1.50000000e-02    0.00000000e+00    8.54145986e-09
116      1.60000000e-02    0.00000000e+00    9.16462128e-09
117      1.70000000e-02    0.00000000e+00    9.79803981e-09
118      1.80000000e-02    0.00000000e+00    1.04425260e-08
119      1.90000000e-02    0.00000000e+00    1.10988958e-08
120      2.00000000e-02    0.00000000e+00    1.17679690e-08
121      2.10000000e-02    0.00000000e+00    1.24505701e-08
122      2.20000000e-02    0.00000000e+00    1.31475291e-08
123      2.30000000e-02    0.00000000e+00    1.38596836e-08
124      2.40000000e-02    0.00000000e+00    1.45878802e-08
125      2.50000000e-02    0.00000000e+00    1.53329768e-08
126      2.60000000e-02    0.00000000e+00    1.60958435e-08
127      2.70000000e-02    0.00000000e+00    1.68773651e-08
128      2.80000000e-02    0.00000000e+00    1.76784416e-08
129      2.90000000e-02    0.00000000e+00    1.84999900e-08
130      3.00000000e-02    0.00000000e+00    1.93429456e-08
131      3.10000000e-02    0.00000000e+00    2.02082625e-08
132      3.20000000e-02    0.00000000e+00    2.10969153e-08
133      3.30000000e-02    0.00000000e+00    2.20098995e-08
134      3.40000000e-02    0.00000000e+00    2.29482332e-08
135      3.50000000e-02    0.00000000e+00    2.39129574e-08
136      3.60000000e-02    0.00000000e+00    2.49051375e-08
137      3.70000000e-02    0.00000000e+00    2.59258638e-08
138      3.80000000e-02    0.00000000e+00    2.69762531e-08
139      3.90000000e-02    0.00000000e+00    2.80574495e-08
140      4.00000000e-02    0.00000000e+00    2.91706250e-08
