Index     V(DRAIN)           V(GATE)        {-I(VDRAIN)}   
0       -1.00000000e-01   -1.00000000e+00   -2.35132531e-05
1       -9.90000000e-02   -1.00000000e+00   -2.32812199e-05
2       -9.80000000e-02   -1.00000000e+00   -2.30491057e-05
3       -9.70000000e-02   -1.00000000e+00   -2.28169109e-05
4       -9.60000000e-02   -1.00000000e+00   -2.25846360e-05
5       -9.50000000e-02   -1.00000000e+00   -2.23522815e-05
6       -9.40000000e-02   -1.00000000e+00   -2.21198479e-05
7       -9.30000000e-02   -1.00000000e+00   -2.18873356e-05
8       -9.20000000e-02   -1.00000000e+00   -2.16547451e-05
9       -9.10000000e-02   -1.00000000e+00   -2.14220770e-05
10      -9.00000000e-02   -1.00000000e+00   -2.11893317e-05
11      -8.90000000e-02   -1.00000000e+00   -2.09565096e-05
12      -8.80000000e-02   -1.00000000e+00   -2.07236114e-05
13      -8.70000000e-02   -1.00000000e+00   -2.04906374e-05
14      -8.60000000e-02   -1.00000000e+00   -2.02575882e-05
15      -8.50000000e-02   -1.00000000e+00   -2.00244643e-05
16      -8.40000000e-02   -1.00000000e+00   -1.97912662e-05
17      -8.30000000e-02   -1.00000000e+00   -1.95579944e-05
18      -8.20000000e-02   -1.00000000e+00   -1.93246493e-05
19      -8.10000000e-02   -1.00000000e+00   -1.90912316e-05
20      -8.00000000e-02   -1.00000000e+00   -1.88577416e-05
21      -7.90000000e-02   -1.00000000e+00   -1.86241800e-05
22      -7.80000000e-02   -1.00000000e+00   -1.83905472e-05
23      -7.70000000e-02   -1.00000000e+00   -1.81568437e-05
24      -7.60000000e-02   -1.00000000e+00   -1.79230701e-05
25      -7.50000000e-02   -1.00000000e+00   -1.76892270e-05
26      -7.40000000e-02   -1.00000000e+00   -1.74553147e-05
27      -7.30000000e-02   -1.00000000e+00   -1.72213339e-05
28      -7.20000000e-02   -1.00000000e+00   -1.69872851e-05
29      -7.10000000e-02   -1.00000000e+00   -1.67531689e-05
30      -7.00000000e-02   -1.00000000e+00   -1.65189857e-05
31      -6.90000000e-02   -1.00000000e+00   -1.62847361e-05
32      -6.80000000e-02   -1.00000000e+00   -1.60504206e-05
33      -6.70000000e-02   -1.00000000e+00   -1.58160399e-05
34      -6.60000000e-02   -1.00000000e+00   -1.55815944e-05
35      -6.50000000e-02   -1.00000000e+00   -1.53470847e-05
36      -6.40000000e-02   -1.00000000e+00   -1.51125114e-05
37      -6.30000000e-02   -1.00000000e+00   -1.48778751e-05
38      -6.20000000e-02   -1.00000000e+00   -1.46431762e-05
39      -6.10000000e-02   -1.00000000e+00   -1.44084154e-05
40      -6.00000000e-02   -1.00000000e+00   -1.41735933e-05
41      -5.90000000e-02   -1.00000000e+00   -1.39387105e-05
42      -5.80000000e-02   -1.00000000e+00   -1.37037674e-05
43      -5.70000000e-02   -1.00000000e+00   -1.34687648e-05
44      -5.60000000e-02   -1.00000000e+00   -1.32337033e-05
45      -5.50000000e-02   -1.00000000e+00   -1.29985833e-05
46      -5.40000000e-02   -1.00000000e+00   -1.27634057e-05
47      -5.30000000e-02   -1.00000000e+00   -1.25281708e-05
48      -5.20000000e-02   -1.00000000e+00   -1.22928795e-05
49      -5.10000000e-02   -1.00000000e+00   -1.20575323e-05
50      -5.00000000e-02   -1.00000000e+00   -1.18221299e-05
51      -4.90000000e-02   -1.00000000e+00   -1.15866728e-05
52      -4.80000000e-02   -1.00000000e+00   -1.13511618e-05
53      -4.70000000e-02   -1.00000000e+00   -1.11155976e-05
54      -4.60000000e-02   -1.00000000e+00   -1.08799807e-05
55      -4.50000000e-02   -1.00000000e+00   -1.06443118e-05
56      -4.40000000e-02   -1.00000000e+00   -1.04085917e-05
57      -4.30000000e-02   -1.00000000e+00   -1.01728209e-05
58      -4.20000000e-02   -1.00000000e+00   -9.93700024e-06
59      -4.10000000e-02   -1.00000000e+00   -9.70113034e-06
60      -4.00000000e-02   -1.00000000e+00   -9.46521189e-06
61      -3.90000000e-02   -1.00000000e+00   -9.22924558e-06
62      -3.80000000e-02   -1.00000000e+00   -8.99323211e-06
63      -3.70000000e-02   -1.00000000e+00   -8.75717216e-06
64      -3.60000000e-02   -1.00000000e+00   -8.52106643e-06
65      -3.50000000e-02   -1.00000000e+00   -8.28491560e-06
66      -3.40000000e-02   -1.00000000e+00   -8.04872038e-06
67      -3.30000000e-02   -1.00000000e+00   -7.81248144e-06
68      -3.20000000e-02   -1.00000000e+00   -7.57619950e-06
69      -3.10000000e-02   -1.00000000e+00   -7.33987526e-06
70      -3.00000000e-02   -1.00000000e+00   -7.10350945e-06
71      -2.90000000e-02   -1.00000000e+00   -6.86710283e-06
72      -2.80000000e-02   -1.00000000e+00   -6.63065618e-06
73      -2.70000000e-02   -1.00000000e+00   -6.39417034e-06
74      -2.60000000e-02   -1.00000000e+00   -6.15764621e-06
75      -2.50000000e-02   -1.00000000e+00   -5.92108477e-06
76      -2.40000000e-02   -1.00000000e+00   -5.68448709e-06
77      -2.30000000e-02   -1.00000000e+00   -5.44785436e-06
78      -2.20000000e-02   -1.00000000e+00   -5.21118791e-06
79      -2.10000000e-02   -1.00000000e+00   -4.97448919e-06
80      -2.00000000e-02   -1.00000000e+00   -4.73775985e-06
81      -1.90000000e-02   -1.00000000e+00   -4.50100166e-06
82      -1.80000000e-02   -1.00000000e+00   -4.26421660e-06
83      -1.70000000e-02   -1.00000000e+00   -4.02740679e-06
84      -1.60000000e-02   -1.00000000e+00   -3.79057450e-06
85      -1.50000000e-02   -1.00000000e+00   -3.55372212e-06
86      -1.40000000e-02   -1.00000000e+00   -3.31685215e-06
87      -1.30000000e-02   -1.00000000e+00   -3.07996711e-06
88      -1.20000000e-02   -1.00000000e+00   -2.84306954e-06
89      -1.10000000e-02   -1.00000000e+00   -2.60616189e-06
90      -1.00000000e-02   -1.00000000e+00   -2.36924652e-06
91      -9.00000000e-03   -1.00000000e+00   -2.13232559e-06
92      -8.00000000e-03   -1.00000000e+00   -1.89540102e-06
93      -7.00000000e-03   -1.00000000e+00   -1.65847444e-06
94      -6.00000000e-03   -1.00000000e+00   -1.42154716e-06
95      -5.00000000e-03   -1.00000000e+00   -1.18462015e-06
96      -4.00000000e-03   -1.00000000e+00   -9.47694023e-07
97      -3.00000000e-03   -1.00000000e+00   -7.10769064e-07
98      -2.00000000e-03   -1.00000000e+00   -4.73845266e-07
99      -1.00000000e-03   -1.00000000e+00   -2.36922383e-07
100      0.00000000e+00   -1.00000000e+00   -1.08552568e-20
101      1.00000000e-03   -1.00000000e+00    2.36922383e-07
102      2.00000000e-03   -1.00000000e+00    4.73845266e-07
103      3.00000000e-03   -1.00000000e+00    7.10769064e-07
104      4.00000000e-03   -1.00000000e+00    9.47694023e-07
105      5.00000000e-03   -1.00000000e+00    1.18462015e-06
106      6.00000000e-03   -1.00000000e+00    1.42154716e-06
107      7.00000000e-03   -1.00000000e+00    1.65847444e-06
108      8.00000000e-03   -1.00000000e+00    1.89540102e-06
109      9.00000000e-03   -1.00000000e+00    2.13232559e-06
110      1.00000000e-02   -1.00000000e+00    2.36924652e-06
111      1.10000000e-02   -1.00000000e+00    2.60616189e-06
112      1.20000000e-02   -1.00000000e+00    2.84306954e-06
113      1.30000000e-02   -1.00000000e+00    3.07996711e-06
114      1.40000000e-02   -1.00000000e+00    3.31685215e-06
115      1.50000000e-02   -1.00000000e+00    3.55372212e-06
116      1.60000000e-02   -1.00000000e+00    3.79057450e-06
117      1.70000000e-02   -1.00000000e+00    4.02740679e-06
118      1.80000000e-02   -1.00000000e+00    4.26421660e-06
119      1.90000000e-02   -1.00000000e+00    4.50100166e-06
120      2.00000000e-02   -1.00000000e+00    4.73775985e-06
121      2.10000000e-02   -1.00000000e+00    4.97448919e-06
122      2.20000000e-02   -1.00000000e+00    5.21118791e-06
123      2.30000000e-02   -1.00000000e+00    5.44785436e-06
124      2.40000000e-02   -1.00000000e+00    5.68448709e-06
125      2.50000000e-02   -1.00000000e+00    5.92108477e-06
126      2.60000000e-02   -1.00000000e+00    6.15764621e-06
127      2.70000000e-02   -1.00000000e+00    6.39417034e-06
128      2.80000000e-02   -1.00000000e+00    6.63065618e-06
129      2.90000000e-02   -1.00000000e+00    6.86710283e-06
130      3.00000000e-02   -1.00000000e+00    7.10350945e-06
131      3.10000000e-02   -1.00000000e+00    7.33987526e-06
132      3.20000000e-02   -1.00000000e+00    7.57619950e-06
133      3.30000000e-02   -1.00000000e+00    7.81248144e-06
134      3.40000000e-02   -1.00000000e+00    8.04872038e-06
135      3.50000000e-02   -1.00000000e+00    8.28491560e-06
136      3.60000000e-02   -1.00000000e+00    8.52106643e-06
137      3.70000000e-02   -1.00000000e+00    8.75717216e-06
138      3.80000000e-02   -1.00000000e+00    8.99323211e-06
139      3.90000000e-02   -1.00000000e+00    9.22924558e-06
140      4.00000000e-02   -1.00000000e+00    9.46521189e-06
141      4.10000000e-02   -1.00000000e+00    9.70113034e-06
142      4.20000000e-02   -1.00000000e+00    9.93700024e-06
143      4.30000000e-02   -1.00000000e+00    1.01728209e-05
144      4.40000000e-02   -1.00000000e+00    1.04085917e-05
145      4.50000000e-02   -1.00000000e+00    1.06443118e-05
146      4.60000000e-02   -1.00000000e+00    1.08799807e-05
147      4.70000000e-02   -1.00000000e+00    1.11155976e-05
148      4.80000000e-02   -1.00000000e+00    1.13511618e-05
149      4.90000000e-02   -1.00000000e+00    1.15866728e-05
150      5.00000000e-02   -1.00000000e+00    1.18221299e-05
151      5.10000000e-02   -1.00000000e+00    1.20575323e-05
152      5.20000000e-02   -1.00000000e+00    1.22928795e-05
153      5.30000000e-02   -1.00000000e+00    1.25281708e-05
154      5.40000000e-02   -1.00000000e+00    1.27634057e-05
155      5.50000000e-02   -1.00000000e+00    1.29985833e-05
156      5.60000000e-02   -1.00000000e+00    1.32337033e-05
157      5.70000000e-02   -1.00000000e+00    1.34687648e-05
158      5.80000000e-02   -1.00000000e+00    1.37037674e-05
159      5.90000000e-02   -1.00000000e+00    1.39387105e-05
160      6.00000000e-02   -1.00000000e+00    1.41735933e-05
161      6.10000000e-02   -1.00000000e+00    1.44084154e-05
162      6.20000000e-02   -1.00000000e+00    1.46431762e-05
163      6.30000000e-02   -1.00000000e+00    1.48778751e-05
164      6.40000000e-02   -1.00000000e+00    1.51125114e-05
165      6.50000000e-02   -1.00000000e+00    1.53470847e-05
166      6.60000000e-02   -1.00000000e+00    1.55815944e-05
167      6.70000000e-02   -1.00000000e+00    1.58160399e-05
168      6.80000000e-02   -1.00000000e+00    1.60504206e-05
169      6.90000000e-02   -1.00000000e+00    1.62847361e-05
