Index     V(DRAIN)           V(GATE)        {-I(VDRAIN)}   
0       -1.00000000e-01    0.00000000e+00   -4.49938311e-10
1       -9.90000000e-02    0.00000000e+00   -4.34175935e-10
2       -9.80000000e-02    0.00000000e+00   -4.18962063e-10
3       -9.70000000e-02    0.00000000e+00   -4.04277714e-10
4       -9.60000000e-02    0.00000000e+00   -3.90104559e-10
5       -9.50000000e-02    0.00000000e+00   -3.76424896e-10
6       -9.40000000e-02    0.00000000e+00   -3.63221635e-10
7       -9.30000000e-02    0.00000000e+00   -3.50478269e-10
8       -9.20000000e-02    0.00000000e+00   -3.38178861e-10
9       -9.10000000e-02    0.00000000e+00   -3.26308022e-10
10      -9.00000000e-02    0.00000000e+00   -3.14850890e-10
11      -8.90000000e-02    0.00000000e+00   -3.03793116e-10
12      -8.80000000e-02    0.00000000e+00   -2.93120843e-10
13      -8.70000000e-02    0.00000000e+00   -2.82820693e-10
14      -8.60000000e-02    0.00000000e+00   -2.72879746e-10
15      -8.50000000e-02    0.00000000e+00   -2.63285529e-10
16      -8.40000000e-02    0.00000000e+00   -2.54025995e-10
17      -8.30000000e-02    0.00000000e+00   -2.45089516e-10
18      -8.20000000e-02    0.00000000e+00   -2.36464862e-10
19      -8.10000000e-02    0.00000000e+00   -2.28141190e-10
20      -8.00000000e-02    0.00000000e+00   -2.20108031e-10
21      -7.90000000e-02    0.00000000e+00   -2.12355277e-10
22      -7.80000000e-02    0.00000000e+00   -2.04873169e-10
23      -7.70000000e-02    0.00000000e+00   -1.97652283e-10
24      -7.60000000e-02    0.00000000e+00   -1.90683521e-10
25      -7.50000000e-02    0.00000000e+00   -1.83958100e-10
26      -7.40000000e-02    0.00000000e+00   -1.77467537e-10
27      -7.30000000e-02    0.00000000e+00   -1.71203646e-10
28      -7.20000000e-02    0.00000000e+00   -1.65158522e-10
29      -7.10000000e-02    0.00000000e+00   -1.59324532e-10
30      -7.00000000e-02    0.00000000e+00   -1.53694309e-10
31      -6.90000000e-02    0.00000000e+00   -1.48260740e-10
32      -6.80000000e-02    0.00000000e+00   -1.43016961e-10
33      -6.70000000e-02    0.00000000e+00   -1.37956344e-10
34      -6.60000000e-02    0.00000000e+00   -1.33072491e-10
35      -6.50000000e-02    0.00000000e+00   -1.28359229e-10
36      -6.40000000e-02    0.00000000e+00   -1.23810602e-10
37      -6.30000000e-02    0.00000000e+00   -1.19420858e-10
38      -6.20000000e-02    0.00000000e+00   -1.15184454e-10
39      -6.10000000e-02    0.00000000e+00   -1.11096041e-10
40      -6.00000000e-02    0.00000000e+00   -1.07150459e-10
41      -5.90000000e-02    0.00000000e+00   -1.03342738e-10
42      -5.80000000e-02    0.00000000e+00   -9.96680892e-11
43      -5.70000000e-02    0.00000000e+00   -9.61219010e-11
44      -5.60000000e-02    0.00000000e+00   -9.26997387e-11
45      -5.50000000e-02    0.00000000e+00   -8.93973416e-11
46      -5.40000000e-02    0.00000000e+00   -8.62106231e-11
47      -5.30000000e-02    0.00000000e+00   -8.31356730e-11
48      -5.20000000e-02    0.00000000e+00   -8.01687623e-11
49      -5.10000000e-02    0.00000000e+00   -7.73063513e-11
50      -5.00000000e-02    0.00000000e+00   -7.45451044e-11
51      -4.90000000e-02    0.00000000e+00   -7.18819128e-11
52      -4.80000000e-02    0.00000000e+00   -6.93139298e-11
53      -4.70000000e-02    0.00000000e+00   -6.68386281e-11
54      -4.60000000e-02    0.00000000e+00   -6.44538910e-11
55      -4.50000000e-02    0.00000000e+00   -6.21581654e-11
56      -4.40000000e-02    0.00000000e+00   -5.99507301e-11
57      -4.30000000e-02    0.00000000e+00   -5.78321936e-11
58      -4.20000000e-02    0.00000000e+00   -5.58055032e-11
59      -4.10000000e-02    0.00000000e+00   -5.38782421e-11
60      -4.00000000e-02    0.00000000e+00   -5.20688461e-11
61      -3.90000000e-02    0.00000000e+00   -5.04290018e-11
62      -3.80000000e-02    0.00000000e+00   -4.91948961e-11
63      -3.70000000e-02    0.00000000e+00   -4.74384868e-11
64      -3.60000000e-02    0.00000000e+00   -4.47812485e-11
65      -3.50000000e-02    0.00000000e+00   -4.26574079e-11
66      -3.40000000e-02    0.00000000e+00   -4.07277787e-11
67      -3.30000000e-02    0.00000000e+00   -3.89195135e-11
68      -3.20000000e-02    0.00000000e+00   -3.72027169e-11
69      -3.10000000e-02    0.00000000e+00   -3.55612512e-11
70      -3.00000000e-02    0.00000000e+00   -3.39848446e-11
71      -2.90000000e-02    0.00000000e+00   -3.24661864e-11
72      -2.80000000e-02    0.00000000e+00   -3.09996415e-11
73      -2.70000000e-02    0.00000000e+00   -2.95806056e-11
74      -2.60000000e-02    0.00000000e+00   -2.82051520e-11
75      -2.50000000e-02    0.00000000e+00   -2.68698234e-11
76      -2.40000000e-02    0.00000000e+00   -2.55715027e-11
77      -2.30000000e-02    0.00000000e+00   -2.43073298e-11
78      -2.20000000e-02    0.00000000e+00   -2.30746448e-11
79      -2.10000000e-02    0.00000000e+00   -2.18709505e-11
80      -2.00000000e-02    0.00000000e+00   -2.06938847e-11
81      -1.90000000e-02    0.00000000e+00   -1.95412012e-11
82      -1.80000000e-02    0.00000000e+00   -1.84107570e-11
83      -1.70000000e-02    0.00000000e+00   -1.73005023e-11
84      -1.60000000e-02    0.00000000e+00   -1.62084755e-11
85      -1.50000000e-02    0.00000000e+00   -1.51328010e-11
86      -1.40000000e-02    0.00000000e+00   -1.40716895e-11
87      -1.30000000e-02    0.00000000e+00   -1.30234418e-11
88      -1.20000000e-02    0.00000000e+00   -1.19864554e-11
89      -1.10000000e-02    0.00000000e+00   -1.09592331e-11
90      -1.00000000e-02    0.00000000e+00   -9.94039293e-12
91      -9.00000000e-03    0.00000000e+00   -8.92867814e-12
92      -8.00000000e-03    0.00000000e+00   -7.92296516e-12
93      -7.00000000e-03    0.00000000e+00   -6.92226838e-12
94      -6.00000000e-03    0.00000000e+00   -5.92573950e-12
95      -5.00000000e-03    0.00000000e+00   -4.93266001e-12
96      -4.00000000e-03    0.00000000e+00   -3.94242553e-12
97      -3.00000000e-03    0.00000000e+00   -2.95452007e-12
98      -2.00000000e-03    0.00000000e+00   -1.96847795e-12
99      -1.00000000e-03    0.00000000e+00   -9.83827609e-13
100      0.00000000e+00    0.00000000e+00    4.26576534e-28
101      1.00000000e-03    0.00000000e+00    9.83827810e-13
102      2.00000000e-03    0.00000000e+00    1.96847875e-12
103      3.00000000e-03    0.00000000e+00    2.95452187e-12
104      4.00000000e-03    0.00000000e+00    3.94242873e-12
105      5.00000000e-03    0.00000000e+00    4.93266502e-12
106      6.00000000e-03    0.00000000e+00    5.92574671e-12
107      7.00000000e-03    0.00000000e+00    6.92227821e-12
108      8.00000000e-03    0.00000000e+00    7.92297799e-12
109      9.00000000e-03    0.00000000e+00    8.92869438e-12
110      1.00000000e-02    0.00000000e+00    9.94041298e-12
111      1.10000000e-02    0.00000000e+00    1.09592573e-11
112      1.20000000e-02    0.00000000e+00    1.19864842e-11
113      1.30000000e-02    0.00000000e+00    1.30234757e-11
114      1.40000000e-02    0.00000000e+00    1.40717288e-11
115      1.50000000e-02    0.00000000e+00    1.51328462e-11
116      1.60000000e-02    0.00000000e+00    1.62085269e-11
117      1.70000000e-02    0.00000000e+00    1.73005603e-11
118      1.80000000e-02    0.00000000e+00    1.84108220e-11
119      1.90000000e-02    0.00000000e+00    1.95412737e-11
120      2.00000000e-02    0.00000000e+00    2.06939650e-11
121      2.10000000e-02    0.00000000e+00    2.18710391e-11
122      2.20000000e-02    0.00000000e+00    2.30747421e-11
123      2.30000000e-02    0.00000000e+00    2.43074361e-11
124      2.40000000e-02    0.00000000e+00    2.55716186e-11
125      2.50000000e-02    0.00000000e+00    2.68699491e-11
126      2.60000000e-02    0.00000000e+00    2.82052880e-11
127      2.70000000e-02    0.00000000e+00    2.95807523e-11
128      2.80000000e-02    0.00000000e+00    3.09997993e-11
129      2.90000000e-02    0.00000000e+00    3.24663558e-11
130      3.00000000e-02    0.00000000e+00    3.39850259e-11
131      3.10000000e-02    0.00000000e+00    3.55614448e-11
132      3.20000000e-02    0.00000000e+00    3.72029233e-11
133      3.30000000e-02    0.00000000e+00    3.89197330e-11
134      3.40000000e-02    0.00000000e+00    4.07280118e-11
135      3.50000000e-02    0.00000000e+00    4.26576551e-11
136      3.60000000e-02    0.00000000e+00    4.47815101e-11
137      3.70000000e-02    0.00000000e+00    4.74387633e-11
138      3.80000000e-02    0.00000000e+00    4.91951879e-11
139      3.90000000e-02    0.00000000e+00    5.04293092e-11
140      4.00000000e-02    0.00000000e+00    5.20691697e-11
141      4.10000000e-02    0.00000000e+00    5.38785822e-11
142      4.20000000e-02    0.00000000e+00    5.58058602e-11
143      4.30000000e-02    0.00000000e+00    5.78325680e-11
144      4.40000000e-02    0.00000000e+00    5.99511223e-11
145      4.50000000e-02    0.00000000e+00    6.21585758e-11
146      4.60000000e-02    0.00000000e+00    6.44543200e-11
147      4.70000000e-02    0.00000000e+00    6.68390763e-11
148      4.80000000e-02    0.00000000e+00    6.93143975e-11
149      4.90000000e-02    0.00000000e+00    7.18824004e-11
150      5.00000000e-02    0.00000000e+00    7.45456125e-11
151      5.10000000e-02    0.00000000e+00    7.73068801e-11
152      5.20000000e-02    0.00000000e+00    8.01693124e-11
153      5.30000000e-02    0.00000000e+00    8.31362448e-11
154      5.40000000e-02    0.00000000e+00    8.62112170e-11
155      5.50000000e-02    0.00000000e+00    8.93979580e-11
156      5.60000000e-02    0.00000000e+00    9.27003782e-11
157      5.70000000e-02    0.00000000e+00    9.61225640e-11
158      5.80000000e-02    0.00000000e+00    9.96687760e-11
159      5.90000000e-02    0.00000000e+00    1.03343449e-10
160      6.00000000e-02    0.00000000e+00    1.07151195e-10
161      6.10000000e-02    0.00000000e+00    1.11096802e-10
162      6.20000000e-02    0.00000000e+00    1.15185241e-10
163      6.30000000e-02    0.00000000e+00    1.19421671e-10
164      6.40000000e-02    0.00000000e+00    1.23811441e-10
165      6.50000000e-02    0.00000000e+00    1.28360096e-10
166      6.60000000e-02    0.00000000e+00    1.33073385e-10
167      6.70000000e-02    0.00000000e+00    1.37957266e-10
168      6.80000000e-02    0.00000000e+00    1.43017912e-10
169      6.90000000e-02    0.00000000e+00    1.48261720e-10
170      7.00000000e-02    0.00000000e+00    1.53695318e-10
171      7.10000000e-02    0.00000000e+00    1.59325570e-10
172      7.20000000e-02    0.00000000e+00    1.65159591e-10
173      7.30000000e-02    0.00000000e+00    1.71204746e-10
174      7.40000000e-02    0.00000000e+00    1.77468668e-10
175      7.50000000e-02    0.00000000e+00    1.83959262e-10
176      7.60000000e-02    0.00000000e+00    1.90684716e-10
177      7.70000000e-02    0.00000000e+00    1.97653511e-10
178      7.80000000e-02    0.00000000e+00    2.04874430e-10
179      7.90000000e-02    0.00000000e+00    2.12356572e-10
180      8.00000000e-02    0.00000000e+00    2.20109360e-10
181      8.10000000e-02    0.00000000e+00    2.28142553e-10
182      8.20000000e-02    0.00000000e+00    2.36466260e-10
183      8.30000000e-02    0.00000000e+00    2.45090950e-10
184      8.40000000e-02    0.00000000e+00    2.54027465e-10
185      8.50000000e-02    0.00000000e+00    2.63287035e-10
186      8.60000000e-02    0.00000000e+00    2.72881290e-10
187      8.70000000e-02    0.00000000e+00    2.82822274e-10
