Index     V(DRAIN)           V(GATE)        {-I(VDRAIN)}   
0       -1.00000000e-01    0.00000000e+00   -4.06442346e-10
1       -9.90000000e-02    0.00000000e+00   -3.91925650e-10
2       -9.80000000e-02    0.00000000e+00   -3.77923157e-10
3       -9.70000000e-02    0.00000000e+00   -3.64416735e-10
4       -9.60000000e-02    0.00000000e+00   -3.51388888e-10
5       -9.50000000e-02    0.00000000e+00   -3.38822731e-10
6       -9.40000000e-02    0.00000000e+00   -3.26701972e-10
7       -9.30000000e-02    0.00000000e+00   -3.15010888e-10
8       -9.20000000e-02    0.00000000e+00   -3.03734304e-10
9       -9.10000000e-02    0.00000000e+00   -2.92857581e-10
10      -9.00000000e-02    0.00000000e+00   -2.82366589e-10
11      -8.90000000e-02    0.00000000e+00   -2.72247693e-10
12      -8.80000000e-02    0.00000000e+00   -2.62487738e-10
13      -8.70000000e-02    0.00000000e+00   -2.53074027e-10
14      -8.60000000e-02    0.00000000e+00   -2.43994309e-10
15      -8.50000000e-02    0.00000000e+00   -2.35236763e-10
16      -8.40000000e-02    0.00000000e+00   -2.26789981e-10
17      -8.30000000e-02    0.00000000e+00   -2.18642954e-10
18      -8.20000000e-02    0.00000000e+00   -2.10785061e-10
19      -8.10000000e-02    0.00000000e+00   -2.03206051e-10
20      -8.00000000e-02    0.00000000e+00   -1.95896032e-10
21      -7.90000000e-02    0.00000000e+00   -1.88845461e-10
22      -7.80000000e-02    0.00000000e+00   -1.82045125e-10
23      -7.70000000e-02    0.00000000e+00   -1.75486138e-10
24      -7.60000000e-02    0.00000000e+00   -1.69159922e-10
25      -7.50000000e-02    0.00000000e+00   -1.63058201e-10
26      -7.40000000e-02    0.00000000e+00   -1.57172987e-10
27      -7.30000000e-02    0.00000000e+00   -1.51496573e-10
28      -7.20000000e-02    0.00000000e+00   -1.46021519e-10
29      -7.10000000e-02    0.00000000e+00   -1.40740648e-10
30      -7.00000000e-02    0.00000000e+00   -1.35647032e-10
31      -6.90000000e-02    0.00000000e+00   -1.30733983e-10
32      -6.80000000e-02    0.00000000e+00   -1.25995049e-10
33      -6.70000000e-02    0.00000000e+00   -1.21424002e-10
34      -6.60000000e-02    0.00000000e+00   -1.17014828e-10
35      -6.50000000e-02    0.00000000e+00   -1.12761727e-10
36      -6.40000000e-02    0.00000000e+00   -1.08659094e-10
37      -6.30000000e-02    0.00000000e+00   -1.04701524e-10
38      -6.20000000e-02    0.00000000e+00   -1.00883795e-10
39      -6.10000000e-02    0.00000000e+00   -9.72008662e-11
40      -6.00000000e-02    0.00000000e+00   -9.36478707e-11
41      -5.90000000e-02    0.00000000e+00   -9.02201084e-11
42      -5.80000000e-02    0.00000000e+00   -8.69130400e-11
43      -5.70000000e-02    0.00000000e+00   -8.37222810e-11
44      -5.60000000e-02    0.00000000e+00   -8.06435958e-11
45      -5.50000000e-02    0.00000000e+00   -7.76728924e-11
46      -5.40000000e-02    0.00000000e+00   -7.48062162e-11
47      -5.30000000e-02    0.00000000e+00   -7.20397452e-11
48      -5.20000000e-02    0.00000000e+00   -6.93697846e-11
49      -5.10000000e-02    0.00000000e+00   -6.67927618e-11
50      -5.00000000e-02    0.00000000e+00   -6.43052214e-11
51      -4.90000000e-02    0.00000000e+00   -6.19038201e-11
52      -4.80000000e-02    0.00000000e+00   -5.95853228e-11
53      -4.70000000e-02    0.00000000e+00   -5.73465969e-11
54      -4.60000000e-02    0.00000000e+00   -5.51846091e-11
55      -4.50000000e-02    0.00000000e+00   -5.30964199e-11
56      -4.40000000e-02    0.00000000e+00   -5.10791798e-11
57      -4.30000000e-02    0.00000000e+00   -4.91301255e-11
58      -4.20000000e-02    0.00000000e+00   -4.72465750e-11
59      -4.10000000e-02    0.00000000e+00   -4.54259242e-11
60      -4.00000000e-02    0.00000000e+00   -4.36656428e-11
61      -3.90000000e-02    0.00000000e+00   -4.19632705e-11
62      -3.80000000e-02    0.00000000e+00   -4.03164132e-11
63      -3.70000000e-02    0.00000000e+00   -3.87227397e-11
64      -3.60000000e-02    0.00000000e+00   -3.71799778e-11
65      -3.50000000e-02    0.00000000e+00   -3.56859110e-11
66      -3.40000000e-02    0.00000000e+00   -3.42383759e-11
67      -3.30000000e-02    0.00000000e+00   -3.28352579e-11
68      -3.20000000e-02    0.00000000e+00   -3.14744898e-11
69      -3.10000000e-02    0.00000000e+00   -3.01540480e-11
70      -3.00000000e-02    0.00000000e+00   -2.88719508e-11
71      -2.90000000e-02    0.00000000e+00   -2.76262557e-11
