Index        TIME             R1:R            R1:TEMP           I(R1)            R2:R            R2:TEMP           I(R2)           R3:TEMP          R4:TEMP          R5:TEMP
146     5.76713715e-02   5.26474613e-04   5.42314564e+02   9.49713409e+03   6.76253804e-04   2.70654150e+02   7.39367375e+03   3.02788610e+01   4.01640526e+01   3.02788610e+01   
147     5.91937434e-02   5.30825195e-04   5.48884823e+02   9.41929669e+03   6.81325809e-04   2.74490643e+02   7.33863290e+03   3.03630066e+01   4.05031225e+01   3.03630066e+01   
148     6.08979933e-02   5.35424376e-04   5.56118617e+02   9.33838693e+03   6.86696901e-04   2.78722075e+02   7.28123281e+03   3.04570713e+01   4.08822293e+01   3.04570713e+01   
149     6.28041732e-02   5.40488032e-04   5.64063854e+02   9.25089864e+03   6.92620905e-04   2.83378458e+02   7.21895624e+03   3.05621143e+01   4.13056662e+01   3.05621143e+01   
150     6.48409812e-02   5.46049698e-04   5.72387415e+02   9.15667570e+03   6.99139841e-04   2.88266354e+02   7.15164507e+03   3.06741570e+01   4.17574194e+01   3.06741570e+01   
151     6.68723237e-02   5.51876190e-04   5.80520207e+02   9.06000311e+03   7.05982895e-04   2.93051902e+02   7.08232456e+03   3.07856881e+01   4.22072157e+01   3.07856881e+01   
152     6.87942336e-02   5.57569145e-04   5.88063803e+02   8.96749766e+03   7.12682663e-04   2.97499214e+02   7.01574524e+03   3.08910127e+01   4.26320808e+01   3.08910127e+01   
153     7.06020363e-02   5.62849662e-04   5.95031430e+02   8.88336680e+03   7.18908900e-04   3.01613970e+02   6.95498414e+03   3.09899085e+01   4.30311005e+01   3.09899085e+01   
154     7.23739711e-02   5.67727001e-04   6.01747846e+02   8.80704985e+03   7.24669558e-04   3.05586415e+02   6.89969648e+03   3.10866809e+01   4.34216335e+01   3.10866809e+01   
155     7.42238760e-02   5.72428493e-04   6.08648867e+02   8.73471545e+03   7.30230982e-04   3.09673857e+02   6.84714854e+03   3.11875475e+01   4.38287698e+01   3.11875475e+01   
156     7.62610924e-02   5.77259207e-04   6.16126116e+02   8.66162019e+03   7.35953400e-04   3.14108884e+02   6.79390842e+03   3.12984391e+01   4.42764647e+01   3.12984391e+01   
157     7.85476293e-02   5.82493281e-04   6.24373164e+02   8.58379000e+03   7.42162437e-04   3.19007801e+02   6.73706961e+03   3.14226706e+01   4.47781298e+01   3.14226706e+01   
158     8.10477301e-02   5.88266215e-04   6.33220016e+02   8.49955322e+03   7.49020921e-04   3.24271374e+02   6.67538097e+03   3.15582226e+01   4.53256483e+01   3.15582226e+01   
159     8.36190270e-02   5.94459011e-04   6.42136195e+02   8.41100884e+03   7.56389924e-04   3.29584922e+02   6.61034718e+03   3.16973184e+01   4.58876366e+01   3.16973184e+01   
160     8.61011341e-02   6.00700337e-04   6.50570763e+02   8.32361778e+03   7.63828890e-04   3.34619478e+02   6.54596869e+03   3.18312773e+01   4.64290226e+01   3.18312773e+01   
161     8.84304054e-02   6.06604534e-04   6.58337412e+02   8.24260242e+03   7.70877269e-04   3.39262097e+02   6.48611679e+03   3.19567063e+01   4.69360733e+01   3.19567063e+01   
162     9.06633334e-02   6.12041189e-04   6.65655198e+02   8.16938483e+03   7.77376935e-04   3.43642055e+02   6.43188622e+03   3.20766957e+01   4.74212563e+01   3.20766957e+01   
163     9.29264055e-02   6.17163639e-04   6.72952925e+02   8.10157904e+03   7.83508877e-04   3.48015159e+02   6.38154863e+03   3.21980615e+01   4.79121234e+01   3.21980615e+01   
164     9.53616752e-02   6.22272047e-04   6.80681435e+02   8.03507087e+03   7.89631222e-04   3.52651688e+02   6.33206978e+03   3.23283981e+01   4.84394004e+01   3.23283981e+01   
165     9.80781169e-02   6.27682004e-04   6.89158762e+02   7.96581703e+03   7.96122363e-04   3.57743410e+02   6.28044159e+03   3.24734677e+01   4.90264321e+01   3.24734677e+01   
166     1.01091698e-01   6.33616134e-04   6.98393293e+02   7.89121320e+03   8.03250774e-04   3.63296828e+02   6.22470611e+03   3.26340176e+01   4.96762926e+01   3.26340176e+01   
167     1.04281414e-01   6.40080305e-04   7.07976939e+02   7.81151983e+03   8.11025559e-04   3.69067731e+02   6.16503382e+03   3.28034982e+01   5.03625187e+01   3.28034982e+01   
168     1.07442804e-01   6.46788857e-04   7.17285204e+02   7.73049805e+03   8.19104824e-04   3.74680136e+02   6.10422482e+03   3.29710017e+01   5.10409646e+01   3.29710017e+01   
169     1.10433059e-01   6.53304643e-04   7.25919909e+02   7.65339732e+03   8.26962190e-04   3.79892779e+02   6.04622564e+03   3.31289982e+01   5.16811128e+01   3.31289982e+01   
170     1.13258250e-01   6.59348936e-04   7.33933371e+02   7.58323814e+03   8.34259890e-04   3.84735672e+02   5.99333620e+03   3.32778829e+01   5.22845279e+01   3.32778829e+01   
171     1.15663137e-01   6.60000000e-04   7.40741607e+02   7.57575758e+03   8.41039940e-04   3.88794783e+02   5.94502087e+03   3.34043061e+01   5.27970561e+01   3.34043061e+01   
172     1.18068023e-01   6.60000000e-04   7.47549842e+02   7.57575758e+03   8.46722696e-04   3.92801952e+02   5.90512103e+03   3.35304654e+01   5.33086382e+01   3.35304654e+01   
173     1.20472910e-01   6.60000000e-04   7.54358078e+02   7.57575758e+03   8.52332733e-04   3.96758817e+02   5.86625364e+03   3.36563621e+01   5.38192786e+01   3.36563621e+01   
174     1.25282683e-01   6.60000000e-04   7.67974549e+02   7.57575758e+03   8.57872344e-04   4.04575051e+02   5.82837299e+03   3.39076329e+01   5.48386840e+01   3.39076329e+01   
175     1.29084925e-01   6.60000000e-04   7.78738696e+02   7.57575758e+03   8.68815071e-04   4.10605852e+02   5.75496463e+03   3.41054478e+01   5.56416002e+01   3.41054478e+01   
176     1.32887166e-01   6.60000000e-04   7.89502844e+02   7.57575758e+03   8.77258193e-04   4.16525981e+02   5.69957629e+03   3.43026199e+01   5.64422050e+01   3.43026199e+01   
177     1.36689407e-01   6.60000000e-04   8.00266991e+02   7.57575758e+03   8.85546374e-04   4.22340408e+02   5.64623169e+03   3.44991544e+01   5.72405142e+01   3.44991544e+01   
178     1.44293890e-01   6.60000000e-04   8.21795286e+02   7.57575758e+03   8.93686572e-04   4.33767098e+02   5.59480265e+03   3.48909580e+01   5.88325729e+01   3.48909580e+01   
179     1.49264366e-01   6.60000000e-04   8.35866705e+02   7.57575758e+03   9.09683938e-04   4.40986028e+02   5.49641452e+03   3.51454133e+01   5.98672731e+01   3.51454133e+01   
180     1.53737794e-01   6.60000000e-04   8.48530983e+02   7.57575758e+03   9.19790439e-04   4.47346783e+02   5.43602084e+03   3.53734734e+01   6.07950702e+01   3.53734734e+01   
181     1.58211222e-01   6.60000000e-04   8.61195260e+02   7.57575758e+03   9.28695496e-04   4.53590980e+02   5.38389604e+03   3.56006871e+01   6.17198040e+01   3.56006871e+01   
182     1.67158078e-01   6.60000000e-04   8.86523815e+02   7.57575758e+03   9.37437373e-04   4.65856716e+02   5.33368964e+03   3.60534369e+01   6.35631936e+01   3.60534369e+01   
183     1.72846358e-01   6.60000000e-04   9.02627339e+02   7.57575758e+03   9.54609402e-04   4.73387818e+02   5.23774435e+03   3.63391806e+01   6.47275431e+01   3.63391806e+01   
184     1.77965810e-01   6.60000000e-04   9.17120511e+02   7.57575758e+03   9.65152945e-04   4.80024197e+02   5.18052608e+03   3.65951627e+01   6.57711413e+01   3.65951627e+01   
185     1.83085262e-01   6.60000000e-04   9.31613684e+02   7.57575758e+03   9.74443875e-04   4.86539434e+02   5.13113185e+03   3.68500879e+01   6.68108920e+01   3.68500879e+01   
186     1.93324167e-01   6.60000000e-04   9.60600028e+02   7.57575758e+03   9.83565208e-04   4.99338450e+02   5.08354704e+03   3.73578458e+01   6.88827665e+01   3.73578458e+01   
187     1.99738302e-01   6.60000000e-04   9.78758450e+02   7.57575758e+03   1.00148383e-03   5.07082548e+02   4.99259184e+03   3.76733419e+01   7.01712392e+01   3.76733419e+01   
188     2.05511024e-01   6.60000000e-04   9.95101029e+02   7.57575758e+03   1.01232557e-03   5.13909215e+02   4.93912252e+03   3.79558551e+01   7.13256209e+01   3.79558551e+01   
189     2.11283746e-01   6.60000000e-04   1.01144361e+03   7.57575758e+03   1.02188290e-03   5.20613426e+02   4.89292853e+03   3.82370936e+01   7.24753332e+01   3.82370936e+01   
190     2.22829190e-01   6.60000000e-04   1.04412877e+03   7.57575758e+03   1.03126880e-03   5.33787690e+02   4.84839648e+03   3.87970492e+01   7.47655095e+01   3.87970492e+01   
191     2.29992458e-01   6.60000000e-04   1.06440798e+03   7.57575758e+03   1.04971277e-03   5.41686931e+02   4.76320777e+03   3.91413846e+01   7.61750955e+01   3.91413846e+01   
192     2.36439400e-01   6.60000000e-04   1.08265928e+03   7.57575758e+03   1.06077170e-03   5.48653985e+02   4.71354957e+03   3.94495970e+01   7.74375023e+01   3.94495970e+01   
193     2.42886341e-01   6.60000000e-04   1.10091057e+03   7.57575758e+03   1.07052558e-03   5.55499082e+02   4.67060302e+03   3.97563086e+01   7.86943746e+01   3.97563086e+01   
194     2.55780224e-01   6.60000000e-04   1.13741316e+03   7.57575758e+03   1.08010871e-03   5.68955815e+02   4.62916365e+03   4.03667655e+01   8.11971673e+01   4.03667655e+01   
195     2.63721697e-01   6.60000000e-04   1.15989548e+03   7.57575758e+03   1.09894814e-03   5.76971797e+02   4.54980523e+03   4.07391545e+01   8.27253530e+01   4.07391545e+01   
196     2.70869022e-01   6.60000000e-04   1.18012956e+03   7.57575758e+03   1.11017052e-03   5.84045968e+02   4.50381264e+03   4.10723512e+01   8.40934789e+01   4.10723512e+01   
197     2.78016347e-01   6.60000000e-04   1.20036364e+03   7.57575758e+03   1.12007436e-03   5.90999769e+02   4.46398935e+03   4.14038141e+01   8.54551678e+01   4.14038141e+01   
198     2.86767448e-01   6.60000000e-04   1.22513801e+03   7.57575758e+03   1.12980968e-03   5.99372686e+02   4.42552414e+03   4.18075573e+01   8.71146118e+01   4.18075573e+01   
199     2.95518550e-01   6.60000000e-04   1.24991239e+03   7.57575758e+03   1.14153176e-03   6.07580161e+02   4.38007962e+03   4.22087689e+01   8.87646299e+01   4.22087689e+01   
200     3.04269651e-01   6.60000000e-04   1.27468676e+03   7.57575758e+03   1.15302223e-03   6.15630180e+02   4.33642985e+03   4.26074873e+01   9.04053510e+01   4.26074873e+01   
201     3.14210093e-01   6.60000000e-04   1.30282816e+03   7.57575758e+03   1.16429225e-03   6.24603786e+02   4.29445442e+03   4.30576056e+01   9.22586416e+01   4.30576056e+01   
202     3.24150536e-01   6.60000000e-04   1.33096956e+03   7.57575758e+03   1.17685530e-03   6.33392925e+02   4.24861068e+03   4.35046052e+01   9.41002651e+01   4.35046052e+01   
203     3.34942895e-01   6.60000000e-04   1.36152273e+03   7.57575758e+03   1.18916009e-03   6.42745081e+02   4.20464833e+03   4.39865851e+01   9.60872449e+01   4.39865851e+01   
204     3.47298950e-01   6.60000000e-04   1.39650273e+03   7.57575758e+03   1.20225311e-03   6.53227596e+02   4.15885802e+03   4.45343319e+01   9.83468495e+01   4.45343319e+01   
205     3.61440739e-01   6.60000000e-04   1.43653814e+03   7.57575758e+03   1.21692863e-03   6.64946368e+02   4.10870437e+03   4.51560119e+01   1.00913351e+02   4.51560119e+01   
206     3.76700731e-01   6.60000000e-04   1.47973919e+03   7.57575758e+03   1.23333491e-03   6.77267784e+02   4.05404886e+03   4.58205278e+01   1.03658961e+02   4.58205278e+01   
207     3.91725824e-01   6.60000000e-04   1.52227524e+03   7.57575758e+03   1.25058490e-03   6.89077195e+02   3.99812920e+03   4.64682565e+01   1.06337529e+02   4.64682565e+01   
208     4.05503736e-01   6.60000000e-04   1.56128051e+03   7.57575758e+03   1.26711807e-03   6.99633969e+02   3.94596219e+03   4.70564420e+01   1.08771879e+02   4.70564420e+01   
209     4.18031282e-01   6.60000000e-04   1.59674600e+03   7.57575758e+03   1.28189756e-03   7.09019138e+02   3.90046769e+03   4.75865426e+01   1.10967448e+02   4.75865426e+01   
210     4.30051289e-01   6.60000000e-04   1.63077465e+03   7.57575758e+03   1.29503679e-03   7.17847597e+02   3.86089417e+03   4.80911468e+01   1.13058780e+02   4.80911468e+01   
211     4.42573443e-01   6.60000000e-04   1.66622488e+03   7.57575758e+03   1.30739664e-03   7.26876820e+02   3.82439411e+03   4.86128896e+01   1.15222465e+02   4.86128896e+01   
212     4.56562906e-01   6.60000000e-04   1.70582905e+03   7.57575758e+03   1.32000000e-03   7.36777864e+02   3.78787879e+03   4.91912660e+01   1.17622506e+02   4.91912660e+01   
213     4.70290021e-01   6.60000000e-04   1.74469053e+03   7.57575758e+03   1.32000000e-03   7.46493232e+02   3.78787879e+03   4.97539565e+01   1.19959042e+02   4.97539565e+01   
214     4.84017137e-01   6.60000000e-04   1.78355200e+03   7.57575758e+03   1.32000000e-03   7.56208601e+02   3.78787879e+03   5.03119966e+01   1.22277770e+02   5.03119966e+01   
215     5.11471368e-01   6.60000000e-04   1.86127494e+03   7.57575758e+03   1.32000000e-03   7.75639337e+02   3.78787879e+03   5.14189635e+01   1.26880268e+02   5.14189635e+01   
216     5.28905983e-01   6.60000000e-04   1.91063235e+03   7.57575758e+03   1.32000000e-03   7.87978688e+02   3.78787879e+03   5.21106607e+01   1.29759695e+02   5.21106607e+01   
217     5.44597136e-01   6.60000000e-04   1.95505401e+03   7.57575758e+03   1.32000000e-03   7.99084104e+02   3.78787879e+03   5.27269676e+01   1.32327191e+02   5.27269676e+01   
218     5.60288289e-01   6.60000000e-04   1.99947567e+03   7.57575758e+03   1.32000000e-03   8.10189520e+02   3.78787879e+03   5.33378082e+01   1.34873569e+02   5.33378082e+01   
219     5.91670595e-01   6.60000000e-04   2.08831900e+03   7.57575758e+03   1.32000000e-03   8.32400352e+02   3.78787879e+03   5.45487939e+01   1.39924930e+02   5.45487939e+01   
220     6.10973511e-01   6.60000000e-04   2.14296557e+03   7.57575758e+03   1.32000000e-03   8.46061993e+02   3.78787879e+03   5.52808666e+01   1.42982333e+02   5.52808666e+01   
221     6.28346134e-01   6.60000000e-04   2.19214747e+03   7.57575758e+03   1.32000000e-03   8.58357470e+02   3.78787879e+03   5.59329119e+01   1.45707461e+02   5.59329119e+01   
222     6.45718758e-01   6.60000000e-04   2.24132938e+03   7.57575758e+03   1.32000000e-03   8.70652947e+02   3.78787879e+03   5.65789696e+01   1.48409251e+02   5.65789696e+01   
223     6.66807795e-01   6.60000000e-04   2.30103246e+03   7.57575758e+03   1.32000000e-03   8.85578715e+02   3.78787879e+03   5.73561288e+01   1.51661275e+02   5.73561288e+01   
224     6.87896832e-01   6.60000000e-04   2.36073553e+03   7.57575758e+03   1.32000000e-03   9.00504484e+02   3.78787879e+03   5.81248663e+01   1.54880356e+02   5.81248663e+01   
225     7.08985868e-01   6.60000000e-04   2.42043861e+03   7.57575758e+03   1.32000000e-03   9.15430253e+02   3.78787879e+03   5.88854050e+01   1.58067304e+02   5.88854050e+01   
226     7.32765951e-01   6.60000000e-04   2.48776004e+03   7.57575758e+03   1.32000000e-03   9.32260610e+02   3.78787879e+03   5.97339875e+01   1.61625564e+02   5.97339875e+01   
227     7.56546034e-01   6.60000000e-04   2.55508147e+03   7.57575758e+03   1.32000000e-03   9.49090967e+02   3.78787879e+03   6.05726877e+01   1.65144944e+02   6.05726877e+01   
228     7.82230619e-01   6.60000000e-04   2.62779454e+03   7.57575758e+03   1.32000000e-03   9.67269236e+02   3.78787879e+03   6.14681876e+01   1.68905304e+02   6.14681876e+01   
229     8.11381349e-01   6.60000000e-04   2.71032027e+03   7.57575758e+03   1.32000000e-03   9.87900670e+02   3.78787879e+03   6.24721876e+01   1.73124350e+02   6.24721876e+01   
230     8.44443241e-01   6.60000000e-04   2.80391851e+03   7.57575758e+03   1.32000000e-03   1.01130023e+03   3.78787879e+03   6.35954908e+01   1.77848491e+02   6.35954908e+01   
231     8.79932316e-01   6.60000000e-04   2.90438810e+03   7.57575758e+03   1.32000000e-03   1.03641763e+03   3.78787879e+03   6.47831497e+01   1.82847591e+02   6.47831497e+01   
232     9.14935077e-01   6.60000000e-04   3.00348094e+03   7.57575758e+03   1.32000000e-03   1.06119084e+03   3.78787879e+03   6.59360781e+01   1.87704778e+02   6.59360781e+01   
233     9.47280169e-01   6.60000000e-04   3.09504991e+03   7.57575758e+03   1.32000000e-03   1.08408308e+03   3.78787879e+03   6.69852897e+01   1.92128667e+02   6.69852897e+01   
234     9.79192792e-01   6.60000000e-04   3.18539457e+03   7.57575758e+03   1.32000000e-03   1.10666924e+03   3.78787879e+03   6.80062570e+01   1.96436600e+02   6.80062570e+01   
235     1.00000000e+00   6.60000000e-04   3.24429979e+03   7.57575758e+03   1.32000000e-03   1.12139555e+03   3.78787879e+03   6.86630941e+01   1.99210004e+02   6.86630941e+01   
End of Xyce(TM) Simulation
