Index      TIME           V(8)
0       5.00000000e-06   2.05778238e-02   
1       5.06463214e-06   2.28011155e-02   
2       5.19389641e-06   2.77819259e-02   
3       5.32316068e-06   3.33058400e-02   
4       5.45242496e-06   3.93771957e-02   
5       5.58168923e-06   4.59970395e-02   
6       5.71095350e-06   5.31635316e-02   
7       5.84021778e-06   6.08722368e-02   
8       5.96948205e-06   6.91163977e-02   
9       6.09874633e-06   7.78872003e-02   
10      6.22801060e-06   8.71740333e-02   
11      6.48653915e-06   1.07687127e-01   
12      6.74506769e-06   1.30028703e-01   
13      7.00359624e-06   1.54074957e-01   
14      7.26212479e-06   1.79695559e-01   
15      7.52065334e-06   2.06757930e-01   
16      7.77918188e-06   2.35130549e-01   
17      8.03771043e-06   2.64685460e-01   
18      8.55476752e-06   3.27589378e-01   
19      9.07182462e-06   3.93497824e-01   
20      9.58888171e-06   4.61731124e-01   
21      1.01059388e-05   5.31717987e-01   
22      1.06229959e-05   6.02986548e-01   
23      1.11400530e-05   6.75152280e-01   
24      1.21741672e-05   8.21048604e-01   
25      1.32082814e-05   9.67146757e-01   
26      1.42423956e-05   1.11256514e+00   
27      1.52765098e-05   1.25674503e+00   
28      1.73447381e-05   1.53842641e+00   
29      1.94129665e-05   1.81256024e+00   
30      2.14811949e-05   2.07890665e+00   
31      2.35494233e-05   2.33751041e+00   
32      2.56176516e-05   2.58853713e+00   
33      2.67459817e-05   2.72317303e+00   
34      2.73046950e-05   2.78926565e+00   
35      2.76576708e-05   2.83079179e+00   
36      2.80106466e-05   2.87209240e+00   
37      2.83636223e-05   2.91317050e+00   
38      2.90695739e-05   2.99447308e+00   
39      2.97755254e-05   3.07493448e+00   
40      3.04814770e-05   3.15456608e+00   
41      3.11874286e-05   3.23337831e+00   
42      3.25993317e-05   3.38790550e+00   
43      3.40112348e-05   3.53935585e+00   
44      3.54231379e-05   3.68776331e+00   
45      3.68350410e-05   3.83316794e+00   
46      3.82469441e-05   3.97561186e+00   
47      3.96588472e-05   4.11513703e+00   
48      4.24826534e-05   4.38351139e+00   
49      4.53064596e-05   4.64109541e+00   
50      4.81302658e-05   4.88797469e+00   
51      5.09540720e-05   5.12429517e+00   
52      5.37778782e-05   5.35021007e+00   
53      5.66016844e-05   5.56586406e+00   
54      5.94254907e-05   5.77139643e+00   
55      6.22492969e-05   5.96695772e+00   
56      6.50731031e-05   6.15273965e+00   
57      6.78969093e-05   6.32902053e+00   
58      7.07207155e-05   6.49624633e+00   
59      7.18359688e-05   6.56075848e+00   
60      7.29512222e-05   6.62401564e+00   
61      7.40664755e-05   6.68625284e+00   
62      7.62969822e-05   6.80790036e+00   
63      7.85274889e-05   6.92739947e+00   
64      7.88956167e-05   6.94706100e+00   
65      7.90796806e-05   6.95687261e+00   
66      7.91026886e-05   6.95809862e+00   
67      7.91256966e-05   6.95932392e+00   
68      7.91349864e-05   6.95981846e+00   
69      7.91405501e-05   6.96011448e+00   
70      7.91433578e-05   6.96026370e+00   
71      7.91461656e-05   6.96041266e+00   
72      7.91489734e-05   6.96056132e+00   
73      7.91517812e-05   6.96070961e+00   
74      7.91545890e-05   6.96085749e+00   
75      7.91573968e-05   6.96100491e+00   
76      7.91602045e-05   6.96115184e+00   
77      7.91658201e-05   6.96144358e+00   
78      7.91714357e-05   6.96173307e+00   
79      7.91826668e-05   6.96230228e+00   
80      7.91938980e-05   6.96286104e+00   
81      7.92163602e-05   6.96393257e+00   
82      7.92388225e-05   6.96495469e+00   
83      7.92612848e-05   6.96592465e+00   
84      7.92837471e-05   6.96684026e+00   
85      7.93062093e-05   6.96769971e+00   
86      7.93286716e-05   6.96850140e+00   
87      7.93511339e-05   6.96924362e+00   
88      7.93735962e-05   6.96992367e+00   
89      7.93826335e-05   6.97018666e+00   
90      7.93872390e-05   6.97031762e+00   
91      7.93911509e-05   6.97042650e+00   
92      7.93950628e-05   6.97053291e+00   
93      7.93989747e-05   6.97063673e+00   
