VD
VG 1.50000000e+00 2.02500000e+00 2.55000000e+00 3.07500000e+00 3.60000000e+00 
0.00000000e+00   0.00000000e+00    0.00000000e+00   0.00000000e+00   0.00000000e+00   -5.08219768e-21
7.20000000e-02   2.36444574e-07    3.94900664e-07   5.39073115e-07   6.71218756e-07   7.93219983e-07 
1.44000000e-01   4.20894743e-07    7.43932114e-07   1.03863263e-06   1.30892767e-06   1.55851440e-06 
2.16000000e-01   5.53857514e-07    1.04718752e-06   1.49873295e-06   1.91316613e-06   2.29591286e-06 
2.88000000e-01   6.37008597e-07    1.30478739e-06   1.91943080e-06   2.48397382e-06   3.00544500e-06 
3.60000000e-01   6.76848954e-07    1.51691463e-06   2.30078680e-06   3.02139086e-06   3.68714050e-06 
4.32000000e-01   6.90185500e-07    1.68391027e-06   2.64286816e-06   3.52545797e-06   4.34102907e-06 
5.04000000e-01   6.94221754e-07    1.80656284e-06   2.94575386e-06   3.99621678e-06   4.96714054e-06 
5.76000000e-01   6.95810751e-07    1.88702511e-06   3.20954498e-06   4.43371027e-06   5.56550482e-06 
6.48000000e-01   6.96671744e-07    1.93120256e-06   3.43438668e-06   4.83798344e-06   6.13615200e-06 
7.20000000e-01   6.97262820e-07    1.95093651e-06   3.62051822e-06   5.20908447e-06   6.67911238e-06 
7.92000000e-01   6.97734116e-07    1.95907208e-06   3.76839484e-06   5.54706653e-06   7.19441659e-06 
8.64000000e-01   6.98144713e-07    1.96285793e-06   3.87899895e-06   5.85199106e-06   7.68209568e-06 
9.36000000e-01   6.98521361e-07    1.96502183e-06   3.95460634e-06   6.12393350e-06   8.14218127e-06 
1.00800000e+00   6.98877540e-07    1.96650838e-06   4.00022082e-06   6.36299422e-06   8.57470585e-06 
1.08000000e+00   6.99220627e-07    1.96767374e-06   4.02438051e-06   6.56931997e-06   8.97970310e-06 
1.15200000e+00   6.99554937e-07    1.96866935e-06   4.03647659e-06   6.74314818e-06   9.35720840e-06 
1.22400000e+00   6.99883132e-07    1.96956715e-06   4.04292749e-06   6.88490253e-06   9.70725967e-06 
1.29600000e+00   7.00206927e-07    1.97040456e-06   4.04686321e-06   6.99540256e-06   1.00298987e-05 
1.36800000e+00   7.00527469e-07    1.97120255e-06   4.04962138e-06   7.07630241e-06   1.03251730e-05 
1.44000000e+00   7.00845552e-07    1.97197365e-06   4.05177998e-06   7.13083422e-06   1.05931396e-05 
1.51200000e+00   7.01161737e-07    1.97272570e-06   4.05360658e-06   7.16441666e-06   1.08338704e-05 
1.58400000e+00   7.01476431e-07    1.97346382e-06   4.05523538e-06   7.18387574e-06   1.10474630e-05 
1.65600000e+00   7.01789936e-07    1.97419150e-06   4.05673888e-06   7.19523535e-06   1.12340595e-05 
1.72800000e+00   7.02102481e-07    1.97491118e-06   4.05815890e-06   7.20236966e-06   1.13938825e-05 
1.80000000e+00   7.02414241e-07    1.97562459e-06   4.05952089e-06   7.20732741e-06   1.15273051e-05 
1.87200000e+00   7.02725351e-07    1.97633301e-06   4.06084113e-06   7.21111876e-06   1.16349861e-05 
1.94400000e+00   7.03035918e-07    1.97703741e-06   4.06213041e-06   7.21424692e-06   1.17181194e-05 
2.01600000e+00   7.03346028e-07    1.97773852e-06   4.06339616e-06   7.21697440e-06   1.17788202e-05 
2.08800000e+00   7.03655751e-07    1.97843691e-06   4.06464363e-06   7.21944605e-06   1.18204949e-05 
2.16000000e+00   7.03965141e-07    1.97913302e-06   4.06587663e-06   7.22174635e-06   1.18477059e-05 
2.23200000e+00   7.04274245e-07    1.97982721e-06   4.06709801e-06   7.22392708e-06   1.18652054e-05 
2.30400000e+00   7.04583101e-07    1.98051977e-06   4.06830990e-06   7.22602146e-06   1.18768078e-05 
2.37600000e+00   7.04891742e-07    1.98121091e-06   4.06951395e-06   7.22805159e-06   1.18850034e-05 
2.44800000e+00   7.05200193e-07    1.98190085e-06   4.07071145e-06   7.23003272e-06   1.18912329e-05 
2.52000000e+00   7.05508477e-07    1.98258973e-06   4.07190344e-06   7.23197564e-06   1.18962938e-05 
2.59200000e+00   7.05816614e-07    1.98327769e-06   4.07309071e-06   7.23388823e-06   1.19006303e-05 
2.66400000e+00   7.06124620e-07    1.98396483e-06   4.07427396e-06   7.23577633e-06   1.19044972e-05 
2.73600000e+00   7.06432509e-07    1.98465126e-06   4.07545371e-06   7.23764439e-06   1.19080464e-05 
2.80800000e+00   7.06740293e-07    1.98533705e-06   4.07663043e-06   7.23949581e-06   1.19113726e-05 
2.88000000e+00   7.07047983e-07    1.98602228e-06   4.07780449e-06   7.24133331e-06   1.19145370e-05 
2.95200000e+00   7.07355589e-07    1.98670699e-06   4.07897621e-06   7.24315900e-06   1.19175806e-05 
3.02400000e+00   7.07663118e-07    1.98739125e-06   4.08014586e-06   7.24497461e-06   1.19205318e-05 
3.09600000e+00   7.07970577e-07    1.98807509e-06   4.08131366e-06   7.24678154e-06   1.19234106e-05 
3.16800000e+00   7.08277973e-07    1.98875856e-06   4.08247982e-06   7.24858093e-06   1.19262319e-05 
3.24000000e+00   7.08585311e-07    1.98944169e-06   4.08364450e-06   7.25037375e-06   1.19290066e-05 
3.31200000e+00   7.08892597e-07    1.99012451e-06   4.08480785e-06   7.25216080e-06   1.19317430e-05 
3.38400000e+00   7.09199834e-07    1.99080705e-06   4.08596999e-06   7.25394274e-06   1.19344476e-05 
3.45600000e+00   7.09507027e-07    1.99148933e-06   4.08713105e-06   7.25572015e-06   1.19371254e-05 
