Index    TIME    {V(DRAIN)}_regr_pce_mean    {V(DRAIN)}_regr_pce_meanPlus    {V(DRAIN)}_regr_pce_meanMinus    {V(DRAIN)}_regr_pce_stddev    {V(DRAIN)}_regr_pce_variance    
235   9.73234400e-07   9.76411700e-01   1.04152600e+00   9.11297400e-01   6.51143900e-02   4.23988400e-03   
236   9.73737500e-07   9.83629300e-01   1.03023900e+00   9.37019600e-01   4.66097300e-02   2.17246700e-03   
237   9.74190300e-07   9.89260600e-01   1.02129200e+00   9.57229100e-01   3.20315100e-02   1.02601700e-03   
238   9.74643100e-07   9.94063700e-01   1.01338500e+00   9.74742800e-01   1.93209400e-02   3.73298600e-04   
239   9.75095800e-07   9.97356000e-01   1.00624400e+00   9.88468100e-01   8.88792000e-03   7.89951300e-05   
240   9.75503400e-07   9.99004600e-01   1.00136400e+00   9.96645300e-01   2.35933100e-03   5.56644300e-06   
241   9.75910900e-07   9.99554700e-01   9.99968000e-01   9.99141400e-01   4.13281300e-04   1.70801400e-07   
242   9.76318400e-07   9.99577200e-01   9.99962600e-01   9.99191800e-01   3.85415200e-04   1.48544900e-07   
243   9.76725900e-07   9.99598800e-01   9.99957100e-01   9.99240600e-01   3.58279500e-04   1.28364200e-07   
244   9.77133400e-07   9.99618400e-01   9.99952900e-01   9.99283900e-01   3.34476100e-04   1.11874200e-07   
245   9.77948400e-07   9.99653700e-01   9.99945600e-01   9.99361700e-01   2.91955900e-04   8.52382600e-08   
246   9.79578500e-07   9.99710700e-01   9.99936100e-01   9.99485400e-01   2.25331000e-04   5.07740400e-08   
247   9.82838600e-07   9.99788200e-01   9.99927900e-01   9.99648500e-01   1.39697000e-04   1.95152400e-08   
248   9.89358800e-07   9.99867200e-01   9.99928400e-01   9.99806000e-01   6.12424000e-05   3.75063200e-09   
249   1.00000000e-06   9.99916800e-01   9.99939500e-01   9.99894100e-01   2.27097500e-05   5.15732600e-10   
250   1.00130400e-06   9.99999400e-01   9.99999700e-01   9.99999100e-01   3.07423700e-07   9.45093000e-14   
251   1.00391200e-06   1.00000000e+00   1.00000000e+00   1.00000000e+00   7.12454900e-08   5.07592000e-15   
252   1.00652000e-06   9.99999900e-01   1.00000000e+00   9.99999900e-01   6.50824900e-08   4.23573100e-15   
253   1.01173600e-06   1.00000000e+00   1.00000000e+00   1.00000000e+00   5.80895100e-08   3.37439100e-15   
254   1.02216900e-06   9.99999900e-01   1.00000000e+00   9.99999900e-01   6.42233100e-08   4.12463300e-15   
255   1.04303300e-06   1.00000000e+00   1.00000000e+00   1.00000000e+00   5.76899300e-08   3.32812800e-15   
256   1.08476300e-06   9.99999900e-01   1.00000000e+00   9.99999900e-01   6.40038100e-08   4.09648800e-15   
257   1.16822100e-06   1.00000000e+00   1.00000000e+00   1.00000000e+00   5.75862900e-08   3.31618100e-15   
258   1.26822100e-06   9.99999900e-01   1.00000000e+00   9.99999900e-01   6.39475000e-08   4.08928300e-15   
259   1.36822100e-06   1.00000000e+00   1.00000000e+00   1.00000000e+00   5.75269000e-08   3.30934400e-15   
260   1.40000000e-06   9.99999900e-01   1.00000000e+00   9.99999900e-01   6.38393800e-08   4.07546700e-15   
261   1.40062500e-06   1.00008400e+00   1.00010700e+00   1.00006100e+00   2.33004600e-05   5.42911500e-10   
262   1.40187500e-06   1.00008900e+00   1.00011500e+00   1.00006200e+00   2.62954300e-05   6.91449700e-10   
263   1.40312500e-06   1.00009300e+00   1.00012200e+00   1.00006400e+00   2.89130500e-05   8.35964300e-10   
264   1.40562500e-06   1.00010300e+00   1.00013900e+00   1.00006700e+00   3.61088000e-05   1.30384600e-09   
265   1.41062500e-06   1.00013200e+00   1.00019200e+00   1.00007200e+00   5.99087200e-05   3.58905500e-09   
266   1.42062500e-06   1.00029400e+00   1.00052600e+00   1.00006200e+00   2.31766700e-04   5.37157900e-08   
267   1.42706700e-06   1.00066200e+00   1.00135100e+00   9.99972300e-01   6.89397000e-04   4.75268200e-07   
268   1.43350900e-06   1.00137100e+00   1.00304600e+00   9.99696400e-01   1.67503200e-03   2.80573400e-06   
269   1.43673100e-06   1.00211300e+00   1.00567300e+00   9.98552600e-01   3.56020800e-03   1.26750800e-05   
270   1.43995200e-06   1.00165600e+00   1.01077300e+00   9.92539000e-01   9.11718500e-03   8.31230600e-05   
271   1.44038700e-06   1.00139300e+00   1.01216700e+00   9.90617800e-01   1.07747800e-02   1.16095900e-04   
272   1.44082300e-06   1.00104800e+00   1.01369200e+00   9.88404700e-01   1.26437900e-02   1.59865500e-04   
273   1.44169400e-06   9.99922800e-01   1.01760300e+00   9.82242900e-01   1.76798500e-02   3.12577200e-04   
274   1.44256600e-06   9.98096700e-01   1.02289400e+00   9.73299500e-01   2.47972000e-02   6.14901400e-04   
275   1.44343700e-06   9.95348900e-01   1.02978200e+00   9.60915300e-01   3.44335200e-02   1.18566800e-03   
276   1.44430800e-06   9.91358700e-01   1.03838600e+00   9.44331400e-01   4.70273000e-02   2.21156700e-03   
277   1.44518000e-06   9.85638700e-01   1.04875400e+00   9.22523000e-01   6.31156900e-02   3.98359000e-03   
278   1.44605100e-06   9.77562200e-01   1.06093700e+00   8.94187000e-01   8.33751900e-02   6.95142300e-03   
279   1.44692200e-06   9.66545400e-01   1.07500800e+00   8.58083200e-01   1.08462200e-01   1.17640400e-02   
280   1.44779400e-06   9.52093600e-01   1.09084700e+00   8.13340000e-01   1.38753600e-01   1.92525600e-02   
281   1.44866500e-06   9.33598000e-01   1.10794100e+00   7.59254500e-01   1.74343500e-01   3.03956500e-02   
282   1.44953600e-06   9.10586200e-01   1.12532900e+00   6.95843500e-01   2.14742700e-01   4.61144100e-02   
283   1.44967300e-06   9.06566400e-01   1.12793100e+00   6.85202000e-01   2.21364400e-01   4.90022000e-02   
284   1.44980900e-06   9.02533200e-01   1.13046400e+00   6.74601900e-01   2.27931300e-01   5.19526700e-02   
285   1.45008100e-06   8.94439700e-01   1.13477600e+00   6.54103300e-01   2.40336300e-01   5.77615600e-02   
286   1.45035400e-06   8.86305800e-01   1.13799500e+00   6.34617100e-01   2.51688800e-01   6.33472300e-02   
287   1.45062700e-06   8.78034900e-01   1.14051400e+00   6.15555600e-01   2.62479400e-01   6.88954100e-02   
288   1.45089900e-06   8.69546200e-01   1.14268000e+00   5.96412000e-01   2.73134200e-01   7.46023000e-02   
289   1.45117200e-06   8.60883300e-01   1.14428100e+00   5.77485600e-01   2.83397700e-01   8.03142700e-02   
290   1.45144400e-06   8.52041100e-01   1.14523400e+00   5.58848300e-01   2.93192800e-01   8.59619900e-02   
291   1.45171700e-06   8.42918000e-01   1.14583400e+00   5.40002200e-01   3.02915800e-01   9.17579900e-02   
292   1.45198900e-06   8.33628900e-01   1.14603700e+00   5.21220900e-01   3.12408000e-01   9.75987800e-02   
293   1.45226200e-06   8.24135700e-01   1.14587300e+00   5.02398700e-01   3.21737000e-01   1.03514700e-01   
294   1.45253500e-06   8.14170400e-01   1.14563300e+00   4.82707700e-01   3.31462800e-01   1.09867600e-01   
295   1.45280700e-06   8.03696900e-01   1.14534100e+00   4.62052700e-01   3.41644200e-01   1.16720800e-01   
296   1.45308000e-06   7.93026200e-01   1.14469200e+00   4.41360700e-01   3.51665500e-01   1.23668600e-01   
297   1.45335200e-06   7.82758500e-01   1.14314800e+00   4.22369300e-01   3.60389100e-01   1.29880300e-01   
298   1.45362500e-06   7.73103700e-01   1.14029800e+00   4.05909800e-01   3.67193900e-01   1.34831400e-01   
299   1.45389700e-06   7.63710600e-01   1.13632400e+00   3.91097500e-01   3.72613100e-01   1.38840500e-01   
300   1.45417000e-06   7.54185000e-01   1.13174700e+00   3.76623000e-01   3.77562000e-01   1.42553100e-01   
301   1.45444200e-06   7.44225300e-01   1.12697300e+00   3.61477100e-01   3.82748200e-01   1.46496200e-01   
302   1.45471500e-06   7.33714800e-01   1.12218700e+00   3.45242900e-01   3.88471900e-01   1.50910400e-01   
303   1.45498800e-06   7.22670900e-01   1.11739500e+00   3.27946500e-01   3.94724400e-01   1.55807300e-01   
304   1.45553300e-06   6.99292800e-01   1.10757300e+00   2.91012700e-01   4.08280100e-01   1.66692700e-01   
305   1.45607800e-06   6.75058300e-01   1.09706600e+00   2.53050700e-01   4.22007500e-01   1.78090400e-01   
306   1.45656800e-06   6.54003700e-01   1.08646700e+00   2.21540000e-01   4.32463600e-01   1.87024800e-01   
307   1.45700500e-06   6.36551100e-01   1.07548800e+00   1.97614100e-01   4.38937000e-01   1.92665700e-01   
308   1.45739600e-06   6.21288400e-01   1.06457600e+00   1.78001000e-01   4.43287400e-01   1.96503700e-01   
309   1.45778700e-06   6.06768100e-01   1.05291200e+00   1.60624600e-01   4.46143500e-01   1.99044000e-01   
310   1.45813800e-06   5.94312300e-01   1.04163600e+00   1.46988300e-01   4.47324100e-01   2.00098800e-01   
311   1.45849000e-06   5.81474100e-01   1.02966100e+00   1.33287300e-01   4.48186700e-01   2.00871400e-01   
312   1.45884100e-06   5.68093700e-01   1.01712300e+00   1.19064600e-01   4.49029100e-01   2.01627100e-01   
313   1.45919300e-06   5.54344100e-01   1.00423700e+00   1.04451100e-01   4.49893000e-01   2.02403700e-01   
314   1.45954500e-06   5.40705500e-01   9.91146300e-01   9.02646400e-02   4.50440800e-01   2.02897000e-01   
315   1.45989600e-06   5.27215300e-01   9.77790300e-01   7.66402500e-02   4.50575000e-01   2.03017900e-01   
316   1.46024800e-06   5.14072700e-01   9.64208300e-01   6.39370600e-02   4.50135600e-01   2.02622100e-01   
317   1.46060000e-06   5.01468900e-01   9.50473800e-01   5.24639400e-02   4.49004900e-01   2.01605400e-01   
318   1.46095100e-06   4.88766400e-01   9.36523900e-01   4.10088400e-02   4.47757500e-01   2.00486800e-01   
319   1.46130300e-06   4.75839600e-01   9.22444500e-01   2.92347400e-02   4.46604900e-01   1.99455900e-01   
320   1.46165400e-06   4.63090300e-01   9.08312200e-01   1.78683200e-02   4.45221900e-01   1.98222600e-01   
321   1.46200600e-06   4.50321600e-01   8.93971400e-01   6.67183300e-03   4.43649800e-01   1.96825100e-01   
322   1.46235800e-06   4.37212200e-01   8.79318200e-01   -4.89381600e-03   4.42106000e-01   1.95457700e-01   
323   1.46270900e-06   4.24027300e-01   8.64400700e-01   -1.63460100e-02   4.40373300e-01   1.93928700e-01   
324   1.46306100e-06   4.10882000e-01   8.49214700e-01   -2.74507000e-02   4.38332700e-01   1.92135600e-01   
325   1.46341200e-06   3.97783700e-01   8.33743700e-01   -3.81763400e-02   4.35960000e-01   1.90061100e-01   
326   1.46376400e-06   3.85284400e-01   8.18025100e-01   -4.74563800e-02   4.32740700e-01   1.87264600e-01   
327   1.46411600e-06   3.73406800e-01   8.01949000e-01   -5.51354400e-02   4.28542200e-01   1.83648400e-01   
328   1.46446700e-06   3.61683200e-01   7.85383800e-01   -6.20174400e-02   4.23700600e-01   1.79522200e-01   
329   1.46481900e-06   3.50106400e-01   7.68503400e-01   -6.82905600e-02   4.18397000e-01   1.75056000e-01   
330   1.46517100e-06   3.38629000e-01   7.51441800e-01   -7.41838400e-02   4.12812800e-01   1.70414400e-01   
331   1.46552200e-06   3.27095400e-01   7.34273900e-01   -8.00831100e-02   4.07178500e-01   1.65794300e-01   
332   1.46587400e-06   3.15748200e-01   7.17264200e-01   -8.57676900e-02   4.01515900e-01   1.61215000e-01   
333   1.46622500e-06   3.05152400e-01   7.00706100e-01   -9.04013600e-02   3.95553700e-01   1.56462800e-01   
334   1.46657700e-06   2.95130800e-01   6.84359300e-01   -9.40976300e-02   3.89228500e-01   1.51498800e-01   
335   1.46692900e-06   2.84830300e-01   6.67629900e-01   -9.79692100e-02   3.82799600e-01   1.46535500e-01   
336   1.46728000e-06   2.73946900e-01   6.50321300e-01   -1.02427500e-01   3.76374400e-01   1.41657700e-01   
337   1.46763200e-06   2.62748700e-01   6.32597000e-01   -1.07099700e-01   3.69848300e-01   1.36787800e-01   
338   1.46798300e-06   2.51592100e-01   6.14562100e-01   -1.11378000e-01   3.62970100e-01   1.31747300e-01   
339   1.46833500e-06   2.40366700e-01   5.96099300e-01   -1.15365900e-01   3.55732600e-01   1.26545700e-01   
340   1.46868700e-06   2.28881500e-01   5.77237600e-01   -1.19474600e-01   3.48356100e-01   1.21352000e-01   
341   1.46903800e-06   2.17421600e-01   5.58354700e-01   -1.23511400e-01   3.40933100e-01   1.16235400e-01   
342   1.46939000e-06   2.06121300e-01   5.39402900e-01   -1.27160200e-01   3.33281500e-01   1.11076600e-01   
343   1.46974200e-06   1.94847200e-01   5.19927000e-01   -1.30232600e-01   3.25079800e-01   1.05676900e-01   
344   1.47009300e-06   1.83503700e-01   4.99738800e-01   -1.32731500e-01   3.16235100e-01   1.00004700e-01   
345   1.47044500e-06   1.72018000e-01   4.78901500e-01   -1.34865600e-01   3.06883500e-01   9.41775000e-02   
346   1.47079600e-06   1.60431200e-01   4.57575500e-01   -1.36713200e-01   2.97144400e-01   8.82947700e-02   
347   1.47114800e-06   1.49297000e-01   4.36309400e-01   -1.37715400e-01   2.87012400e-01   8.23761300e-02   
348   1.47150000e-06   1.39440900e-01   4.15701300e-01   -1.36819500e-01   2.76260400e-01   7.63198000e-02   
349   1.47185100e-06   1.30971400e-01   3.95695700e-01   -1.33752900e-01   2.64724300e-01   7.00789700e-02   
350   1.47220300e-06   1.23080300e-01   3.75518300e-01   -1.29357800e-01   2.52438100e-01   6.37249700e-02   
351   1.47255400e-06   1.14942600e-01   3.54437300e-01   -1.24552000e-01   2.39494700e-01   5.73576900e-02   
352   1.47290600e-06   1.06372600e-01   3.32294000e-01   -1.19548900e-01   2.25921400e-01   5.10405000e-02   
353   1.47360900e-06   8.80606700e-02   2.85109600e-01   -1.08988300e-01   1.97049000e-01   3.88283000e-02   
354   1.47431300e-06   6.90485600e-02   2.35185500e-01   -9.70884300e-02   1.66137000e-01   2.76015000e-02   
355   1.47494500e-06   5.18499900e-02   1.88619600e-01   -8.49195700e-02   1.36769600e-01   1.87059100e-02   
356   1.47557800e-06   3.56478800e-02   1.41999500e-01   -7.07036900e-02   1.06351600e-01   1.13106600e-02   
357   1.47613200e-06   2.39310100e-02   1.04853400e-01   -5.69913400e-02   8.09223500e-02   6.54842600e-03   
358   1.47663000e-06   1.61726900e-02   7.71744200e-02   -4.48290400e-02   6.10017300e-02   3.72121100e-03   
359   1.47707800e-06   1.08407100e-02   5.55707000e-02   -3.38892900e-02   4.47300000e-02   2.00077300e-03   
360   1.47752600e-06   6.24822900e-03   3.56681100e-02   -2.31716500e-02   2.94198800e-02   8.65529400e-04   
361   1.47797500e-06   2.80588400e-03   1.96545900e-02   -1.40428200e-02   1.68487000e-02   2.83878800e-04   
362   1.47842300e-06   1.02567800e-03   1.02035800e-02   -8.15222600e-03   9.17790400e-03   8.42339200e-05   
363   1.47887100e-06   5.04915000e-04   4.78552100e-03   -3.77569100e-03   4.28060600e-03   1.83235900e-05   
364   1.47931900e-06   3.48798500e-04   1.39683800e-03   -6.99240600e-04   1.04803900e-03   1.09838600e-06   
365   1.47976800e-06   2.75880100e-04   5.72705100e-04   -2.09448600e-05   2.96825000e-04   8.81050700e-08   
366   1.48021600e-06   2.62013500e-04   5.67938700e-04   -4.39116100e-05   3.05925200e-04   9.35902000e-08   
367   1.48111200e-06   2.25456800e-04   4.67602200e-04   -1.66885500e-05   2.42145400e-04   5.86343900e-08   
368   1.48200900e-06   1.97921100e-04   4.06348600e-04   -1.05064000e-05   2.08427500e-04   4.34420300e-08   
369   1.48380200e-06   1.54071900e-04   2.99653100e-04   8.49068300e-06   1.45581200e-04   2.11938900e-08   
370   1.48738800e-06   1.01950100e-04   1.82410400e-04   2.14898400e-05   8.04602900e-05   6.47385800e-09   
371   1.49456000e-06   5.70293400e-05   8.65778200e-05   2.74808500e-05   2.95484900e-05   8.73113200e-10   
372   1.50000000e-06   4.27855800e-05   5.97095600e-05   2.58615900e-05   1.69239900e-05   2.86421300e-10   
End of Xyce(TM) Simulation
