Index    TIME    v(5)quad_pce_mean    v(5)quad_pce_meanPlus    v(5)quad_pce_meanMinus    v(5)quad_pce_stddev    v(5)quad_pce_variance    v(2)quad_pce_mean    v(2)quad_pce_meanPlus    v(2)quad_pce_meanMinus    v(2)quad_pce_stddev    v(2)quad_pce_variance    
121   2.09592600e-08   2.00282800e+00   2.06384400e+00   1.94181100e+00   6.10166800e-02   3.72303500e-03   3.07278300e+00   3.11185900e+00   3.03370600e+00   3.90761000e-02   1.52694200e-03   
122   2.10000000e-08   2.00799900e+00   2.07333800e+00   1.94266000e+00   6.53386100e-02   4.26913400e-03   3.06513000e+00   3.10221100e+00   3.02805000e+00   3.70804300e-02   1.37495800e-03   
123   2.10046100e-08   2.00792700e+00   2.07368800e+00   1.94216600e+00   6.57609700e-02   4.32450600e-03   3.06378200e+00   3.10063300e+00   3.02693000e+00   3.68514400e-02   1.35802800e-03   
124   2.10092300e-08   2.00752800e+00   2.07364800e+00   1.94140800e+00   6.61198600e-02   4.37183500e-03   3.06228800e+00   3.09890700e+00   3.02567000e+00   3.66183600e-02   1.34090400e-03   
125   2.10184500e-08   2.00677200e+00   2.07348000e+00   1.94006400e+00   6.67080700e-02   4.44996600e-03   3.05907200e+00   3.09521300e+00   3.02293000e+00   3.61416700e-02   1.30622100e-03   
126   2.10369100e-08   2.00892800e+00   2.07599300e+00   1.94186300e+00   6.70652800e-02   4.49775200e-03   3.05184700e+00   3.08695700e+00   3.01673700e+00   3.51100500e-02   1.23271600e-03   
127   2.10553600e-08   2.01377900e+00   2.08025500e+00   1.94730200e+00   6.64765100e-02   4.41912700e-03   3.04398500e+00   3.07800500e+00   3.00996400e+00   3.40208100e-02   1.15741500e-03   
128   2.10738100e-08   2.01425400e+00   2.08028100e+00   1.94822600e+00   6.60277000e-02   4.35965700e-03   3.03502700e+00   3.06796800e+00   3.00208500e+00   3.29416900e-02   1.08515500e-03   
129   2.10922600e-08   2.01131200e+00   2.07717700e+00   1.94544700e+00   6.58652900e-02   4.33823700e-03   3.02476100e+00   3.05662400e+00   2.99289700e+00   3.18635700e-02   1.01528700e-03   
130   2.11291700e-08   2.00350800e+00   2.06883500e+00   1.93818100e+00   6.53270400e-02   4.26762200e-03   3.00189100e+00   3.03154900e+00   2.97223400e+00   2.96573600e-02   8.79559200e-04   
131   2.11660800e-08   1.99535200e+00   2.05996100e+00   1.93074300e+00   6.46086100e-02   4.17427200e-03   2.97700500e+00   3.00442900e+00   2.94958100e+00   2.74237500e-02   7.52061900e-04   
132   2.12029800e-08   1.98852700e+00   2.05220900e+00   1.92484600e+00   6.36811300e-02   4.05528700e-03   2.95107100e+00   2.97634400e+00   2.92579800e+00   2.52729000e-02   6.38719700e-04   
133   2.12767900e-08   1.97860800e+00   2.04166200e+00   1.91555300e+00   6.30548400e-02   3.97591300e-03   2.89822300e+00   2.92050900e+00   2.87593600e+00   2.22864000e-02   4.96683700e-04   
134   2.13506100e-08   1.97378600e+00   2.03629900e+00   1.91127400e+00   6.25126600e-02   3.90783300e-03   2.84563400e+00   2.86851100e+00   2.82275700e+00   2.28769100e-02   5.23353200e-04   
135   2.14244200e-08   1.97335200e+00   2.03357100e+00   1.91313300e+00   6.02192100e-02   3.62635300e-03   2.79466000e+00   2.82203500e+00   2.76728400e+00   2.73755900e-02   7.49422900e-04   
136   2.14982300e-08   1.97653000e+00   2.03322000e+00   1.91984000e+00   5.66901900e-02   3.21377700e-03   2.74593400e+00   2.78029100e+00   2.71157700e+00   3.43569500e-02   1.18040000e-03   
137   2.15720400e-08   1.98248000e+00   2.03554800e+00   1.92941200e+00   5.30681200e-02   2.81622600e-03   2.69994300e+00   2.74103100e+00   2.65885600e+00   4.10872800e-02   1.68816400e-03   
138   2.16458500e-08   1.99077300e+00   2.04065900e+00   1.94088700e+00   4.98860700e-02   2.48862000e-03   2.65730200e+00   2.70107400e+00   2.61353000e+00   4.37719600e-02   1.91598400e-03   
139   2.17196600e-08   2.00074400e+00   2.04951000e+00   1.95197800e+00   4.87660700e-02   2.37813000e-03   2.61910000e+00   2.65657000e+00   2.58163100e+00   3.74692000e-02   1.40394100e-03   
140   2.17934800e-08   2.01225500e+00   2.06307400e+00   1.96143600e+00   5.08193000e-02   2.58260100e-03   2.58539400e+00   2.61485700e+00   2.55593100e+00   2.94627700e-02   8.68055000e-04   
141   2.18672900e-08   2.02495400e+00   2.08048200e+00   1.96942500e+00   5.55283500e-02   3.08339700e-03   2.55642300e+00   2.58196800e+00   2.53087800e+00   2.55453100e-02   6.52562800e-04   
142   2.19411000e-08   2.03881100e+00   2.10031500e+00   1.97730600e+00   6.15045400e-02   3.78280900e-03   2.53254300e+00   2.55476200e+00   2.51032500e+00   2.22185500e-02   4.93663900e-04   
143   2.20149100e-08   2.05342400e+00   2.12163500e+00   1.98521300e+00   6.82112700e-02   4.65277700e-03   2.51297900e+00   2.53260400e+00   2.49335400e+00   1.96252800e-02   3.85151600e-04   
144   2.21625300e-08   2.08463800e+00   2.16622600e+00   2.00305100e+00   8.15875000e-02   6.65652000e-03   2.48299100e+00   2.49885000e+00   2.46713200e+00   1.58592900e-02   2.51517000e-04   
145   2.23101600e-08   2.11810500e+00   2.21173100e+00   2.02448000e+00   9.36255700e-02   8.76574700e-03   2.46082100e+00   2.47444700e+00   2.44719400e+00   1.36266000e-02   1.85684200e-04   
146   2.24577800e-08   2.15397400e+00   2.25810900e+00   2.04984000e+00   1.04134500e-01   1.08439900e-02   2.44261000e+00   2.45508300e+00   2.43013600e+00   1.24737900e-02   1.55595400e-04   
147   2.27530300e-08   2.23304000e+00   2.35675500e+00   2.10932400e+00   1.23715600e-01   1.53055500e-02   2.40924000e+00   2.42306900e+00   2.39541000e+00   1.38296500e-02   1.91259200e-04   
148   2.30482800e-08   2.31748700e+00   2.45811400e+00   2.17686000e+00   1.40627000e-01   1.97759600e-02   2.36333000e+00   2.38994900e+00   2.33671100e+00   2.66191500e-02   7.08579100e-04   
149   2.33435200e-08   2.39514800e+00   2.54796200e+00   2.24233400e+00   1.52813900e-01   2.33520800e-02   2.29411600e+00   2.32917100e+00   2.25906200e+00   3.50544100e-02   1.22881200e-03   
150   2.36387700e-08   2.46189500e+00   2.62319000e+00   2.30059900e+00   1.61295200e-01   2.60161300e-02   2.24342200e+00   2.27559700e+00   2.21124600e+00   3.21754200e-02   1.03525800e-03   
151   2.39340200e-08   2.51963300e+00   2.68824300e+00   2.35102200e+00   1.68610600e-01   2.84295500e-02   2.20808900e+00   2.24005500e+00   2.17612400e+00   3.19656500e-02   1.02180300e-03   
152   2.42292600e-08   2.57019200e+00   2.74563200e+00   2.39475200e+00   1.75439900e-01   3.07791700e-02   2.18145800e+00   2.21207700e+00   2.15083900e+00   3.06191600e-02   9.37532700e-04   
153   2.45245100e-08   2.61472600e+00   2.79669300e+00   2.43275900e+00   1.81966600e-01   3.31118500e-02   2.16007200e+00   2.18946000e+00   2.13068400e+00   2.93879500e-02   8.63651600e-04   
154   2.51150000e-08   2.68745400e+00   2.88061700e+00   2.49429100e+00   1.93163300e-01   3.73120700e-02   2.12529900e+00   2.15178000e+00   2.09881800e+00   2.64809900e-02   7.01242900e-04   
155   2.57055000e-08   2.74258500e+00   2.94432400e+00   2.54084500e+00   2.01739700e-01   4.06988900e-02   2.09859300e+00   2.12226200e+00   2.07492400e+00   2.36690100e-02   5.60222300e-04   
156   2.62959900e-08   2.78457200e+00   2.98916400e+00   2.57998000e+00   2.04592000e-01   4.18578900e-02   2.07507000e+00   2.09913500e+00   2.05100400e+00   2.40655700e-02   5.79151600e-04   
157   2.68864900e-08   2.81732300e+00   3.01761200e+00   2.61703300e+00   2.00289500e-01   4.01159000e-02   2.05417800e+00   2.10491300e+00   2.00344300e+00   5.07351700e-02   2.57405700e-03   
158   2.74769800e-08   2.84265800e+00   3.03662000e+00   2.64869700e+00   1.93961600e-01   3.76211000e-02   2.03872800e+00   2.10109100e+00   1.97636600e+00   6.23625700e-02   3.88909100e-03   
159   2.80674700e-08   2.86243900e+00   3.05002100e+00   2.67485700e+00   1.87582000e-01   3.51869900e-02   2.02805200e+00   2.08899000e+00   1.96711500e+00   6.09374200e-02   3.71336900e-03   
160   2.86579700e-08   2.87788600e+00   3.05976200e+00   2.69601000e+00   1.81876100e-01   3.30789000e-02   2.01887100e+00   2.07797600e+00   1.95976500e+00   5.91058500e-02   3.49350100e-03   
161   2.92484600e-08   2.89010900e+00   3.06766000e+00   2.71255900e+00   1.77550700e-01   3.15242700e-02   2.01173800e+00   2.06999200e+00   1.95348500e+00   5.82534900e-02   3.39346900e-03   
162   2.98389500e-08   2.89987700e+00   3.07382400e+00   2.72593000e+00   1.73947100e-01   3.02575900e-02   2.00530500e+00   2.06281900e+00   1.94779000e+00   5.75143700e-02   3.30790200e-03   
163   3.10000000e-08   2.91426900e+00   3.08300800e+00   2.74553000e+00   1.68739300e-01   2.84729500e-02   1.99640200e+00   2.05299700e+00   1.93980600e+00   5.65957300e-02   3.20307600e-03   
164   3.10269100e-08   2.90043300e+00   3.06811000e+00   2.73275700e+00   1.67676900e-01   2.81155300e-02   1.99281900e+00   2.04978900e+00   1.93585000e+00   5.69697700e-02   3.24555400e-03   
165   3.10511300e-08   2.88179800e+00   3.04806100e+00   2.71553400e+00   1.66263700e-01   2.76436200e-02   1.98812800e+00   2.04586200e+00   1.93039400e+00   5.77340600e-02   3.33322200e-03   
166   3.10753500e-08   2.86066300e+00   3.02530400e+00   2.69602200e+00   1.64641400e-01   2.71067800e-02   1.98294400e+00   2.04166500e+00   1.92422400e+00   5.87205400e-02   3.44810100e-03   
167   3.11237800e-08   2.80849600e+00   2.96898800e+00   2.64800500e+00   1.60491300e-01   2.57574700e-02   1.97157600e+00   2.03359200e+00   1.90956000e+00   6.20159400e-02   3.84597700e-03   
168   3.11722200e-08   2.74847900e+00   2.90394700e+00   2.59301200e+00   1.55467400e-01   2.41701200e-02   1.96158200e+00   2.02853300e+00   1.89463200e+00   6.69501500e-02   4.48232300e-03   
169   3.12206600e-08   2.68911900e+00   2.83936900e+00   2.53886900e+00   1.50250300e-01   2.25751700e-02   1.95496300e+00   2.02805400e+00   1.88187300e+00   7.30902200e-02   5.34218100e-03   
170   3.12690900e-08   2.67467800e+00   2.82431000e+00   2.52504700e+00   1.49631500e-01   2.23895900e-02   1.95140700e+00   2.03130000e+00   1.87151500e+00   7.98924200e-02   6.38279900e-03   
171   3.13086300e-08   2.68315400e+00   2.83437500e+00   2.53193300e+00   1.51221200e-01   2.28678500e-02   1.95060900e+00   2.03636100e+00   1.86485600e+00   8.57528300e-02   7.35354800e-03   
172   3.13481600e-08   2.68824500e+00   2.84060300e+00   2.53588800e+00   1.52357800e-01   2.32128900e-02   1.95050500e+00   2.04219900e+00   1.85881100e+00   9.16941600e-02   8.40781800e-03   
173   3.13877000e-08   2.69658000e+00   2.85036300e+00   2.54279700e+00   1.53783400e-01   2.36493300e-02   1.94903900e+00   2.04655100e+00   1.85152600e+00   9.75123700e-02   9.50866300e-03   
174   3.14272300e-08   2.70509500e+00   2.86025900e+00   2.54993100e+00   1.55163600e-01   2.40757600e-02   1.94599000e+00   2.04918200e+00   1.84279700e+00   1.03192400e-01   1.06486700e-02   
175   3.15063000e-08   2.72657000e+00   2.88480000e+00   2.56833900e+00   1.58230300e-01   2.50368400e-02   1.93551400e+00   2.04971900e+00   1.82130900e+00   1.14205300e-01   1.30428400e-02   
176   3.15853700e-08   2.74909400e+00   2.90996700e+00   2.58822100e+00   1.60873100e-01   2.58801400e-02   1.92023200e+00   2.04564900e+00   1.79481500e+00   1.25417100e-01   1.57294400e-02   
177   3.16644400e-08   2.77348400e+00   2.93122600e+00   2.61574300e+00   1.57741600e-01   2.48824100e-02   1.90055600e+00   2.04598600e+00   1.75512600e+00   1.45429600e-01   2.11497700e-02   
178   3.17330000e-08   2.79241400e+00   2.95766600e+00   2.62716200e+00   1.65251900e-01   2.73081800e-02   1.88156300e+00   2.04449100e+00   1.71863400e+00   1.62928200e-01   2.65456000e-02   
179   3.17935900e-08   2.80940700e+00   2.97789700e+00   2.64091600e+00   1.68490400e-01   2.83890100e-02   1.86430600e+00   2.03828300e+00   1.69032900e+00   1.73976900e-01   3.02679800e-02   
180   3.18541700e-08   2.82488200e+00   2.99717000e+00   2.65259400e+00   1.72287800e-01   2.96830800e-02   1.84658300e+00   2.03110300e+00   1.66206200e+00   1.84520900e-01   3.40479700e-02   
181   3.19147600e-08   2.83948100e+00   3.01894500e+00   2.66001600e+00   1.79464600e-01   3.22075300e-02   1.82884400e+00   2.02211600e+00   1.63557300e+00   1.93271500e-01   3.73538700e-02   
182   3.19753400e-08   2.85245700e+00   3.03996000e+00   2.66495500e+00   1.87502200e-01   3.51570800e-02   1.81128000e+00   2.01194600e+00   1.61061400e+00   2.00666300e-01   4.02669800e-02   
183   3.20000000e-08   2.85756000e+00   3.04921500e+00   2.66590500e+00   1.91654900e-01   3.67315900e-02   1.80423400e+00   2.00752100e+00   1.60094800e+00   2.03286600e-01   4.13254600e-02   
184   3.20060600e-08   2.85947500e+00   3.05185300e+00   2.66709600e+00   1.92378600e-01   3.70095200e-02   1.80267800e+00   2.00654900e+00   1.59880600e+00   2.03871800e-01   4.15636900e-02   
185   3.20121200e-08   2.86180700e+00   3.05510100e+00   2.66851400e+00   1.93293300e-01   3.73622900e-02   1.80129100e+00   2.00572400e+00   1.59685900e+00   2.04433000e-01   4.17928400e-02   
186   3.20242300e-08   2.86670300e+00   3.06188700e+00   2.67151900e+00   1.95184000e-01   3.80968100e-02   1.79878300e+00   2.00426200e+00   1.59330400e+00   2.05479200e-01   4.22217000e-02   
187   3.20484700e-08   2.87590000e+00   3.07461200e+00   2.67718900e+00   1.98711400e-01   3.94862100e-02   1.79464800e+00   2.00177500e+00   1.58752100e+00   2.07127000e-01   4.29016000e-02   
188   3.20969400e-08   2.89109900e+00   3.09540300e+00   2.68679500e+00   2.04304000e-01   4.17401000e-02   1.78739100e+00   1.99646800e+00   1.57831300e+00   2.09077300e-01   4.37133000e-02   
189   3.21454000e-08   2.90442300e+00   3.11263200e+00   2.69621400e+00   2.08208600e-01   4.33508000e-02   1.78083600e+00   1.99009900e+00   1.57157200e+00   2.09263500e-01   4.37912000e-02   
190   3.21938700e-08   2.91616500e+00   3.12603600e+00   2.70629300e+00   2.09871600e-01   4.40460700e-02   1.77513000e+00   1.98177800e+00   1.56848200e+00   2.06648200e-01   4.27034600e-02   
191   3.22423400e-08   2.92656400e+00   3.13524100e+00   2.71788700e+00   2.08677100e-01   4.35461200e-02   1.77038900e+00   1.97172800e+00   1.56905000e+00   2.01339000e-01   4.05374100e-02   
192   3.22908100e-08   2.93570500e+00   3.14108800e+00   2.73032200e+00   2.05382900e-01   4.21821400e-02   1.76651100e+00   1.96174300e+00   1.57128000e+00   1.95231800e-01   3.81154400e-02   
193   3.23392800e-08   2.94361500e+00   3.14491900e+00   2.74231100e+00   2.01304100e-01   4.05233400e-02   1.76334800e+00   1.95302800e+00   1.57366900e+00   1.89679700e-01   3.59783900e-02   
194   3.23877400e-08   2.95039500e+00   3.14762200e+00   2.75316800e+00   1.97227000e-01   3.88984900e-02   1.76085100e+00   1.94579600e+00   1.57590700e+00   1.84944700e-01   3.42045600e-02   
195   3.24362100e-08   2.95616700e+00   3.14951700e+00   2.76281800e+00   1.93349700e-01   3.73841100e-02   1.75896500e+00   1.93981300e+00   1.57811800e+00   1.80847500e-01   3.27058400e-02   
196   3.25331500e-08   2.96530800e+00   3.15149100e+00   2.77912400e+00   1.86183600e-01   3.46643300e-02   1.75677400e+00   1.93094400e+00   1.58260400e+00   1.74169800e-01   3.03351400e-02   
197   3.26300800e-08   2.97189800e+00   3.15165800e+00   2.79213700e+00   1.79760300e-01   3.23137700e-02   1.75630600e+00   1.92540200e+00   1.58721100e+00   1.69095600e-01   2.85933200e-02   
198   3.28239600e-08   2.98010300e+00   3.14869200e+00   2.81151300e+00   1.68589400e-01   2.84224000e-02   1.75890200e+00   1.92108200e+00   1.59672300e+00   1.62179200e-01   2.63020900e-02   
199   3.30178300e-08   2.98376300e+00   3.14352800e+00   2.82399700e+00   1.59765800e-01   2.55251000e-02   1.76483300e+00   1.92329500e+00   1.60637000e+00   1.58462700e-01   2.51104100e-02   
200   3.32117000e-08   2.98455100e+00   3.13756300e+00   2.83153900e+00   1.53012000e-01   2.34126700e-02   1.77309300e+00   1.92995600e+00   1.61623000e+00   1.56862700e-01   2.46059000e-02   
201   3.35994400e-08   2.98132100e+00   3.12514000e+00   2.83750200e+00   1.43819000e-01   2.06839100e-02   1.79483700e+00   1.94998900e+00   1.63968500e+00   1.55151800e-01   2.40721000e-02   
202   3.39871900e-08   2.97499900e+00   3.11485200e+00   2.83514500e+00   1.39853300e-01   1.95589600e-02   1.82118100e+00   1.97316400e+00   1.66919900e+00   1.51982600e-01   2.30987000e-02   
203   3.43749300e-08   2.96903300e+00   3.11103700e+00   2.82703000e+00   1.42003800e-01   2.01650800e-02   1.84820600e+00   1.99346600e+00   1.70294600e+00   1.45259900e-01   2.11004300e-02   
204   3.47626800e-08   2.96525000e+00   3.10882000e+00   2.82168000e+00   1.43569700e-01   2.06122600e-02   1.87277600e+00   2.00849700e+00   1.73705500e+00   1.35721200e-01   1.84202300e-02   
205   3.51504200e-08   2.96341500e+00   3.10660900e+00   2.82022100e+00   1.43193700e-01   2.05044200e-02   1.89361000e+00   2.01916500e+00   1.76805400e+00   1.25555500e-01   1.57641700e-02   
206   3.55381600e-08   2.96257300e+00   3.10462500e+00   2.82052000e+00   1.42052500e-01   2.01789100e-02   1.91058900e+00   2.02678700e+00   1.79439200e+00   1.16197600e-01   1.35018900e-02   
207   3.63136500e-08   2.96172300e+00   3.10053700e+00   2.82290900e+00   1.38814100e-01   1.92693600e-02   1.93531000e+00   2.03651900e+00   1.83410200e+00   1.01208800e-01   1.02432300e-02   
208   3.70891400e-08   2.96090300e+00   3.09598200e+00   2.82582300e+00   1.35079100e-01   1.82463700e-02   1.95089200e+00   2.04129100e+00   1.86049200e+00   9.03997800e-02   8.17212100e-03   
209   3.78646300e-08   2.95995200e+00   3.09103500e+00   2.82886800e+00   1.31083800e-01   1.71829700e-02   1.96070400e+00   2.04333600e+00   1.87807300e+00   8.26311600e-02   6.82790800e-03   
210   3.94156000e-08   2.95836500e+00   3.08122800e+00   2.83550200e+00   1.22862700e-01   1.50952400e-02   1.97146700e+00   2.04370100e+00   1.89923200e+00   7.22341300e-02   5.21777000e-03   
211   4.00000000e-08   2.95796200e+00   3.07757100e+00   2.83835200e+00   1.19609600e-01   1.43064600e-02   1.97359500e+00   2.04308700e+00   1.90410400e+00   6.94914800e-02   4.82906600e-03   
End of Xyce(TM) Simulation
