Index        TIME                V(1)                I(V1)       
39       2.0676142055e-08    9.6332249917e+00   -9.6332249917e-01
40       2.1193935267e-08    9.7154154243e+00   -9.7154154243e-01
41       2.1711728479e-08    9.7873234329e+00   -9.7873234329e-01
42       2.2229521690e-08    9.8488729128e+00   -9.8488729128e-01
43       2.2747314902e-08    9.8999987223e+00   -9.8999987223e-01
44       2.3265108114e-08    9.9406467518e+00   -9.9406467518e-01
45       2.3782901326e-08    9.9707739811e+00   -9.9707739811e-01
46       2.4300694538e-08    9.9903485246e+00   -9.9903485246e-01
47       2.4818487750e-08    9.9993496653e+00   -9.9993496653e-01
48       2.5336280962e-08    9.9977678769e+00   -9.9977678769e-01
49       2.5854074174e-08    9.9856048333e+00   -9.9856048333e-01
50       2.6371867386e-08    9.9628734076e+00   -9.9628734076e-01
51       2.6889660598e-08    9.9295976578e+00   -9.9295976578e-01
52       2.7407453810e-08    9.8858128016e+00   -9.8858128016e-01
53       2.7925247022e-08    9.8315651793e+00   -9.8315651793e-01
54       2.8960833446e-08    9.6919223034e+00   -9.6919223034e-01
55       2.9996419870e-08    9.5112600443e+00   -9.5112600443e-01
56       3.1032006294e-08    9.2903430239e+00   -9.2903430239e-01
57       3.2067592718e-08    9.0301062351e+00   -9.0301062351e-01
58       3.3103179142e-08    8.7316510851e+00   -8.7316510851e-01
59       3.4138765566e-08    8.3962407337e+00   -8.3962407337e-01
60       3.5174351990e-08    8.0252947470e+00   -8.0252947470e-01
61       3.6209938413e-08    7.6203830898e+00   -7.6203830898e-01
62       3.7245524837e-08    7.1832194805e+00   -7.1832194805e-01
63       3.8281111261e-08    6.7156541385e+00   -6.7156541385e-01
64       3.9316697685e-08    6.2196659530e+00   -6.2196659530e-01
65       4.0352284109e-08    5.6973541082e+00   -5.6973541082e-01
66       4.1387870533e-08    5.1509291986e+00   -5.1509291986e-01
67       4.2423456957e-08    4.5827038730e+00   -4.5827038730e-01
68       4.3459043381e-08    3.9950830466e+00   -3.9950830466e-01
69       4.4494629805e-08    3.3905537230e+00   -3.3905537230e-01
70       4.5530216229e-08    2.7716744677e+00   -2.7716744677e-01
71       4.6565802653e-08    2.1410645801e+00   -2.1410645801e-01
72       4.7601389077e-08    1.5013930074e+00   -1.5013930074e-01
73       4.8636975501e-08    8.5536704878e-01   -8.5536704878e-02
74       4.9672561925e-08    2.0572089717e-01   -2.0572089717e-02
75       5.0289297884e-08   -1.8176121207e-01    1.8176121207e-02
76       5.0826346501e-08   -5.1897557218e-01    5.1897557218e-02
77       5.1363395118e-08   -8.5559906133e-01    8.5559906133e-02
78       5.1900443734e-08   -1.1912484225e+00    1.1912484225e-01
79       5.2437492351e-08   -1.5255415076e+00    1.5255415076e-01
80       5.2974540967e-08   -1.8580977130e+00    1.8580977130e-01
81       5.3511589584e-08   -2.1885384123e+00    2.1885384123e-01
82       5.4048638200e-08   -2.5164873877e+00    2.5164873877e-01
83       5.4585686817e-08   -2.8415712585e+00    2.8415712585e-01
84       5.5122735433e-08   -3.1634199059e+00    3.1634199059e-01
85       5.5659784050e-08   -3.4816668944e+00    3.4816668944e-01
86       5.6196832667e-08   -3.7959498892e+00    3.7959498892e-01
87       5.6733881283e-08   -4.1059110687e+00    4.1059110687e-01
88       5.7270929900e-08   -4.4111975318e+00    4.4111975318e-01
89       5.7807978516e-08   -4.7114616997e+00    4.7114616997e-01
90       5.8345027133e-08   -5.0063617117e+00    5.0063617117e-01
91       5.8882075749e-08   -5.2955618141e+00    5.2955618141e-01
92       5.9419124366e-08   -5.5787327432e+00    5.5787327432e-01
93       5.9956172983e-08   -5.8555520994e+00    5.8555520994e-01
94       6.0493221599e-08   -6.1257047146e+00    6.1257047146e-01
95       6.1030270216e-08   -6.3888830111e+00    6.3888830111e-01
96       6.1567318832e-08   -6.6447873516e+00    6.6447873516e-01
97       6.2104367449e-08   -6.8931263806e+00    6.8931263806e-01
98       6.2641416065e-08   -7.1336173557e+00    7.1336173557e-01
99       6.3178464682e-08   -7.3659864700e+00    7.3659864700e-01
100      6.3715513299e-08   -7.5899691636e+00    7.5899691636e-01
101      6.4252561915e-08   -7.8053104246e+00    7.8053104246e-01
102      6.4789610532e-08   -8.0117650799e+00    8.0117650799e-01
103      6.5326659148e-08   -8.2090980739e+00    8.2090980739e-01
104      6.5863707765e-08   -8.3970847366e+00    8.3970847366e-01
105      6.6400756381e-08   -8.5755110388e+00    8.5755110388e-01
106      6.6937804998e-08   -8.7441738363e+00    8.7441738363e-01
107      6.7474853614e-08   -8.9028811008e+00    8.9028811008e-01
108      6.8011902231e-08   -9.0514521388e+00    9.0514521388e-01
109      6.8548950848e-08   -9.1897177972e+00    9.1897177972e-01
110      6.9085999464e-08   -9.3175206561e+00    9.3175206561e-01
111      6.9623048081e-08   -9.4347152076e+00    9.4347152076e-01
112      7.0160096697e-08   -9.5411680217e+00    9.5411680217e-01
113      7.0697145314e-08   -9.6367578985e+00    9.6367578985e-01
114      7.1234193930e-08   -9.7213760057e+00    9.7213760057e-01
115      7.1771242547e-08   -9.7949260027e+00    9.7949260027e-01
116      7.2308291164e-08   -9.8573241504e+00    9.8573241504e-01
117      7.2845339780e-08   -9.9084994065e+00    9.9084994065e-01
118      7.3382388397e-08   -9.9483935062e+00    9.9483935062e-01
119      7.3919437013e-08   -9.9769610287e+00    9.9769610287e-01
120      7.4456485630e-08   -9.9941694490e+00    9.9941694490e-01
121      7.4993534246e-08   -9.9999991748e+00    9.9999991748e-01
122      7.5530582863e-08   -9.9944435686e+00    9.9944435686e-01
123      7.6067631479e-08   -9.9775089558e+00    9.9775089558e-01
124      7.6604680096e-08   -9.9492146169e+00    9.9492146169e-01
125      7.7141728713e-08   -9.9095927660e+00    9.9095927660e-01
126      7.7678777329e-08   -9.8586885139e+00    9.8586885139e-01
127      7.8215825946e-08   -9.7965598168e+00    9.7965598168e-01
128      7.8752874562e-08   -9.7232774102e+00    9.7232774102e-01
129      7.9289923179e-08   -9.6389247287e+00    9.6389247287e-01
130      7.9826971795e-08   -9.5435978105e+00    9.5435978105e-01
131      8.0364020412e-08   -9.4374051885e+00    9.4374051885e-01
132      8.0901069029e-08   -9.3204677666e+00    9.3204677666e-01
133      8.1438117645e-08   -9.1929186820e+00    9.1929186820e-01
134      8.1975166262e-08   -9.0549031534e+00    9.0549031534e-01
135      8.2512214878e-08   -8.9065783162e+00    8.9065783162e-01
136      8.3049263495e-08   -8.7481130431e+00    8.7481130431e-01
137      8.3586312111e-08   -8.5796877521e+00    8.5796877521e-01
138      8.4123360728e-08   -8.4014942011e+00    8.4014942011e-01
139      8.4660409345e-08   -8.2137352692e+00    8.2137352692e-01
140      8.5197457961e-08   -8.0166247264e+00    8.0166247264e-01
141      8.5734506578e-08   -7.8103869894e+00    7.8103869894e-01
142      8.6271555194e-08   -7.5952568669e+00    7.5952568669e-01
143      8.6808603811e-08   -7.3714792917e+00    7.3714792917e-01
144      8.7345652427e-08   -7.1393090419e+00    7.1393090419e-01
145      8.7882701044e-08   -6.8990104511e+00    6.8990104511e-01
146      8.8419749660e-08   -6.6508571073e+00    6.6508571073e-01
147      8.8956798277e-08   -6.3951315413e+00    6.3951315413e-01
148      8.9493846894e-08   -6.1321249052e+00    6.1321249052e-01
149      9.0030895510e-08   -5.8621366408e+00    5.8621366408e-01
150      9.0567944127e-08   -5.5854741386e+00    5.5854741386e-01
151      9.1104992743e-08   -5.3024523883e+00    5.3024523883e-01
152      9.1642041360e-08   -5.0133936194e+00    5.0133936194e-01
153      9.2179089976e-08   -4.7186269350e+00    4.7186269350e-01
154      9.2716138593e-08   -4.4184879368e+00    4.4184879368e-01
155      9.3253187210e-08   -4.1133183430e+00    4.1133183430e-01
156      9.3790235826e-08   -3.8034655993e+00    3.8034655993e-01
157      9.4327284443e-08   -3.4892824835e+00    3.4892824835e-01
158      9.5401381676e-08   -2.8493604900e+00    2.8493604900e-01
159      9.6475478909e-08   -2.1964658230e+00    2.1964658230e-01
160      9.7549576142e-08   -1.5335710054e+00    1.5335710054e-01
161      9.8623673375e-08   -8.6369408913e-01    8.6369408913e-02
162      9.9697770608e-08   -1.8988491456e-01    1.8988491456e-02
163      1.0027596335e-07    1.7338419749e-01   -1.7338419749e-02
164      1.0078762876e-07    4.9467976842e-01   -4.9467976842e-02
165      1.0129929417e-07    8.1546410668e-01   -8.1546410668e-02
166      1.0181095958e-07    1.1354056939e+00   -1.1354056939e-01
167      1.0232262499e-07    1.4541738827e+00   -1.4541738827e-01
168      1.0283429040e-07    1.7714392382e+00   -1.7714392382e-01
169      1.0334595581e-07    2.0868738789e+00   -2.0868738789e-01
170      1.0385762122e-07    2.4001518150e+00   -2.4001518150e-01
171      1.0436928663e-07    2.7109492858e+00   -2.7109492858e-01
172      1.0488095204e-07    3.0189450940e+00   -3.0189450940e-01
173      1.0539261745e-07    3.3238209375e+00   -3.3238209375e-01
174      1.0590428286e-07    3.6252617390e+00   -3.6252617390e-01
175      1.0641594827e-07    3.9229559708e+00   -3.9229559708e-01
176      1.0692761368e-07    4.2165959772e+00   -4.2165959772e-01
177      1.0743927909e-07    4.5058782926e+00   -4.5058782926e-01
178      1.0795094450e-07    4.7905039547e+00   -4.7905039547e-01
179      1.0846260991e-07    5.0701788137e+00   -5.0701788137e-01
180      1.0897427532e-07    5.3446138363e+00   -5.3446138363e-01
181      1.0948594073e-07    5.6135254045e+00   -5.6135254045e-01
182      1.0999760614e-07    5.8766356084e+00   -5.8766356084e-01
183      1.1050927155e-07    6.1336725335e+00   -6.1336725335e-01
184      1.1102093696e-07    6.3843705421e+00   -6.3843705421e-01
185      1.1153260237e-07    6.6284705474e+00   -6.6284705474e-01
186      1.1204426778e-07    6.8657202812e+00   -6.8657202812e-01
187      1.1255593319e-07    7.0958745551e+00   -7.0958745551e-01
188      1.1306759860e-07    7.3186955133e+00   -7.3186955133e-01
189      1.1357926401e-07    7.5339528790e+00   -7.5339528790e-01
190      1.1409092942e-07    7.7414241918e+00   -7.7414241918e-01
191      1.1460259483e-07    7.9408950381e+00   -7.9408950381e-01
192      1.1511426024e-07    8.1321592724e+00   -8.1321592724e-01
193      1.1562592565e-07    8.3150192302e+00   -8.3150192302e-01
194      1.1613759106e-07    8.4892859330e+00   -8.4892859330e-01
195      1.1664925647e-07    8.6547792827e+00   -8.6547792827e-01
196      1.1716092188e-07    8.8113282481e+00   -8.8113282481e-01
197      1.1818425270e-07    9.0969552879e+00   -9.0969552879e-01
198      1.1920758352e-07    9.3449866188e+00   -9.3449866188e-01
199      1.2023091434e-07    9.5543971820e+00   -9.5543971820e-01
200      1.2125424516e-07    9.7243215299e+00   -9.7243215299e-01
201      1.2227757598e-07    9.8540574027e+00   -9.8540574027e-01
202      1.2330090680e-07    9.9430686305e+00   -9.9430686305e-01
203      1.2432423762e-07    9.9909873498e+00   -9.9909873498e-01
204      1.2534756844e-07    9.9976155229e+00   -9.9976155229e-01
205      1.2637089926e-07    9.9629257571e+00   -9.9629257571e-01
206      1.2739423008e-07    9.8870614176e+00   -9.8870614176e-01
207      1.2841756090e-07    9.7703360349e+00   -9.7703360349e-01
208      1.2944089172e-07    9.6132320092e+00   -9.6132320092e-01
209      1.3046422254e-07    9.4163986169e+00   -9.4163986169e-01
210      1.3148755336e-07    9.1806493268e+00   -9.1806493268e-01
211      1.3251088418e-07    8.9069584389e+00   -8.9069584389e-01
212      1.3353421500e-07    8.5964570572e+00   -8.5964570572e-01
213      1.3455754582e-07    8.2504284153e+00   -8.2504284153e-01
214      1.3558087664e-07    7.8703025733e+00   -7.8703025733e-01
215      1.3660420746e-07    7.4576505074e+00   -7.4576505074e-01
216      1.3762753828e-07    7.0141776175e+00   -7.0141776175e-01
217      1.3865086910e-07    6.5417166793e+00   -6.5417166793e-01
218      1.3967419992e-07    6.0422202695e+00   -6.0422202695e-01
219      1.4069753074e-07    5.5177526966e+00   -5.5177526966e-01
220      1.4172086156e-07    4.9704814693e+00   -4.9704814693e-01
221      1.4274419238e-07    4.4026683389e+00   -4.4026683389e-01
222      1.4376752320e-07    3.8166599517e+00   -3.8166599517e-01
223      1.4479085402e-07    3.2148781511e+00   -3.2148781511e-01
224      1.4581418484e-07    2.5998099685e+00   -2.5998099685e-01
225      1.4683751566e-07    1.9739973450e+00   -1.9739973450e-01
226      1.4786084648e-07    1.3400266261e+00   -1.3400266261e-01
227      1.4888417730e-07    7.0051787273e-01   -7.0051787273e-02
228      1.4990750812e-07    5.8114033602e-02   -5.8114033602e-03
229      1.5003542447e-07   -2.2257835570e-02    2.2257835570e-03
230      1.5016334083e-07   -1.0262826696e-01    1.0262826696e-02
231      1.5029125718e-07   -1.8299206892e-01    1.8299206892e-02
232      1.5054708988e-07   -3.4367902038e-01    3.4367902038e-02
233      1.5105875529e-07   -6.6474502604e-01    6.6474502604e-02
234      1.5157042070e-07   -9.8512404307e-01    9.8512404307e-02
235      1.5208208611e-07   -1.3044849720e+00    1.3044849720e-01
236      1.5259375152e-07   -1.6224977655e+00    1.6224977655e-01
237      1.5310541694e-07   -1.9388337694e+00    1.9388337694e-01
238      1.5361708235e-07   -2.2531660626e+00    2.2531660626e-01
239      1.5412874776e-07   -2.5651697947e+00    2.5651697947e-01
240      1.5464041317e-07   -2.8745225216e+00    2.8745225216e-01
241      1.5515207858e-07   -3.1809045392e+00    3.1809045392e-01
242      1.5566374399e-07   -3.4839992133e+00    3.4839992133e-01
243      1.5617540940e-07   -3.7834933071e+00    3.7834933071e-01
244      1.5668707481e-07   -4.0790773050e+00    4.0790773050e-01
245      1.5719874022e-07   -4.3704457321e+00    4.3704457321e-01
246      1.5771040563e-07   -4.6572974703e+00    4.6572974703e-01
247      1.5822207104e-07   -4.9393360693e+00    4.9393360693e-01
248      1.5873373645e-07   -5.2162700528e+00    5.2162700528e-01
249      1.5924540186e-07   -5.4878132203e+00    5.4878132203e-01
250      1.5975706727e-07   -5.7536849422e+00    5.7536849422e-01
251      1.6026873268e-07   -6.0136104503e+00    6.0136104503e-01
252      1.6078039809e-07   -6.2673211213e+00    6.2673211213e-01
253      1.6129206350e-07   -6.5145547552e+00    6.5145547552e-01
254      1.6180372891e-07   -6.7550558452e+00    6.7550558452e-01
255      1.6231539432e-07   -6.9885758427e+00    6.9885758427e-01
256      1.6282705973e-07   -7.2148734138e+00    7.2148734138e-01
257      1.6333872514e-07   -7.4337146884e+00    7.4337146884e-01
258      1.6385039055e-07   -7.6448735026e+00    7.6448735026e-01
259      1.6436205596e-07   -7.8481316316e+00    7.8481316316e-01
260      1.6487372137e-07   -8.0432790161e+00    8.0432790161e-01
261      1.6538538678e-07   -8.2301139786e+00    8.2301139786e-01
262      1.6589705219e-07   -8.4084434322e+00    8.4084434322e-01
263      1.6640871760e-07   -8.5780830804e+00    8.5780830804e-01
264      1.6692038301e-07   -8.7388576071e+00    8.7388576071e-01
265      1.6743204842e-07   -8.8906008578e+00    8.8906008578e-01
266      1.6845537924e-07   -9.1663757435e+00    9.1663757435e-01
267      1.6947871006e-07   -9.4042680210e+00    9.4042680210e-01
268      1.7050204088e-07   -9.6032945338e+00    9.6032945338e-01
269      1.7152537170e-07   -9.7626327493e+00    9.7626327493e-01
270      1.7254870252e-07   -9.8816241580e+00    9.8816241580e-01
271      1.7357203334e-07   -9.9597769944e+00    9.9597769944e-01
272      1.7459536416e-07   -9.9967682702e+00    9.9967682702e-01
273      1.7561869498e-07   -9.9924451085e+00    9.9924451085e-01
274      1.7664202580e-07   -9.9468253762e+00    9.9468253762e-01
275      1.7766535662e-07   -9.8600976094e+00    9.8600976094e-01
276      1.7868868744e-07   -9.7326202349e+00    9.7326202349e-01
277      1.7971201826e-07   -9.5649200886e+00    9.5649200886e-01
278      1.8073534908e-07   -9.3576902381e+00    9.3576902381e-01
279      1.8175867990e-07   -9.1117871187e+00    9.1117871187e-01
280      1.8278201072e-07   -8.8282269937e+00    8.8282269937e-01
281      1.8380534154e-07   -8.5081817545e+00    8.5081817545e-01
282      1.8482867236e-07   -8.1529740776e+00    8.1529740776e-01
283      1.8585200318e-07   -7.7640719578e+00    7.7640719578e-01
284      1.8687533400e-07   -7.3430826418e+00    7.3430826418e-01
285      1.8789866482e-07   -6.8917459856e+00    6.8917459856e-01
286      1.8892199564e-07   -6.4119272639e+00    6.4119272639e-01
287      1.8994532646e-07   -5.9056094616e+00    5.9056094616e-01
288      1.9096865728e-07   -5.3748850786e+00    5.3748850786e-01
289      1.9199198810e-07   -4.8219474816e+00    4.8219474816e-01
290      1.9301531892e-07   -4.2490818396e+00    4.2490818396e-01
291      1.9403864974e-07   -3.6586556800e+00    3.6586556800e-01
292      1.9506198056e-07   -3.0531091037e+00    3.0531091037e-01
293      1.9608531138e-07   -2.4349447012e+00    2.4349447012e-01
294      1.9710864220e-07   -1.8067172096e+00    1.8067172096e-01
295      1.9813197302e-07   -1.1710229544e+00    1.1710229544e-01
296      1.9915530384e-07   -5.3048911967e-01    5.3048911967e-02
297      2.0017863466e-07    1.1223710949e-01   -1.1223710949e-02
298      2.0069030007e-07    4.3359234904e-01   -4.3359234904e-02
299      2.0171363089e-07    1.0746268794e+00   -1.0746268794e-01
300      2.0263462863e-07    1.6478359084e+00   -1.6478359084e-01
301      2.0355562636e-07    2.2155283612e+00   -2.2155283612e-01
302      2.0447662410e-07    2.7758037336e+00   -2.7758037336e-01
303      2.0539762184e-07    3.3267863524e+00   -3.3267863524e-01
304      2.0631861958e-07    3.8666316544e+00   -3.8666316544e-01
305      2.0723961732e-07    4.3935323612e+00   -4.3935323612e-01
306      2.0816061505e-07    4.9057245304e+00   -4.9057245304e-01
307      2.0908161279e-07    5.4014934602e+00   -5.4014934602e-01
308      2.1000261053e-07    5.8791794300e+00   -5.8791794300e-01
309      2.1092360827e-07    6.3371832568e+00   -6.3371832568e-01
310      2.1184460601e-07    6.7739716490e+00   -6.7739716490e-01
311      2.1276560375e-07    7.1880823394e+00   -7.1880823394e-01
312      2.1368660148e-07    7.5781289803e+00   -7.5781289803e-01
313      2.1460759922e-07    7.9428057853e+00   -7.9428057853e-01
314      2.1552859696e-07    8.2808919001e+00   -8.2808919001e-01
315      2.1644959470e-07    8.5912554900e+00   -8.5912554900e-01
316      2.1737059244e-07    8.8728575289e+00   -8.8728575289e-01
317      2.1829159017e-07    9.1247552779e+00   -9.1247552779e-01
318      2.1921258791e-07    9.3461054412e+00   -9.3461054412e-01
319      2.2013358565e-07    9.5361669892e+00   -9.5361669892e-01
320      2.2105458339e-07    9.6943036395e+00   -9.6943036395e-01
321      2.2197558113e-07    9.8199859869e+00   -9.8199859869e-01
322      2.2289657886e-07    9.9127932758e+00   -9.9127932758e-01
323      2.2381757660e-07    9.9724148086e+00   -9.9724148086e-01
324      2.2473857434e-07    9.9986509862e+00   -9.9986509862e-01
325      2.2565957208e-07    9.9914139758e+00   -9.9914139758e-01
326      2.2658056982e-07    9.9507280053e+00   -9.9507280053e-01
327      2.2750156755e-07    9.8767292821e+00   -9.8767292821e-01
328      2.2842256529e-07    9.7696655367e+00   -9.7696655367e-01
329      2.2934356303e-07    9.6298951942e+00   -9.6298951942e-01
330      2.3026456077e-07    9.4578861734e+00   -9.4578861734e-01
331      2.3118555851e-07    9.2542143211e+00   -9.2542143211e-01
332      2.3210655624e-07    9.0195614839e+00   -9.0195614839e-01
333      2.3302755398e-07    8.7547132257e+00   -8.7547132257e-01
334      2.3394855172e-07    8.4605561975e+00   -8.4605561975e-01
335      2.3486954946e-07    8.1380751696e+00   -8.1380751696e-01
336      2.3579054720e-07    7.7883497345e+00   -7.7883497345e-01
337      2.3671154493e-07    7.4125506925e+00   -7.4125506925e-01
338      2.3763254267e-07    7.0119361327e+00   -7.0119361327e-01
339      2.3855354041e-07    6.5878472205e+00   -6.5878472205e-01
340      2.3947453815e-07    6.1417037083e+00   -6.1417037083e-01
341      2.4039553589e-07    5.6749991821e+00   -5.6749991821e-01
342      2.4131653363e-07    5.1892960616e+00   -5.1892960616e-01
343      2.4223753136e-07    4.6862203693e+00   -4.6862203693e-01
344      2.4315852910e-07    4.1674562871e+00   -4.1674562871e-01
345      2.4407952684e-07    3.6347405180e+00   -3.6347405180e-01
346      2.4500052458e-07    3.0898564721e+00   -3.0898564721e-01
347      2.4592152232e-07    2.5346282962e+00   -2.5346282962e-01
348      2.4684252005e-07    1.9709147667e+00   -1.9709147667e-01
349      2.4776351779e-07    1.4006030670e+00   -1.4006030670e-01
350      2.4868451553e-07    8.2560246978e-01   -8.2560246978e-02
351      2.4960551327e-07    2.4783794506e-01   -2.4783794506e-02
352      2.5033847191e-07   -2.1265214362e-01    2.1265214362e-02
353      2.5094793726e-07   -5.9525445636e-01    5.9525445636e-02
354      2.5155740260e-07   -9.7698398395e-01    9.7698398395e-02
355      2.5210592141e-07   -1.3193316903e+00    1.3193316903e-01
356      2.5265444022e-07   -1.6601124514e+00    1.6601124514e-01
357      2.5320295903e-07   -1.9989215286e+00    1.9989215286e-01
358      2.5375147784e-07   -2.3353565248e+00    2.3353565248e-01
359      2.5429999665e-07   -2.6690178624e+00    2.6690178624e-01
360      2.5484851546e-07   -2.9995092584e+00    2.9995092584e-01
361      2.5539703427e-07   -3.3264381942e+00    3.3264381942e-01
362      2.5594555307e-07   -3.6494163827e+00    3.6494163827e-01
363      2.5649407188e-07   -3.9680602289e+00    3.9680602289e-01
364      2.5704259069e-07   -4.2819912854e+00    4.2819912854e-01
365      2.5759110950e-07   -4.5908367023e+00    4.5908367023e-01
366      2.5813962831e-07   -4.8942296699e+00    4.8942296699e-01
367      2.5868814712e-07   -5.1918098540e+00    5.1918098540e-01
368      2.5923666593e-07   -5.4832238243e+00    5.4832238243e-01
369      2.5978518474e-07   -5.7681254741e+00    5.7681254741e-01
370      2.6033370355e-07   -6.0461764310e+00    6.0461764310e-01
371      2.6088222236e-07   -6.3170464592e+00    6.3170464592e-01
372      2.6143074117e-07   -6.5804138516e+00    6.5804138516e-01
373      2.6197925998e-07   -6.8359658116e+00    6.8359658116e-01
374      2.6252777879e-07   -7.0833988252e+00    7.0833988252e-01
375      2.6307629760e-07   -7.3224190208e+00    7.3224190208e-01
376      2.6362481641e-07   -7.5527425186e+00    7.5527425186e-01
377      2.6417333522e-07   -7.7740957679e+00    7.7740957679e-01
378      2.6472185403e-07   -7.9862158716e+00    7.9862158716e-01
379      2.6527037283e-07   -8.1888508986e+00    8.1888508986e-01
380      2.6581889164e-07   -8.3817601833e+00    8.3817601833e-01
381      2.6636741045e-07   -8.5647146109e+00    8.5647146109e-01
382      2.6691592926e-07   -8.7374968900e+00    8.7374968900e-01
383      2.6746444807e-07   -8.8999018103e+00    8.8999018103e-01
384      2.6801296688e-07   -9.0517364866e+00    9.0517364866e-01
385      2.6856148569e-07   -9.1928205877e+00    9.1928205877e-01
386      2.6911000450e-07   -9.3229865507e+00    9.3229865507e-01
387      2.6965852331e-07   -9.4420797801e+00    9.4420797801e-01
388      2.7020704212e-07   -9.5499588309e+00    9.5499588309e-01
389      2.7075556093e-07   -9.6464955774e+00    9.6464955774e-01
390      2.7130407974e-07   -9.7315753647e+00    9.7315753647e-01
391      2.7185259855e-07   -9.8050971451e+00    9.8050971451e-01
392      2.7240111736e-07   -9.8669735982e+00    9.8669735982e-01
393      2.7294963617e-07   -9.9171312346e+00    9.9171312346e-01
394      2.7349815498e-07   -9.9555104829e+00    9.9555104829e-01
395      2.7404667379e-07   -9.9820657609e+00    9.9820657609e-01
396      2.7459519260e-07   -9.9967655293e+00    9.9967655293e-01
397      2.7514371140e-07   -9.9995923295e+00    9.9995923295e-01
398      2.7569223021e-07   -9.9905428043e+00    9.9905428043e-01
399      2.7624074902e-07   -9.9696277014e+00    9.9696277014e-01
400      2.7678926783e-07   -9.9368718615e+00    9.9368718615e-01
401      2.7733778664e-07   -9.8923141879e+00    9.8923141879e-01
402      2.7788630545e-07   -9.8360076011e+00    9.8360076011e-01
403      2.7843482426e-07   -9.7680189752e+00    9.7680189752e-01
404      2.7898334307e-07   -9.6884290590e+00    9.6884290590e-01
405      2.7953186188e-07   -9.5973323801e+00    9.5973323801e-01
406      2.8008038069e-07   -9.4948371321e+00    9.4948371321e-01
407      2.8062889950e-07   -9.3810650467e+00    9.3810650467e-01
408      2.8117741831e-07   -9.2561512489e+00    9.2561512489e-01
409      2.8172593712e-07   -9.1202440964e+00    9.1202440964e-01
410      2.8227445593e-07   -8.9735050035e+00    8.9735050035e-01
411      2.8282297474e-07   -8.8161082496e+00    8.8161082496e-01
412      2.8337149355e-07   -8.6482407716e+00    8.6482407716e-01
413      2.8392001236e-07   -8.4701019426e+00    8.4701019426e-01
414      2.8446853117e-07   -8.2819033348e+00    8.2819033348e-01
415      2.8501704997e-07   -8.0838684680e+00    8.0838684680e-01
416      2.8556556878e-07   -7.8762325444e+00    7.8762325444e-01
417      2.8611408759e-07   -7.6592421693e+00    7.6592421693e-01
418      2.8666260640e-07   -7.4331550581e+00    7.4331550581e-01
419      2.8721112521e-07   -7.1982397300e+00    7.1982397300e-01
420      2.8775964402e-07   -6.9547751896e+00    6.9547751896e-01
421      2.8830816283e-07   -6.7030505951e+00    6.7030505951e-01
422      2.8885668164e-07   -6.4433649149e+00    6.4433649149e-01
