Index       TIME              R1:R              R2:R              V(1)              V(2)
88       8.80000000e-01    1.00000000e+00    4.00000000e+00   -6.84490139e-01   -5.47592111e-01
89       8.90000000e-01    1.00000000e+00    4.00000000e+00   -6.37332180e-01   -5.09865744e-01
90       9.00000000e-01    1.00000000e+00    4.00000000e+00   -5.87697232e-01   -4.70157786e-01
91       9.10000000e-01    1.00000000e+00    4.00000000e+00   -5.35772508e-01   -4.28618007e-01
92       9.20000000e-01    1.00000000e+00    4.00000000e+00   -4.81753517e-01   -3.85402814e-01
93       9.30000000e-01    1.00000000e+00    4.00000000e+00   -4.25735226e-01   -3.40588181e-01
94       9.40000000e-01    1.00000000e+00    4.00000000e+00   -3.68069062e-01   -2.94455249e-01
95       9.50000000e-01    1.00000000e+00    4.00000000e+00   -3.08973010e-01   -2.47178408e-01
96       9.60000000e-01    1.00000000e+00    4.00000000e+00   -2.48669891e-01   -1.98935913e-01
97       9.70000000e-01    1.00000000e+00    4.00000000e+00   -1.87375571e-01   -1.49900457e-01
98       9.80000000e-01    1.00000000e+00    4.00000000e+00   -1.25317730e-01   -1.00254184e-01
99       9.90000000e-01    1.00000000e+00    4.00000000e+00   -6.27807756e-02   -5.02246205e-02
100      1.00000000e+00    1.00000000e+00    4.00000000e+00   -2.44929741e-16   -1.95944132e-16

0        0.00000000e+00    2.00000000e+00    4.00000000e+00    0.00000000e+00    0.00000000e+00
1        1.00000000e-02    2.00000000e+00    4.00000000e+00    6.27765091e-02    4.18510061e-02
2        2.00000000e-02    2.00000000e+00    4.00000000e+00    1.25331306e-01    8.35542037e-02
3        3.00000000e-02    2.00000000e+00    4.00000000e+00    1.87339637e-01    1.24893091e-01
4        4.00000000e-02    2.00000000e+00    4.00000000e+00    2.48681917e-01    1.65787944e-01
5        5.00000000e-02    2.00000000e+00    4.00000000e+00    3.08948700e-01    2.05965800e-01
6        6.00000000e-02    2.00000000e+00    4.00000000e+00    3.68106870e-01    2.45404580e-01
7        7.00000000e-02    2.00000000e+00    4.00000000e+00    4.25686097e-01    2.83790731e-01
8        8.00000000e-02    2.00000000e+00    4.00000000e+00    4.81723163e-01    3.21148775e-01
9        9.00000000e-02    2.00000000e+00    4.00000000e+00    5.35711030e-01    3.57140687e-01
10       1.00000000e-01    2.00000000e+00    4.00000000e+00    5.87739438e-01    3.91826292e-01
11       1.10000000e-01    2.00000000e+00    4.00000000e+00    6.37288532e-01    4.24859021e-01
12       1.20000000e-01    2.00000000e+00    4.00000000e+00    6.84484222e-01    4.56322815e-01
13       1.30000000e-01    2.00000000e+00    4.00000000e+00    7.28816811e-01    4.85877874e-01
14       1.40000000e-01    2.00000000e+00    4.00000000e+00    7.70432271e-01    5.13621514e-01
15       1.50000000e-01    2.00000000e+00    4.00000000e+00    8.08852515e-01    5.39235010e-01
16       1.60000000e-01    2.00000000e+00    4.00000000e+00    8.44228616e-01    5.62819077e-01
17       1.70000000e-01    2.00000000e+00    4.00000000e+00    8.76133480e-01    5.84088987e-01
18       1.80000000e-01    2.00000000e+00    4.00000000e+00    9.04709918e-01    6.03139945e-01
19       1.90000000e-01    2.00000000e+00    4.00000000e+00    9.29598637e-01    6.19732424e-01
20       2.00000000e-01    2.00000000e+00    4.00000000e+00    9.50922805e-01    6.33948537e-01
21       2.10000000e-01    2.00000000e+00    4.00000000e+00    9.68404738e-01    6.45603159e-01
22       2.20000000e-01    2.00000000e+00    4.00000000e+00    9.82138896e-01    6.54759264e-01
23       2.30000000e-01    2.00000000e+00    4.00000000e+00    9.91939658e-01    6.61293105e-01
24       2.40000000e-01    2.00000000e+00    4.00000000e+00    9.97866277e-01    6.65244185e-01
25       2.50000000e-01    2.00000000e+00    4.00000000e+00    9.99832045e-01    6.66554697e-01
26       2.60000000e-01    2.00000000e+00    4.00000000e+00    9.97857259e-01    6.65238173e-01
27       2.70000000e-01    2.00000000e+00    4.00000000e+00    9.91957181e-01    6.61304787e-01
28       2.80000000e-01    2.00000000e+00    4.00000000e+00    9.82112267e-01    6.54741512e-01
29       2.90000000e-01    2.00000000e+00    4.00000000e+00    9.68438951e-01    6.45625967e-01
30       3.00000000e-01    2.00000000e+00    4.00000000e+00    9.50879839e-01    6.33919893e-01
31       3.10000000e-01    2.00000000e+00    4.00000000e+00    9.29647896e-01    6.19765264e-01
32       3.20000000e-01    2.00000000e+00    4.00000000e+00    9.04652695e-01    6.03101797e-01
33       3.30000000e-01    2.00000000e+00    4.00000000e+00    8.76195376e-01    5.84130250e-01
34       3.40000000e-01    2.00000000e+00    4.00000000e+00    8.44159972e-01    5.62773315e-01
35       3.50000000e-01    2.00000000e+00    4.00000000e+00    8.08923933e-01    5.39282622e-01
36       3.60000000e-01    2.00000000e+00    4.00000000e+00    7.70355721e-01    5.13570481e-01
37       3.70000000e-01    2.00000000e+00    4.00000000e+00    7.28894021e-01    4.85929347e-01
38       3.80000000e-01    2.00000000e+00    4.00000000e+00    6.84403864e-01    4.56269243e-01
39       3.90000000e-01    2.00000000e+00    4.00000000e+00    6.37367283e-01    4.24911522e-01
40       4.00000000e-01    2.00000000e+00    4.00000000e+00    5.87659842e-01    3.91773228e-01
41       4.10000000e-01    2.00000000e+00    4.00000000e+00    5.35786672e-01    3.57191115e-01
42       4.20000000e-01    2.00000000e+00    4.00000000e+00    4.81649246e-01    3.21099497e-01
43       4.30000000e-01    2.00000000e+00    4.00000000e+00    4.25753704e-01    2.83835803e-01
44       4.40000000e-01    2.00000000e+00    4.00000000e+00    3.68043758e-01    2.45362505e-01
45       4.50000000e-01    2.00000000e+00    4.00000000e+00    3.09003215e-01    2.06002143e-01
46       4.60000000e-01    2.00000000e+00    4.00000000e+00    2.48634802e-01    1.65756535e-01
47       4.70000000e-01    2.00000000e+00    4.00000000e+00    1.87376008e-01    1.24917339e-01
48       4.80000000e-01    2.00000000e+00    4.00000000e+00    1.25305295e-01    8.35368632e-02
49       4.90000000e-01    2.00000000e+00    4.00000000e+00    6.27895467e-02    4.18596978e-02
50       5.00000000e-01    2.00000000e+00    4.00000000e+00   -9.40397584e-06   -6.26931723e-06
51       5.10000000e-01    2.00000000e+00    4.00000000e+00   -6.27832788e-02   -4.18555192e-02
52       5.20000000e-01    2.00000000e+00    4.00000000e+00   -1.25312499e-01   -8.35416659e-02
53       5.30000000e-01    2.00000000e+00    4.00000000e+00   -1.87325911e-01   -1.24883941e-01
54       5.40000000e-01    2.00000000e+00    4.00000000e+00   -2.48633100e-01   -1.65755400e-01
55       5.50000000e-01    2.00000000e+00    4.00000000e+00   -3.09010511e-01   -2.06007007e-01
56       5.60000000e-01    2.00000000e+00    4.00000000e+00   -3.68030183e-01   -2.45353456e-01
57       5.70000000e-01    2.00000000e+00    4.00000000e+00   -4.25658188e-01   -2.83772126e-01
58       5.80000000e-01    2.00000000e+00    4.00000000e+00   -4.81696278e-01   -3.21130852e-01
59       5.90000000e-01    2.00000000e+00    4.00000000e+00   -5.35734265e-01   -3.57156177e-01
60       6.00000000e-01    2.00000000e+00    4.00000000e+00   -5.87611389e-01   -3.91740926e-01
61       6.10000000e-01    2.00000000e+00    4.00000000e+00   -6.37283648e-01   -4.24855765e-01
62       6.20000000e-01    2.00000000e+00    4.00000000e+00   -6.84515688e-01   -4.56343792e-01
63       6.30000000e-01    2.00000000e+00    4.00000000e+00   -7.28776576e-01   -4.85851051e-01
64       6.40000000e-01    2.00000000e+00    4.00000000e+00   -7.70297691e-01   -5.13531794e-01
65       6.50000000e-01    2.00000000e+00    4.00000000e+00   -8.08936208e-01   -5.39290806e-01
66       6.60000000e-01    2.00000000e+00    4.00000000e+00   -8.44169300e-01   -5.62779533e-01
67       6.70000000e-01    2.00000000e+00    4.00000000e+00   -8.76046580e-01   -5.84031054e-01
68       6.80000000e-01    2.00000000e+00    4.00000000e+00   -9.04639287e-01   -6.03092858e-01
69       6.90000000e-01    2.00000000e+00    4.00000000e+00   -9.29711839e-01   -6.19807893e-01
70       7.00000000e-01    2.00000000e+00    4.00000000e+00   -9.50798721e-01   -6.33865814e-01
71       7.10000000e-01    2.00000000e+00    4.00000000e+00   -9.68318300e-01   -6.45545534e-01
72       7.20000000e-01    2.00000000e+00    4.00000000e+00   -9.82210302e-01   -6.54806868e-01
73       7.30000000e-01    2.00000000e+00    4.00000000e+00   -9.91913706e-01   -6.61275804e-01
74       7.40000000e-01    2.00000000e+00    4.00000000e+00   -9.97730345e-01   -6.65153563e-01
75       7.50000000e-01    2.00000000e+00    4.00000000e+00   -9.99806787e-01   -6.66537858e-01
76       7.60000000e-01    2.00000000e+00    4.00000000e+00   -9.97935081e-01   -6.65290054e-01
77       7.70000000e-01    2.00000000e+00    4.00000000e+00   -9.91839047e-01   -6.61226032e-01
78       7.80000000e-01    2.00000000e+00    4.00000000e+00   -9.82025987e-01   -6.54683992e-01
79       7.90000000e-01    2.00000000e+00    4.00000000e+00   -9.68529623e-01   -6.45686415e-01
80       8.00000000e-01    2.00000000e+00    4.00000000e+00   -9.50850873e-01   -6.33900582e-01
81       8.10000000e-01    2.00000000e+00    4.00000000e+00   -9.29501151e-01   -6.19667434e-01
82       8.20000000e-01    2.00000000e+00    4.00000000e+00   -9.04666263e-01   -6.03110842e-01
83       8.30000000e-01    2.00000000e+00    4.00000000e+00   -8.76207939e-01   -5.84138626e-01
84       8.40000000e-01    2.00000000e+00    4.00000000e+00   -8.44088530e-01   -5.62725686e-01
85       8.50000000e-01    2.00000000e+00    4.00000000e+00   -8.08808621e-01   -5.39205747e-01
86       8.60000000e-01    2.00000000e+00    4.00000000e+00   -7.70489526e-01   -5.13659684e-01
87       8.70000000e-01    2.00000000e+00    4.00000000e+00   -7.28802118e-01   -4.85868078e-01
88       8.80000000e-01    2.00000000e+00    4.00000000e+00   -6.84345582e-01   -4.56230388e-01
89       8.90000000e-01    2.00000000e+00    4.00000000e+00   -6.37321107e-01   -4.24880738e-01
90       9.00000000e-01    2.00000000e+00    4.00000000e+00   -5.87707883e-01   -3.91805255e-01
91       9.10000000e-01    2.00000000e+00    4.00000000e+00   -5.35672534e-01   -3.57115023e-01
92       9.20000000e-01    2.00000000e+00    4.00000000e+00   -4.81633718e-01   -3.21089146e-01
93       9.30000000e-01    2.00000000e+00    4.00000000e+00   -4.25777300e-01   -2.83851534e-01
94       9.40000000e-01    2.00000000e+00    4.00000000e+00   -3.68036983e-01   -2.45357989e-01
95       9.50000000e-01    2.00000000e+00    4.00000000e+00   -3.08926556e-01   -2.05951037e-01
96       9.60000000e-01    2.00000000e+00    4.00000000e+00   -2.48653339e-01   -1.65768893e-01
97       9.70000000e-01    2.00000000e+00    4.00000000e+00   -1.87354342e-01   -1.24902895e-01
98       9.80000000e-01    2.00000000e+00    4.00000000e+00   -1.25297088e-01   -8.35313917e-02
99       9.90000000e-01    2.00000000e+00    4.00000000e+00   -6.27740602e-02   -4.18493735e-02
100      1.00000000e+00    2.00000000e+00    4.00000000e+00   -2.44929371e-16   -4.13086428e-16
End of Xyce(TM) Parameter Sweep
