Index       TIME              V(N1)           V(N1,N2)          V(N1,N3)      I(YMEMRISTOR!MR1)     I(RPTG2)      N(YMEMRISTOR!MR1_X)       V(N4)      
16       1.00000000e-10    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
17       1.05121832e-10    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
18       1.15365495e-10    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
19       1.35852823e-10    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
20       1.76827477e-10    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
21       2.58776787e-10    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
22       4.22675405e-10    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
23       7.50472642e-10    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
24       1.40606711e-09    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
25       2.71725606e-09    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
26       5.33963395e-09    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
27       1.05843897e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
28       2.10739013e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
29       4.20529245e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
30       8.40109708e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
31       1.67927063e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
32       3.35759249e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
33       6.71423619e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
34       1.34275236e-06    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
35       2.68540984e-06    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
36       5.37072480e-06    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
37       1.00000000e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
38       1.00001000e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
39       1.00003000e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
40       1.00007000e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
41       1.00010000e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
42       1.00010800e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
43       1.00012400e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
44       1.00015600e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
45       1.00022000e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
46       1.00034800e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
47       1.00060400e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
48       1.00111600e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
49       1.00214000e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
50       1.00418800e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
51       1.00828400e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
52       1.01647600e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
53       1.03286000e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
54       1.06562800e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
55       1.13116400e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
56       1.26223600e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
57       1.52438000e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
58       2.00000000e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.10000000e-01    1.10000000e-01
59       2.00000016e-05    4.68750000e-03    4.47814664e-03    4.47814664e-03    4.18706715e-06    4.18706715e-06    1.10000000e-01    1.10000000e-01
60       2.00000031e-05    9.37500000e-03    8.95629328e-03    8.95629328e-03    8.37413450e-06    8.37413449e-06    1.10000000e-01    1.10000000e-01
61       2.00000063e-05    1.87500000e-02    1.79125865e-02    1.79125865e-02    1.67482706e-05    1.67482706e-05    1.10000000e-01    1.10000000e-01
62       2.00000125e-05    3.75000000e-02    3.58251723e-02    3.58251723e-02    3.34965540e-05    3.34965540e-05    1.10000000e-01    1.10000000e-01
63       2.00000250e-05    7.50000000e-02    7.16503395e-02    7.16503395e-02    6.69932107e-05    6.69932107e-05    1.10000000e-01    1.10000000e-01
64       2.00000500e-05    1.50000000e-01    1.43300638e-01    1.43300638e-01    1.33987243e-04    1.33987243e-04    1.10000000e-01    1.10000000e-01
65       2.00001000e-05    3.00000000e-01    2.86600949e-01    2.86600945e-01    2.67981097e-04    2.67981094e-04    1.10000016e-01    1.10000016e-01
66       2.00002000e-05    6.00000000e-01    5.73199264e-01    5.73199227e-01    5.36015501e-04    5.36015466e-04    1.10000168e-01    1.10000168e-01
67       2.00004000e-05    1.20000000e+00    1.14637736e+00    1.14637694e+00    1.07246152e-03    1.07246113e-03    1.10001197e-01    1.10001197e-01
68       2.00008000e-05    2.40000000e+00    2.29258660e+00    2.29257760e+00    2.14845649e-03    2.14844802e-03    1.10009757e-01    1.10009757e-01
69       2.00010000e-05    3.00000000e+00    2.86555496e+00    2.86555241e+00    2.68895427e-03    2.68895185e-03    1.10019802e-01    1.10019802e-01
70       2.00010800e-05    3.00000000e+00    2.86555853e+00    2.86554629e+00    2.68908579e-03    2.68907422e-03    1.10025046e-01    1.10025045e-01
71       2.00012400e-05    3.00000000e+00    2.86553405e+00    2.86553405e+00    2.68931895e-03    2.68931895e-03    1.10035532e-01    1.10035532e-01
72       2.00015600e-05    3.00000000e+00    2.86550958e+00    2.86550958e+00    2.68980840e-03    2.68980840e-03    1.10056504e-01    1.10056504e-01
73       2.00022000e-05    3.00000000e+00    2.86546063e+00    2.86546064e+00    2.69078723e-03    2.69078723e-03    1.10098447e-01    1.10098447e-01
74       2.00034800e-05    3.00000000e+00    2.86536276e+00    2.86536277e+00    2.69274463e-03    2.69274463e-03    1.10182327e-01    1.10182327e-01
75       2.00060400e-05    3.00000000e+00    2.86516705e+00    2.86516708e+00    2.69665840e-03    2.69665842e-03    1.10350060e-01    1.10350060e-01
76       2.00111600e-05    3.00000000e+00    2.86477581e+00    2.86477590e+00    2.70448184e-03    2.70448193e-03    1.10685421e-01    1.10685421e-01
77       2.00214000e-05    3.00000000e+00    2.86399397e+00    2.86399437e+00    2.72011229e-03    2.72011267e-03    1.11355722e-01    1.11355722e-01
78       2.00418800e-05    3.00000000e+00    2.86243298e+00    2.86243454e+00    2.75130774e-03    2.75130929e-03    1.12694640e-01    1.12694642e-01
79       2.00828400e-05    3.00000000e+00    2.85932160e+00    2.85932777e+00    2.81343826e-03    2.81344467e-03    1.15365783e-01    1.15365796e-01
80       2.01647600e-05    3.00000000e+00    2.85314105e+00    2.85316515e+00    2.93666959e-03    2.93669697e-03    1.20681545e-01    1.20681643e-01
81       2.03286000e-05    3.00000000e+00    2.84094647e+00    2.84103861e+00    3.17910578e-03    3.17922785e-03    1.31208959e-01    1.31209712e-01
82       2.06562800e-05    3.00000000e+00    2.81720579e+00    2.81754254e+00    3.64857794e-03    3.64914917e-03    1.51862622e-01    1.51868102e-01
83       2.13116400e-05    3.00000000e+00    2.77365041e+00    2.77330990e+00    4.53422747e-03    4.53380195e-03    1.91708526e-01    1.91714244e-01
84       2.19670000e-05    3.00000000e+00    2.73202206e+00    2.73235020e+00    5.35222800e-03    5.35299607e-03    2.29763835e-01    2.29769015e-01
85       2.32777200e-05    3.00000000e+00    2.65895177e+00    2.65863288e+00    6.82803061e-03    6.82734233e-03    3.01222538e-01    3.01228537e-01
86       2.45884400e-05    3.00000000e+00    2.59776250e+00    2.59810419e+00    8.03677205e-03    8.03791616e-03    3.62946665e-01    3.62950300e-01
87       2.58991600e-05    3.00000000e+00    2.55109114e+00    2.55076912e+00    8.98564453e-03    8.98461760e-03    4.13263737e-01    4.13268981e-01
88       2.72098800e-05    3.00000000e+00    2.51196629e+00    2.51228116e+00    9.75307437e-03    9.75437685e-03    4.55583069e-01    4.55586477e-01
89       2.85206000e-05    3.00000000e+00    2.48042457e+00    2.48011063e+00    1.03990282e-02    1.03977874e-02    4.91965947e-01    4.91969858e-01
90       2.98313200e-05    3.00000000e+00    2.45235257e+00    2.45265928e+00    1.09453799e-02    1.09468144e-02    5.23770793e-01    5.23773572e-01
91       3.24527600e-05    3.00000000e+00    2.40810049e+00    2.40773477e+00    1.18470569e-02    1.18453047e-02    5.77388455e-01    5.77391196e-01
92       3.50742000e-05    3.00000000e+00    2.37211407e+00    2.37247985e+00    1.25484422e-02    1.25504029e-02    6.20894152e-01    6.20894950e-01
93       3.76956400e-05    3.00000000e+00    2.34421689e+00    2.34385592e+00    1.31248738e-02    1.31228816e-02    6.57180178e-01    6.57182113e-01
94       4.00000000e-05    3.00000000e+00    2.32236312e+00    2.32271973e+00    1.35434965e-02    1.35456054e-02    6.84551653e-01    6.84552628e-01
95       4.00001000e-05    3.00000000e+00    2.32272135e+00    2.32271891e+00    1.35456169e-02    1.35456219e-02    6.84552761e-01    6.84553736e-01
96       4.00003000e-05    3.00000000e+00    2.32271796e+00    2.32271721e+00    1.35456409e-02    1.35456558e-02    6.84554978e-01    6.84555952e-01
97       4.00007000e-05    3.00000000e+00    2.32271456e+00    2.32271382e+00    1.35457087e-02    1.35457236e-02    6.84559410e-01    6.84560384e-01
98       4.00010000e-05    3.00000000e+00    2.32271202e+00    2.32271127e+00    1.35457596e-02    1.35457745e-02    6.84562734e-01    6.84563708e-01
99       4.00010800e-05    3.00000000e+00    2.32271270e+00    2.32271060e+00    1.35457811e-02    1.35457881e-02    6.84563620e-01    6.84564594e-01
100      4.00012400e-05    3.00000000e+00    2.32270998e+00    2.32270924e+00    1.35458003e-02    1.35458152e-02    6.84565393e-01    6.84566367e-01
101      4.00015600e-05    3.00000000e+00    2.32270727e+00    2.32270653e+00    1.35458546e-02    1.35458695e-02    6.84568938e-01    6.84569913e-01
102      4.00022000e-05    3.00000000e+00    2.32270185e+00    2.32270110e+00    1.35459631e-02    1.35459780e-02    6.84576029e-01    6.84577004e-01
103      4.00034800e-05    3.00000000e+00    2.32269099e+00    2.32269025e+00    1.35461801e-02    1.35461950e-02    6.84590210e-01    6.84591184e-01
104      4.00060400e-05    3.00000000e+00    2.32266929e+00    2.32266855e+00    1.35466141e-02    1.35466290e-02    6.84618569e-01    6.84619543e-01
105      4.00111600e-05    3.00000000e+00    2.32262590e+00    2.32262516e+00    1.35474819e-02    1.35474968e-02    6.84675275e-01    6.84676248e-01
106      4.00214000e-05    3.00000000e+00    2.32253913e+00    2.32253842e+00    1.35492165e-02    1.35492316e-02    6.84788637e-01    6.84789610e-01
107      4.00418800e-05    3.00000000e+00    2.32236574e+00    2.32236511e+00    1.35526822e-02    1.35526978e-02    6.85015168e-01    6.85016140e-01
108      4.00828400e-05    3.00000000e+00    2.32201943e+00    2.32201916e+00    1.35595992e-02    1.35596168e-02    6.85467456e-01    6.85468426e-01
109      4.01647600e-05    3.00000000e+00    2.32132879e+00    2.32132993e+00    1.35733756e-02    1.35734014e-02    6.86368948e-01    6.86369914e-01
110      4.03286000e-05    3.00000000e+00    2.31995539e+00    2.31996202e+00    1.36007013e-02    1.36007595e-02    6.88159707e-01    6.88160675e-01
111      4.06562800e-05    3.00000000e+00    2.31723981e+00    2.31726761e+00    1.36544632e-02    1.36546479e-02    6.91693187e-01    6.91694208e-01
112      4.13116400e-05    3.00000000e+00    2.31193190e+00    2.31203798e+00    1.37585768e-02    1.37592405e-02    6.98574559e-01    6.98576059e-01
113      4.26223600e-05    3.00000000e+00    2.30179447e+00    2.30216909e+00    1.39542422e-02    1.39566183e-02    7.11643456e-01    7.11648266e-01
114      4.52438000e-05    3.00000000e+00    2.28488711e+00    2.28448042e+00    1.43128626e-02    1.43103917e-02    7.35357489e-01    7.35362035e-01
115      4.78652400e-05    3.00000000e+00    2.26870323e+00    2.26910185e+00    1.46153165e-02    1.46179631e-02    7.56276531e-01    7.56279997e-01
116      5.00000000e-05    3.00000000e+00    2.25840131e+00    2.25798580e+00    1.48429624e-02    1.48402840e-02    7.71574721e-01    7.71578093e-01
117      5.00000063e-05    2.98125000e+00    2.24389042e+00    2.24388800e+00    1.47471916e-02    1.47472401e-02    7.71574763e-01    7.71578135e-01
118      5.00000125e-05    2.96250000e+00    2.22979235e+00    2.22978994e+00    1.46541530e-02    1.46542011e-02    7.71574804e-01    7.71578176e-01
119      5.00000250e-05    2.92500000e+00    2.20159540e+00    2.20159302e+00    1.44680920e-02    1.44681395e-02    7.71574886e-01    7.71578258e-01
120      5.00000500e-05    2.85000000e+00    2.14519827e+00    2.14519596e+00    1.40960344e-02    1.40960808e-02    7.71575041e-01    7.71578413e-01
121      5.00001000e-05    2.70000000e+00    2.03239152e+00    2.03238934e+00    1.33521693e-02    1.33522133e-02    7.71575323e-01    7.71578694e-01
122      5.00002000e-05    2.40000000e+00    1.80673107e+00    1.80672916e+00    1.18653775e-02    1.18654168e-02    7.71575786e-01    7.71579158e-01
123      5.00004000e-05    1.80000000e+00    1.35524714e+00    1.35524573e+00    8.89505577e-03    8.89508537e-03    7.71576407e-01    7.71579778e-01
124      5.00008000e-05    6.00000000e-01    4.51824909e-01    4.51824406e-01    2.96350224e-03    2.96351189e-03    7.71576912e-01    7.71580284e-01
125      5.00010000e-05    0.00000000e+00   -1.56873121e-08   -1.23922714e-12   -1.02883731e-10    2.47845428e-14    7.71576944e-01    7.71580316e-01
126      5.00010800e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
127      5.00012400e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
128      5.00015600e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
129      5.00022000e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
130      5.00034800e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
131      5.00060400e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
132      5.00111600e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
133      5.00214000e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
134      5.00418800e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
135      5.00828400e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
136      5.01647600e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
137      5.03286000e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
138      5.06562800e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
139      5.13116400e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
140      5.26223600e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
141      5.52438000e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
142      6.04866800e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
143      7.00000000e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
144      7.00001000e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
145      7.00003000e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
146      7.00007000e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
147      7.00010000e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
148      7.00010800e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
149      7.00012400e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
150      7.00015600e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
151      7.00022000e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
152      7.00034800e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
153      7.00060400e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
154      7.00111600e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
155      7.00214000e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
156      7.00418800e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
157      7.00828400e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
158      7.01647600e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
159      7.03286000e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
160      7.06562800e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
161      7.13116400e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
162      7.26223600e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
163      7.52438000e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
164      8.00000000e-05    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.71576944e-01    7.71580316e-01
165      8.00000063e-05    1.87500000e-02    1.41198241e-02    1.41198088e-02    9.26035187e-05    9.26038235e-05    7.71576944e-01    7.71580316e-01
166      8.00000119e-05    3.56250000e-02    2.68276643e-02    2.68276354e-02    1.75946714e-04    1.75947293e-04    7.71576944e-01    7.71580316e-01
167      8.00000231e-05    6.93750000e-02    5.22433354e-02    5.22432791e-02    3.42633291e-04    3.42634419e-04    7.71576944e-01    7.71580316e-01
168      8.00000456e-05    1.36875000e-01    1.03074605e-01    1.03074494e-01    6.76007898e-04    6.76010122e-04    7.71576944e-01    7.71580316e-01
169      8.00000906e-05    2.71875000e-01    2.04736570e-01    2.04736349e-01    1.34276860e-03    1.34277302e-03    7.71576945e-01    7.71580317e-01
170      8.00001806e-05    5.41875000e-01    4.08055933e-01    4.08055490e-01    2.67638140e-03    2.67639019e-03    7.71576959e-01    7.71580331e-01
171      8.00003606e-05    1.08187500e+00    8.14658224e-01    8.14657320e-01    5.34433617e-03    5.34435360e-03    7.71577063e-01    7.71580435e-01
172      8.00007206e-05    2.16187500e+00    1.62757191e+00    1.62756979e+00    1.06860716e-02    1.06861043e-02    7.71577797e-01    7.71581168e-01
173      8.00010000e-05    3.00000000e+00    2.25798558e+00    2.25798254e+00    1.48403045e-02    1.48403493e-02    7.71579197e-01    7.71582569e-01
174      8.00010720e-05    3.00000000e+00    2.25798533e+00    2.25798218e+00    1.48403123e-02    1.48403564e-02    7.71579689e-01    7.71583061e-01
175      8.00012160e-05    3.00000000e+00    2.25798391e+00    2.25798147e+00    1.48403219e-02    1.48403706e-02    7.71580673e-01    7.71584045e-01
176      8.00015040e-05    3.00000000e+00    2.25798248e+00    2.25798005e+00    1.48403503e-02    1.48403991e-02    7.71582641e-01    7.71586013e-01
177      8.00020800e-05    3.00000000e+00    2.25797964e+00    2.25797720e+00    1.48404072e-02    1.48404560e-02    7.71586577e-01    7.71589949e-01
178      8.00032320e-05    3.00000000e+00    2.25797395e+00    2.25797151e+00    1.48405211e-02    1.48405698e-02    7.71594450e-01    7.71597821e-01
179      8.00055360e-05    3.00000000e+00    2.25796256e+00    2.25796013e+00    1.48407487e-02    1.48407975e-02    7.71610193e-01    7.71613564e-01
180      8.00101440e-05    3.00000000e+00    2.25793980e+00    2.25793736e+00    1.48412040e-02    1.48412527e-02    7.71641674e-01    7.71645045e-01
181      8.00193600e-05    3.00000000e+00    2.25789428e+00    2.25789185e+00    1.48421141e-02    1.48421629e-02    7.71704619e-01    7.71707988e-01
182      8.00377920e-05    3.00000000e+00    2.25780329e+00    2.25780089e+00    1.48439331e-02    1.48439821e-02    7.71830435e-01    7.71833801e-01
183      8.00746560e-05    3.00000000e+00    2.25762147e+00    2.25761921e+00    1.48475661e-02    1.48476158e-02    7.72081772e-01    7.72085133e-01
184      8.01483840e-05    3.00000000e+00    2.25725852e+00    2.25725678e+00    1.48548116e-02    1.48548645e-02    7.72583273e-01    7.72586624e-01
185      8.02958400e-05    3.00000000e+00    2.25653536e+00    2.25653563e+00    1.48692215e-02    1.48692874e-02    7.73581604e-01    7.73584936e-01
