Index    TIME    V(DRAIN)quad_pce_mean    V(DRAIN)quad_pce_meanPlus    V(DRAIN)quad_pce_meanMinus    V(DRAIN)quad_pce_stddev    V(DRAIN)quad_pce_variance    
235   1.45107700e-06   8.58301900e-01   1.13149900e+00   5.85104700e-01   2.73197200e-01   7.46367100e-02   
236   1.45133700e-06   8.49384400e-01   1.13040800e+00   5.68360600e-01   2.81023800e-01   7.89743600e-02   
237   1.45185700e-06   8.30675000e-01   1.12743700e+00   5.33913000e-01   2.96762000e-01   8.80676800e-02   
238   1.45237700e-06   8.11925000e-01   1.12130000e+00   5.02550200e-01   3.09374700e-01   9.57127300e-02   
239   1.45283300e-06   7.94806000e-01   1.11432500e+00   4.75287200e-01   3.19518800e-01   1.02092200e-01   
240   1.45328900e-06   7.75913100e-01   1.10789100e+00   4.43934900e-01   3.31978100e-01   1.10209500e-01   
241   1.45374500e-06   7.55667200e-01   1.10171600e+00   4.09618900e-01   3.46048300e-01   1.19749500e-01   
242   1.45420200e-06   7.35055500e-01   1.09530800e+00   3.74803300e-01   3.60252200e-01   1.29781700e-01   
243   1.45465800e-06   7.14019500e-01   1.08931800e+00   3.38720700e-01   3.75298800e-01   1.40849200e-01   
244   1.45511400e-06   6.92037100e-01   1.08423900e+00   2.99834800e-01   3.92202200e-01   1.53822600e-01   
245   1.45557000e-06   6.69365400e-01   1.07961300e+00   2.59117400e-01   4.10248000e-01   1.68303400e-01   
246   1.45602600e-06   6.47654700e-01   1.07438900e+00   2.20919900e-01   4.26734800e-01   1.82102600e-01   
247   1.45643700e-06   6.30952100e-01   1.06772600e+00   1.94178200e-01   4.36774000e-01   1.90771500e-01   
248   1.45680600e-06   6.17959100e-01   1.06009300e+00   1.75825300e-01   4.42133800e-01   1.95482300e-01   
249   1.45717600e-06   6.06430700e-01   1.05116200e+00   1.61699800e-01   4.44730900e-01   1.97785600e-01   
250   1.45754500e-06   5.96140600e-01   1.04118800e+00   1.51093200e-01   4.45047400e-01   1.98067200e-01   
251   1.45791500e-06   5.86485000e-01   1.03063600e+00   1.42333500e-01   4.44151500e-01   1.97270500e-01   
252   1.45828400e-06   5.77316000e-01   1.01953900e+00   1.35093000e-01   4.42223000e-01   1.95561100e-01   
253   1.45865400e-06   5.68266700e-01   1.00781000e+00   1.28723000e-01   4.39543700e-01   1.93198700e-01   
254   1.45902300e-06   5.58836600e-01   9.95370500e-01   1.22302700e-01   4.36533900e-01   1.90561800e-01   
255   1.45939300e-06   5.48691300e-01   9.82216900e-01   1.15165700e-01   4.33525600e-01   1.87944500e-01   
256   1.46013200e-06   5.25829200e-01   9.53937000e-01   9.77213700e-02   4.28107800e-01   1.83276300e-01   
257   1.46087100e-06   4.99331200e-01   9.23672900e-01   7.49893800e-02   4.24341800e-01   1.80065900e-01   
258   1.46161000e-06   4.69086500e-01   8.92348600e-01   4.58244500e-02   4.23262100e-01   1.79150800e-01   
259   1.46234900e-06   4.35109600e-01   8.60896100e-01   9.32317200e-03   4.25786500e-01   1.81294100e-01   
260   1.46308800e-06   3.97557500e-01   8.30122300e-01   -3.50072500e-02   4.32564800e-01   1.87112300e-01   
261   1.46382700e-06   3.57883100e-01   8.01053000e-01   -8.52868900e-02   4.43170000e-01   1.96399600e-01   
262   1.46392100e-06   3.53044900e-01   7.97491300e-01   -9.14016200e-02   4.44446500e-01   1.97532700e-01   
263   1.46411100e-06   3.44425500e-01   7.90700800e-01   -1.01849800e-01   4.46275300e-01   1.99161600e-01   
264   1.46448900e-06   3.33334000e-01   7.78405900e-01   -1.11737900e-01   4.45071900e-01   1.98089000e-01   
265   1.46482900e-06   3.27550800e-01   7.67769900e-01   -1.12668200e-01   4.40219100e-01   1.93792800e-01   
266   1.46516900e-06   3.22265700e-01   7.56393700e-01   -1.11862200e-01   4.34128000e-01   1.88467100e-01   
267   1.46551000e-06   3.16647000e-01   7.44162600e-01   -1.10868700e-01   4.27515600e-01   1.82769600e-01   
268   1.46619000e-06   3.04086000e-01   7.16906300e-01   -1.08734300e-01   4.12820300e-01   1.70420600e-01   
269   1.46687100e-06   2.89556200e-01   6.85660700e-01   -1.06548400e-01   3.96104600e-01   1.56898800e-01   
270   1.46755100e-06   2.72772400e-01   6.50169700e-01   -1.04625000e-01   3.77397400e-01   1.42428800e-01   
271   1.46823200e-06   2.53593400e-01   6.10520800e-01   -1.03333900e-01   3.56927300e-01   1.27397100e-01   
272   1.46891300e-06   2.31949000e-01   5.67058900e-01   -1.03160900e-01   3.35109900e-01   1.12298600e-01   
273   1.46959300e-06   2.07842800e-01   5.20422900e-01   -1.04737300e-01   3.12580100e-01   9.77063200e-02   
274   1.47027400e-06   1.81220000e-01   4.71510100e-01   -1.09070100e-01   2.90290100e-01   8.42683500e-02   
275   1.47095500e-06   1.52194800e-01   4.21831700e-01   -1.17442200e-01   2.69636900e-01   7.27040700e-02   
276   1.47163500e-06   1.21143400e-01   3.73503200e-01   -1.31216300e-01   2.52359800e-01   6.36854400e-02   
277   1.47231600e-06   9.35692000e-02   3.32218800e-01   -1.45080400e-01   2.38649600e-01   5.69536400e-02   
278   1.47241000e-06   9.09296500e-02   3.27497000e-01   -1.45637700e-01   2.36567400e-01   5.59641200e-02   
279   1.47250400e-06   8.85939700e-02   3.22954900e-01   -1.45766900e-01   2.34360900e-01   5.49250400e-02   
280   1.47269200e-06   8.52226400e-02   3.14632900e-01   -1.44187600e-01   2.29410300e-01   5.26290800e-02   
281   1.47288000e-06   8.27513600e-02   3.06683800e-01   -1.41181100e-01   2.23932400e-01   5.01457300e-02   
282   1.47325600e-06   7.82532200e-02   2.90348400e-01   -1.33842000e-01   2.12095200e-01   4.49843700e-02   
283   1.47363300e-06   7.35918600e-02   2.73015600e-01   -1.25831900e-01   1.99423800e-01   3.97698500e-02   
284   1.47438500e-06   6.33597700e-02   2.35096000e-01   -1.08376500e-01   1.71736300e-01   2.94933400e-02   
285   1.47589000e-06   3.96043900e-02   1.46822800e-01   -6.76140500e-02   1.07218400e-01   1.14957900e-02   
286   1.47739400e-06   1.21796900e-02   4.47397200e-02   -2.03803400e-02   3.25600300e-02   1.06015600e-03   
287   1.47804800e-06   3.25342800e-03   1.15254500e-02   -5.01859100e-03   8.27201900e-03   6.84263000e-05   
288   1.47831000e-06   1.46130600e-03   4.87361100e-03   -1.95099900e-03   3.41230500e-03   1.16438300e-05   
289   1.47857200e-06   7.34043000e-04   2.19138400e-03   -7.23298600e-04   1.45734200e-03   2.12384400e-06   
290   1.47883400e-06   4.61415400e-04   1.20318400e-03   -2.80353400e-04   7.41768700e-04   5.50220900e-07   
291   1.47909600e-06   3.18531400e-04   7.02860500e-04   -6.57977800e-05   3.84329100e-04   1.47708900e-07   
292   1.47962000e-06   2.89768000e-04   6.29825600e-04   -5.02896000e-05   3.40057600e-04   1.15639200e-07   
293   1.48066700e-06   2.43990700e-04   5.16873200e-04   -2.88916700e-05   2.72882400e-04   7.44648100e-08   
294   1.48171500e-06   2.07231400e-04   4.27236900e-04   -1.27740400e-05   2.20005400e-04   4.84024000e-08   
295   1.48381000e-06   1.54684400e-04   3.02404900e-04   6.96402600e-06   1.47720400e-04   2.18213200e-08   
296   1.48799900e-06   9.59333200e-05   1.68748000e-04   2.31186100e-05   7.28147100e-05   5.30198200e-09   
297   1.49637900e-06   5.13338400e-05   7.56842200e-05   2.69834600e-05   2.43503800e-05   5.92940900e-10   
298   1.50000000e-06   4.27498600e-05   5.95419500e-05   2.59577700e-05   1.67920900e-05   2.81974300e-10   
End of Xyce(TM) Simulation
