Index        TIME             V(4)             V(6)             V(11)
0       1.00000000e-02   -2.44929741e-16  8.44380856e-02   6.56960436e-02   
1       1.00090210e-02   5.66505628e-03   -4.58776296e-02  -5.88254954e-02  
2       1.00270631e-02   1.69224457e-02   -3.05345341e-01  -3.06717603e-01  
3       1.00380010e-02   2.36505229e-02   -4.60981195e-01  -4.55370253e-01  
4       1.00489389e-02   3.02669405e-02   -6.14346712e-01  -6.01812935e-01  
5       1.00578868e-02   3.55747243e-02   -7.37724954e-01  -7.19584678e-01  
6       1.00659360e-02   4.02538477e-02   -8.46719396e-01  -8.23593277e-01  
7       1.00731542e-02   4.43626908e-02   -9.42629275e-01  -9.15086451e-01  
8       1.00803724e-02   4.83802988e-02   -1.03656093e+00  -1.00466240e+00  
9       1.00866973e-02   5.18191809e-02   -1.11715659e+00  -1.08149436e+00  
10      1.00930222e-02   5.51762355e-02   -1.19595453e+00  -1.15658663e+00  
11      1.00993471e-02   5.84461613e-02   -1.27284821e+00  -1.22983719e+00  
12      1.01050014e-02   6.12913895e-02   -1.33992764e+00  -1.29371487e+00  
13      1.01106556e-02   6.40592670e-02   -1.40529002e+00  -1.35593461e+00  
14      1.01163099e-02   6.67463007e-02   -1.46886601e+00  -1.41643065e+00  
15      1.01219641e-02   6.93490995e-02   -1.53058104e+00  -1.47513248e+00  
16      1.01276184e-02   7.18643787e-02   -1.59035940e+00  -1.53196873e+00  
17      1.01326386e-02   7.40216761e-02   -1.64179934e+00  -1.58085732e+00  
18      1.01376587e-02   7.61053325e-02   -1.69157815e+00  -1.62814891e+00  
19      1.01426789e-02   7.81132750e-02   -1.73965822e+00  -1.67380867e+00  
20      1.01476991e-02   8.00435059e-02   -1.78599685e+00  -1.71779712e+00  
21      1.01527192e-02   8.18941050e-02   -1.83054974e+00  -1.76007339e+00  
22      1.01577394e-02   8.36632312e-02   -1.87327272e+00  -1.80059690e+00  
23      1.01627596e-02   8.53491244e-02   -1.91412259e+00  -1.83932808e+00  
24      1.01677798e-02   8.69501075e-02   -1.95305753e+00  -1.87622885e+00  
25      1.01722711e-02   8.83091788e-02   -1.98628283e+00  -1.90770645e+00  
26      1.01767625e-02   8.95979278e-02   -2.01789297e+00  -1.93764337e+00  
27      1.01812538e-02   9.08153284e-02   -2.04787267e+00  -1.96602646e+00  
28      1.01857452e-02   9.19604109e-02   -2.07620243e+00  -1.99283854e+00  
29      1.01902366e-02   9.30322637e-02   -2.10286119e+00  -2.01806101e+00  
30      1.01947279e-02   9.40300331e-02   -2.12782780e+00  -2.04167518e+00  
31      1.01992193e-02   9.49529246e-02   -2.15108174e+00  -2.06366294e+00  
32      1.02037107e-02   9.58002033e-02   -2.17260348e+00  -2.08400711e+00  
33      1.02082020e-02   9.65711945e-02   -2.19237474e+00  -2.10269166e+00  
34      1.02126934e-02   9.72652843e-02   -2.21037854e+00  -2.11970172e+00  
35      1.02171847e-02   9.78819199e-02   -2.22659933e+00  -2.13502374e+00  
36      1.02216761e-02   9.84206102e-02   -2.24102303e+00  -2.14864546e+00  
37      1.02261675e-02   9.88809264e-02   -2.25363703e+00  -2.16055593e+00  
38      1.02306588e-02   9.92625018e-02   -2.26443027e+00  -2.17074557e+00  
39      1.02351502e-02   9.95650326e-02   -2.27339322e+00  -2.17920614e+00  
40      1.02396415e-02   9.97882779e-02   -2.28051791e+00  -2.18593075e+00  
41      1.02441329e-02   9.99320599e-02   -2.28579798e+00  -2.19091390e+00  
42      1.02486243e-02   9.99962641e-02   -2.28922865e+00  -2.19415146e+00  
43      1.02531156e-02   9.99808394e-02   -2.29080672e+00  -2.19564069e+00  
44      1.02576070e-02   9.98857981e-02   -2.29053065e+00  -2.19538022e+00  
45      1.02620984e-02   9.97112159e-02   -2.28840047e+00  -2.19337009e+00  
46      1.02665897e-02   9.94572317e-02   -2.28441788e+00  -2.18961171e+00  
47      1.02710811e-02   9.91240478e-02   -2.27858615e+00  -2.18410791e+00  
48      1.02755724e-02   9.87119297e-02   -2.27091019e+00  -2.17686288e+00  
49      1.02800638e-02   9.82212053e-02   -2.26139651e+00  -2.16788222e+00  
50      1.02845552e-02   9.76522655e-02   -2.25005323e+00  -2.15717292e+00  
51      1.02890465e-02   9.70055634e-02   -2.23689004e+00  -2.14474334e+00  
52      1.02935379e-02   9.62816140e-02   -2.22191821e+00  -2.13060323e+00  
53      1.02980293e-02   9.54809936e-02   -2.20515057e+00  -2.11476371e+00  
54      1.03025206e-02   9.46043400e-02   -2.18660147e+00  -2.09723727e+00  
55      1.03070120e-02   9.36523511e-02   -2.16628678e+00  -2.07803776e+00  
56      1.03115033e-02   9.26257851e-02   -2.14422385e+00  -2.05718036e+00  
