Index           TIME                  V(4)
0       0.0000000000000e+00   1.0000000000000e+01   
1       2.5000000000000e-09   1.0000000000000e+01   
2       7.5000000000000e-09   1.0000000000000e+01   
3       1.7500000000000e-08   1.0000000000000e+01   
4       1.8750000000000e-08   1.0000000000000e+01   
5       1.8750182236287e-08   1.0009700971197e+01   
6       1.8750364472575e-08   1.0019404713785e+01   
7       1.8750546708862e-08   1.0029108456374e+01   
8       1.8750728945149e-08   1.0038812198962e+01   
9       1.8750911181437e-08   1.0048515941551e+01   
10      1.8751093417724e-08   1.0058219684139e+01   
11      1.8751275654011e-08   1.0067923426728e+01   
12      1.8751457890299e-08   1.0077627169316e+01   
13      1.8751822362873e-08   1.0097034654493e+01   
14      1.8752551308023e-08   1.0135849624847e+01   
15      1.8754009198321e-08   1.0213479565555e+01   
16      1.8756924978919e-08   1.0368739446971e+01   
17      1.8762756540113e-08   1.0679259209800e+01   
18      1.8765672320710e-08   1.0834519091215e+01   
19      1.8767706691180e-08   1.0942845526408e+01   
20      1.8769144840951e-08   1.1000000000000e+01   
21      1.8770154420513e-08   1.1000000000000e+01   
22      1.8771164000076e-08   1.1000000000000e+01   
23      1.8773183159201e-08   1.1000000000000e+01   
24      1.8777221477451e-08   1.1000000000000e+01   
25      1.8785298113951e-08   1.1000000000000e+01   
26      1.8801451386952e-08   1.1000000000000e+01   
27      1.8833757932952e-08   1.1000000000000e+01   
28      1.8898371024953e-08   1.1000000000000e+01   
29      1.9027597208956e-08   1.1000000000000e+01   
30      1.9286049576960e-08   1.1000000000000e+01   
31      1.9802954312969e-08   1.1000000000000e+01   
32      2.0836763784988e-08   1.1000000000000e+01   
33      2.2904382729024e-08   1.1000000000000e+01   
34      2.7039620617098e-08   1.1000000000000e+01   
35      3.5310096393245e-08   1.1000000000000e+01   
36      3.6343905865263e-08   1.1000000000000e+01   
37      3.7377715337282e-08   1.1000000000000e+01   
38      3.7453391365663e-08   1.1000000000000e+01   
39      3.7472310372758e-08   1.1000000000000e+01   
40      3.7491229379853e-08   1.1000000000000e+01   
41      3.7495959131627e-08   1.1000000000000e+01   
42      3.7500688883401e-08   1.1036659584889e+01   
43      3.7502376284467e-08   1.1126510543869e+01   
44      3.7503811016975e-08   1.1202907373513e+01   
45      3.7506680481992e-08   1.1355701032800e+01   
46      3.7512419412027e-08   1.1661288351372e+01   
47      3.7516526287261e-08   1.1879971796401e+01   
48      3.7519419760543e-08   1.2000000000000e+01   
49      3.7521392244973e-08   1.2000000000000e+01   
50      3.7523364729403e-08   1.2000000000000e+01   
51      3.7527309698263e-08   1.2000000000000e+01   
52      3.7535199635983e-08   1.2000000000000e+01   
53      3.7550979511423e-08   1.2000000000000e+01   
54      3.7582539262302e-08   1.2000000000000e+01   
55      3.7645658764061e-08   1.2000000000000e+01   
56      3.7771897767579e-08   1.2000000000000e+01   
57      3.8024375774614e-08   1.2000000000000e+01   
58      3.8529331788685e-08   1.2000000000000e+01   
59      3.9539243816826e-08   1.2000000000000e+01   
60      4.1559067873109e-08   1.2000000000000e+01   
61      4.5598715985674e-08   1.2000000000000e+01   
62      5.3678012210804e-08   1.2000000000000e+01   
63      5.4846546539051e-08   1.2000000000000e+01   
64      5.6015080867298e-08   1.2000000000000e+01   
65      5.6184089706465e-08   1.2000000000000e+01   
66      5.6226341916256e-08   1.2000000000000e+01   
67      5.6236904968704e-08   1.2000000000000e+01   
68      5.6247468021152e-08   1.2000000000000e+01   
69      5.6252749547376e-08   1.2146333434923e+01   
70      5.6256743145850e-08   1.2358985094943e+01   
71      5.6260037026213e-08   1.2534378072340e+01   
72      5.6266624786938e-08   1.2885164027131e+01   
73      5.6270827126642e-08   1.3000000000000e+01   
74      5.6275029466346e-08   1.3000000000000e+01   
75      5.6278593833752e-08   1.3000000000000e+01   
76      5.6285722568565e-08   1.3000000000000e+01   
77      5.6299980038189e-08   1.3000000000000e+01   
78      5.6328494977437e-08   1.3000000000000e+01   
79      5.6385524855934e-08   1.3000000000000e+01   
80      5.6499584612928e-08   1.3000000000000e+01   
81      5.6727704126915e-08   1.3000000000000e+01   
82      5.7183943154889e-08   1.3000000000000e+01   
83      5.8096421210838e-08   1.3000000000000e+01   
84      5.9921377322737e-08   1.3000000000000e+01   
85      6.3571289546533e-08   1.3000000000000e+01   
86      7.0871113994125e-08   1.3000000000000e+01   
87      7.4521026217921e-08   1.3000000000000e+01   
88      7.4858555100272e-08   1.3000000000000e+01   
89      7.4955576801016e-08   1.3000000000000e+01   
90      7.4983465408206e-08   1.3000000000000e+01   
91      7.4993776845788e-08   1.3000000000000e+01   
92      7.5000131889978e-08   1.3006845525491e+01   
93      7.5003307817768e-08   1.3175957738864e+01   
94      7.5006483745558e-08   1.3345069952235e+01   
95      7.5009659673349e-08   1.3514182165604e+01   
96      7.5016011528929e-08   1.3852406592335e+01   
97      7.5020910572337e-08   1.4000000000000e+01   
98      7.5025809615744e-08   1.4000000000000e+01   
99      7.5030012879299e-08   1.4000000000000e+01   
100     7.5038419406409e-08   1.4000000000000e+01   
101     7.5055232460629e-08   1.4000000000000e+01   
