Index       TIME              V(N1)           V(N1,N2)          V(N1,N3)      I(YMEMRISTOR!MR1)     I(RPTG2)      N(YMEMRISTOR!MR1_X)       V(N4)      
16       1.03448527e-08    9.54112622e-02    9.11499856e-02    9.11499856e-02    8.52255316e-05    8.52255316e-05    1.10000000e-01    1.10000000e-01
17       2.05859558e-08    9.54112622e-02    9.11499856e-02    9.11499856e-02    8.52255316e-05    8.52255316e-05    1.10000000e-01    1.10000000e-01
18       4.10681618e-08    9.54112622e-02    9.11499856e-02    9.11499856e-02    8.52255316e-05    8.52255316e-05    1.10000000e-01    1.10000000e-01
19       8.20325738e-08    9.54112622e-02    9.11499856e-02    9.11499856e-02    8.52255316e-05    8.52255316e-05    1.10000000e-01    1.10000000e-01
20       1.63961398e-07    9.54112622e-02    9.11499856e-02    9.11499856e-02    8.52255316e-05    8.52255316e-05    1.10000000e-01    1.10000000e-01
21       3.27819046e-07    9.54112622e-02    9.11499856e-02    9.11499856e-02    8.52255316e-05    8.52255316e-05    1.10000000e-01    1.10000000e-01
22       6.55534343e-07    9.54112622e-02    9.11499856e-02    9.11499856e-02    8.52255316e-05    8.52255316e-05    1.10000000e-01    1.10000000e-01
23       1.31096494e-06    9.54112622e-02    9.11499856e-02    9.11499856e-02    8.52255316e-05    8.52255316e-05    1.10000000e-01    1.10000000e-01
24       2.62182612e-06    9.54112622e-02    9.11499856e-02    9.11499856e-02    8.52255316e-05    8.52255316e-05    1.10000000e-01    1.10000000e-01
25       5.24354849e-06    9.54112622e-02    9.11499856e-02    9.11499856e-02    8.52255316e-05    8.52255316e-05    1.10000000e-01    1.10000000e-01
26       1.04869932e-05    9.54112622e-02    9.11499856e-02    9.11499856e-02    8.52255316e-05    8.52255316e-05    1.10000000e-01    1.10000000e-01
27       2.09738827e-05    9.54112622e-02    9.11499856e-02    9.11499856e-02    8.52255316e-05    8.52255316e-05    1.10000000e-01    1.10000000e-01
28       4.19476617e-05    9.54112622e-02    9.11499856e-02    9.11499856e-02    8.52255316e-05    8.52255316e-05    1.10000000e-01    1.10000000e-01
29       8.00000000e-05    9.54112622e-02    9.11499856e-02    9.11499856e-02    8.52255316e-05    8.52255316e-05    1.10000000e-01    1.10000000e-01
30       8.41947558e-05    9.54112622e-02    9.11499856e-02    9.11499856e-02    8.52255316e-05    8.52255316e-05    1.10000000e-01    1.10000000e-01
31       9.25842674e-05    9.54112622e-02    9.11499856e-02    9.11499856e-02    8.52255316e-05    8.52255316e-05    1.10000000e-01    1.10000000e-01
32       1.09363291e-04    9.54112622e-02    9.11499856e-02    9.11499856e-02    8.52255316e-05    8.52255316e-05    1.10000000e-01    1.10000000e-01
33       1.42921337e-04    9.54112622e-02    9.11499856e-02    9.11499856e-02    8.52255316e-05    8.52255316e-05    1.10000000e-01    1.10000000e-01
34       1.60000000e-04    9.54112622e-02    9.11499856e-02    9.11499856e-02    8.52255316e-05    8.52255316e-05    1.10000000e-01    1.10000000e-01
35       1.60000006e-04    9.59856673e-02    9.16987363e-02    9.16987363e-02    8.57386189e-05    8.57386189e-05    1.10000000e-01    1.10000000e-01
36       1.60000019e-04    9.71344775e-02    9.27962378e-02    9.27962378e-02    8.67647936e-05    8.67647936e-05    1.10000000e-01    1.10000000e-01
37       1.60000044e-04    9.94320978e-02    9.49912406e-02    9.49912406e-02    8.88171439e-05    8.88171439e-05    1.10000000e-01    1.10000000e-01
38       1.60000094e-04    1.04027338e-01    9.93812461e-02    9.93812461e-02    9.29218475e-05    9.29218475e-05    1.10000000e-01    1.10000000e-01
39       1.60000194e-04    1.13217820e-01    1.08161256e-01    1.08161256e-01    1.01131268e-04    1.01131268e-04    1.10000000e-01    1.10000000e-01
40       1.60000394e-04    1.31598782e-01    1.25721274e-01    1.25721274e-01    1.17550165e-04    1.17550165e-04    1.10000000e-01    1.10000000e-01
41       1.60000794e-04    1.68360708e-01    1.60841296e-01    1.60841296e-01    1.50388234e-04    1.50388234e-04    1.10000001e-01    1.10000001e-01
42       1.60001000e-04    1.87316075e-01    1.78950049e-01    1.78950048e-01    1.67320545e-04    1.67320543e-04    1.10000010e-01    1.10000010e-01
43       1.60001080e-04    1.87316075e-01    1.78950049e-01    1.78950048e-01    1.67320555e-04    1.67320554e-04    1.10000018e-01    1.10000018e-01
44       1.60001240e-04    1.87316075e-01    1.78950047e-01    1.78950047e-01    1.67320575e-04    1.67320575e-04    1.10000032e-01    1.10000032e-01
45       1.60001560e-04    1.87316075e-01    1.78950045e-01    1.78950045e-01    1.67320617e-04    1.67320617e-04    1.10000061e-01    1.10000061e-01
46       1.60002200e-04    1.87316075e-01    1.78950040e-01    1.78950040e-01    1.67320700e-04    1.67320700e-04    1.10000118e-01    1.10000118e-01
47       1.60003480e-04    1.87316075e-01    1.78950032e-01    1.78950032e-01    1.67320867e-04    1.67320867e-04    1.10000233e-01    1.10000233e-01
48       1.60006040e-04    1.87316075e-01    1.78950015e-01    1.78950015e-01    1.67321201e-04    1.67321201e-04    1.10000463e-01    1.10000463e-01
49       1.60011160e-04    1.87316075e-01    1.78949982e-01    1.78949982e-01    1.67321869e-04    1.67321869e-04    1.10000923e-01    1.10000923e-01
50       1.60021400e-04    1.87316075e-01    1.78949915e-01    1.78949915e-01    1.67323206e-04    1.67323206e-04    1.10001842e-01    1.10001842e-01
51       1.60041880e-04    1.87316075e-01    1.78949781e-01    1.78949781e-01    1.67325878e-04    1.67325878e-04    1.10003681e-01    1.10003681e-01
52       1.60082840e-04    1.87316075e-01    1.78949514e-01    1.78949514e-01    1.67331223e-04    1.67331223e-04    1.10007360e-01    1.10007360e-01
53       1.60164760e-04    1.87316075e-01    1.78948980e-01    1.78948980e-01    1.67341912e-04    1.67341912e-04    1.10014716e-01    1.10014716e-01
54       1.60328600e-04    1.87316075e-01    1.78947911e-01    1.78947911e-01    1.67363290e-04    1.67363290e-04    1.10029427e-01    1.10029427e-01
55       1.60656280e-04    1.87316075e-01    1.78945773e-01    1.78945773e-01    1.67406042e-04    1.67406042e-04    1.10058848e-01    1.10058848e-01
56       1.61311640e-04    1.87316075e-01    1.78941498e-01    1.78941499e-01    1.67491527e-04    1.67491527e-04    1.10117680e-01    1.10117680e-01
57       1.62622360e-04    1.87316075e-01    1.78932952e-01    1.78932954e-01    1.67662425e-04    1.67662428e-04    1.10235303e-01    1.10235303e-01
58       1.65243800e-04    1.87316075e-01    1.78915869e-01    1.78915878e-01    1.68003937e-04    1.68003946e-04    1.10470388e-01    1.10470388e-01
59       1.70486680e-04    1.87316075e-01    1.78881745e-01    1.78881783e-01    1.68685819e-04    1.68685855e-04    1.10939916e-01    1.10939917e-01
60       1.80972440e-04    1.87316075e-01    1.78813668e-01    1.78813816e-01    1.70045031e-04    1.70045179e-04    1.11876410e-01    1.11876415e-01
61       2.01943960e-04    1.87316075e-01    1.78678191e-01    1.78678776e-01    1.72745352e-04    1.72745982e-04    1.13739187e-01    1.13739229e-01
62       2.40000000e-04    1.87316075e-01    1.78434779e-01    1.78436724e-01    1.77584670e-04    1.77587020e-04    1.17085005e-01    1.17085278e-01
63       2.40000025e-04    1.89441595e-01    1.80461505e-01    1.80461485e-01    1.79601799e-04    1.79602197e-04    1.17085008e-01    1.17085280e-01
64       2.40000044e-04    1.91066835e-01    1.82009702e-01    1.82009681e-01    1.81142666e-04    1.81143067e-04    1.17085010e-01    1.17085282e-01
65       2.40000082e-04    1.94317315e-01    1.85106095e-01    1.85106074e-01    1.84224402e-04    1.84224810e-04    1.17085014e-01    1.17085286e-01
66       2.40000159e-04    2.00818274e-01    1.91298880e-01    1.91298859e-01    1.90387892e-04    1.90388314e-04    1.17085024e-01    1.17085297e-01
67       2.40000312e-04    2.13820194e-01    2.03684447e-01    2.03684425e-01    2.02714939e-04    2.02715387e-04    1.17085052e-01    1.17085324e-01
68       2.40000618e-04    2.39824033e-01    2.28455569e-01    2.28455542e-01    2.27369328e-04    2.27369830e-04    1.17085135e-01    1.17085407e-01
69       2.40001000e-04    2.72336855e-01    2.59427082e-01    2.59427049e-01    2.58195554e-04    2.58196121e-04    1.17085292e-01    1.17085564e-01
70       2.40001061e-04    2.72336855e-01    2.59427081e-01    2.59427046e-01    2.58195619e-04    2.58196185e-04    1.17085322e-01    1.17085594e-01
71       2.40001184e-04    2.72336855e-01    2.59427069e-01    2.59427040e-01    2.58195739e-04    2.58196311e-04    1.17085382e-01    1.17085654e-01
72       2.40001428e-04    2.72336855e-01    2.59427056e-01    2.59427027e-01    2.58195991e-04    2.58196563e-04    1.17085502e-01    1.17085774e-01
73       2.40001918e-04    2.72336855e-01    2.59427031e-01    2.59427002e-01    2.58196495e-04    2.58197067e-04    1.17085742e-01    1.17086015e-01
74       2.40002896e-04    2.72336855e-01    2.59426980e-01    2.59426952e-01    2.58197504e-04    2.58198076e-04    1.17086223e-01    1.17086495e-01
75       2.40004854e-04    2.72336855e-01    2.59426879e-01    2.59426851e-01    2.58199522e-04    2.58200094e-04    1.17087183e-01    1.17087455e-01
76       2.40008769e-04    2.72336855e-01    2.59426678e-01    2.59426649e-01    2.58203557e-04    2.58204129e-04    1.17089104e-01    1.17089376e-01
77       2.40016598e-04    2.72336855e-01    2.59426274e-01    2.59426245e-01    2.58211628e-04    2.58212200e-04    1.17092946e-01    1.17093219e-01
78       2.40032258e-04    2.72336855e-01    2.59425467e-01    2.59425438e-01    2.58227770e-04    2.58228342e-04    1.17100630e-01    1.17100903e-01
79       2.40063577e-04    2.72336855e-01    2.59423853e-01    2.59423824e-01    2.58260052e-04    2.58260625e-04    1.17115999e-01    1.17116271e-01
