Index       V(2)              V(1)             I(VDS)           N(M1:GM)     
139     -3.40000000e+00   -5.00000000e-01    1.83510676e-05    2.51595574e-04
140     -3.45000000e+00   -5.00000000e-01    1.92540205e-05    2.60086452e-04
141     -3.50000000e+00   -5.00000000e-01    2.01874550e-05    2.68646949e-04
142      0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00
143     -5.00000000e-02   -1.00000000e+00    3.12664419e-05    8.23093017e-05
144     -1.00000000e-01   -1.00000000e+00    5.82124237e-05    1.62619226e-04
145     -1.50000000e-01   -1.00000000e+00    8.09564640e-05    2.40897310e-04
146     -2.00000000e-01   -1.00000000e+00    9.96286595e-05    3.16923602e-04
147     -2.50000000e-01   -1.00000000e+00    1.14394799e-04    3.89926878e-04
148     -3.00000000e-01   -1.00000000e+00    1.25522347e-04    4.57570821e-04
149     -3.50000000e-01   -1.00000000e+00    1.33527093e-04    5.14441275e-04
150     -4.00000000e-01   -1.00000000e+00    1.39296964e-04    5.54649424e-04
151     -4.50000000e-01   -1.00000000e+00    1.43826375e-04    5.79807748e-04
152     -5.00000000e-01   -1.00000000e+00    1.47773950e-04    5.96540351e-04
153     -5.50000000e-01   -1.00000000e+00    1.51442813e-04    6.09367832e-04
154     -6.00000000e-01   -1.00000000e+00    1.54959731e-04    6.20274547e-04
155     -6.50000000e-01   -1.00000000e+00    1.58382538e-04    6.30082852e-04
156     -7.00000000e-01   -1.00000000e+00    1.61741742e-04    6.39167812e-04
157     -7.50000000e-01   -1.00000000e+00    1.65055773e-04    6.47725523e-04
158     -8.00000000e-01   -1.00000000e+00    1.68336986e-04    6.55872691e-04
159     -8.50000000e-01   -1.00000000e+00    1.71594300e-04    6.63686492e-04
160     -9.00000000e-01   -1.00000000e+00    1.74834487e-04    6.71222160e-04
161     -9.50000000e-01   -1.00000000e+00    1.78062879e-04    6.78521584e-04
162     -1.00000000e+00   -1.00000000e+00    1.81283779e-04    6.85617927e-04
163     -1.05000000e+00   -1.00000000e+00    1.84500730e-04    6.92538352e-04
164     -1.10000000e+00   -1.00000000e+00    1.87716695e-04    6.99305752e-04
165     -1.15000000e+00   -1.00000000e+00    1.90934179e-04    7.05939958e-04
166     -1.20000000e+00   -1.00000000e+00    1.94155329e-04    7.12458622e-04
167     -1.25000000e+00   -1.00000000e+00    1.97382001e-04    7.18877924e-04
168     -1.30000000e+00   -1.00000000e+00    2.00615816e-04    7.25213148e-04
169     -1.35000000e+00   -1.00000000e+00    2.03858208e-04    7.31479144e-04
170     -1.40000000e+00   -1.00000000e+00    2.07110457e-04    7.37690653e-04
171     -1.45000000e+00   -1.00000000e+00    2.10373722e-04    7.43862376e-04
172     -1.50000000e+00   -1.00000000e+00    2.13649061e-04    7.50008607e-04
173     -1.55000000e+00   -1.00000000e+00    2.16937455e-04    7.56142180e-04
174     -1.60000000e+00   -1.00000000e+00    2.20239811e-04    7.62272562e-04
175     -1.65000000e+00   -1.00000000e+00    2.23556964e-04    7.68403288e-04
176     -1.70000000e+00   -1.00000000e+00    2.26889671e-04    7.74529711e-04
177     -1.75000000e+00   -1.00000000e+00    2.30238585e-04    7.80638633e-04
178     -1.80000000e+00   -1.00000000e+00    2.33604248e-04    7.86711031e-04
179     -1.85000000e+00   -1.00000000e+00    2.36987082e-04    7.92727175e-04
180     -1.90000000e+00   -1.00000000e+00    2.40387406e-04    7.98671684e-04
181     -1.95000000e+00   -1.00000000e+00    2.43805453e-04    8.04536165e-04
182     -2.00000000e+00   -1.00000000e+00    2.47241404e-04    8.10319012e-04
183     -2.05000000e+00   -1.00000000e+00    2.50695407e-04    8.16023493e-04
184     -2.10000000e+00   -1.00000000e+00    2.54167592e-04    8.21655544e-04
185     -2.15000000e+00   -1.00000000e+00    2.57658082e-04    8.27222050e-04
186     -2.20000000e+00   -1.00000000e+00    2.61166995e-04    8.32729792e-04
187     -2.25000000e+00   -1.00000000e+00    2.64694449e-04    8.38184934e-04
188     -2.30000000e+00   -1.00000000e+00    2.68240556e-04    8.43592836e-04
189     -2.35000000e+00   -1.00000000e+00    2.71805427e-04    8.48958061e-04
190     -2.40000000e+00   -1.00000000e+00    2.75389167e-04    8.54284449e-04
191     -2.45000000e+00   -1.00000000e+00    2.78991880e-04    8.59575227e-04
192     -2.50000000e+00   -1.00000000e+00    2.82613663e-04    8.64833109e-04
193     -2.55000000e+00   -1.00000000e+00    2.86254607e-04    8.70060394e-04
194     -2.60000000e+00   -1.00000000e+00    2.89914800e-04    8.75259036e-04
195     -2.65000000e+00   -1.00000000e+00    2.93594324e-04    8.80430716e-04
196     -2.70000000e+00   -1.00000000e+00    2.97293257e-04    8.85576884e-04
197     -2.75000000e+00   -1.00000000e+00    3.01011671e-04    8.90698807e-04
198     -2.80000000e+00   -1.00000000e+00    3.04749634e-04    8.95797596e-04
199     -2.85000000e+00   -1.00000000e+00    3.08507209e-04    9.00874235e-04
200     -2.90000000e+00   -1.00000000e+00    3.12284455e-04    9.05929598e-04
201     -2.95000000e+00   -1.00000000e+00    3.16081427e-04    9.10964471e-04
202     -3.00000000e+00   -1.00000000e+00    3.19898176e-04    9.15979559e-04
203     -3.05000000e+00   -1.00000000e+00    3.23734751e-04    9.20975502e-04
204     -3.10000000e+00   -1.00000000e+00    3.27591196e-04    9.25952883e-04
205     -3.15000000e+00   -1.00000000e+00    3.31467552e-04    9.30912232e-04
206     -3.20000000e+00   -1.00000000e+00    3.35363856e-04    9.35854038e-04
207     -3.25000000e+00   -1.00000000e+00    3.39280145e-04    9.40778747e-04
208     -3.30000000e+00   -1.00000000e+00    3.43216452e-04    9.45686773e-04
209     -3.35000000e+00   -1.00000000e+00    3.47172805e-04    9.50578500e-04
210     -3.40000000e+00   -1.00000000e+00    3.51149235e-04    9.55454281e-04
211     -3.45000000e+00   -1.00000000e+00    3.55145766e-04    9.60314448e-04
212     -3.50000000e+00   -1.00000000e+00    3.59162421e-04    9.65159308e-04
213      0.00000000e+00   -1.50000000e+00    0.00000000e+00    0.00000000e+00
214     -5.00000000e-02   -1.50000000e+00    6.81939051e-05    6.68516769e-05
215     -1.00000000e-01   -1.50000000e+00    1.31592286e-04    1.33275935e-04
216     -1.50000000e-01   -1.50000000e+00    1.90310107e-04    1.99261900e-04
217     -2.00000000e-01   -1.50000000e+00    2.44459181e-04    2.64797827e-04
218     -2.50000000e-01   -1.50000000e+00    2.94148439e-04    3.29869719e-04
219     -3.00000000e-01   -1.50000000e+00    3.39484445e-04    3.94458621e-04
220     -3.50000000e-01   -1.50000000e+00    3.80572223e-04    4.58535614e-04
221     -4.00000000e-01   -1.50000000e+00    4.17516658e-04    5.22051836e-04
222     -4.50000000e-01   -1.50000000e+00    4.50425061e-04    5.84917563e-04
223     -5.00000000e-01   -1.50000000e+00    4.79412157e-04    6.46956736e-04
224     -5.50000000e-01   -1.50000000e+00    5.04610298e-04    7.07807073e-04
225     -6.00000000e-01   -1.50000000e+00    5.26190530e-04    7.66711549e-04
226     -6.50000000e-01   -1.50000000e+00    5.44403212e-04    8.22168613e-04
227     -7.00000000e-01   -1.50000000e+00    5.59638976e-04    8.71712517e-04
228     -7.50000000e-01   -1.50000000e+00    5.72465303e-04    9.12765817e-04
229     -8.00000000e-01   -1.50000000e+00    5.83545655e-04    9.44685936e-04
230     -8.50000000e-01   -1.50000000e+00    5.93460604e-04    9.69273193e-04
231     -9.00000000e-01   -1.50000000e+00    6.02605389e-04    9.88971875e-04
232     -9.50000000e-01   -1.50000000e+00    6.11215338e-04    1.00556237e-03
233     -1.00000000e+00   -1.50000000e+00    6.19428724e-04    1.02008799e-03
234     -1.05000000e+00   -1.50000000e+00    6.27331687e-04    1.03313898e-03
235     -1.10000000e+00   -1.50000000e+00    6.34982285e-04    1.04506628e-03
236     -1.15000000e+00   -1.50000000e+00    6.42422497e-04    1.05609532e-03
237     -1.20000000e+00   -1.50000000e+00    6.49684345e-04    1.06638215e-03
238     -1.25000000e+00   -1.50000000e+00    6.56793210e-04    1.07604152e-03
239     -1.30000000e+00   -1.50000000e+00    6.63769763e-04    1.08516178e-03
240     -1.35000000e+00   -1.50000000e+00    6.70631177e-04    1.09381321e-03
241     -1.40000000e+00   -1.50000000e+00    6.77391923e-04    1.10205311e-03
242     -1.45000000e+00   -1.50000000e+00    6.84064338e-04    1.10992902e-03
243     -1.50000000e+00   -1.50000000e+00    6.90659035e-04    1.11748095e-03
244     -1.55000000e+00   -1.50000000e+00    6.97185209e-04    1.12474292e-03
245     -1.60000000e+00   -1.50000000e+00    7.03650882e-04    1.13174412e-03
246     -1.65000000e+00   -1.50000000e+00    7.10063089e-04    1.13850979e-03
247     -1.70000000e+00   -1.50000000e+00    7.16428030e-04    1.14506189e-03
248     -1.75000000e+00   -1.50000000e+00    7.22751192e-04    1.15141960e-03
249     -1.80000000e+00   -1.50000000e+00    7.29037454e-04    1.15759982e-03
250     -1.85000000e+00   -1.50000000e+00    7.35291166e-04    1.16361746e-03
251     -1.90000000e+00   -1.50000000e+00    7.41516223e-04    1.16948572e-03
252     -1.95000000e+00   -1.50000000e+00    7.47716122e-04    1.17521638e-03
253     -2.00000000e+00   -1.50000000e+00    7.53894010e-04    1.18081993e-03
254     -2.05000000e+00   -1.50000000e+00    7.60052731e-04    1.18630580e-03
255     -2.10000000e+00   -1.50000000e+00    7.66194860e-04    1.19168244e-03
256     -2.15000000e+00   -1.50000000e+00    7.72322732e-04    1.19695748e-03
257     -2.20000000e+00   -1.50000000e+00    7.78438472e-04    1.20213780e-03
258     -2.25000000e+00   -1.50000000e+00    7.84544018e-04    1.20722964e-03
259     -2.30000000e+00   -1.50000000e+00    7.90641138e-04    1.21223868e-03
260     -2.35000000e+00   -1.50000000e+00    7.96731453e-04    1.21717008e-03
261     -2.40000000e+00   -1.50000000e+00    8.02816449e-04    1.22202853e-03
262     -2.45000000e+00   -1.50000000e+00    8.08897489e-04    1.22681835e-03
263     -2.50000000e+00   -1.50000000e+00    8.14975829e-04    1.23154347e-03
264     -2.55000000e+00   -1.50000000e+00    8.21052628e-04    1.23620752e-03
265     -2.60000000e+00   -1.50000000e+00    8.27128954e-04    1.24081381e-03
266     -2.65000000e+00   -1.50000000e+00    8.33205795e-04    1.24536540e-03
267     -2.70000000e+00   -1.50000000e+00    8.39284065e-04    1.24986513e-03
268     -2.75000000e+00   -1.50000000e+00    8.45364614e-04    1.25431561e-03
269     -2.80000000e+00   -1.50000000e+00    8.51448229e-04    1.25871924e-03
270     -2.85000000e+00   -1.50000000e+00    8.57535641e-04    1.26307826e-03
271     -2.90000000e+00   -1.50000000e+00    8.63627533e-04    1.26739476e-03
272     -2.95000000e+00   -1.50000000e+00    8.69724539e-04    1.27167066e-03
273     -3.00000000e+00   -1.50000000e+00    8.75827251e-04    1.27590776e-03
274     -3.05000000e+00   -1.50000000e+00    8.81936222e-04    1.28010774e-03
275     -3.10000000e+00   -1.50000000e+00    8.88051970e-04    1.28427216e-03
276     -3.15000000e+00   -1.50000000e+00    8.94174978e-04    1.28840247e-03
277     -3.20000000e+00   -1.50000000e+00    9.00305699e-04    1.29250005e-03
278     -3.25000000e+00   -1.50000000e+00    9.06444558e-04    1.29656616e-03
279     -3.30000000e+00   -1.50000000e+00    9.12591955e-04    1.30060202e-03
280     -3.35000000e+00   -1.50000000e+00    9.18748262e-04    1.30460873e-03
281     -3.40000000e+00   -1.50000000e+00    9.24913832e-04    1.30858736e-03
282     -3.45000000e+00   -1.50000000e+00    9.31088997e-04    1.31253890e-03
283     -3.50000000e+00   -1.50000000e+00    9.37274067e-04    1.31646429e-03
284      0.00000000e+00   -2.00000000e+00    0.00000000e+00    0.00000000e+00
285     -5.00000000e-02   -2.00000000e+00    9.87810436e-05    5.59546980e-05
286     -1.00000000e-01   -2.00000000e+00    1.92655349e-04    1.11838562e-04
287     -1.50000000e-01   -2.00000000e+00    2.81730674e-04    1.67635011e-04
288     -2.00000000e-01   -2.00000000e+00    3.66111785e-04    2.23328222e-04
289     -2.50000000e-01   -2.00000000e+00    4.45900550e-04    2.78903111e-04
290     -3.00000000e-01   -2.00000000e+00    5.21196032e-04    3.34345154e-04
291     -3.50000000e-01   -2.00000000e+00    5.92094636e-04    3.89640102e-04
292     -4.00000000e-01   -2.00000000e+00    6.58690275e-04    4.44773618e-04
293     -4.50000000e-01   -2.00000000e+00    7.21074581e-04    4.99730733e-04
294     -5.00000000e-01   -2.00000000e+00    7.79337155e-04    5.54494992e-04
295     -5.50000000e-01   -2.00000000e+00    8.33565914e-04    6.09047045e-04
296     -6.00000000e-01   -2.00000000e+00    8.83847584e-04    6.63362218e-04
297     -6.50000000e-01   -2.00000000e+00    9.30268468e-04    7.17406177e-04
298     -7.00000000e-01   -2.00000000e+00    9.72915702e-04    7.71126936e-04
299     -7.50000000e-01   -2.00000000e+00    1.01187942e-03    8.24439755e-04
300     -8.00000000e-01   -2.00000000e+00    1.04725664e-03    8.77198149e-04
301     -8.50000000e-01   -2.00000000e+00    1.07915833e-03    9.29138938e-04
302     -9.00000000e-01   -2.00000000e+00    1.10772227e-03    9.79785041e-04
303     -9.50000000e-01   -2.00000000e+00    1.13313469e-03    1.02830673e-03
304     -1.00000000e+00   -2.00000000e+00    1.15566013e-03    1.07343558e-03
305     -1.05000000e+00   -2.00000000e+00    1.17566418e-03    1.11370328e-03
306     -1.10000000e+00   -2.00000000e+00    1.19359442e-03    1.14816536e-03
307     -1.15000000e+00   -2.00000000e+00    1.20990584e-03    1.17699769e-03
308     -1.20000000e+00   -2.00000000e+00    1.22498083e-03    1.20121620e-03
309     -1.25000000e+00   -2.00000000e+00    1.23910024e-03    1.22196881e-03
310     -1.30000000e+00   -2.00000000e+00    1.25245933e-03    1.24015094e-03
311     -1.35000000e+00   -2.00000000e+00    1.26519506e-03    1.25637454e-03
312     -1.40000000e+00   -2.00000000e+00    1.27740726e-03    1.27105017e-03
313     -1.45000000e+00   -2.00000000e+00    1.28917197e-03    1.28446236e-03
314     -1.50000000e+00   -2.00000000e+00    1.30054927e-03    1.29681775e-03
315     -1.55000000e+00   -2.00000000e+00    1.31158795e-03    1.30827313e-03
316     -1.60000000e+00   -2.00000000e+00    1.32232852e-03    1.31895175e-03
317     -1.65000000e+00   -2.00000000e+00    1.33280507e-03    1.32895307e-03
318     -1.70000000e+00   -2.00000000e+00    1.34304670e-03    1.33835905e-03
319     -1.75000000e+00   -2.00000000e+00    1.35307840e-03    1.34723819e-03
320     -1.80000000e+00   -2.00000000e+00    1.36292186e-03    1.35564847e-03
321     -1.85000000e+00   -2.00000000e+00    1.37259601e-03    1.36363939e-03
322     -1.90000000e+00   -2.00000000e+00    1.38211744e-03    1.37125357e-03
323     -1.95000000e+00   -2.00000000e+00    1.39150079e-03    1.37852796e-03
324     -2.00000000e+00   -2.00000000e+00    1.40075902e-03    1.38549473e-03
325     -2.05000000e+00   -2.00000000e+00    1.40990364e-03    1.39218209e-03
326     -2.10000000e+00   -2.00000000e+00    1.41894495e-03    1.39861484e-03
327     -2.15000000e+00   -2.00000000e+00    1.42789213e-03    1.40481491e-03
328     -2.20000000e+00   -2.00000000e+00    1.43675346e-03    1.41080176e-03
329     -2.25000000e+00   -2.00000000e+00    1.44553638e-03    1.41659270e-03
330     -2.30000000e+00   -2.00000000e+00    1.45424762e-03    1.42220320e-03
331     -2.35000000e+00   -2.00000000e+00    1.46289327e-03    1.42764710e-03
332     -2.40000000e+00   -2.00000000e+00    1.47147885e-03    1.43293687e-03
333     -2.45000000e+00   -2.00000000e+00    1.48000939e-03    1.43808372e-03
334     -2.50000000e+00   -2.00000000e+00    1.48848949e-03    1.44309779e-03
335     -2.55000000e+00   -2.00000000e+00    1.49692333e-03    1.44798826e-03
336     -2.60000000e+00   -2.00000000e+00    1.50531475e-03    1.45276345e-03
337     -2.65000000e+00   -2.00000000e+00    1.51366728e-03    1.45743095e-03
338     -2.70000000e+00   -2.00000000e+00    1.52198414e-03    1.46199767e-03
339     -2.75000000e+00   -2.00000000e+00    1.53026832e-03    1.46646992e-03
340     -2.80000000e+00   -2.00000000e+00    1.53852256e-03    1.47085349e-03
341     -2.85000000e+00   -2.00000000e+00    1.54674941e-03    1.47515367e-03
342     -2.90000000e+00   -2.00000000e+00    1.55495121e-03    1.47937534e-03
343     -2.95000000e+00   -2.00000000e+00    1.56313013e-03    1.48352297e-03
344     -3.00000000e+00   -2.00000000e+00    1.57128820e-03    1.48760070e-03
345     -3.05000000e+00   -2.00000000e+00    1.57942729e-03    1.49161234e-03
346     -3.10000000e+00   -2.00000000e+00    1.58754914e-03    1.49556142e-03
347     -3.15000000e+00   -2.00000000e+00    1.59565538e-03    1.49945120e-03
348     -3.20000000e+00   -2.00000000e+00    1.60374752e-03    1.50328472e-03
349     -3.25000000e+00   -2.00000000e+00    1.61182697e-03    1.50706479e-03
