Index       V(2)              V(1)             I(VDS)           N(M1:GM)     
0        0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
1       -5.00000000e-02    0.00000000e+00    8.05508244e-13    1.87218732e-11
2       -1.00000000e-01    0.00000000e+00    1.01993396e-12    2.28055444e-11
3       -1.50000000e-01    0.00000000e+00    1.17735955e-12    2.54855307e-11
4       -2.00000000e-01    0.00000000e+00    1.33555519e-12    2.81870833e-11
5       -2.50000000e-01    0.00000000e+00    1.50150986e-12    3.10818713e-11
6       -3.00000000e-01    0.00000000e+00    1.67750188e-12    3.42262690e-11
7       -3.50000000e-01    0.00000000e+00    1.86501710e-12    3.76571625e-11
8       -4.00000000e-01    0.00000000e+00    2.06538986e-12    4.14076610e-11
9       -4.50000000e-01    0.00000000e+00    2.27996834e-12    4.55111897e-11
10      -5.00000000e-01    0.00000000e+00    2.51017561e-12    5.00030051e-11
11      -5.50000000e-01    0.00000000e+00    2.75754062e-12    5.49209672e-11
12      -6.00000000e-01    0.00000000e+00    3.02371922e-12    6.03060589e-11
13      -6.50000000e-01    0.00000000e+00    3.31051164e-12    6.62028187e-11
14      -7.00000000e-01    0.00000000e+00    3.61987903e-12    7.26597471e-11
15      -7.50000000e-01    0.00000000e+00    3.95396018e-12    7.97297177e-11
16      -8.00000000e-01    0.00000000e+00    4.31508901e-12    8.74704064e-11
17      -8.50000000e-01    0.00000000e+00    4.70581321e-12    9.59447486e-11
18      -9.00000000e-01    0.00000000e+00    5.12891432e-12    1.05221431e-10
19      -9.50000000e-01    0.00000000e+00    5.58742943e-12    1.15375423e-10
20      -1.00000000e+00    0.00000000e+00    6.08467474e-12    1.26488552e-10
21      -1.05000000e+00    0.00000000e+00    6.62427111e-12    1.38650132e-10
22      -1.10000000e+00    0.00000000e+00    7.21017190e-12    1.51957639e-10
23      -1.15000000e+00    0.00000000e+00    7.84669326e-12    1.66517456e-10
24      -1.20000000e+00    0.00000000e+00    8.53854709e-12    1.82445674e-10
25      -1.25000000e+00    0.00000000e+00    9.29087690e-12    1.99868968e-10
26      -1.30000000e+00    0.00000000e+00    1.01092969e-11    2.18925554e-10
27      -1.35000000e+00    0.00000000e+00    1.09999345e-11    2.39766220e-10
28      -1.40000000e+00    0.00000000e+00    1.19694768e-11    2.62555461e-10
29      -1.45000000e+00    0.00000000e+00    1.30252207e-11    2.87472702e-10
30      -1.50000000e+00    0.00000000e+00    1.41751280e-11    3.14713637e-10
31      -1.55000000e+00    0.00000000e+00    1.54278855e-11    3.44491684e-10
32      -1.60000000e+00    0.00000000e+00    1.67929692e-11    3.77039562e-10
33      -1.65000000e+00    0.00000000e+00    1.82807161e-11    4.12611018e-10
34      -1.70000000e+00    0.00000000e+00    1.99024005e-11    4.51482693e-10
35      -1.75000000e+00    0.00000000e+00    2.16703183e-11    4.93956161e-10
36      -1.80000000e+00    0.00000000e+00    2.35978782e-11    5.40360140e-10
37      -1.85000000e+00    0.00000000e+00    2.56997008e-11    5.91052900e-10
38      -1.90000000e+00    0.00000000e+00    2.79917270e-11    6.46424878e-10
39      -1.95000000e+00    0.00000000e+00    3.04913351e-11    7.06901523e-10
40      -2.00000000e+00    0.00000000e+00    3.32174688e-11    7.72946388e-10
41      -2.05000000e+00    0.00000000e+00    3.61907765e-11    8.45064491e-10
42      -2.10000000e+00    0.00000000e+00    3.94337618e-11    9.23805961e-10
43      -2.15000000e+00    0.00000000e+00    4.29709486e-11    1.00977001e-09
44      -2.20000000e+00    0.00000000e+00    4.68290594e-11    1.10360925e-09
45      -2.25000000e+00    0.00000000e+00    5.10372097e-11    1.20603435e-09
46      -2.30000000e+00    0.00000000e+00    5.56271193e-11    1.31781914e-09
47      -2.35000000e+00    0.00000000e+00    6.06333417e-11    1.43980615e-09
48      -2.40000000e+00    0.00000000e+00    6.60935136e-11    1.57291256e-09
49      -2.45000000e+00    0.00000000e+00    7.20486261e-11    1.71813676e-09
50      -2.50000000e+00    0.00000000e+00    7.85433191e-11    1.87656537e-09
51      -2.55000000e+00    0.00000000e+00    8.56262012e-11    2.04938094e-09
52      -2.60000000e+00    0.00000000e+00    9.33501977e-11    2.23787029e-09
53      -2.65000000e+00    0.00000000e+00    1.01772928e-10    2.44343349e-09
54      -2.70000000e+00    0.00000000e+00    1.10957114e-10    2.66759370e-09
55      -2.75000000e+00    0.00000000e+00    1.20971028e-10    2.91200778e-09
56      -2.80000000e+00    0.00000000e+00    1.31888975e-10    3.17847785e-09
57      -2.85000000e+00    0.00000000e+00    1.43791816e-10    3.46896373e-09
58      -2.90000000e+00    0.00000000e+00    1.56767539e-10    3.78559657e-09
59      -2.95000000e+00    0.00000000e+00    1.70911877e-10    4.13069348e-09
60      -3.00000000e+00    0.00000000e+00    1.86328978e-10    4.50677349e-09
61      -3.05000000e+00    0.00000000e+00    2.03132135e-10    4.91657481e-09
62      -3.10000000e+00    0.00000000e+00    2.21444573e-10    5.36307351e-09
63      -3.15000000e+00    0.00000000e+00    2.41400304e-10    5.84950380e-09
64      -3.20000000e+00    0.00000000e+00    2.63145062e-10    6.37937996e-09
65      -3.25000000e+00    0.00000000e+00    2.86837304e-10    6.95652010e-09
66      -3.30000000e+00    0.00000000e+00    3.12649305e-10    7.58507191e-09
67      -3.35000000e+00    0.00000000e+00    3.40768343e-10    8.26954046e-09
68      -3.40000000e+00    0.00000000e+00    3.71397979e-10    9.01481839e-09
69      -3.45000000e+00    0.00000000e+00    4.04759450e-10    9.82621851e-09
70      -3.50000000e+00    0.00000000e+00    4.41093176e-10    1.07095091e-08
71       0.00000000e+00   -5.00000000e-01    0.00000000e+00    0.00000000e+00
72      -5.00000000e-02   -5.00000000e-01    1.55574164e-07    3.46637109e-06
73      -1.00000000e-01   -5.00000000e-01    1.89448116e-07    4.25545331e-06
74      -1.50000000e-01   -5.00000000e-01    2.09617457e-07    4.70317299e-06
75      -2.00000000e-01   -5.00000000e-01    2.29284538e-07    5.13359120e-06
76      -2.50000000e-01   -5.00000000e-01    2.49956858e-07    5.58343798e-06
77      -3.00000000e-01   -5.00000000e-01    2.72048950e-07    6.06224088e-06
78      -3.50000000e-01   -5.00000000e-01    2.95784395e-07    6.57481256e-06
79      -4.00000000e-01   -5.00000000e-01    3.21339555e-07    7.12476970e-06
80      -4.50000000e-01   -5.00000000e-01    3.48879279e-07    7.71538963e-06
81      -5.00000000e-01   -5.00000000e-01    3.78568907e-07    8.34988993e-06
82      -5.50000000e-01   -5.00000000e-01    4.10579367e-07    9.03154089e-06
83      -6.00000000e-01   -5.00000000e-01    4.45089822e-07    9.76371854e-06
84      -6.50000000e-01   -5.00000000e-01    4.82289312e-07    1.05499325e-05
85      -7.00000000e-01   -5.00000000e-01    5.22377931e-07    1.13938421e-05
86      -7.50000000e-01   -5.00000000e-01    5.65567767e-07    1.22992649e-05
87      -8.00000000e-01   -5.00000000e-01    6.12083717e-07    1.32701822e-05
88      -8.50000000e-01   -5.00000000e-01    6.62164218e-07    1.43107400e-05
89      -9.00000000e-01   -5.00000000e-01    7.16061933e-07    1.54252480e-05
90      -9.50000000e-01   -5.00000000e-01    7.74044385e-07    1.66181764e-05
91      -1.00000000e+00   -5.00000000e-01    8.36394557e-07    1.78941496e-05
92      -1.05000000e+00   -5.00000000e-01    9.03411456e-07    1.92579386e-05
93      -1.10000000e+00   -5.00000000e-01    9.75410629e-07    2.07144501e-05
94      -1.15000000e+00   -5.00000000e-01    1.05272464e-06    2.22687138e-05
95      -1.20000000e+00   -5.00000000e-01    1.13570349e-06    2.39258675e-05
96      -1.25000000e+00   -5.00000000e-01    1.22471498e-06    2.56911394e-05
97      -1.30000000e+00   -5.00000000e-01    1.32014502e-06    2.75698282e-05
98      -1.35000000e+00   -5.00000000e-01    1.42239785e-06    2.95672807e-05
99      -1.40000000e+00   -5.00000000e-01    1.53189619e-06    3.16888674e-05
100     -1.45000000e+00   -5.00000000e-01    1.64908129e-06    3.39399562e-05
101     -1.50000000e+00   -5.00000000e-01    1.77441294e-06    3.63258832e-05
102     -1.55000000e+00   -5.00000000e-01    1.90836930e-06    3.88519228e-05
103     -1.60000000e+00   -5.00000000e-01    2.05144671e-06    4.15232556e-05
104     -1.65000000e+00   -5.00000000e-01    2.20415932e-06    4.43449352e-05
105     -1.70000000e+00   -5.00000000e-01    2.36703867e-06    4.73218541e-05
106     -1.75000000e+00   -5.00000000e-01    2.54063309e-06    5.04587088e-05
107     -1.80000000e+00   -5.00000000e-01    2.72550708e-06    5.37599651e-05
108     -1.85000000e+00   -5.00000000e-01    2.92224045e-06    5.72298227e-05
109     -1.90000000e+00   -5.00000000e-01    3.13142746e-06    6.08721813e-05
110     -1.95000000e+00   -5.00000000e-01    3.35367578e-06    6.46906072e-05
111     -2.00000000e+00   -5.00000000e-01    3.58960536e-06    6.86883010e-05
112     -2.05000000e+00   -5.00000000e-01    3.83984719e-06    7.28680677e-05
113     -2.10000000e+00   -5.00000000e-01    4.10504200e-06    7.72322883e-05
114     -2.15000000e+00   -5.00000000e-01    4.38583880e-06    8.17828948e-05
115     -2.20000000e+00   -5.00000000e-01    4.68289340e-06    8.65213470e-05
116     -2.25000000e+00   -5.00000000e-01    4.99686684e-06    9.14486134e-05
117     -2.30000000e+00   -5.00000000e-01    5.32842374e-06    9.65651551e-05
118     -2.35000000e+00   -5.00000000e-01    5.67823064e-06    1.01870914e-04
119     -2.40000000e+00   -5.00000000e-01    6.04695428e-06    1.07365302e-04
120     -2.45000000e+00   -5.00000000e-01    6.43525982e-06    1.13047200e-04
121     -2.50000000e+00   -5.00000000e-01    6.84380914e-06    1.18914956e-04
122     -2.55000000e+00   -5.00000000e-01    7.27325905e-06    1.24966385e-04
123     -2.60000000e+00   -5.00000000e-01    7.72425957e-06    1.31198783e-04
124     -2.65000000e+00   -5.00000000e-01    8.19745221e-06    1.37608933e-04
125     -2.70000000e+00   -5.00000000e-01    8.69346831e-06    1.44193122e-04
126     -2.75000000e+00   -5.00000000e-01    9.21292741e-06    1.50947159e-04
127     -2.80000000e+00   -5.00000000e-01    9.75643569e-06    1.57866398e-04
128     -2.85000000e+00   -5.00000000e-01    1.03245845e-05    1.64945760e-04
129     -2.90000000e+00   -5.00000000e-01    1.09179490e-05    1.72179765e-04
130     -2.95000000e+00   -5.00000000e-01    1.15370868e-05    1.79562558e-04
131     -3.00000000e+00   -5.00000000e-01    1.21825366e-05    1.87087941e-04
132     -3.05000000e+00   -5.00000000e-01    1.28548175e-05    1.94749412e-04
133     -3.10000000e+00   -5.00000000e-01    1.35544275e-05    2.02540191e-04
134     -3.15000000e+00   -5.00000000e-01    1.42818431e-05    2.10453265e-04
135     -3.20000000e+00   -5.00000000e-01    1.50375180e-05    2.18481419e-04
136     -3.25000000e+00   -5.00000000e-01    1.58218830e-05    2.26617274e-04
137     -3.30000000e+00   -5.00000000e-01    1.66353451e-05    2.34853324e-04
138     -3.35000000e+00   -5.00000000e-01    1.74782871e-05    2.43181975e-04
