Index       V(2)              V(1)             I(VDS)           N(M1:GM)          N(M1:VTH)        N(M1:VDSAT)        N(M1:VDS)         N(M1:VGS)         N(M1:VBS)     {N(M1:VDS)-N(M1:VDSAT)}
144      1.00000000e-01    1.00000000e+00   -2.54113549e-04    2.53818881e-04    3.02988120e-01    3.99500117e-01    1.00000000e-01    1.00000000e+00    0.00000000e+00   -2.99500117e-01
145      1.50000000e-01    1.00000000e+00   -3.55231416e-04    3.85225602e-04    3.02301469e-01    3.99742488e-01    1.50000000e-01    1.00000000e+00    0.00000000e+00   -2.49742488e-01
146      2.00000000e-01    1.00000000e+00   -4.40644630e-04    5.18166002e-04    3.01614819e-01    3.99984696e-01    2.00000000e-01    1.00000000e+00    0.00000000e+00   -1.99984696e-01
147      2.50000000e-01    1.00000000e+00   -5.11465323e-04    6.51327950e-04    3.00928168e-01    4.00226741e-01    2.50000000e-01    1.00000000e+00    0.00000000e+00   -1.50226741e-01
148      3.00000000e-01    1.00000000e+00   -5.68825500e-04    7.82516502e-04    3.00241517e-01    4.00468622e-01    3.00000000e-01    1.00000000e+00    0.00000000e+00   -1.00468622e-01
149      3.50000000e-01    1.00000000e+00   -6.14053549e-04    9.07076377e-04    2.99554867e-01    4.00710340e-01    3.50000000e-01    1.00000000e+00    0.00000000e+00   -5.07103395e-02
150      4.00000000e-01    1.00000000e+00   -6.48993181e-04    1.01647536e-03    2.98868216e-01    4.00951894e-01    4.00000000e-01    1.00000000e+00    0.00000000e+00   -9.51894357e-04
151      4.50000000e-01    1.00000000e+00   -6.76118837e-04    1.10335534e-03    2.98181565e-01    4.01193286e-01    4.50000000e-01    1.00000000e+00    0.00000000e+00    4.88067137e-02
152      5.00000000e-01    1.00000000e+00   -6.97868737e-04    1.16942032e-03    2.97494914e-01    4.01434516e-01    5.00000000e-01    1.00000000e+00    0.00000000e+00    9.85654844e-02
153      5.50000000e-01    1.00000000e+00   -7.15959721e-04    1.22083617e-03    2.96808264e-01    4.01675582e-01    5.50000000e-01    1.00000000e+00    0.00000000e+00    1.48324418e-01
154      6.00000000e-01    1.00000000e+00   -7.31445869e-04    1.26231798e-03    2.96121613e-01    4.01916487e-01    6.00000000e-01    1.00000000e+00    0.00000000e+00    1.98083513e-01
155      6.50000000e-01    1.00000000e+00   -7.44993294e-04    1.29674884e-03    2.95434962e-01    4.02157229e-01    6.50000000e-01    1.00000000e+00    0.00000000e+00    2.47842771e-01
156      7.00000000e-01    1.00000000e+00   -7.57050837e-04    1.32595054e-03    2.94748312e-01    4.02397809e-01    7.00000000e-01    1.00000000e+00    0.00000000e+00    2.97602191e-01
157      7.50000000e-01    1.00000000e+00   -7.67936331e-04    1.35115056e-03    2.94061661e-01    4.02638227e-01    7.50000000e-01    1.00000000e+00    0.00000000e+00    3.47361773e-01
158      8.00000000e-01    1.00000000e+00   -7.77882783e-04    1.37321657e-03    2.93375010e-01    4.02878484e-01    8.00000000e-01    1.00000000e+00    0.00000000e+00    3.97121516e-01
159      8.50000000e-01    1.00000000e+00   -7.87065449e-04    1.39278266e-03    2.92688359e-01    4.03118579e-01    8.50000000e-01    1.00000000e+00    0.00000000e+00    4.46881421e-01
160      9.00000000e-01    1.00000000e+00   -7.95618864e-04    1.41032381e-03    2.92001709e-01    4.03358513e-01    9.00000000e-01    1.00000000e+00    0.00000000e+00    4.96641487e-01
161      9.50000000e-01    1.00000000e+00   -8.03648072e-04    1.42620295e-03    2.91315058e-01    4.03598286e-01    9.50000000e-01    1.00000000e+00    0.00000000e+00    5.46401714e-01
162      1.00000000e+00    1.00000000e+00   -8.11236302e-04    1.44070206e-03    2.90628407e-01    4.03837897e-01    1.00000000e+00    1.00000000e+00    0.00000000e+00    5.96162103e-01
163      1.05000000e+00    1.00000000e+00   -8.18450353e-04    1.45404336e-03    2.89941757e-01    4.04077348e-01    1.05000000e+00    1.00000000e+00    0.00000000e+00    6.45922652e-01
164      1.10000000e+00    1.00000000e+00   -8.25344457e-04    1.46640430e-03    2.89255106e-01    4.04316638e-01    1.10000000e+00    1.00000000e+00    0.00000000e+00    6.95683362e-01
165      1.15000000e+00    1.00000000e+00   -8.31963095e-04    1.47792818e-03    2.88568455e-01    4.04555768e-01    1.15000000e+00    1.00000000e+00    0.00000000e+00    7.45444232e-01
166      1.20000000e+00    1.00000000e+00   -8.38343097e-04    1.48873193e-03    2.87881804e-01    4.04794737e-01    1.20000000e+00    1.00000000e+00    0.00000000e+00    7.95205263e-01
167      1.25000000e+00    1.00000000e+00   -8.44515213e-04    1.49891185e-03    2.87195154e-01    4.05033546e-01    1.25000000e+00    1.00000000e+00    0.00000000e+00    8.44966454e-01
168      1.30000000e+00    1.00000000e+00   -8.50505321e-04    1.50854799e-03    2.86508503e-01    4.05272195e-01    1.30000000e+00    1.00000000e+00    0.00000000e+00    8.94727805e-01
169      1.35000000e+00    1.00000000e+00   -8.56335349e-04    1.51770734e-03    2.85821852e-01    4.05510684e-01    1.35000000e+00    1.00000000e+00    0.00000000e+00    9.44489316e-01
170      1.40000000e+00    1.00000000e+00   -8.62024005e-04    1.52644646e-03    2.85135201e-01    4.05749014e-01    1.40000000e+00    1.00000000e+00    0.00000000e+00    9.94250986e-01
171      1.45000000e+00    1.00000000e+00   -8.67587345e-04    1.53481334e-03    2.84448551e-01    4.05987184e-01    1.45000000e+00    1.00000000e+00    0.00000000e+00    1.04401282e+00
172      1.50000000e+00    1.00000000e+00   -8.73039224e-04    1.54284901e-03    2.83761900e-01    4.06225194e-01    1.50000000e+00    1.00000000e+00    0.00000000e+00    1.09377481e+00
173      1.55000000e+00    1.00000000e+00   -8.78391665e-04    1.55058872e-03    2.83075249e-01    4.06463046e-01    1.55000000e+00    1.00000000e+00    0.00000000e+00    1.14353695e+00
174      1.60000000e+00    1.00000000e+00   -8.83655149e-04    1.55806294e-03    2.82388599e-01    4.06700738e-01    1.60000000e+00    1.00000000e+00    0.00000000e+00    1.19329926e+00
175      1.65000000e+00    1.00000000e+00   -8.88838855e-04    1.56529813e-03    2.81701948e-01    4.06938272e-01    1.65000000e+00    1.00000000e+00    0.00000000e+00    1.24306173e+00
176      1.70000000e+00    1.00000000e+00   -8.93950856e-04    1.57231737e-03    2.81015297e-01    4.07175646e-01    1.70000000e+00    1.00000000e+00    0.00000000e+00    1.29282435e+00
177      1.75000000e+00    1.00000000e+00   -8.98998282e-04    1.57914089e-03    2.80328646e-01    4.07412863e-01    1.75000000e+00    1.00000000e+00    0.00000000e+00    1.34258714e+00
178      1.80000000e+00    1.00000000e+00   -9.03987452e-04    1.58578648e-03    2.79641996e-01    4.07649921e-01    1.80000000e+00    1.00000000e+00    0.00000000e+00    1.39235008e+00
179      1.85000000e+00    1.00000000e+00   -9.08923986e-04    1.59226988e-03    2.78955345e-01    4.07886820e-01    1.85000000e+00    1.00000000e+00    0.00000000e+00    1.44211318e+00
180      1.90000000e+00    1.00000000e+00   -9.13812903e-04    1.59860502e-03    2.78268694e-01    4.08123562e-01    1.90000000e+00    1.00000000e+00    0.00000000e+00    1.49187644e+00
181      1.95000000e+00    1.00000000e+00   -9.18658692e-04    1.60480431e-03    2.77582044e-01    4.08360146e-01    1.95000000e+00    1.00000000e+00    0.00000000e+00    1.54163985e+00
182      2.00000000e+00    1.00000000e+00   -9.23465388e-04    1.61087881e-03    2.76895393e-01    4.08596572e-01    2.00000000e+00    1.00000000e+00    0.00000000e+00    1.59140343e+00
183      2.05000000e+00    1.00000000e+00   -9.28236623e-04    1.61683843e-03    2.76208742e-01    4.08832841e-01    2.05000000e+00    1.00000000e+00    0.00000000e+00    1.64116716e+00
184      2.10000000e+00    1.00000000e+00   -9.32975677e-04    1.62269208e-03    2.75522091e-01    4.09068952e-01    2.10000000e+00    1.00000000e+00    0.00000000e+00    1.69093105e+00
185      2.15000000e+00    1.00000000e+00   -9.37685519e-04    1.62844776e-03    2.74835441e-01    4.09304905e-01    2.15000000e+00    1.00000000e+00    0.00000000e+00    1.74069509e+00
186      2.20000000e+00    1.00000000e+00   -9.42368843e-04    1.63411272e-03    2.74148790e-01    4.09540702e-01    2.20000000e+00    1.00000000e+00    0.00000000e+00    1.79045930e+00
187      2.25000000e+00    1.00000000e+00   -9.47028101e-04    1.63969349e-03    2.73462139e-01    4.09776342e-01    2.25000000e+00    1.00000000e+00    0.00000000e+00    1.84022366e+00
188      2.30000000e+00    1.00000000e+00   -9.51665528e-04    1.64519601e-03    2.72775488e-01    4.10011825e-01    2.30000000e+00    1.00000000e+00    0.00000000e+00    1.88998817e+00
189      2.35000000e+00    1.00000000e+00   -9.56283164e-04    1.65062569e-03    2.72088838e-01    4.10247152e-01    2.35000000e+00    1.00000000e+00    0.00000000e+00    1.93975285e+00
190      2.40000000e+00    1.00000000e+00   -9.60882878e-04    1.65598745e-03    2.71402187e-01    4.10482322e-01    2.40000000e+00    1.00000000e+00    0.00000000e+00    1.98951768e+00
191      2.45000000e+00    1.00000000e+00   -9.65466384e-04    1.66128577e-03    2.70715536e-01    4.10717336e-01    2.45000000e+00    1.00000000e+00    0.00000000e+00    2.03928266e+00
192      2.50000000e+00    1.00000000e+00   -9.70035257e-04    1.66652477e-03    2.70028886e-01    4.10952193e-01    2.50000000e+00    1.00000000e+00    0.00000000e+00    2.08904781e+00
193      2.55000000e+00    1.00000000e+00   -9.74590946e-04    1.67170822e-03    2.69342235e-01    4.11186895e-01    2.55000000e+00    1.00000000e+00    0.00000000e+00    2.13881311e+00
194      2.60000000e+00    1.00000000e+00   -9.79134789e-04    1.67683958e-03    2.68655584e-01    4.11421441e-01    2.60000000e+00    1.00000000e+00    0.00000000e+00    2.18857856e+00
195      2.65000000e+00    1.00000000e+00   -9.83668021e-04    1.68192203e-03    2.67968933e-01    4.11655831e-01    2.65000000e+00    1.00000000e+00    0.00000000e+00    2.23834417e+00
196      2.70000000e+00    1.00000000e+00   -9.88191782e-04    1.68695850e-03    2.67282283e-01    4.11890066e-01    2.70000000e+00    1.00000000e+00    0.00000000e+00    2.28810993e+00
197      2.75000000e+00    1.00000000e+00   -9.92707133e-04    1.69195171e-03    2.66595632e-01    4.12124145e-01    2.75000000e+00    1.00000000e+00    0.00000000e+00    2.33787585e+00
198      2.80000000e+00    1.00000000e+00   -9.97215054e-04    1.69690415e-03    2.65908981e-01    4.12358069e-01    2.80000000e+00    1.00000000e+00    0.00000000e+00    2.38764193e+00
199      2.85000000e+00    1.00000000e+00   -1.00171646e-03    1.70181814e-03    2.65222331e-01    4.12591839e-01    2.85000000e+00    1.00000000e+00    0.00000000e+00    2.43740816e+00
200      2.90000000e+00    1.00000000e+00   -1.00621220e-03    1.70669583e-03    2.64535680e-01    4.12825453e-01    2.90000000e+00    1.00000000e+00    0.00000000e+00    2.48717455e+00
201      2.95000000e+00    1.00000000e+00   -1.01070306e-03    1.71153922e-03    2.63849029e-01    4.13058913e-01    2.95000000e+00    1.00000000e+00    0.00000000e+00    2.53694109e+00
202      3.00000000e+00    1.00000000e+00   -1.01518978e-03    1.71635015e-03    2.63162378e-01    4.13292218e-01    3.00000000e+00    1.00000000e+00    0.00000000e+00    2.58670778e+00
203      3.05000000e+00    1.00000000e+00   -1.01967305e-03    1.72113036e-03    2.62475728e-01    4.13525369e-01    3.05000000e+00    1.00000000e+00    0.00000000e+00    2.63647463e+00
204      3.10000000e+00    1.00000000e+00   -1.02415352e-03    1.72588144e-03    2.61789077e-01    4.13758365e-01    3.10000000e+00    1.00000000e+00    0.00000000e+00    2.68624163e+00
205      3.15000000e+00    1.00000000e+00   -1.02863178e-03    1.73060491e-03    2.61102426e-01    4.13991208e-01    3.15000000e+00    1.00000000e+00    0.00000000e+00    2.73600879e+00
206      3.20000000e+00    1.00000000e+00   -1.03310841e-03    1.73530215e-03    2.60415776e-01    4.14223896e-01    3.20000000e+00    1.00000000e+00    0.00000000e+00    2.78577610e+00
207      3.25000000e+00    1.00000000e+00   -1.03758393e-03    1.73997449e-03    2.59729125e-01    4.14456431e-01    3.25000000e+00    1.00000000e+00    0.00000000e+00    2.83554357e+00
208      3.30000000e+00    1.00000000e+00   -1.04205885e-03    1.74462314e-03    2.59042474e-01    4.14688812e-01    3.30000000e+00    1.00000000e+00    0.00000000e+00    2.88531119e+00
209      3.35000000e+00    1.00000000e+00   -1.04653363e-03    1.74924926e-03    2.58355823e-01    4.14921040e-01    3.35000000e+00    1.00000000e+00    0.00000000e+00    2.93507896e+00
210      3.40000000e+00    1.00000000e+00   -1.05100871e-03    1.75385393e-03    2.57669173e-01    4.15153114e-01    3.40000000e+00    1.00000000e+00    0.00000000e+00    2.98484689e+00
211      3.45000000e+00    1.00000000e+00   -1.05548451e-03    1.75843816e-03    2.56982522e-01    4.15385036e-01    3.45000000e+00    1.00000000e+00    0.00000000e+00    3.03461496e+00
212      3.50000000e+00    1.00000000e+00   -1.05996142e-03    1.76300289e-03    2.56295871e-01    4.15616804e-01    3.50000000e+00    1.00000000e+00    0.00000000e+00    3.08438320e+00
213      0.00000000e+00    1.50000000e+00    0.00000000e+00    0.00000000e+00    3.04361422e-01    6.14477136e-01    0.00000000e+00    1.50000000e+00    0.00000000e+00   -6.14477136e-01
214      5.00000000e-02    1.50000000e+00   -1.83563939e-04    7.14074151e-05    3.03674771e-01    6.14679472e-01    5.00000000e-02    1.50000000e+00    0.00000000e+00   -5.64679472e-01
215      1.00000000e-01    1.50000000e+00   -3.51241016e-04    1.47459775e-04    3.02988120e-01    6.14881713e-01    1.00000000e-01    1.50000000e+00    0.00000000e+00   -5.14881713e-01
216      1.50000000e-01    1.50000000e+00   -5.03864970e-04    2.27510386e-04    3.02301469e-01    6.15083858e-01    1.50000000e-01    1.50000000e+00    0.00000000e+00   -4.65083858e-01
217      2.00000000e-01    1.50000000e+00   -6.42213794e-04    3.10977765e-04    3.01614819e-01    6.15285907e-01    2.00000000e-01    1.50000000e+00    0.00000000e+00   -4.15285907e-01
218      2.50000000e-01    1.50000000e+00   -7.67015305e-04    3.97333374e-04    3.00928168e-01    6.15487861e-01    2.50000000e-01    1.50000000e+00    0.00000000e+00   -3.65487861e-01
219      3.00000000e-01    1.50000000e+00   -8.78952842e-04    4.86086292e-04    3.00241517e-01    6.15689720e-01    3.00000000e-01    1.50000000e+00    0.00000000e+00   -3.15689720e-01
220      3.50000000e-01    1.50000000e+00   -9.78671787e-04    5.76759693e-04    2.99554867e-01    6.15891484e-01    3.50000000e-01    1.50000000e+00    0.00000000e+00   -2.65891484e-01
221      4.00000000e-01    1.50000000e+00   -1.06678835e-03    6.68846973e-04    2.98868216e-01    6.16093152e-01    4.00000000e-01    1.50000000e+00    0.00000000e+00   -2.16093152e-01
222      4.50000000e-01    1.50000000e+00   -1.14390398e-03    7.61717772e-04    2.98181565e-01    6.16294725e-01    4.50000000e-01    1.50000000e+00    0.00000000e+00   -1.66294725e-01
223      5.00000000e-01    1.50000000e+00   -1.21063318e-03    8.54401843e-04    2.97494914e-01    6.16496203e-01    5.00000000e-01    1.50000000e+00    0.00000000e+00   -1.16496203e-01
224      5.50000000e-01    1.50000000e+00   -1.26766378e-03    9.45097573e-04    2.96808264e-01    6.16697586e-01    5.50000000e-01    1.50000000e+00    0.00000000e+00   -6.66975864e-02
225      6.00000000e-01    1.50000000e+00   -1.31588142e-03    1.03043228e-03    2.96121613e-01    6.16898875e-01    6.00000000e-01    1.50000000e+00    0.00000000e+00   -1.68988745e-02
226      6.50000000e-01    1.50000000e+00   -1.35651142e-03    1.10608143e-03    2.95434962e-01    6.17100068e-01    6.50000000e-01    1.50000000e+00    0.00000000e+00    3.28999322e-02
227      7.00000000e-01    1.50000000e+00   -1.39102195e-03    1.16996756e-03    2.94748312e-01    6.17301166e-01    7.00000000e-01    1.50000000e+00    0.00000000e+00    8.26988338e-02
228      7.50000000e-01    1.50000000e+00   -1.42077426e-03    1.22324156e-03    2.94061661e-01    6.17502170e-01    7.50000000e-01    1.50000000e+00    0.00000000e+00    1.32497830e-01
229      8.00000000e-01    1.50000000e+00   -1.44682442e-03    1.26806884e-03    2.93375010e-01    6.17703079e-01    8.00000000e-01    1.50000000e+00    0.00000000e+00    1.82296921e-01
230      8.50000000e-01    1.50000000e+00   -1.46994925e-03    1.30629694e-03    2.92688359e-01    6.17903893e-01    8.50000000e-01    1.50000000e+00    0.00000000e+00    2.32096107e-01
231      9.00000000e-01    1.50000000e+00   -1.49072530e-03    1.33931008e-03    2.92001709e-01    6.18104613e-01    9.00000000e-01    1.50000000e+00    0.00000000e+00    2.81895387e-01
232      9.50000000e-01    1.50000000e+00   -1.50958919e-03    1.36814496e-03    2.91315058e-01    6.18305239e-01    9.50000000e-01    1.50000000e+00    0.00000000e+00    3.31694761e-01
233      1.00000000e+00    1.50000000e+00   -1.52687767e-03    1.39359152e-03    2.90628407e-01    6.18505770e-01    1.00000000e+00    1.50000000e+00    0.00000000e+00    3.81494230e-01
234      1.05000000e+00    1.50000000e+00   -1.54285432e-03    1.41626068e-03    2.89941757e-01    6.18706206e-01    1.05000000e+00    1.50000000e+00    0.00000000e+00    4.31293794e-01
235      1.10000000e+00    1.50000000e+00   -1.55772818e-03    1.43663058e-03    2.89255106e-01    6.18906549e-01    1.10000000e+00    1.50000000e+00    0.00000000e+00    4.81093451e-01
236      1.15000000e+00    1.50000000e+00   -1.57166694e-03    1.45507951e-03    2.88568455e-01    6.19106797e-01    1.15000000e+00    1.50000000e+00    0.00000000e+00    5.30893203e-01
237      1.20000000e+00    1.50000000e+00   -1.58480654e-03    1.47190967e-03    2.87881804e-01    6.19306951e-01    1.20000000e+00    1.50000000e+00    0.00000000e+00    5.80693049e-01
238      1.25000000e+00    1.50000000e+00   -1.59725829e-03    1.48736483e-03    2.87195154e-01    6.19507011e-01    1.25000000e+00    1.50000000e+00    0.00000000e+00    6.30492989e-01
239      1.30000000e+00    1.50000000e+00   -1.60911412e-03    1.50164336e-03    2.86508503e-01    6.19706977e-01    1.30000000e+00    1.50000000e+00    0.00000000e+00    6.80293023e-01
240      1.35000000e+00    1.50000000e+00   -1.62045060e-03    1.51490805e-03    2.85821852e-01    6.19906849e-01    1.35000000e+00    1.50000000e+00    0.00000000e+00    7.30093151e-01
241      1.40000000e+00    1.50000000e+00   -1.63133198e-03    1.52729361e-03    2.85135201e-01    6.20106627e-01    1.40000000e+00    1.50000000e+00    0.00000000e+00    7.79893373e-01
242      1.45000000e+00    1.50000000e+00   -1.64181259e-03    1.53891232e-03    2.84448551e-01    6.20306311e-01    1.45000000e+00    1.50000000e+00    0.00000000e+00    8.29693689e-01
243      1.50000000e+00    1.50000000e+00   -1.65193862e-03    1.54985844e-03    2.83761900e-01    6.20505902e-01    1.50000000e+00    1.50000000e+00    0.00000000e+00    8.79494098e-01
244      1.55000000e+00    1.50000000e+00   -1.66174962e-03    1.56021163e-03    2.83075249e-01    6.20705399e-01    1.55000000e+00    1.50000000e+00    0.00000000e+00    9.29294601e-01
245      1.60000000e+00    1.50000000e+00   -1.67127965e-03    1.57003963e-03    2.82388599e-01    6.20904802e-01    1.60000000e+00    1.50000000e+00    0.00000000e+00    9.79095198e-01
246      1.65000000e+00    1.50000000e+00   -1.68055816e-03    1.57940037e-03    2.81701948e-01    6.21104112e-01    1.65000000e+00    1.50000000e+00    0.00000000e+00    1.02889589e+00
247      1.70000000e+00    1.50000000e+00   -1.68961080e-03    1.58834369e-03    2.81015297e-01    6.21303328e-01    1.70000000e+00    1.50000000e+00    0.00000000e+00    1.07869667e+00
248      1.75000000e+00    1.50000000e+00   -1.69845993e-03    1.59691265e-03    2.80328646e-01    6.21502451e-01    1.75000000e+00    1.50000000e+00    0.00000000e+00    1.12849755e+00
249      1.80000000e+00    1.50000000e+00   -1.70712522e-03    1.60514467e-03    2.79641996e-01    6.21701481e-01    1.80000000e+00    1.50000000e+00    0.00000000e+00    1.17829852e+00
250      1.85000000e+00    1.50000000e+00   -1.71562398e-03    1.61307239e-03    2.78955345e-01    6.21900417e-01    1.85000000e+00    1.50000000e+00    0.00000000e+00    1.22809958e+00
251      1.90000000e+00    1.50000000e+00   -1.72397151e-03    1.62072441e-03    2.78268694e-01    6.22099261e-01    1.90000000e+00    1.50000000e+00    0.00000000e+00    1.27790074e+00
252      1.95000000e+00    1.50000000e+00   -1.73218143e-03    1.62812590e-03    2.77582044e-01    6.22298011e-01    1.95000000e+00    1.50000000e+00    0.00000000e+00    1.32770199e+00
253      2.00000000e+00    1.50000000e+00   -1.74026583e-03    1.63529909e-03    2.76895393e-01    6.22496668e-01    2.00000000e+00    1.50000000e+00    0.00000000e+00    1.37750333e+00
254      2.05000000e+00    1.50000000e+00   -1.74823554e-03    1.64226366e-03    2.76208742e-01    6.22695232e-01    2.05000000e+00    1.50000000e+00    0.00000000e+00    1.42730477e+00
255      2.10000000e+00    1.50000000e+00   -1.75610026e-03    1.64903714e-03    2.75522091e-01    6.22893703e-01    2.10000000e+00    1.50000000e+00    0.00000000e+00    1.47710630e+00
256      2.15000000e+00    1.50000000e+00   -1.76386871e-03    1.65563515e-03    2.74835441e-01    6.23092081e-01    2.15000000e+00    1.50000000e+00    0.00000000e+00    1.52690792e+00
257      2.20000000e+00    1.50000000e+00   -1.77154876e-03    1.66207168e-03    2.74148790e-01    6.23290366e-01    2.20000000e+00    1.50000000e+00    0.00000000e+00    1.57670963e+00
258      2.25000000e+00    1.50000000e+00   -1.77914750e-03    1.66835929e-03    2.73462139e-01    6.23488559e-01    2.25000000e+00    1.50000000e+00    0.00000000e+00    1.62651144e+00
259      2.30000000e+00    1.50000000e+00   -1.78667137e-03    1.67450926e-03    2.72775488e-01    6.23686659e-01    2.30000000e+00    1.50000000e+00    0.00000000e+00    1.67631334e+00
260      2.35000000e+00    1.50000000e+00   -1.79412623e-03    1.68053179e-03    2.72088838e-01    6.23884666e-01    2.35000000e+00    1.50000000e+00    0.00000000e+00    1.72611533e+00
261      2.40000000e+00    1.50000000e+00   -1.80151739e-03    1.68643611e-03    2.71402187e-01    6.24082581e-01    2.40000000e+00    1.50000000e+00    0.00000000e+00    1.77591742e+00
262      2.45000000e+00    1.50000000e+00   -1.80884971e-03    1.69223057e-03    2.70715536e-01    6.24280403e-01    2.45000000e+00    1.50000000e+00    0.00000000e+00    1.82571960e+00
263      2.50000000e+00    1.50000000e+00   -1.81612763e-03    1.69792277e-03    2.70028886e-01    6.24478133e-01    2.50000000e+00    1.50000000e+00    0.00000000e+00    1.87552187e+00
264      2.55000000e+00    1.50000000e+00   -1.82335521e-03    1.70351964e-03    2.69342235e-01    6.24675771e-01    2.55000000e+00    1.50000000e+00    0.00000000e+00    1.92532423e+00
265      2.60000000e+00    1.50000000e+00   -1.83053618e-03    1.70902748e-03    2.68655584e-01    6.24873316e-01    2.60000000e+00    1.50000000e+00    0.00000000e+00    1.97512668e+00
266      2.65000000e+00    1.50000000e+00   -1.83767398e-03    1.71445207e-03    2.67968933e-01    6.25070769e-01    2.65000000e+00    1.50000000e+00    0.00000000e+00    2.02492923e+00
267      2.70000000e+00    1.50000000e+00   -1.84477176e-03    1.71979871e-03    2.67282283e-01    6.25268130e-01    2.70000000e+00    1.50000000e+00    0.00000000e+00    2.07473187e+00
268      2.75000000e+00    1.50000000e+00   -1.85183243e-03    1.72507226e-03    2.66595632e-01    6.25465399e-01    2.75000000e+00    1.50000000e+00    0.00000000e+00    2.12453460e+00
269      2.80000000e+00    1.50000000e+00   -1.85885869e-03    1.73027717e-03    2.65908981e-01    6.25662576e-01    2.80000000e+00    1.50000000e+00    0.00000000e+00    2.17433742e+00
270      2.85000000e+00    1.50000000e+00   -1.86585303e-03    1.73541757e-03    2.65222331e-01    6.25859661e-01    2.85000000e+00    1.50000000e+00    0.00000000e+00    2.22414034e+00
271      2.90000000e+00    1.50000000e+00   -1.87281775e-03    1.74049724e-03    2.64535680e-01    6.26056654e-01    2.90000000e+00    1.50000000e+00    0.00000000e+00    2.27394335e+00
272      2.95000000e+00    1.50000000e+00   -1.87975500e-03    1.74551970e-03    2.63849029e-01    6.26253556e-01    2.95000000e+00    1.50000000e+00    0.00000000e+00    2.32374644e+00
273      3.00000000e+00    1.50000000e+00   -1.88666676e-03    1.75048820e-03    2.63162378e-01    6.26450365e-01    3.00000000e+00    1.50000000e+00    0.00000000e+00    2.37354963e+00
274      3.05000000e+00    1.50000000e+00   -1.89355490e-03    1.75540573e-03    2.62475728e-01    6.26647083e-01    3.05000000e+00    1.50000000e+00    0.00000000e+00    2.42335292e+00
275      3.10000000e+00    1.50000000e+00   -1.90042113e-03    1.76027509e-03    2.61789077e-01    6.26843709e-01    3.10000000e+00    1.50000000e+00    0.00000000e+00    2.47315629e+00
276      3.15000000e+00    1.50000000e+00   -1.90726707e-03    1.76509888e-03    2.61102426e-01    6.27040244e-01    3.15000000e+00    1.50000000e+00    0.00000000e+00    2.52295976e+00
277      3.20000000e+00    1.50000000e+00   -1.91409423e-03    1.76987950e-03    2.60415776e-01    6.27236687e-01    3.20000000e+00    1.50000000e+00    0.00000000e+00    2.57276331e+00
278      3.25000000e+00    1.50000000e+00   -1.92090400e-03    1.77461921e-03    2.59729125e-01    6.27433039e-01    3.25000000e+00    1.50000000e+00    0.00000000e+00    2.62256696e+00
279      3.30000000e+00    1.50000000e+00   -1.92769770e-03    1.77932010e-03    2.59042474e-01    6.27629299e-01    3.30000000e+00    1.50000000e+00    0.00000000e+00    2.67237070e+00
280      3.35000000e+00    1.50000000e+00   -1.93447658e-03    1.78398412e-03    2.58355823e-01    6.27825469e-01    3.35000000e+00    1.50000000e+00    0.00000000e+00    2.72217453e+00
281      3.40000000e+00    1.50000000e+00   -1.94124178e-03    1.78861312e-03    2.57669173e-01    6.28021547e-01    3.40000000e+00    1.50000000e+00    0.00000000e+00    2.77197845e+00
282      3.45000000e+00    1.50000000e+00   -1.94799440e-03    1.79320881e-03    2.56982522e-01    6.28217533e-01    3.45000000e+00    1.50000000e+00    0.00000000e+00    2.82178247e+00
283      3.50000000e+00    1.50000000e+00   -1.95473546e-03    1.79777278e-03    2.56295871e-01    6.28413429e-01    3.50000000e+00    1.50000000e+00    0.00000000e+00    2.87158657e+00
284      0.00000000e+00    2.00000000e+00    0.00000000e+00    0.00000000e+00    3.04361422e-01    8.27067333e-01    0.00000000e+00    2.00000000e+00    0.00000000e+00   -8.27067333e-01
285      5.00000000e-02    2.00000000e+00   -2.11787465e-04    4.42156174e-05    3.03674771e-01    8.27251381e-01    5.00000000e-02    2.00000000e+00    0.00000000e+00   -7.77251381e-01
286      1.00000000e-01    2.00000000e+00   -4.09864702e-04    9.24337872e-05    3.02988120e-01    8.27435362e-01    1.00000000e-01    2.00000000e+00    0.00000000e+00   -7.27435362e-01
287      1.50000000e-01    2.00000000e+00   -5.94810266e-04    1.44256390e-04    3.02301469e-01    8.27619276e-01    1.50000000e-01    2.00000000e+00    0.00000000e+00   -6.77619276e-01
288      2.00000000e-01    2.00000000e+00   -7.67170897e-04    1.99319100e-04    3.01614819e-01    8.27803124e-01    2.00000000e-01    2.00000000e+00    0.00000000e+00   -6.27803124e-01
289      2.50000000e-01    2.00000000e+00   -9.27463790e-04    2.57287893e-04    3.00928168e-01    8.27986904e-01    2.50000000e-01    2.00000000e+00    0.00000000e+00   -5.77986904e-01
290      3.00000000e-01    2.00000000e+00   -1.07617872e-03    3.17855694e-04    3.00241517e-01    8.28170618e-01    3.00000000e-01    2.00000000e+00    0.00000000e+00   -5.28170618e-01
291      3.50000000e-01    2.00000000e+00   -1.21378007e-03    3.80739023e-04    2.99554867e-01    8.28354265e-01    3.50000000e-01    2.00000000e+00    0.00000000e+00   -4.78354265e-01
292      4.00000000e-01    2.00000000e+00   -1.34070880e-03    4.45674361e-04    2.98868216e-01    8.28537845e-01    4.00000000e-01    2.00000000e+00    0.00000000e+00   -4.28537845e-01
