Index       V(2)              V(1)             I(VDS)           N(M1:GM)          N(M1:VTH)        N(M1:VDSAT)        N(M1:VDS)         N(M1:VGS)         N(M1:VBS)     {N(M1:VDS)-N(M1:VDSAT)}
293      4.50000000e-01    2.00000000e+00   -1.45738447e-03    5.12413785e-04    2.98181565e-01    8.28721358e-01    4.50000000e-01    2.00000000e+00    0.00000000e+00   -3.78721358e-01
294      5.00000000e-01    2.00000000e+00   -1.56420739e-03    5.80718978e-04    2.97494914e-01    8.28904805e-01    5.00000000e-01    2.00000000e+00    0.00000000e+00   -3.28904805e-01
295      5.50000000e-01    2.00000000e+00   -1.66156120e-03    6.50351788e-04    2.96808264e-01    8.29088185e-01    5.50000000e-01    2.00000000e+00    0.00000000e+00   -2.79088185e-01
296      6.00000000e-01    2.00000000e+00   -1.74981629e-03    7.21057228e-04    2.96121613e-01    8.29271499e-01    6.00000000e-01    2.00000000e+00    0.00000000e+00   -2.29271499e-01
297      6.50000000e-01    2.00000000e+00   -1.82933533e-03    7.92526917e-04    2.95434962e-01    8.29454746e-01    6.50000000e-01    2.00000000e+00    0.00000000e+00   -1.79454746e-01
298      7.00000000e-01    2.00000000e+00   -1.90048481e-03    8.64300223e-04    2.94748312e-01    8.29637926e-01    7.00000000e-01    2.00000000e+00    0.00000000e+00   -1.29637926e-01
299      7.50000000e-01    2.00000000e+00   -1.96366583e-03    9.35487871e-04    2.94061661e-01    8.29821041e-01    7.50000000e-01    2.00000000e+00    0.00000000e+00   -7.98210406e-02
300      8.00000000e-01    2.00000000e+00   -2.01938907e-03    1.00429998e-03    2.93375010e-01    8.30004088e-01    8.00000000e-01    2.00000000e+00    0.00000000e+00   -3.00040883e-02
301      8.50000000e-01    2.00000000e+00   -2.06837620e-03    1.06815732e-03    2.92688359e-01    8.30187070e-01    8.50000000e-01    2.00000000e+00    0.00000000e+00    1.98129303e-02
302      9.00000000e-01    2.00000000e+00   -2.11155479e-03    1.12517761e-03    2.92001709e-01    8.30369985e-01    9.00000000e-01    2.00000000e+00    0.00000000e+00    6.96300153e-02
303      9.50000000e-01    2.00000000e+00   -2.14988805e-03    1.17518571e-03    2.91315058e-01    8.30552833e-01    9.50000000e-01    2.00000000e+00    0.00000000e+00    1.19447167e-01
304      1.00000000e+00    2.00000000e+00   -2.18421786e-03    1.21898754e-03    2.90628407e-01    8.30735616e-01    1.00000000e+00    2.00000000e+00    0.00000000e+00    1.69264384e-01
305      1.05000000e+00    2.00000000e+00   -2.21522768e-03    1.25752505e-03    2.89941757e-01    8.30918332e-01    1.05000000e+00    2.00000000e+00    0.00000000e+00    2.19081668e-01
306      1.10000000e+00    2.00000000e+00   -2.24346545e-03    1.29162100e-03    2.89255106e-01    8.31100982e-01    1.10000000e+00    2.00000000e+00    0.00000000e+00    2.68899018e-01
307      1.15000000e+00    2.00000000e+00   -2.26937266e-03    1.32196581e-03    2.88568455e-01    8.31283566e-01    1.15000000e+00    2.00000000e+00    0.00000000e+00    3.18716434e-01
308      1.20000000e+00    2.00000000e+00   -2.29330732e-03    1.34913713e-03    2.87881804e-01    8.31466084e-01    1.20000000e+00    2.00000000e+00    0.00000000e+00    3.68533916e-01
309      1.25000000e+00    2.00000000e+00   -2.31556149e-03    1.37361674e-03    2.87195154e-01    8.31648536e-01    1.25000000e+00    2.00000000e+00    0.00000000e+00    4.18351464e-01
310      1.30000000e+00    2.00000000e+00   -2.33637483e-03    1.39580516e-03    2.86508503e-01    8.31830922e-01    1.30000000e+00    2.00000000e+00    0.00000000e+00    4.68169078e-01
311      1.35000000e+00    2.00000000e+00   -2.35594524e-03    1.41603479e-03    2.85821852e-01    8.32013241e-01    1.35000000e+00    2.00000000e+00    0.00000000e+00    5.17986759e-01
312      1.40000000e+00    2.00000000e+00   -2.37443711e-03    1.43458165e-03    2.85135201e-01    8.32195495e-01    1.40000000e+00    2.00000000e+00    0.00000000e+00    5.67804505e-01
313      1.45000000e+00    2.00000000e+00   -2.39198794e-03    1.45167553e-03    2.84448551e-01    8.32377683e-01    1.45000000e+00    2.00000000e+00    0.00000000e+00    6.17622317e-01
314      1.50000000e+00    2.00000000e+00   -2.40871341e-03    1.46750842e-03    2.83761900e-01    8.32559805e-01    1.50000000e+00    2.00000000e+00    0.00000000e+00    6.67440195e-01
315      1.55000000e+00    2.00000000e+00   -2.42471146e-03    1.48224140e-03    2.83075249e-01    8.32741861e-01    1.55000000e+00    2.00000000e+00    0.00000000e+00    7.17258139e-01
316      1.60000000e+00    2.00000000e+00   -2.44006547e-03    1.49601028e-03    2.82388599e-01    8.32923852e-01    1.60000000e+00    2.00000000e+00    0.00000000e+00    7.67076148e-01
317      1.65000000e+00    2.00000000e+00   -2.45484689e-03    1.50893017e-03    2.81701948e-01    8.33105776e-01    1.65000000e+00    2.00000000e+00    0.00000000e+00    8.16894224e-01
318      1.70000000e+00    2.00000000e+00   -2.46911718e-03    1.52109906e-03    2.81015297e-01    8.33287635e-01    1.70000000e+00    2.00000000e+00    0.00000000e+00    8.66712365e-01
319      1.75000000e+00    2.00000000e+00   -2.48292954e-03    1.53260085e-03    2.80328646e-01    8.33469428e-01    1.75000000e+00    2.00000000e+00    0.00000000e+00    9.16530572e-01
320      1.80000000e+00    2.00000000e+00   -2.49633023e-03    1.54350765e-03    2.79641996e-01    8.33651156e-01    1.80000000e+00    2.00000000e+00    0.00000000e+00    9.66348844e-01
321      1.85000000e+00    2.00000000e+00   -2.50935962e-03    1.55388179e-03    2.78955345e-01    8.33832818e-01    1.85000000e+00    2.00000000e+00    0.00000000e+00    1.01616718e+00
322      1.90000000e+00    2.00000000e+00   -2.52205315e-03    1.56377735e-03    2.78268694e-01    8.34014414e-01    1.90000000e+00    2.00000000e+00    0.00000000e+00    1.06598559e+00
323      1.95000000e+00    2.00000000e+00   -2.53444199e-03    1.57324147e-03    2.77582044e-01    8.34195945e-01    1.95000000e+00    2.00000000e+00    0.00000000e+00    1.11580405e+00
324      2.00000000e+00    2.00000000e+00   -2.54655371e-03    1.58231539e-03    2.76895393e-01    8.34377411e-01    2.00000000e+00    2.00000000e+00    0.00000000e+00    1.16562259e+00
325      2.05000000e+00    2.00000000e+00   -2.55841277e-03    1.59103535e-03    2.76208742e-01    8.34558811e-01    2.05000000e+00    2.00000000e+00    0.00000000e+00    1.21544119e+00
326      2.10000000e+00    2.00000000e+00   -2.57004093e-03    1.59943330e-03    2.75522091e-01    8.34740145e-01    2.10000000e+00    2.00000000e+00    0.00000000e+00    1.26525985e+00
327      2.15000000e+00    2.00000000e+00   -2.58145761e-03    1.60753752e-03    2.74835441e-01    8.34921414e-01    2.15000000e+00    2.00000000e+00    0.00000000e+00    1.31507859e+00
328      2.20000000e+00    2.00000000e+00   -2.59268024e-03    1.61537310e-03    2.74148790e-01    8.35102618e-01    2.20000000e+00    2.00000000e+00    0.00000000e+00    1.36489738e+00
329      2.25000000e+00    2.00000000e+00   -2.60372443e-03    1.62296241e-03    2.73462139e-01    8.35283757e-01    2.25000000e+00    2.00000000e+00    0.00000000e+00    1.41471624e+00
330      2.30000000e+00    2.00000000e+00   -2.61460428e-03    1.63032541e-03    2.72775488e-01    8.35464830e-01    2.30000000e+00    2.00000000e+00    0.00000000e+00    1.46453517e+00
331      2.35000000e+00    2.00000000e+00   -2.62533250e-03    1.63748002e-03    2.72088838e-01    8.35645838e-01    2.35000000e+00    2.00000000e+00    0.00000000e+00    1.51435416e+00
332      2.40000000e+00    2.00000000e+00   -2.63592061e-03    1.64444231e-03    2.71402187e-01    8.35826781e-01    2.40000000e+00    2.00000000e+00    0.00000000e+00    1.56417322e+00
333      2.45000000e+00    2.00000000e+00   -2.64637906e-03    1.65122677e-03    2.70715536e-01    8.36007659e-01    2.45000000e+00    2.00000000e+00    0.00000000e+00    1.61399234e+00
334      2.50000000e+00    2.00000000e+00   -2.65671736e-03    1.65784648e-03    2.70028886e-01    8.36188471e-01    2.50000000e+00    2.00000000e+00    0.00000000e+00    1.66381153e+00
335      2.55000000e+00    2.00000000e+00   -2.66694416e-03    1.66431329e-03    2.69342235e-01    8.36369219e-01    2.55000000e+00    2.00000000e+00    0.00000000e+00    1.71363078e+00
336      2.60000000e+00    2.00000000e+00   -2.67706739e-03    1.67063795e-03    2.68655584e-01    8.36549901e-01    2.60000000e+00    2.00000000e+00    0.00000000e+00    1.76345010e+00
337      2.65000000e+00    2.00000000e+00   -2.68709429e-03    1.67683023e-03    2.67968933e-01    8.36730519e-01    2.65000000e+00    2.00000000e+00    0.00000000e+00    1.81326948e+00
338      2.70000000e+00    2.00000000e+00   -2.69703150e-03    1.68289904e-03    2.67282283e-01    8.36911071e-01    2.70000000e+00    2.00000000e+00    0.00000000e+00    1.86308893e+00
339      2.75000000e+00    2.00000000e+00   -2.70688513e-03    1.68885252e-03    2.66595632e-01    8.37091559e-01    2.75000000e+00    2.00000000e+00    0.00000000e+00    1.91290844e+00
340      2.80000000e+00    2.00000000e+00   -2.71666079e-03    1.69469810e-03    2.65908981e-01    8.37271982e-01    2.80000000e+00    2.00000000e+00    0.00000000e+00    1.96272802e+00
341      2.85000000e+00    2.00000000e+00   -2.72636367e-03    1.70044262e-03    2.65222331e-01    8.37452340e-01    2.85000000e+00    2.00000000e+00    0.00000000e+00    2.01254766e+00
342      2.90000000e+00    2.00000000e+00   -2.73599854e-03    1.70609233e-03    2.64535680e-01    8.37632633e-01    2.90000000e+00    2.00000000e+00    0.00000000e+00    2.06236737e+00
343      2.95000000e+00    2.00000000e+00   -2.74556982e-03    1.71165300e-03    2.63849029e-01    8.37812861e-01    2.95000000e+00    2.00000000e+00    0.00000000e+00    2.11218714e+00
344      3.00000000e+00    2.00000000e+00   -2.75508162e-03    1.71712993e-03    2.63162378e-01    8.37993025e-01    3.00000000e+00    2.00000000e+00    0.00000000e+00    2.16200698e+00
345      3.05000000e+00    2.00000000e+00   -2.76453772e-03    1.72252804e-03    2.62475728e-01    8.38173124e-01    3.05000000e+00    2.00000000e+00    0.00000000e+00    2.21182688e+00
346      3.10000000e+00    2.00000000e+00   -2.77394167e-03    1.72785185e-03    2.61789077e-01    8.38353158e-01    3.10000000e+00    2.00000000e+00    0.00000000e+00    2.26164684e+00
347      3.15000000e+00    2.00000000e+00   -2.78329673e-03    1.73310555e-03    2.61102426e-01    8.38533128e-01    3.15000000e+00    2.00000000e+00    0.00000000e+00    2.31146687e+00
348      3.20000000e+00    2.00000000e+00   -2.79260597e-03    1.73829303e-03    2.60415776e-01    8.38713033e-01    3.20000000e+00    2.00000000e+00    0.00000000e+00    2.36128697e+00
349      3.25000000e+00    2.00000000e+00   -2.80187223e-03    1.74341789e-03    2.59729125e-01    8.38892873e-01    3.25000000e+00    2.00000000e+00    0.00000000e+00    2.41110713e+00
350      3.30000000e+00    2.00000000e+00   -2.81109818e-03    1.74848349e-03    2.59042474e-01    8.39072649e-01    3.30000000e+00    2.00000000e+00    0.00000000e+00    2.46092735e+00
351      3.35000000e+00    2.00000000e+00   -2.82028630e-03    1.75349296e-03    2.58355823e-01    8.39252361e-01    3.35000000e+00    2.00000000e+00    0.00000000e+00    2.51074764e+00
352      3.40000000e+00    2.00000000e+00   -2.82943891e-03    1.75844918e-03    2.57669173e-01    8.39432008e-01    3.40000000e+00    2.00000000e+00    0.00000000e+00    2.56056799e+00
353      3.45000000e+00    2.00000000e+00   -2.83855820e-03    1.76335489e-03    2.56982522e-01    8.39611591e-01    3.45000000e+00    2.00000000e+00    0.00000000e+00    2.61038841e+00
354      3.50000000e+00    2.00000000e+00   -2.84764620e-03    1.76821261e-03    2.56295871e-01    8.39791109e-01    3.50000000e+00    2.00000000e+00    0.00000000e+00    2.66020889e+00
355      0.00000000e+00    2.50000000e+00    0.00000000e+00    0.00000000e+00    3.04361422e-01    1.04241448e+00    0.00000000e+00    2.50000000e+00    0.00000000e+00   -1.04241448e+00
356      5.00000000e-02    2.50000000e+00   -2.29676817e-04    2.86596912e-05    3.03674771e-01    1.04258908e+00    5.00000000e-02    2.50000000e+00    0.00000000e+00   -9.92589075e-01
357      1.00000000e-01    2.50000000e+00   -4.47460331e-04    6.05991693e-05    3.02988120e-01    1.04276362e+00    1.00000000e-01    2.50000000e+00    0.00000000e+00   -9.42763620e-01
358      1.50000000e-01    2.50000000e+00   -6.53768488e-04    9.55613761e-05    3.02301469e-01    1.04293811e+00    1.50000000e-01    2.50000000e+00    0.00000000e+00   -8.92938114e-01
359      2.00000000e-01    2.50000000e+00   -8.48999953e-04    1.33307470e-04    3.01614819e-01    1.04311256e+00    2.00000000e-01    2.50000000e+00    0.00000000e+00   -8.43112557e-01
360      2.50000000e-01    2.50000000e+00   -1.03353524e-03    1.73615365e-04    3.00928168e-01    1.04328695e+00    2.50000000e-01    2.50000000e+00    0.00000000e+00   -7.93286948e-01
361      3.00000000e-01    2.50000000e+00   -1.20773774e-03    2.16278379e-04    3.00241517e-01    1.04346129e+00    3.00000000e-01    2.50000000e+00    0.00000000e+00   -7.43461287e-01
362      3.50000000e-01    2.50000000e+00   -1.37195476e-03    2.61103959e-04    2.99554867e-01    1.04363558e+00    3.50000000e-01    2.50000000e+00    0.00000000e+00   -6.93635576e-01
363      4.00000000e-01    2.50000000e+00   -1.52651839e-03    3.07912474e-04    2.98868216e-01    1.04380981e+00    4.00000000e-01    2.50000000e+00    0.00000000e+00   -6.43809813e-01
364      4.50000000e-01    2.50000000e+00   -1.67174643e-03    3.56536043e-04    2.98181565e-01    1.04398400e+00    4.50000000e-01    2.50000000e+00    0.00000000e+00   -5.93983998e-01
365      5.00000000e-01    2.50000000e+00   -1.80794325e-03    4.06817357e-04    2.97494914e-01    1.04415813e+00    5.00000000e-01    2.50000000e+00    0.00000000e+00   -5.44158133e-01
366      5.50000000e-01    2.50000000e+00   -1.93540059e-03    4.58608456e-04    2.96808264e-01    1.04433222e+00    5.50000000e-01    2.50000000e+00    0.00000000e+00   -4.94332216e-01
367      6.00000000e-01    2.50000000e+00   -2.05439837e-03    5.11769366e-04    2.96121613e-01    1.04450625e+00    6.00000000e-01    2.50000000e+00    0.00000000e+00   -4.44506248e-01
368      6.50000000e-01    2.50000000e+00   -2.16520557e-03    5.66166488e-04    2.95434962e-01    1.04468023e+00    6.50000000e-01    2.50000000e+00    0.00000000e+00   -3.94680228e-01
369      7.00000000e-01    2.50000000e+00   -2.26808102e-03    6.21670507e-04    2.94748312e-01    1.04485416e+00    7.00000000e-01    2.50000000e+00    0.00000000e+00   -3.44854158e-01
370      7.50000000e-01    2.50000000e+00   -2.36327445e-03    6.78153253e-04    2.94061661e-01    1.04502804e+00    7.50000000e-01    2.50000000e+00    0.00000000e+00   -2.95028036e-01
371      8.00000000e-01    2.50000000e+00   -2.45102766e-03    7.35481044e-04    2.93375010e-01    1.04520186e+00    8.00000000e-01    2.50000000e+00    0.00000000e+00   -2.45201863e-01
372      8.50000000e-01    2.50000000e+00   -2.53157701e-03    7.93493500e-04    2.92688359e-01    1.04537564e+00    8.50000000e-01    2.50000000e+00    0.00000000e+00   -1.95375639e-01
373      9.00000000e-01    2.50000000e+00   -2.60516092e-03    8.51930227e-04    2.92001709e-01    1.04554936e+00    9.00000000e-01    2.50000000e+00    0.00000000e+00   -1.45549364e-01
374      9.50000000e-01    2.50000000e+00   -2.67204277e-03    9.10234683e-04    2.91315058e-01    1.04572304e+00    9.50000000e-01    2.50000000e+00    0.00000000e+00   -9.57230381e-02
375      1.00000000e+00    2.50000000e+00   -2.73256359e-03    9.67267986e-04    2.90628407e-01    1.04589666e+00    1.00000000e+00    2.50000000e+00    0.00000000e+00   -4.58966609e-02
376      1.05000000e+00    2.50000000e+00   -2.78720900e-03    1.02137658e-03    2.89941757e-01    1.04607023e+00    1.05000000e+00    2.50000000e+00    0.00000000e+00    3.92976722e-03
377      1.10000000e+00    2.50000000e+00   -2.83661500e-03    1.07121307e-03    2.89255106e-01    1.04624375e+00    1.10000000e+00    2.50000000e+00    0.00000000e+00    5.37562463e-02
378      1.15000000e+00    2.50000000e+00   -2.88147141e-03    1.11641716e-03    2.88568455e-01    1.04641722e+00    1.15000000e+00    2.50000000e+00    0.00000000e+00    1.03582776e-01
379      1.20000000e+00    2.50000000e+00   -2.92241430e-03    1.15730667e-03    2.87881804e-01    1.04659064e+00    1.20000000e+00    2.50000000e+00    0.00000000e+00    1.53409357e-01
380      1.25000000e+00    2.50000000e+00   -2.95998775e-03    1.19433804e-03    2.87195154e-01    1.04676401e+00    1.25000000e+00    2.50000000e+00    0.00000000e+00    2.03235989e-01
381      1.30000000e+00    2.50000000e+00   -2.99465149e-03    1.22792380e-03    2.86508503e-01    1.04693733e+00    1.30000000e+00    2.50000000e+00    0.00000000e+00    2.53062672e-01
382      1.35000000e+00    2.50000000e+00   -3.02679577e-03    1.25843550e-03    2.85821852e-01    1.04711059e+00    1.35000000e+00    2.50000000e+00    0.00000000e+00    3.02889406e-01
383      1.40000000e+00    2.50000000e+00   -3.05675270e-03    1.28621865e-03    2.85135201e-01    1.04728381e+00    1.40000000e+00    2.50000000e+00    0.00000000e+00    3.52716190e-01
384      1.45000000e+00    2.50000000e+00   -3.08480486e-03    1.31159288e-03    2.84448551e-01    1.04745697e+00    1.45000000e+00    2.50000000e+00    0.00000000e+00    4.02543026e-01
385      1.50000000e+00    2.50000000e+00   -3.11119259e-03    1.33484787e-03    2.83761900e-01    1.04763009e+00    1.50000000e+00    2.50000000e+00    0.00000000e+00    4.52369912e-01
386      1.55000000e+00    2.50000000e+00   -3.13612043e-03    1.35624107e-03    2.83075249e-01    1.04780315e+00    1.55000000e+00    2.50000000e+00    0.00000000e+00    5.02196849e-01
387      1.60000000e+00    2.50000000e+00   -3.15976279e-03    1.37599813e-03    2.82388599e-01    1.04797616e+00    1.60000000e+00    2.50000000e+00    0.00000000e+00    5.52023836e-01
388      1.65000000e+00    2.50000000e+00   -3.18226876e-03    1.39431517e-03    2.81701948e-01    1.04814913e+00    1.65000000e+00    2.50000000e+00    0.00000000e+00    6.01850874e-01
389      1.70000000e+00    2.50000000e+00   -3.20376625e-03    1.41136181e-03    2.81015297e-01    1.04832204e+00    1.70000000e+00    2.50000000e+00    0.00000000e+00    6.51677963e-01
390      1.75000000e+00    2.50000000e+00   -3.22436539e-03    1.42728453e-03    2.80328646e-01    1.04849490e+00    1.75000000e+00    2.50000000e+00    0.00000000e+00    7.01505103e-01
391      1.80000000e+00    2.50000000e+00   -3.24416138e-03    1.44220984e-03    2.79641996e-01    1.04866771e+00    1.80000000e+00    2.50000000e+00    0.00000000e+00    7.51332293e-01
392      1.85000000e+00    2.50000000e+00   -3.26323685e-03    1.45624715e-03    2.78955345e-01    1.04884047e+00    1.85000000e+00    2.50000000e+00    0.00000000e+00    8.01159534e-01
393      1.90000000e+00    2.50000000e+00   -3.28166381e-03    1.46949129e-03    2.78268694e-01    1.04901317e+00    1.90000000e+00    2.50000000e+00    0.00000000e+00    8.50986826e-01
394      1.95000000e+00    2.50000000e+00   -3.29950523e-03    1.48202467e-03    2.77582044e-01    1.04918583e+00    1.95000000e+00    2.50000000e+00    0.00000000e+00    9.00814168e-01
395      2.00000000e+00    2.50000000e+00   -3.31681643e-03    1.49391912e-03    2.76895393e-01    1.04935844e+00    2.00000000e+00    2.50000000e+00    0.00000000e+00    9.50641560e-01
396      2.05000000e+00    2.50000000e+00   -3.33364616e-03    1.50523747e-03    2.76208742e-01    1.04953100e+00    2.05000000e+00    2.50000000e+00    0.00000000e+00    1.00046900e+00
397      2.10000000e+00    2.50000000e+00   -3.35003752e-03    1.51603480e-03    2.75522091e-01    1.04970350e+00    2.10000000e+00    2.50000000e+00    0.00000000e+00    1.05029650e+00
398      2.15000000e+00    2.50000000e+00   -3.36602879e-03    1.52635963e-03    2.74835441e-01    1.04987596e+00    2.15000000e+00    2.50000000e+00    0.00000000e+00    1.10012404e+00
399      2.20000000e+00    2.50000000e+00   -3.38165404e-03    1.53625474e-03    2.74148790e-01    1.05004836e+00    2.20000000e+00    2.50000000e+00    0.00000000e+00    1.14995164e+00
400      2.25000000e+00    2.50000000e+00   -3.39694367e-03    1.54575807e-03    2.73462139e-01    1.05022072e+00    2.25000000e+00    2.50000000e+00    0.00000000e+00    1.19977928e+00
401      2.30000000e+00    2.50000000e+00   -3.41192496e-03    1.55490329e-03    2.72775488e-01    1.05039302e+00    2.30000000e+00    2.50000000e+00    0.00000000e+00    1.24960698e+00
402      2.35000000e+00    2.50000000e+00   -3.42662237e-03    1.56372041e-03    2.72088838e-01    1.05056528e+00    2.35000000e+00    2.50000000e+00    0.00000000e+00    1.29943472e+00
403      2.40000000e+00    2.50000000e+00   -3.44105796e-03    1.57223623e-03    2.71402187e-01    1.05073748e+00    2.40000000e+00    2.50000000e+00    0.00000000e+00    1.34926252e+00
404      2.45000000e+00    2.50000000e+00   -3.45525164e-03    1.58047476e-03    2.70715536e-01    1.05090964e+00    2.45000000e+00    2.50000000e+00    0.00000000e+00    1.39909036e+00
405      2.50000000e+00    2.50000000e+00   -3.46922143e-03    1.58845760e-03    2.70028886e-01    1.05108174e+00    2.50000000e+00    2.50000000e+00    0.00000000e+00    1.44891826e+00
406      2.55000000e+00    2.50000000e+00   -3.48298368e-03    1.59620415e-03    2.69342235e-01    1.05125379e+00    2.55000000e+00    2.50000000e+00    0.00000000e+00    1.49874621e+00
407      2.60000000e+00    2.50000000e+00   -3.49655326e-03    1.60373196e-03    2.68655584e-01    1.05142580e+00    2.60000000e+00    2.50000000e+00    0.00000000e+00    1.54857420e+00
408      2.65000000e+00    2.50000000e+00   -3.50994373e-03    1.61105690e-03    2.67968933e-01    1.05159775e+00    2.65000000e+00    2.50000000e+00    0.00000000e+00    1.59840225e+00
409      2.70000000e+00    2.50000000e+00   -3.52316747e-03    1.61819336e-03    2.67282283e-01    1.05176965e+00    2.70000000e+00    2.50000000e+00    0.00000000e+00    1.64823035e+00
410      2.75000000e+00    2.50000000e+00   -3.53623579e-03    1.62515442e-03    2.66595632e-01    1.05194150e+00    2.75000000e+00    2.50000000e+00    0.00000000e+00    1.69805850e+00
411      2.80000000e+00    2.50000000e+00   -3.54915909e-03    1.63195200e-03    2.65908981e-01    1.05211331e+00    2.80000000e+00    2.50000000e+00    0.00000000e+00    1.74788669e+00
412      2.85000000e+00    2.50000000e+00   -3.56194690e-03    1.63859697e-03    2.65222331e-01    1.05228506e+00    2.85000000e+00    2.50000000e+00    0.00000000e+00    1.79771494e+00
413      2.90000000e+00    2.50000000e+00   -3.57460800e-03    1.64509926e-03    2.64535680e-01    1.05245676e+00    2.90000000e+00    2.50000000e+00    0.00000000e+00    1.84754324e+00
414      2.95000000e+00    2.50000000e+00   -3.58715047e-03    1.65146799e-03    2.63849029e-01    1.05262841e+00    2.95000000e+00    2.50000000e+00    0.00000000e+00    1.89737159e+00
415      3.00000000e+00    2.50000000e+00   -3.59958177e-03    1.65771151e-03    2.63162378e-01    1.05280001e+00    3.00000000e+00    2.50000000e+00    0.00000000e+00    1.94719999e+00
416      3.05000000e+00    2.50000000e+00   -3.61190881e-03    1.66383750e-03    2.62475728e-01    1.05297157e+00    3.05000000e+00    2.50000000e+00    0.00000000e+00    1.99702843e+00
417      3.10000000e+00    2.50000000e+00   -3.62413797e-03    1.66985304e-03    2.61789077e-01    1.05314307e+00    3.10000000e+00    2.50000000e+00    0.00000000e+00    2.04685693e+00
418      3.15000000e+00    2.50000000e+00   -3.63627519e-03    1.67576465e-03    2.61102426e-01    1.05331452e+00    3.15000000e+00    2.50000000e+00    0.00000000e+00    2.09668548e+00
419      3.20000000e+00    2.50000000e+00   -3.64832596e-03    1.68157835e-03    2.60415776e-01    1.05348592e+00    3.20000000e+00    2.50000000e+00    0.00000000e+00    2.14651408e+00
420      3.25000000e+00    2.50000000e+00   -3.66029540e-03    1.68729972e-03    2.59729125e-01    1.05365728e+00    3.25000000e+00    2.50000000e+00    0.00000000e+00    2.19634272e+00
421      3.30000000e+00    2.50000000e+00   -3.67218826e-03    1.69293391e-03    2.59042474e-01    1.05382858e+00    3.30000000e+00    2.50000000e+00    0.00000000e+00    2.24617142e+00
422      3.35000000e+00    2.50000000e+00   -3.68400900e-03    1.69848573e-03    2.58355823e-01    1.05399983e+00    3.35000000e+00    2.50000000e+00    0.00000000e+00    2.29600017e+00
423      3.40000000e+00    2.50000000e+00   -3.69576175e-03    1.70395961e-03    2.57669173e-01    1.05417103e+00    3.40000000e+00    2.50000000e+00    0.00000000e+00    2.34582897e+00
424      3.45000000e+00    2.50000000e+00   -3.70745037e-03    1.70935969e-03    2.56982522e-01    1.05434219e+00    3.45000000e+00    2.50000000e+00    0.00000000e+00    2.39565781e+00
425      3.50000000e+00    2.50000000e+00   -3.71907851e-03    1.71468984e-03    2.56295871e-01    1.05451329e+00    3.50000000e+00    2.50000000e+00    0.00000000e+00    2.44548671e+00
426      0.00000000e+00    3.00000000e+00    0.00000000e+00    0.00000000e+00    3.04361422e-01    1.26244157e+00    0.00000000e+00    3.00000000e+00    0.00000000e+00   -1.26244157e+00
427      5.00000000e-02    3.00000000e+00   -2.41415150e-04    1.90042794e-05    3.03674771e-01    1.26261108e+00    5.00000000e-02    3.00000000e+00    0.00000000e+00   -1.21261108e+00
428      1.00000000e-01    3.00000000e+00   -4.72420837e-04    4.06868560e-05    3.02988120e-01    1.26278054e+00    1.00000000e-01    3.00000000e+00    0.00000000e+00   -1.16278054e+00
429      1.50000000e-01    3.00000000e+00   -6.93329135e-04    6.48744032e-05    3.02301469e-01    1.26294996e+00    1.50000000e-01    3.00000000e+00    0.00000000e+00   -1.11294996e+00
430      2.00000000e-01    3.00000000e+00   -9.04439793e-04    9.14040471e-05    3.01614819e-01    1.26311934e+00    2.00000000e-01    3.00000000e+00    0.00000000e+00   -1.06311934e+00
431      2.50000000e-01    3.00000000e+00   -1.10604085e-03    1.20122667e-04    3.00928168e-01    1.26328868e+00    2.50000000e-01    3.00000000e+00    0.00000000e+00   -1.01328868e+00
432      3.00000000e-01    3.00000000e+00   -1.29840919e-03    1.50886243e-04    3.00241517e-01    1.26345797e+00    3.00000000e-01    3.00000000e+00    0.00000000e+00   -9.63457972e-01
433      3.50000000e-01    3.00000000e+00   -1.48181113e-03    1.83559248e-04    2.99554867e-01    1.26362722e+00    3.50000000e-01    3.00000000e+00    0.00000000e+00   -9.13627225e-01
434      4.00000000e-01    3.00000000e+00   -1.65650286e-03    2.18014072e-04    2.98868216e-01    1.26379643e+00    4.00000000e-01    3.00000000e+00    0.00000000e+00   -8.63796435e-01
435      4.50000000e-01    3.00000000e+00   -1.82273102e-03    2.54130487e-04    2.98181565e-01    1.26396560e+00    4.50000000e-01    3.00000000e+00    0.00000000e+00   -8.13965603e-01
436      5.00000000e-01    3.00000000e+00   -1.98073309e-03    2.91795135e-04    2.97494914e-01    1.26413473e+00    5.00000000e-01    3.00000000e+00    0.00000000e+00   -7.64134729e-01
437      5.50000000e-01    3.00000000e+00   -2.13073785e-03    3.30901038e-04    2.96808264e-01    1.26430381e+00    5.50000000e-01    3.00000000e+00    0.00000000e+00   -7.14303812e-01
438      6.00000000e-01    3.00000000e+00   -2.27296584e-03    3.71347123e-04    2.96121613e-01    1.26447285e+00    6.00000000e-01    3.00000000e+00    0.00000000e+00   -6.64472854e-01
439      6.50000000e-01    3.00000000e+00   -2.40762972e-03    4.13037759e-04    2.95434962e-01    1.26464185e+00    6.50000000e-01    3.00000000e+00    0.00000000e+00   -6.14641854e-01
440      7.00000000e-01    3.00000000e+00   -2.53493467e-03    4.55882296e-04    2.94748312e-01    1.26481081e+00    7.00000000e-01    3.00000000e+00    0.00000000e+00   -5.64810812e-01
