Index       V(2)              V(1)             I(VDS)           N(M1:GM)     
65       3.25000000e+00    0.00000000e+00   -9.67568859e+00   -1.60742501e-03
66       3.30000000e+00    0.00000000e+00   -9.86908587e+00   -1.61420370e-03
67       3.35000000e+00    0.00000000e+00   -1.00624833e+01   -1.62081579e-03
68       3.40000000e+00    0.00000000e+00   -1.02558808e+01   -1.62727010e-03
69       3.45000000e+00    0.00000000e+00   -1.04492784e+01   -1.63357503e-03
70       3.50000000e+00    0.00000000e+00   -1.06426762e+01   -1.63973854e-03
71       0.00000000e+00   -5.00000000e-01    0.00000000e+00    0.00000000e+00
72       5.00000000e-02   -5.00000000e-01   -6.10145342e-07   -1.24995257e-05
73       1.00000000e-01   -5.00000000e-01   -2.66998676e-06   -5.03784810e-05
74       1.50000000e-01   -5.00000000e-01   -8.51486545e-06   -1.30769842e-04
75       2.00000000e-01   -5.00000000e-01   -2.05689180e-05   -2.37675722e-04
76       2.50000000e-01   -5.00000000e-01   -3.94629041e-05   -3.39429449e-04
77       3.00000000e-01   -5.00000000e-01   -6.43571990e-05   -4.23666783e-04
78       3.50000000e-01   -5.00000000e-01   -9.41690843e-05   -4.93322011e-04
79       4.00000000e-01   -5.00000000e-01   -1.28119534e-04   -5.53892326e-04
80       4.50000000e-01   -5.00000000e-01   -1.65900117e-04   -6.09064958e-04
81       5.00000000e-01   -5.00000000e-01   -2.08727460e-04   -6.61525392e-04
82       5.50000000e-01   -5.00000000e-01   -2.67129536e-04   -7.10392360e-04
83       6.00000000e-01   -5.00000000e-01   -4.15183552e-04   -7.56469864e-04
84       6.50000000e-01   -5.00000000e-01   -1.16643423e-03   -8.00155566e-04
85       7.00000000e-01   -5.00000000e-01   -6.07141190e-03   -8.41577529e-04
86       7.50000000e-01   -5.00000000e-01   -3.96703984e-02   -8.80844720e-04
87       8.00000000e-01   -5.00000000e-01   -2.00225347e-01   -9.18069567e-04
88       8.50000000e-01   -5.00000000e-01   -3.93600350e-01   -9.53369076e-04
89       9.00000000e-01   -5.00000000e-01   -5.86977122e-01   -9.86861332e-04
90       9.50000000e-01   -5.00000000e-01   -7.80355539e-01   -1.01866180e-03
91       1.00000000e+00   -5.00000000e-01   -9.73735487e-01   -1.04888068e-03
92       1.05000000e+00   -5.00000000e-01   -1.16711686e+00   -1.07762134e-03
93       1.10000000e+00   -5.00000000e-01   -1.36049956e+00   -1.10497970e-03
94       1.15000000e+00   -5.00000000e-01   -1.55388349e+00   -1.13104423e-03
95       1.20000000e+00   -5.00000000e-01   -1.74726857e+00   -1.15589622e-03
96       1.25000000e+00   -5.00000000e-01   -1.94065472e+00   -1.17961039e-03
97       1.30000000e+00   -5.00000000e-01   -2.13404186e+00   -1.20225543e-03
98       1.35000000e+00   -5.00000000e-01   -2.32742994e+00   -1.22389462e-03
99       1.40000000e+00   -5.00000000e-01   -2.52081888e+00   -1.24458643e-03
100      1.45000000e+00   -5.00000000e-01   -2.71420862e+00   -1.26438497e-03
101      1.50000000e+00   -5.00000000e-01   -2.90759912e+00   -1.28334049e-03
102      1.55000000e+00   -5.00000000e-01   -3.10099031e+00   -1.30149979e-03
103      1.60000000e+00   -5.00000000e-01   -3.29438216e+00   -1.31890652e-03
104      1.65000000e+00   -5.00000000e-01   -3.48777462e+00   -1.33560151e-03
105      1.70000000e+00   -5.00000000e-01   -3.68116765e+00   -1.35162299e-03
106      1.75000000e+00   -5.00000000e-01   -3.87456121e+00   -1.36700688e-03
107      1.80000000e+00   -5.00000000e-01   -4.06795527e+00   -1.38178692e-03
108      1.85000000e+00   -5.00000000e-01   -4.26134978e+00   -1.39599485e-03
109      1.90000000e+00   -5.00000000e-01   -4.45474474e+00   -1.40966060e-03
110      1.95000000e+00   -5.00000000e-01   -4.64814009e+00   -1.42281237e-03
111      2.00000000e+00   -5.00000000e-01   -4.84153583e+00   -1.43547681e-03
112      2.05000000e+00   -5.00000000e-01   -5.03493191e+00   -1.44767905e-03
113      2.10000000e+00   -5.00000000e-01   -5.22832833e+00   -1.45944287e-03
114      2.15000000e+00   -5.00000000e-01   -5.42172506e+00   -1.47079074e-03
115      2.20000000e+00   -5.00000000e-01   -5.61512208e+00   -1.48174393e-03
116      2.25000000e+00   -5.00000000e-01   -5.80851937e+00   -1.49232258e-03
117      2.30000000e+00   -5.00000000e-01   -6.00191692e+00   -1.50254574e-03
118      2.35000000e+00   -5.00000000e-01   -6.19531470e+00   -1.51243147e-03
119      2.40000000e+00   -5.00000000e-01   -6.38871271e+00   -1.52199689e-03
120      2.45000000e+00   -5.00000000e-01   -6.58211093e+00   -1.53125822e-03
121      2.50000000e+00   -5.00000000e-01   -6.77550934e+00   -1.54023084e-03
122      2.55000000e+00   -5.00000000e-01   -6.96890794e+00   -1.54892937e-03
123      2.60000000e+00   -5.00000000e-01   -7.16230672e+00   -1.55736763e-03
124      2.65000000e+00   -5.00000000e-01   -7.35570566e+00   -1.56555880e-03
125      2.70000000e+00   -5.00000000e-01   -7.54910475e+00   -1.57351564e-03
126      2.75000000e+00   -5.00000000e-01   -7.74250403e+00   -1.58125348e-03
127      2.80000000e+00   -5.00000000e-01   -7.93590347e+00   -1.58878291e-03
128      2.85000000e+00   -5.00000000e-01   -8.12930306e+00   -1.59611314e-03
129      2.90000000e+00   -5.00000000e-01   -8.32270278e+00   -1.60325331e-03
130      2.95000000e+00   -5.00000000e-01   -8.51610262e+00   -1.61021246e-03
131      3.00000000e+00   -5.00000000e-01   -8.70950256e+00   -1.61699937e-03
132      3.05000000e+00   -5.00000000e-01   -8.90290260e+00   -1.62362255e-03
133      3.10000000e+00   -5.00000000e-01   -9.09630272e+00   -1.63009021e-03
134      3.15000000e+00   -5.00000000e-01   -9.28970293e+00   -1.63641027e-03
135      3.20000000e+00   -5.00000000e-01   -9.48310320e+00   -1.64259029e-03
136      3.25000000e+00   -5.00000000e-01   -9.67650355e+00   -1.64863755e-03
137      3.30000000e+00   -5.00000000e-01   -9.86990397e+00   -1.65455902e-03
138      3.35000000e+00   -5.00000000e-01   -1.00633044e+01   -1.66036138e-03
139      3.40000000e+00   -5.00000000e-01   -1.02567050e+01   -1.66605100e-03
140      3.45000000e+00   -5.00000000e-01   -1.04501056e+01   -1.67163401e-03
141      3.50000000e+00   -5.00000000e-01   -1.06435062e+01   -1.67711625e-03
142      0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00
143      5.00000000e-02   -1.00000000e+00   -3.64947854e-05   -8.00148726e-05
144      1.00000000e-01   -1.00000000e+00   -7.84486047e-05   -1.54600711e-04
145      1.50000000e-01   -1.00000000e+00   -1.25116480e-04   -2.25039310e-04
146      2.00000000e-01   -1.00000000e+00   -1.75904984e-04   -2.92026568e-04
147      2.50000000e-01   -1.00000000e+00   -2.30319158e-04   -3.55977476e-04
148      3.00000000e-01   -1.00000000e+00   -2.87936050e-04   -4.17174090e-04
149      3.50000000e-01   -1.00000000e+00   -3.48391921e-04   -4.75828849e-04
150      4.00000000e-01   -1.00000000e+00   -4.11395653e-04   -5.32115880e-04
151      4.50000000e-01   -1.00000000e+00   -4.76886262e-04   -5.86184946e-04
152      5.00000000e-01   -1.00000000e+00   -5.46165967e-04   -6.38167350e-04
153      5.50000000e-01   -1.00000000e+00   -6.29764019e-04   -6.88178140e-04
154      6.00000000e-01   -1.00000000e+00   -8.01812211e-04   -7.36316545e-04
155      6.50000000e-01   -1.00000000e+00   -1.57587703e-03   -7.82665424e-04
156      7.00000000e-01   -1.00000000e+00   -6.50250963e-03   -8.27290062e-04
157      7.50000000e-01   -1.00000000e+00   -4.01220169e-02   -8.70236527e-04
158      8.00000000e-01   -1.00000000e+00   -2.00696382e-01   -9.11529866e-04
159      8.50000000e-01   -1.00000000e+00   -3.94089733e-01   -9.51172741e-04
160      9.00000000e-01   -1.00000000e+00   -5.87483824e-01   -9.89145498e-04
161      9.50000000e-01   -1.00000000e+00   -7.80878577e-01   -1.02540918e-03
162      1.00000000e+00   -1.00000000e+00   -9.74273927e-01   -1.05991309e-03
163      1.05000000e+00   -1.00000000e+00   -1.16766982e+00   -1.09260767e-03
164      1.10000000e+00   -1.00000000e+00   -1.36106623e+00   -1.12346139e-03
165      1.15000000e+00   -1.00000000e+00   -1.55446310e+00   -1.15247728e-03
166      1.20000000e+00   -1.00000000e+00   -1.74786043e+00   -1.17970316e-03
167      1.25000000e+00   -1.00000000e+00   -1.94125819e+00   -1.20523106e-03
168      1.30000000e+00   -1.00000000e+00   -2.13465636e+00   -1.22918629e-03
169      1.35000000e+00   -1.00000000e+00   -2.32805493e+00   -1.25171098e-03
170      1.40000000e+00   -1.00000000e+00   -2.52145387e+00   -1.27294820e-03
171      1.45000000e+00   -1.00000000e+00   -2.71485316e+00   -1.29303079e-03
172      1.50000000e+00   -1.00000000e+00   -2.90825278e+00   -1.31207570e-03
173      1.55000000e+00   -1.00000000e+00   -3.10165270e+00   -1.33018284e-03
174      1.60000000e+00   -1.00000000e+00   -3.29505292e+00   -1.34743636e-03
175      1.65000000e+00   -1.00000000e+00   -3.48845340e+00   -1.36390714e-03
176      1.70000000e+00   -1.00000000e+00   -3.68185413e+00   -1.37965537e-03
177      1.75000000e+00   -1.00000000e+00   -3.87525508e+00   -1.39473282e-03
178      1.80000000e+00   -1.00000000e+00   -4.06865624e+00   -1.40918468e-03
179      1.85000000e+00   -1.00000000e+00   -4.26205759e+00   -1.42305104e-03
180      1.90000000e+00   -1.00000000e+00   -4.45545911e+00   -1.43636787e-03
181      1.95000000e+00   -1.00000000e+00   -4.64886080e+00   -1.44916788e-03
182      2.00000000e+00   -1.00000000e+00   -4.84226263e+00   -1.46148104e-03
183      2.05000000e+00   -1.00000000e+00   -5.03566459e+00   -1.47333503e-03
184      2.10000000e+00   -1.00000000e+00   -5.22906668e+00   -1.48475557e-03
185      2.15000000e+00   -1.00000000e+00   -5.42246888e+00   -1.49576665e-03
186      2.20000000e+00   -1.00000000e+00   -5.61587118e+00   -1.50639072e-03
187      2.25000000e+00   -1.00000000e+00   -5.80927358e+00   -1.51664885e-03
188      2.30000000e+00   -1.00000000e+00   -6.00267606e+00   -1.52656084e-03
189      2.35000000e+00   -1.00000000e+00   -6.19607862e+00   -1.53614534e-03
190      2.40000000e+00   -1.00000000e+00   -6.38948126e+00   -1.54541995e-03
191      2.45000000e+00   -1.00000000e+00   -6.58288396e+00   -1.55440124e-03
192      2.50000000e+00   -1.00000000e+00   -6.77628672e+00   -1.56310489e-03
193      2.55000000e+00   -1.00000000e+00   -6.96968954e+00   -1.57154571e-03
194      2.60000000e+00   -1.00000000e+00   -7.16309240e+00   -1.57973770e-03
195      2.65000000e+00   -1.00000000e+00   -7.35649532e+00   -1.58769411e-03
196      2.70000000e+00   -1.00000000e+00   -7.54989828e+00   -1.59542768e-03
197      2.75000000e+00   -1.00000000e+00   -7.74330131e+00   -1.60295258e-03
198      2.80000000e+00   -1.00000000e+00   -7.93670442e+00   -1.61027971e-03
199      2.85000000e+00   -1.00000000e+00   -8.13010758e+00   -1.61741877e-03
200      2.90000000e+00   -1.00000000e+00   -8.32351078e+00   -1.62437921e-03
201      2.95000000e+00   -1.00000000e+00   -8.51691401e+00   -1.63117018e-03
202      3.00000000e+00   -1.00000000e+00   -8.71031727e+00   -1.63780046e-03
203      3.05000000e+00   -1.00000000e+00   -8.90372054e+00   -1.64427851e-03
204      3.10000000e+00   -1.00000000e+00   -9.09712383e+00   -1.65061242e-03
205      3.15000000e+00   -1.00000000e+00   -9.29052712e+00   -1.65680994e-03
206      3.20000000e+00   -1.00000000e+00   -9.48393043e+00   -1.66287847e-03
207      3.25000000e+00   -1.00000000e+00   -9.67733375e+00   -1.66882509e-03
208      3.30000000e+00   -1.00000000e+00   -9.87073707e+00   -1.67465655e-03
209      3.35000000e+00   -1.00000000e+00   -1.00641404e+01   -1.68037931e-03
210      3.40000000e+00   -1.00000000e+00   -1.02575437e+01   -1.68599955e-03
211      3.45000000e+00   -1.00000000e+00   -1.04509471e+01   -1.69152314e-03
212      3.50000000e+00   -1.00000000e+00   -1.06443504e+01   -1.69695571e-03
213      0.00000000e+00   -1.50000000e+00    0.00000000e+00    0.00000000e+00
214      5.00000000e-02   -1.50000000e+00   -7.25629962e-05   -6.54148601e-05
215      1.00000000e-01   -1.50000000e+00   -1.48642264e-04   -1.27760080e-04
216      1.50000000e-01   -1.50000000e+00   -2.27769198e-04   -1.87326523e-04
217      2.00000000e-01   -1.50000000e+00   -3.09536869e-04   -2.44358585e-04
218      2.50000000e-01   -1.50000000e+00   -3.93590192e-04   -2.99066235e-04
219      3.00000000e-01   -1.50000000e+00   -4.79618586e-04   -3.51632651e-04
220      3.50000000e-01   -1.50000000e+00   -5.67353068e-04   -4.02219432e-04
221      4.00000000e-01   -1.50000000e+00   -6.56584855e-04   -4.50970336e-04
222      4.50000000e-01   -1.50000000e+00   -7.47325716e-04   -4.98014072e-04
223      5.00000000e-01   -1.50000000e+00   -8.40942712e-04   -5.43466437e-04
224      5.50000000e-01   -1.50000000e+00   -9.48023068e-04   -5.87432007e-04
225      6.00000000e-01   -1.50000000e+00   -1.14275036e-03   -6.30005490e-04
226      6.50000000e-01   -1.50000000e+00   -1.93873707e-03   -6.71272818e-04
227      7.00000000e-01   -1.50000000e+00   -6.88657484e-03   -7.11312036e-04
228      7.50000000e-01   -1.50000000e+00   -4.05266056e-02   -7.50194009e-04
229      8.00000000e-01   -1.50000000e+00   -2.01120842e-01   -7.87982985e-04
230      8.50000000e-01   -1.50000000e+00   -3.94533435e-01   -8.24737000e-04
231      9.00000000e-01   -1.50000000e+00   -5.87946157e-01   -8.60508154e-04
232      9.50000000e-01   -1.50000000e+00   -7.81358941e-01   -8.95342728e-04
233      1.00000000e+00   -1.50000000e+00   -9.74771726e-01   -9.29281138e-04
234      1.05000000e+00   -1.50000000e+00   -1.16818446e+00   -9.62357706e-04
235      1.10000000e+00   -1.50000000e+00   -1.36159710e+00   -9.94600224e-04
236      1.15000000e+00   -1.50000000e+00   -1.55500960e+00   -1.02602929e-03
237      1.20000000e+00   -1.50000000e+00   -1.74842192e+00   -1.05665739e-03
238      1.25000000e+00   -1.50000000e+00   -1.94183404e+00   -1.08648784e-03
239      1.30000000e+00   -1.50000000e+00   -2.13524594e+00   -1.11551366e-03
240      1.35000000e+00   -1.50000000e+00   -2.32865759e+00   -1.14371661e-03
241      1.40000000e+00   -1.50000000e+00   -2.52206898e+00   -1.17106709e-03
242      1.45000000e+00   -1.50000000e+00   -2.71548010e+00   -1.19752534e-03
243      1.50000000e+00   -1.50000000e+00   -2.90889095e+00   -1.22304486e-03
244      1.55000000e+00   -1.50000000e+00   -3.10230154e+00   -1.24757826e-03
245      1.60000000e+00   -1.50000000e+00   -3.29571186e+00   -1.27108503e-03
246      1.65000000e+00   -1.50000000e+00   -3.48912194e+00   -1.29353953e-03
247      1.70000000e+00   -1.50000000e+00   -3.68253178e+00   -1.31493647e-03
248      1.75000000e+00   -1.50000000e+00   -3.87594140e+00   -1.33529227e-03
249      1.80000000e+00   -1.50000000e+00   -4.06935081e+00   -1.35464206e-03
250      1.85000000e+00   -1.50000000e+00   -4.26276003e+00   -1.37303399e-03
251      1.90000000e+00   -1.50000000e+00   -4.45616906e+00   -1.39052317e-03
252      1.95000000e+00   -1.50000000e+00   -4.64957793e+00   -1.40716672e-03
253      2.00000000e+00   -1.50000000e+00   -4.84298662e+00   -1.42302061e-03
254      2.05000000e+00   -1.50000000e+00   -5.03639517e+00   -1.43813801e-03
255      2.10000000e+00   -1.50000000e+00   -5.22980357e+00   -1.45256861e-03
256      2.15000000e+00   -1.50000000e+00   -5.42321182e+00   -1.46635852e-03
257      2.20000000e+00   -1.50000000e+00   -5.61661995e+00   -1.47955044e-03
258      2.25000000e+00   -1.50000000e+00   -5.81002794e+00   -1.49218392e-03
259      2.30000000e+00   -1.50000000e+00   -6.00343582e+00   -1.50429563e-03
260      2.35000000e+00   -1.50000000e+00   -6.19684357e+00   -1.51591955e-03
261      2.40000000e+00   -1.50000000e+00   -6.39025122e+00   -1.52708728e-03
262      2.45000000e+00   -1.50000000e+00   -6.58365875e+00   -1.53782814e-03
263      2.50000000e+00   -1.50000000e+00   -6.77706619e+00   -1.54816942e-03
264      2.55000000e+00   -1.50000000e+00   -6.97047352e+00   -1.55813652e-03
265      2.60000000e+00   -1.50000000e+00   -7.16388077e+00   -1.56775308e-03
266      2.65000000e+00   -1.50000000e+00   -7.35728792e+00   -1.57704111e-03
267      2.70000000e+00   -1.50000000e+00   -7.55069499e+00   -1.58602124e-03
268      2.75000000e+00   -1.50000000e+00   -7.74410202e+00   -1.59471376e-03
269      2.80000000e+00   -1.50000000e+00   -7.93750901e+00   -1.60313652e-03
270      2.85000000e+00   -1.50000000e+00   -8.13091594e+00   -1.61130582e-03
271      2.90000000e+00   -1.50000000e+00   -8.32432281e+00   -1.61923697e-03
272      2.95000000e+00   -1.50000000e+00   -8.51772962e+00   -1.62694432e-03
273      3.00000000e+00   -1.50000000e+00   -8.71113636e+00   -1.63444135e-03
274      3.05000000e+00   -1.50000000e+00   -8.90454303e+00   -1.64174074e-03
275      3.10000000e+00   -1.50000000e+00   -9.09794964e+00   -1.64885440e-03
276      3.15000000e+00   -1.50000000e+00   -9.29135619e+00   -1.65579355e-03
277      3.20000000e+00   -1.50000000e+00   -9.48476267e+00   -1.66256873e-03
278      3.25000000e+00   -1.50000000e+00   -9.67816909e+00   -1.66918991e-03
279      3.30000000e+00   -1.50000000e+00   -9.87157546e+00   -1.67566645e-03
280      3.35000000e+00   -1.50000000e+00   -1.00649818e+01   -1.68200720e-03
281      3.40000000e+00   -1.50000000e+00   -1.02583880e+01   -1.68822053e-03
282      3.45000000e+00   -1.50000000e+00   -1.04517942e+01   -1.69431433e-03
283      3.50000000e+00   -1.50000000e+00   -1.06452004e+01   -1.70029607e-03
284      0.00000000e+00   -2.00000000e+00    0.00000000e+00    0.00000000e+00
285      5.00000000e-02   -2.00000000e+00   -1.02504253e-04   -5.47952561e-05
286      1.00000000e-01   -2.00000000e+00   -2.07212569e-04   -1.07347754e-04
287      1.50000000e-01   -2.00000000e+00   -3.13771020e-04   -1.57841899e-04
288      2.00000000e-01   -2.00000000e+00   -4.21871955e-04   -2.06440392e-04
289      2.50000000e-01   -2.00000000e+00   -5.31247318e-04   -2.53287756e-04
290      3.00000000e-01   -2.00000000e+00   -6.41663503e-04   -2.98513061e-04
291      3.50000000e-01   -2.00000000e+00   -7.52920093e-04   -3.42232088e-04
292      4.00000000e-01   -2.00000000e+00   -8.64869724e-04   -3.84549111e-04
293      4.50000000e-01   -2.00000000e+00   -9.77579448e-04   -4.25558377e-04
294      5.00000000e-01   -2.00000000e+00   -1.09246628e-03   -4.65345342e-04
295      5.50000000e-01   -2.00000000e+00   -1.22016272e-03   -5.03987717e-04
296      6.00000000e-01   -2.00000000e+00   -1.43489353e-03   -5.41556362e-04
297      6.50000000e-01   -2.00000000e+00   -2.25030870e-03   -5.78116042e-04
298      7.00000000e-01   -2.00000000e+00   -7.21703412e-03   -6.13726082e-04
299      7.50000000e-01   -2.00000000e+00   -4.08754430e-02   -6.48440931e-04
300      8.00000000e-01   -2.00000000e+00   -2.01487577e-01   -6.82310645e-04
301      8.50000000e-01   -2.00000000e+00   -3.94917613e-01   -7.15381308e-04
302      9.00000000e-01   -2.00000000e+00   -5.88347346e-01   -7.47695394e-04
303      9.50000000e-01   -2.00000000e+00   -7.81776733e-01   -7.79292078e-04
304      1.00000000e+00   -2.00000000e+00   -9.75205732e-01   -8.10207500e-04
305      1.05000000e+00   -2.00000000e+00   -1.16863431e+00   -8.40474988e-04
306      1.10000000e+00   -2.00000000e+00   -1.36206243e+00   -8.70125239e-04
307      1.15000000e+00   -2.00000000e+00   -1.55549008e+00   -8.99186464e-04
308      1.20000000e+00   -2.00000000e+00   -1.74891722e+00   -9.27684491e-04
309      1.25000000e+00   -2.00000000e+00   -1.94234383e+00   -9.55642825e-04
310      1.30000000e+00   -2.00000000e+00   -2.13576991e+00   -9.83082667e-04
311      1.35000000e+00   -2.00000000e+00   -2.32919543e+00   -1.01002288e-03
312      1.40000000e+00   -2.00000000e+00   -2.52262038e+00   -1.03647990e-03
313      1.45000000e+00   -2.00000000e+00   -2.71604476e+00   -1.06246757e-03
314      1.50000000e+00   -2.00000000e+00   -2.90946855e+00   -1.08799696e-03
315      1.55000000e+00   -2.00000000e+00   -3.10289176e+00   -1.11307600e-03
316      1.60000000e+00   -2.00000000e+00   -3.29631437e+00   -1.13770917e-03
317      1.65000000e+00   -2.00000000e+00   -3.48973638e+00   -1.16189704e-03
318      1.70000000e+00   -2.00000000e+00   -3.68315780e+00   -1.18563584e-03
319      1.75000000e+00   -2.00000000e+00   -3.87657863e+00   -1.20891704e-03
320      1.80000000e+00   -2.00000000e+00   -4.06999887e+00   -1.23172714e-03
321      1.85000000e+00   -2.00000000e+00   -4.26341853e+00   -1.25404770e-03
322      1.90000000e+00   -2.00000000e+00   -4.45683762e+00   -1.27585584e-03
323      1.95000000e+00   -2.00000000e+00   -4.65025615e+00   -1.29712525e-03
324      2.00000000e+00   -2.00000000e+00   -4.84367413e+00   -1.31782769e-03
325      2.05000000e+00   -2.00000000e+00   -5.03709158e+00   -1.33793484e-03
326      2.10000000e+00   -2.00000000e+00   -5.23050851e+00   -1.35742023e-03
327      2.15000000e+00   -2.00000000e+00   -5.42392494e+00   -1.37626119e-03
328      2.20000000e+00   -2.00000000e+00   -5.61734089e+00   -1.39444041e-03
329      2.25000000e+00   -2.00000000e+00   -5.81075638e+00   -1.41194731e-03
330      2.30000000e+00   -2.00000000e+00   -6.00417143e+00   -1.42877878e-03
331      2.35000000e+00   -2.00000000e+00   -6.19758606e+00   -1.44493935e-03
332      2.40000000e+00   -2.00000000e+00   -6.39100028e+00   -1.46044074e-03
333      2.45000000e+00   -2.00000000e+00   -6.58441413e+00   -1.47530084e-03
334      2.50000000e+00   -2.00000000e+00   -6.77782762e+00   -1.48954246e-03
335      2.55000000e+00   -2.00000000e+00   -6.97124077e+00   -1.50319194e-03
336      2.60000000e+00   -2.00000000e+00   -7.16465360e+00   -1.51627788e-03
337      2.65000000e+00   -2.00000000e+00   -7.35806612e+00   -1.52883011e-03
338      2.70000000e+00   -2.00000000e+00   -7.55147837e+00   -1.54087870e-03
339      2.75000000e+00   -2.00000000e+00   -7.74489038e+00   -1.55245324e-03
340      2.80000000e+00   -2.00000000e+00   -7.93830218e+00   -1.56358310e-03
