Index       V(2)              V(1)             I(VDS)           N(M1:GM)     
0        0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
1        5.00000000e-02    0.00000000e+00   -4.30838213e-12   -1.03978878e-10
2        1.00000000e-01    0.00000000e+00   -2.73936030e-11   -6.55666847e-10
3        1.50000000e-01    0.00000000e+00   -1.50673879e-10   -3.54755404e-09
4        2.00000000e-01    0.00000000e+00   -7.72313948e-10   -1.77500400e-08
5        2.50000000e-01    0.00000000e+00   -3.71248258e-09   -8.23568715e-08
6        3.00000000e-01    0.00000000e+00   -1.67415144e-08   -3.51780990e-07
7        3.50000000e-01    0.00000000e+00   -7.10334919e-08   -1.37211885e-06
8        4.00000000e-01    0.00000000e+00   -2.88933812e-07   -4.91115992e-06
9        4.50000000e-01    0.00000000e+00   -1.17988765e-06   -1.63706419e-05
10       5.00000000e-01    0.00000000e+00   -5.11034597e-06   -4.89460780e-05
11       5.50000000e-01    0.00000000e+00   -2.45584776e-05   -1.18977064e-04
12       6.00000000e-01    0.00000000e+00   -1.36047705e-04   -2.24058166e-04
13       6.50000000e-01    0.00000000e+00   -8.54612494e-04   -3.39024660e-04
14       7.00000000e-01    0.00000000e+00   -5.73077959e-03   -4.41454872e-04
15       7.50000000e-01    0.00000000e+00   -3.93040182e-02   -5.24941237e-04
16       8.00000000e-01    0.00000000e+00   -1.99835426e-01   -5.92802498e-04
17       8.50000000e-01    0.00000000e+00   -3.93188491e-01   -6.50242800e-04
18       9.00000000e-01    0.00000000e+00   -5.86544577e-01   -7.01727801e-04
19       9.50000000e-01    0.00000000e+00   -7.79903512e-01   -7.53075308e-04
20       1.00000000e+00    0.00000000e+00   -9.73265089e-01   -7.98376628e-04
21       1.05000000e+00    0.00000000e+00   -1.16662903e+00   -8.40886297e-04
22       1.10000000e+00    0.00000000e+00   -1.35999517e+00   -8.81201387e-04
23       1.15000000e+00    0.00000000e+00   -1.55336338e+00   -9.19506551e-04
24       1.20000000e+00    0.00000000e+00   -1.74673351e+00   -9.55908008e-04
25       1.25000000e+00    0.00000000e+00   -1.94010546e+00   -9.90489736e-04
26       1.30000000e+00    0.00000000e+00   -2.13347909e+00   -1.02333189e-03
27       1.35000000e+00    0.00000000e+00   -2.32685431e+00   -1.05451632e-03
28       1.40000000e+00    0.00000000e+00   -2.52023101e+00   -1.08412707e-03
29       1.45000000e+00    0.00000000e+00   -2.71360909e+00   -1.11224909e-03
30       1.50000000e+00    0.00000000e+00   -2.90698847e+00   -1.13896673e-03
31       1.55000000e+00    0.00000000e+00   -3.10036907e+00   -1.16436230e-03
32       1.60000000e+00    0.00000000e+00   -3.29375080e+00   -1.18851508e-03
33       1.65000000e+00    0.00000000e+00   -3.48713359e+00   -1.21150067e-03
34       1.70000000e+00    0.00000000e+00   -3.68051738e+00   -1.23339060e-03
35       1.75000000e+00    0.00000000e+00   -3.87390210e+00   -1.25425220e-03
36       1.80000000e+00    0.00000000e+00   -4.06728769e+00   -1.27414857e-03
37       1.85000000e+00    0.00000000e+00   -4.26067410e+00   -1.29313874e-03
38       1.90000000e+00    0.00000000e+00   -4.45406128e+00   -1.31127781e-03
39       1.95000000e+00    0.00000000e+00   -4.64744918e+00   -1.32861717e-03
40       2.00000000e+00    0.00000000e+00   -4.84083776e+00   -1.34520471e-03
41       2.05000000e+00    0.00000000e+00   -5.03422698e+00   -1.36108511e-03
42       2.10000000e+00    0.00000000e+00   -5.22761679e+00   -1.37629998e-03
43       2.15000000e+00    0.00000000e+00   -5.42100717e+00   -1.39088819e-03
44       2.20000000e+00    0.00000000e+00   -5.61439807e+00   -1.40488597e-03
45       2.25000000e+00    0.00000000e+00   -5.80778947e+00   -1.41832719e-03
46       2.30000000e+00    0.00000000e+00   -6.00118134e+00   -1.43124349e-03
47       2.35000000e+00    0.00000000e+00   -6.19457364e+00   -1.44366448e-03
48       2.40000000e+00    0.00000000e+00   -6.38796637e+00   -1.45561786e-03
49       2.45000000e+00    0.00000000e+00   -6.58135948e+00   -1.46712961e-03
50       2.50000000e+00    0.00000000e+00   -6.77475296e+00   -1.47822406e-03
51       2.55000000e+00    0.00000000e+00   -6.96814679e+00   -1.48892408e-03
52       2.60000000e+00    0.00000000e+00   -7.16154095e+00   -1.49925110e-03
53       2.65000000e+00    0.00000000e+00   -7.35493542e+00   -1.50922531e-03
54       2.70000000e+00    0.00000000e+00   -7.54833018e+00   -1.51886609e-03
55       2.75000000e+00    0.00000000e+00   -7.74172525e+00   -1.52819608e-03
56       2.80000000e+00    0.00000000e+00   -7.93512061e+00   -1.53723111e-03
57       2.85000000e+00    0.00000000e+00   -8.12851624e+00   -1.54598485e-03
58       2.90000000e+00    0.00000000e+00   -8.32191211e+00   -1.55447083e-03
59       2.95000000e+00    0.00000000e+00   -8.51530820e+00   -1.56270227e-03
60       3.00000000e+00    0.00000000e+00   -8.70870449e+00   -1.57069192e-03
61       3.05000000e+00    0.00000000e+00   -8.90210098e+00   -1.57845207e-03
62       3.10000000e+00    0.00000000e+00   -9.09549764e+00   -1.58599447e-03
63       3.15000000e+00    0.00000000e+00   -9.28889447e+00   -1.59333037e-03
64       3.20000000e+00    0.00000000e+00   -9.48229146e+00   -1.60047048e-03
