[Version] 2.0
# Hz Y RI R 50
[Number of Ports] 1
[Number of Frequencies] 61
[Reference] 50
[Network Data]
! This is not a "standard" Touchstone 2 file.  It also has the extra columns
! for the frequency-domain ISC data.
! Freq             ReY11          ImY11              ReIsc1        ImIsc1
0.0    -0    -0    0    0
10000000.0    2.851314042758031e-09    0.0001174008858158038    7.282981259543946e-07    0.02147383240615873
20000000.0    4.69713461123935e-08    0.0002375308920641717    1.198942312830983e-05    0.04360287023675631
30000000.0    2.498696642617764e-07    0.0003633848769308259    6.370622914346973e-05    0.06710706211412998
40000000.0    8.481582271125253e-07    0.0004985454322785617    0.0002158997043225917    0.09284956468379028
50000000.0    2.278322679564543e-06    0.000647638543423603    0.0005787665177512568    0.1219478070204
60000000.0    5.34312961285652e-06    0.0008170553055311888    0.001353961263672838    0.155949438187128
70000000.0    1.156467168676248e-05    0.00101619770141692    0.002921994714719908    0.197136058863011
80000000.0    2.398283224775054e-05    0.001259801040262073    0.00603948509480029    0.249089422785054
90000000.0    4.913099206013669e-05    0.001572628204755249    0.0123262559212599    0.317835657184574
100000000.0    0.000102548795105906    0.001999891373517215    0.02562188029856307    0.414384622074658
110000000.0    0.0002269000773773963    0.002633147677402023    0.05643579633610626    0.561035527188987
120000000.0    0.0005671461009390135    0.003683049986773961    0.140376986658682    0.809068109377682
130000000.0    0.00181060115884266    0.005677156732118061    0.445813173844136    1.28661172820545
140000000.0    0.008576333213772548    0.007856607778108338    2.09998362045797    1.80374648290131
150000000.0    0.009819733896604626    -0.005324841165882879    2.39034019582571    -1.42504420301386
160000000.0    0.0032058234810404    -0.004744600365309457    0.775555366236984    -1.28563972064859
170000000.0    0.001571629025845736    -0.00322857630521858    0.377753607538766    -0.92293260835498
180000000.0    0.0009882996941698258    -0.002342439794187994    0.235943261834323    -0.715405224002577
190000000.0    0.0007129410364299022    -0.00178174904293151    0.16900818476325    -0.5880172216483071
200000000.0    0.0005591530812394192    -0.001392639087271193    0.131580224820504    -0.503057964607267
210000000.0    0.0004633726937495946    -0.001102386592065433    0.108207256746008    -0.442761502248497
220000000.0    0.0003990501182531752    -0.0008733729459846117    0.09244021032414    -0.397980804901355
230000000.0    0.000353430674588689    -0.0006843602797637547    0.08118130537331392    -0.363594460243106
240000000.0    0.0003197345576769039    -0.0005224359934100004    0.07278184077177748    -0.336534548448462
250000000.0    0.0002940760926279072    -0.000379229712567774    0.06629294329249266    -0.314863400479095
260000000.0    0.0002741001357087136    -0.0002489869202933386    0.06113352199638389    -0.29730661844831
270000000.0    0.0002583227556511268    -0.0001275143436195205    0.05692891697363921    -0.283001282380028
280000000.0    0.0002457909627559646    -1.1561136593549e-05    0.05342637331762796    -0.271353159609888
290000000.0    0.0002359000922274655    0.0001015727773095173    0.05044776759531001    -0.261952796358989
300000000.0    0.0002282964861761984    0.0002143094492423075    0.04786141561192219    -0.254525498634304
310000000.0    0.0002228324281378238    0.0003290090443834523    0.04556391361230509    -0.248902320794019
320000000.0    0.0002195602593144918    0.0004481716485687987    0.04346703230342785    -0.245005525205988
330000000.0    0.00021876585893799    0.0005746617042305154    0.04148640628851433    -0.242845759885747
340000000.0    0.0002210553795949598    0.0007119984746320994    0.03952911600369818    -0.242531057701994
350000000.0    0.0002275308868775273    0.0008647769187209981    0.03747633055439836    -0.244290827850687
360000000.0    0.0002401346512516219    0.001039329128102513    0.03515416182851736    -0.248522599834544
370000000.0    0.0002623433952187148    0.001244831562417422    0.0322781519776135    -0.255877698677248
380000000.0    0.0003006509231854585    0.001495263762937238    0.02833666003478738    -0.267419183600533
390000000.0    0.0003679949656772572    0.001813055011152079    0.0223215271064374    -0.284922213768035
400000000.0    0.0004925243409367795    0.002236152792077616    0.01203541283164693    -0.311465316995713
410000000.0    0.000743094657465025    0.002831562348363061    -0.007938198824122009    -0.352587447969415
420000000.0    0.001315813110017468    0.003713273028117913    -0.05319389027723061    -0.417952328737408
430000000.0    0.002867956154576667    0.004949695213315613    -0.176754921268894    -0.514688086420628
440000000.0    0.007180050795783702    0.004888550091824971    -0.526816123027387    -0.5134873818537961
450000000.0    0.008933892491330277    -0.001792649850676013    -0.686290112831864    0.02960434301932433
460000000.0    0.004530195212144606    -0.003943161245411568    -0.33618722956901    0.221283323583897
470000000.0    0.002403627139140627    -0.003197258560473865    -0.163093642117594    0.17283497661586
480000000.0    0.00152195727922898    -0.002447407028123743    -0.09068445237247252    0.120911817023121
490000000.0    0.001092637121689893    -0.001901284296700061    -0.0553477863600078    0.08432250674083849
500000000.0    0.0008527662394604787    -0.00150095945744702    -0.03566818676923737    0.05906577633532802
510000000.0    0.0007046281904888657    -0.001195032996856749    -0.02361214542276222    0.04125907492355013
520000000.0    0.0006061882989223263    -0.0009511158536679919    -0.01569841903148469    0.02842163817631575
530000000.0    0.0005370908366000999    -0.0007491344024151361    -0.01022983460449781    0.01901827913708818
540000000.0    0.0004865292761456662    -0.0005762392641171288    -0.006298946788533799    0.01207870564687545
550000000.0    0.0004483428336108985    -0.0004238475171143789    -0.003383656681174109    0.006971736126603527
560000000.0    0.0004188215073457337    -0.0002859606322851051    -0.001165053897878706    0.003276352998785165
570000000.0    0.0003956400425573339    -0.0001581816802689918    0.0005618202210233134    0.0007070162619725707
580000000.0    0.000377306215718591    -3.711584466026691e-05    0.001934888658249937    -0.000930605227735673
590000000.0    0.0003628624127372836    8.001587620138772e-05    0.003051308535576015    -0.001766316544044724
600000000.0    0.0003517218856412736    0.0001956442911947143    0.003983137824055922    -0.00188142444363099
