Index       TIME              V(1)              I(L1)             V(3)              V(2)              I(VS)      
2191     1.03934524e-02    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.71644397e-02   -4.08616595e-05
2192     1.03982143e-02    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.69441804e-02    1.33043438e-05
2193     1.04029762e-02    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.62495243e-02    4.34445350e-05
2194     1.04077381e-02    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.56396485e-02    3.83467015e-05
2195     1.04125000e-02    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.51125959e-02    3.33317566e-05
2196     1.04172619e-02    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.46669321e-02    2.83983058e-05
2197     1.04220238e-02    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43016434e-02    2.35453757e-05
2198     1.04267857e-02    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40155571e-02    1.87718340e-05
2199     1.04315476e-02    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38068933e-02    1.40759407e-05
2200     1.04363095e-02    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36731760e-02    9.45525994e-06
2201     1.04410714e-02    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.36114541e-02    4.90688107e-06
2202     1.04458333e-02    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.36186784e-02    4.27794776e-07
2203     1.04505952e-02    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.36920796e-02   -3.98472795e-06
2204     1.04553571e-02    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.38294503e-02   -8.33285435e-06
2205     1.04601190e-02    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.40292869e-02   -1.26180479e-05
2206     1.04648810e-02    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.42907945e-02   -1.68410634e-05
2207     1.04696429e-02    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.46137852e-02   -2.10020485e-05
2208     1.04744048e-02    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49985089e-02   -2.51007132e-05
2209     1.04791667e-02    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54454572e-02   -2.91365257e-05
2210     1.04839286e-02    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59551723e-02   -3.31089039e-05
2211     1.04886905e-02    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65280837e-02   -3.70173779e-05
2212     1.04934524e-02    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.71643860e-02   -4.08617131e-05
2213     1.04982143e-02    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.69441480e-02    1.33043114e-05
2214     1.05029762e-02    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.62495149e-02    4.34445256e-05
2215     1.05077381e-02    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.56396619e-02    3.83467149e-05
2216     1.05125000e-02    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.51126306e-02    3.33317912e-05
2217     1.05172619e-02    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.46669849e-02    2.83983586e-05
2218     1.05220238e-02    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43017099e-02    2.35454423e-05
2219     1.05267857e-02    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40156315e-02    1.87719083e-05
2220     1.05315476e-02    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38069685e-02    1.40760158e-05
2221     1.05363095e-02    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36732442e-02    9.45532821e-06
2222     1.05410714e-02    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.36115083e-02    4.90693521e-06
2223     1.05458333e-02    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.36187124e-02    4.27828732e-07
2224     1.05505952e-02    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.36920893e-02   -3.98471826e-06
2225     1.05553571e-02    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.38294341e-02   -8.33287055e-06
2226     1.05601190e-02    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.40292458e-02   -1.26180890e-05
2227     1.05648810e-02    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.42907320e-02   -1.68411259e-05
2228     1.05696429e-02    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.46137067e-02   -2.10021270e-05
2229     1.05744048e-02    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49984213e-02   -2.51008008e-05
2230     1.05791667e-02    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54453679e-02   -2.91366151e-05
2231     1.05839286e-02    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59550886e-02   -3.31089875e-05
2232     1.05886905e-02    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65280123e-02   -3.70174493e-05
2233     1.05934524e-02    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.71643323e-02   -4.08617668e-05
2234     1.05982143e-02    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.69441156e-02    1.33042790e-05
2235     1.06029762e-02    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.62495055e-02    4.34445162e-05
2236     1.06077381e-02    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.56396753e-02    3.83467284e-05
2237     1.06125000e-02    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.51126652e-02    3.33318259e-05
2238     1.06172619e-02    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.46670378e-02    2.83984115e-05
2239     1.06220238e-02    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43017765e-02    2.35455089e-05
2240     1.06267857e-02    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40157059e-02    1.87719827e-05
2241     1.06315476e-02    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38070436e-02    1.40760909e-05
2242     1.06363095e-02    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36733125e-02    9.45539647e-06
2243     1.06410714e-02    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.36115624e-02    4.90698934e-06
2244     1.06458333e-02    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.36187463e-02    4.27862687e-07
2245     1.06505952e-02    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.36920990e-02   -3.98470857e-06
2246     1.06553571e-02    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.38294179e-02   -8.33288674e-06
2247     1.06601190e-02    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.40292047e-02   -1.26181301e-05
2248     1.06648810e-02    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.42906694e-02   -1.68411884e-05
2249     1.06696429e-02    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.46136282e-02   -2.10022055e-05
2250     1.06744048e-02    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49983336e-02   -2.51008885e-05
2251     1.06791667e-02    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54452785e-02   -2.91367044e-05
2252     1.06839286e-02    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59550050e-02   -3.31090712e-05
2253     1.06886905e-02    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65279410e-02   -3.70175206e-05
2254     1.06934524e-02    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.71642786e-02   -4.08618205e-05
2255     1.06982143e-02    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.69440832e-02    1.33042466e-05
2256     1.07029762e-02    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.62494961e-02    4.34445068e-05
2257     1.07077381e-02    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.56396888e-02    3.83467418e-05
2258     1.07125000e-02    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.51126999e-02    3.33318605e-05
2259     1.07172619e-02    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.46670906e-02    2.83984643e-05
2260     1.07220238e-02    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43018431e-02    2.35455755e-05
2261     1.07267857e-02    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40157802e-02    1.87720571e-05
2262     1.07315476e-02    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38071187e-02    1.40761661e-05
2263     1.07363095e-02    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36733808e-02    9.45546474e-06
2264     1.07410714e-02    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.36116166e-02    4.90704348e-06
2265     1.07458333e-02    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.36187803e-02    4.27896642e-07
2266     1.07505952e-02    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.36921087e-02   -3.98469888e-06
2267     1.07553571e-02    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.38294017e-02   -8.33290293e-06
2268     1.07601190e-02    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.40291636e-02   -1.26181712e-05
2269     1.07648810e-02    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.42906069e-02   -1.68412509e-05
2270     1.07696429e-02    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.46135497e-02   -2.10022840e-05
2271     1.07744048e-02    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49982459e-02   -2.51009761e-05
2272     1.07791667e-02    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54451892e-02   -2.91367938e-05
2273     1.07839286e-02    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59549213e-02   -3.31091548e-05
2274     1.07886905e-02    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65278697e-02   -3.70175919e-05
2275     1.07934524e-02    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.71642249e-02   -4.08618742e-05
2276     1.07982143e-02    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.69440508e-02    1.33042142e-05
2277     1.08029762e-02    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.62494867e-02    4.34444974e-05
2278     1.08077381e-02    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.56397022e-02    3.83467553e-05
2279     1.08125000e-02    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.51127345e-02    3.33318952e-05
2280     1.08172619e-02    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.46671435e-02    2.83985172e-05
2281     1.08220238e-02    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43019097e-02    2.35456420e-05
2282     1.08267857e-02    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40158546e-02    1.87721315e-05
2283     1.08315476e-02    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38071938e-02    1.40762412e-05
2284     1.08363095e-02    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36734490e-02    9.45553300e-06
2285     1.08410714e-02    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.36116707e-02    4.90709762e-06
2286     1.08458333e-02    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.36188142e-02    4.27930597e-07
2287     1.08505952e-02    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.36921184e-02   -3.98468918e-06
2288     1.08553571e-02    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.38293855e-02   -8.33291912e-06
2289     1.08601190e-02    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.40291226e-02   -1.26182123e-05
2290     1.08648810e-02    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.42905444e-02   -1.68413135e-05
2291     1.08696429e-02    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.46134712e-02   -2.10023625e-05
2292     1.08744048e-02    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49981583e-02   -2.51010638e-05
2293     1.08791667e-02    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54450999e-02   -2.91368831e-05
2294     1.08839286e-02    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59548377e-02   -3.31092385e-05
2295     1.08886905e-02    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65277983e-02   -3.70176633e-05
2296     1.08934524e-02    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.71641712e-02   -4.08619279e-05
2297     1.08982143e-02    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.69440184e-02    1.33041818e-05
2298     1.09029762e-02    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.62494773e-02    4.34444880e-05
2299     1.09077381e-02    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.56397157e-02    3.83467687e-05
2300     1.09125000e-02    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.51127692e-02    3.33319298e-05
2301     1.09172619e-02    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.46671963e-02    2.83985700e-05
2302     1.09220238e-02    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43019762e-02    2.35457086e-05
2303     1.09267857e-02    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40159290e-02    1.87722059e-05
2304     1.09315476e-02    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38072690e-02    1.40763163e-05
2305     1.09363095e-02    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36735173e-02    9.45560127e-06
2306     1.09410714e-02    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.36117248e-02    4.90715175e-06
2307     1.09458333e-02    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.36188482e-02    4.27964553e-07
2308     1.09505952e-02    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.36921281e-02   -3.98467949e-06
2309     1.09553571e-02    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.38293694e-02   -8.33293532e-06
2310     1.09601190e-02    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.40290815e-02   -1.26182534e-05
2311     1.09648810e-02    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.42904819e-02   -1.68413760e-05
2312     1.09696429e-02    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.46133927e-02   -2.10024410e-05
2313     1.09744048e-02    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49980706e-02   -2.51011515e-05
2314     1.09791667e-02    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54450105e-02   -2.91369724e-05
2315     1.09839286e-02    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59547540e-02   -3.31093221e-05
2316     1.09886905e-02    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65277270e-02   -3.70177346e-05
2317     1.09934524e-02    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.71641175e-02   -4.08619816e-05
2318     1.09982143e-02    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.69439860e-02    1.33041494e-05
2319     1.10029762e-02    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.62494679e-02    4.34444786e-05
2320     1.10077381e-02    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.56397291e-02    3.83467821e-05
2321     1.10125000e-02    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.51128038e-02    3.33319645e-05
2322     1.10172619e-02    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.46672492e-02    2.83986228e-05
2323     1.10220238e-02    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43020428e-02    2.35457752e-05
2324     1.10267857e-02    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40160034e-02    1.87722803e-05
2325     1.10315476e-02    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38073441e-02    1.40763914e-05
2326     1.10363095e-02    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36735856e-02    9.45566953e-06
2327     1.10410714e-02    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.36117790e-02    4.90720589e-06
2328     1.10458333e-02    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.36188821e-02    4.27998508e-07
2329     1.10505952e-02    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.36921378e-02   -3.98466980e-06
2330     1.10553571e-02    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.38293532e-02   -8.33295151e-06
2331     1.10601190e-02    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.40290404e-02   -1.26182944e-05
2332     1.10648810e-02    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.42904194e-02   -1.68414385e-05
2333     1.10696429e-02    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.46133142e-02   -2.10025195e-05
2334     1.10744048e-02    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49979830e-02   -2.51012391e-05
2335     1.10791667e-02    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54449212e-02   -2.91370618e-05
2336     1.10839286e-02    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59546704e-02   -3.31094058e-05
2337     1.10886905e-02    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65276557e-02   -3.70178059e-05
2338     1.10934524e-02    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.71640638e-02   -4.08620353e-05
2339     1.10982143e-02    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.69439536e-02    1.33041170e-05
2340     1.11029762e-02    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.62494584e-02    4.34444692e-05
2341     1.11077381e-02    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.56397425e-02    3.83467956e-05
2342     1.11125000e-02    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.51128385e-02    3.33319991e-05
2343     1.11172619e-02    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.46673020e-02    2.83986757e-05
2344     1.11220238e-02    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43021094e-02    2.35458418e-05
2345     1.11267857e-02    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40160778e-02    1.87723546e-05
2346     1.11315476e-02    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38074192e-02    1.40764665e-05
2347     1.11363095e-02    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36736538e-02    9.45573780e-06
2348     1.11410714e-02    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.36118331e-02    4.90726003e-06
2349     1.11458333e-02    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.36189161e-02    4.28032463e-07
2350     1.11505952e-02    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.36921474e-02   -3.98466011e-06
2351     1.11553571e-02    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.38293370e-02   -8.33296770e-06
2352     1.11601190e-02    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.40289993e-02   -1.26183355e-05
2353     1.11648810e-02    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.42903568e-02   -1.68415010e-05
2354     1.11696429e-02    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.46132357e-02   -2.10025980e-05
2355     1.11744048e-02    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49978953e-02   -2.51013268e-05
2356     1.11791667e-02    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54448318e-02   -2.91371511e-05
2357     1.11839286e-02    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59545867e-02   -3.31094894e-05
2358     1.11886905e-02    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65275843e-02   -3.70178773e-05
2359     1.11934524e-02    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.71640101e-02   -4.08620890e-05
2360     1.11982143e-02    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.69439212e-02    1.33040846e-05
2361     1.12029762e-02    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.62494490e-02    4.34444598e-05
2362     1.12077381e-02    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.56397560e-02    3.83468090e-05
2363     1.12125000e-02    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.51128731e-02    3.33320338e-05
2364     1.12172619e-02    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.46673548e-02    2.83987285e-05
2365     1.12220238e-02    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43021760e-02    2.35459083e-05
2366     1.12267857e-02    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40161522e-02    1.87724290e-05
2367     1.12315476e-02    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38074943e-02    1.40765417e-05
2368     1.12363095e-02    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36737221e-02    9.45580607e-06
2369     1.12410714e-02    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.36118872e-02    4.90731417e-06
2370     1.12458333e-02    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.36189501e-02    4.28066418e-07
2371     1.12505952e-02    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.36921571e-02   -3.98465042e-06
2372     1.12553571e-02    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.38293208e-02   -8.33298390e-06
2373     1.12601190e-02    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.40289582e-02   -1.26183766e-05
2374     1.12648810e-02    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.42902943e-02   -1.68415635e-05
2375     1.12696429e-02    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.46131572e-02   -2.10026765e-05
2376     1.12744048e-02    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49978076e-02   -2.51014144e-05
2377     1.12791667e-02    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54447425e-02   -2.91372405e-05
2378     1.12839286e-02    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59545031e-02   -3.31095731e-05
2379     1.12886905e-02    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65275130e-02   -3.70179486e-05
2380     1.12934524e-02    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.71639564e-02   -4.08621427e-05
2381     1.12982143e-02    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.69438888e-02    1.33040522e-05
2382     1.13029762e-02    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.62494396e-02    4.34444504e-05
2383     1.13077381e-02    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.56397694e-02    3.83468225e-05
2384     1.13125000e-02    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.51129078e-02    3.33320684e-05
2385     1.13172619e-02    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.46674077e-02    2.83987814e-05
2386     1.13220238e-02    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43022425e-02    2.35459749e-05
2387     1.13267857e-02    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40162266e-02    1.87725034e-05
2388     1.13315476e-02    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38075694e-02    1.40766168e-05
2389     1.13363095e-02    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36737904e-02    9.45587433e-06
2390     1.13410714e-02    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.36119414e-02    4.90736830e-06
2391     1.13458333e-02    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.36189840e-02    4.28100374e-07
2392     1.13505952e-02    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.36921668e-02   -3.98464072e-06
2393     1.13553571e-02    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.38293046e-02   -8.33300009e-06
2394     1.13601190e-02    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.40289172e-02   -1.26184177e-05
2395     1.13648810e-02    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.42902318e-02   -1.68416261e-05
2396     1.13696429e-02    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.46130786e-02   -2.10027550e-05
2397     1.13744048e-02    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49977200e-02   -2.51015021e-05
2398     1.13791667e-02    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54446531e-02   -2.91373298e-05
2399     1.13839286e-02    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59544194e-02   -3.31096567e-05
2400     1.13886905e-02    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65274417e-02   -3.70180199e-05
2401     1.13934524e-02    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.71639027e-02   -4.08621964e-05
2402     1.13982143e-02    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.69438564e-02    1.33040198e-05
2403     1.14029762e-02    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.62494302e-02    4.34444410e-05
2404     1.14077381e-02    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.56397829e-02    3.83468359e-05
2405     1.14125000e-02    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.51129424e-02    3.33321031e-05
2406     1.14172619e-02    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.46674605e-02    2.83988342e-05
2407     1.14220238e-02    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43023091e-02    2.35460415e-05
2408     1.14267857e-02    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40163009e-02    1.87725778e-05
2409     1.14315476e-02    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38076446e-02    1.40766919e-05
2410     1.14363095e-02    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36738586e-02    9.45594260e-06
2411     1.14410714e-02    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.36119955e-02    4.90742244e-06
2412     1.14458333e-02    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.36190180e-02    4.28134329e-07
2413     1.14505952e-02    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.36921765e-02   -3.98463103e-06
2414     1.14553571e-02    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.38292884e-02   -8.33301628e-06
2415     1.14601190e-02    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.40288761e-02   -1.26184588e-05
2416     1.14648810e-02    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.42901693e-02   -1.68416886e-05
2417     1.14696429e-02    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.46130001e-02   -2.10028335e-05
2418     1.14744048e-02    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49976323e-02   -2.51015898e-05
2419     1.14791667e-02    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54445638e-02   -2.91374192e-05
2420     1.14839286e-02    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59543358e-02   -3.31097404e-05
2421     1.14886905e-02    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65273703e-02   -3.70180913e-05
2422     1.14934524e-02    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.71638490e-02   -4.08622501e-05
2423     1.14982143e-02    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.69438240e-02    1.33039874e-05
2424     1.15029762e-02    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.62494208e-02    4.34444316e-05
2425     1.15077381e-02    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.56397963e-02    3.83468493e-05
2426     1.15125000e-02    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.51129771e-02    3.33321377e-05
2427     1.15172619e-02    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.46675134e-02    2.83988871e-05
2428     1.15220238e-02    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43023757e-02    2.35461080e-05
2429     1.15267857e-02    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40163753e-02    1.87726522e-05
2430     1.15315476e-02    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38077197e-02    1.40767670e-05
2431     1.15363095e-02    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36739269e-02    9.45601086e-06
2432     1.15410714e-02    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.36120496e-02    4.90747658e-06
2433     1.15458333e-02    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.36190519e-02    4.28168284e-07
