Index       TIME              V(1)              I(L1)             V(3)              V(2)              I(VS)      
953      4.49821429e-03    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.69456146e-02    1.33057780e-05
954      4.50297619e-03    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.62484644e-02    4.34434752e-05
955      4.50773810e-03    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.56366108e-02    3.83436638e-05
956      4.51250000e-03    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.51081058e-02    3.33272665e-05
957      4.51726190e-03    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.46615839e-02    2.83929576e-05
958      4.52202381e-03    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.42961570e-02    2.35398894e-05
959      4.52678571e-03    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40107540e-02    1.87670309e-05
960      4.53154762e-03    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38035995e-02    1.40726469e-05
961      4.53630952e-03    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36720963e-02    9.45418025e-06
962      4.54107143e-03    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.36130631e-02    4.90849005e-06
963      4.54583333e-03    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.36231544e-02    4.32270784e-07
964      4.55059524e-03    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.36992911e-02   -3.97751646e-06
965      4.55535714e-03    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.38389887e-02   -8.32331598e-06
966      4.56011905e-03    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.40405324e-02   -1.26068024e-05
967      4.56488095e-03    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.43029998e-02   -1.68288581e-05
968      4.56964286e-03    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.46261615e-02   -2.09896722e-05
969      4.57440476e-03    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.50103049e-02   -2.50889172e-05
970      4.57916667e-03    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54560223e-02   -2.91259607e-05
971      4.58392857e-03    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59640012e-02   -3.31000750e-05
972      4.58869048e-03    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65348420e-02   -3.70106196e-05
973      4.59345238e-03    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.71689174e-02   -4.08571817e-05
974      4.59821429e-03    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.69464636e-02    1.33066270e-05
975      4.60297619e-03    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.62498011e-02    4.34448118e-05
976      4.60773810e-03    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.56381993e-02    3.83452523e-05
977      4.61250000e-03    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.51097388e-02    3.33288994e-05
978      4.61726190e-03    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.46630515e-02    2.83944252e-05
979      4.62202381e-03    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.42972209e-02    2.35409532e-05
980      4.62678571e-03    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40111576e-02    1.87674345e-05
981      4.63154762e-03    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38031097e-02    1.40721570e-05
982      4.63630952e-03    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36705540e-02    9.45263793e-06
983      4.64107143e-03    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.36104222e-02    4.90584917e-06
984      4.64583333e-03    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.36194981e-02    4.28614435e-07
985      4.65059524e-03    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.36948230e-02   -3.98198453e-06
986      4.65535714e-03    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.38340047e-02   -8.32829996e-06
987      4.66011905e-03    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.40353798e-02   -1.26119550e-05
988      4.66488095e-03    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.42980333e-02   -1.68338246e-05
989      4.66964286e-03    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.46217028e-02   -2.09941308e-05
990      4.67440476e-03    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.50066105e-02   -2.50926115e-05
991      4.67916667e-03    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54532627e-02   -2.91287203e-05
992      4.68392857e-03    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59622515e-02   -3.31018247e-05
993      4.68869048e-03    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65340833e-02   -3.70113783e-05
994      4.69345238e-03    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.71690468e-02   -4.08570523e-05
995      4.69821429e-03    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.69473126e-02    1.33074760e-05
996      4.70297619e-03    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.62511378e-02    4.34461485e-05
997      4.70773810e-03    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.56397878e-02    3.83468408e-05
998      4.71250000e-03    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.51113717e-02    3.33305323e-05
999      4.71726190e-03    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.47486641e-02    2.84800378e-05
1000     4.72202381e-03    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43664834e-02    2.36102158e-05
1001     4.72678571e-03    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40566446e-02    1.88129215e-05
1002     4.73154762e-03    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38184638e-02    1.40875111e-05
1003     4.73630952e-03    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36520301e-02    9.43411406e-06
1004     4.74107143e-03    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.35579993e-02    4.85342623e-06
1005     4.74583333e-03    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.35372206e-02    3.46336998e-07
1006     4.75059524e-03    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.35903490e-02   -4.08645860e-06
1007     4.75535714e-03    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.37175456e-02   -8.44475908e-06
1008     4.76011905e-03    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.39183143e-02   -1.27290206e-05
1009     4.76488095e-03    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.41914737e-02   -1.69403842e-05
1010     4.76964286e-03    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.45352406e-02   -2.10805930e-05
1011     4.77440476e-03    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49473852e-02   -2.51518369e-05
1012     4.77916667e-03    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54254194e-02   -2.91565635e-05
1013     4.78392857e-03    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59667870e-02   -3.30972891e-05
1014     4.78869048e-03    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65690301e-02   -3.69764315e-05
1015     4.79345238e-03    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.72299187e-02   -4.07961804e-05
1016     4.79821429e-03    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.70277868e-02    1.33879502e-05
1017     4.80297619e-03    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.63432152e-02    4.35382259e-05
1018     4.80773810e-03    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.57356979e-02    3.84427509e-05
1019     4.81250000e-03    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.52045638e-02    3.34237244e-05
1020     4.81726190e-03    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.47486635e-02    2.84800371e-05
1021     4.82202381e-03    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43664578e-02    2.36101901e-05
1022     4.82678571e-03    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40566029e-02    1.88128797e-05
1023     4.83154762e-03    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38184169e-02    1.40874642e-05
1024     4.83630952e-03    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36519903e-02    9.43407425e-06
1025     4.84107143e-03    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.35579786e-02    4.85340555e-06
1026     4.84583333e-03    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.35372295e-02    3.46345879e-07
1027     4.85059524e-03    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.35903949e-02   -4.08641261e-06
1028     4.85535714e-03    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.37176325e-02   -8.44467219e-06
1029     4.86011905e-03    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.39184417e-02   -1.27288931e-05
1030     4.86488095e-03    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.41916373e-02   -1.69402206e-05
1031     4.86964286e-03    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.45354327e-02   -2.10804010e-05
1032     4.87440476e-03    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49475955e-02   -2.51516266e-05
1033     4.87916667e-03    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54256363e-02   -2.91563466e-05
1034     4.88392857e-03    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59669988e-02   -3.30970774e-05
1035     4.88869048e-03    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65692257e-02   -3.69762359e-05
1036     4.89345238e-03    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.72300891e-02   -4.07960101e-05
1037     4.89821429e-03    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.70279251e-02    1.33880885e-05
1038     4.90297619e-03    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.63433177e-02    4.35383284e-05
1039     4.90773810e-03    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.57357637e-02    3.84428168e-05
1040     4.91250000e-03    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.52045945e-02    3.34237551e-05
1041     4.91726190e-03    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.47486628e-02    2.84800365e-05
1042     4.92202381e-03    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43664321e-02    2.36101645e-05
1043     4.92678571e-03    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40565611e-02    1.88128380e-05
1044     4.93154762e-03    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38183700e-02    1.40874173e-05
1045     4.93630952e-03    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36519505e-02    9.43403445e-06
1046     4.94107143e-03    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.35579579e-02    4.85338487e-06
1047     4.94583333e-03    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.35372384e-02    3.46354760e-07
1048     4.95059524e-03    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.35904409e-02   -4.08636661e-06
1049     4.95535714e-03    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.37177194e-02   -8.44458529e-06
1050     4.96011905e-03    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.39185691e-02   -1.27287657e-05
1051     4.96488095e-03    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.41918010e-02   -1.69400569e-05
1052     4.96964286e-03    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.45356248e-02   -2.10802089e-05
1053     4.97440476e-03    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49478058e-02   -2.51514163e-05
1054     4.97916667e-03    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54258533e-02   -2.91561297e-05
1055     4.98392857e-03    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59672105e-02   -3.30968656e-05
1056     4.98869048e-03    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65694214e-02   -3.69760402e-05
1057     4.99345238e-03    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.72302594e-02   -4.07958397e-05
1058     4.99821429e-03    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.70280634e-02    1.33882268e-05
1059     5.00297619e-03    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.63434202e-02    4.35384309e-05
1060     5.00773810e-03    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.57358295e-02    3.84428826e-05
1061     5.01250000e-03    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.52046251e-02    3.34237858e-05
1062     5.01726190e-03    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.47486622e-02    2.84800359e-05
1063     5.02202381e-03    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43664065e-02    2.36101389e-05
1064     5.02678571e-03    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40565193e-02    1.88127962e-05
1065     5.03154762e-03    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38183231e-02    1.40873705e-05
1066     5.03630952e-03    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36519107e-02    9.43399464e-06
1067     5.04107143e-03    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.35579373e-02    4.85336419e-06
1068     5.04583333e-03    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.35372473e-02    3.46363641e-07
1069     5.05059524e-03    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.35904869e-02   -4.08632061e-06
1070     5.05535714e-03    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.37178063e-02   -8.44449840e-06
1071     5.06011905e-03    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.39186966e-02   -1.27286382e-05
1072     5.06488095e-03    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.41919646e-02   -1.69398933e-05
1073     5.06964286e-03    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.45358169e-02   -2.10800168e-05
1074     5.07440476e-03    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49480161e-02   -2.51512060e-05
1075     5.07916667e-03    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54260702e-02   -2.91559127e-05
1076     5.08392857e-03    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59674223e-02   -3.30966539e-05
1077     5.08869048e-03    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65696170e-02   -3.69758446e-05
1078     5.09345238e-03    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.72304298e-02   -4.07956694e-05
1079     5.09821429e-03    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.70282017e-02    1.33883651e-05
1080     5.10297619e-03    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.63435227e-02    4.35385334e-05
1081     5.10773810e-03    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.57358954e-02    3.84429484e-05
1082     5.11250000e-03    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.52046558e-02    3.34238165e-05
1083     5.11726190e-03    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.47486616e-02    2.84800352e-05
1084     5.12202381e-03    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43663809e-02    2.36101132e-05
1085     5.12678571e-03    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40564775e-02    1.88127544e-05
1086     5.13154762e-03    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38182762e-02    1.40873236e-05
1087     5.13630952e-03    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36518709e-02    9.43395483e-06
1088     5.14107143e-03    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.35579166e-02    4.85334350e-06
1089     5.14583333e-03    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.35372562e-02    3.46372523e-07
1090     5.15059524e-03    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.35905329e-02   -4.08627462e-06
1091     5.15535714e-03    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.37178932e-02   -8.44441150e-06
1092     5.16011905e-03    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.39188240e-02   -1.27285108e-05
1093     5.16488095e-03    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.41921282e-02   -1.69397296e-05
1094     5.16964286e-03    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.45360090e-02   -2.10798247e-05
1095     5.17440476e-03    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49482264e-02   -2.51509957e-05
1096     5.17916667e-03    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54262871e-02   -2.91556958e-05
1097     5.18392857e-03    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59676341e-02   -3.30964421e-05
1098     5.18869048e-03    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65698126e-02   -3.69756490e-05
1099     5.19345238e-03    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.72306001e-02   -4.07954990e-05
1100     5.19821429e-03    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.70283400e-02    1.33885034e-05
1101     5.20297619e-03    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.63436252e-02    4.35386359e-05
1102     5.20773810e-03    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.57359612e-02    3.84430142e-05
1103     5.21250000e-03    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.52046865e-02    3.34238471e-05
1104     5.21726190e-03    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.47486609e-02    2.84800346e-05
1105     5.22202381e-03    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43663552e-02    2.36100876e-05
1106     5.22678571e-03    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40564358e-02    1.88127126e-05
1107     5.23154762e-03    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38182293e-02    1.40872767e-05
1108     5.23630952e-03    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36518310e-02    9.43391502e-06
1109     5.24107143e-03    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.35578959e-02    4.85332282e-06
1110     5.24583333e-03    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.35372650e-02    3.46381404e-07
1111     5.25059524e-03    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.35905789e-02   -4.08622862e-06
1112     5.25535714e-03    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.37179801e-02   -8.44432460e-06
1113     5.26011905e-03    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.39189515e-02   -1.27283834e-05
1114     5.26488095e-03    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.41922919e-02   -1.69395660e-05
1115     5.26964286e-03    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.45362011e-02   -2.10796326e-05
1116     5.27440476e-03    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49484367e-02   -2.51507854e-05
1117     5.27916667e-03    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54265041e-02   -2.91554789e-05
1118     5.28392857e-03    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59678458e-02   -3.30962304e-05
1119     5.28869048e-03    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65700083e-02   -3.69754533e-05
1120     5.29345238e-03    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.72307704e-02   -4.07953287e-05
1121     5.29821429e-03    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.70284783e-02    1.33886417e-05
1122     5.30297619e-03    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.63437277e-02    4.35387384e-05
1123     5.30773810e-03    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.57360270e-02    3.84430801e-05
1124     5.31250000e-03    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.52047172e-02    3.34238778e-05
1125     5.31726190e-03    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.47486603e-02    2.84800340e-05
1126     5.32202381e-03    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43663296e-02    2.36100620e-05
1127     5.32678571e-03    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40563940e-02    1.88126709e-05
1128     5.33154762e-03    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38181824e-02    1.40872298e-05
1129     5.33630952e-03    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36517912e-02    9.43387521e-06
1130     5.34107143e-03    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.35578752e-02    4.85330214e-06
1131     5.34583333e-03    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.35372739e-02    3.46390285e-07
1132     5.35059524e-03    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.35906249e-02   -4.08618263e-06
1133     5.35535714e-03    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.37180670e-02   -8.44423771e-06
1134     5.36011905e-03    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.39190789e-02   -1.27282559e-05
1135     5.36488095e-03    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.41924555e-02   -1.69394024e-05
1136     5.36964286e-03    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.45363932e-02   -2.10794405e-05
1137     5.37440476e-03    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49486470e-02   -2.51505751e-05
1138     5.37916667e-03    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54267210e-02   -2.91552619e-05
1139     5.38392857e-03    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59680576e-02   -3.30960186e-05
1140     5.38869048e-03    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65702039e-02   -3.69752577e-05
1141     5.39345238e-03    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.72309408e-02   -4.07951583e-05
1142     5.39821429e-03    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.70286166e-02    1.33887800e-05
1143     5.40297619e-03    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.63438302e-02    4.35388409e-05
1144     5.40773810e-03    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.57360929e-02    3.84431459e-05
1145     5.41250000e-03    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.52047479e-02    3.34239085e-05
1146     5.41726190e-03    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.47486596e-02    2.84800333e-05
1147     5.42202381e-03    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43663039e-02    2.36100363e-05
1148     5.42678571e-03    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40563522e-02    1.88126291e-05
1149     5.43154762e-03    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38181355e-02    1.40871829e-05
1150     5.43630952e-03    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36517514e-02    9.43383541e-06
1151     5.44107143e-03    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.35578545e-02    4.85328146e-06
1152     5.44583333e-03    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.35372828e-02    3.46399167e-07
1153     5.45059524e-03    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.35906709e-02   -4.08613663e-06
1154     5.45535714e-03    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.37181539e-02   -8.44415081e-06
1155     5.46011905e-03    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.39192064e-02   -1.27281285e-05
1156     5.46488095e-03    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.41926192e-02   -1.69392387e-05
1157     5.46964286e-03    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.45365852e-02   -2.10792484e-05
1158     5.47440476e-03    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49488573e-02   -2.51503648e-05
1159     5.47916667e-03    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54269379e-02   -2.91550450e-05
1160     5.48392857e-03    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59682693e-02   -3.30958068e-05
1161     5.48869048e-03    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65703995e-02   -3.69750621e-05
1162     5.49345238e-03    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.72311111e-02   -4.07949880e-05
1163     5.49821429e-03    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.70287549e-02    1.33889183e-05
1164     5.50297619e-03    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.63439327e-02    4.35389434e-05
1165     5.50773810e-03    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.57361587e-02    3.84432117e-05
1166     5.51250000e-03    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.52047786e-02    3.34239392e-05
1167     5.51726190e-03    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.47486590e-02    2.84800327e-05
1168     5.52202381e-03    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43662783e-02    2.36100107e-05
1169     5.52678571e-03    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40563105e-02    1.88125873e-05
1170     5.53154762e-03    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38180887e-02    1.40871360e-05
1171     5.53630952e-03    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36517116e-02    9.43379560e-06
1172     5.54107143e-03    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.35578338e-02    4.85326078e-06
1173     5.54583333e-03    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.35372917e-02    3.46408048e-07
1174     5.55059524e-03    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.35907169e-02   -4.08609064e-06
1175     5.55535714e-03    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.37182408e-02   -8.44406392e-06
1176     5.56011905e-03    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.39193338e-02   -1.27280010e-05
1177     5.56488095e-03    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.41927828e-02   -1.69390751e-05
1178     5.56964286e-03    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.45367773e-02   -2.10790563e-05
1179     5.57440476e-03    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49490676e-02   -2.51501545e-05
1180     5.57916667e-03    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54271549e-02   -2.91548281e-05
1181     5.58392857e-03    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59684811e-02   -3.30955951e-05
1182     5.58869048e-03    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65705952e-02   -3.69748664e-05
1183     5.59345238e-03    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.72312815e-02   -4.07948176e-05
1184     5.59821429e-03    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.70288932e-02    1.33890566e-05
1185     5.60297619e-03    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.63440352e-02    4.35390459e-05
1186     5.60773810e-03    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.57362245e-02    3.84432776e-05
1187     5.61250000e-03    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.52048092e-02    3.34239699e-05
1188     5.61726190e-03    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.47486584e-02    2.84800321e-05
1189     5.62202381e-03    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43662527e-02    2.36099850e-05
1190     5.62678571e-03    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40562687e-02    1.88125456e-05
1191     5.63154762e-03    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38180418e-02    1.40870891e-05
1192     5.63630952e-03    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36516718e-02    9.43375579e-06
1193     5.64107143e-03    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.35578132e-02    4.85324010e-06
1194     5.64583333e-03    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.35373006e-02    3.46416929e-07
1195     5.65059524e-03    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.35907629e-02   -4.08604464e-06
