Index       V(G)              V(D)        {N(X1:M1:IDS)+N(X1:M1:IDB)-N(X1:M1:IGD)} {((N(X2:M1:IDS)+N(X2:M1:IDB)-N(X2:M1:IGD))-(N(X1:M1:IDS)+N(X1:M1:IDB)-N(X1:M1:IGD)))/(V(G2)-V(G))}    N(X1:M1:GM)    {N(X1:M1:GM)-{((N(X2:M1:IDS)+N(X2:M1:IDB)-N(X2:M1:IGD))-(N(X1:M1:IDS)+N(X1:M1:IDB)-N(X1:M1:IGD)))/(V(G2)-V(G))}}   N(X1:M1:VTH)      N(X1:M1:VDS)      N(X1:M1:VSB)      N(X1:M1:VGS)      N(X1:M1:VDSS)  
128      2.80000000e-01    1.00000000e+00    3.39843048e-03    2.95961233e-03    2.95961277e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    2.80000000e-01    1.43446525e-01
129      2.90000000e-01    1.00000000e+00    3.42964129e-03    3.28319461e-03    3.28319494e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    2.90000000e-01    1.46614510e-01
130      3.00000000e-01    1.00000000e+00    3.46410263e-03    3.60926679e-03    3.60926711e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    3.00000000e-01    1.49987125e-01
131      3.10000000e-01    1.00000000e+00    3.50182637e-03    3.93527815e-03    3.93527917e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    3.10000000e-01    1.53549653e-01
132      3.20000000e-01    1.00000000e+00    3.54280060e-03    4.25902262e-03    4.25902327e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    3.20000000e-01    1.57286844e-01
133      3.30000000e-01    1.00000000e+00    3.58699292e-03    4.57860654e-03    4.57860792e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    3.30000000e-01    1.61183360e-01
134      3.40000000e-01    1.00000000e+00    3.63435349e-03    4.89242531e-03    4.89242641e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    3.40000000e-01    1.65224105e-01
135      3.50000000e-01    1.00000000e+00    3.68481767e-03    5.19912398e-03    5.19912541e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    3.50000000e-01    1.69394459e-01
136      3.60000000e-01    1.00000000e+00    3.73830846e-03    5.49757562e-03    5.49757640e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    3.60000000e-01    1.73680448e-01
137      3.70000000e-01    1.00000000e+00    3.79473857e-03    5.78684943e-03    5.78685108e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    3.70000000e-01    1.78068845e-01
138      3.80000000e-01    1.00000000e+00    3.85401236e-03    6.06619986e-03    6.06620030e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    3.80000000e-01    1.82547238e-01
139      3.90000000e-01    1.00000000e+00    3.91602750e-03    6.33503512e-03    6.33503610e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    3.90000000e-01    1.87104063e-01
140      4.00000000e-01    1.00000000e+00    3.98067653e-03    6.59291567e-03    6.59291594e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    4.00000000e-01    1.91728618e-01
141      4.10000000e-01    1.00000000e+00    4.04784823e-03    6.83952872e-03    6.83952871e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    4.10000000e-01    1.96411061e-01
142      4.20000000e-01    1.00000000e+00    4.11742888e-03    7.07468039e-03    7.07468176e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    4.20000000e-01    2.01142401e-01
143      4.30000000e-01    1.00000000e+00    4.18930336e-03    7.29828843e-03    7.29828870e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    4.30000000e-01    2.05914482e-01
144      4.40000000e-01    1.00000000e+00    4.26335617e-03    7.51035720e-03    7.51035772e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    4.40000000e-01    2.10719959e-01
145      4.50000000e-01    1.00000000e+00    4.33947234e-03    7.71098042e-03    7.71098022e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    4.50000000e-01    2.15552275e-01
146      4.60000000e-01    1.00000000e+00    4.41753815e-03    7.90031934e-03    7.90031974e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    4.60000000e-01    2.20405631e-01
147      4.70000000e-01    1.00000000e+00    4.49744186e-03    8.07860114e-03    8.07860122e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    4.70000000e-01    2.25274950e-01
148      4.80000000e-01    1.00000000e+00    4.57907423e-03    8.24610055e-03    8.24610052e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    4.80000000e-01    2.30155843e-01
149      4.90000000e-01    1.00000000e+00    4.66232898e-03    8.40313449e-03    8.40313447e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    4.90000000e-01    2.35044558e-01
150      5.00000000e-01    1.00000000e+00    4.74710319e-03    8.55005048e-03    8.55005141e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    5.00000000e-01    2.39937943e-01
151      5.10000000e-01    1.00000000e+00    4.83329752e-03    8.68722275e-03    8.68722239e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    5.10000000e-01    2.44833385e-01
152      5.20000000e-01    1.00000000e+00    4.92081644e-03    8.81503323e-03    8.81503325e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    5.20000000e-01    2.49728762e-01
153      5.30000000e-01    1.00000000e+00    5.00956830e-03    8.93387730e-03    8.93387751e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    5.30000000e-01    2.54622383e-01
154      5.40000000e-01    1.00000000e+00    5.09946541e-03    9.04415029e-03    9.04415028e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    5.40000000e-01    2.59512935e-01
155      5.50000000e-01    1.00000000e+00    5.19042404e-03    9.14624356e-03    9.14624317e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    5.50000000e-01    2.64399427e-01
156      5.60000000e-01    1.00000000e+00    5.28236429e-03    9.24053985e-03    9.24054017e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    5.60000000e-01    2.69281140e-01
157      5.70000000e-01    1.00000000e+00    5.37521010e-03    9.32741422e-03    9.32741457e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    5.70000000e-01    2.74157577e-01
158      5.80000000e-01    1.00000000e+00    5.46888904e-03    9.40722575e-03    9.40722660e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    5.80000000e-01    2.79028419e-01
159      5.90000000e-01    1.00000000e+00    5.56333224e-03    9.48032135e-03    9.48032199e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    5.90000000e-01    2.83893489e-01
160      6.00000000e-01    1.00000000e+00    5.65847420e-03    9.54703134e-03    9.54703109e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    6.00000000e-01    2.88752722e-01
161      6.10000000e-01    1.00000000e+00    5.75425263e-03    9.60766922e-03    9.60766853e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    6.10000000e-01    2.93606130e-01
162      6.20000000e-01    1.00000000e+00    5.85060833e-03    9.66253210e-03    9.66253326e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    6.20000000e-01    2.98453787e-01
163      6.30000000e-01    1.00000000e+00    5.94748500e-03    9.71190973e-03    9.71190895e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    6.30000000e-01    3.03295810e-01
164      6.40000000e-01    1.00000000e+00    6.04482911e-03    9.75606535e-03    9.75606449e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    6.40000000e-01    3.08132342e-01
165      6.50000000e-01    1.00000000e+00    6.14258974e-03    9.79525518e-03    9.79525477e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    6.50000000e-01    3.12963544e-01
166      6.60000000e-01    1.00000000e+00    6.24071846e-03    9.82972201e-03    9.82972133e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    6.60000000e-01    3.17789588e-01
167      6.70000000e-01    1.00000000e+00    6.33916918e-03    9.85969300e-03    9.85969323e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    6.70000000e-01    3.22610649e-01
168      6.80000000e-01    1.00000000e+00    6.43789806e-03    9.88538766e-03    9.88538778e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    6.80000000e-01    3.27426906e-01
169      6.90000000e-01    1.00000000e+00    6.53686337e-03    9.90701115e-03    9.90701127e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    6.90000000e-01    3.32238535e-01
170      7.00000000e-01    1.00000000e+00    6.63602537e-03    9.92476051e-03    9.92475974e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    7.00000000e-01    3.37045709e-01
171      7.10000000e-01    1.00000000e+00    6.73534627e-03    9.93881921e-03    9.93881953e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    7.10000000e-01    3.41848599e-01
172      7.20000000e-01    1.00000000e+00    6.83479006e-03    9.94936887e-03    9.94936800e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    7.20000000e-01    3.46647375e-01
173      7.30000000e-01    1.00000000e+00    6.93432249e-03    9.95657388e-03    9.95657397e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    7.30000000e-01    3.51442199e-01
174      7.40000000e-01    1.00000000e+00    7.03391094e-03    9.96059825e-03    9.96059832e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    7.40000000e-01    3.56233236e-01
175      7.50000000e-01    1.00000000e+00    7.13352436e-03    9.96159446e-03    9.96159437e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    7.50000000e-01    3.61020646e-01
176      7.60000000e-01    1.00000000e+00    7.23313322e-03    9.95970855e-03    9.95970837e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    7.60000000e-01    3.65804588e-01
177      7.70000000e-01    1.00000000e+00    7.33270939e-03    9.95507939e-03    9.95507984e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    7.70000000e-01    3.70585221e-01
178      7.80000000e-01    1.00000000e+00    7.43222612e-03    9.94784286e-03    9.94784192e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    7.80000000e-01    3.75362701e-01
179      7.90000000e-01    1.00000000e+00    7.53165795e-03    9.93812190e-03    9.93812174e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    7.90000000e-01    3.80137186e-01
180      8.00000000e-01    1.00000000e+00    7.63098068e-03    9.92604057e-03    9.92604066e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    8.00000000e-01    3.84908834e-01
181      8.10000000e-01    1.00000000e+00    7.73017128e-03    9.91171361e-03    9.91171459e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    8.10000000e-01    3.89677803e-01
182      8.20000000e-01    1.00000000e+00    7.82920786e-03    9.89525343e-03    9.89525421e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    8.20000000e-01    3.94444250e-01
183      8.30000000e-01    1.00000000e+00    7.92806960e-03    9.87676513e-03    9.87676526e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    8.30000000e-01    3.99208335e-01
184      8.40000000e-01    1.00000000e+00    8.02673674e-03    9.85634913e-03    9.85634871e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    8.40000000e-01    4.03970216e-01
185      8.50000000e-01    1.00000000e+00    8.12519047e-03    9.83409938e-03    9.83410103e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    8.50000000e-01    4.08730054e-01
186      8.60000000e-01    1.00000000e+00    8.22341296e-03    9.81011476e-03    9.81011433e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    8.60000000e-01    4.13488008e-01
187      8.70000000e-01    1.00000000e+00    8.32138726e-03    9.78447521e-03    9.78447660e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    8.70000000e-01    4.18244241e-01
188      8.80000000e-01    1.00000000e+00    8.41909727e-03    9.75727199e-03    9.75727186e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    8.80000000e-01    4.22998913e-01
189      8.90000000e-01    1.00000000e+00    8.51652774e-03    9.72857879e-03    9.72858033e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    8.90000000e-01    4.27752185e-01
190      9.00000000e-01    1.00000000e+00    8.61366418e-03    9.69847990e-03    9.69847862e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    9.00000000e-01    4.32504219e-01
191      9.10000000e-01    1.00000000e+00    8.71049286e-03    9.66703978e-03    9.66703985e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    9.10000000e-01    4.37255177e-01
192      9.20000000e-01    1.00000000e+00    8.80700075e-03    9.63433441e-03    9.63433381e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    9.20000000e-01    4.42005219e-01
193      9.30000000e-01    1.00000000e+00    8.90317553e-03    9.60042511e-03    9.60042711e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    9.30000000e-01    4.46754506e-01
194      9.40000000e-01    1.00000000e+00    8.99900550e-03    9.56538354e-03    9.56538330e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    9.40000000e-01    4.51503198e-01
195      9.50000000e-01    1.00000000e+00    9.09447961e-03    9.52926480e-03    9.52926301e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    9.50000000e-01    4.56251455e-01
196      9.60000000e-01    1.00000000e+00    9.18958737e-03    9.49212459e-03    9.49212406e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    9.60000000e-01    4.60999434e-01
197      9.70000000e-01    1.00000000e+00    9.28431888e-03    9.45402223e-03    9.45402159e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    9.70000000e-01    4.65747295e-01
198      9.80000000e-01    1.00000000e+00    9.37866476e-03    9.41500665e-03    9.41500815e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    9.80000000e-01    4.70495192e-01
199      9.90000000e-01    1.00000000e+00    9.47261617e-03    9.37513286e-03    9.37513384e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    9.90000000e-01    4.75243280e-01
200      1.00000000e+00    1.00000000e+00    9.56616473e-03    9.33444560e-03    9.33444639e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    1.00000000e+00    4.79991714e-01
201      1.01000000e+00    1.00000000e+00    9.65930254e-03    9.29299237e-03    9.29299126e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    1.01000000e+00    4.84740646e-01
202      1.02000000e+00    1.00000000e+00    9.75202214e-03    9.25081094e-03    9.25081175e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    1.02000000e+00    4.89490224e-01
203      1.03000000e+00    1.00000000e+00    9.84431650e-03    9.20794980e-03    9.20794908e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    1.03000000e+00    4.94240599e-01
204      1.04000000e+00    1.00000000e+00    9.93617898e-03    9.16444223e-03    9.16444248e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    1.04000000e+00    4.98991917e-01
205      1.05000000e+00    1.00000000e+00    1.00276033e-02    9.12032885e-03    9.12032924e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    1.05000000e+00    5.03744322e-01
206      1.06000000e+00    1.00000000e+00    1.01185837e-02    9.07564528e-03    9.07564486e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    1.06000000e+00    5.08497957e-01
207      1.07000000e+00    1.00000000e+00    1.02091144e-02    9.03042309e-03    9.03042306e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    1.07000000e+00    5.13252963e-01
208      1.08000000e+00    1.00000000e+00    1.02991904e-02    8.98469457e-03    8.98469588e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    1.08000000e+00    5.18009479e-01
209      1.09000000e+00    1.00000000e+00    1.03888068e-02    8.93849293e-03    8.93849376e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    1.09000000e+00    5.22767640e-01
210      1.10000000e+00    1.00000000e+00    1.04779588e-02    8.89184479e-03    8.89184558e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    1.10000000e+00    5.27527582e-01
211      1.11000000e+00    1.00000000e+00    1.05666423e-02    8.84477783e-03    8.84477877e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    1.11000000e+00    5.32289435e-01
212      1.12000000e+00    1.00000000e+00    1.06548531e-02    8.79732079e-03    8.79731930e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    1.12000000e+00    5.37053330e-01
213      1.13000000e+00    1.00000000e+00    1.07425874e-02    8.74949246e-03    8.74949183e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    1.13000000e+00    5.41819394e-01
214      1.14000000e+00    1.00000000e+00    1.08298418e-02    8.70132072e-03    8.70131967e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    1.14000000e+00    5.46587751e-01
215      1.15000000e+00    1.00000000e+00    1.09166128e-02    8.65282388e-03    8.65282494e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    1.15000000e+00    5.51358525e-01
216      1.16000000e+00    1.00000000e+00    1.10028973e-02    8.60402725e-03    8.60402851e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    1.16000000e+00    5.56131836e-01
217      1.17000000e+00    1.00000000e+00    1.10886924e-02    8.55495052e-03    8.55495015e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    1.17000000e+00    5.60907800e-01
218      1.18000000e+00    1.00000000e+00    1.11739954e-02    8.50561008e-03    8.50560851e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    1.18000000e+00    5.65686535e-01
219      1.19000000e+00    1.00000000e+00    1.12588037e-02    8.45602074e-03    8.45602121e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    1.19000000e+00    5.70468153e-01
220      1.20000000e+00    1.00000000e+00    1.13431151e-02    8.40620404e-03    8.40620486e-03    0.00000000e+00    2.38586129e-01    1.00000000e+00    0.00000000e+00    1.20000000e+00    5.75252765e-01
End of Xyce(TM) Simulation
