Index        TIME               V(VOUT)              V(IN)               V(1)        
328      5.2554480692e-06    2.8973208429e+00    3.5149563193e-05    0.0000000000e+00
329      5.5564480692e-06    2.8973208220e+00    3.4830278659e-05    0.0000000000e+00
330      5.8574480692e-06    2.8973208429e+00    3.5149474514e-05    0.0000000000e+00
331      6.0150000000e-06    2.8973208220e+00    3.4830407655e-05    0.0000000000e+00
332      6.0150078125e-06    2.8973919454e+00    1.4317224358e-03    5.1562499998e-03
333      6.0150155554e-06    2.8975049912e+00    3.8156376241e-03    1.0266581666e-02
334      6.0150232984e-06    2.8976452248e+00    6.9282895275e-03    1.5376913332e-02
335      6.0150310413e-06    2.8977952933e+00    1.0346181438e-02    2.0487244999e-02
336      6.0150465271e-06    2.8981319738e+00    1.8524090403e-02    3.0707908331e-02
337      6.0150620130e-06    2.8984831714e+00    2.7761349267e-02    4.0928571664e-02
338      6.0150929847e-06    2.8991253136e+00    4.7365335520e-02    6.1369898329e-02
339      6.0151239564e-06    2.8996063775e+00    6.7465598180e-02    8.1811224995e-02
340      6.0151858998e-06    2.8997464132e+00    1.0765754177e-01    1.2269387833e-01
341      6.0152478432e-06    2.8983072814e+00    1.4767722421e-01    1.6357653166e-01
342      6.0153097866e-06    2.8948886062e+00    1.8771639806e-01    2.0445918499e-01
343      6.0153717301e-06    2.8894572539e+00    2.2787584221e-01    2.4534183832e-01
344      6.0154336735e-06    2.8821685975e+00    2.6815365637e-01    2.8622449165e-01
345      6.0154956169e-06    2.8732806816e+00    3.0853035796e-01    3.2710714498e-01
346      6.0155575603e-06    2.8630521361e+00    3.4898390028e-01    3.6798979831e-01
347      6.0156195037e-06    2.8517318443e+00    3.8950263290e-01    4.0887245164e-01
348      6.0156814471e-06    2.8395219877e+00    4.3007618384e-01    4.4975510497e-01
349      6.0158053340e-06    2.8130651481e+00    5.1134754751e-01    5.3152041163e-01
350      6.0160531076e-06    2.7544718549e+00    6.7426064480e-01    6.9505102495e-01
351      6.0163008813e-06    2.6900115644e+00    8.3749684108e-01    8.5858163828e-01
352      6.0165486549e-06    2.6183922506e+00    1.0007904698e+00    1.0221122516e+00
353      6.0165847852e-06    2.6070644264e+00    1.0246195918e+00    1.0459582151e+00
354      6.0166209154e-06    2.5954862120e+00    1.0484398451e+00    1.0698041786e+00
355      6.0166931759e-06    2.5712609590e+00    1.0960706431e+00    1.1174961056e+00
356      6.0167654364e-06    2.5454808319e+00    1.1437119800e+00    1.1651880326e+00
357      6.0168376969e-06    2.5177152359e+00    1.1913451183e+00    1.2128799596e+00
358      6.0169099574e-06    2.4875438992e+00    1.2389783090e+00    1.2605718866e+00
359      6.0169822179e-06    2.4543646516e+00    1.2865977512e+00    1.3082638136e+00
360      6.0170544784e-06    2.4175398603e+00    1.3342020311e+00    1.3559557406e+00
361      6.0171267389e-06    2.3763245134e+00    1.3817759172e+00    1.4036476675e+00
362      6.0171989994e-06    2.3300358438e+00    1.4293116194e+00    1.4513395945e+00
363      6.0172712599e-06    2.2781372784e+00    1.4768006698e+00    1.4990315215e+00
364      6.0173435204e-06    2.2204444031e+00    1.5242505487e+00    1.5467234485e+00
365      6.0174157809e-06    2.1571908030e+00    1.5716802598e+00    1.5944153755e+00
366      6.0174880414e-06    2.0890111829e+00    1.6191182034e+00    1.6421073025e+00
367      6.0175603019e-06    2.0167694828e+00    1.6665881639e+00    1.6897992295e+00
368      6.0176325624e-06    1.9413833581e+00    1.7141047903e+00    1.7374911565e+00
369      6.0177048229e-06    1.8636883875e+00    1.7616727455e+00    1.7851830835e+00
370      6.0177770833e-06    1.7843916300e+00    1.8092915721e+00    1.8328750105e+00
371      6.0178493438e-06    1.7040786009e+00    1.8569590861e+00    1.8805669375e+00
372      6.0179938648e-06    1.5424614493e+00    1.9524217519e+00    1.9759507915e+00
373      6.0181383858e-06    1.3827919984e+00    2.0480911203e+00    2.0713346454e+00
374      6.0181638222e-06    1.3552897631e+00    2.0649381554e+00    2.0881226764e+00
375      6.0181892586e-06    1.3279680865e+00    2.0818047690e+00    2.1049107073e+00
376      6.0182401315e-06    1.2743338717e+00    2.1155416333e+00    2.1384867692e+00
377      6.0182910043e-06    1.2221920600e+00    2.1492715493e+00    2.1720628311e+00
378      6.0183418771e-06    1.1718744438e+00    2.1829924536e+00    2.2056388929e+00
379      6.0183927499e-06    1.1236744460e+00    2.2166909414e+00    2.2392149548e+00
380      6.0184436228e-06    1.0778464040e+00    2.2503592100e+00    2.2727910167e+00
381      6.0184944956e-06    1.0345486923e+00    2.2839943251e+00    2.3063670785e+00
382      6.0185453684e-06    9.9383938901e-01    2.3176018971e+00    2.3399431404e+00
383      6.0185962412e-06    9.5567747942e-01    2.3511925599e+00    2.3735192023e+00
384      6.0186471140e-06    9.1994953495e-01    2.3847787549e+00    2.4070952641e+00
385      6.0186979869e-06    8.8649696947e-01    2.4183711959e+00    2.4406713260e+00
386      6.0187488597e-06    8.5514236119e-01    2.4519774444e+00    2.4742473879e+00
387      6.0187997325e-06    8.2570758154e-01    2.4856016854e+00    2.5078234497e+00
388      6.0188506053e-06    7.9802571797e-01    2.5192455269e+00    2.5413995116e+00
389      6.0189014781e-06    7.7194732720e-01    2.5529089438e+00    2.5749755735e+00
390      6.0189523510e-06    7.4734341265e-01    2.5865911633e+00    2.6085516353e+00
391      6.0190032238e-06    7.2410620476e-01    2.6202912658e+00    2.6421276972e+00
392      6.0190540966e-06    7.0214893580e-01    2.6540085837e+00    2.6757037591e+00
393      6.0191049694e-06    6.8140512325e-01    2.6877429194e+00    2.7092798209e+00
394      6.0191558422e-06    6.6182784415e-01    2.7214946680e+00    2.7428558828e+00
395      6.0192067151e-06    6.4338919709e-01    2.7552648765e+00    2.7764319447e+00
396      6.0192575879e-06    6.2608012705e-01    2.7890552801e+00    2.8100080065e+00
397      6.0193084607e-06    6.0991064936e-01    2.8228683339e+00    2.8435840684e+00
398      6.0193593335e-06    5.9491044678e-01    2.8567072587e+00    2.8771601303e+00
399      6.0194102064e-06    5.8112966283e-01    2.8905761308e+00    2.9107361921e+00
400      6.0194610792e-06    5.6863957550e-01    2.9244800880e+00    2.9443122540e+00
401      6.0195119520e-06    5.5753269760e-01    2.9584257516e+00    2.9778883159e+00
402      6.0195628248e-06    5.4792169587e-01    2.9924219723e+00    3.0114643777e+00
403      6.0196136976e-06    5.3993600564e-01    3.0264808793e+00    3.0450404396e+00
404      6.0196645705e-06    5.3371313081e-01    3.0606186031e+00    3.0786165015e+00
405      6.0197154433e-06    5.2937589549e-01    3.0948528421e+00    3.1121925633e+00
406      6.0197663161e-06    5.2697564392e-01    3.1291888101e+00    3.1457686252e+00
407      6.0198171889e-06    5.2638520926e-01    3.1635817647e+00    3.1793446871e+00
408      6.0198680617e-06    5.2721608565e-01    3.1979024544e+00    3.2129207489e+00
409      6.0199189346e-06    5.2893821757e-01    3.2320081700e+00    3.2464968108e+00
410      6.0200000000e-06    5.3257210351e-01    3.2859359836e+00    3.3000000000e+00
411      6.0200048732e-06    5.3277020192e-01    3.2885575515e+00    3.3000000000e+00
412      6.0200086936e-06    5.3290258286e-01    3.2902997362e+00    3.3000000000e+00
413      6.0200125141e-06    5.3302446616e-01    3.2918983684e+00    3.3000000000e+00
414      6.0200201549e-06    5.3321418747e-01    3.2943641286e+00    3.3000000000e+00
415      6.0200277958e-06    5.3334735242e-01    3.2960770452e+00    3.3000000000e+00
416      6.0200430776e-06    5.3350905155e-01    3.2981405694e+00    3.3000000000e+00
417      6.0200736412e-06    5.3363007131e-01    3.2996718093e+00    3.3000000000e+00
418      6.0201347684e-06    5.3365766954e-01    3.3000192225e+00    3.3000000000e+00
419      6.0201897828e-06    5.3365283611e-01    3.2999586645e+00    3.3000000000e+00
420      6.0202447972e-06    5.3365347994e-01    3.2999665931e+00    3.3000000000e+00
421      6.0203548261e-06    5.3365336672e-01    3.2999652654e+00    3.3000000000e+00
422      6.0205748839e-06    5.3365342963e-01    3.2999659530e+00    3.3000000000e+00
423      6.0210149994e-06    5.3365338172e-01    3.2999654454e+00    3.3000000000e+00
424      6.0218952304e-06    5.3365342385e-01    3.2999658836e+00    3.3000000000e+00
425      6.0236556925e-06    5.3365338429e-01    3.2999654760e+00    3.3000000000e+00
426      6.0271766166e-06    5.3365342264e-01    3.2999658692e+00    3.3000000000e+00
427      6.0342184648e-06    5.3365338488e-01    3.2999654830e+00    3.3000000000e+00
428      6.0483021613e-06    5.3365342235e-01    3.2999658657e+00    3.3000000000e+00
429      6.0764695543e-06    5.3365338502e-01    3.2999654847e+00    3.3000000000e+00
430      6.1328043402e-06    5.3365342227e-01    3.2999658649e+00    3.3000000000e+00
431      6.2454739120e-06    5.3365338506e-01    3.2999654852e+00    3.3000000000e+00
432      6.4708130557e-06    5.3365342226e-01    3.2999658647e+00    3.3000000000e+00
433      6.7718130557e-06    5.3365338507e-01    3.2999654853e+00    3.3000000000e+00
434      7.0728130557e-06    5.3365342225e-01    3.2999658646e+00    3.3000000000e+00
435      7.3738130557e-06    5.3365338508e-01    3.2999654854e+00    3.3000000000e+00
436      7.5200000000e-06    5.3365342223e-01    3.2999658644e+00    3.3000000000e+00
437      7.5200078125e-06    5.3355127589e-01    3.2985769266e+00    3.2948437500e+00
438      7.5200155428e-06    5.3337487922e-01    3.2962060314e+00    3.2897417362e+00
439      7.5200232731e-06    5.3314308624e-01    3.2931054900e+00    3.2846397224e+00
440      7.5200310035e-06    5.3288842686e-01    3.2896974216e+00    3.2795377086e+00
441      7.5200464641e-06    5.3228148005e-01    3.2815292401e+00    3.2693336810e+00
442      7.5200619248e-06    5.3160459052e-01    3.2722863756e+00    3.2591296534e+00
443      7.5200773854e-06    5.3090785296e-01    3.2625492564e+00    3.2489256258e+00
444      7.5201083067e-06    5.2954441719e-01    3.2425482045e+00    3.2285175707e+00
445      7.5201392280e-06    5.2828661309e-01    3.2223246945e+00    3.2081095155e+00
446      7.5202010706e-06    5.2638463349e-01    3.1819637228e+00    3.1672934051e+00
447      7.5202629132e-06    5.2588503568e-01    3.1418950789e+00    3.1264772947e+00
448      7.5203247558e-06    5.2755823973e-01    3.1019782823e+00    3.0856611844e+00
449      7.5203865984e-06    5.3182410590e-01    3.0620214870e+00    3.0448450740e+00
450      7.5204484410e-06    5.3873420467e-01    3.0219504889e+00    3.0040289636e+00
451      7.5205102836e-06    5.4813674613e-01    2.9817648809e+00    2.9632128533e+00
452      7.5205721261e-06    5.5983156091e-01    2.9414865835e+00    2.9223967429e+00
453      7.5206339687e-06    5.7361833899e-01    2.9011339250e+00    2.8815806325e+00
454      7.5206958113e-06    5.8932862308e-01    2.8607216098e+00    2.8407645222e+00
455      7.5207576539e-06    6.0682862674e-01    2.8202596064e+00    2.7999484118e+00
456      7.5208194965e-06    6.2602632019e-01    2.7797560536e+00    2.7591323014e+00
457      7.5208813391e-06    6.4686816820e-01    2.7392169284e+00    2.7183161911e+00
458      7.5209431817e-06    6.6934052360e-01    2.6986471410e+00    2.6775000807e+00
459      7.5210050243e-06    6.9346739742e-01    2.6580500630e+00    2.6366839703e+00
460      7.5210668669e-06    7.1931204363e-01    2.6174279387e+00    2.5958678600e+00
461      7.5211287095e-06    7.4697742494e-01    2.5767816287e+00    2.5550517496e+00
462      7.5211905521e-06    7.7660879684e-01    2.5361108972e+00    2.5142356392e+00
463      7.5212523947e-06    8.0839492757e-01    2.4954144995e+00    2.4734195289e+00
464      7.5213142372e-06    8.4256815332e-01    2.4546908047e+00    2.4326034185e+00
465      7.5213760798e-06    8.7939903394e-01    2.4139387858e+00    2.3917873081e+00
466      7.5214379224e-06    9.1918221837e-01    2.3731598531e+00    2.3509711978e+00
467      7.5214997650e-06    9.6220774510e-01    2.3323602620e+00    2.3101550874e+00
468      7.5215616076e-06    1.0087153685e+00    2.2915533005e+00    2.2693389770e+00
469      7.5216234502e-06    1.0588368872e+00    2.2507589745e+00    2.2285228667e+00
470      7.5216852928e-06    1.1125451726e+00    2.2099987903e+00    2.1877067563e+00
471      7.5217471354e-06    1.1696351846e+00    2.1692867819e+00    2.1468906459e+00
472      7.5218089780e-06    1.2297505284e+00    2.1286222415e+00    2.1060745355e+00
473      7.5218708206e-06    1.2924422142e+00    2.0879900962e+00    2.0652584252e+00
474      7.5219326632e-06    1.3572299014e+00    2.0473687546e+00    2.0244423148e+00
475      7.5219945058e-06    1.4236457261e+00    2.0067385288e+00    1.9836262044e+00
476      7.5220563483e-06    1.4912581410e+00    1.9660857311e+00    1.9428100941e+00
477      7.5221800335e-06    1.6285264686e+00    1.8846956661e+00    1.8611778733e+00
478      7.5223037187e-06    1.7664634202e+00    1.8031586962e+00    1.7795456526e+00
479      7.5224221147e-06    1.8966170191e+00    1.7249913315e+00    1.7014042659e+00
480      7.5224813793e-06    1.9604092454e+00    1.6858198847e+00    1.6622896865e+00
481      7.5225406438e-06    2.0226558334e+00    1.6466163247e+00    1.6231751071e+00
482      7.5225926811e-06    2.0756997173e+00    1.6121632492e+00    1.5888304995e+00
483      7.5226387586e-06    2.1210918413e+00    1.5816319848e+00    1.5584193090e+00
484      7.5226797988e-06    2.1600402798e+00    1.5544209507e+00    1.5313327943e+00
485      7.5227167350e-06    2.1937349239e+00    1.5299192457e+00    1.5069549312e+00
486      7.5227499775e-06    2.2228523983e+00    1.5078605512e+00    1.4850148543e+00
487      7.5227798958e-06    2.2480150186e+00    1.4880041546e+00    1.4652687851e+00
488      7.5228098141e-06    2.2721320157e+00    1.4681484744e+00    1.4455227160e+00
489      7.5228397324e-06    2.2951895813e+00    1.4482955538e+00    1.4257766468e+00
490      7.5228666588e-06    2.3150454138e+00    1.4304300778e+00    1.4080051845e+00
491      7.5228935853e-06    2.3342111121e+00    1.4125594754e+00    1.3902337223e+00
492      7.5229474382e-06    2.3696876597e+00    1.3768214849e+00    1.3546907978e+00
493      7.5230012911e-06    2.4020910509e+00    1.3411494512e+00    1.3191478733e+00
494      7.5230551440e-06    2.4316654021e+00    1.3054962511e+00    1.2836049487e+00
495      7.5231089969e-06    2.4588246988e+00    1.2698692246e+00    1.2480620242e+00
496      7.5231628498e-06    2.4838704045e+00    1.2342544308e+00    1.2125190997e+00
497      7.5232167028e-06    2.5071339322e+00    1.1986528594e+00    1.1769761752e+00
498      7.5232705557e-06    2.5288722159e+00    1.1630574761e+00    1.1414332507e+00
499      7.5233244086e-06    2.5493260111e+00    1.1274678281e+00    1.1058903262e+00
500      7.5233782615e-06    2.5686856374e+00    1.0918805806e+00    1.0703474017e+00
501      7.5234321144e-06    2.5871191114e+00    1.0562953185e+00    1.0348044772e+00
502      7.5235398203e-06    2.6217321026e+00    9.8512563313e-01    9.6371862817e-01
503      7.5236475261e-06    2.6539973534e+00    9.1395164672e-01    8.9263277915e-01
504      7.5237552319e-06    2.6845078093e+00    8.4277020318e-01    8.2154693014e-01
505      7.5238629378e-06    2.7136390790e+00    7.7157290202e-01    7.5046108112e-01
506      7.5239706436e-06    2.7416291099e+00    7.0035416782e-01    6.7937523210e-01
507      7.5240783494e-06    2.7685692935e+00    6.2910159171e-01    6.0828938308e-01
508      7.5241860553e-06    2.7944300078e+00    5.5780153535e-01    5.3720353407e-01
509      7.5242937611e-06    2.8190247791e+00    4.8643088180e-01    4.6611768505e-01
510      7.5244014669e-06    2.8419808217e+00    4.1495969806e-01    3.9503183603e-01
511      7.5245091727e-06    2.8626316205e+00    3.4334711057e-01    3.2394598701e-01
512      7.5246168786e-06    2.8799141193e+00    2.7154540982e-01    2.5286013800e-01
513      7.5247245844e-06    2.8923908828e+00    1.9947313384e-01    1.8177428898e-01
514      7.5248322902e-06    2.8986922348e+00    1.2698247876e-01    1.1068843996e-01
515      7.5249292255e-06    2.8992399612e+00    6.1502669196e-02    4.6711175847e-02
516      7.5250000000e-06    2.8978160887e+00    1.4137645797e-02    3.1974423109e-14
517      7.5250047157e-06    2.8977264511e+00    1.1575447468e-02    0.0000000000e+00
518      7.5250084398e-06    2.8976670944e+00    9.8529833072e-03    0.0000000000e+00
519      7.5250121640e-06    2.8976126155e+00    8.2686159316e-03    0.0000000000e+00
520      7.5250196122e-06    2.8975276885e+00    5.8080955008e-03    0.0000000000e+00
521      7.5250270605e-06    2.8974671310e+00    4.0815568248e-03    0.0000000000e+00
522      7.5250419570e-06    2.8973917913e+00    1.9746859224e-03    0.0000000000e+00
523      7.5250717501e-06    2.8973332390e+00    3.7126869383e-04    0.0000000000e+00
524      7.5251313362e-06    2.8973187119e+00   -2.2175473901e-05    0.0000000000e+00
525      7.5251849638e-06    2.8973210906e+00    4.1763876759e-05    0.0000000000e+00
526      7.5252385913e-06    2.8973207966e+00    3.4185196931e-05    0.0000000000e+00
527      7.5253458464e-06    2.8973208507e+00    3.5340867386e-05    0.0000000000e+00
528      7.5255603565e-06    2.8973208188e+00    3.4753835873e-05    0.0000000000e+00
529      7.5259893767e-06    2.8973208444e+00    3.5183948677e-05    0.0000000000e+00
530      7.5268474172e-06    2.8973208213e+00    3.4813901238e-05    0.0000000000e+00
531      7.5285634982e-06    2.8973208433e+00    3.5157519841e-05    0.0000000000e+00
532      7.5319956602e-06    2.8973208218e+00    3.4826313313e-05    0.0000000000e+00
533      7.5388599842e-06    2.8973208430e+00    3.5151503343e-05    0.0000000000e+00
534      7.5525886321e-06    2.8973208220e+00    3.4829275486e-05    0.0000000000e+00
535      7.5800459279e-06    2.8973208430e+00    3.5150033617e-05    0.0000000000e+00
536      7.6349605195e-06    2.8973208220e+00    3.4830007529e-05    0.0000000000e+00
537      7.7447897027e-06    2.8973208429e+00    3.5149668298e-05    0.0000000000e+00
538      7.9644480692e-06    2.8973208220e+00    3.4830190013e-05    0.0000000000e+00
539      8.2654480692e-06    2.8973208429e+00    3.5149563135e-05    0.0000000000e+00
540      8.5664480692e-06    2.8973208220e+00    3.4830278717e-05    0.0000000000e+00
541      8.8674480692e-06    2.8973208429e+00    3.5149474456e-05    0.0000000000e+00
542      9.0250000000e-06    2.8973208220e+00    3.4830407714e-05    0.0000000000e+00
543      9.0250078125e-06    2.8973919454e+00    1.4317224356e-03    5.1562499995e-03
544      9.0250155554e-06    2.8975049912e+00    3.8156376236e-03    1.0266581665e-02
545      9.0250232984e-06    2.8976452248e+00    6.9282895266e-03    1.5376913331e-02
546      9.0250310413e-06    2.8977952933e+00    1.0346181437e-02    2.0487244997e-02
547      9.0250465271e-06    2.8981319738e+00    1.8524090401e-02    3.0707908329e-02
548      9.0250620130e-06    2.8984831714e+00    2.7761349264e-02    4.0928571662e-02
549      9.0250929847e-06    2.8991253136e+00    4.7365335516e-02    6.1369898325e-02
550      9.0251239564e-06    2.8996063775e+00    6.7465598175e-02    8.1811224989e-02
551      9.0251858998e-06    2.8997464132e+00    1.0765754176e-01    1.2269387832e-01
552      9.0252478432e-06    2.8983072814e+00    1.4767722420e-01    1.6357653164e-01
553      9.0253097866e-06    2.8948886062e+00    1.8771639805e-01    2.0445918497e-01
554      9.0253717301e-06    2.8894572539e+00    2.2787584219e-01    2.4534183830e-01
555      9.0254336735e-06    2.8821685976e+00    2.6815365635e-01    2.8622449163e-01
556      9.0254956169e-06    2.8732806816e+00    3.0853035794e-01    3.2710714496e-01
557      9.0255575603e-06    2.8630521361e+00    3.4898390026e-01    3.6798979828e-01
558      9.0256195037e-06    2.8517318443e+00    3.8950263287e-01    4.0887245161e-01
559      9.0256814471e-06    2.8395219877e+00    4.3007618381e-01    4.4975510494e-01
560      9.0258053340e-06    2.8130651481e+00    5.1134754748e-01    5.3152041159e-01
561      9.0260531076e-06    2.7544718549e+00    6.7426064475e-01    6.9505102491e-01
562      9.0263008813e-06    2.6900115644e+00    8.3749684102e-01    8.5858163822e-01
563      9.0265486549e-06    2.6183922506e+00    1.0007904697e+00    1.0221122515e+00
564      9.0265847852e-06    2.6070644265e+00    1.0246195917e+00    1.0459582150e+00
565      9.0266209154e-06    2.5954862121e+00    1.0484398451e+00    1.0698041785e+00
566      9.0266931759e-06    2.5712609590e+00    1.0960706430e+00    1.1174961055e+00
567      9.0267654364e-06    2.5454808319e+00    1.1437119800e+00    1.1651880325e+00
568      9.0268376969e-06    2.5177152359e+00    1.1913451182e+00    1.2128799595e+00
569      9.0269099574e-06    2.4875438992e+00    1.2389783090e+00    1.2605718865e+00
570      9.0269822179e-06    2.4543646516e+00    1.2865977511e+00    1.3082638135e+00
571      9.0270544784e-06    2.4175398603e+00    1.3342020311e+00    1.3559557405e+00
572      9.0271267389e-06    2.3763245135e+00    1.3817759171e+00    1.4036476675e+00
573      9.0271989994e-06    2.3300358438e+00    1.4293116193e+00    1.4513395945e+00
574      9.0272712599e-06    2.2781372784e+00    1.4768006698e+00    1.4990315215e+00
575      9.0273435204e-06    2.2204444031e+00    1.5242505487e+00    1.5467234485e+00
576      9.0274157809e-06    2.1571908030e+00    1.5716802598e+00    1.5944153755e+00
577      9.0274880414e-06    2.0890111829e+00    1.6191182034e+00    1.6421073025e+00
578      9.0275603019e-06    2.0167694828e+00    1.6665881639e+00    1.6897992295e+00
579      9.0276325624e-06    1.9413833582e+00    1.7141047903e+00    1.7374911565e+00
580      9.0277048229e-06    1.8636883875e+00    1.7616727455e+00    1.7851830835e+00
581      9.0277770833e-06    1.7843916300e+00    1.8092915721e+00    1.8328750105e+00
582      9.0278493438e-06    1.7040786009e+00    1.8569590861e+00    1.8805669375e+00
583      9.0279938648e-06    1.5424614493e+00    1.9524217519e+00    1.9759507915e+00
584      9.0281383858e-06    1.3827919984e+00    2.0480911203e+00    2.0713346454e+00
585      9.0281638222e-06    1.3552897631e+00    2.0649381554e+00    2.0881226764e+00
586      9.0281892586e-06    1.3279680865e+00    2.0818047690e+00    2.1049107073e+00
587      9.0282401315e-06    1.2743338716e+00    2.1155416333e+00    2.1384867692e+00
588      9.0282910043e-06    1.2221920599e+00    2.1492715493e+00    2.1720628311e+00
589      9.0283418771e-06    1.1718744438e+00    2.1829924536e+00    2.2056388929e+00
590      9.0283927499e-06    1.1236744460e+00    2.2166909414e+00    2.2392149548e+00
591      9.0284436228e-06    1.0778464040e+00    2.2503592100e+00    2.2727910167e+00
592      9.0284944956e-06    1.0345486923e+00    2.2839943251e+00    2.3063670786e+00
593      9.0285453684e-06    9.9383938896e-01    2.3176018972e+00    2.3399431404e+00
594      9.0285962412e-06    9.5567747938e-01    2.3511925599e+00    2.3735192023e+00
595      9.0286471140e-06    9.1994953490e-01    2.3847787550e+00    2.4070952642e+00
596      9.0286979869e-06    8.8649696942e-01    2.4183711959e+00    2.4406713260e+00
597      9.0287488597e-06    8.5514236115e-01    2.4519774445e+00    2.4742473879e+00
598      9.0287997325e-06    8.2570758150e-01    2.4856016854e+00    2.5078234498e+00
599      9.0288506053e-06    7.9802571792e-01    2.5192455270e+00    2.5413995117e+00
600      9.0289014781e-06    7.7194732715e-01    2.5529089439e+00    2.5749755735e+00
601      9.0289523510e-06    7.4734341260e-01    2.5865911634e+00    2.6085516354e+00
602      9.0290032238e-06    7.2410620471e-01    2.6202912659e+00    2.6421276973e+00
603      9.0290540966e-06    7.0214893574e-01    2.6540085838e+00    2.6757037591e+00
604      9.0291049694e-06    6.8140512320e-01    2.6877429195e+00    2.7092798210e+00
605      9.0291558422e-06    6.6182784410e-01    2.7214946681e+00    2.7428558829e+00
606      9.0292067151e-06    6.4338919704e-01    2.7552648766e+00    2.7764319448e+00
607      9.0292575879e-06    6.2608012700e-01    2.7890552802e+00    2.8100080066e+00
608      9.0293084607e-06    6.0991064931e-01    2.8228683340e+00    2.8435840685e+00
609      9.0293593335e-06    5.9491044674e-01    2.8567072588e+00    2.8771601304e+00
610      9.0294102064e-06    5.8112966278e-01    2.8905761309e+00    2.9107361922e+00
611      9.0294610792e-06    5.6863957546e-01    2.9244800882e+00    2.9443122541e+00
612      9.0295119520e-06    5.5753269756e-01    2.9584257517e+00    2.9778883160e+00
613      9.0295628248e-06    5.4792169583e-01    2.9924219724e+00    3.0114643779e+00
614      9.0296136976e-06    5.3993600562e-01    3.0264808794e+00    3.0450404397e+00
615      9.0296645705e-06    5.3371313079e-01    3.0606186032e+00    3.0786165016e+00
616      9.0297154433e-06    5.2937589547e-01    3.0948528422e+00    3.1121925635e+00
617      9.0297663161e-06    5.2697564392e-01    3.1291888103e+00    3.1457686253e+00
618      9.0298171889e-06    5.2638520926e-01    3.1635817649e+00    3.1793446872e+00
619      9.0298680617e-06    5.2721608566e-01    3.1979024545e+00    3.2129207491e+00
620      9.0299189346e-06    5.2893821757e-01    3.2320081702e+00    3.2464968110e+00
621      9.0300000000e-06    5.3257210351e-01    3.2859359836e+00    3.3000000000e+00
622      9.0300048732e-06    5.3277020192e-01    3.2885575515e+00    3.3000000000e+00
623      9.0300086936e-06    5.3290258286e-01    3.2902997362e+00    3.3000000000e+00
624      9.0300125141e-06    5.3302446616e-01    3.2918983684e+00    3.3000000000e+00
625      9.0300201549e-06    5.3321418747e-01    3.2943641286e+00    3.3000000000e+00
626      9.0300277958e-06    5.3334735242e-01    3.2960770452e+00    3.3000000000e+00
627      9.0300430776e-06    5.3350905155e-01    3.2981405694e+00    3.3000000000e+00
628      9.0300736412e-06    5.3363007131e-01    3.2996718093e+00    3.3000000000e+00
629      9.0301347684e-06    5.3365766954e-01    3.3000192225e+00    3.3000000000e+00
630      9.0301897828e-06    5.3365283611e-01    3.2999586645e+00    3.3000000000e+00
631      9.0302447972e-06    5.3365347993e-01    3.2999665931e+00    3.3000000000e+00
632      9.0303548261e-06    5.3365336672e-01    3.2999652654e+00    3.3000000000e+00
633      9.0305748839e-06    5.3365342963e-01    3.2999659530e+00    3.3000000000e+00
634      9.0310149994e-06    5.3365338172e-01    3.2999654454e+00    3.3000000000e+00
635      9.0318952304e-06    5.3365342385e-01    3.2999658836e+00    3.3000000000e+00
636      9.0336556925e-06    5.3365338429e-01    3.2999654760e+00    3.3000000000e+00
637      9.0371766166e-06    5.3365342264e-01    3.2999658692e+00    3.3000000000e+00
638      9.0442184648e-06    5.3365338488e-01    3.2999654830e+00    3.3000000000e+00
639      9.0583021613e-06    5.3365342235e-01    3.2999658657e+00    3.3000000000e+00
640      9.0864695543e-06    5.3365338502e-01    3.2999654847e+00    3.3000000000e+00
641      9.1428043402e-06    5.3365342227e-01    3.2999658649e+00    3.3000000000e+00
642      9.2554739121e-06    5.3365338506e-01    3.2999654852e+00    3.3000000000e+00
643      9.4808130558e-06    5.3365342226e-01    3.2999658647e+00    3.3000000000e+00
644      9.7818130558e-06    5.3365338507e-01    3.2999654853e+00    3.3000000000e+00
645      1.0082813056e-05    5.3365342225e-01    3.2999658646e+00    3.3000000000e+00
646      1.0383813056e-05    5.3365338508e-01    3.2999654854e+00    3.3000000000e+00
647      1.0530000000e-05    5.3365342223e-01    3.2999658644e+00    3.3000000000e+00
648      1.0530007812e-05    5.3355127589e-01    3.2985769266e+00    3.2948437500e+00
649      1.0530015543e-05    5.3337487922e-01    3.2962060314e+00    3.2897417362e+00
650      1.0530023273e-05    5.3314308624e-01    3.2931054900e+00    3.2846397224e+00
651      1.0530031003e-05    5.3288842686e-01    3.2896974216e+00    3.2795377086e+00
652      1.0530046464e-05    5.3228148005e-01    3.2815292401e+00    3.2693336810e+00
653      1.0530061925e-05    5.3160459052e-01    3.2722863756e+00    3.2591296534e+00
654      1.0530077385e-05    5.3090785295e-01    3.2625492564e+00    3.2489256258e+00
655      1.0530108307e-05    5.2954441719e-01    3.2425482045e+00    3.2285175706e+00
656      1.0530139228e-05    5.2828661309e-01    3.2223246945e+00    3.2081095155e+00
657      1.0530201071e-05    5.2638463349e-01    3.1819637228e+00    3.1672934051e+00
658      1.0530262913e-05    5.2588503568e-01    3.1418950789e+00    3.1264772947e+00
659      1.0530324756e-05    5.2755823973e-01    3.1019782823e+00    3.0856611843e+00
