Index        TIME               V(VOUT)              V(IN)               V(1)           N(M:XINV1:N1_T)     N(M:XINV1:P1_T)  
445      1.2087847137e-05    4.5240783484e-01    2.0000467008e+00    2.0000000000e+00    1.3004752147e+01    4.0592692928e+00
446      1.2095573549e-05    4.5242349760e-01    1.9999539519e+00    2.0000000000e+00    1.3111853701e+01    4.0631874253e+00
447      1.2111026373e-05    4.5244540902e-01    2.0000456403e+00    2.0000000000e+00    1.3323195208e+01    4.0709181343e+00
448      1.2141932022e-05    4.5249688885e-01    1.9999544790e+00    2.0000000000e+00    1.3734685215e+01    4.0859650783e+00
449      1.2203743318e-05    4.5258577050e-01    2.0000453816e+00    2.0000000000e+00    1.4514837210e+01    4.1144754780e+00
450      1.2265554615e-05    4.5267425261e-01    1.9999546565e+00    2.0000000000e+00    1.5240861252e+01    4.1409846872e+00
451      1.2327365911e-05    4.5275060857e-01    2.0000452114e+00    2.0000000000e+00    1.5916517040e+01    4.1656340150e+00
452      1.2389177207e-05    4.5282756974e-01    1.9999548329e+00    2.0000000000e+00    1.6545303134e+01    4.1885533874e+00
453      1.2512799800e-05    4.5295719086e-01    2.0000450859e+00    2.0000000000e+00    1.7676419734e+01    4.2297315255e+00
454      1.2636422393e-05    4.5307517776e-01    1.9999549244e+00    2.0000000000e+00    1.8655898475e+01    4.2653259975e+00
455      1.2760044986e-05    4.5317138971e-01    2.0000450040e+00    2.0000000000e+00    1.9504083180e+01    4.2960939823e+00
456      1.2883667579e-05    4.5326048346e-01    1.9999550145e+00    2.0000000000e+00    2.0238584577e+01    4.3226894971e+00
457      1.3007290172e-05    4.5333170297e-01    2.0000449211e+00    2.0000000000e+00    2.0874647857e+01    4.3456787542e+00
458      1.3130912765e-05    4.5339923422e-01    1.9999551034e+00    2.0000000000e+00    2.1425472232e+01    4.3655500089e+00
459      1.3254535358e-05    4.5345176632e-01    2.0000448376e+00    2.0000000000e+00    2.1902484931e+01    4.3827264880e+00
460      1.3501780543e-05    4.5354526981e-01    1.9999551708e+00    2.0000000000e+00    2.2676802021e+01    4.4105341856e+00
461      1.3580000000e-05    4.5356553377e-01    2.0000447507e+00    2.0000000000e+00    2.2877472005e+01    4.4177206260e+00
462      1.3580480202e-05    4.5219582189e-01    1.9094148957e+00    1.9039596992e+00    2.2878012777e+01    4.4198452798e+00
463      1.3580898549e-05    4.4729717106e-01    1.8260113170e+00    1.8202901676e+00    2.2877830735e+01    4.4237432866e+00
464      1.3581735244e-05    4.4998416503e-01    1.6588876049e+00    1.6529511044e+00    2.2876580019e+01    4.4359679690e+00
465      1.3582571940e-05    6.0703371323e-01    1.4937745534e+00    1.4856120412e+00    2.2877543044e+01    4.4544063110e+00
466      1.3583408635e-05    1.0309692072e+00    1.3274013570e+00    1.3182729780e+00    2.2890514512e+01    4.4712784379e+00
467      1.3584161661e-05    1.4421254190e+00    1.1759777318e+00    1.1676678211e+00    2.2917889335e+01    4.4800966441e+00
468      1.3584914687e-05    1.7164259700e+00    1.0253335328e+00    1.0170626642e+00    2.2956577325e+01    4.4832294675e+00
469      1.3585667712e-05    1.7929054118e+00    8.7260566610e-01    8.6645750732e-01    2.2996510199e+01    4.4833922578e+00
470      1.3586420738e-05    1.7917029790e+00    7.2189376204e-01    7.1585235044e-01    2.3029558781e+01    4.4831983026e+00
471      1.3587173764e-05    1.7642780741e+00    5.7062384176e-01    5.6524719357e-01    2.3053096649e+01    4.4840402999e+00
472      1.3588679816e-05    1.6849304667e+00    2.6962809386e-01    2.6403687981e-01    2.3070865678e+01    4.4924375506e+00
473      1.3590000000e-05    1.8419755166e+00    9.5418964620e-03    3.5793590314e-13    2.3060974606e+01    4.4982198465e+00
474      1.3590150605e-05    1.8491652777e+00    2.1501362099e-03    0.0000000000e+00    2.3058823602e+01    4.4981235516e+00
475      1.3590451815e-05    1.8509891170e+00    2.7306172073e-04    0.0000000000e+00    2.3054499633e+01    4.4979030713e+00
476      1.3590753026e-05    1.8513984830e+00   -1.5006610721e-04    0.0000000000e+00    2.3050173748e+01    4.4976795082e+00
477      1.3591355446e-05    1.8511443951e+00    1.1200360615e-04    0.0000000000e+00    2.3041524323e+01    4.4972302393e+00
478      1.3592560288e-05    1.8513456717e+00   -9.6811127023e-05    0.0000000000e+00    2.3024244233e+01    4.4963342210e+00
479      1.3594969970e-05    1.8511630448e+00    9.0042420489e-05    0.0000000000e+00    2.2989752540e+01    4.4945446774e+00
480      1.3599789335e-05    1.8513308261e+00   -8.6809943561e-05    0.0000000000e+00    2.2921047571e+01    4.4909818750e+00
481      1.3609428065e-05    1.8511573809e+00    8.5266629541e-05    0.0000000000e+00    2.2784738917e+01    4.4839151433e+00
482      1.3628705525e-05    1.8513084385e+00   -8.4476150980e-05    0.0000000000e+00    2.2516472780e+01    4.4700193513e+00
483      1.3667260445e-05    1.8511195123e+00    8.4112400489e-05    0.0000000000e+00    2.1996882322e+01    4.4431467363e+00
484      1.3744370286e-05    1.8512354967e+00   -8.3903140300e-05    0.0000000000e+00    2.1021976331e+01    4.3928813840e+00
485      1.3821480126e-05    1.8510308302e+00    8.3730087117e-05    0.0000000000e+00    2.0127464164e+01    4.3469513746e+00
486      1.3898589966e-05    1.8511558693e+00   -8.3523593048e-05    0.0000000000e+00    1.9306711572e+01    4.3049799191e+00
487      1.3975699807e-05    1.8509599889e+00    8.3349324989e-05    0.0000000000e+00    1.8553631599e+01    4.2666223833e+00
488      1.4052809647e-05    1.8510919332e+00   -8.3145551555e-05    0.0000000000e+00    1.7862641375e+01    4.2315658939e+00
489      1.4129919487e-05    1.8509030624e+00    8.2970177684e-05    0.0000000000e+00    1.7228618000e+01    4.1995236572e+00
490      1.4284139168e-05    1.8510184179e+00   -8.2863616328e-05    0.0000000000e+00    1.6111164963e+01    4.1433585503e+00
491      1.4438358849e-05    1.8508190448e+00    8.2779988140e-05    0.0000000000e+00    1.5170646723e+01    4.0964412543e+00
492      1.4592578529e-05    1.8509499194e+00   -8.2676672771e-05    0.0000000000e+00    1.4379036635e+01    4.0572425796e+00
493      1.4746798210e-05    1.8507630481e+00    8.2590468822e-05    0.0000000000e+00    1.3712750916e+01    4.0244884788e+00
494      1.4901017891e-05    1.8509037646e+00   -8.2489748197e-05    0.0000000000e+00    1.3151943272e+01    3.9971168526e+00
495      1.5055237571e-05    1.8507251229e+00    8.2401615257e-05    0.0000000000e+00    1.2679911442e+01    3.9742410488e+00
496      1.5090000000e-05    1.8508826664e+00   -8.1981133643e-05    0.0000000000e+00    1.2584505350e+01    3.9696391122e+00
497      1.5090315979e-05    1.8022895720e+00    5.5752228937e-02    6.3195877341e-02    1.2584440235e+01    3.9704449110e+00
498      1.5090585712e-05    1.7479286126e+00    1.0854202693e-01    1.1714232190e-01    1.2584941711e+01    3.9720652975e+00
499      1.5090855444e-05    1.6848560552e+00    1.6174698081e-01    1.7108876646e-01    1.2585672814e+01    3.9742834711e+00
500      1.5090922877e-05    1.6672127656e+00    1.7524584539e-01    1.8457537760e-01    1.2585936872e+01    3.9750750619e+00
501      1.5090939735e-05    1.6640923976e+00    1.7895329257e-01    1.8794703039e-01    1.2586005393e+01    3.9752766786e+00
502      1.5090973452e-05    1.6655188058e+00    1.8807028072e-01    1.9469033596e-01    1.2586153421e+01    3.9756766898e+00
503      1.5091040885e-05    1.6695318904e+00    2.0282038642e-01    2.0817694710e-01    1.2586509832e+01    3.9764553862e+00
504      1.5091108318e-05    1.6721086107e+00    2.1597448429e-01    2.2166355824e-01    1.2586937712e+01    3.9772087425e+00
505      1.5091243184e-05    1.6793079314e+00    2.4322777625e-01    2.4863678052e-01    1.2588004530e+01    3.9786423776e+00
506      1.5091512916e-05    1.6925291465e+00    2.9696306944e-01    3.0258322508e-01    1.2591008907e+01    3.9812174698e+00
507      1.5092052381e-05    1.7220171828e+00    4.0513245528e-01    4.1047611420e-01    1.2600665745e+01    3.9852473865e+00
508      1.5093131309e-05    1.7739958118e+00    6.2054401727e-01    6.2626189244e-01    1.2635374788e+01    3.9895814514e+00
509      1.5094210238e-05    1.7957884664e+00    8.3603527623e-01    8.4204767068e-01    1.2690543241e+01    3.9906248311e+00
510      1.5095289167e-05    1.6926508189e+00    1.0498993802e+00    1.0578334489e+00    1.2760706444e+01    3.9917970883e+00
511      1.5095440074e-05    1.6606431967e+00    1.0803227057e+00    1.0880147098e+00    1.2771187509e+01    3.9922325295e+00
512      1.5095590980e-05    1.6158784210e+00    1.1100764328e+00    1.1181959707e+00    1.2781573077e+01    3.9927404702e+00
513      1.5095892792e-05    1.4841281744e+00    1.1699649533e+00    1.1785584926e+00    1.2801262343e+01    3.9943268481e+00
514      1.5096194605e-05    1.3303809947e+00    1.2304514367e+00    1.2389210144e+00    1.2818904795e+01    3.9968270900e+00
515      1.5096798230e-05    1.0095268092e+00    1.3509555624e+00    1.3596460580e+00    1.2846884943e+01    4.0047885544e+00
516      1.5097401856e-05    6.8812875860e-01    1.4715628190e+00    1.4803711017e+00    1.2864781294e+01    4.0166057917e+00
517      1.5097552762e-05    6.1256896730e-01    1.5015865944e+00    1.5105523626e+00    1.2867376465e+01    4.0202234449e+00
518      1.5097854574e-05    4.9789074067e-01    1.5628166344e+00    1.5709148844e+00    1.2871640488e+01    4.0275891308e+00
519      1.5098156387e-05    4.5516855223e-01    1.6252840944e+00    1.6312774062e+00    1.2874665999e+01    4.0347208461e+00
520      1.5098458200e-05    4.4388903304e-01    1.6855034639e+00    1.6916399281e+00    1.2877378728e+01    4.0409467275e+00
521      1.5099061825e-05    4.4420199636e-01    1.8068246985e+00    1.8123649717e+00    1.2883322332e+01    4.0499576210e+00
522      1.5099665450e-05    4.5176276389e-01    1.9272020598e+00    1.9330900154e+00    1.2890485827e+01    4.0544687493e+00
523      1.5100000000e-05    4.5247708119e-01    1.9942750584e+00    2.0000000000e+00    1.2895004307e+01    4.0552517702e+00
524      1.5100120725e-05    4.5243151191e-01    1.9988798695e+00    2.0000000000e+00    1.2896699095e+01    4.0553194359e+00
525      1.5100362175e-05    4.5240106745e-01    1.9998777693e+00    2.0000000000e+00    1.2900090152e+01    4.0554447430e+00
526      1.5100603625e-05    4.5239497862e-01    2.0000740626e+00    2.0000000000e+00    1.2903480966e+01    4.0555690536e+00
527      1.5101086525e-05    4.5240012413e-01    1.9999420551e+00    2.0000000000e+00    1.2910259892e+01    4.0558169277e+00
528      1.5102052326e-05    4.5239814125e-01    2.0000511997e+00    2.0000000000e+00    1.2923806219e+01    4.0563127092e+00
529      1.5103983926e-05    4.5240458660e-01    1.9999517875e+00    2.0000000000e+00    1.2950853368e+01    4.0573021963e+00
530      1.5107847128e-05    4.5240783769e-01    2.0000467009e+00    2.0000000000e+00    1.3004765702e+01    4.0592747974e+00
531      1.5115573531e-05    4.5242350041e-01    1.9999539519e+00    2.0000000000e+00    1.3111867008e+01    4.0631928782e+00
532      1.5131026336e-05    4.5244541175e-01    2.0000456403e+00    2.0000000000e+00    1.3323208029e+01    4.0709234852e+00
533      1.5161931947e-05    4.5249689143e-01    1.9999544790e+00    2.0000000000e+00    1.3734697102e+01    4.0859702309e+00
534      1.5223743170e-05    4.5258577279e-01    2.0000453816e+00    2.0000000000e+00    1.4514847376e+01    4.1144802557e+00
535      1.5285554392e-05    4.5267425465e-01    1.9999546565e+00    2.0000000000e+00    1.5240869879e+01    4.1409891174e+00
536      1.5347365614e-05    4.5275061038e-01    2.0000452114e+00    2.0000000000e+00    1.5916524292e+01    4.1656381230e+00
537      1.5409176837e-05    4.5282757135e-01    1.9999548329e+00    2.0000000000e+00    1.6545309161e+01    4.1885571966e+00
538      1.5532799281e-05    4.5295719210e-01    2.0000450859e+00    2.0000000000e+00    1.7676423698e+01    4.2297348003e+00
539      1.5656421726e-05    4.5307517872e-01    1.9999549244e+00    2.0000000000e+00    1.8655900819e+01    4.2653288129e+00
540      1.5780044171e-05    4.5317139043e-01    2.0000450040e+00    2.0000000000e+00    1.9504084269e+01    4.2960964029e+00
541      1.5903666616e-05    4.5326048399e-01    1.9999550144e+00    2.0000000000e+00    2.0238584705e+01    4.3226915783e+00
542      1.6027289060e-05    4.5333170335e-01    2.0000449212e+00    2.0000000000e+00    2.0874647262e+01    4.3456805437e+00
543      1.6150911505e-05    4.5339923449e-01    1.9999551033e+00    2.0000000000e+00    2.1425471105e+01    4.3655515477e+00
544      1.6274533950e-05    4.5345176649e-01    2.0000448377e+00    2.0000000000e+00    2.1902483426e+01    4.3827278112e+00
545      1.6521778839e-05    4.5354526985e-01    1.9999551708e+00    2.0000000000e+00    2.2676800088e+01    4.4105351626e+00
546      1.6600000000e-05    4.5356553429e-01    2.0000447508e+00    2.0000000000e+00    2.2877474425e+01    4.4177216722e+00
547      1.6600480202e-05    4.5219582213e-01    1.9094148906e+00    1.9039596941e+00    2.2878015196e+01    4.4198463257e+00
548      1.6600898549e-05    4.4729717093e-01    1.8260113069e+00    1.8202901574e+00    2.2877833152e+01    4.4237443325e+00
549      1.6601735245e-05    4.4998416946e-01    1.6588875848e+00    1.6529510842e+00    2.2876582434e+01    4.4359690154e+00
550      1.6602571940e-05    6.0703377953e-01    1.4937745238e+00    1.4856120109e+00    2.2877545458e+01    4.4544073575e+00
551      1.6603408635e-05    1.0309693234e+00    1.3274013161e+00    1.3182729376e+00    2.2890516928e+01    4.4712794829e+00
552      1.6604161661e-05    1.4421255457e+00    1.1759776828e+00    1.1676677717e+00    2.2917891755e+01    4.4800976868e+00
553      1.6604914687e-05    1.7164260270e+00    1.0253334736e+00    1.0170626058e+00    2.2956579747e+01    4.4832305080e+00
554      1.6605667713e-05    1.7929054222e+00    8.7260559818e-01    8.6645743981e-01    2.2996512619e+01    4.4833932968e+00
555      1.6606420739e-05    1.7917029704e+00    7.2189368528e-01    7.1585227387e-01    2.3029561197e+01    4.4831993410e+00
556      1.6607173764e-05    1.7642780535e+00    5.7062375597e-01    5.6524710793e-01    2.3053099058e+01    4.4840413383e+00
557      1.6608679816e-05    1.6849304397e+00    2.6962799023e-01    2.6403677605e-01    2.3070868073e+01    4.4924385909e+00
558      1.6610000000e-05    1.8419755137e+00    9.5418978416e-03   -6.5858429821e-13    2.3060976995e+01    4.4982208850e+00
559      1.6610150605e-05    1.8491652772e+00    2.1501365102e-03    0.0000000000e+00    2.3058825991e+01    4.4981245899e+00
560      1.6610451815e-05    1.8509891168e+00    2.7306174588e-04    0.0000000000e+00    2.3054502021e+01    4.4979041092e+00
561      1.6610753026e-05    1.8513984828e+00   -1.5006612673e-04    0.0000000000e+00    2.3050176135e+01    4.4976805458e+00
562      1.6611355446e-05    1.8511443949e+00    1.1200362268e-04    0.0000000000e+00    2.3041526708e+01    4.4972312761e+00
563      1.6612560288e-05    1.8513456715e+00   -9.6811142158e-05    0.0000000000e+00    2.3024246613e+01    4.4963352564e+00
564      1.6614969970e-05    1.8511630446e+00    9.0042434940e-05    0.0000000000e+00    2.2989754912e+01    4.4945457099e+00
565      1.6619789336e-05    1.8513308259e+00   -8.6809957693e-05    0.0000000000e+00    2.2921049926e+01    4.4909829018e+00
566      1.6629428066e-05    1.8511573808e+00    8.5266643499e-05    0.0000000000e+00    2.2784741239e+01    4.4839161587e+00
567      1.6648705528e-05    1.8513084384e+00   -8.4476164866e-05    0.0000000000e+00    2.2516475036e+01    4.4700203443e+00
568      1.6687260450e-05    1.8511195121e+00    8.4112414326e-05    0.0000000000e+00    2.1996884453e+01    4.4431476861e+00
569      1.6764370295e-05    1.8512354966e+00   -8.3903154126e-05    0.0000000000e+00    2.1021978229e+01    4.3928822528e+00
570      1.6841480140e-05    1.8510308301e+00    8.3730100915e-05    0.0000000000e+00    2.0127465853e+01    4.3469521693e+00
571      1.6918589985e-05    1.8511558691e+00   -8.3523606832e-05    0.0000000000e+00    1.9306713075e+01    4.3049806460e+00
572      1.6995699830e-05    1.8509599887e+00    8.3349338747e-05    0.0000000000e+00    1.8553632934e+01    4.2666230484e+00
573      1.7072809675e-05    1.8510919331e+00   -8.3145565298e-05    0.0000000000e+00    1.7862642559e+01    4.2315665023e+00
574      1.7149919520e-05    1.8509030623e+00    8.2970191403e-05    0.0000000000e+00    1.7228619049e+01    4.1995242138e+00
575      1.7304139210e-05    1.8510184178e+00   -8.2863630040e-05    0.0000000000e+00    1.6111165784e+01    4.1433590160e+00
576      1.7458358900e-05    1.8508190447e+00    8.2780001839e-05    0.0000000000e+00    1.5170647361e+01    4.0964416440e+00
577      1.7612578590e-05    1.8509499194e+00   -8.2676686463e-05    0.0000000000e+00    1.4379037128e+01    4.0572429056e+00
578      1.7766798280e-05    1.8507630480e+00    8.2590482501e-05    0.0000000000e+00    1.3712751294e+01    4.0244887517e+00
579      1.7921017970e-05    1.8509037645e+00   -8.2489761868e-05    0.0000000000e+00    1.3151943559e+01    3.9971170810e+00
580      1.8075237659e-05    1.8507251229e+00    8.2401628917e-05    0.0000000000e+00    1.2679911657e+01    3.9742412400e+00
581      1.8110000000e-05    1.8508826664e+00   -8.1981146184e-05    0.0000000000e+00    1.2584505794e+01    3.9696393077e+00
582      1.8110315979e-05    1.8022895709e+00    5.5752230029e-02    6.3195878453e-02    1.2584440679e+01    3.9704451064e+00
583      1.8110585712e-05    1.7479286103e+00    1.0854202903e-01    1.1714232402e-01    1.2584942155e+01    3.9720654929e+00
584      1.8110855444e-05    1.6848560513e+00    1.6174698391e-01    1.7108876958e-01    1.2585673257e+01    3.9742836665e+00
585      1.8110922877e-05    1.6672127611e+00    1.7524584873e-01    1.8457538097e-01    1.2585937316e+01    3.9750752574e+00
586      1.8110939735e-05    1.6640923982e+00    1.7895329727e-01    1.8794703382e-01    1.2586005837e+01    3.9752768740e+00
587      1.8110973452e-05    1.6655188070e+00    1.8807028485e-01    1.9469033951e-01    1.2586153864e+01    3.9756768852e+00
588      1.8111040885e-05    1.6695318909e+00    2.0282039005e-01    2.0817695090e-01    1.2586510276e+01    3.9764555816e+00
589      1.8111108318e-05    1.6721086120e+00    2.1597448850e-01    2.2166356229e-01    1.2586938156e+01    3.9772089379e+00
590      1.8111243184e-05    1.6793079321e+00    2.4322778067e-01    2.4863678507e-01    1.2588004974e+01    3.9786425730e+00
591      1.8111512916e-05    1.6925291483e+00    2.9696307514e-01    3.0258323064e-01    1.2591009351e+01    3.9812176652e+00
592      1.8112052381e-05    1.7220171843e+00    4.0513246270e-01    4.1047612176e-01    1.2600666189e+01    3.9852475818e+00
593      1.8113131310e-05    1.7739958148e+00    6.2054402898e-01    6.2626190401e-01    1.2635375233e+01    3.9895816463e+00
594      1.8114210238e-05    1.7957884638e+00    8.3603529156e-01    8.4204768626e-01    1.2690543688e+01    3.9906250257e+00
595      1.8115289167e-05    1.6926508035e+00    1.0498993999e+00    1.0578334685e+00    1.2760706892e+01    3.9917972829e+00
596      1.8115440074e-05    1.6606431730e+00    1.0803227238e+00    1.0880147283e+00    1.2771187957e+01    3.9922327240e+00
597      1.8115590980e-05    1.6158783902e+00    1.1100764499e+00    1.1181959880e+00    1.2781573524e+01    3.9927406649e+00
598      1.8115892793e-05    1.4841281384e+00    1.1699649683e+00    1.1785585076e+00    1.2801262788e+01    3.9943270428e+00
599      1.8116194605e-05    1.3303809623e+00    1.2304514494e+00    1.2389210271e+00    1.2818905239e+01    3.9968272848e+00
600      1.8116798230e-05    1.0095267881e+00    1.3509555705e+00    1.3596460661e+00    1.2846885385e+01    4.0047887491e+00
601      1.8117401856e-05    6.8812875021e-01    1.4715628224e+00    1.4803711052e+00    1.2864781735e+01    4.0166059860e+00
602      1.8117552762e-05    6.1256896225e-01    1.5015865967e+00    1.5105523649e+00    1.2867376905e+01    4.0202236390e+00
603      1.8117854574e-05    4.9789074084e-01    1.5628166345e+00    1.5709148844e+00    1.2871640928e+01    4.0275893245e+00
604      1.8118156387e-05    4.5516855324e-01    1.6252840921e+00    1.6312774040e+00    1.2874666439e+01    4.0347210395e+00
605      1.8118458200e-05    4.4388903356e-01    1.6855034593e+00    1.6916399235e+00    1.2877379167e+01    4.0409469207e+00
606      1.8119061825e-05    4.4420199590e-01    1.8068246893e+00    1.8123649625e+00    1.2883322770e+01    4.0499578140e+00
607      1.8119665450e-05    4.5176276341e-01    1.9272020460e+00    1.9330900016e+00    1.2890486265e+01    4.0544689424e+00
608      1.8120000000e-05    4.5247708129e-01    1.9942750584e+00    2.0000000000e+00    1.2895004746e+01    4.0552519634e+00
609      1.8120120725e-05    4.5243151201e-01    1.9988798694e+00    2.0000000000e+00    1.2896699534e+01    4.0553196291e+00
610      1.8120362175e-05    4.5240106754e-01    1.9998777693e+00    2.0000000000e+00    1.2900090590e+01    4.0554449362e+00
611      1.8120603625e-05    4.5239497871e-01    2.0000740626e+00    2.0000000000e+00    1.2903481404e+01    4.0555692467e+00
612      1.8121086525e-05    4.5240012422e-01    1.9999420551e+00    2.0000000000e+00    1.2910260329e+01    4.0558171207e+00
613      1.8122052326e-05    4.5239814134e-01    2.0000511997e+00    2.0000000000e+00    1.2923806656e+01    4.0563129020e+00
614      1.8123983926e-05    4.5240458669e-01    1.9999517875e+00    2.0000000000e+00    1.2950853803e+01    4.0573023886e+00
615      1.8127847128e-05    4.5240783778e-01    2.0000467009e+00    2.0000000000e+00    1.3004766132e+01    4.0592749888e+00
616      1.8135573530e-05    4.5242350050e-01    1.9999539519e+00    2.0000000000e+00    1.3111867431e+01    4.0631930678e+00
617      1.8151026335e-05    4.5244541184e-01    2.0000456403e+00    2.0000000000e+00    1.3323208436e+01    4.0709236713e+00
618      1.8181931945e-05    4.5249689151e-01    1.9999544790e+00    2.0000000000e+00    1.3734697480e+01    4.0859704102e+00
619      1.8243743165e-05    4.5258577286e-01    2.0000453816e+00    2.0000000000e+00    1.4514847699e+01    4.1144804220e+00
620      1.8305554385e-05    4.5267425472e-01    1.9999546565e+00    2.0000000000e+00    1.5240870153e+01    4.1409892717e+00
621      1.8367365605e-05    4.5275061044e-01    2.0000452114e+00    2.0000000000e+00    1.5916524522e+01    4.1656382662e+00
622      1.8429176825e-05    4.5282757140e-01    1.9999548329e+00    2.0000000000e+00    1.6545309352e+01    4.1885573295e+00
623      1.8552799265e-05    4.5295719215e-01    2.0000450859e+00    2.0000000000e+00    1.7676423823e+01    4.2297349146e+00
624      1.8676421705e-05    4.5307517875e-01    1.9999549244e+00    2.0000000000e+00    1.8655900894e+01    4.2653289113e+00
625      1.8800044145e-05    4.5317139045e-01    2.0000450040e+00    2.0000000000e+00    1.9504084303e+01    4.2960964876e+00
626      1.8923666585e-05    4.5326048401e-01    1.9999550144e+00    2.0000000000e+00    2.0238584709e+01    4.3226916512e+00
627      1.9047289025e-05    4.5333170337e-01    2.0000449212e+00    2.0000000000e+00    2.0874647243e+01    4.3456806065e+00
628      1.9170911465e-05    4.5339923450e-01    1.9999551033e+00    2.0000000000e+00    2.1425471069e+01    4.3655516018e+00
629      1.9294533905e-05    4.5345176649e-01    2.0000448377e+00    2.0000000000e+00    2.1902483378e+01    4.3827278578e+00
630      1.9541778785e-05    4.5354526985e-01    1.9999551708e+00    2.0000000000e+00    2.2676800027e+01    4.4105351971e+00
631      1.9620000000e-05    4.5356553431e-01    2.0000447508e+00    2.0000000000e+00    2.2877474502e+01    4.4177217086e+00
632      1.9620480202e-05    4.5219582214e-01    1.9094148905e+00    1.9039596939e+00    2.2878015273e+01    4.4198463621e+00
633      1.9620898549e-05    4.4729717093e-01    1.8260113066e+00    1.8202901571e+00    2.2877833229e+01    4.4237443689e+00
634      1.9621735245e-05    4.4998416960e-01    1.6588875841e+00    1.6529510835e+00    2.2876582511e+01    4.4359690518e+00
635      1.9622571940e-05    6.0703378164e-01    1.4937745229e+00    1.4856120099e+00    2.2877545535e+01    4.4544073939e+00
636      1.9623408635e-05    1.0309693271e+00    1.3274013148e+00    1.3182729364e+00    2.2890517005e+01    4.4712795193e+00
637      1.9624161661e-05    1.4421255497e+00    1.1759776812e+00    1.1676677701e+00    2.2917891832e+01    4.4800977231e+00
638      1.9624914687e-05    1.7164260288e+00    1.0253334717e+00    1.0170626039e+00    2.2956579824e+01    4.4832305442e+00
639      1.9625667713e-05    1.7929054225e+00    8.7260559602e-01    8.6645743767e-01    2.2996512696e+01    4.4833933330e+00
640      1.9626420739e-05    1.7917029701e+00    7.2189368285e-01    7.1585227144e-01    2.3029561273e+01    4.4831993772e+00
641      1.9627173764e-05    1.7642780528e+00    5.7062375324e-01    5.6524710521e-01    2.3053099135e+01    4.4840413745e+00
642      1.9628679816e-05    1.6849304388e+00    2.6962798694e-01    2.6403677275e-01    2.3070868149e+01    4.4924386271e+00
643      1.9630000000e-05    1.8419755136e+00    9.5418978858e-03   -3.1974423109e-13    2.3060977071e+01    4.4982209211e+00
644      1.9630150605e-05    1.8491652772e+00    2.1501365198e-03    0.0000000000e+00    2.3058826067e+01    4.4981246260e+00
645      1.9630451815e-05    1.8509891168e+00    2.7306174669e-04    0.0000000000e+00    2.3054502097e+01    4.4979041453e+00
646      1.9630753026e-05    1.8513984828e+00   -1.5006612735e-04    0.0000000000e+00    2.3050176211e+01    4.4976805819e+00
647      1.9631355446e-05    1.8511443949e+00    1.1200362321e-04    0.0000000000e+00    2.3041526784e+01    4.4972313122e+00
648      1.9632560288e-05    1.8513456715e+00   -9.6811142643e-05    0.0000000000e+00    2.3024246689e+01    4.4963352924e+00
649      1.9634969970e-05    1.8511630446e+00    9.0042435403e-05    0.0000000000e+00    2.2989754988e+01    4.4945457459e+00
650      1.9639789336e-05    1.8513308259e+00   -8.6809958145e-05    0.0000000000e+00    2.2921050001e+01    4.4909829375e+00
651      1.9649428066e-05    1.8511573808e+00    8.5266643946e-05    0.0000000000e+00    2.2784741313e+01    4.4839161940e+00
652      1.9668705528e-05    1.8513084384e+00   -8.4476165311e-05    0.0000000000e+00    2.2516475108e+01    4.4700203789e+00
653      1.9707260450e-05    1.8511195121e+00    8.4112414769e-05    0.0000000000e+00    2.1996884520e+01    4.4431477191e+00
654      1.9784370295e-05    1.8512354966e+00   -8.3903154568e-05    0.0000000000e+00    2.1021978289e+01    4.3928822830e+00
655      1.9861480140e-05    1.8510308301e+00    8.3730101357e-05    0.0000000000e+00    2.0127465907e+01    4.3469521970e+00
656      1.9938589986e-05    1.8511558691e+00   -8.3523607273e-05    0.0000000000e+00    1.9306713122e+01    4.3049806713e+00
657      2.0015699831e-05    1.8509599887e+00    8.3349339187e-05    0.0000000000e+00    1.8553632976e+01    4.2666230715e+00
658      2.0092809676e-05    1.8510919331e+00   -8.3145565738e-05    0.0000000000e+00    1.7862642597e+01    4.2315665235e+00
659      2.0169919521e-05    1.8509030623e+00    8.2970191842e-05    0.0000000000e+00    1.7228619083e+01    4.1995242332e+00
660      2.0324139211e-05    1.8510184178e+00   -8.2863630479e-05    0.0000000000e+00    1.6111165810e+01    4.1433590322e+00
661      2.0478358901e-05    1.8508190447e+00    8.2780002277e-05    0.0000000000e+00    1.5170647382e+01    4.0964416576e+00
662      2.0632578592e-05    1.8509499194e+00   -8.2676686902e-05    0.0000000000e+00    1.4379037144e+01    4.0572429170e+00
663      2.0786798282e-05    1.8507630480e+00    8.2590482939e-05    0.0000000000e+00    1.3712751306e+01    4.0244887613e+00
664      2.0941017972e-05    1.8509037645e+00   -8.2489762306e-05    0.0000000000e+00    1.3151943568e+01    3.9971170890e+00
665      2.1095237662e-05    1.8507251229e+00    8.2401629354e-05    0.0000000000e+00    1.2679911664e+01    3.9742412467e+00
666      2.1130000000e-05    1.8508826664e+00   -8.1981146585e-05    0.0000000000e+00    1.2584505809e+01    3.9696393145e+00
667      2.1130315979e-05    1.8022895709e+00    5.5752230064e-02    6.3195878488e-02    1.2584440693e+01    3.9704451132e+00
668      2.1130585712e-05    1.7479286102e+00    1.0854202910e-01    1.1714232408e-01    1.2584942169e+01    3.9720654997e+00
