Index        TIME               V(VOUT)              V(IN)               V(1)           N(M:XINV1:N1_T)     N(M:XINV1:P1_T)  
221      4.5307516767e-06    1.8514006793e+00   -1.4949025470e-04    0.0000000000e+00    2.2973197570e+01    4.4719063609e+00
222      4.5313530181e-06    1.8511476353e+00    1.1151524608e-04    0.0000000000e+00    2.2964615366e+01    4.4714751730e+00
223      4.5325557008e-06    1.8513479902e+00   -9.6363814211e-05    0.0000000000e+00    2.2947469546e+01    4.4706152722e+00
224      4.5349610662e-06    1.8511662258e+00    8.9615162455e-05    0.0000000000e+00    2.2913245734e+01    4.4688978167e+00
225      4.5397717972e-06    1.8513331713e+00   -8.6392186691e-05    0.0000000000e+00    2.2845073868e+01    4.4654785769e+00
226      4.5493932590e-06    1.8511605448e+00    8.4853882884e-05    0.0000000000e+00    2.2709820907e+01    4.4586965604e+00
227      4.5686361826e-06    1.8513107816e+00   -8.4065588535e-05    0.0000000000e+00    2.2443624728e+01    4.4453606685e+00
228      4.6071220299e-06    1.8511226490e+00    8.3703223924e-05    0.0000000000e+00    2.1928013680e+01    4.4195708139e+00
229      4.6840937244e-06    1.8512377670e+00   -8.3494379130e-05    0.0000000000e+00    2.0960463608e+01    4.3713308549e+00
230      4.7610654189e-06    1.8510338374e+00    8.3322081614e-05    0.0000000000e+00    2.0072562391e+01    4.3272515690e+00
231      4.8380371135e-06    1.8511579750e+00   -8.3116036919e-05    0.0000000000e+00    1.9257748688e+01    4.2869713260e+00
232      4.9150088080e-06    1.8509628074e+00    8.2942494186e-05    0.0000000000e+00    1.8510001468e+01    4.2501593154e+00
233      4.9919805025e-06    1.8510938337e+00   -8.2739195488e-05    0.0000000000e+00    1.7823797483e+01    4.2165152814e+00
234      5.0689521971e-06    1.8509056652e+00    8.2564523578e-05    0.0000000000e+00    1.7194067729e+01    4.1857639435e+00
235      5.2228955861e-06    1.8510199857e+00   -8.2458163805e-05    0.0000000000e+00    1.6083933242e+01    4.1318612897e+00
236      5.3768389752e-06    1.8508212085e+00    8.2374912564e-05    0.0000000000e+00    1.5149282327e+01    4.0868335074e+00
237      5.5307823643e-06    1.8509510645e+00   -8.2271825503e-05    0.0000000000e+00    1.4362364502e+01    4.0492131003e+00
238      5.6847257533e-06    1.8507648187e+00    8.2185976828e-05    0.0000000000e+00    1.3699821015e+01    4.0177774378e+00
239      5.8386691424e-06    1.8509045499e+00   -8.2085502175e-05    0.0000000000e+00    1.3141988793e+01    3.9915073166e+00
240      5.9926125314e-06    1.8507265695e+00    8.1997709518e-05    0.0000000000e+00    1.2672314565e+01    3.9695518636e+00
241      6.0300000000e-06    1.8508830344e+00   -8.1608193174e-05    0.0000000000e+00    1.2570162455e+01    3.9648002506e+00
242      6.0303157998e-06    1.8023235764e+00    5.5716944336e-02    6.3159968118e-02    1.2570101988e+01    3.9656066726e+00
243      6.0305853700e-06    1.7480033847e+00    1.0847413607e-01    1.1707400608e-01    1.2570606856e+01    3.9672262129e+00
244      6.0308549402e-06    1.6849825435e+00    1.6164684491e-01    1.7098804403e-01    1.2571341171e+01    3.9694426208e+00
245      6.0309223328e-06    1.6673545746e+00    1.7513760075e-01    1.8446655352e-01    1.2571605976e+01    3.9702334020e+00
246      6.0309391809e-06    1.6640736063e+00    1.7880159865e-01    1.8783618089e-01    1.2571674550e+01    3.9704350382e+00
247      6.0309728772e-06    1.6654786084e+00    1.8793695598e-01    1.9457543564e-01    1.2571822681e+01    3.9708351162e+00
248      6.0310402697e-06    1.6695168868e+00    2.0270316525e-01    2.0805394513e-01    1.2572179341e+01    3.9716139375e+00
249      6.0311076623e-06    1.6720677846e+00    2.1583851011e-01    2.2153245462e-01    1.2572607415e+01    3.9723674324e+00
250      6.0312424474e-06    1.6792838834e+00    2.4308491274e-01    2.4848947360e-01    1.2573674341e+01    3.9738014422e+00
251      6.0315120176e-06    1.6924718047e+00    2.9677867205e-01    3.0240351155e-01    1.2576677802e+01    3.9763776198e+00
252      6.0320511579e-06    1.7219668405e+00    4.0489264575e-01    4.1023158747e-01    1.2586328208e+01    3.9804108570e+00
253      6.0331294387e-06    1.7738978091e+00    6.2016529331e-01    6.2588773929e-01    1.2621004899e+01    3.9847543442e+00
254      6.0342077195e-06    1.7958737425e+00    8.3553965049e-01    8.4154389112e-01    1.2676122078e+01    3.9858060113e+00
255      6.0352860002e-06    1.6931493413e+00    1.0492625500e+00    1.0572000429e+00    1.2746239300e+01    3.9869774167e+00
256      6.0354370928e-06    1.6614054893e+00    1.0797358403e+00    1.0874185552e+00    1.2756738397e+01    3.9874116603e+00
257      6.0355881853e-06    1.6168719383e+00    1.1095231809e+00    1.1176370675e+00    1.2767143494e+01    3.9879181569e+00
258      6.0358903705e-06    1.4852916586e+00    1.1694797877e+00    1.1780740920e+00    1.2786876591e+01    3.9895012010e+00
259      6.0361925556e-06    1.3314278755e+00    1.2300428742e+00    1.2385111165e+00    1.2804562713e+01    3.9919991971e+00
260      6.0367969258e-06    1.0102061658e+00    1.3506940133e+00    1.3593851656e+00    1.2832614628e+01    3.9999632555e+00
261      6.0374012961e-06    6.8839735616e-01    1.4714523129e+00    1.4802592146e+00    1.2850558262e+01    4.0117930779e+00
262      6.0375523886e-06    6.1272975492e-01    1.5015122314e+00    1.5104777269e+00    1.2853160433e+01    4.0154157255e+00
263      6.0378545738e-06    4.9788388929e-01    1.5628158242e+00    1.5709147514e+00    1.2857435948e+01    4.0227919275e+00
264      6.0381567589e-06    4.5513540118e-01    1.6253604067e+00    1.6313517759e+00    1.2860469913e+01    4.0299336070e+00
265      6.0384589440e-06    4.4387211318e-01    1.6856522282e+00    1.6917888005e+00    1.2863190890e+01    4.0361668743e+00
266      6.0390633142e-06    4.4421698178e-01    1.8071233826e+00    1.8126628495e+00    1.2869153694e+01    4.0451836847e+00
267      6.0396676845e-06    4.5177834289e-01    1.9276480356e+00    1.9335368986e+00    1.2876339949e+01    4.0496908649e+00
268      6.0400000000e-06    4.5247413728e-01    1.9942751693e+00    2.0000000000e+00    1.2880834970e+01    4.0504665499e+00
269      6.0401208740e-06    4.5242874448e-01    1.9988810168e+00    2.0000000000e+00    1.2882533830e+01    4.0505349365e+00
270      6.0403626221e-06    4.5239832765e-01    1.9998780287e+00    2.0000000000e+00    1.2885933028e+01    4.0506616815e+00
271      6.0406043702e-06    4.5239225174e-01    2.0000739529e+00    2.0000000000e+00    1.2889331981e+01    4.0507874304e+00
272      6.0410878664e-06    4.5239739424e-01    1.9999421232e+00    2.0000000000e+00    1.2896127174e+01    4.0510381810e+00
273      6.0420548588e-06    4.5239542002e-01    2.0000511473e+00    2.0000000000e+00    1.2909705996e+01    4.0515397097e+00
274      6.0439888436e-06    4.5240187238e-01    1.9999518331e+00    2.0000000000e+00    1.2936817967e+01    4.0525406708e+00
275      6.0478568132e-06    4.5240514594e-01    2.0000466584e+00    2.0000000000e+00    1.2990859286e+01    4.0545361369e+00
276      6.0555927523e-06    4.5242084546e-01    1.9999539929e+00    2.0000000000e+00    1.3098215945e+01    4.0584996195e+00
277      6.0710646306e-06    4.5244283634e-01    2.0000456000e+00    2.0000000000e+00    1.3310057356e+01    4.0663197314e+00
278      6.1020083872e-06    4.5249446212e-01    1.9999545189e+00    2.0000000000e+00    1.3722507168e+01    4.0815404154e+00
279      6.1638959003e-06    4.5258362128e-01    2.0000453419e+00    2.0000000000e+00    1.4504428020e+01    4.1103789697e+00
280      6.2257834134e-06    4.5267234925e-01    1.9999546960e+00    2.0000000000e+00    1.5232033936e+01    4.1371919996e+00
281      6.2876709265e-06    4.5274893171e-01    2.0000451721e+00    2.0000000000e+00    1.5909102074e+01    4.1621226175e+00
282      6.3495584396e-06    4.5282609224e-01    1.9999548721e+00    2.0000000000e+00    1.6539146933e+01    4.1853024199e+00
283      6.4733334658e-06    4.5295606202e-01    2.0000450468e+00    2.0000000000e+00    1.7672382943e+01    4.2269455467e+00
284      6.5971084921e-06    4.5307432566e-01    1.9999549634e+00    2.0000000000e+00    1.8653523176e+01    4.2629385007e+00
285      6.7208835183e-06    4.5317076463e-01    2.0000449651e+00    2.0000000000e+00    1.9502996240e+01    4.2940479702e+00
286      6.8446585445e-06    4.5326003511e-01    1.9999550532e+00    2.0000000000e+00    2.0238483115e+01    4.3209361217e+00
287      6.9684335707e-06    4.5333139959e-01    2.0000448825e+00    2.0000000000e+00    2.0875287093e+01    4.3441761533e+00
288      7.0922085970e-06    4.5339904029e-01    1.9999551420e+00    2.0000000000e+00    2.1426655337e+01    4.3642623069e+00
289      7.2159836232e-06    4.5345166248e-01    2.0000447991e+00    2.0000000000e+00    2.1904054560e+01    4.3816229403e+00
290      7.4635336757e-06    4.5354528332e-01    1.9999552093e+00    2.0000000000e+00    2.2678806407e+01    4.4097251821e+00
291      7.5400000000e-06    4.5356504532e-01    2.0000447108e+00    2.0000000000e+00    2.2874998062e+01    4.4168226716e+00
292      7.5404801755e-06    4.5219560616e-01    1.9094200699e+00    1.9039648905e+00    2.2875540219e+01    4.4189475598e+00
293      7.5408984975e-06    4.4729731958e-01    1.8260216545e+00    1.8203005055e+00    2.2875359459e+01    4.4228454864e+00
294      7.5417351413e-06    4.4997961663e-01    1.6589081638e+00    1.6529717355e+00    2.2874111270e+01    4.4350695105e+00
295      7.5425717852e-06    6.0696571394e-01    1.4938047495e+00    1.4856429655e+00    2.2875075176e+01    4.4535075027e+00
296      7.5434084290e-06    1.0308501084e+00    1.3274431280e+00    1.3183141955e+00    2.2888044341e+01    4.4703809558e+00
297      7.5441614085e-06    1.4419956205e+00    1.1760278959e+00    1.1677183025e+00    2.2915415181e+01    4.4792014328e+00
298      7.5449143880e-06    1.7163675249e+00    1.0253940649e+00    1.0171224096e+00    2.2954100941e+01    4.4823364387e+00
299      7.5456673674e-06    1.7928947219e+00    8.7267509429e-01    8.6652651658e-01    2.2994035650e+01    4.4825005403e+00
300      7.5464203469e-06    1.7917116900e+00    7.2197222013e-01    7.1593062360e-01    2.3027088869e+01    4.4823071014e+00
301      7.5471733263e-06    1.7642991417e+00    5.7071154047e-01    5.6533473062e-01    2.3050633057e+01    4.4831489531e+00
302      7.5486792853e-06    1.6849580049e+00    2.6973402885e-01    2.6414294465e-01    2.3068417537e+01    4.4915439057e+00
303      7.5500000000e-06    1.8419783676e+00    9.5404852652e-03    1.9095836024e-14    2.3058531632e+01    4.4973278744e+00
304      7.5501505959e-06    1.8491657212e+00    2.1498291599e-03    0.0000000000e+00    2.3056381170e+01    4.4972317325e+00
305      7.5504517877e-06    1.8509892520e+00    2.7303603031e-04    0.0000000000e+00    2.3052058290e+01    4.4970115645e+00
306      7.5507529795e-06    1.8513985733e+00   -1.5004615568e-04    0.0000000000e+00    2.3047733492e+01    4.4967883143e+00
307      7.5513553630e-06    1.8511445217e+00    1.1198670275e-04    0.0000000000e+00    2.3039086243e+01    4.4963396709e+00
308      7.5525601302e-06    1.8513457663e+00   -9.6795649823e-05    0.0000000000e+00    2.3021810496e+01    4.4954449023e+00
309      7.5549696645e-06    1.8511631692e+00    9.0027639965e-05    0.0000000000e+00    2.2987327471e+01    4.4936578529e+00
310      7.5597887330e-06    1.8513309214e+00   -8.6795492498e-05    0.0000000000e+00    2.2918639749e+01    4.4901000176e+00
311      7.5694268702e-06    1.8511575045e+00    8.5252352670e-05    0.0000000000e+00    2.2782365245e+01    4.4830431369e+00
312      7.5887031445e-06    1.8513085332e+00   -8.4461949580e-05    0.0000000000e+00    2.2514166049e+01    4.4691667169e+00
313      7.6272556931e-06    1.8511196338e+00    8.4098247495e-05    0.0000000000e+00    2.1994704217e+01    4.4423315639e+00
314      7.7043607903e-06    1.8512355869e+00   -8.3889001405e-05    0.0000000000e+00    2.1020035740e+01    4.3921362851e+00
315      7.7814658875e-06    1.8510309447e+00    8.3715974743e-05    0.0000000000e+00    2.0125736716e+01    4.3462703033e+00
316      7.8585709847e-06    1.8511559515e+00   -8.3509495970e-05    0.0000000000e+00    1.9305175303e+01    4.3043573543e+00
317      7.9356760819e-06    1.8509600948e+00    8.3335253352e-05    0.0000000000e+00    1.8552266719e+01    4.2660532826e+00
318      8.0127811791e-06    1.8510920065e+00   -8.3131496119e-05    0.0000000000e+00    1.7861430061e+01    4.2310456516e+00
319      8.0898862763e-06    1.8509031593e+00    8.2956146849e-05    0.0000000000e+00    1.7227544203e+01    4.1990480662e+00
320      8.2440964708e-06    1.8510184777e+00   -8.2849592253e-05    0.0000000000e+00    1.6110324937e+01    4.1429612100e+00
321      8.3983066652e-06    1.8508191242e+00    8.2765977341e-05    0.0000000000e+00    1.5169993351e+01    4.0961092588e+00
322      8.5525168596e-06    1.8509499628e+00   -8.2662669714e-05    0.0000000000e+00    1.4378531864e+01    4.0569651586e+00
323      8.7067270540e-06    1.8507631124e+00    8.2576478237e-05    0.0000000000e+00    1.3712364067e+01    4.0242566423e+00
324      8.8609372484e-06    1.8509037943e+00   -8.2475766010e-05    0.0000000000e+00    1.3151649658e+01    3.9969230954e+00
325      9.0151474428e-06    1.8507251750e+00    8.2387644982e-05    0.0000000000e+00    1.2679691236e+01    3.9740791042e+00
326      9.0500000000e-06    1.8508826814e+00   -8.1968304155e-05    0.0000000000e+00    1.2584050932e+01    3.9694716089e+00
327      9.0503159737e-06    1.8022906548e+00    5.5751111447e-02    6.3194739894e-02    1.2583985964e+01    3.9702774323e+00
328      9.0505857008e-06    1.7479309880e+00    1.0853987717e-01    1.1714015859e-01    1.2584487548e+01    3.9718977963e+00
329      9.0508554279e-06    1.6848600702e+00    1.6174381029e-01    1.7108557728e-01    1.2585218752e+01    3.9741159181e+00
330      9.0509228597e-06    1.6672172662e+00    1.7524241818e-01    1.8457193195e-01    1.2585482835e+01    3.9749074844e+00
331      9.0509397176e-06    1.6640918045e+00    1.7894848771e-01    1.8794352062e-01    1.2585551357e+01    3.9751091019e+00
332      9.0509734335e-06    1.6655175335e+00    1.8806605886e-01    1.9468669796e-01    1.2585699388e+01    3.9755091158e+00
333      9.0510408653e-06    1.6695314184e+00    2.0281667561e-01    2.0817305263e-01    1.2586055807e+01    3.9762878173e+00
334      9.0511082970e-06    1.6721073187e+00    2.1597017866e-01    2.2165940730e-01    1.2586483694e+01    3.9770411791e+00
335      9.0512431606e-06    1.6793071729e+00    2.4322325354e-01    2.4863211665e-01    1.2587550515e+01    3.9784748283e+00
336      9.0515128877e-06    1.6925273317e+00    2.9695723094e-01    3.0257753534e-01    1.2590554863e+01    3.9810499593e+00
337      9.0520523419e-06    1.7220155928e+00    4.0512486365e-01    4.1046837273e-01    1.2600211498e+01    3.9850799899e+00
338      9.0531312502e-06    1.7739927102e+00    6.2053202710e-01    6.2625004749e-01    1.2634919517e+01    3.9894143705e+00
339      9.0542101586e-06    1.7957911890e+00    8.3601958678e-01    8.4203172226e-01    1.2690086348e+01    3.9904580296e+00
340      9.0552890670e-06    1.6926666356e+00    1.0498792188e+00    1.0578133970e+00    1.2760248098e+01    3.9916302763e+00
341      9.0554399792e-06    1.6606674210e+00    1.0803041240e+00    1.0879958324e+00    1.2770729734e+01    3.9920656816e+00
342      9.0555908913e-06    1.6159099837e+00    1.1100589081e+00    1.1181782678e+00    1.2781115919e+01    3.9925735788e+00
343      9.0558927157e-06    1.4841650914e+00    1.1699495750e+00    1.1785431386e+00    1.2800806570e+01    3.9941598553e+00
344      9.0561945400e-06    1.3304142333e+00    1.2304384742e+00    1.2389080095e+00    1.2818450403e+01    3.9966600301e+00
345      9.0567981888e-06    1.0095484657e+00    1.3509472347e+00    1.3596377511e+00    1.2846432822e+01    4.0046215838e+00
346      9.0574018375e-06    6.8813745443e-01    1.4715592541e+00    1.4803674927e+00    1.2864330672e+01    4.0164392254e+00
347      9.0575527496e-06    6.1257424815e-01    1.5015841686e+00    1.5105499281e+00    1.2866926065e+01    4.0200570381e+00
348      9.0578545740e-06    4.9789063555e-01    1.5628165242e+00    1.5709147989e+00    1.2871190454e+01    4.0274230602e+00
349      9.0581563983e-06    4.5516753559e-01    1.6252864181e+00    1.6312796697e+00    1.2874216234e+01    4.0345550956e+00
350      9.0584582227e-06    4.4388850773e-01    1.6855080729e+00    1.6916445405e+00    1.2876929222e+01    4.0407812165e+00
351      9.0590618714e-06    4.4420246154e-01    1.8068340341e+00    1.8123742821e+00    1.2882873432e+01    4.0497923100e+00
352      9.0596655201e-06    4.5176325134e-01    1.9272160398e+00    1.9331040238e+00    1.2890037645e+01    4.0543033269e+00
353      9.0600000000e-06    4.5247698432e-01    1.9942750619e+00    2.0000000000e+00    1.2894555393e+01    4.0550861231e+00
354      9.0601207297e-06    4.5243142076e-01    1.9988799057e+00    2.0000000000e+00    1.2896250310e+01    4.0551538135e+00
355      9.0603621892e-06    4.5240097715e-01    1.9998777775e+00    2.0000000000e+00    1.2899641623e+01    4.0552791698e+00
356      9.0606036487e-06    4.5239488873e-01    2.0000740592e+00    2.0000000000e+00    1.2903032695e+01    4.0554035296e+00
357      9.0610865677e-06    4.5240003415e-01    1.9999420573e+00    2.0000000000e+00    1.2909812134e+01    4.0556515022e+00
358      9.0620524056e-06    4.5239805154e-01    2.0000511980e+00    2.0000000000e+00    1.2923359487e+01    4.0561474805e+00
359      9.0639840815e-06    4.5240449713e-01    1.9999517889e+00    2.0000000000e+00    1.2950408683e+01    4.0571373604e+00
360      9.0678474332e-06    4.5240774894e-01    2.0000466995e+00    2.0000000000e+00    1.3004325089e+01    4.0591107442e+00
361      9.0755741367e-06    4.5242341285e-01    1.9999539532e+00    2.0000000000e+00    1.3111434459e+01    4.0630303795e+00
362      9.0910275436e-06    4.5244532676e-01    2.0000456390e+00    2.0000000000e+00    1.3322791280e+01    4.0707640514e+00
363      9.1219343575e-06    4.5249681117e-01    1.9999544802e+00    2.0000000000e+00    1.3734310692e+01    4.0858167548e+00
364      9.1837479852e-06    4.5258570152e-01    2.0000453804e+00    2.0000000000e+00    1.4514516885e+01    4.1143380388e+00
365      9.2455616129e-06    4.5267419137e-01    1.9999546577e+00    2.0000000000e+00    1.5240589406e+01    4.1408573330e+00
366      9.3073752406e-06    4.5275055445e-01    2.0000452102e+00    2.0000000000e+00    1.5916288485e+01    4.1655160050e+00
367      9.3691888683e-06    4.5282752190e-01    1.9999548341e+00    2.0000000000e+00    1.6545113171e+01    4.1884440354e+00
368      9.4928161237e-06    4.5295715402e-01    2.0000450847e+00    2.0000000000e+00    1.7676294770e+01    4.2296376494e+00
369      9.6164433791e-06    4.5307514967e-01    1.9999549256e+00    2.0000000000e+00    1.8655824492e+01    4.2652454049e+00
370      9.7400706345e-06    4.5317136882e-01    2.0000450028e+00    2.0000000000e+00    1.9504048755e+01    4.2960247917e+00
371      9.8636978900e-06    4.5326046820e-01    1.9999550156e+00    2.0000000000e+00    2.0238580433e+01    4.3226300934e+00
372      9.9873251454e-06    4.5333169234e-01    2.0000449199e+00    2.0000000000e+00    2.0874666495e+01    4.3456277514e+00
373      1.0110952401e-05    4.5339922711e-01    1.9999551046e+00    2.0000000000e+00    2.1425507619e+01    4.3655062175e+00
374      1.0234579656e-05    4.5345176211e-01    2.0000448364e+00    2.0000000000e+00    2.1902532244e+01    4.3826888868e+00
375      1.0481834167e-05    4.5354526944e-01    1.9999551720e+00    2.0000000000e+00    2.2676862806e+01    4.4105065098e+00
376      1.0560000000e-05    4.5356551813e-01    2.0000447495e+00    2.0000000000e+00    2.2877395863e+01    4.4176905190e+00
377      1.0560480201e-05    4.5219581488e-01    1.9094150549e+00    1.9039598589e+00    2.2877936678e+01    4.4198151814e+00
378      1.0560898548e-05    4.4729717544e-01    1.8260116352e+00    1.8202904857e+00    2.2877754675e+01    4.4237131869e+00
379      1.0561735241e-05    4.4998402538e-01    1.6588882376e+00    1.6529517394e+00    2.2876504037e+01    4.4359378514e+00
380      1.0562571935e-05    6.0703162344e-01    1.4937754828e+00    1.4856129930e+00    2.2877467089e+01    4.4543761849e+00
381      1.0563408629e-05    1.0309655458e+00    1.3274026426e+00    1.3182742466e+00    2.2890438486e+01    4.4712483549e+00
382      1.0564161653e-05    1.4421214276e+00    1.1759792758e+00    1.1676693748e+00    2.2917813187e+01    4.4800666330e+00
383      1.0564914677e-05    1.7164241737e+00    1.0253353958e+00    1.0170645031e+00    2.2956501108e+01    4.4831995256e+00
384      1.0565667702e-05    1.7929050840e+00    8.7260780296e-01    8.6645963130e-01    2.2996434039e+01    4.4833623583e+00
385      1.0566420726e-05    1.7917032478e+00    7.2189617682e-01    7.1585475954e-01    2.3029482764e+01    4.4831684211e+00
386      1.0567173751e-05    1.7642787230e+00    5.7062654096e-01    5.6524988779e-01    2.3053020826e+01    4.4840104159e+00
387      1.0568679799e-05    1.6849313145e+00    2.6963135434e-01    2.6404014428e-01    2.3070790331e+01    4.4924076000e+00
388      1.0570000000e-05    1.8419756051e+00    9.5418530179e-03    1.9095836024e-14    2.3060899418e+01    4.4981899510e+00
389      1.0570150605e-05    1.8491652921e+00    2.1501267553e-03    0.0000000000e+00    2.3058748430e+01    4.4980936612e+00
390      1.0570451815e-05    1.8509891219e+00    2.7306092914e-04    0.0000000000e+00    2.3054424496e+01    4.4978731913e+00
391      1.0570753024e-05    1.8513984865e+00   -1.5006549279e-04    0.0000000000e+00    2.3050098644e+01    4.4976496387e+00
392      1.0571355444e-05    1.8511443997e+00    1.1200308571e-04    0.0000000000e+00    2.3041449286e+01    4.4972003906e+00
393      1.0572560283e-05    1.8513456753e+00   -9.6810650500e-05    0.0000000000e+00    2.3024169329e+01    4.4963044141e+00
394      1.0574969961e-05    1.8511630493e+00    9.0041965461e-05    0.0000000000e+00    2.2989677904e+01    4.4945149537e+00
395      1.0579789317e-05    1.8513308297e+00   -8.6809498652e-05    0.0000000000e+00    2.2920973465e+01    4.4909523171e+00
396      1.0589428028e-05    1.8511573855e+00    8.5266190028e-05    0.0000000000e+00    2.2784665863e+01    4.4838859142e+00
397      1.0608705452e-05    1.8513084421e+00   -8.4475713762e-05    0.0000000000e+00    2.2516401786e+01    4.4699907688e+00
398      1.0647260299e-05    1.8511195167e+00    8.4111964791e-05    0.0000000000e+00    2.1996815288e+01    4.4431194045e+00
399      1.0724369994e-05    1.8512355001e+00   -8.3902705009e-05    0.0000000000e+00    2.1021916608e+01    4.3928563923e+00
400      1.0801479688e-05    1.8510308343e+00    8.3729652669e-05    0.0000000000e+00    2.0127411002e+01    4.3469285219e+00
401      1.0878589382e-05    1.8511558723e+00   -8.3523159047e-05    0.0000000000e+00    1.9306664296e+01    4.3049590216e+00
402      1.0955699077e-05    1.8509599926e+00    8.3348891793e-05    0.0000000000e+00    1.8553589598e+01    4.2666032733e+00
403      1.1032808771e-05    1.8510919359e+00   -8.3145118839e-05    0.0000000000e+00    1.7862604101e+01    4.2315484180e+00
404      1.1109918465e-05    1.8509030658e+00    8.2969745744e-05    0.0000000000e+00    1.7228584959e+01    4.1995076752e+00
405      1.1264137854e-05    1.8510184201e+00   -8.2863184579e-05    0.0000000000e+00    1.6111139118e+01    4.1433451879e+00
406      1.1418357243e-05    1.8508190475e+00    8.2779556814e-05    0.0000000000e+00    1.5170626622e+01    4.0964300811e+00
407      1.1572576631e-05    1.8509499210e+00   -8.2676241672e-05    0.0000000000e+00    1.4379021108e+01    4.0572332361e+00
408      1.1726796020e-05    1.8507630503e+00    8.2590038117e-05    0.0000000000e+00    1.3712739018e+01    4.0244806648e+00
409      1.1881015409e-05    1.8509037657e+00   -8.2489317742e-05    0.0000000000e+00    1.3151934243e+01    3.9971103172e+00
410      1.2035234797e-05    1.8507251247e+00    8.2401185176e-05    0.0000000000e+00    1.2679904672e+01    3.9742355823e+00
411      1.2070000000e-05    1.8508826670e+00   -8.1980738756e-05    0.0000000000e+00    1.2584491370e+01    3.9696334924e+00
412      1.2070315979e-05    1.8022896055e+00    5.5752194553e-02    6.3195842341e-02    1.2584426260e+01    3.9704392921e+00
413      1.2070585711e-05    1.7479286859e+00    1.0854196080e-01    1.1714225535e-01    1.2584927739e+01    3.9720596780e+00
414      1.2070855443e-05    1.6848561790e+00    1.6174688328e-01    1.7108866836e-01    1.2585658845e+01    3.9742778501e+00
415      1.2070922876e-05    1.6672129043e+00    1.7524573996e-01    1.8457527161e-01    1.2585922904e+01    3.9750694403e+00
416      1.2070939735e-05    1.6640923794e+00    1.7895314471e-01    1.8794692242e-01    1.2585991425e+01    3.9752710569e+00
417      1.2070973451e-05    1.6655187667e+00    1.8807015083e-01    1.9469022405e-01    1.2586139453e+01    3.9756710682e+00
418      1.2071040884e-05    1.6695318760e+00    2.0282027229e-01    2.0817682730e-01    1.2586495864e+01    3.9764497648e+00
419      1.2071108317e-05    1.6721085710e+00    2.1597435184e-01    2.2166343055e-01    1.2586923744e+01    3.9772031214e+00
420      1.2071243183e-05    1.6793079081e+00    2.4322763714e-01    2.4863663706e-01    1.2587990563e+01    3.9786367570e+00
421      1.2071512915e-05    1.6925290907e+00    2.9696288984e-01    3.0258305007e-01    1.2590994938e+01    3.9812118505e+00
422      1.2072052379e-05    1.7220171340e+00    4.0513222178e-01    4.1047587608e-01    1.2600651771e+01    3.9852417710e+00
423      1.2073131308e-05    1.7739957164e+00    6.2054364847e-01    6.2626152812e-01    1.2635360782e+01    3.9895758462e+00
424      1.2074210236e-05    1.7957885505e+00    8.3603479368e-01    8.4204718015e-01    1.2690529185e+01    3.9906192350e+00
425      1.2075289164e-05    1.6926513056e+00    1.0498987600e+00    1.0578328322e+00    1.2760692343e+01    3.9917914925e+00
426      1.2075440071e-05    1.6606439421e+00    1.0803221342e+00    1.0880141293e+00    1.2771173426e+01    3.9922269326e+00
427      1.2075590977e-05    1.6158793922e+00    1.1100758939e+00    1.1181954264e+00    1.2781559013e+01    3.9927348721e+00
428      1.2075892790e-05    1.4841293100e+00    1.1699644806e+00    1.1785580206e+00    1.2801248321e+01    3.9943212470e+00
429      1.2076194603e-05    1.3303820168e+00    1.2304510384e+00    1.2389206147e+00    1.2818890816e+01    3.9968214870e+00
430      1.2076798229e-05    1.0095274744e+00    1.3509553069e+00    1.3596458031e+00    1.2846871034e+01    4.0047829545e+00
431      1.2077401855e-05    6.8812902469e-01    1.4715627102e+00    1.4803709915e+00    1.2864767431e+01    4.0166002046e+00
432      1.2077552761e-05    6.1256912832e-01    1.5015865207e+00    1.5105522886e+00    1.2867362609e+01    4.0202178628e+00
433      1.2077854574e-05    4.9789073659e-01    1.5628166321e+00    1.5709148828e+00    1.2871626643e+01    4.0275835592e+00
434      1.2078156387e-05    4.5516852071e-01    1.6252841670e+00    1.6312774770e+00    1.2874652163e+01    4.0347152845e+00
435      1.2078458200e-05    4.4388901680e-01    1.6855036069e+00    1.6916400711e+00    1.2877364899e+01    4.0409411734e+00
436      1.2079061826e-05    4.4420201073e-01    1.8068249871e+00    1.8123652595e+00    1.2883308522e+01    4.0499520734e+00
437      1.2079665452e-05    4.5176277887e-01    1.9272024914e+00    1.9330904479e+00    1.2890472039e+01    4.0544631985e+00
438      1.2080000000e-05    4.5247707810e-01    1.9942750585e+00    2.0000000000e+00    1.2894990497e+01    4.0552462126e+00
439      1.2080120725e-05    4.5243150899e-01    1.9988798706e+00    2.0000000000e+00    1.2896685289e+01    4.0553138791e+00
440      1.2080362176e-05    4.5240106455e-01    1.9998777696e+00    2.0000000000e+00    1.2900076353e+01    4.0554391879e+00
441      1.2080603626e-05    4.5239497574e-01    2.0000740625e+00    2.0000000000e+00    1.2903467175e+01    4.0555635001e+00
442      1.2081086527e-05    4.5240012125e-01    1.9999420552e+00    2.0000000000e+00    1.2910246117e+01    4.0558113775e+00
443      1.2082052328e-05    4.5239813837e-01    2.0000511996e+00    2.0000000000e+00    1.2923792476e+01    4.0563071656e+00
444      1.2083983931e-05    4.5240458373e-01    1.9999517875e+00    2.0000000000e+00    1.2950839688e+01    4.0572966657e+00
