Index       TIME            V(OUT25)          V(OUT50)     
194      3.32807518e-09    4.44815281e-07    1.49994285e+00
195      3.32890466e-09    4.44815060e-07    1.49994263e+00
196      3.32973414e-09    4.44814840e-07    1.49994245e+00
197      3.33139311e-09    4.44814398e-07    1.49994220e+00
198      3.33471104e-09    4.44813515e-07    1.49994190e+00
199      3.33802897e-09    4.44812633e-07    1.49994185e+00
200      3.34134691e-09    4.44811749e-07    1.49994203e+00
201      3.34466484e-09    4.44810863e-07    1.49994241e+00
202      3.34798277e-09    4.44809978e-07    1.49994293e+00
203      3.35130070e-09    4.44809082e-07    1.49994359e+00
204      3.35461864e-09    4.44808201e-07    1.49994438e+00
205      3.35793657e-09    4.44807322e-07    1.49994530e+00
206      3.36125450e-09    4.44806442e-07    1.49994632e+00
207      3.36457243e-09    4.44805558e-07    1.49994743e+00
208      3.36789037e-09    4.44804650e-07    1.49994863e+00
209      3.37120830e-09    4.44803745e-07    1.49994990e+00
210      3.37419444e-09    4.44802991e-07    1.49995112e+00
211      3.37688196e-09    4.44802387e-07    1.49995223e+00
212      3.37956949e-09    4.44801596e-07    1.49995338e+00
213      3.38225701e-09    4.44800765e-07    1.49995460e+00
214      3.38312551e-09    4.44800518e-07    1.49995501e+00
215      3.38486249e-09    4.44800059e-07    1.49995583e+00
216      3.38659948e-09    4.44799612e-07    1.49995667e+00
217      3.38833647e-09    4.44799145e-07    1.49995751e+00
218      3.39181044e-09    4.44798267e-07    1.49995919e+00
219      3.39528441e-09    4.44797420e-07    1.49996086e+00
220      3.39875839e-09    4.44796516e-07    1.49996252e+00
221      3.40223236e-09    4.44795615e-07    1.49996414e+00
222      3.40570633e-09    4.44794532e-07    1.49996572e+00
223      3.40918030e-09    4.44793504e-07    1.49996727e+00
224      3.41265428e-09    4.44792702e-07    1.49996877e+00
225      3.41612825e-09    4.44791917e-07    1.49997022e+00
226      3.41960222e-09    4.44791133e-07    1.49997161e+00
227      3.42307620e-09    4.44789710e-07    1.49997295e+00
228      3.42655017e-09    4.44788023e-07    1.49997424e+00
229      3.42959845e-09    4.44788153e-07    1.49997532e+00
230      3.43234189e-09    4.44790180e-07    1.49997625e+00
231      3.43508534e-09    4.44788402e-07    1.49997715e+00
232      3.44057224e-09    4.44783326e-07    1.49997885e+00
233      3.44551044e-09    4.44782381e-07    1.49998027e+00
234      3.44963627e-09    4.44781461e-07    1.49998136e+00
235      3.45376210e-09    4.44783009e-07    1.49998238e+00
236      3.45788792e-09    4.44783915e-07    1.49998334e+00
237      3.46201375e-09    4.44778885e-07    1.49998422e+00
238      3.46613957e-09    4.44776163e-07    1.49998505e+00
239      3.47026540e-09    4.44776791e-07    1.49998582e+00
240      3.47439123e-09    4.44783603e-07    1.49998653e+00
241      3.47851705e-09    4.44773192e-07    1.49998719e+00
242      3.47920541e-09    4.44765990e-07    1.49998730e+00
243      3.47989376e-09    4.44758039e-07    1.49998740e+00
244      3.48127046e-09    4.44746793e-07    1.49998760e+00
245      3.48264717e-09    4.44740910e-07    1.49998780e+00
246      3.48402387e-09    4.44762133e-07    1.49998800e+00
247      3.48540058e-09    4.44796962e-07    1.49998819e+00
248      3.48815398e-09    4.44833906e-07    1.49998855e+00
249      3.49366080e-09    4.44782645e-07    1.49998922e+00
250      3.49456164e-09    4.44772791e-07    1.49998932e+00
251      3.49546248e-09    4.44768878e-07    1.49998943e+00
252      3.49726416e-09    4.44750538e-07    1.49998962e+00
253      3.50086753e-09    4.44710704e-07    1.49999000e+00
254      3.50447089e-09    4.44715822e-07    1.49999035e+00
255      3.50807425e-09    4.44751107e-07    1.49999068e+00
256      3.51167761e-09    4.44800036e-07    1.49999098e+00
257      3.51528097e-09    4.44816805e-07    1.49999126e+00
258      3.51888434e-09    4.44709804e-07    1.49999153e+00
259      3.52248770e-09    4.44707045e-07    1.49999177e+00
260      3.52609106e-09    4.44758209e-07    1.49999200e+00
261      3.52969442e-09    4.44936845e-07    1.49999221e+00
262      3.53329778e-09    4.44778280e-07    1.49999241e+00
263      3.53690115e-09    4.44085135e-07    1.49999260e+00
264      3.53996945e-09    4.44202325e-07    1.49999274e+00
265      3.54273092e-09    4.45769076e-07    1.49999287e+00
266      3.54549239e-09    4.46289171e-07    1.49999299e+00
267      3.55101533e-09    4.45312205e-07    1.49999320e+00
268      3.55598598e-09    4.44391795e-07    1.49999338e+00
269      3.56021983e-09    4.43266999e-07    1.49999351e+00
270      3.56445368e-09    4.43619047e-07    1.49999364e+00
271      3.56868753e-09    4.45529690e-07    1.49999375e+00
272      3.57249799e-09    4.43978588e-07    1.49999385e+00
273      3.57630846e-09    4.42780032e-07    1.49999393e+00
274      3.58011893e-09    4.42074647e-07    1.49999402e+00
275      3.58392939e-09    4.46432452e-07    1.49999409e+00
276      3.58773986e-09    4.47603601e-07    1.49999416e+00
277      3.59155032e-09    4.30354165e-07    1.49999423e+00
278      3.59478344e-09    4.19393860e-07    1.49999428e+00
279      3.59764211e-09    4.53050547e-07    1.49999432e+00
280      3.60050077e-09    4.78100940e-07    1.49999436e+00
281      3.60335944e-09    4.83309196e-07    1.49999439e+00
282      3.60418872e-09    4.83022644e-07    1.49999441e+00
283      3.60501800e-09    4.85079283e-07    1.49999442e+00
284      3.60667656e-09    4.86210853e-07    1.49999444e+00
285      3.60999368e-09    4.69388080e-07    1.49999447e+00
286      3.61331080e-09    4.45486527e-07    1.49999451e+00
287      3.61662792e-09    4.31986788e-07    1.49999454e+00
288      3.61994504e-09    4.24687433e-07    1.49999457e+00
289      3.62326216e-09    4.60572194e-07    1.49999460e+00
290      3.62657928e-09    4.37336948e-07    1.49999462e+00
291      3.62989640e-09    3.94674299e-07    1.49999465e+00
292      3.63321352e-09    3.47886195e-07    1.49999467e+00
293      3.63653064e-09    3.45182364e-07    1.49999469e+00
294      3.63984776e-09    4.33304289e-07    1.49999471e+00
295      3.64316488e-09    4.18153121e-07    1.49999473e+00
296      3.64648200e-09    5.81771783e-09    1.49999474e+00
297      3.64946741e-09   -4.74121497e-07    1.49999475e+00
298      3.65215427e-09   -2.79197736e-08    1.49999476e+00
299      3.65484114e-09    6.34767033e-07    1.49999477e+00
300      3.65752801e-09    1.12866657e-06    1.49999478e+00
301      3.65840092e-09    1.23774848e-06    1.49999479e+00
302      3.66014675e-09    1.54458797e-06    1.49999479e+00
303      3.66189258e-09    1.84450130e-06    1.49999480e+00
304      3.66363841e-09    1.95854193e-06    1.49999480e+00
305      3.66713007e-09    1.86963944e-06    1.49999481e+00
306      3.67062173e-09    1.64269661e-06    1.49999481e+00
307      3.67411339e-09    1.37647648e-06    1.49999482e+00
308      3.67760505e-09    1.89690858e-06    1.49999482e+00
309      3.68109671e-09    1.98941189e-06    1.49999482e+00
310      3.68458837e-09    8.53626564e-07    1.49999482e+00
311      3.68808003e-09   -9.52070516e-07    1.49999482e+00
312      3.69157169e-09   -2.48652066e-06    1.49999482e+00
313      3.69506335e-09   -1.51050673e-06    1.49999482e+00
314      3.69855500e-09   -2.88747458e-06    1.49999482e+00
315      3.70204666e-09   -1.69046394e-05    1.49999481e+00
316      3.70507536e-09   -3.29616285e-05    1.49999481e+00
317      3.70780119e-09   -2.95535128e-05    1.49999480e+00
318      3.71052702e-09   -1.82424581e-05    1.49999480e+00
319      3.71597868e-09    1.02236668e-05    1.49999479e+00
320      3.72088517e-09    4.61120386e-05    1.49999477e+00
321      3.72503018e-09    6.50123197e-05    1.49999476e+00
322      3.72917519e-09    8.23377401e-05    1.49999475e+00
323      3.73332020e-09    1.23227962e-04    1.49999473e+00
324      3.73746521e-09    1.49565378e-04    1.49999472e+00
325      3.74161022e-09    1.39369388e-04    1.49999470e+00
326      3.74575523e-09    7.80181642e-05    1.49999468e+00
327      3.74990024e-09    6.17648640e-05    1.49999466e+00
328      3.75404525e-09   -1.40634697e-05    1.49999464e+00
329      3.75472404e-09   -7.22207578e-05    1.49999464e+00
330      3.75540283e-09   -1.45934091e-04    1.49999464e+00
331      3.75676042e-09   -3.60071022e-04    1.49999463e+00
332      3.75811800e-09   -6.63147404e-04    1.49999463e+00
333      3.75947559e-09   -9.39040645e-04    1.49999462e+00
334      3.76083317e-09   -1.14476510e-03    1.49999461e+00
335      3.76354834e-09   -1.37567155e-03    1.49999460e+00
336      3.76897867e-09   -1.37105970e-03    1.49999457e+00
337      3.76987518e-09   -1.27443913e-03    1.49999457e+00
338      3.77077170e-09   -1.13660512e-03    1.49999456e+00
339      3.77256472e-09   -8.00812223e-04    1.49999455e+00
340      3.77615076e-09    6.89429748e-06    1.49999453e+00
341      3.77973681e-09    1.04101804e-03    1.49999451e+00
342      3.78332285e-09    2.35650732e-03    1.49999449e+00
343      3.78690890e-09    4.25239894e-03    1.49999447e+00
344      3.79049494e-09    7.02199126e-03    1.49999444e+00
345      3.79408099e-09    9.61982700e-03    1.49999442e+00
346      3.79766703e-09    1.17656840e-02    1.49999440e+00
347      3.80125308e-09    1.30243036e-02    1.49999438e+00
348      3.80483912e-09    1.48285101e-02    1.49999436e+00
349      3.80842517e-09    1.57302757e-02    1.49999434e+00
350      3.81201121e-09    6.60297139e-03    1.49999433e+00
351      3.81509679e-09   -1.37560336e-02    1.49999431e+00
352      3.81787382e-09   -3.25108302e-02    1.49999430e+00
353      3.82065084e-09   -5.03825384e-02    1.49999428e+00
354      3.82620489e-09   -7.76702613e-02    1.49999426e+00
355      3.83120354e-09   -7.53463325e-02    1.49999424e+00
356      3.83541499e-09   -4.90167806e-02    1.49999422e+00
357      3.83962644e-09    9.52337567e-03    1.49999421e+00
358      3.84383790e-09    1.30609401e-01    1.49999419e+00
359      3.84762820e-09    2.85499098e-01    1.49999419e+00
360      3.85141851e-09    4.66560383e-01    1.49999418e+00
361      3.85520882e-09    6.45226044e-01    1.49999417e+00
362      3.85899912e-09    8.34543116e-01    1.49999417e+00
363      3.86278943e-09    1.02763228e+00    1.49999417e+00
364      3.86657974e-09    1.17019668e+00    1.49999417e+00
365      3.86985460e-09    1.26341614e+00    1.49999417e+00
366      3.87269398e-09    1.31535094e+00    1.49999418e+00
367      3.87553337e-09    1.35110201e+00    1.49999418e+00
368      3.87837275e-09    1.37716699e+00    1.49999419e+00
369      3.87920807e-09    1.38345591e+00    1.49999420e+00
370      3.88087870e-09    1.39594538e+00    1.49999420e+00
371      3.88254933e-09    1.40732371e+00    1.49999421e+00
372      3.88421996e-09    1.41724120e+00    1.49999421e+00
373      3.88756122e-09    1.43319610e+00    1.49999423e+00
374      3.89090249e-09    1.44509430e+00    1.49999424e+00
375      3.89424375e-09    1.45418088e+00    1.49999426e+00
376      3.89758501e-09    1.46086949e+00    1.49999428e+00
377      3.90092627e-09    1.46560987e+00    1.49999430e+00
378      3.90426753e-09    1.46922306e+00    1.49999433e+00
379      3.90760879e-09    1.47226952e+00    1.49999436e+00
380      3.91095005e-09    1.47494902e+00    1.49999439e+00
381      3.91429132e-09    1.47756879e+00    1.49999442e+00
382      3.91763258e-09    1.48016867e+00    1.49999445e+00
383      3.92097384e-09    1.48273311e+00    1.49999449e+00
384      3.92398097e-09    1.48525045e+00    1.49999452e+00
385      3.92668740e-09    1.48695990e+00    1.49999456e+00
386      3.92939382e-09    1.48808032e+00    1.49999459e+00
387      3.93210024e-09    1.48887888e+00    1.49999463e+00
388      3.93305249e-09    1.48911042e+00    1.49999465e+00
389      3.93495698e-09    1.48958103e+00    1.49999467e+00
390      3.93686148e-09    1.49006055e+00    1.49999470e+00
391      3.93876597e-09    1.49051149e+00    1.49999473e+00
392      3.94257496e-09    1.49132064e+00    1.49999478e+00
393      3.94638395e-09    1.49206206e+00    1.49999484e+00
394      3.95019294e-09    1.49278417e+00    1.49999491e+00
395      3.95400193e-09    1.49346898e+00    1.49999497e+00
396      3.95781092e-09    1.49412993e+00    1.49999504e+00
397      3.96161990e-09    1.49478156e+00    1.49999511e+00
398      3.96542889e-09    1.49540656e+00    1.49999518e+00
399      3.96923788e-09    1.49599795e+00    1.49999525e+00
400      3.97304687e-09    1.49654087e+00    1.49999533e+00
401      3.97685586e-09    1.49702771e+00    1.49999541e+00
402      3.98009328e-09    1.49740042e+00    1.49999547e+00
403      3.98294852e-09    1.49765710e+00    1.49999553e+00
404      3.98580376e-09    1.49787580e+00    1.49999559e+00
405      3.98865901e-09    1.49807532e+00    1.49999566e+00
406      3.98948887e-09    1.49813077e+00    1.49999568e+00
407      3.99031874e-09    1.49818637e+00    1.49999569e+00
408      3.99197847e-09    1.49829487e+00    1.49999573e+00
409      3.99529793e-09    1.49849615e+00    1.49999580e+00
410      3.99861739e-09    1.49867656e+00    1.49999587e+00
411      4.00193686e-09    1.49883909e+00    1.49999595e+00
412      4.00525632e-09    1.49898472e+00    1.49999602e+00
413      4.00857578e-09    1.49911318e+00    1.49999609e+00
414      4.01189525e-09    1.49922638e+00    1.49999617e+00
415      4.01521471e-09    1.49932620e+00    1.49999624e+00
416      4.01853417e-09    1.49941348e+00    1.49999632e+00
417      4.02185363e-09    1.49948914e+00    1.49999639e+00
418      4.02517310e-09    1.49955453e+00    1.49999647e+00
419      4.02849256e-09    1.49961056e+00    1.49999654e+00
420      4.03181202e-09    1.49965863e+00    1.49999662e+00
421      4.03479954e-09    1.49969625e+00    1.49999668e+00
422      4.03748830e-09    1.49972441e+00    1.49999674e+00
423      4.04017707e-09    1.49974938e+00    1.49999680e+00
424      4.04286583e-09    1.49977235e+00    1.49999686e+00
425      4.04373679e-09    1.49977935e+00    1.49999688e+00
426      4.04547870e-09    1.49979308e+00    1.49999692e+00
427      4.04722062e-09    1.49980611e+00    1.49999695e+00
428      4.04896253e-09    1.49981832e+00    1.49999699e+00
429      4.05244636e-09    1.49984047e+00    1.49999707e+00
430      4.05593018e-09    1.49985987e+00    1.49999714e+00
431      4.05941401e-09    1.49987687e+00    1.49999721e+00
432      4.06289784e-09    1.49989168e+00    1.49999728e+00
433      4.06638166e-09    1.49990459e+00    1.49999735e+00
434      4.06986549e-09    1.49991591e+00    1.49999742e+00
435      4.07334932e-09    1.49992583e+00    1.49999749e+00
436      4.07683314e-09    1.49993450e+00    1.49999756e+00
437      4.08031697e-09    1.49994213e+00    1.49999762e+00
438      4.08380080e-09    1.49994882e+00    1.49999769e+00
439      4.08728463e-09    1.49995475e+00    1.49999775e+00
440      4.09031620e-09    1.49995934e+00    1.49999781e+00
441      4.09304461e-09    1.49996302e+00    1.49999785e+00
442      4.09577302e-09    1.49996641e+00    1.49999790e+00
443      4.10122985e-09    1.49997247e+00    1.49999799e+00
444      4.10614100e-09    1.49997707e+00    1.49999808e+00
445      4.11027352e-09    1.49998032e+00    1.49999814e+00
446      4.11440603e-09    1.49998311e+00    1.49999821e+00
447      4.11853855e-09    1.49998550e+00    1.49999827e+00
448      4.12267107e-09    1.49998755e+00    1.49999833e+00
449      4.12680359e-09    1.49998930e+00    1.49999839e+00
450      4.13093611e-09    1.49999081e+00    1.49999844e+00
451      4.13506862e-09    1.49999211e+00    1.49999850e+00
452      4.13920114e-09    1.49999322e+00    1.49999855e+00
453      4.13988353e-09    1.49999338e+00    1.49999856e+00
454      4.14056592e-09    1.49999355e+00    1.49999857e+00
455      4.14193071e-09    1.49999386e+00    1.49999859e+00
456      4.14329549e-09    1.49999416e+00    1.49999860e+00
457      4.14466027e-09    1.49999444e+00    1.49999862e+00
458      4.14602506e-09    1.49999471e+00    1.49999864e+00
459      4.14875462e-09    1.49999521e+00    1.49999867e+00
460      4.15421375e-09    1.49999608e+00    1.49999873e+00
461      4.15511263e-09    1.49999621e+00    1.49999874e+00
462      4.15601151e-09    1.49999633e+00    1.49999875e+00
463      4.15780927e-09    1.49999656e+00    1.49999877e+00
464      4.16140479e-09    1.49999698e+00    1.49999881e+00
465      4.16500031e-09    1.49999734e+00    1.49999885e+00
466      4.16859583e-09    1.49999766e+00    1.49999888e+00
467      4.17219135e-09    1.49999793e+00    1.49999892e+00
468      4.17578687e-09    1.49999817e+00    1.49999895e+00
469      4.17938239e-09    1.49999838e+00    1.49999898e+00
470      4.18297791e-09    1.49999856e+00    1.49999902e+00
471      4.18657342e-09    1.49999872e+00    1.49999905e+00
472      4.19016894e-09    1.49999886e+00    1.49999908e+00
473      4.19376446e-09    1.49999898e+00    1.49999911e+00
474      4.19735998e-09    1.49999909e+00    1.49999913e+00
475      4.20043131e-09    1.49999917e+00    1.49999916e+00
476      4.20319550e-09    1.49999924e+00    1.49999918e+00
477      4.20595970e-09    1.49999930e+00    1.49999920e+00
478      4.21148809e-09    1.49999940e+00    1.49999923e+00
479      4.21646364e-09    1.49999947e+00    1.49999926e+00
