Index       V(1)        {100.0-ABS(V(3)-V(3A))}
0       -4.00000000e+00    1.00000000e+02
1       -3.00000000e+00    1.00000000e+02
2       -2.00000000e+00    1.00000000e+02
3       -1.00000000e+00    1.00000000e+02
4        0.00000000e+00    1.00000000e+02
5        1.00000000e+00    1.00000000e+02
6        2.00000000e+00    1.00000000e+02
7        3.00000000e+00    1.00000000e+02
8        4.00000000e+00    1.00000000e+02
End of Xyce(TM) Simulation
