Index         TIME            {V(VOUT)+1}         {V(IN)+1}          {V(1)+1}
1519    1.3548498452e-05   5.7669625737e+00   1.1148707250e+00   1.0000000000e+00   
1520    1.3548618761e-05   5.7733768138e+00   1.1055894191e+00   1.0000000000e+00   
1521    1.3548739070e-05   5.7784568140e+00   1.0969880415e+00   1.0000000000e+00   
1522    1.3548859379e-05   5.7824872971e+00   1.0890230643e+00   1.0000000000e+00   
1523    1.3548979688e-05   5.7856898376e+00   1.0816539335e+00   1.0000000000e+00   
1524    1.3549099997e-05   5.7882376821e+00   1.0748425824e+00   1.0000000000e+00   
1525    1.3549220306e-05   5.7902668470e+00   1.0685530615e+00   1.0000000000e+00   
1526    1.3549340615e-05   5.7918844680e+00   1.0627512811e+00   1.0000000000e+00   
1527    1.3549460924e-05   5.7931751482e+00   1.0574048402e+00   1.0000000000e+00   
1528    1.3549701542e-05   5.7948926320e+00   1.0482990661e+00   1.0000000000e+00   
1529    1.3549942159e-05   5.7960378955e+00   1.0405682178e+00   1.0000000000e+00   
1530    1.3550182777e-05   5.7968034666e+00   1.0340230717e+00   1.0000000000e+00   
1531    1.3550423395e-05   5.7973165992e+00   1.0284957333e+00   1.0000000000e+00   
1532    1.3550664013e-05   5.7976615499e+00   1.0238383940e+00   1.0000000000e+00   
1533    1.3551145249e-05   5.7980136411e+00   1.0170938366e+00   1.0000000000e+00   
1534    1.3551626484e-05   5.7981950395e+00   1.0122309487e+00   1.0000000000e+00   
1535    1.3552107720e-05   5.7982895633e+00   1.0087366052e+00   1.0000000000e+00   
1536    1.3552588955e-05   5.7983394892e+00   1.0062323252e+00   1.0000000000e+00   
1537    1.3553551427e-05   5.7983764870e+00   1.0034478217e+00   1.0000000000e+00   
1538    1.3554513898e-05   5.7983907534e+00   1.0019045110e+00   1.0000000000e+00   
1539    1.3555476369e-05   5.7983965212e+00   1.0010509334e+00   1.0000000000e+00   
1540    1.3557401312e-05   5.7983997030e+00   1.0003999707e+00   1.0000000000e+00   
1541    1.3559326254e-05   5.7984006591e+00   1.0001521150e+00   1.0000000000e+00   
1542    1.3563176139e-05   5.7984010334e+00   1.0000356967e+00   1.0000000000e+00   
1543    1.3570875910e-05   5.7984011221e+00   1.0000047434e+00   1.0000000000e+00   
1544    1.3586275450e-05   5.7984011339e+00   1.0000003375e+00   1.0000000000e+00   
1545    1.3617074531e-05   5.7984011347e+00   1.0000000124e+00   1.0000000000e+00   
1546    1.3678672693e-05   5.7984011348e+00   1.0000000002e+00   1.0000000000e+00   
1547    1.3801869016e-05   5.7984011348e+00   1.0000000000e+00   1.0000000000e+00   
1548    1.4048261663e-05   5.7984011348e+00   1.0000000000e+00   1.0000000000e+00   
1549    1.4349261663e-05   5.7984011348e+00   1.0000000000e+00   1.0000000000e+00   
1550    1.4650261663e-05   5.7984011348e+00   1.0000000000e+00   1.0000000000e+00   
1551    1.4951261663e-05   5.7984011348e+00   1.0000000000e+00   1.0000000000e+00   
1552    1.5045000000e-05   5.7984011348e+00   1.0000000000e+00   1.0000000000e+00   
1553    1.5045025000e-05   5.7984045246e+00   1.0006940011e+00   1.0250000000e+00   
1554    1.5045075000e-05   5.7984289850e+00   1.0043949283e+00   1.0750000000e+00   
1555    1.5045125000e-05   5.7984653792e+00   1.0102257882e+00   1.1250000000e+00   
1556    1.5045175000e-05   5.7985068083e+00   1.0180616862e+00   1.1750000000e+00   
1557    1.5045225000e-05   5.7985478815e+00   1.0277982445e+00   1.2250000000e+00   
1558    1.5045275000e-05   5.7985850372e+00   1.0393410169e+00   1.2750000000e+00   
1559    1.5045325000e-05   5.7986162191e+00   1.0526021003e+00   1.3250000000e+00   
1560    1.5045375000e-05   5.7986404667e+00   1.0674988821e+00   1.3750000000e+00   
1561    1.5045425000e-05   5.7986575680e+00   1.0839534408e+00   1.4250000000e+00   
1562    1.5045475000e-05   5.7986677957e+00   1.1018921606e+00   1.4750000000e+00   
1563    1.5045575000e-05   5.7986658597e+00   1.1431738971e+00   1.5750000000e+00   
1564    1.5045675000e-05   5.7986475626e+00   1.1893854370e+00   1.6750000000e+00   
1565    1.5045775000e-05   5.7986184815e+00   1.2400975576e+00   1.7750000000e+00   
1566    1.5045875000e-05   5.7985832560e+00   1.2949223091e+00   1.8750000000e+00   
1567    1.5045975000e-05   5.7985454901e+00   1.3535084672e+00   1.9750000000e+00   
1568    1.5046075000e-05   5.7985078269e+00   1.4155375505e+00   2.0750000000e+00   
1569    1.5046175000e-05   5.7984720939e+00   1.4807203583e+00   2.1750000000e+00   
1570    1.5046375000e-05   5.7984130715e+00   1.6217380167e+00   2.3750000000e+00   
1571    1.5046575000e-05   5.7983693895e+00   1.7718087839e+00   2.5750000000e+00   
1572    1.5046775000e-05   5.7983403911e+00   1.9295788414e+00   2.7750000000e+00   
1573    1.5046975000e-05   5.7983325894e+00   2.0962874347e+00   2.9750000000e+00   
1574    1.5047175000e-05   5.7983617802e+00   2.2779532370e+00   3.1750000000e+00   
1575    1.5047375000e-05   5.7983933902e+00   2.4720774411e+00   3.3750000000e+00   
1576    1.5047575000e-05   5.7983738511e+00   2.6658386566e+00   3.5750000000e+00   
1577    1.5047975000e-05   5.7981555402e+00   3.0486316834e+00   3.9750000000e+00   
1578    1.5048375000e-05   5.7976970496e+00   3.4251663125e+00   4.3750000000e+00   
1579    1.5048775000e-05   5.7971010731e+00   3.7879339238e+00   4.7750000000e+00   
1580    1.5049081224e-05   5.7963687755e+00   4.0531028025e+00   5.0812243673e+00   
1581    1.5049221414e-05   5.7950601116e+00   4.1956117452e+00   5.2214142876e+00   
1582    1.5049306102e-05   5.7931825542e+00   4.3122070966e+00   5.3061022251e+00   
1583    1.5049390790e-05   5.7915693666e+00   4.4248937600e+00   5.3907901626e+00   
1584    1.5049475478e-05   5.7902741166e+00   4.5381638074e+00   5.4754781001e+00   
1585    1.5049560166e-05   5.7891152662e+00   4.6552845172e+00   5.5601660376e+00   
1586    1.5049644854e-05   5.7877630014e+00   4.7706098817e+00   5.6448539752e+00   
1587    1.5049729542e-05   5.7848391983e+00   4.8720957821e+00   5.7295419127e+00   
1588    1.5049790558e-05   5.7815563596e+00   4.9360905712e+00   5.7905581152e+00   
1589    1.5049851574e-05   5.7792687155e+00   4.9950210306e+00   5.8515743177e+00   
1590    1.5049912591e-05   5.7783615547e+00   5.0501666570e+00   5.9125905203e+00   
1591    1.5049973607e-05   5.7789512476e+00   5.1039589423e+00   5.9736067228e+00   
1592    1.5050000000e-05   5.7795464023e+00   5.1273161646e+00   6.0000000000e+00   
1593    1.5050061016e-05   5.7830661110e+00   5.1781205124e+00   6.0000000000e+00   
1594    1.5050095288e-05   5.7859538469e+00   5.2040349838e+00   6.0000000000e+00   
1595    1.5050129559e-05   5.7899578699e+00   5.2260231210e+00   6.0000000000e+00   
1596    1.5050163830e-05   5.7950841289e+00   5.2448309482e+00   6.0000000000e+00   
1597    1.5050198101e-05   5.8012742768e+00   5.2612666285e+00   6.0000000000e+00   
1598    1.5050232373e-05   5.8084553581e+00   5.2759164336e+00   6.0000000000e+00   
1599    1.5050266644e-05   5.8165264624e+00   5.2892192610e+00   6.0000000000e+00   
1600    1.5050300915e-05   5.8252316794e+00   5.3014719695e+00   6.0000000000e+00   
1601    1.5050335187e-05   5.8340521926e+00   5.3124822921e+00   6.0000000000e+00   
1602    1.5050355805e-05   5.8399508312e+00   5.3184830688e+00   6.0000000000e+00   
1603    1.5050370217e-05   5.8451294055e+00   5.3225311712e+00   6.0000000000e+00   
1604    1.5050384628e-05   5.8517150387e+00   5.3264117497e+00   6.0000000000e+00   
1605    1.5050399039e-05   5.8602567850e+00   5.3300524939e+00   6.0000000000e+00   
1606    1.5050409916e-05   5.8678643816e+00   5.3326416412e+00   6.0000000000e+00   
1607    1.5050420794e-05   5.8759458427e+00   5.3352335055e+00   6.0000000000e+00   
1608    1.5050431672e-05   5.8841827846e+00   5.3378825466e+00   6.0000000000e+00   
1609    1.5050453427e-05   5.9005455423e+00   5.3434183020e+00   6.0000000000e+00   
1610    1.5050475182e-05   5.9166133560e+00   5.3491940047e+00   6.0000000000e+00   
1611    1.5050496938e-05   5.9323503985e+00   5.3551814673e+00   6.0000000000e+00   
1612    1.5050518693e-05   5.9477661393e+00   5.3613574793e+00   6.0000000000e+00   
1613    1.5050540448e-05   5.9628846895e+00   5.3676875562e+00   6.0000000000e+00   
1614    1.5050562203e-05   5.9777410220e+00   5.3740936599e+00   6.0000000000e+00   
1615    1.5050583959e-05   5.9923793203e+00   5.3805259206e+00   6.0000000000e+00   
1616    1.5050605714e-05   6.0068444119e+00   5.3869903204e+00   6.0000000000e+00   
1617    1.5050649225e-05   6.0352258276e+00   5.4000968721e+00   6.0000000000e+00   
1618    1.5050692735e-05   6.0633917411e+00   5.4133471717e+00   6.0000000000e+00   
1619    1.5050736246e-05   6.0916054260e+00   5.4267396837e+00   6.0000000000e+00   
1620    1.5050779756e-05   6.1205913407e+00   5.4402627273e+00   6.0000000000e+00   
1621    1.5050823267e-05   6.1537139678e+00   5.4538965331e+00   6.0000000000e+00   
1622    1.5050866777e-05   6.1941647414e+00   5.4676151337e+00   6.0000000000e+00   
1623    1.5050910288e-05   6.2377060499e+00   5.4813867197e+00   6.0000000000e+00   
1624    1.5050953799e-05   6.2770421587e+00   5.4957401771e+00   6.0000000000e+00   
1625    1.5050997309e-05   6.3067036554e+00   5.5109552766e+00   6.0000000000e+00   
1626    1.5051031975e-05   6.3231270019e+00   5.5234809968e+00   6.0000000000e+00   
1627    1.5051066641e-05   6.3326310172e+00   5.5361375148e+00   6.0000000000e+00   
1628    1.5051101307e-05   6.3353651208e+00   5.5487716152e+00   6.0000000000e+00   
1629    1.5051135973e-05   6.3314029526e+00   5.5612772130e+00   6.0000000000e+00   
1630    1.5051170639e-05   6.3207906657e+00   5.5735791756e+00   6.0000000000e+00   
1631    1.5051205305e-05   6.3035622053e+00   5.5856242626e+00   6.0000000000e+00   
1632    1.5051274637e-05   6.2444225176e+00   5.6084347601e+00   6.0000000000e+00   
1633    1.5051343970e-05   6.1597395174e+00   5.6299419456e+00   6.0000000000e+00   
1634    1.5051413302e-05   6.0484488846e+00   5.6501109384e+00   6.0000000000e+00   
1635    1.5051482634e-05   5.9071992607e+00   5.6689417836e+00   6.0000000000e+00   
1636    1.5051528469e-05   5.7314000106e+00   5.6810015787e+00   6.0000000000e+00   
1637    1.5051548549e-05   5.5498142487e+00   5.6865307861e+00   6.0000000000e+00   
1638    1.5051566093e-05   5.3637049219e+00   5.6913885149e+00   6.0000000000e+00   
1639    1.5051583637e-05   5.1630538104e+00   5.6962174274e+00   6.0000000000e+00   
1640    1.5051618725e-05   4.7225392417e+00   5.7056058677e+00   6.0000000000e+00   
1641    1.5051653812e-05   4.2452071170e+00   5.7146830056e+00   6.0000000000e+00   
1642    1.5051688900e-05   3.7384020142e+00   5.7233226288e+00   6.0000000000e+00   
1643    1.5051723988e-05   3.2144604738e+00   5.7314401241e+00   6.0000000000e+00   
1644    1.5051743590e-05   2.9583924405e+00   5.7357277821e+00   6.0000000000e+00   
1645    1.5051763192e-05   2.7465776893e+00   5.7397544988e+00   6.0000000000e+00   
1646    1.5051778670e-05   2.5977916367e+00   5.7428001091e+00   6.0000000000e+00   
1647    1.5051794147e-05   2.4622063108e+00   5.7457466898e+00   6.0000000000e+00   
1648    1.5051809624e-05   2.3380133566e+00   5.7486212882e+00   6.0000000000e+00   
1649    1.5051825102e-05   2.2240212669e+00   5.7514434624e+00   6.0000000000e+00   
1650    1.5051840579e-05   2.1193310303e+00   5.7542268591e+00   6.0000000000e+00   
1651    1.5051856056e-05   2.0232075939e+00   5.7569807139e+00   6.0000000000e+00   
1652    1.5051871534e-05   1.9350130947e+00   5.7597110573e+00   6.0000000000e+00   
1653    1.5051887011e-05   1.8541712700e+00   5.7624216264e+00   6.0000000000e+00   
1654    1.5051902488e-05   1.7801624525e+00   5.7651149846e+00   6.0000000000e+00   
1655    1.5051917966e-05   1.7125141515e+00   5.7677933349e+00   6.0000000000e+00   
1656    1.5051933443e-05   1.6507632555e+00   5.7704580705e+00   6.0000000000e+00   
1657    1.5051948920e-05   1.5944535522e+00   5.7731094712e+00   6.0000000000e+00   
1658    1.5051964398e-05   1.5431548892e+00   5.7757471201e+00   6.0000000000e+00   
1659    1.5051979875e-05   1.4964626639e+00   5.7783701891e+00   6.0000000000e+00   
1660    1.5051995352e-05   1.4539972024e+00   5.7809776208e+00   6.0000000000e+00   
1661    1.5052010830e-05   1.4154032829e+00   5.7835682467e+00   6.0000000000e+00   
1662    1.5052026307e-05   1.3803496205e+00   5.7861408659e+00   6.0000000000e+00   
1663    1.5052041784e-05   1.3485282362e+00   5.7886942964e+00   6.0000000000e+00   
1664    1.5052057262e-05   1.3196536888e+00   5.7912274089e+00   6.0000000000e+00   
1665    1.5052072739e-05   1.2934621812e+00   5.7937391496e+00   6.0000000000e+00   
1666    1.5052088216e-05   1.2697105626e+00   5.7962285522e+00   6.0000000000e+00   
1667    1.5052103694e-05   1.2481752542e+00   5.7986947465e+00   6.0000000000e+00   
1668    1.5052119171e-05   1.2286511277e+00   5.8011369604e+00   6.0000000000e+00   
1669    1.5052134649e-05   1.2109503597e+00   5.8035545204e+00   6.0000000000e+00   
1670    1.5052150126e-05   1.1949012855e+00   5.8059468493e+00   6.0000000000e+00   
1671    1.5052165603e-05   1.1803472690e+00   5.8083134622e+00   6.0000000000e+00   
1672    1.5052181081e-05   1.1671456032e+00   5.8106539619e+00   6.0000000000e+00   
1673    1.5052196558e-05   1.1551664506e+00   5.8129680335e+00   6.0000000000e+00   
1674    1.5052212035e-05   1.1442918321e+00   5.8152554385e+00   6.0000000000e+00   
1675    1.5052242990e-05   1.1261487465e+00   5.8197227158e+00   6.0000000000e+00   
1676    1.5052273945e-05   1.1109956545e+00   5.8240823568e+00   6.0000000000e+00   
1677    1.5052304899e-05   1.0983008831e+00   5.8283351411e+00   6.0000000000e+00   
1678    1.5052335854e-05   1.0876258363e+00   5.8324823546e+00   6.0000000000e+00   
1679    1.5052366809e-05   1.0786099381e+00   5.8365256867e+00   6.0000000000e+00   
1680    1.5052397763e-05   1.0709573939e+00   5.8404671427e+00   6.0000000000e+00   
1681    1.5052428718e-05   1.0644260104e+00   5.8443089652e+00   6.0000000000e+00   
1682    1.5052459673e-05   1.0588178043e+00   5.8480535644e+00   6.0000000000e+00   
1683    1.5052490627e-05   1.0539711505e+00   5.8517034615e+00   6.0000000000e+00   
1684    1.5052552537e-05   1.0464225266e+00   5.8586452283e+00   6.0000000000e+00   
1685    1.5052614446e-05   1.0404196720e+00   5.8652490765e+00   6.0000000000e+00   
1686    1.5052676356e-05   1.0355426613e+00   5.8715346737e+00   6.0000000000e+00   
1687    1.5052738265e-05   1.0315002403e+00   5.8775204687e+00   6.0000000000e+00   
1688    1.5052800174e-05   1.0280891990e+00   5.8832236662e+00   6.0000000000e+00   
1689    1.5052923993e-05   1.0228897877e+00   5.8936183125e+00   6.0000000000e+00   
1690    1.5053047812e-05   1.0188117708e+00   5.9031025548e+00   6.0000000000e+00   
1691    1.5053171631e-05   1.0155476351e+00   5.9117641597e+00   6.0000000000e+00   
1692    1.5053295449e-05   1.0128989894e+00   5.9196790355e+00   6.0000000000e+00   
1693    1.5053419268e-05   1.0107300601e+00   5.9269135688e+00   6.0000000000e+00   
1694    1.5053543087e-05   1.0089430078e+00   5.9335264266e+00   6.0000000000e+00   
1695    1.5053666906e-05   1.0074643574e+00   5.9395699739e+00   6.0000000000e+00   
1696    1.5053790724e-05   1.0062372116e+00   5.9450913774e+00   6.0000000000e+00   
1697    1.5054038362e-05   1.0044855865e+00   5.9543615390e+00   6.0000000000e+00   
1698    1.5054285999e-05   1.0032316649e+00   5.9621278581e+00   6.0000000000e+00   
1699    1.5054533637e-05   1.0023317450e+00   5.9686204258e+00   6.0000000000e+00   
1700    1.5054781274e-05   1.0016845153e+00   5.9740365807e+00   6.0000000000e+00   
1701    1.5055028912e-05   1.0012182052e+00   5.9785455399e+00   6.0000000000e+00   
1702    1.5055276549e-05   1.0008817586e+00   5.9822920758e+00   6.0000000000e+00   
1703    1.5055771824e-05   1.0005009605e+00   5.9875920986e+00   6.0000000000e+00   
1704    1.5056267099e-05   1.0002850709e+00   5.9913259470e+00   6.0000000000e+00   
1705    1.5056762374e-05   1.0001624697e+00   5.9939477149e+00   6.0000000000e+00   
1706    1.5057752924e-05   1.0000649537e+00   5.9967679854e+00   6.0000000000e+00   
1707    1.5058743474e-05   1.0000260648e+00   5.9982783175e+00   6.0000000000e+00   
1708    1.5060724574e-05   1.0000065933e+00   5.9993768953e+00   6.0000000000e+00   
1709    1.5064686774e-05   1.0000009697e+00   5.9998627363e+00   6.0000000000e+00   
1710    1.5072611174e-05   1.0000000805e+00   5.9999830480e+00   6.0000000000e+00   
1711    1.5088459973e-05   1.0000000054e+00   5.9999988860e+00   6.0000000000e+00   
1712    1.5120157573e-05   1.0000000020e+00   5.9999999622e+00   6.0000000000e+00   
1713    1.5183552771e-05   1.0000000019e+00   5.9999999993e+00   6.0000000000e+00   
1714    1.5310343168e-05   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
1715    1.5563923962e-05   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
1716    1.5864923962e-05   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
1717    1.6165923962e-05   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
1718    1.6466923962e-05   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
1719    1.6550000000e-05   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
1720    1.6550025000e-05   9.9999760272e-01   5.9994227082e+00   5.9750000000e+00   
1721    1.6550075000e-05   9.9998331168e-01   5.9961092499e+00   5.9250000000e+00   
1722    1.6550175000e-05   9.9994528546e-01   5.9816160077e+00   5.8250000000e+00   
1723    1.6550275000e-05   9.9991328552e-01   5.9599399688e+00   5.7250000000e+00   
1724    1.6550475000e-05   9.9988934361e-01   5.8923936637e+00   5.5250000000e+00   
1725    1.6550675000e-05   9.9989270262e-01   5.8044377762e+00   5.3250000000e+00   
1726    1.6551075000e-05   9.9992897961e-01   5.5688083998e+00   4.9250000000e+00   
1727    1.6551475000e-05   9.9995918194e-01   5.2893885444e+00   4.5250000000e+00   
1728    1.6551875000e-05   9.9996648101e-01   4.9672195673e+00   4.1250000000e+00   
1729    1.6552275000e-05   9.9993404199e-01   4.5793430228e+00   3.7250000000e+00   
1730    1.6552601188e-05   9.9994781169e-01   4.2377702838e+00   3.3988122146e+00   
1731    1.6552728096e-05   1.0000365740e+00   4.1108520274e+00   3.2719044552e+00   
1732    1.6552855003e-05   1.0001717327e+00   3.9847710377e+00   3.1449966958e+00   
1733    1.6552981911e-05   1.0003416893e+00   3.8592623846e+00   3.0180889364e+00   
1734    1.6553089567e-05   1.0005111026e+00   3.7532800967e+00   2.9104330739e+00   
1735    1.6553197223e-05   1.0007034439e+00   3.6478463110e+00   2.8027772114e+00   
1736    1.6553284823e-05   1.0008777454e+00   3.5624608484e+00   2.7151770535e+00   
1737    1.6553372423e-05   1.0010701428e+00   3.4775156924e+00   2.6275768955e+00   
1738    1.6553445756e-05   1.0012469060e+00   3.4067369034e+00   2.5542440767e+00   
1739    1.6553519089e-05   1.0014407431e+00   3.3363025797e+00   2.4809112580e+00   
1740    1.6553592422e-05   1.0016544868e+00   3.2662135123e+00   2.4075784392e+00   
1741    1.6553665754e-05   1.0018933629e+00   3.1964433352e+00   2.3342456205e+00   
1742    1.6553739087e-05   1.0021667309e+00   3.1268918721e+00   2.2609128017e+00   
1743    1.6553804085e-05   1.0024527148e+00   3.0651591741e+00   2.1959149394e+00   
1744    1.6553869083e-05   1.0028137766e+00   3.0025673864e+00   2.1309170770e+00   
1745    1.6553927226e-05   1.0033069565e+00   2.9425482459e+00   2.0727743880e+00   
1746    1.6553974894e-05   1.0038999126e+00   2.8881686815e+00   2.0251058486e+00   
1747    1.6554017787e-05   1.0044933191e+00   2.8377760903e+00   1.9822133511e+00   
1748    1.6554060679e-05   1.0050499339e+00   2.7879357737e+00   1.9393208536e+00   
1749    1.6554103572e-05   1.0055506061e+00   2.7384890665e+00   1.8964283561e+00   
1750    1.6554146464e-05   1.0059996948e+00   2.6894118975e+00   1.8535358585e+00   
1751    1.6554189357e-05   1.0064082615e+00   2.6405308454e+00   1.8106433610e+00   
1752    1.6554232249e-05   1.0067910227e+00   2.5915641708e+00   1.7677508635e+00   
1753    1.6554275142e-05   1.0071616243e+00   2.5423871414e+00   1.7248583660e+00   
1754    1.6554318034e-05   1.0075312081e+00   2.4929893226e+00   1.6819658685e+00   
1755    1.6554360927e-05   1.0079085280e+00   2.4433749257e+00   1.6390733710e+00   
1756    1.6554403819e-05   1.0083004952e+00   2.3935484231e+00   1.5961808734e+00   
1757    1.6554446712e-05   1.0087120609e+00   2.3437613577e+00   1.5532883759e+00   
1758    1.6554489604e-05   1.0091462105e+00   2.2951954724e+00   1.5103958784e+00   
1759    1.6554575389e-05   1.0103610052e+00   2.2035597298e+00   1.4246108834e+00   
1760    1.6554639345e-05   1.0117710303e+00   2.1388748222e+00   1.3606551793e+00   
1761    1.6554703301e-05   1.0132689305e+00   2.0766418091e+00   1.2966994753e+00   
1762    1.6554767256e-05   1.0144784507e+00   2.0162189345e+00   1.2327437712e+00   
1763    1.6554831212e-05   1.0152445885e+00   1.9563269069e+00   1.1687880672e+00   
1764    1.6554895168e-05   1.0154097892e+00   1.8961285367e+00   1.1048323631e+00   
1765    1.6554959123e-05   1.0146355029e+00   1.8411181690e+00   1.0408766590e+00   
1766    1.6555000000e-05   1.0135385531e+00   1.8120991416e+00   1.0000000000e+00   
1767    1.6555063956e-05   1.0106214686e+00   1.7790389213e+00   1.0000000000e+00   
1768    1.6555127911e-05   1.0067845463e+00   1.7547865849e+00   1.0000000000e+00   
1769    1.6555191867e-05   1.0023039593e+00   1.7359172849e+00   1.0000000000e+00   
1770    1.6555255823e-05   9.9738684634e-01   1.7202834497e+00   1.0000000000e+00   
1771    1.6555319779e-05   9.9218851816e-01   1.7065101850e+00   1.0000000000e+00   
1772    1.6555383734e-05   9.8684772725e-01   1.6937943816e+00   1.0000000000e+00   
1773    1.6555511646e-05   9.7593351840e-01   1.6707609092e+00   1.0000000000e+00   
1774    1.6555581056e-05   9.6948098085e-01   1.6594328506e+00   1.0000000000e+00   
1775    1.6555634934e-05   9.6134504664e-01   1.6496326474e+00   1.0000000000e+00   
1776    1.6555668657e-05   9.5164253878e-01   1.6447070300e+00   1.0000000000e+00   
1777    1.6555702381e-05   9.3775891530e-01   1.6409945008e+00   1.0000000000e+00   
1778    1.6555731451e-05   9.2609041074e-01   1.6371750892e+00   1.0000000000e+00   
1779    1.6555760521e-05   9.1533388071e-01   1.6326378896e+00   1.0000000000e+00   
1780    1.6555789591e-05   9.0541564146e-01   1.6274294123e+00   1.0000000000e+00   
1781    1.6555847731e-05   8.8771635084e-01   1.6153311691e+00   1.0000000000e+00   
1782    1.6555905871e-05   8.7091902597e-01   1.6022408000e+00   1.0000000000e+00   
1783    1.6555964011e-05   8.5414607235e-01   1.5886588740e+00   1.0000000000e+00   
1784    1.6556007652e-05   8.3940876205e-01   1.5782582973e+00   1.0000000000e+00   
1785    1.6556051292e-05   8.1649071129e-01   1.5676812468e+00   1.0000000000e+00   
1786    1.6556083567e-05   7.9193144270e-01   1.5597698117e+00   1.0000000000e+00   
1787    1.6556111182e-05   7.7075119266e-01   1.5529421492e+00   1.0000000000e+00   
1788    1.6556166412e-05   7.3481223938e-01   1.5391038609e+00   1.0000000000e+00   
1789    1.6556209474e-05   7.1123593360e-01   1.5282223817e+00   1.0000000000e+00   
1790    1.6556252536e-05   6.9276471575e-01   1.5172710145e+00   1.0000000000e+00   
1791    1.6556295597e-05   6.8325062635e-01   1.5057678056e+00   1.0000000000e+00   
1792    1.6556329687e-05   6.8371216536e-01   1.4960080335e+00   1.0000000000e+00   
1793    1.6556363777e-05   6.9262089451e-01   1.4857561154e+00   1.0000000000e+00   
1794    1.6556392544e-05   7.0669557372e-01   1.4768569516e+00   1.0000000000e+00   
1795    1.6556421312e-05   7.2776731716e-01   1.4678291825e+00   1.0000000000e+00   
1796    1.6556450079e-05   7.5632952441e-01   1.4587637467e+00   1.0000000000e+00   
1797    1.6556474788e-05   7.8671999678e-01   1.4509914157e+00   1.0000000000e+00   
1798    1.6556499496e-05   8.2314851685e-01   1.4432733318e+00   1.0000000000e+00   
1799    1.6556521310e-05   8.5971674152e-01   1.4365181574e+00   1.0000000000e+00   
1800    1.6556543123e-05   8.9850322712e-01   1.4298002119e+00   1.0000000000e+00   
1801    1.6556564937e-05   9.4288968554e-01   1.4231237824e+00   1.0000000000e+00   
1802    1.6556573705e-05   9.6469558499e-01   1.4204506168e+00   1.0000000000e+00   
1803    1.6556582473e-05   9.9299148194e-01   1.4177888228e+00   1.0000000000e+00   
1804    1.6556585962e-05   1.0062902011e+00   1.4167305646e+00   1.0000000000e+00   
1805    1.6556589452e-05   1.0248478801e+00   1.4156706315e+00   1.0000000000e+00   
1806    1.6556591991e-05   1.0437694008e+00   1.4148952999e+00   1.0000000000e+00   
1807    1.6556594021e-05   1.0596285137e+00   1.4142736291e+00   1.0000000000e+00   
1808    1.6556596050e-05   1.0756835218e+00   1.4136506239e+00   1.0000000000e+00   
1809    1.6556600110e-05   1.1082347105e+00   1.4124017150e+00   1.0000000000e+00   
1810    1.6556604169e-05   1.1413451952e+00   1.4111512165e+00   1.0000000000e+00   
1811    1.6556612288e-05   1.2098756926e+00   1.4086507974e+00   1.0000000000e+00   
1812    1.6556620407e-05   1.2810111851e+00   1.4061550985e+00   1.0000000000e+00   
1813    1.6556628526e-05   1.3547659271e+00   1.4036681761e+00   1.0000000000e+00   
1814    1.6556636645e-05   1.4311069194e+00   1.4011957359e+00   1.0000000000e+00   
1815    1.6556644763e-05   1.5099762248e+00   1.3987431038e+00   1.0000000000e+00   
1816    1.6556652882e-05   1.5913057754e+00   1.3963135022e+00   1.0000000000e+00   
1817    1.6556661001e-05   1.6750233712e+00   1.3939088733e+00   1.0000000000e+00   
1818    1.6556677239e-05   1.8507895400e+00   1.3892029125e+00   1.0000000000e+00   
1819    1.6556693477e-05   2.0350560629e+00   1.3846017693e+00   1.0000000000e+00   
1820    1.6556709714e-05   2.2271754673e+00   1.3801033421e+00   1.0000000000e+00   
1821    1.6556725952e-05   2.4264879117e+00   1.3757038846e+00   1.0000000000e+00   
1822    1.6556742190e-05   2.6323484509e+00   1.3713970356e+00   1.0000000000e+00   
1823    1.6556758428e-05   2.8441526216e+00   1.3671732087e+00   1.0000000000e+00   
1824    1.6556774665e-05   3.0613184117e+00   1.3630241524e+00   1.0000000000e+00   
1825    1.6556794397e-05   3.3244345474e+00   1.3581073989e+00   1.0000000000e+00   
1826    1.6556814128e-05   3.5459421395e+00   1.3534265467e+00   1.0000000000e+00   
1827    1.6556829166e-05   3.6871777367e+00   1.3500138705e+00   1.0000000000e+00   
1828    1.6556844205e-05   3.8101259736e+00   1.3467309917e+00   1.0000000000e+00   
1829    1.6556859244e-05   3.9202323979e+00   1.3435497101e+00   1.0000000000e+00   
1830    1.6556874282e-05   4.0206983041e+00   1.3404456097e+00   1.0000000000e+00   
1831    1.6556904359e-05   4.1968727917e+00   1.3344192522e+00   1.0000000000e+00   
1832    1.6556934437e-05   4.3519887183e+00   1.3285080626e+00   1.0000000000e+00   
1833    1.6556964514e-05   4.4896693084e+00   1.3226725285e+00   1.0000000000e+00   
1834    1.6556994591e-05   4.6125879477e+00   1.3168906175e+00   1.0000000000e+00   
1835    1.6557024668e-05   4.7227136250e+00   1.3111516121e+00   1.0000000000e+00   
