Index         TIME            {V(VOUT)+1}         {V(IN)+1}          {V(1)+1}
69      1.5042427361e-06   1.0969937620e+00   1.7883876948e+00   1.7572638861e+00   
70      1.5042454179e-06   1.1052166467e+00   1.7863031360e+00   1.7545821030e+00   
71      1.5042480997e-06   1.1134692003e+00   1.7841573817e+00   1.7519003199e+00   
72      1.5042507815e-06   1.1217428138e+00   1.7819528870e+00   1.7492185369e+00   
73      1.5042561450e-06   1.1383251295e+00   1.7773390897e+00   1.7438549707e+00   
74      1.5042615086e-06   1.1549119811e+00   1.7725566179e+00   1.7384914046e+00   
75      1.5042668722e-06   1.1714813524e+00   1.7676357933e+00   1.7331278385e+00   
76      1.5042722357e-06   1.1880181377e+00   1.7626023229e+00   1.7277642724e+00   
77      1.5042829629e-06   1.2208934066e+00   1.7522277457e+00   1.7170371401e+00   
78      1.5042936900e-06   1.2535422626e+00   1.7416433980e+00   1.7063100079e+00   
79      1.5043044171e-06   1.2859459140e+00   1.7309135140e+00   1.6955828756e+00   
80      1.5043258714e-06   1.3496933577e+00   1.7091374958e+00   1.6741286111e+00   
81      1.5043473257e-06   1.4123618295e+00   1.6873602742e+00   1.6526743466e+00   
82      1.5043687799e-06   1.4739281018e+00   1.6654230289e+00   1.6312200821e+00   
83      1.5043902342e-06   1.5343745349e+00   1.6430788056e+00   1.6097658176e+00   
84      1.5044116884e-06   1.5936875541e+00   1.6202611752e+00   1.5883115531e+00   
85      1.5044331427e-06   1.6518581400e+00   1.5969941491e+00   1.5668572886e+00   
86      1.5044545970e-06   1.7088816944e+00   1.5733419762e+00   1.5454030241e+00   
87      1.5044760512e-06   1.7647574757e+00   1.5494682113e+00   1.5239487596e+00   
88      1.5044975055e-06   1.8194877433e+00   1.5256989446e+00   1.5024944951e+00   
89      1.5045189598e-06   1.8730785450e+00   1.5023168254e+00   1.4810402306e+00   
90      1.5045618683e-06   1.9758014263e+00   1.4560916911e+00   1.4381317016e+00   
91      1.5046047768e-06   2.0742021706e+00   1.4105314639e+00   1.3952231726e+00   
92      1.5046476854e-06   2.1684091307e+00   1.3656254415e+00   1.3523146436e+00   
93      1.5046905939e-06   2.2585548501e+00   1.3212412089e+00   1.3094061146e+00   
94      1.5047335024e-06   2.3447730914e+00   1.2772587077e+00   1.2664975856e+00   
95      1.5047764109e-06   2.4271972306e+00   1.2335792779e+00   1.2235890566e+00   
96      1.5048622280e-06   2.5779287376e+00   1.1469133760e+00   1.1377719986e+00   
97      1.5049480451e-06   2.7155229416e+00   1.0606696011e+00   1.0519549406e+00   
98      1.5050000000e-06   2.7941866513e+00   1.0085780555e+00   1.0000000000e+00   
99      1.5050858171e-06   2.9122722194e+00   1.0011766831e+00   1.0000000000e+00   
100     1.5051518442e-06   2.9964260815e+00   1.0004015252e+00   1.0000000000e+00   
101     1.5052054440e-06   3.0604883702e+00   1.0002280857e+00   1.0000000000e+00   
102     1.5053126437e-06   3.1731308475e+00   1.0001071979e+00   1.0000000000e+00   
103     1.5054198433e-06   3.2716784881e+00   1.0000517679e+00   1.0000000000e+00   
104     1.5055270429e-06   3.3575142179e+00   1.0000251152e+00   1.0000000000e+00   
105     1.5056342426e-06   3.4319896407e+00   1.0000122126e+00   1.0000000000e+00   
106     1.5057414422e-06   3.4963927126e+00   1.0000059595e+00   1.0000000000e+00   
107     1.5058486418e-06   3.5519256351e+00   1.0000029269e+00   1.0000000000e+00   
108     1.5060630411e-06   3.6356115208e+00   1.0000009789e+00   1.0000000000e+00   
109     1.5062774403e-06   3.6982862205e+00   1.0000003478e+00   1.0000000000e+00   
110     1.5064918396e-06   3.7450148047e+00   1.0000001384e+00   1.0000000000e+00   
111     1.5067062389e-06   3.7797396546e+00   1.0000000654e+00   1.0000000000e+00   
112     1.5069206381e-06   3.8054819419e+00   1.0000000373e+00   1.0000000000e+00   
113     1.5073494366e-06   3.8356988062e+00   1.0000000191e+00   1.0000000000e+00   
114     1.5077782352e-06   3.8533800336e+00   1.0000000109e+00   1.0000000000e+00   
115     1.5082070337e-06   3.8637083125e+00   1.0000000064e+00   1.0000000000e+00   
116     1.5090646307e-06   3.8722167377e+00   1.0000000027e+00   1.0000000000e+00   
117     1.5099222278e-06   3.8757176970e+00   1.0000000011e+00   1.0000000000e+00   
118     1.5116374218e-06   3.8775303467e+00   1.0000000003e+00   1.0000000000e+00   
119     1.5150678100e-06   3.8780692189e+00   1.0000000000e+00   1.0000000000e+00   
120     1.5219285863e-06   3.8781557420e+00   1.0000000000e+00   1.0000000000e+00   
121     1.5356501389e-06   3.8781629826e+00   1.0000000000e+00   1.0000000000e+00   
122     1.5630932441e-06   3.8781632878e+00   1.0000000000e+00   1.0000000000e+00   
123     1.6179794545e-06   3.8781632943e+00   1.0000000000e+00   1.0000000000e+00   
124     1.7277518754e-06   3.8781632944e+00   1.0000000000e+00   1.0000000000e+00   
125     1.9472967171e-06   3.8781632944e+00   1.0000000000e+00   1.0000000000e+00   
126     2.2482967171e-06   3.8781632944e+00   1.0000000000e+00   1.0000000000e+00   
127     2.5492967171e-06   3.8781632944e+00   1.0000000000e+00   1.0000000000e+00   
128     2.8502967171e-06   3.8781632944e+00   1.0000000000e+00   1.0000000000e+00   
129     3.0050000000e-06   3.8781632944e+00   1.0000000000e+00   1.0000000000e+00   
130     3.0050250000e-06   3.8781652490e+00   1.0190753183e+00   1.0250000000e+00   
131     3.0050488872e-06   3.8781635996e+00   1.0415389274e+00   1.0488871951e+00   
132     3.0050695433e-06   3.8781611315e+00   1.0618325714e+00   1.0695432567e+00   
133     3.0051108554e-06   3.8781568351e+00   1.1029829944e+00   1.1108553799e+00   
134     3.0051934796e-06   3.8781526768e+00   1.1855465997e+00   1.1934796264e+00   
135     3.0053587281e-06   3.8781514855e+00   1.3508204905e+00   1.3587281193e+00   
136     3.0056892251e-06   3.8782167657e+00   1.6794072261e+00   1.6892251051e+00   
137     3.0058047105e-06   3.8782945154e+00   1.7905455681e+00   1.8047104764e+00   
138     3.0059201958e-06   3.8784580119e+00   1.9031368175e+00   1.9201958477e+00   
139     3.0060143494e-06   3.8786404663e+00   1.9951161007e+00   2.0143493944e+00   
140     3.0061085029e-06   3.8788001901e+00   2.0871462332e+00   2.1085029410e+00   
141     3.0061833771e-06   3.8788321488e+00   2.1602700326e+00   2.1833771433e+00   
142     3.0062457475e-06   3.8787248096e+00   2.2211649046e+00   2.2457475112e+00   
143     3.0062961463e-06   3.8785031044e+00   2.2695579513e+00   2.2961462875e+00   
144     3.0063376063e-06   3.8781900630e+00   2.3086708788e+00   2.3376062832e+00   
145     3.0063720443e-06   3.8778090777e+00   2.3410151455e+00   2.3720442978e+00   
146     3.0064008282e-06   3.8773820676e+00   2.3680896199e+00   2.4008281544e+00   
147     3.0064244841e-06   3.8769474801e+00   2.3904368202e+00   2.4244840602e+00   
148     3.0064433669e-06   3.8765552805e+00   2.4083932057e+00   2.4433668691e+00   
149     3.0064581197e-06   3.8762469910e+00   2.4225416983e+00   2.4581196953e+00   
150     3.0064695824e-06   3.8760477057e+00   2.4336305454e+00   2.4695823992e+00   
151     3.0064785076e-06   3.8759754996e+00   2.4423019612e+00   2.4785076277e+00   
152     3.0064854397e-06   3.8760431554e+00   2.4490004850e+00   2.4854396844e+00   
153     3.0064908520e-06   3.8762237127e+00   2.4542137055e+00   2.4908519581e+00   
154     3.0064954245e-06   3.8764707213e+00   2.4586894976e+00   2.4954245388e+00   
155     3.0064999971e-06   3.8767842168e+00   2.4632804477e+00   2.4999971194e+00   
156     3.0065045697e-06   3.8771275541e+00   2.4679758287e+00   2.5045697001e+00   
157     3.0065091423e-06   3.8774583662e+00   2.4727513403e+00   2.5091422807e+00   
158     3.0065137149e-06   3.8777261465e+00   2.4775753156e+00   2.5137148613e+00   
159     3.0065182874e-06   3.8779013538e+00   2.4823559731e+00   2.5182874420e+00   
160     3.0065274326e-06   3.8768378178e+00   2.4912793780e+00   2.5274326032e+00   
161     3.0065365778e-06   3.8714173106e+00   2.5002526352e+00   2.5365777645e+00   
162     3.0065457229e-06   3.8592944369e+00   2.5104108079e+00   2.5457229258e+00   
163     3.0065522214e-06   3.8465806138e+00   2.5180372924e+00   2.5522214396e+00   
164     3.0065587200e-06   3.8292690314e+00   2.5261603313e+00   2.5587199533e+00   
165     3.0065652185e-06   3.8069622309e+00   2.5346255478e+00   2.5652184671e+00   
166     3.0065717170e-06   3.7793535262e+00   2.5432543266e+00   2.5717169809e+00   
167     3.0065782155e-06   3.7462193276e+00   2.5518876691e+00   2.5782154947e+00   
168     3.0065847140e-06   3.7074074771e+00   2.5604092514e+00   2.5847140085e+00   
169     3.0065912125e-06   3.6628245296e+00   2.5687476371e+00   2.5912125223e+00   
170     3.0065977110e-06   3.6124254814e+00   2.5768683304e+00   2.5977110360e+00   
171     3.0066042095e-06   3.5562065340e+00   2.5847631401e+00   2.6042095498e+00   
172     3.0066107081e-06   3.4942005802e+00   2.5924405495e+00   2.6107080636e+00   
173     3.0066172066e-06   3.4264748446e+00   2.5999185751e+00   2.6172065774e+00   
174     3.0066302036e-06   3.2691079390e+00   2.6142608321e+00   2.6302036050e+00   
175     3.0066432006e-06   3.0911869397e+00   2.6281620918e+00   2.6432006325e+00   
176     3.0066561977e-06   2.8946061504e+00   2.6417632437e+00   2.6561976601e+00   
177     3.0066691947e-06   2.6822167003e+00   2.6551742554e+00   2.6691946877e+00   
178     3.0066821917e-06   2.4597582754e+00   2.6684710853e+00   2.6821917152e+00   
179     3.0066951887e-06   2.2405397239e+00   2.6816646396e+00   2.6951887428e+00   
180     3.0067081858e-06   2.0375874325e+00   2.6947369876e+00   2.7081857704e+00   
181     3.0067211828e-06   1.8566193547e+00   2.7078119949e+00   2.7211827980e+00   
182     3.0067326614e-06   1.7156083649e+00   2.7194017486e+00   2.7326613634e+00   
183     3.0067441399e-06   1.5933977926e+00   2.7310118938e+00   2.7441399288e+00   
184     3.0067536515e-06   1.5046941157e+00   2.7406294568e+00   2.7536515422e+00   
185     3.0067631632e-06   1.4277047754e+00   2.7502317842e+00   2.7631631556e+00   
186     3.0067726748e-06   1.3614129975e+00   2.7598141109e+00   2.7726747689e+00   
187     3.0067821864e-06   1.3047128121e+00   2.7693767599e+00   2.7821863823e+00   
188     3.0067916980e-06   1.2564852722e+00   2.7789226374e+00   2.7916979957e+00   
189     3.0068012096e-06   1.2156516685e+00   2.7884556434e+00   2.8012096091e+00   
190     3.0068107212e-06   1.1812073331e+00   2.7979797333e+00   2.8107212225e+00   
191     3.0068202328e-06   1.1522403042e+00   2.8074984203e+00   2.8202328358e+00   
192     3.0068297444e-06   1.1279389385e+00   2.8170145688e+00   2.8297444492e+00   
193     3.0068392561e-06   1.1075917790e+00   2.8265304297e+00   2.8392560626e+00   
194     3.0068487677e-06   1.0905815122e+00   2.8360481521e+00   2.8487676760e+00   
195     3.0068582793e-06   1.0763726419e+00   2.8455716329e+00   2.8582792894e+00   
196     3.0068677909e-06   1.0644983828e+00   2.8551059977e+00   2.8677909027e+00   
197     3.0068773025e-06   1.0545710451e+00   2.8646420314e+00   2.8773025161e+00   
198     3.0068868141e-06   1.0462766821e+00   2.8741671543e+00   2.8868141295e+00   
199     3.0068963257e-06   1.0393458451e+00   2.8836857966e+00   2.8963257429e+00   
200     3.0069058374e-06   1.0335486078e+00   2.8932048740e+00   2.9058373563e+00   
201     3.0069153490e-06   1.0286923501e+00   2.9027274829e+00   2.9153489696e+00   
202     3.0069248606e-06   1.0246169152e+00   2.9122540975e+00   2.9248605830e+00   
203     3.0069438838e-06   1.0186832872e+00   2.9313158841e+00   2.9438838098e+00   
204     3.0069629070e-06   1.0143292182e+00   2.9503827933e+00   2.9629070365e+00   
205     3.0069819303e-06   1.0111055033e+00   2.9694510899e+00   2.9819302633e+00   
206     3.0070009535e-06   1.0086951644e+00   2.9885183035e+00   3.0009534900e+00   
207     3.0070199767e-06   1.0068741355e+00   3.0075830389e+00   3.0199767168e+00   
208     3.0070580232e-06   1.0046002749e+00   3.0456961710e+00   3.0580231703e+00   
209     3.0070960696e-06   1.0031404973e+00   3.0837996883e+00   3.0960696238e+00   
210     3.0071341161e-06   1.0021790681e+00   3.1218941508e+00   3.1341160774e+00   
211     3.0072102090e-06   1.0011893176e+00   3.1980498232e+00   3.2102089844e+00   
212     3.0072863019e-06   1.0006613059e+00   3.2741933560e+00   3.2863018914e+00   
213     3.0073623948e-06   1.0003724035e+00   3.3503261512e+00   3.3623947985e+00   
214     3.0075145806e-06   1.0001482195e+00   3.5025589570e+00   3.5145806126e+00   
215     3.0076667664e-06   1.0000599725e+00   3.6547870706e+00   3.6667664266e+00   
216     3.0078189522e-06   1.0000248074e+00   3.8070068308e+00   3.8189522407e+00   
217     3.0079711381e-06   1.0000106513e+00   3.9592204132e+00   3.9711380548e+00   
218     3.0081233239e-06   1.0000048893e+00   4.1114298217e+00   4.1233238689e+00   
219     3.0084276955e-06   1.0000017474e+00   4.4158323287e+00   4.4276954970e+00   
220     3.0087320671e-06   1.0000010054e+00   4.7202392870e+00   4.7320671252e+00   
221     3.0090364388e-06   1.0000008188e+00   5.0246458654e+00   5.0364387533e+00   
222     3.0093408104e-06   1.0000008348e+00   5.3290582502e+00   5.3408103815e+00   
223     3.0096451820e-06   1.0000008233e+00   5.6340699500e+00   5.6451820096e+00   
224     3.0099495536e-06   1.0000003767e+00   5.9386955675e+00   5.9495536378e+00   
225     3.0100000000e-06   1.0000003036e+00   5.9891137816e+00   6.0000000000e+00   
226     3.0103043716e-06   9.9999966037e-01   5.9995928226e+00   6.0000000000e+00   
227     3.0109131149e-06   1.0000001822e+00   5.9999918756e+00   6.0000000000e+00   
228     3.0113693336e-06   1.0000000624e+00   5.9999997788e+00   6.0000000000e+00   
229     3.0122817710e-06   1.0000000094e+00   5.9999999968e+00   6.0000000000e+00   
230     3.0141066458e-06   1.0000000023e+00   6.0000000000e+00   6.0000000000e+00   
231     3.0177563954e-06   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
232     3.0250558946e-06   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
233     3.0396548931e-06   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
234     3.0688528899e-06   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
235     3.1272488837e-06   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
236     3.2440408712e-06   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
237     3.4776248462e-06   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
238     3.7786248462e-06   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
239     4.0796248462e-06   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
240     4.3806248462e-06   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
241     4.5100000000e-06   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
242     4.5100250000e-06   9.9999568338e-01   5.9824353064e+00   5.9750000000e+00   
243     4.5100750000e-06   9.9999743133e-01   5.9352137251e+00   5.9250000000e+00   
244     4.5101250000e-06   9.9999969153e-01   5.8857441076e+00   5.8750000000e+00   
245     4.5102250000e-06   1.0000007915e+00   5.7858446486e+00   5.7750000000e+00   
246     4.5104250000e-06   1.0000005159e+00   5.5858263717e+00   5.5750000000e+00   
247     4.5108250000e-06   1.0000002980e+00   5.1863338778e+00   5.1750000000e+00   
248     4.5112250000e-06   1.0000007155e+00   4.7867602169e+00   4.7750000000e+00   
249     4.5115490259e-06   1.0000008263e+00   4.4627874673e+00   4.4509740851e+00   
250     4.5118730518e-06   1.0000007725e+00   4.1387988068e+00   4.1269481702e+00   
251     4.5121970777e-06   1.0000008157e+00   3.8148139709e+00   3.8029222553e+00   
252     4.5125211037e-06   1.0000010144e+00   3.4908413124e+00   3.4788963404e+00   
253     4.5128451296e-06   1.0000014962e+00   3.1668955802e+00   3.1548704255e+00   
254     4.5131046020e-06   1.0000026819e+00   2.9075433561e+00   2.8953980486e+00   
255     4.5133092727e-06   1.0000048501e+00   2.7030426049e+00   2.6907272750e+00   
256     4.5134644248e-06   1.0000087816e+00   2.5481205375e+00   2.5355751812e+00   
257     4.5135813673e-06   1.0000155261e+00   2.4314686094e+00   2.4186326746e+00   
258     4.5136692843e-06   1.0000267924e+00   2.3438877502e+00   2.3307156635e+00   
259     4.5137353773e-06   1.0000453109e+00   2.2781421162e+00   2.2646227186e+00   
260     4.5137848186e-06   1.0000749788e+00   2.2290446611e+00   2.2151814176e+00   
261     4.5138216732e-06   1.0001186833e+00   2.1926320870e+00   2.1783267653e+00   
262     4.5138497199e-06   1.0001740555e+00   2.1652607751e+00   2.1502800506e+00   
263     4.5138724236e-06   1.0002322742e+00   2.1434460536e+00   2.1275764092e+00   
264     4.5138924620e-06   1.0002757865e+00   2.1244159838e+00   2.1075380080e+00   
265     4.5139125004e-06   1.0002575389e+00   2.1053362495e+00   2.0874996069e+00   
266     4.5139325388e-06   1.0000425270e+00   2.0859430767e+00   2.0674612058e+00   
267     4.5139525772e-06   9.9939306818e-01   2.0666174672e+00   2.0474228047e+00   
268     4.5139726156e-06   9.9820342987e-01   2.0473757321e+00   2.0273844036e+00   
269     4.5139926540e-06   9.9641531020e-01   2.0280947933e+00   2.0073460024e+00   
270     4.5140126924e-06   9.9403491920e-01   2.0087352146e+00   1.9873076013e+00   
271     4.5140327308e-06   9.9107818252e-01   1.9892910622e+00   1.9672692002e+00   
272     4.5140527692e-06   9.8752963713e-01   1.9697773900e+00   1.9472307991e+00   
273     4.5140728076e-06   9.8345319037e-01   1.9502890523e+00   1.9271923979e+00   
274     4.5140928460e-06   9.7959545834e-01   1.9307258767e+00   1.9071539968e+00   
275     4.5141128844e-06   9.7633194600e-01   1.9112154275e+00   1.8871155957e+00   
276     4.5141297020e-06   9.7434494244e-01   1.8947266831e+00   1.8702979843e+00   
277     4.5141465196e-06   9.7379730121e-01   1.8779153376e+00   1.8534803730e+00   
278     4.5141599378e-06   9.7472395321e-01   1.8644070246e+00   1.8400621500e+00   
279     4.5141733561e-06   9.7743501823e-01   1.8508828237e+00   1.8266439271e+00   
280     4.5141852389e-06   9.8171426093e-01   1.8389648601e+00   1.8147611204e+00   
281     4.5141971217e-06   9.8918628133e-01   1.8273027961e+00   1.8028783137e+00   
282     4.5142018762e-06   9.9338933451e-01   1.8226785547e+00   1.7981238130e+00   
283     4.5142066307e-06   9.9968374430e-01   1.8178424899e+00   1.7933693124e+00   
284     4.5142105547e-06   1.0076382724e+00   1.8133864555e+00   1.7894452828e+00   
285     4.5142132365e-06   1.0137089785e+00   1.8105325095e+00   1.7867634997e+00   
286     4.5142159183e-06   1.0201875138e+00   1.8079931498e+00   1.7840817167e+00   
287     4.5142186001e-06   1.0270114985e+00   1.8057158706e+00   1.7813999336e+00   
288     4.5142212818e-06   1.0341273334e+00   1.8036354993e+00   1.7787181506e+00   
289     4.5142239636e-06   1.0414875857e+00   1.8016885523e+00   1.7760363675e+00   
290     4.5142266454e-06   1.0490506087e+00   1.7998195890e+00   1.7733545844e+00   
291     4.5142293272e-06   1.0567802486e+00   1.7979835350e+00   1.7706728014e+00   
292     4.5142320090e-06   1.0646454676e+00   1.7961458066e+00   1.7679910183e+00   
293     4.5142346908e-06   1.0726198854e+00   1.7942813213e+00   1.7653092352e+00   
294     4.5142373725e-06   1.0806812753e+00   1.7923730322e+00   1.7626274522e+00   
295     4.5142400543e-06   1.0888110494e+00   1.7904103566e+00   1.7599456691e+00   
296     4.5142427361e-06   1.0969937620e+00   1.7883876948e+00   1.7572638861e+00   
297     4.5142454179e-06   1.1052166467e+00   1.7863031360e+00   1.7545821030e+00   
298     4.5142480997e-06   1.1134692003e+00   1.7841573817e+00   1.7519003199e+00   
299     4.5142507815e-06   1.1217428138e+00   1.7819528870e+00   1.7492185369e+00   
300     4.5142561450e-06   1.1383251295e+00   1.7773390897e+00   1.7438549707e+00   
301     4.5142615086e-06   1.1549119811e+00   1.7725566179e+00   1.7384914046e+00   
302     4.5142668722e-06   1.1714813524e+00   1.7676357933e+00   1.7331278385e+00   
303     4.5142722357e-06   1.1880181378e+00   1.7626023229e+00   1.7277642724e+00   
304     4.5142829629e-06   1.2208934066e+00   1.7522277457e+00   1.7170371401e+00   
305     4.5142936900e-06   1.2535422626e+00   1.7416433980e+00   1.7063100079e+00   
306     4.5143044171e-06   1.2859459140e+00   1.7309135140e+00   1.6955828756e+00   
307     4.5143258714e-06   1.3496933577e+00   1.7091374958e+00   1.6741286111e+00   
308     4.5143473257e-06   1.4123618295e+00   1.6873602742e+00   1.6526743466e+00   
309     4.5143687799e-06   1.4739281018e+00   1.6654230289e+00   1.6312200821e+00   
310     4.5143902342e-06   1.5343745349e+00   1.6430788056e+00   1.6097658176e+00   
311     4.5144116884e-06   1.5936875541e+00   1.6202611752e+00   1.5883115531e+00   
312     4.5144331427e-06   1.6518581401e+00   1.5969941491e+00   1.5668572886e+00   
313     4.5144545970e-06   1.7088816945e+00   1.5733419762e+00   1.5454030241e+00   
314     4.5144760512e-06   1.7647574757e+00   1.5494682113e+00   1.5239487596e+00   
315     4.5144975055e-06   1.8194877433e+00   1.5256989446e+00   1.5024944951e+00   
316     4.5145189598e-06   1.8730785450e+00   1.5023168254e+00   1.4810402306e+00   
317     4.5145618683e-06   1.9758014263e+00   1.4560916911e+00   1.4381317016e+00   
318     4.5146047768e-06   2.0742021706e+00   1.4105314639e+00   1.3952231726e+00   
319     4.5146476854e-06   2.1684091307e+00   1.3656254415e+00   1.3523146436e+00   
320     4.5146905939e-06   2.2585548501e+00   1.3212412089e+00   1.3094061146e+00   
321     4.5147335024e-06   2.3447730914e+00   1.2772587077e+00   1.2664975856e+00   
322     4.5147764109e-06   2.4271972307e+00   1.2335792779e+00   1.2235890566e+00   
