Index         TIME            {V(VOUT)+1}         {V(IN)+1}          {V(1)+1}
542     7.5244975055e-06   1.8194877432e+00   1.5256989446e+00   1.5024944951e+00   
543     7.5245189598e-06   1.8730785450e+00   1.5023168255e+00   1.4810402306e+00   
544     7.5245618683e-06   1.9758014263e+00   1.4560916911e+00   1.4381317016e+00   
545     7.5246047768e-06   2.0742021705e+00   1.4105314639e+00   1.3952231726e+00   
546     7.5246476854e-06   2.1684091307e+00   1.3656254415e+00   1.3523146436e+00   
547     7.5246905939e-06   2.2585548500e+00   1.3212412089e+00   1.3094061146e+00   
548     7.5247335024e-06   2.3447730913e+00   1.2772587077e+00   1.2664975856e+00   
549     7.5247764109e-06   2.4271972306e+00   1.2335792779e+00   1.2235890566e+00   
550     7.5248622280e-06   2.5779287376e+00   1.1469133760e+00   1.1377719987e+00   
551     7.5249480451e-06   2.7155229415e+00   1.0606696011e+00   1.0519549407e+00   
552     7.5250000000e-06   2.7941866513e+00   1.0085780555e+00   1.0000000000e+00   
553     7.5250858171e-06   2.9122722194e+00   1.0011766831e+00   1.0000000000e+00   
554     7.5251518442e-06   2.9964260815e+00   1.0004015252e+00   1.0000000000e+00   
555     7.5252054440e-06   3.0604883702e+00   1.0002280857e+00   1.0000000000e+00   
556     7.5253126437e-06   3.1731308475e+00   1.0001071979e+00   1.0000000000e+00   
557     7.5254198433e-06   3.2716784881e+00   1.0000517679e+00   1.0000000000e+00   
558     7.5255270429e-06   3.3575142179e+00   1.0000251152e+00   1.0000000000e+00   
559     7.5256342426e-06   3.4319896407e+00   1.0000122126e+00   1.0000000000e+00   
560     7.5257414422e-06   3.4963927126e+00   1.0000059595e+00   1.0000000000e+00   
561     7.5258486418e-06   3.5519256351e+00   1.0000029269e+00   1.0000000000e+00   
562     7.5260630411e-06   3.6356115208e+00   1.0000009789e+00   1.0000000000e+00   
563     7.5262774403e-06   3.6982862205e+00   1.0000003478e+00   1.0000000000e+00   
564     7.5264918396e-06   3.7450148046e+00   1.0000001384e+00   1.0000000000e+00   
565     7.5267062389e-06   3.7797396546e+00   1.0000000654e+00   1.0000000000e+00   
566     7.5269206381e-06   3.8054819419e+00   1.0000000373e+00   1.0000000000e+00   
567     7.5273494366e-06   3.8356988062e+00   1.0000000191e+00   1.0000000000e+00   
568     7.5277782352e-06   3.8533800336e+00   1.0000000109e+00   1.0000000000e+00   
569     7.5282070337e-06   3.8637083125e+00   1.0000000064e+00   1.0000000000e+00   
570     7.5290646307e-06   3.8722167377e+00   1.0000000027e+00   1.0000000000e+00   
571     7.5299222278e-06   3.8757176970e+00   1.0000000011e+00   1.0000000000e+00   
572     7.5316374218e-06   3.8775303467e+00   1.0000000003e+00   1.0000000000e+00   
573     7.5350678100e-06   3.8780692189e+00   1.0000000000e+00   1.0000000000e+00   
574     7.5419285863e-06   3.8781557420e+00   1.0000000000e+00   1.0000000000e+00   
575     7.5556501389e-06   3.8781629826e+00   1.0000000000e+00   1.0000000000e+00   
576     7.5830932441e-06   3.8781632878e+00   1.0000000000e+00   1.0000000000e+00   
577     7.6379794545e-06   3.8781632943e+00   1.0000000000e+00   1.0000000000e+00   
578     7.7477518754e-06   3.8781632944e+00   1.0000000000e+00   1.0000000000e+00   
579     7.9672967171e-06   3.8781632944e+00   1.0000000000e+00   1.0000000000e+00   
580     8.2682967171e-06   3.8781632944e+00   1.0000000000e+00   1.0000000000e+00   
581     8.5692967171e-06   3.8781632944e+00   1.0000000000e+00   1.0000000000e+00   
582     8.8702967171e-06   3.8781632944e+00   1.0000000000e+00   1.0000000000e+00   
583     9.0250000000e-06   3.8781632944e+00   1.0000000000e+00   1.0000000000e+00   
584     9.0250250000e-06   3.8781652490e+00   1.0190753183e+00   1.0250000000e+00   
585     9.0250488872e-06   3.8781635996e+00   1.0415389274e+00   1.0488871951e+00   
586     9.0250695433e-06   3.8781611315e+00   1.0618325714e+00   1.0695432567e+00   
587     9.0251108554e-06   3.8781568351e+00   1.1029829944e+00   1.1108553799e+00   
588     9.0251934796e-06   3.8781526768e+00   1.1855465997e+00   1.1934796264e+00   
589     9.0253587281e-06   3.8781514855e+00   1.3508204905e+00   1.3587281193e+00   
590     9.0256892251e-06   3.8782167657e+00   1.6794072261e+00   1.6892251051e+00   
591     9.0258047105e-06   3.8782945154e+00   1.7905455681e+00   1.8047104764e+00   
592     9.0259201958e-06   3.8784580119e+00   1.9031368175e+00   1.9201958478e+00   
593     9.0260143494e-06   3.8786404663e+00   1.9951161008e+00   2.0143493944e+00   
594     9.0261085029e-06   3.8788001901e+00   2.0871462332e+00   2.1085029410e+00   
595     9.0261833771e-06   3.8788321488e+00   2.1602700326e+00   2.1833771433e+00   
596     9.0262457475e-06   3.8787248096e+00   2.2211649046e+00   2.2457475113e+00   
597     9.0262961463e-06   3.8785031044e+00   2.2695579514e+00   2.2961462875e+00   
598     9.0263376063e-06   3.8781900630e+00   2.3086708788e+00   2.3376062832e+00   
599     9.0263720443e-06   3.8778090777e+00   2.3410151456e+00   2.3720442978e+00   
600     9.0264008282e-06   3.8773820676e+00   2.3680896199e+00   2.4008281544e+00   
601     9.0264244841e-06   3.8769474801e+00   2.3904368202e+00   2.4244840602e+00   
602     9.0264433669e-06   3.8765552805e+00   2.4083932057e+00   2.4433668691e+00   
603     9.0264581197e-06   3.8762469910e+00   2.4225416983e+00   2.4581196953e+00   
604     9.0264695824e-06   3.8760477057e+00   2.4336305454e+00   2.4695823992e+00   
605     9.0264785076e-06   3.8759754996e+00   2.4423019612e+00   2.4785076277e+00   
606     9.0264854397e-06   3.8760431554e+00   2.4490004850e+00   2.4854396844e+00   
607     9.0264908520e-06   3.8762237127e+00   2.4542137055e+00   2.4908519581e+00   
608     9.0264954245e-06   3.8764707213e+00   2.4586894976e+00   2.4954245388e+00   
609     9.0264999971e-06   3.8767842168e+00   2.4632804477e+00   2.4999971194e+00   
610     9.0265045697e-06   3.8771275541e+00   2.4679758287e+00   2.5045697001e+00   
611     9.0265091423e-06   3.8774583662e+00   2.4727513403e+00   2.5091422807e+00   
612     9.0265137149e-06   3.8777261465e+00   2.4775753156e+00   2.5137148613e+00   
613     9.0265182874e-06   3.8779013538e+00   2.4823559731e+00   2.5182874420e+00   
614     9.0265274326e-06   3.8768378178e+00   2.4912793780e+00   2.5274326032e+00   
615     9.0265365778e-06   3.8714173106e+00   2.5002526352e+00   2.5365777645e+00   
616     9.0265457229e-06   3.8592944369e+00   2.5104108079e+00   2.5457229258e+00   
617     9.0265522214e-06   3.8465806138e+00   2.5180372924e+00   2.5522214396e+00   
618     9.0265587200e-06   3.8292690314e+00   2.5261603313e+00   2.5587199533e+00   
619     9.0265652185e-06   3.8069622309e+00   2.5346255478e+00   2.5652184671e+00   
620     9.0265717170e-06   3.7793535262e+00   2.5432543266e+00   2.5717169809e+00   
621     9.0265782155e-06   3.7462193276e+00   2.5518876691e+00   2.5782154947e+00   
622     9.0265847140e-06   3.7074074771e+00   2.5604092514e+00   2.5847140085e+00   
623     9.0265912125e-06   3.6628245296e+00   2.5687476371e+00   2.5912125223e+00   
624     9.0265977110e-06   3.6124254814e+00   2.5768683304e+00   2.5977110360e+00   
625     9.0266042095e-06   3.5562065340e+00   2.5847631401e+00   2.6042095498e+00   
626     9.0266107081e-06   3.4942005802e+00   2.5924405495e+00   2.6107080636e+00   
627     9.0266172066e-06   3.4264748446e+00   2.5999185751e+00   2.6172065774e+00   
628     9.0266302036e-06   3.2691079390e+00   2.6142608321e+00   2.6302036050e+00   
629     9.0266432006e-06   3.0911869397e+00   2.6281620918e+00   2.6432006325e+00   
630     9.0266561977e-06   2.8946061504e+00   2.6417632437e+00   2.6561976601e+00   
631     9.0266691947e-06   2.6822167003e+00   2.6551742554e+00   2.6691946877e+00   
632     9.0266821917e-06   2.4597582754e+00   2.6684710853e+00   2.6821917152e+00   
633     9.0266951887e-06   2.2405397239e+00   2.6816646396e+00   2.6951887428e+00   
634     9.0267081858e-06   2.0375874325e+00   2.6947369876e+00   2.7081857704e+00   
635     9.0267211828e-06   1.8566193547e+00   2.7078119949e+00   2.7211827980e+00   
636     9.0267326614e-06   1.7156083649e+00   2.7194017486e+00   2.7326613634e+00   
637     9.0267441399e-06   1.5933977926e+00   2.7310118938e+00   2.7441399288e+00   
638     9.0267536515e-06   1.5046941157e+00   2.7406294568e+00   2.7536515422e+00   
639     9.0267631632e-06   1.4277047754e+00   2.7502317842e+00   2.7631631556e+00   
640     9.0267726748e-06   1.3614129975e+00   2.7598141109e+00   2.7726747689e+00   
641     9.0267821864e-06   1.3047128121e+00   2.7693767599e+00   2.7821863823e+00   
642     9.0267916980e-06   1.2564852722e+00   2.7789226374e+00   2.7916979957e+00   
643     9.0268012096e-06   1.2156516685e+00   2.7884556434e+00   2.8012096091e+00   
644     9.0268107212e-06   1.1812073331e+00   2.7979797333e+00   2.8107212225e+00   
645     9.0268202328e-06   1.1522403042e+00   2.8074984203e+00   2.8202328358e+00   
646     9.0268297444e-06   1.1279389384e+00   2.8170145688e+00   2.8297444492e+00   
647     9.0268392561e-06   1.1075917790e+00   2.8265304297e+00   2.8392560626e+00   
648     9.0268487677e-06   1.0905815122e+00   2.8360481522e+00   2.8487676760e+00   
649     9.0268582793e-06   1.0763726419e+00   2.8455716329e+00   2.8582792894e+00   
650     9.0268677909e-06   1.0644983828e+00   2.8551059977e+00   2.8677909027e+00   
651     9.0268773025e-06   1.0545710451e+00   2.8646420314e+00   2.8773025161e+00   
652     9.0268868141e-06   1.0462766821e+00   2.8741671543e+00   2.8868141295e+00   
653     9.0268963257e-06   1.0393458451e+00   2.8836857966e+00   2.8963257429e+00   
654     9.0269058374e-06   1.0335486078e+00   2.8932048740e+00   2.9058373563e+00   
655     9.0269153490e-06   1.0286923501e+00   2.9027274829e+00   2.9153489696e+00   
656     9.0269248606e-06   1.0246169152e+00   2.9122540975e+00   2.9248605830e+00   
657     9.0269438838e-06   1.0186832872e+00   2.9313158841e+00   2.9438838098e+00   
658     9.0269629070e-06   1.0143292182e+00   2.9503827933e+00   2.9629070365e+00   
659     9.0269819303e-06   1.0111055033e+00   2.9694510899e+00   2.9819302633e+00   
660     9.0270009535e-06   1.0086951644e+00   2.9885183036e+00   3.0009534901e+00   
661     9.0270199767e-06   1.0068741355e+00   3.0075830389e+00   3.0199767168e+00   
662     9.0270580232e-06   1.0046002749e+00   3.0456961710e+00   3.0580231703e+00   
663     9.0270960696e-06   1.0031404973e+00   3.0837996883e+00   3.0960696239e+00   
664     9.0271341161e-06   1.0021790681e+00   3.1218941508e+00   3.1341160774e+00   
665     9.0272102090e-06   1.0011893176e+00   3.1980498232e+00   3.2102089844e+00   
666     9.0272863019e-06   1.0006613059e+00   3.2741933560e+00   3.2863018915e+00   
667     9.0273623948e-06   1.0003724035e+00   3.3503261512e+00   3.3623947985e+00   
668     9.0275145806e-06   1.0001482195e+00   3.5025589570e+00   3.5145806126e+00   
669     9.0276667664e-06   1.0000599725e+00   3.6547870706e+00   3.6667664266e+00   
670     9.0278189522e-06   1.0000248074e+00   3.8070068308e+00   3.8189522407e+00   
671     9.0279711381e-06   1.0000106513e+00   3.9592204132e+00   3.9711380548e+00   
672     9.0281233239e-06   1.0000048893e+00   4.1114298217e+00   4.1233238689e+00   
673     9.0284276955e-06   1.0000017474e+00   4.4158323287e+00   4.4276954970e+00   
674     9.0287320671e-06   1.0000010054e+00   4.7202392870e+00   4.7320671252e+00   
675     9.0290364388e-06   1.0000008188e+00   5.0246458654e+00   5.0364387533e+00   
676     9.0293408104e-06   1.0000008348e+00   5.3290582501e+00   5.3408103815e+00   
677     9.0296451820e-06   1.0000008233e+00   5.6340699499e+00   5.6451820096e+00   
678     9.0299495536e-06   1.0000003767e+00   5.9386955675e+00   5.9495536377e+00   
679     9.0300000000e-06   1.0000003036e+00   5.9891137816e+00   6.0000000000e+00   
680     9.0303043716e-06   9.9999966037e-01   5.9995928226e+00   6.0000000000e+00   
681     9.0309131149e-06   1.0000001822e+00   5.9999918756e+00   6.0000000000e+00   
682     9.0313693336e-06   1.0000000624e+00   5.9999997788e+00   6.0000000000e+00   
683     9.0322817710e-06   1.0000000094e+00   5.9999999968e+00   6.0000000000e+00   
684     9.0341066458e-06   1.0000000023e+00   6.0000000000e+00   6.0000000000e+00   
685     9.0377563954e-06   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
686     9.0450558946e-06   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
687     9.0596548931e-06   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
688     9.0888528899e-06   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
689     9.1472488837e-06   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
690     9.2640408712e-06   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
691     9.4976248462e-06   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
692     9.7986248462e-06   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
693     1.0099624846e-05   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
694     1.0400624846e-05   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
695     1.0530000000e-05   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
696     1.0530025000e-05   9.9999568338e-01   5.9824353064e+00   5.9750000000e+00   
697     1.0530075000e-05   9.9999743133e-01   5.9352137251e+00   5.9250000000e+00   
698     1.0530125000e-05   9.9999969153e-01   5.8857441076e+00   5.8750000000e+00   
699     1.0530225000e-05   1.0000007915e+00   5.7858446486e+00   5.7750000000e+00   
700     1.0530425000e-05   1.0000005159e+00   5.5858263717e+00   5.5750000000e+00   
701     1.0530825000e-05   1.0000002980e+00   5.1863338778e+00   5.1750000000e+00   
702     1.0531225000e-05   1.0000007155e+00   4.7867602169e+00   4.7750000000e+00   
703     1.0531549026e-05   1.0000008263e+00   4.4627874673e+00   4.4509740851e+00   
704     1.0531873052e-05   1.0000007725e+00   4.1387988067e+00   4.1269481702e+00   
705     1.0532197078e-05   1.0000008157e+00   3.8148139709e+00   3.8029222553e+00   
706     1.0532521104e-05   1.0000010144e+00   3.4908413124e+00   3.4788963404e+00   
707     1.0532845130e-05   1.0000014962e+00   3.1668955802e+00   3.1548704255e+00   
708     1.0533104602e-05   1.0000026819e+00   2.9075433561e+00   2.8953980486e+00   
709     1.0533309273e-05   1.0000048501e+00   2.7030426049e+00   2.6907272750e+00   
710     1.0533464425e-05   1.0000087816e+00   2.5481205375e+00   2.5355751812e+00   
711     1.0533581367e-05   1.0000155261e+00   2.4314686094e+00   2.4186326746e+00   
712     1.0533669284e-05   1.0000267924e+00   2.3438877502e+00   2.3307156635e+00   
713     1.0533735377e-05   1.0000453109e+00   2.2781421162e+00   2.2646227186e+00   
714     1.0533784819e-05   1.0000749788e+00   2.2290446611e+00   2.2151814176e+00   
715     1.0533821673e-05   1.0001186833e+00   2.1926320870e+00   2.1783267653e+00   
716     1.0533849720e-05   1.0001740555e+00   2.1652607751e+00   2.1502800506e+00   
717     1.0533872424e-05   1.0002322742e+00   2.1434460536e+00   2.1275764092e+00   
718     1.0533892462e-05   1.0002757865e+00   2.1244159838e+00   2.1075380080e+00   
719     1.0533912500e-05   1.0002575389e+00   2.1053362495e+00   2.0874996069e+00   
720     1.0533932539e-05   1.0000425270e+00   2.0859430767e+00   2.0674612058e+00   
721     1.0533952577e-05   9.9939306818e-01   2.0666174672e+00   2.0474228047e+00   
722     1.0533972616e-05   9.9820342987e-01   2.0473757321e+00   2.0273844036e+00   
723     1.0533992654e-05   9.9641531020e-01   2.0280947933e+00   2.0073460024e+00   
724     1.0534012692e-05   9.9403491920e-01   2.0087352146e+00   1.9873076013e+00   
725     1.0534032731e-05   9.9107818252e-01   1.9892910622e+00   1.9672692002e+00   
726     1.0534052769e-05   9.8752963713e-01   1.9697773900e+00   1.9472307991e+00   
727     1.0534072808e-05   9.8345319037e-01   1.9502890523e+00   1.9271923979e+00   
728     1.0534092846e-05   9.7959545834e-01   1.9307258767e+00   1.9071539968e+00   
729     1.0534112884e-05   9.7633194600e-01   1.9112154275e+00   1.8871155957e+00   
730     1.0534129702e-05   9.7434494244e-01   1.8947266831e+00   1.8702979843e+00   
731     1.0534146520e-05   9.7379730121e-01   1.8779153376e+00   1.8534803730e+00   
732     1.0534159938e-05   9.7472395321e-01   1.8644070246e+00   1.8400621500e+00   
733     1.0534173356e-05   9.7743501823e-01   1.8508828237e+00   1.8266439271e+00   
734     1.0534185239e-05   9.8171426093e-01   1.8389648601e+00   1.8147611204e+00   
735     1.0534197122e-05   9.8918628133e-01   1.8273027961e+00   1.8028783137e+00   
736     1.0534201876e-05   9.9338933450e-01   1.8226785547e+00   1.7981238130e+00   
737     1.0534206631e-05   9.9968374430e-01   1.8178424899e+00   1.7933693124e+00   
738     1.0534210555e-05   1.0076382724e+00   1.8133864555e+00   1.7894452828e+00   
739     1.0534213237e-05   1.0137089785e+00   1.8105325095e+00   1.7867634997e+00   
740     1.0534215918e-05   1.0201875138e+00   1.8079931498e+00   1.7840817167e+00   
741     1.0534218600e-05   1.0270114985e+00   1.8057158706e+00   1.7813999336e+00   
742     1.0534221282e-05   1.0341273334e+00   1.8036354993e+00   1.7787181506e+00   
743     1.0534223964e-05   1.0414875857e+00   1.8016885523e+00   1.7760363675e+00   
744     1.0534226645e-05   1.0490506087e+00   1.7998195890e+00   1.7733545844e+00   
745     1.0534229327e-05   1.0567802486e+00   1.7979835350e+00   1.7706728014e+00   
746     1.0534232009e-05   1.0646454676e+00   1.7961458066e+00   1.7679910183e+00   
747     1.0534234691e-05   1.0726198854e+00   1.7942813213e+00   1.7653092352e+00   
748     1.0534237373e-05   1.0806812753e+00   1.7923730322e+00   1.7626274522e+00   
749     1.0534240054e-05   1.0888110494e+00   1.7904103566e+00   1.7599456691e+00   
750     1.0534242736e-05   1.0969937620e+00   1.7883876948e+00   1.7572638861e+00   
751     1.0534245418e-05   1.1052166467e+00   1.7863031360e+00   1.7545821030e+00   
752     1.0534248100e-05   1.1134692003e+00   1.7841573817e+00   1.7519003199e+00   
753     1.0534250781e-05   1.1217428138e+00   1.7819528870e+00   1.7492185369e+00   
754     1.0534256145e-05   1.1383251295e+00   1.7773390897e+00   1.7438549707e+00   
755     1.0534261509e-05   1.1549119811e+00   1.7725566179e+00   1.7384914046e+00   
756     1.0534266872e-05   1.1714813524e+00   1.7676357933e+00   1.7331278385e+00   
757     1.0534272236e-05   1.1880181378e+00   1.7626023229e+00   1.7277642724e+00   
758     1.0534282963e-05   1.2208934066e+00   1.7522277457e+00   1.7170371401e+00   
759     1.0534293690e-05   1.2535422626e+00   1.7416433980e+00   1.7063100079e+00   
760     1.0534304417e-05   1.2859459140e+00   1.7309135139e+00   1.6955828756e+00   
761     1.0534325871e-05   1.3496933577e+00   1.7091374958e+00   1.6741286111e+00   
762     1.0534347326e-05   1.4123618295e+00   1.6873602742e+00   1.6526743466e+00   
763     1.0534368780e-05   1.4739281019e+00   1.6654230288e+00   1.6312200821e+00   
764     1.0534390234e-05   1.5343745349e+00   1.6430788056e+00   1.6097658176e+00   
765     1.0534411688e-05   1.5936875541e+00   1.6202611752e+00   1.5883115531e+00   
766     1.0534433143e-05   1.6518581401e+00   1.5969941491e+00   1.5668572886e+00   
767     1.0534454597e-05   1.7088816945e+00   1.5733419762e+00   1.5454030241e+00   
768     1.0534476051e-05   1.7647574758e+00   1.5494682113e+00   1.5239487596e+00   
769     1.0534497506e-05   1.8194877433e+00   1.5256989446e+00   1.5024944951e+00   
770     1.0534518960e-05   1.8730785451e+00   1.5023168254e+00   1.4810402306e+00   
771     1.0534561868e-05   1.9758014264e+00   1.4560916911e+00   1.4381317016e+00   
772     1.0534604777e-05   2.0742021706e+00   1.4105314639e+00   1.3952231726e+00   
773     1.0534647685e-05   2.1684091308e+00   1.3656254415e+00   1.3523146436e+00   
774     1.0534690594e-05   2.2585548501e+00   1.3212412089e+00   1.3094061146e+00   
775     1.0534733502e-05   2.3447730914e+00   1.2772587077e+00   1.2664975856e+00   
776     1.0534776411e-05   2.4271972307e+00   1.2335792778e+00   1.2235890566e+00   
777     1.0534862228e-05   2.5779287377e+00   1.1469133759e+00   1.1377719986e+00   
778     1.0534948045e-05   2.7155229417e+00   1.0606696010e+00   1.0519549406e+00   
779     1.0535000000e-05   2.7941866513e+00   1.0085780555e+00   1.0000000000e+00   
780     1.0535085817e-05   2.9122722194e+00   1.0011766831e+00   1.0000000000e+00   
781     1.0535151844e-05   2.9964260815e+00   1.0004015252e+00   1.0000000000e+00   
782     1.0535205444e-05   3.0604883702e+00   1.0002280857e+00   1.0000000000e+00   
783     1.0535312644e-05   3.1731308476e+00   1.0001071979e+00   1.0000000000e+00   
784     1.0535419843e-05   3.2716784882e+00   1.0000517679e+00   1.0000000000e+00   
785     1.0535527043e-05   3.3575142180e+00   1.0000251152e+00   1.0000000000e+00   
786     1.0535634243e-05   3.4319896408e+00   1.0000122126e+00   1.0000000000e+00   
787     1.0535741442e-05   3.4963927127e+00   1.0000059595e+00   1.0000000000e+00   
788     1.0535848642e-05   3.5519256352e+00   1.0000029269e+00   1.0000000000e+00   
789     1.0536063041e-05   3.6356115209e+00   1.0000009789e+00   1.0000000000e+00   
790     1.0536277440e-05   3.6982862205e+00   1.0000003478e+00   1.0000000000e+00   
791     1.0536491840e-05   3.7450148047e+00   1.0000001384e+00   1.0000000000e+00   
792     1.0536706239e-05   3.7797396547e+00   1.0000000654e+00   1.0000000000e+00   
793     1.0536920638e-05   3.8054819419e+00   1.0000000373e+00   1.0000000000e+00   
794     1.0537349437e-05   3.8356988063e+00   1.0000000191e+00   1.0000000000e+00   
795     1.0537778235e-05   3.8533800337e+00   1.0000000109e+00   1.0000000000e+00   
796     1.0538207034e-05   3.8637083125e+00   1.0000000064e+00   1.0000000000e+00   
797     1.0539064631e-05   3.8722167377e+00   1.0000000027e+00   1.0000000000e+00   
798     1.0539922228e-05   3.8757176970e+00   1.0000000011e+00   1.0000000000e+00   
799     1.0541637422e-05   3.8775303467e+00   1.0000000003e+00   1.0000000000e+00   
800     1.0545067810e-05   3.8780692189e+00   1.0000000000e+00   1.0000000000e+00   
801     1.0551928586e-05   3.8781557420e+00   1.0000000000e+00   1.0000000000e+00   
802     1.0565650139e-05   3.8781629826e+00   1.0000000000e+00   1.0000000000e+00   
803     1.0593093244e-05   3.8781632878e+00   1.0000000000e+00   1.0000000000e+00   
804     1.0647979455e-05   3.8781632943e+00   1.0000000000e+00   1.0000000000e+00   
805     1.0757751875e-05   3.8781632944e+00   1.0000000000e+00   1.0000000000e+00   
806     1.0977296717e-05   3.8781632944e+00   1.0000000000e+00   1.0000000000e+00   
807     1.1278296717e-05   3.8781632944e+00   1.0000000000e+00   1.0000000000e+00   
808     1.1579296717e-05   3.8781632944e+00   1.0000000000e+00   1.0000000000e+00   
809     1.1880296717e-05   3.8781632944e+00   1.0000000000e+00   1.0000000000e+00   
810     1.2035000000e-05   3.8781632944e+00   1.0000000000e+00   1.0000000000e+00   
811     1.2035025000e-05   3.8781652490e+00   1.0190753183e+00   1.0250000000e+00   
812     1.2035048887e-05   3.8781635996e+00   1.0415389274e+00   1.0488871951e+00   
813     1.2035069543e-05   3.8781611315e+00   1.0618325714e+00   1.0695432567e+00   
814     1.2035110855e-05   3.8781568351e+00   1.1029829944e+00   1.1108553799e+00   
815     1.2035193480e-05   3.8781526768e+00   1.1855465997e+00   1.1934796264e+00   
816     1.2035358728e-05   3.8781514855e+00   1.3508204905e+00   1.3587281192e+00   
817     1.2035689225e-05   3.8782167657e+00   1.6794072260e+00   1.6892251050e+00   
818     1.2035804710e-05   3.8782945154e+00   1.7905455680e+00   1.8047104764e+00   
819     1.2035920196e-05   3.8784580119e+00   1.9031368174e+00   1.9201958477e+00   
820     1.2036014349e-05   3.8786404663e+00   1.9951161007e+00   2.0143493943e+00   
821     1.2036108503e-05   3.8788001901e+00   2.0871462332e+00   2.1085029409e+00   
822     1.2036183377e-05   3.8788321488e+00   2.1602700326e+00   2.1833771433e+00   
823     1.2036245748e-05   3.8787248096e+00   2.2211649045e+00   2.2457475112e+00   
824     1.2036296146e-05   3.8785031044e+00   2.2695579513e+00   2.2961462874e+00   
825     1.2036337606e-05   3.8781900630e+00   2.3086708788e+00   2.3376062832e+00   
826     1.2036372044e-05   3.8778090777e+00   2.3410151455e+00   2.3720442977e+00   
827     1.2036400828e-05   3.8773820676e+00   2.3680896199e+00   2.4008281543e+00   
828     1.2036424484e-05   3.8769474801e+00   2.3904368201e+00   2.4244840602e+00   
829     1.2036443367e-05   3.8765552805e+00   2.4083932057e+00   2.4433668691e+00   
830     1.2036458120e-05   3.8762469910e+00   2.4225416983e+00   2.4581196953e+00   
831     1.2036469582e-05   3.8760477057e+00   2.4336305454e+00   2.4695823992e+00   
832     1.2036478508e-05   3.8759754996e+00   2.4423019612e+00   2.4785076277e+00   
833     1.2036485440e-05   3.8760431554e+00   2.4490004850e+00   2.4854396844e+00   
834     1.2036490852e-05   3.8762237127e+00   2.4542137055e+00   2.4908519581e+00   
835     1.2036495425e-05   3.8764707213e+00   2.4586894976e+00   2.4954245388e+00   
836     1.2036499997e-05   3.8767842168e+00   2.4632804477e+00   2.4999971194e+00   
837     1.2036504570e-05   3.8771275541e+00   2.4679758287e+00   2.5045697000e+00   
838     1.2036509142e-05   3.8774583662e+00   2.4727513403e+00   2.5091422807e+00   
839     1.2036513715e-05   3.8777261465e+00   2.4775753156e+00   2.5137148613e+00   
840     1.2036518287e-05   3.8779013538e+00   2.4823559730e+00   2.5182874420e+00   
841     1.2036527433e-05   3.8768378178e+00   2.4912793780e+00   2.5274326032e+00   
842     1.2036536578e-05   3.8714173106e+00   2.5002526352e+00   2.5365777645e+00   
843     1.2036545723e-05   3.8592944369e+00   2.5104108079e+00   2.5457229258e+00   
844     1.2036552221e-05   3.8465806138e+00   2.5180372924e+00   2.5522214396e+00   
845     1.2036558720e-05   3.8292690314e+00   2.5261603313e+00   2.5587199533e+00   
846     1.2036565218e-05   3.8069622309e+00   2.5346255478e+00   2.5652184671e+00   
847     1.2036571717e-05   3.7793535262e+00   2.5432543266e+00   2.5717169809e+00   
848     1.2036578215e-05   3.7462193276e+00   2.5518876691e+00   2.5782154947e+00   
849     1.2036584714e-05   3.7074074771e+00   2.5604092514e+00   2.5847140085e+00   
850     1.2036591213e-05   3.6628245296e+00   2.5687476371e+00   2.5912125223e+00   
851     1.2036597711e-05   3.6124254814e+00   2.5768683304e+00   2.5977110361e+00   
852     1.2036604210e-05   3.5562065340e+00   2.5847631401e+00   2.6042095498e+00   
853     1.2036610708e-05   3.4942005802e+00   2.5924405495e+00   2.6107080636e+00   
854     1.2036617207e-05   3.4264748446e+00   2.5999185751e+00   2.6172065774e+00   
855     1.2036630204e-05   3.2691079390e+00   2.6142608321e+00   2.6302036050e+00   
856     1.2036643201e-05   3.0911869397e+00   2.6281620919e+00   2.6432006325e+00   
857     1.2036656198e-05   2.8946061503e+00   2.6417632437e+00   2.6561976601e+00   
858     1.2036669195e-05   2.6822167002e+00   2.6551742554e+00   2.6691946877e+00   
859     1.2036682192e-05   2.4597582753e+00   2.6684710853e+00   2.6821917153e+00   
860     1.2036695189e-05   2.2405397239e+00   2.6816646396e+00   2.6951887428e+00   
861     1.2036708186e-05   2.0375874324e+00   2.6947369876e+00   2.7081857704e+00   
862     1.2036721183e-05   1.8566193547e+00   2.7078119949e+00   2.7211827980e+00   
863     1.2036732661e-05   1.7156083648e+00   2.7194017486e+00   2.7326613634e+00   
864     1.2036744140e-05   1.5933977925e+00   2.7310118938e+00   2.7441399288e+00   
865     1.2036753652e-05   1.5046941157e+00   2.7406294568e+00   2.7536515422e+00   
