Index        FREQ           Re(V(3))         Im(V(3))
0       1.00000000e+02   -2.98351614e-01  1.72620216e-08   
1       1.25892541e+02   -2.98351614e-01  2.17315977e-08   
2       1.58489319e+02   -2.98351614e-01  2.73584606e-08   
3       1.99526231e+02   -2.98351614e-01  3.44422612e-08   
4       2.51188643e+02   -2.98351614e-01  4.33602379e-08   
5       3.16227766e+02   -2.98351614e-01  5.45873053e-08   
6       3.98107171e+02   -2.98351614e-01  6.87213459e-08   
7       5.01187234e+02   -2.98351614e-01  8.65150486e-08   
8       6.30957344e+02   -2.98351614e-01  1.08915993e-07   
9       7.94328235e+02   -2.98351614e-01  1.37117112e-07   
10      1.00000000e+03   -2.98351614e-01  1.72620216e-07   
11      1.25892541e+03   -2.98351614e-01  2.17315977e-07   
12      1.58489319e+03   -2.98351614e-01  2.73584606e-07   
13      1.99526231e+03   -2.98351614e-01  3.44422612e-07   
14      2.51188643e+03   -2.98351614e-01  4.33602379e-07   
15      3.16227766e+03   -2.98351614e-01  5.45873053e-07   
16      3.98107171e+03   -2.98351614e-01  6.87213459e-07   
17      5.01187234e+03   -2.98351614e-01  8.65150486e-07   
18      6.30957344e+03   -2.98351614e-01  1.08915993e-06   
19      7.94328235e+03   -2.98351614e-01  1.37117112e-06   
20      1.00000000e+04   -2.98351614e-01  1.72620216e-06   
21      1.25892541e+04   -2.98351614e-01  2.17315977e-06   
22      1.58489319e+04   -2.98351614e-01  2.73584606e-06   
23      1.99526231e+04   -2.98351614e-01  3.44422612e-06   
24      2.51188643e+04   -2.98351614e-01  4.33602379e-06   
25      3.16227766e+04   -2.98351614e-01  5.45873053e-06   
26      3.98107171e+04   -2.98351614e-01  6.87213458e-06   
27      5.01187234e+04   -2.98351614e-01  8.65150486e-06   
28      6.30957344e+04   -2.98351614e-01  1.08915993e-05   
29      7.94328235e+04   -2.98351613e-01  1.37117111e-05   
30      1.00000000e+05   -2.98351613e-01  1.72620216e-05   
31      1.25892541e+05   -2.98351612e-01  2.17315976e-05   
32      1.58489319e+05   -2.98351611e-01  2.73584603e-05   
33      1.99526231e+05   -2.98351610e-01  3.44422608e-05   
34      2.51188643e+05   -2.98351608e-01  4.33602370e-05   
35      3.16227766e+05   -2.98351604e-01  5.45873035e-05   
36      3.98107171e+05   -2.98351598e-01  6.87213422e-05   
37      5.01187234e+05   -2.98351589e-01  8.65150414e-05   
38      6.30957344e+05   -2.98351574e-01  1.08915979e-04   
39      7.94328235e+05   -2.98351551e-01  1.37117083e-04   
40      1.00000000e+06   -2.98351514e-01  1.72620158e-04   
41      1.25892541e+06   -2.98351456e-01  2.17315861e-04   
42      1.58489319e+06   -2.98351363e-01  2.73584376e-04   
43      1.99526231e+06   -2.98351216e-01  3.44422153e-04   
44      2.51188643e+06   -2.98350984e-01  4.33601463e-04   
45      3.16227766e+06   -2.98350615e-01  5.45871226e-04   
46      3.98107171e+06   -2.98350031e-01  6.87209813e-04   
47      5.01187234e+06   -2.98349105e-01  8.65143212e-04   
48      6.30957344e+06   -2.98347638e-01  1.08914542e-03   
49      7.94328235e+06   -2.98345312e-01  1.37114216e-03   
50      1.00000000e+07   -2.98341627e-01  1.72614438e-03   
51      1.25892541e+07   -2.98335786e-01  2.17304448e-03   
52      1.58489319e+07   -2.98326529e-01  2.73561603e-03   
53      1.99526231e+07   -2.98311858e-01  3.44376718e-03   
54      2.51188643e+07   -2.98288611e-01  4.33510815e-03   
55      3.16227766e+07   -2.98251773e-01  5.45690381e-03   
56      3.98107171e+07   -2.98193407e-01  6.86849051e-03   
57      5.01187234e+07   -2.98100951e-01  8.64423622e-03   
58      6.30957344e+07   -2.97954535e-01  1.08771036e-02   
59      7.94328235e+07   -2.97722776e-01  1.36828109e-02   
60      1.00000000e+08   -2.97356200e-01  1.72044290e-02   
61      1.25892541e+08   -2.96777062e-01  2.16169091e-02   
62      1.58489319e+08   -2.95863797e-01  2.71303310e-02   
63      1.99526231e+08   -2.94427827e-01  3.39892920e-02   
64      2.51188643e+08   -2.92180303e-01  4.24633447e-02   
65      3.16227766e+08   -2.88687662e-01  5.28191598e-02   
66      3.98107171e+08   -2.83320061e-01  6.52590265e-02   
67      5.01187234e+08   -2.75210143e-01  7.98045587e-02   
68      6.30957344e+08   -2.63266554e-01  9.61078704e-02   
69      7.94328235e+08   -2.46324064e-01  1.13206172e-01   
70      1.00000000e+09   -2.23525447e-01  1.29327308e-01   
