Index     V(DRAIN)           V(GATE)          I(VDRAIN)    
928      9.28000000e-01    1.00000000e+00   -4.84016998e-03
929      9.29000000e-01    1.00000000e+00   -4.84071433e-03
930      9.30000000e-01    1.00000000e+00   -4.84125704e-03
931      9.31000000e-01    1.00000000e+00   -4.84179811e-03
932      9.32000000e-01    1.00000000e+00   -4.84233755e-03
933      9.33000000e-01    1.00000000e+00   -4.84287538e-03
934      9.34000000e-01    1.00000000e+00   -4.84341160e-03
935      9.35000000e-01    1.00000000e+00   -4.84394623e-03
936      9.36000000e-01    1.00000000e+00   -4.84447926e-03
937      9.37000000e-01    1.00000000e+00   -4.84501071e-03
938      9.38000000e-01    1.00000000e+00   -4.84554059e-03
939      9.39000000e-01    1.00000000e+00   -4.84606890e-03
940      9.40000000e-01    1.00000000e+00   -4.84659566e-03
941      9.41000000e-01    1.00000000e+00   -4.84712087e-03
942      9.42000000e-01    1.00000000e+00   -4.84764455e-03
943      9.43000000e-01    1.00000000e+00   -4.84816669e-03
944      9.44000000e-01    1.00000000e+00   -4.84868732e-03
945      9.45000000e-01    1.00000000e+00   -4.84920643e-03
946      9.46000000e-01    1.00000000e+00   -4.84972403e-03
947      9.47000000e-01    1.00000000e+00   -4.85024014e-03
948      9.48000000e-01    1.00000000e+00   -4.85075477e-03
949      9.49000000e-01    1.00000000e+00   -4.85126791e-03
950      9.50000000e-01    1.00000000e+00   -4.85177958e-03
951      9.51000000e-01    1.00000000e+00   -4.85228979e-03
952      9.52000000e-01    1.00000000e+00   -4.85279854e-03
953      9.53000000e-01    1.00000000e+00   -4.85330584e-03
954      9.54000000e-01    1.00000000e+00   -4.85381171e-03
955      9.55000000e-01    1.00000000e+00   -4.85431614e-03
956      9.56000000e-01    1.00000000e+00   -4.85481914e-03
957      9.57000000e-01    1.00000000e+00   -4.85532073e-03
958      9.58000000e-01    1.00000000e+00   -4.85582092e-03
959      9.59000000e-01    1.00000000e+00   -4.85631970e-03
960      9.60000000e-01    1.00000000e+00   -4.85681708e-03
961      9.61000000e-01    1.00000000e+00   -4.85731308e-03
962      9.62000000e-01    1.00000000e+00   -4.85780770e-03
963      9.63000000e-01    1.00000000e+00   -4.85830095e-03
964      9.64000000e-01    1.00000000e+00   -4.85879284e-03
965      9.65000000e-01    1.00000000e+00   -4.85928337e-03
966      9.66000000e-01    1.00000000e+00   -4.85977255e-03
967      9.67000000e-01    1.00000000e+00   -4.86026039e-03
968      9.68000000e-01    1.00000000e+00   -4.86074689e-03
969      9.69000000e-01    1.00000000e+00   -4.86123206e-03
970      9.70000000e-01    1.00000000e+00   -4.86171592e-03
971      9.71000000e-01    1.00000000e+00   -4.86219846e-03
972      9.72000000e-01    1.00000000e+00   -4.86267969e-03
973      9.73000000e-01    1.00000000e+00   -4.86315962e-03
974      9.74000000e-01    1.00000000e+00   -4.86363826e-03
975      9.75000000e-01    1.00000000e+00   -4.86411562e-03
976      9.76000000e-01    1.00000000e+00   -4.86459169e-03
977      9.77000000e-01    1.00000000e+00   -4.86506650e-03
978      9.78000000e-01    1.00000000e+00   -4.86554003e-03
979      9.79000000e-01    1.00000000e+00   -4.86601231e-03
980      9.80000000e-01    1.00000000e+00   -4.86648334e-03
981      9.81000000e-01    1.00000000e+00   -4.86695312e-03
982      9.82000000e-01    1.00000000e+00   -4.86742166e-03
983      9.83000000e-01    1.00000000e+00   -4.86788896e-03
984      9.84000000e-01    1.00000000e+00   -4.86835505e-03
985      9.85000000e-01    1.00000000e+00   -4.86881991e-03
986      9.86000000e-01    1.00000000e+00   -4.86928355e-03
987      9.87000000e-01    1.00000000e+00   -4.86974599e-03
988      9.88000000e-01    1.00000000e+00   -4.87020723e-03
989      9.89000000e-01    1.00000000e+00   -4.87066728e-03
990      9.90000000e-01    1.00000000e+00   -4.87112614e-03
991      9.91000000e-01    1.00000000e+00   -4.87158381e-03
992      9.92000000e-01    1.00000000e+00   -4.87204031e-03
993      9.93000000e-01    1.00000000e+00   -4.87249564e-03
994      9.94000000e-01    1.00000000e+00   -4.87294980e-03
995      9.95000000e-01    1.00000000e+00   -4.87340281e-03
996      9.96000000e-01    1.00000000e+00   -4.87385466e-03
997      9.97000000e-01    1.00000000e+00   -4.87430537e-03
998      9.98000000e-01    1.00000000e+00   -4.87475494e-03
999      9.99000000e-01    1.00000000e+00   -4.87520337e-03
1000     1.00000000e+00    1.00000000e+00   -4.87565068e-03
End of Xyce(TM) Simulation
