Index     V(DRAIN)           V(GATE)          I(VDRAIN)    
463      4.63000000e-01    1.00000000e+00   -3.97411420e-03
464      4.64000000e-01    1.00000000e+00   -3.97909728e-03
465      4.65000000e-01    1.00000000e+00   -3.98405671e-03
466      4.66000000e-01    1.00000000e+00   -3.98899251e-03
467      4.67000000e-01    1.00000000e+00   -3.99390473e-03
468      4.68000000e-01    1.00000000e+00   -3.99879340e-03
469      4.69000000e-01    1.00000000e+00   -4.00365856e-03
470      4.70000000e-01    1.00000000e+00   -4.00850024e-03
471      4.71000000e-01    1.00000000e+00   -4.01331849e-03
472      4.72000000e-01    1.00000000e+00   -4.01811335e-03
473      4.73000000e-01    1.00000000e+00   -4.02288485e-03
474      4.74000000e-01    1.00000000e+00   -4.02763305e-03
475      4.75000000e-01    1.00000000e+00   -4.03235798e-03
476      4.76000000e-01    1.00000000e+00   -4.03705968e-03
477      4.77000000e-01    1.00000000e+00   -4.04173822e-03
478      4.78000000e-01    1.00000000e+00   -4.04639362e-03
479      4.79000000e-01    1.00000000e+00   -4.05102595e-03
480      4.80000000e-01    1.00000000e+00   -4.05563524e-03
481      4.81000000e-01    1.00000000e+00   -4.06022155e-03
482      4.82000000e-01    1.00000000e+00   -4.06478493e-03
483      4.83000000e-01    1.00000000e+00   -4.06932544e-03
484      4.84000000e-01    1.00000000e+00   -4.07384311e-03
485      4.85000000e-01    1.00000000e+00   -4.07833802e-03
486      4.86000000e-01    1.00000000e+00   -4.08281020e-03
487      4.87000000e-01    1.00000000e+00   -4.08725973e-03
488      4.88000000e-01    1.00000000e+00   -4.09168665e-03
489      4.89000000e-01    1.00000000e+00   -4.09609102e-03
490      4.90000000e-01    1.00000000e+00   -4.10047290e-03
491      4.91000000e-01    1.00000000e+00   -4.10483235e-03
492      4.92000000e-01    1.00000000e+00   -4.10916942e-03
493      4.93000000e-01    1.00000000e+00   -4.11348419e-03
494      4.94000000e-01    1.00000000e+00   -4.11777671e-03
495      4.95000000e-01    1.00000000e+00   -4.12204704e-03
496      4.96000000e-01    1.00000000e+00   -4.12629524e-03
497      4.97000000e-01    1.00000000e+00   -4.13052139e-03
498      4.98000000e-01    1.00000000e+00   -4.13472554e-03
499      4.99000000e-01    1.00000000e+00   -4.13890776e-03
500      5.00000000e-01    1.00000000e+00   -4.14306811e-03
501      5.01000000e-01    1.00000000e+00   -4.14720667e-03
502      5.02000000e-01    1.00000000e+00   -4.15132350e-03
503      5.03000000e-01    1.00000000e+00   -4.15541867e-03
504      5.04000000e-01    1.00000000e+00   -4.15949224e-03
505      5.05000000e-01    1.00000000e+00   -4.16354429e-03
506      5.06000000e-01    1.00000000e+00   -4.16757489e-03
507      5.07000000e-01    1.00000000e+00   -4.17158410e-03
508      5.08000000e-01    1.00000000e+00   -4.17557200e-03
509      5.09000000e-01    1.00000000e+00   -4.17953867e-03
510      5.10000000e-01    1.00000000e+00   -4.18348416e-03
511      5.11000000e-01    1.00000000e+00   -4.18740857e-03
512      5.12000000e-01    1.00000000e+00   -4.19131195e-03
513      5.13000000e-01    1.00000000e+00   -4.19519440e-03
514      5.14000000e-01    1.00000000e+00   -4.19905597e-03
515      5.15000000e-01    1.00000000e+00   -4.20289674e-03
516      5.16000000e-01    1.00000000e+00   -4.20671680e-03
517      5.17000000e-01    1.00000000e+00   -4.21051622e-03
518      5.18000000e-01    1.00000000e+00   -4.21429507e-03
519      5.19000000e-01    1.00000000e+00   -4.21805343e-03
520      5.20000000e-01    1.00000000e+00   -4.22179138e-03
521      5.21000000e-01    1.00000000e+00   -4.22550900e-03
522      5.22000000e-01    1.00000000e+00   -4.22920637e-03
523      5.23000000e-01    1.00000000e+00   -4.23288357e-03
524      5.24000000e-01    1.00000000e+00   -4.23654067e-03
525      5.25000000e-01    1.00000000e+00   -4.24017776e-03
526      5.26000000e-01    1.00000000e+00   -4.24379491e-03
527      5.27000000e-01    1.00000000e+00   -4.24739222e-03
528      5.28000000e-01    1.00000000e+00   -4.25096975e-03
529      5.29000000e-01    1.00000000e+00   -4.25452759e-03
530      5.30000000e-01    1.00000000e+00   -4.25806583e-03
531      5.31000000e-01    1.00000000e+00   -4.26158454e-03
532      5.32000000e-01    1.00000000e+00   -4.26508380e-03
533      5.33000000e-01    1.00000000e+00   -4.26856371e-03
534      5.34000000e-01    1.00000000e+00   -4.27202434e-03
535      5.35000000e-01    1.00000000e+00   -4.27546578e-03
536      5.36000000e-01    1.00000000e+00   -4.27888811e-03
537      5.37000000e-01    1.00000000e+00   -4.28229141e-03
538      5.38000000e-01    1.00000000e+00   -4.28567577e-03
539      5.39000000e-01    1.00000000e+00   -4.28904128e-03
540      5.40000000e-01    1.00000000e+00   -4.29238801e-03
541      5.41000000e-01    1.00000000e+00   -4.29571606e-03
542      5.42000000e-01    1.00000000e+00   -4.29902550e-03
543      5.43000000e-01    1.00000000e+00   -4.30231643e-03
544      5.44000000e-01    1.00000000e+00   -4.30558893e-03
545      5.45000000e-01    1.00000000e+00   -4.30884308e-03
546      5.46000000e-01    1.00000000e+00   -4.31207897e-03
547      5.47000000e-01    1.00000000e+00   -4.31529669e-03
548      5.48000000e-01    1.00000000e+00   -4.31849632e-03
549      5.49000000e-01    1.00000000e+00   -4.32167796e-03
550      5.50000000e-01    1.00000000e+00   -4.32484167e-03
551      5.51000000e-01    1.00000000e+00   -4.32798756e-03
552      5.52000000e-01    1.00000000e+00   -4.33111571e-03
553      5.53000000e-01    1.00000000e+00   -4.33422621e-03
554      5.54000000e-01    1.00000000e+00   -4.33731914e-03
555      5.55000000e-01    1.00000000e+00   -4.34039458e-03
556      5.56000000e-01    1.00000000e+00   -4.34345264e-03
557      5.57000000e-01    1.00000000e+00   -4.34649338e-03
558      5.58000000e-01    1.00000000e+00   -4.34951691e-03
559      5.59000000e-01    1.00000000e+00   -4.35252331e-03
560      5.60000000e-01    1.00000000e+00   -4.35551266e-03
561      5.61000000e-01    1.00000000e+00   -4.35848505e-03
562      5.62000000e-01    1.00000000e+00   -4.36144057e-03
563      5.63000000e-01    1.00000000e+00   -4.36437931e-03
564      5.64000000e-01    1.00000000e+00   -4.36730135e-03
565      5.65000000e-01    1.00000000e+00   -4.37020678e-03
566      5.66000000e-01    1.00000000e+00   -4.37309569e-03
567      5.67000000e-01    1.00000000e+00   -4.37596816e-03
568      5.68000000e-01    1.00000000e+00   -4.37882429e-03
569      5.69000000e-01    1.00000000e+00   -4.38166416e-03
570      5.70000000e-01    1.00000000e+00   -4.38448785e-03
571      5.71000000e-01    1.00000000e+00   -4.38729545e-03
572      5.72000000e-01    1.00000000e+00   -4.39008706e-03
573      5.73000000e-01    1.00000000e+00   -4.39286275e-03
574      5.74000000e-01    1.00000000e+00   -4.39562261e-03
575      5.75000000e-01    1.00000000e+00   -4.39836673e-03
576      5.76000000e-01    1.00000000e+00   -4.40109520e-03
577      5.77000000e-01    1.00000000e+00   -4.40380810e-03
578      5.78000000e-01    1.00000000e+00   -4.40650552e-03
579      5.79000000e-01    1.00000000e+00   -4.40918754e-03
580      5.80000000e-01    1.00000000e+00   -4.41185425e-03
581      5.81000000e-01    1.00000000e+00   -4.41450574e-03
582      5.82000000e-01    1.00000000e+00   -4.41714210e-03
583      5.83000000e-01    1.00000000e+00   -4.41976340e-03
584      5.84000000e-01    1.00000000e+00   -4.42236973e-03
585      5.85000000e-01    1.00000000e+00   -4.42496118e-03
586      5.86000000e-01    1.00000000e+00   -4.42753783e-03
587      5.87000000e-01    1.00000000e+00   -4.43009977e-03
588      5.88000000e-01    1.00000000e+00   -4.43264708e-03
589      5.89000000e-01    1.00000000e+00   -4.43517985e-03
590      5.90000000e-01    1.00000000e+00   -4.43769817e-03
591      5.91000000e-01    1.00000000e+00   -4.44020210e-03
592      5.92000000e-01    1.00000000e+00   -4.44269175e-03
593      5.93000000e-01    1.00000000e+00   -4.44516719e-03
594      5.94000000e-01    1.00000000e+00   -4.44762850e-03
595      5.95000000e-01    1.00000000e+00   -4.45007578e-03
596      5.96000000e-01    1.00000000e+00   -4.45250910e-03
597      5.97000000e-01    1.00000000e+00   -4.45492854e-03
598      5.98000000e-01    1.00000000e+00   -4.45733419e-03
599      5.99000000e-01    1.00000000e+00   -4.45972613e-03
600      6.00000000e-01    1.00000000e+00   -4.46210444e-03
601      6.01000000e-01    1.00000000e+00   -4.46446921e-03
602      6.02000000e-01    1.00000000e+00   -4.46682051e-03
603      6.03000000e-01    1.00000000e+00   -4.46915843e-03
604      6.04000000e-01    1.00000000e+00   -4.47148305e-03
605      6.05000000e-01    1.00000000e+00   -4.47379444e-03
606      6.06000000e-01    1.00000000e+00   -4.47609270e-03
607      6.07000000e-01    1.00000000e+00   -4.47837789e-03
608      6.08000000e-01    1.00000000e+00   -4.48065011e-03
609      6.09000000e-01    1.00000000e+00   -4.48290942e-03
610      6.10000000e-01    1.00000000e+00   -4.48515591e-03
611      6.11000000e-01    1.00000000e+00   -4.48738966e-03
612      6.12000000e-01    1.00000000e+00   -4.48961074e-03
613      6.13000000e-01    1.00000000e+00   -4.49181924e-03
614      6.14000000e-01    1.00000000e+00   -4.49401523e-03
615      6.15000000e-01    1.00000000e+00   -4.49619879e-03
616      6.16000000e-01    1.00000000e+00   -4.49837000e-03
617      6.17000000e-01    1.00000000e+00   -4.50052894e-03
618      6.18000000e-01    1.00000000e+00   -4.50267567e-03
619      6.19000000e-01    1.00000000e+00   -4.50481029e-03
620      6.20000000e-01    1.00000000e+00   -4.50693286e-03
621      6.21000000e-01    1.00000000e+00   -4.50904347e-03
622      6.22000000e-01    1.00000000e+00   -4.51114218e-03
623      6.23000000e-01    1.00000000e+00   -4.51322907e-03
624      6.24000000e-01    1.00000000e+00   -4.51530422e-03
625      6.25000000e-01    1.00000000e+00   -4.51736771e-03
626      6.26000000e-01    1.00000000e+00   -4.51941959e-03
627      6.27000000e-01    1.00000000e+00   -4.52145996e-03
628      6.28000000e-01    1.00000000e+00   -4.52348889e-03
629      6.29000000e-01    1.00000000e+00   -4.52550644e-03
630      6.30000000e-01    1.00000000e+00   -4.52751269e-03
631      6.31000000e-01    1.00000000e+00   -4.52950772e-03
632      6.32000000e-01    1.00000000e+00   -4.53149159e-03
633      6.33000000e-01    1.00000000e+00   -4.53346438e-03
634      6.34000000e-01    1.00000000e+00   -4.53542616e-03
635      6.35000000e-01    1.00000000e+00   -4.53737700e-03
636      6.36000000e-01    1.00000000e+00   -4.53931697e-03
637      6.37000000e-01    1.00000000e+00   -4.54124614e-03
638      6.38000000e-01    1.00000000e+00   -4.54316458e-03
639      6.39000000e-01    1.00000000e+00   -4.54507237e-03
640      6.40000000e-01    1.00000000e+00   -4.54696957e-03
641      6.41000000e-01    1.00000000e+00   -4.54885625e-03
642      6.42000000e-01    1.00000000e+00   -4.55073248e-03
643      6.43000000e-01    1.00000000e+00   -4.55259833e-03
644      6.44000000e-01    1.00000000e+00   -4.55445386e-03
645      6.45000000e-01    1.00000000e+00   -4.55629915e-03
646      6.46000000e-01    1.00000000e+00   -4.55813426e-03
647      6.47000000e-01    1.00000000e+00   -4.55995926e-03
648      6.48000000e-01    1.00000000e+00   -4.56177421e-03
649      6.49000000e-01    1.00000000e+00   -4.56357919e-03
650      6.50000000e-01    1.00000000e+00   -4.56537425e-03
651      6.51000000e-01    1.00000000e+00   -4.56715947e-03
652      6.52000000e-01    1.00000000e+00   -4.56893490e-03
653      6.53000000e-01    1.00000000e+00   -4.57070062e-03
654      6.54000000e-01    1.00000000e+00   -4.57245669e-03
655      6.55000000e-01    1.00000000e+00   -4.57420317e-03
656      6.56000000e-01    1.00000000e+00   -4.57594012e-03
657      6.57000000e-01    1.00000000e+00   -4.57766762e-03
658      6.58000000e-01    1.00000000e+00   -4.57938571e-03
659      6.59000000e-01    1.00000000e+00   -4.58109447e-03
660      6.60000000e-01    1.00000000e+00   -4.58279396e-03
661      6.61000000e-01    1.00000000e+00   -4.58448424e-03
662      6.62000000e-01    1.00000000e+00   -4.58616537e-03
663      6.63000000e-01    1.00000000e+00   -4.58783741e-03
664      6.64000000e-01    1.00000000e+00   -4.58950043e-03
665      6.65000000e-01    1.00000000e+00   -4.59115447e-03
666      6.66000000e-01    1.00000000e+00   -4.59279962e-03
667      6.67000000e-01    1.00000000e+00   -4.59443591e-03
668      6.68000000e-01    1.00000000e+00   -4.59606342e-03
669      6.69000000e-01    1.00000000e+00   -4.59768220e-03
670      6.70000000e-01    1.00000000e+00   -4.59929232e-03
671      6.71000000e-01    1.00000000e+00   -4.60089382e-03
672      6.72000000e-01    1.00000000e+00   -4.60248677e-03
673      6.73000000e-01    1.00000000e+00   -4.60407123e-03
674      6.74000000e-01    1.00000000e+00   -4.60564724e-03
675      6.75000000e-01    1.00000000e+00   -4.60721488e-03
676      6.76000000e-01    1.00000000e+00   -4.60877419e-03
677      6.77000000e-01    1.00000000e+00   -4.61032524e-03
678      6.78000000e-01    1.00000000e+00   -4.61186807e-03
679      6.79000000e-01    1.00000000e+00   -4.61340275e-03
680      6.80000000e-01    1.00000000e+00   -4.61492933e-03
681      6.81000000e-01    1.00000000e+00   -4.61644786e-03
682      6.82000000e-01    1.00000000e+00   -4.61795840e-03
683      6.83000000e-01    1.00000000e+00   -4.61946100e-03
684      6.84000000e-01    1.00000000e+00   -4.62095572e-03
685      6.85000000e-01    1.00000000e+00   -4.62244261e-03
686      6.86000000e-01    1.00000000e+00   -4.62392172e-03
687      6.87000000e-01    1.00000000e+00   -4.62539310e-03
688      6.88000000e-01    1.00000000e+00   -4.62685682e-03
689      6.89000000e-01    1.00000000e+00   -4.62831291e-03
690      6.90000000e-01    1.00000000e+00   -4.62976144e-03
691      6.91000000e-01    1.00000000e+00   -4.63120245e-03
692      6.92000000e-01    1.00000000e+00   -4.63263600e-03
693      6.93000000e-01    1.00000000e+00   -4.63406213e-03
694      6.94000000e-01    1.00000000e+00   -4.63548089e-03
695      6.95000000e-01    1.00000000e+00   -4.63689234e-03
696      6.96000000e-01    1.00000000e+00   -4.63829653e-03
697      6.97000000e-01    1.00000000e+00   -4.63969350e-03
698      6.98000000e-01    1.00000000e+00   -4.64108331e-03
699      6.99000000e-01    1.00000000e+00   -4.64246600e-03
700      7.00000000e-01    1.00000000e+00   -4.64384162e-03
701      7.01000000e-01    1.00000000e+00   -4.64521022e-03
702      7.02000000e-01    1.00000000e+00   -4.64657185e-03
703      7.03000000e-01    1.00000000e+00   -4.64792655e-03
704      7.04000000e-01    1.00000000e+00   -4.64927437e-03
705      7.05000000e-01    1.00000000e+00   -4.65061536e-03
706      7.06000000e-01    1.00000000e+00   -4.65194957e-03
707      7.07000000e-01    1.00000000e+00   -4.65327703e-03
708      7.08000000e-01    1.00000000e+00   -4.65459781e-03
709      7.09000000e-01    1.00000000e+00   -4.65591193e-03
710      7.10000000e-01    1.00000000e+00   -4.65721946e-03
711      7.11000000e-01    1.00000000e+00   -4.65852042e-03
712      7.12000000e-01    1.00000000e+00   -4.65981488e-03
713      7.13000000e-01    1.00000000e+00   -4.66110286e-03
714      7.14000000e-01    1.00000000e+00   -4.66238442e-03
715      7.15000000e-01    1.00000000e+00   -4.66365960e-03
716      7.16000000e-01    1.00000000e+00   -4.66492844e-03
717      7.17000000e-01    1.00000000e+00   -4.66619099e-03
718      7.18000000e-01    1.00000000e+00   -4.66744729e-03
719      7.19000000e-01    1.00000000e+00   -4.66869737e-03
720      7.20000000e-01    1.00000000e+00   -4.66994129e-03
721      7.21000000e-01    1.00000000e+00   -4.67117909e-03
722      7.22000000e-01    1.00000000e+00   -4.67241080e-03
723      7.23000000e-01    1.00000000e+00   -4.67363647e-03
724      7.24000000e-01    1.00000000e+00   -4.67485614e-03
725      7.25000000e-01    1.00000000e+00   -4.67606984e-03
726      7.26000000e-01    1.00000000e+00   -4.67727763e-03
727      7.27000000e-01    1.00000000e+00   -4.67847954e-03
728      7.28000000e-01    1.00000000e+00   -4.67967561e-03
729      7.29000000e-01    1.00000000e+00   -4.68086587e-03
730      7.30000000e-01    1.00000000e+00   -4.68205038e-03
731      7.31000000e-01    1.00000000e+00   -4.68322916e-03
732      7.32000000e-01    1.00000000e+00   -4.68440226e-03
733      7.33000000e-01    1.00000000e+00   -4.68556972e-03
734      7.34000000e-01    1.00000000e+00   -4.68673157e-03
735      7.35000000e-01    1.00000000e+00   -4.68788785e-03
736      7.36000000e-01    1.00000000e+00   -4.68903860e-03
737      7.37000000e-01    1.00000000e+00   -4.69018385e-03
738      7.38000000e-01    1.00000000e+00   -4.69132365e-03
739      7.39000000e-01    1.00000000e+00   -4.69245803e-03
740      7.40000000e-01    1.00000000e+00   -4.69358702e-03
741      7.41000000e-01    1.00000000e+00   -4.69471067e-03
742      7.42000000e-01    1.00000000e+00   -4.69582901e-03
743      7.43000000e-01    1.00000000e+00   -4.69694207e-03
744      7.44000000e-01    1.00000000e+00   -4.69804989e-03
745      7.45000000e-01    1.00000000e+00   -4.69915251e-03
746      7.46000000e-01    1.00000000e+00   -4.70024995e-03
747      7.47000000e-01    1.00000000e+00   -4.70134227e-03
748      7.48000000e-01    1.00000000e+00   -4.70242948e-03
749      7.49000000e-01    1.00000000e+00   -4.70351163e-03
750      7.50000000e-01    1.00000000e+00   -4.70458874e-03
751      7.51000000e-01    1.00000000e+00   -4.70566086e-03
752      7.52000000e-01    1.00000000e+00   -4.70672801e-03
753      7.53000000e-01    1.00000000e+00   -4.70779023e-03
754      7.54000000e-01    1.00000000e+00   -4.70884756e-03
755      7.55000000e-01    1.00000000e+00   -4.70990002e-03
756      7.56000000e-01    1.00000000e+00   -4.71094764e-03
757      7.57000000e-01    1.00000000e+00   -4.71199046e-03
758      7.58000000e-01    1.00000000e+00   -4.71302852e-03
759      7.59000000e-01    1.00000000e+00   -4.71406184e-03
760      7.60000000e-01    1.00000000e+00   -4.71509045e-03
761      7.61000000e-01    1.00000000e+00   -4.71611439e-03
762      7.62000000e-01    1.00000000e+00   -4.71713369e-03
763      7.63000000e-01    1.00000000e+00   -4.71814838e-03
764      7.64000000e-01    1.00000000e+00   -4.71915848e-03
765      7.65000000e-01    1.00000000e+00   -4.72016403e-03
766      7.66000000e-01    1.00000000e+00   -4.72116507e-03
767      7.67000000e-01    1.00000000e+00   -4.72216161e-03
768      7.68000000e-01    1.00000000e+00   -4.72315370e-03
769      7.69000000e-01    1.00000000e+00   -4.72414135e-03
770      7.70000000e-01    1.00000000e+00   -4.72512460e-03
771      7.71000000e-01    1.00000000e+00   -4.72610348e-03
772      7.72000000e-01    1.00000000e+00   -4.72707801e-03
773      7.73000000e-01    1.00000000e+00   -4.72804824e-03
774      7.74000000e-01    1.00000000e+00   -4.72901417e-03
775      7.75000000e-01    1.00000000e+00   -4.72997585e-03
776      7.76000000e-01    1.00000000e+00   -4.73093329e-03
777      7.77000000e-01    1.00000000e+00   -4.73188654e-03
778      7.78000000e-01    1.00000000e+00   -4.73283561e-03
779      7.79000000e-01    1.00000000e+00   -4.73378054e-03
780      7.80000000e-01    1.00000000e+00   -4.73472134e-03
781      7.81000000e-01    1.00000000e+00   -4.73565805e-03
782      7.82000000e-01    1.00000000e+00   -4.73659070e-03
783      7.83000000e-01    1.00000000e+00   -4.73751931e-03
784      7.84000000e-01    1.00000000e+00   -4.73844391e-03
785      7.85000000e-01    1.00000000e+00   -4.73936452e-03
786      7.86000000e-01    1.00000000e+00   -4.74028117e-03
787      7.87000000e-01    1.00000000e+00   -4.74119388e-03
788      7.88000000e-01    1.00000000e+00   -4.74210269e-03
789      7.89000000e-01    1.00000000e+00   -4.74300762e-03
790      7.90000000e-01    1.00000000e+00   -4.74390868e-03
791      7.91000000e-01    1.00000000e+00   -4.74480592e-03
792      7.92000000e-01    1.00000000e+00   -4.74569935e-03
793      7.93000000e-01    1.00000000e+00   -4.74658899e-03
794      7.94000000e-01    1.00000000e+00   -4.74747488e-03
795      7.95000000e-01    1.00000000e+00   -4.74835704e-03
796      7.96000000e-01    1.00000000e+00   -4.74923548e-03
797      7.97000000e-01    1.00000000e+00   -4.75011024e-03
798      7.98000000e-01    1.00000000e+00   -4.75098134e-03
799      7.99000000e-01    1.00000000e+00   -4.75184880e-03
800      8.00000000e-01    1.00000000e+00   -4.75271265e-03
801      8.01000000e-01    1.00000000e+00   -4.75357290e-03
802      8.02000000e-01    1.00000000e+00   -4.75442959e-03
803      8.03000000e-01    1.00000000e+00   -4.75528273e-03
804      8.04000000e-01    1.00000000e+00   -4.75613236e-03
805      8.05000000e-01    1.00000000e+00   -4.75697848e-03
806      8.06000000e-01    1.00000000e+00   -4.75782112e-03
807      8.07000000e-01    1.00000000e+00   -4.75866032e-03
808      8.08000000e-01    1.00000000e+00   -4.75949607e-03
809      8.09000000e-01    1.00000000e+00   -4.76032842e-03
810      8.10000000e-01    1.00000000e+00   -4.76115739e-03
811      8.11000000e-01    1.00000000e+00   -4.76198298e-03
812      8.12000000e-01    1.00000000e+00   -4.76280523e-03
813      8.13000000e-01    1.00000000e+00   -4.76362416e-03
814      8.14000000e-01    1.00000000e+00   -4.76443978e-03
815      8.15000000e-01    1.00000000e+00   -4.76525212e-03
816      8.16000000e-01    1.00000000e+00   -4.76606120e-03
817      8.17000000e-01    1.00000000e+00   -4.76686705e-03
818      8.18000000e-01    1.00000000e+00   -4.76766967e-03
819      8.19000000e-01    1.00000000e+00   -4.76846909e-03
820      8.20000000e-01    1.00000000e+00   -4.76926534e-03
821      8.21000000e-01    1.00000000e+00   -4.77005843e-03
822      8.22000000e-01    1.00000000e+00   -4.77084837e-03
823      8.23000000e-01    1.00000000e+00   -4.77163521e-03
824      8.24000000e-01    1.00000000e+00   -4.77241894e-03
825      8.25000000e-01    1.00000000e+00   -4.77319959e-03
826      8.26000000e-01    1.00000000e+00   -4.77397718e-03
827      8.27000000e-01    1.00000000e+00   -4.77475174e-03
828      8.28000000e-01    1.00000000e+00   -4.77552327e-03
829      8.29000000e-01    1.00000000e+00   -4.77629180e-03
830      8.30000000e-01    1.00000000e+00   -4.77705734e-03
831      8.31000000e-01    1.00000000e+00   -4.77781993e-03
832      8.32000000e-01    1.00000000e+00   -4.77857956e-03
833      8.33000000e-01    1.00000000e+00   -4.77933627e-03
834      8.34000000e-01    1.00000000e+00   -4.78009007e-03
835      8.35000000e-01    1.00000000e+00   -4.78084097e-03
836      8.36000000e-01    1.00000000e+00   -4.78158901e-03
837      8.37000000e-01    1.00000000e+00   -4.78233419e-03
838      8.38000000e-01    1.00000000e+00   -4.78307653e-03
839      8.39000000e-01    1.00000000e+00   -4.78381605e-03
840      8.40000000e-01    1.00000000e+00   -4.78455277e-03
841      8.41000000e-01    1.00000000e+00   -4.78528670e-03
842      8.42000000e-01    1.00000000e+00   -4.78601787e-03
843      8.43000000e-01    1.00000000e+00   -4.78674628e-03
844      8.44000000e-01    1.00000000e+00   -4.78747197e-03
845      8.45000000e-01    1.00000000e+00   -4.78819493e-03
846      8.46000000e-01    1.00000000e+00   -4.78891520e-03
847      8.47000000e-01    1.00000000e+00   -4.78963278e-03
848      8.48000000e-01    1.00000000e+00   -4.79034770e-03
849      8.49000000e-01    1.00000000e+00   -4.79105997e-03
850      8.50000000e-01    1.00000000e+00   -4.79176960e-03
851      8.51000000e-01    1.00000000e+00   -4.79247661e-03
852      8.52000000e-01    1.00000000e+00   -4.79318103e-03
853      8.53000000e-01    1.00000000e+00   -4.79388285e-03
854      8.54000000e-01    1.00000000e+00   -4.79458211e-03
855      8.55000000e-01    1.00000000e+00   -4.79527881e-03
856      8.56000000e-01    1.00000000e+00   -4.79597298e-03
857      8.57000000e-01    1.00000000e+00   -4.79666462e-03
858      8.58000000e-01    1.00000000e+00   -4.79735376e-03
859      8.59000000e-01    1.00000000e+00   -4.79804040e-03
860      8.60000000e-01    1.00000000e+00   -4.79872456e-03
861      8.61000000e-01    1.00000000e+00   -4.79940626e-03
862      8.62000000e-01    1.00000000e+00   -4.80008552e-03
863      8.63000000e-01    1.00000000e+00   -4.80076234e-03
864      8.64000000e-01    1.00000000e+00   -4.80143675e-03
865      8.65000000e-01    1.00000000e+00   -4.80210875e-03
866      8.66000000e-01    1.00000000e+00   -4.80277836e-03
867      8.67000000e-01    1.00000000e+00   -4.80344560e-03
868      8.68000000e-01    1.00000000e+00   -4.80411048e-03
869      8.69000000e-01    1.00000000e+00   -4.80477301e-03
870      8.70000000e-01    1.00000000e+00   -4.80543321e-03
871      8.71000000e-01    1.00000000e+00   -4.80609110e-03
872      8.72000000e-01    1.00000000e+00   -4.80674668e-03
873      8.73000000e-01    1.00000000e+00   -4.80739997e-03
874      8.74000000e-01    1.00000000e+00   -4.80805098e-03
875      8.75000000e-01    1.00000000e+00   -4.80869974e-03
876      8.76000000e-01    1.00000000e+00   -4.80934624e-03
877      8.77000000e-01    1.00000000e+00   -4.80999051e-03
878      8.78000000e-01    1.00000000e+00   -4.81063255e-03
879      8.79000000e-01    1.00000000e+00   -4.81127239e-03
880      8.80000000e-01    1.00000000e+00   -4.81191003e-03
881      8.81000000e-01    1.00000000e+00   -4.81254548e-03
882      8.82000000e-01    1.00000000e+00   -4.81317877e-03
883      8.83000000e-01    1.00000000e+00   -4.81380990e-03
884      8.84000000e-01    1.00000000e+00   -4.81443889e-03
885      8.85000000e-01    1.00000000e+00   -4.81506574e-03
886      8.86000000e-01    1.00000000e+00   -4.81569048e-03
887      8.87000000e-01    1.00000000e+00   -4.81631310e-03
888      8.88000000e-01    1.00000000e+00   -4.81693364e-03
889      8.89000000e-01    1.00000000e+00   -4.81755209e-03
890      8.90000000e-01    1.00000000e+00   -4.81816847e-03
891      8.91000000e-01    1.00000000e+00   -4.81878280e-03
892      8.92000000e-01    1.00000000e+00   -4.81939508e-03
893      8.93000000e-01    1.00000000e+00   -4.82000532e-03
894      8.94000000e-01    1.00000000e+00   -4.82061355e-03
895      8.95000000e-01    1.00000000e+00   -4.82121976e-03
896      8.96000000e-01    1.00000000e+00   -4.82182398e-03
897      8.97000000e-01    1.00000000e+00   -4.82242621e-03
898      8.98000000e-01    1.00000000e+00   -4.82302646e-03
899      8.99000000e-01    1.00000000e+00   -4.82362475e-03
900      9.00000000e-01    1.00000000e+00   -4.82422109e-03
901      9.01000000e-01    1.00000000e+00   -4.82481549e-03
902      9.02000000e-01    1.00000000e+00   -4.82540796e-03
903      9.03000000e-01    1.00000000e+00   -4.82599851e-03
904      9.04000000e-01    1.00000000e+00   -4.82658716e-03
905      9.05000000e-01    1.00000000e+00   -4.82717391e-03
906      9.06000000e-01    1.00000000e+00   -4.82775877e-03
907      9.07000000e-01    1.00000000e+00   -4.82834176e-03
908      9.08000000e-01    1.00000000e+00   -4.82892288e-03
909      9.09000000e-01    1.00000000e+00   -4.82950215e-03
910      9.10000000e-01    1.00000000e+00   -4.83007958e-03
911      9.11000000e-01    1.00000000e+00   -4.83065518e-03
912      9.12000000e-01    1.00000000e+00   -4.83122896e-03
913      9.13000000e-01    1.00000000e+00   -4.83180092e-03
914      9.14000000e-01    1.00000000e+00   -4.83237109e-03
915      9.15000000e-01    1.00000000e+00   -4.83293947e-03
916      9.16000000e-01    1.00000000e+00   -4.83350606e-03
917      9.17000000e-01    1.00000000e+00   -4.83407089e-03
918      9.18000000e-01    1.00000000e+00   -4.83463395e-03
919      9.19000000e-01    1.00000000e+00   -4.83519527e-03
920      9.20000000e-01    1.00000000e+00   -4.83575484e-03
921      9.21000000e-01    1.00000000e+00   -4.83631269e-03
922      9.22000000e-01    1.00000000e+00   -4.83686881e-03
923      9.23000000e-01    1.00000000e+00   -4.83742323e-03
924      9.24000000e-01    1.00000000e+00   -4.83797594e-03
925      9.25000000e-01    1.00000000e+00   -4.83852696e-03
926      9.26000000e-01    1.00000000e+00   -4.83907630e-03
927      9.27000000e-01    1.00000000e+00   -4.83962397e-03
