Index     V(DRAIN)           V(GATE)          I(VDRAIN)    
464      4.64000000e-01    8.00000000e-01   -9.61924033e-04
465      4.65000000e-01    8.00000000e-01   -9.63104384e-04
466      4.66000000e-01    8.00000000e-01   -9.64281792e-04
467      4.67000000e-01    8.00000000e-01   -9.65456264e-04
468      4.68000000e-01    8.00000000e-01   -9.66627805e-04
469      4.69000000e-01    8.00000000e-01   -9.67796420e-04
470      4.70000000e-01    8.00000000e-01   -9.68962117e-04
471      4.71000000e-01    8.00000000e-01   -9.70124901e-04
472      4.72000000e-01    8.00000000e-01   -9.71284777e-04
473      4.73000000e-01    8.00000000e-01   -9.72441752e-04
474      4.74000000e-01    8.00000000e-01   -9.73595831e-04
475      4.75000000e-01    8.00000000e-01   -9.74747020e-04
476      4.76000000e-01    8.00000000e-01   -9.75895325e-04
477      4.77000000e-01    8.00000000e-01   -9.77040752e-04
478      4.78000000e-01    8.00000000e-01   -9.78183307e-04
479      4.79000000e-01    8.00000000e-01   -9.79322994e-04
480      4.80000000e-01    8.00000000e-01   -9.80459820e-04
481      4.81000000e-01    8.00000000e-01   -9.81593791e-04
482      4.82000000e-01    8.00000000e-01   -9.82724911e-04
483      4.83000000e-01    8.00000000e-01   -9.83853187e-04
484      4.84000000e-01    8.00000000e-01   -9.84978625e-04
485      4.85000000e-01    8.00000000e-01   -9.86101229e-04
486      4.86000000e-01    8.00000000e-01   -9.87221006e-04
487      4.87000000e-01    8.00000000e-01   -9.88337960e-04
488      4.88000000e-01    8.00000000e-01   -9.89452097e-04
489      4.89000000e-01    8.00000000e-01   -9.90563424e-04
490      4.90000000e-01    8.00000000e-01   -9.91671944e-04
491      4.91000000e-01    8.00000000e-01   -9.92777664e-04
492      4.92000000e-01    8.00000000e-01   -9.93880589e-04
493      4.93000000e-01    8.00000000e-01   -9.94980725e-04
494      4.94000000e-01    8.00000000e-01   -9.96078075e-04
495      4.95000000e-01    8.00000000e-01   -9.97172647e-04
496      4.96000000e-01    8.00000000e-01   -9.98264445e-04
497      4.97000000e-01    8.00000000e-01   -9.99353475e-04
498      4.98000000e-01    8.00000000e-01   -1.00043974e-03
499      4.99000000e-01    8.00000000e-01   -1.00152325e-03
500      5.00000000e-01    8.00000000e-01   -1.00260400e-03
501      5.01000000e-01    8.00000000e-01   -1.00368201e-03
502      5.02000000e-01    8.00000000e-01   -1.00475727e-03
503      5.03000000e-01    8.00000000e-01   -1.00582980e-03
504      5.04000000e-01    8.00000000e-01   -1.00689959e-03
505      5.05000000e-01    8.00000000e-01   -1.00796666e-03
506      5.06000000e-01    8.00000000e-01   -1.00903100e-03
507      5.07000000e-01    8.00000000e-01   -1.01009263e-03
508      5.08000000e-01    8.00000000e-01   -1.01115154e-03
509      5.09000000e-01    8.00000000e-01   -1.01220775e-03
510      5.10000000e-01    8.00000000e-01   -1.01326125e-03
511      5.11000000e-01    8.00000000e-01   -1.01431206e-03
512      5.12000000e-01    8.00000000e-01   -1.01536017e-03
513      5.13000000e-01    8.00000000e-01   -1.01640559e-03
514      5.14000000e-01    8.00000000e-01   -1.01744833e-03
515      5.15000000e-01    8.00000000e-01   -1.01848839e-03
516      5.16000000e-01    8.00000000e-01   -1.01952578e-03
517      5.17000000e-01    8.00000000e-01   -1.02056049e-03
518      5.18000000e-01    8.00000000e-01   -1.02159254e-03
519      5.19000000e-01    8.00000000e-01   -1.02262193e-03
520      5.20000000e-01    8.00000000e-01   -1.02364867e-03
521      5.21000000e-01    8.00000000e-01   -1.02467275e-03
522      5.22000000e-01    8.00000000e-01   -1.02569419e-03
523      5.23000000e-01    8.00000000e-01   -1.02671298e-03
524      5.24000000e-01    8.00000000e-01   -1.02772914e-03
525      5.25000000e-01    8.00000000e-01   -1.02874266e-03
526      5.26000000e-01    8.00000000e-01   -1.02975356e-03
527      5.27000000e-01    8.00000000e-01   -1.03076183e-03
528      5.28000000e-01    8.00000000e-01   -1.03176748e-03
529      5.29000000e-01    8.00000000e-01   -1.03277051e-03
530      5.30000000e-01    8.00000000e-01   -1.03377093e-03
531      5.31000000e-01    8.00000000e-01   -1.03476874e-03
532      5.32000000e-01    8.00000000e-01   -1.03576395e-03
533      5.33000000e-01    8.00000000e-01   -1.03675656e-03
534      5.34000000e-01    8.00000000e-01   -1.03774658e-03
535      5.35000000e-01    8.00000000e-01   -1.03873400e-03
536      5.36000000e-01    8.00000000e-01   -1.03971884e-03
537      5.37000000e-01    8.00000000e-01   -1.04070109e-03
538      5.38000000e-01    8.00000000e-01   -1.04168077e-03
539      5.39000000e-01    8.00000000e-01   -1.04265787e-03
540      5.40000000e-01    8.00000000e-01   -1.04363240e-03
541      5.41000000e-01    8.00000000e-01   -1.04460436e-03
542      5.42000000e-01    8.00000000e-01   -1.04557375e-03
543      5.43000000e-01    8.00000000e-01   -1.04654059e-03
544      5.44000000e-01    8.00000000e-01   -1.04750487e-03
545      5.45000000e-01    8.00000000e-01   -1.04846660e-03
546      5.46000000e-01    8.00000000e-01   -1.04942578e-03
547      5.47000000e-01    8.00000000e-01   -1.05038241e-03
548      5.48000000e-01    8.00000000e-01   -1.05133650e-03
549      5.49000000e-01    8.00000000e-01   -1.05228806e-03
550      5.50000000e-01    8.00000000e-01   -1.05323708e-03
551      5.51000000e-01    8.00000000e-01   -1.05418356e-03
552      5.52000000e-01    8.00000000e-01   -1.05512752e-03
553      5.53000000e-01    8.00000000e-01   -1.05606896e-03
554      5.54000000e-01    8.00000000e-01   -1.05700788e-03
555      5.55000000e-01    8.00000000e-01   -1.05794427e-03
556      5.56000000e-01    8.00000000e-01   -1.05887816e-03
557      5.57000000e-01    8.00000000e-01   -1.05980953e-03
558      5.58000000e-01    8.00000000e-01   -1.06073839e-03
559      5.59000000e-01    8.00000000e-01   -1.06166475e-03
560      5.60000000e-01    8.00000000e-01   -1.06258860e-03
561      5.61000000e-01    8.00000000e-01   -1.06350996e-03
562      5.62000000e-01    8.00000000e-01   -1.06442882e-03
563      5.63000000e-01    8.00000000e-01   -1.06534519e-03
564      5.64000000e-01    8.00000000e-01   -1.06625907e-03
565      5.65000000e-01    8.00000000e-01   -1.06717046e-03
566      5.66000000e-01    8.00000000e-01   -1.06807937e-03
567      5.67000000e-01    8.00000000e-01   -1.06898579e-03
568      5.68000000e-01    8.00000000e-01   -1.06988974e-03
569      5.69000000e-01    8.00000000e-01   -1.07079121e-03
570      5.70000000e-01    8.00000000e-01   -1.07169020e-03
571      5.71000000e-01    8.00000000e-01   -1.07258673e-03
572      5.72000000e-01    8.00000000e-01   -1.07348078e-03
573      5.73000000e-01    8.00000000e-01   -1.07437237e-03
574      5.74000000e-01    8.00000000e-01   -1.07526150e-03
575      5.75000000e-01    8.00000000e-01   -1.07614817e-03
576      5.76000000e-01    8.00000000e-01   -1.07703237e-03
577      5.77000000e-01    8.00000000e-01   -1.07791412e-03
578      5.78000000e-01    8.00000000e-01   -1.07879341e-03
579      5.79000000e-01    8.00000000e-01   -1.07967026e-03
580      5.80000000e-01    8.00000000e-01   -1.08054465e-03
581      5.81000000e-01    8.00000000e-01   -1.08141659e-03
582      5.82000000e-01    8.00000000e-01   -1.08228609e-03
583      5.83000000e-01    8.00000000e-01   -1.08315314e-03
584      5.84000000e-01    8.00000000e-01   -1.08401775e-03
585      5.85000000e-01    8.00000000e-01   -1.08487992e-03
586      5.86000000e-01    8.00000000e-01   -1.08573965e-03
587      5.87000000e-01    8.00000000e-01   -1.08659694e-03
588      5.88000000e-01    8.00000000e-01   -1.08745180e-03
589      5.89000000e-01    8.00000000e-01   -1.08830422e-03
590      5.90000000e-01    8.00000000e-01   -1.08915421e-03
591      5.91000000e-01    8.00000000e-01   -1.09000177e-03
592      5.92000000e-01    8.00000000e-01   -1.09084690e-03
593      5.93000000e-01    8.00000000e-01   -1.09168960e-03
594      5.94000000e-01    8.00000000e-01   -1.09252988e-03
595      5.95000000e-01    8.00000000e-01   -1.09336772e-03
596      5.96000000e-01    8.00000000e-01   -1.09420315e-03
597      5.97000000e-01    8.00000000e-01   -1.09503615e-03
598      5.98000000e-01    8.00000000e-01   -1.09586673e-03
599      5.99000000e-01    8.00000000e-01   -1.09669489e-03
600      6.00000000e-01    8.00000000e-01   -1.09752062e-03
601      6.01000000e-01    8.00000000e-01   -1.09834394e-03
602      6.02000000e-01    8.00000000e-01   -1.09916484e-03
603      6.03000000e-01    8.00000000e-01   -1.09998332e-03
604      6.04000000e-01    8.00000000e-01   -1.10079938e-03
605      6.05000000e-01    8.00000000e-01   -1.10161302e-03
606      6.06000000e-01    8.00000000e-01   -1.10242425e-03
607      6.07000000e-01    8.00000000e-01   -1.10323306e-03
608      6.08000000e-01    8.00000000e-01   -1.10403946e-03
609      6.09000000e-01    8.00000000e-01   -1.10484344e-03
610      6.10000000e-01    8.00000000e-01   -1.10564501e-03
611      6.11000000e-01    8.00000000e-01   -1.10644416e-03
612      6.12000000e-01    8.00000000e-01   -1.10724089e-03
613      6.13000000e-01    8.00000000e-01   -1.10803521e-03
614      6.14000000e-01    8.00000000e-01   -1.10882712e-03
615      6.15000000e-01    8.00000000e-01   -1.10961660e-03
616      6.16000000e-01    8.00000000e-01   -1.11040368e-03
617      6.17000000e-01    8.00000000e-01   -1.11118833e-03
618      6.18000000e-01    8.00000000e-01   -1.11197057e-03
619      6.19000000e-01    8.00000000e-01   -1.11275040e-03
620      6.20000000e-01    8.00000000e-01   -1.11352780e-03
621      6.21000000e-01    8.00000000e-01   -1.11430279e-03
622      6.22000000e-01    8.00000000e-01   -1.11507536e-03
623      6.23000000e-01    8.00000000e-01   -1.11584550e-03
624      6.24000000e-01    8.00000000e-01   -1.11661323e-03
625      6.25000000e-01    8.00000000e-01   -1.11737854e-03
626      6.26000000e-01    8.00000000e-01   -1.11814142e-03
627      6.27000000e-01    8.00000000e-01   -1.11890188e-03
628      6.28000000e-01    8.00000000e-01   -1.11965991e-03
629      6.29000000e-01    8.00000000e-01   -1.12041551e-03
630      6.30000000e-01    8.00000000e-01   -1.12116869e-03
631      6.31000000e-01    8.00000000e-01   -1.12191943e-03
632      6.32000000e-01    8.00000000e-01   -1.12266775e-03
633      6.33000000e-01    8.00000000e-01   -1.12341363e-03
634      6.34000000e-01    8.00000000e-01   -1.12415707e-03
635      6.35000000e-01    8.00000000e-01   -1.12489808e-03
636      6.36000000e-01    8.00000000e-01   -1.12563665e-03
637      6.37000000e-01    8.00000000e-01   -1.12637278e-03
638      6.38000000e-01    8.00000000e-01   -1.12710646e-03
639      6.39000000e-01    8.00000000e-01   -1.12783770e-03
640      6.40000000e-01    8.00000000e-01   -1.12856649e-03
641      6.41000000e-01    8.00000000e-01   -1.12929282e-03
642      6.42000000e-01    8.00000000e-01   -1.13001671e-03
643      6.43000000e-01    8.00000000e-01   -1.13073813e-03
644      6.44000000e-01    8.00000000e-01   -1.13145710e-03
645      6.45000000e-01    8.00000000e-01   -1.13217360e-03
646      6.46000000e-01    8.00000000e-01   -1.13288764e-03
647      6.47000000e-01    8.00000000e-01   -1.13359921e-03
648      6.48000000e-01    8.00000000e-01   -1.13430830e-03
649      6.49000000e-01    8.00000000e-01   -1.13501492e-03
650      6.50000000e-01    8.00000000e-01   -1.13571906e-03
651      6.51000000e-01    8.00000000e-01   -1.13642072e-03
652      6.52000000e-01    8.00000000e-01   -1.13711989e-03
653      6.53000000e-01    8.00000000e-01   -1.13781656e-03
654      6.54000000e-01    8.00000000e-01   -1.13851075e-03
655      6.55000000e-01    8.00000000e-01   -1.13920243e-03
656      6.56000000e-01    8.00000000e-01   -1.13989161e-03
657      6.57000000e-01    8.00000000e-01   -1.14057828e-03
658      6.58000000e-01    8.00000000e-01   -1.14126243e-03
659      6.59000000e-01    8.00000000e-01   -1.14194407e-03
660      6.60000000e-01    8.00000000e-01   -1.14262319e-03
661      6.61000000e-01    8.00000000e-01   -1.14329978e-03
662      6.62000000e-01    8.00000000e-01   -1.14397384e-03
663      6.63000000e-01    8.00000000e-01   -1.14464535e-03
664      6.64000000e-01    8.00000000e-01   -1.14531433e-03
665      6.65000000e-01    8.00000000e-01   -1.14598076e-03
666      6.66000000e-01    8.00000000e-01   -1.14664463e-03
667      6.67000000e-01    8.00000000e-01   -1.14730594e-03
668      6.68000000e-01    8.00000000e-01   -1.14796468e-03
669      6.69000000e-01    8.00000000e-01   -1.14862085e-03
670      6.70000000e-01    8.00000000e-01   -1.14927445e-03
671      6.71000000e-01    8.00000000e-01   -1.14992545e-03
672      6.72000000e-01    8.00000000e-01   -1.15057387e-03
673      6.73000000e-01    8.00000000e-01   -1.15121969e-03
674      6.74000000e-01    8.00000000e-01   -1.15186290e-03
675      6.75000000e-01    8.00000000e-01   -1.15250350e-03
676      6.76000000e-01    8.00000000e-01   -1.15314148e-03
677      6.77000000e-01    8.00000000e-01   -1.15377683e-03
678      6.78000000e-01    8.00000000e-01   -1.15440955e-03
679      6.79000000e-01    8.00000000e-01   -1.15503963e-03
680      6.80000000e-01    8.00000000e-01   -1.15566706e-03
681      6.81000000e-01    8.00000000e-01   -1.15629183e-03
682      6.82000000e-01    8.00000000e-01   -1.15691393e-03
683      6.83000000e-01    8.00000000e-01   -1.15753336e-03
684      6.84000000e-01    8.00000000e-01   -1.15815011e-03
685      6.85000000e-01    8.00000000e-01   -1.15876417e-03
686      6.86000000e-01    8.00000000e-01   -1.15937552e-03
687      6.87000000e-01    8.00000000e-01   -1.15998417e-03
688      6.88000000e-01    8.00000000e-01   -1.16059010e-03
689      6.89000000e-01    8.00000000e-01   -1.16119331e-03
690      6.90000000e-01    8.00000000e-01   -1.16179378e-03
691      6.91000000e-01    8.00000000e-01   -1.16239150e-03
692      6.92000000e-01    8.00000000e-01   -1.16298647e-03
693      6.93000000e-01    8.00000000e-01   -1.16357867e-03
694      6.94000000e-01    8.00000000e-01   -1.16416809e-03
695      6.95000000e-01    8.00000000e-01   -1.16475474e-03
696      6.96000000e-01    8.00000000e-01   -1.16533858e-03
697      6.97000000e-01    8.00000000e-01   -1.16591962e-03
698      6.98000000e-01    8.00000000e-01   -1.16649784e-03
699      6.99000000e-01    8.00000000e-01   -1.16707323e-03
700      7.00000000e-01    8.00000000e-01   -1.16764579e-03
701      7.01000000e-01    8.00000000e-01   -1.16821549e-03
702      7.02000000e-01    8.00000000e-01   -1.16878234e-03
703      7.03000000e-01    8.00000000e-01   -1.16934631e-03
704      7.04000000e-01    8.00000000e-01   -1.16990739e-03
705      7.05000000e-01    8.00000000e-01   -1.17046558e-03
706      7.06000000e-01    8.00000000e-01   -1.17102086e-03
707      7.07000000e-01    8.00000000e-01   -1.17157322e-03
708      7.08000000e-01    8.00000000e-01   -1.17212265e-03
709      7.09000000e-01    8.00000000e-01   -1.17266913e-03
710      7.10000000e-01    8.00000000e-01   -1.17321265e-03
711      7.11000000e-01    8.00000000e-01   -1.17375321e-03
712      7.12000000e-01    8.00000000e-01   -1.17429078e-03
713      7.13000000e-01    8.00000000e-01   -1.17482535e-03
714      7.14000000e-01    8.00000000e-01   -1.17535692e-03
715      7.15000000e-01    8.00000000e-01   -1.17588546e-03
716      7.16000000e-01    8.00000000e-01   -1.17641097e-03
717      7.17000000e-01    8.00000000e-01   -1.17693342e-03
718      7.18000000e-01    8.00000000e-01   -1.17745282e-03
719      7.19000000e-01    8.00000000e-01   -1.17796914e-03
720      7.20000000e-01    8.00000000e-01   -1.17848237e-03
721      7.21000000e-01    8.00000000e-01   -1.17899249e-03
722      7.22000000e-01    8.00000000e-01   -1.17949950e-03
723      7.23000000e-01    8.00000000e-01   -1.18000337e-03
724      7.24000000e-01    8.00000000e-01   -1.18050410e-03
725      7.25000000e-01    8.00000000e-01   -1.18100167e-03
726      7.26000000e-01    8.00000000e-01   -1.18149606e-03
727      7.27000000e-01    8.00000000e-01   -1.18198726e-03
728      7.28000000e-01    8.00000000e-01   -1.18247527e-03
729      7.29000000e-01    8.00000000e-01   -1.18296005e-03
730      7.30000000e-01    8.00000000e-01   -1.18344160e-03
731      7.31000000e-01    8.00000000e-01   -1.18391991e-03
732      7.32000000e-01    8.00000000e-01   -1.18439496e-03
733      7.33000000e-01    8.00000000e-01   -1.18486673e-03
734      7.34000000e-01    8.00000000e-01   -1.18533521e-03
735      7.35000000e-01    8.00000000e-01   -1.18580039e-03
736      7.36000000e-01    8.00000000e-01   -1.18626225e-03
737      7.37000000e-01    8.00000000e-01   -1.18672078e-03
738      7.38000000e-01    8.00000000e-01   -1.18717597e-03
739      7.39000000e-01    8.00000000e-01   -1.18762779e-03
740      7.40000000e-01    8.00000000e-01   -1.18807625e-03
741      7.41000000e-01    8.00000000e-01   -1.18852131e-03
742      7.42000000e-01    8.00000000e-01   -1.18896298e-03
743      7.43000000e-01    8.00000000e-01   -1.18940123e-03
744      7.44000000e-01    8.00000000e-01   -1.18983605e-03
745      7.45000000e-01    8.00000000e-01   -1.19026744e-03
746      7.46000000e-01    8.00000000e-01   -1.19069537e-03
747      7.47000000e-01    8.00000000e-01   -1.19111983e-03
748      7.48000000e-01    8.00000000e-01   -1.19154082e-03
749      7.49000000e-01    8.00000000e-01   -1.19195832e-03
750      7.50000000e-01    8.00000000e-01   -1.19237232e-03
751      7.51000000e-01    8.00000000e-01   -1.19278281e-03
752      7.52000000e-01    8.00000000e-01   -1.19318978e-03
753      7.53000000e-01    8.00000000e-01   -1.19359321e-03
754      7.54000000e-01    8.00000000e-01   -1.19399310e-03
755      7.55000000e-01    8.00000000e-01   -1.19438943e-03
756      7.56000000e-01    8.00000000e-01   -1.19478221e-03
757      7.57000000e-01    8.00000000e-01   -1.19517141e-03
758      7.58000000e-01    8.00000000e-01   -1.19555704e-03
759      7.59000000e-01    8.00000000e-01   -1.19593908e-03
760      7.60000000e-01    8.00000000e-01   -1.19631752e-03
761      7.61000000e-01    8.00000000e-01   -1.19669237e-03
762      7.62000000e-01    8.00000000e-01   -1.19706361e-03
763      7.63000000e-01    8.00000000e-01   -1.19743125e-03
764      7.64000000e-01    8.00000000e-01   -1.19779527e-03
765      7.65000000e-01    8.00000000e-01   -1.19815567e-03
766      7.66000000e-01    8.00000000e-01   -1.19851245e-03
767      7.67000000e-01    8.00000000e-01   -1.19886561e-03
768      7.68000000e-01    8.00000000e-01   -1.19921514e-03
769      7.69000000e-01    8.00000000e-01   -1.19956105e-03
770      7.70000000e-01    8.00000000e-01   -1.19990334e-03
771      7.71000000e-01    8.00000000e-01   -1.20024201e-03
772      7.72000000e-01    8.00000000e-01   -1.20057705e-03
773      7.73000000e-01    8.00000000e-01   -1.20090849e-03
774      7.74000000e-01    8.00000000e-01   -1.20123631e-03
775      7.75000000e-01    8.00000000e-01   -1.20156053e-03
776      7.76000000e-01    8.00000000e-01   -1.20188114e-03
777      7.77000000e-01    8.00000000e-01   -1.20219817e-03
778      7.78000000e-01    8.00000000e-01   -1.20251162e-03
779      7.79000000e-01    8.00000000e-01   -1.20282149e-03
780      7.80000000e-01    8.00000000e-01   -1.20312780e-03
781      7.81000000e-01    8.00000000e-01   -1.20343057e-03
782      7.82000000e-01    8.00000000e-01   -1.20372980e-03
783      7.83000000e-01    8.00000000e-01   -1.20402551e-03
784      7.84000000e-01    8.00000000e-01   -1.20431771e-03
785      7.85000000e-01    8.00000000e-01   -1.20460643e-03
786      7.86000000e-01    8.00000000e-01   -1.20489168e-03
787      7.87000000e-01    8.00000000e-01   -1.20517349e-03
788      7.88000000e-01    8.00000000e-01   -1.20545186e-03
789      7.89000000e-01    8.00000000e-01   -1.20572684e-03
790      7.90000000e-01    8.00000000e-01   -1.20599843e-03
791      7.91000000e-01    8.00000000e-01   -1.20626667e-03
792      7.92000000e-01    8.00000000e-01   -1.20653158e-03
793      7.93000000e-01    8.00000000e-01   -1.20679319e-03
794      7.94000000e-01    8.00000000e-01   -1.20705153e-03
795      7.95000000e-01    8.00000000e-01   -1.20730663e-03
796      7.96000000e-01    8.00000000e-01   -1.20755852e-03
797      7.97000000e-01    8.00000000e-01   -1.20780723e-03
798      7.98000000e-01    8.00000000e-01   -1.20805280e-03
799      7.99000000e-01    8.00000000e-01   -1.20829527e-03
800      8.00000000e-01    8.00000000e-01   -1.20853466e-03
End of Xyce(TM) Simulation
