Index       V(2)              V(1)             I(VDS)           N(M1:GM)     
0        0.00000000e+00    2.00000000e-01    1.69133141e-10    0.00000000e+00
1       -2.00000000e-02    2.00000000e-01    9.16100461e-07   -2.05718948e-05
2       -4.00000000e-02    2.00000000e-01    2.32444578e-06   -5.02898012e-05
3       -6.00000000e-02    2.00000000e-01    4.49037289e-06   -9.37116859e-05
4       -8.00000000e-02    2.00000000e-01    7.95654724e-06   -1.59877094e-04
5       -1.00000000e-01    2.00000000e-01    1.35260389e-05   -2.60697251e-04
6       -1.20000000e-01    2.00000000e-01    2.23057018e-05   -4.09302201e-04
7       -1.40000000e-01    2.00000000e-01    3.57194172e-05   -6.16888242e-04
8       -1.60000000e-01    2.00000000e-01    5.54098498e-05   -8.87494636e-04
9       -1.80000000e-01    2.00000000e-01    8.30230666e-05   -1.21568059e-03
10      -2.00000000e-01    2.00000000e-01    1.19963788e-04   -1.58629113e-03
11      -2.20000000e-01    2.00000000e-01    1.67187905e-04   -1.97848394e-03
12      -2.40000000e-01    2.00000000e-01    2.25124548e-04   -2.37142688e-03
13      -2.60000000e-01    2.00000000e-01    2.93725423e-04   -2.74852930e-03
14      -2.80000000e-01    2.00000000e-01    3.72589242e-04   -3.09908000e-03
15      -3.00000000e-01    2.00000000e-01    4.61101000e-04   -3.41778538e-03
16      -3.20000000e-01    2.00000000e-01    5.58547483e-04   -3.70332680e-03
17      -3.40000000e-01    2.00000000e-01    6.64195991e-04   -3.95682340e-03
18      -3.60000000e-01    2.00000000e-01    7.77339397e-04   -4.18062317e-03
19      -3.80000000e-01    2.00000000e-01    8.97316715e-04   -4.37750697e-03
20      -4.00000000e-01    2.00000000e-01    1.02351838e-03   -4.55023381e-03
21      -4.20000000e-01    2.00000000e-01    1.15538321e-03   -4.70131905e-03
22      -4.40000000e-01    2.00000000e-01    1.29239183e-03   -4.83295205e-03
23      -4.60000000e-01    2.00000000e-01    1.43405966e-03   -4.94698814e-03
24      -4.80000000e-01    2.00000000e-01    1.57993212e-03   -5.04497454e-03
