Index       V(2)              V(1)             I(VDS)           N(M1:GM)          N(M1:VTH)        N(M1:VDSAT)        N(M1:VDS)         N(M1:VGS)         N(M1:VBS)     {N(M1:VDS)-N(M1:VDSAT)}
148      5.20000000e-01    6.00000000e-01   -5.43184133e-04    3.57631733e-03    3.80366623e-01    7.97735019e-02    5.20000000e-01    5.99999990e-01    0.00000000e+00    4.40226498e-01
149      5.40000000e-01    6.00000000e-01   -5.46222848e-04    3.59257507e-03    3.80354981e-01    7.97776317e-02    5.40000000e-01    5.99999990e-01    0.00000000e+00    4.60222368e-01
150      5.60000000e-01    6.00000000e-01   -5.49228381e-04    3.60839830e-03    3.80343346e-01    7.97817589e-02    5.60000000e-01    5.99999990e-01    0.00000000e+00    4.80218241e-01
151      5.80000000e-01    6.00000000e-01   -5.52204861e-04    3.62384185e-03    3.80331718e-01    7.97858833e-02    5.80000000e-01    5.99999990e-01    0.00000000e+00    5.00214117e-01
152      6.00000000e-01    6.00000000e-01   -5.55155756e-04    3.63895141e-03    3.80320099e-01    7.97900051e-02    6.00000000e-01    5.99999990e-01    0.00000000e+00    5.20209995e-01
153      6.20000000e-01    6.00000000e-01   -5.58084006e-04    3.65376537e-03    3.80308487e-01    7.97941241e-02    6.20000000e-01    5.99999990e-01    0.00000000e+00    5.40205876e-01
154      6.40000000e-01    6.00000000e-01   -5.60992114e-04    3.66831621e-03    3.80296883e-01    7.97982404e-02    6.40000000e-01    5.99999990e-01    0.00000000e+00    5.60201760e-01
155      6.60000000e-01    6.00000000e-01   -5.63882227e-04    3.68263159e-03    3.80285286e-01    7.98023541e-02    6.60000000e-01    5.99999990e-01    0.00000000e+00    5.80197646e-01
156      6.80000000e-01    6.00000000e-01   -5.66756195e-04    3.69673521e-03    3.80273697e-01    7.98064650e-02    6.80000000e-01    5.99999990e-01    0.00000000e+00    6.00193535e-01
157      7.00000000e-01    6.00000000e-01   -5.69615618e-04    3.71064747e-03    3.80262116e-01    7.98105733e-02    7.00000000e-01    5.99999990e-01    0.00000000e+00    6.20189427e-01
158      7.20000000e-01    6.00000000e-01   -5.72461894e-04    3.72438606e-03    3.80250542e-01    7.98146789e-02    7.20000000e-01    5.99999990e-01    0.00000000e+00    6.40185321e-01
159      7.40000000e-01    6.00000000e-01   -5.75296240e-04    3.73796634e-03    3.80238976e-01    7.98187818e-02    7.40000000e-01    5.99999990e-01    0.00000000e+00    6.60181218e-01
160      7.60000000e-01    6.00000000e-01   -5.78119732e-04    3.75140172e-03    3.80227417e-01    7.98228819e-02    7.60000000e-01    5.99999990e-01    0.00000000e+00    6.80177118e-01
161      7.80000000e-01    6.00000000e-01   -5.80933315e-04    3.76470399e-03    3.80215867e-01    7.98269795e-02    7.80000000e-01    5.99999990e-01    0.00000000e+00    7.00173021e-01
162      8.00000000e-01    6.00000000e-01   -5.83737829e-04    3.77788350e-03    3.80204324e-01    7.98310743e-02    8.00000000e-01    5.99999990e-01    0.00000000e+00    7.20168926e-01
163      8.20000000e-01    6.00000000e-01   -5.86534025e-04    3.79094940e-03    3.80192788e-01    7.98351664e-02    8.20000000e-01    5.99999990e-01    0.00000000e+00    7.40164834e-01
164      8.40000000e-01    6.00000000e-01   -5.89322574e-04    3.80390983e-03    3.80181260e-01    7.98392558e-02    8.40000000e-01    5.99999990e-01    0.00000000e+00    7.60160744e-01
165      8.60000000e-01    6.00000000e-01   -5.92104084e-04    3.81677200e-03    3.80169740e-01    7.98433426e-02    8.60000000e-01    5.99999990e-01    0.00000000e+00    7.80156657e-01
166      8.80000000e-01    6.00000000e-01   -5.94879106e-04    3.82954239e-03    3.80158227e-01    7.98474267e-02    8.80000000e-01    5.99999990e-01    0.00000000e+00    8.00152573e-01
167      9.00000000e-01    6.00000000e-01   -5.97648144e-04    3.84222679e-03    3.80146722e-01    7.98515081e-02    9.00000000e-01    5.99999990e-01    0.00000000e+00    8.20148492e-01
168      9.20000000e-01    6.00000000e-01   -6.00411664e-04    3.85483043e-03    3.80135225e-01    7.98555868e-02    9.20000000e-01    5.99999991e-01    0.00000000e+00    8.40144413e-01
169      9.40000000e-01    6.00000000e-01   -6.03170099e-04    3.86735805e-03    3.80123735e-01    7.98596628e-02    9.40000000e-01    5.99999991e-01    0.00000000e+00    8.60140337e-01
170      9.60000000e-01    6.00000000e-01   -6.05923858e-04    3.87981397e-03    3.80112253e-01    7.98637362e-02    9.60000000e-01    5.99999991e-01    0.00000000e+00    8.80136264e-01
171      9.80000000e-01    6.00000000e-01   -6.08673325e-04    3.89220215e-03    3.80100779e-01    7.98678069e-02    9.80000000e-01    5.99999991e-01    0.00000000e+00    9.00132193e-01
172      1.00000000e+00    6.00000000e-01   -6.11418872e-04    3.90452623e-03    3.80089312e-01    7.98718749e-02    1.00000000e+00    5.99999991e-01    0.00000000e+00    9.20128125e-01
173      1.02000000e+00    6.00000000e-01   -6.14160856e-04    3.91678962e-03    3.80077853e-01    7.98759402e-02    1.02000000e+00    5.99999991e-01    0.00000000e+00    9.40124060e-01
174      1.04000000e+00    6.00000000e-01   -6.16899628e-04    3.92899548e-03    3.80066401e-01    7.98800029e-02    1.04000000e+00    5.99999991e-01    0.00000000e+00    9.60119997e-01
175      1.06000000e+00    6.00000000e-01   -6.19635531e-04    3.94114682e-03    3.80054957e-01    7.98840629e-02    1.06000000e+00    5.99999992e-01    0.00000000e+00    9.80115937e-01
176      1.08000000e+00    6.00000000e-01   -6.22368910e-04    3.95324649e-03    3.80043520e-01    7.98881202e-02    1.08000000e+00    5.99999992e-01    0.00000000e+00    1.00011188e+00
177      1.10000000e+00    6.00000000e-01   -6.25100107e-04    3.96529722e-03    3.80032092e-01    7.98921749e-02    1.10000000e+00    5.99999992e-01    0.00000000e+00    1.02010783e+00
178      1.12000000e+00    6.00000000e-01   -6.27829468e-04    3.97730165e-03    3.80020670e-01    7.98962269e-02    1.12000000e+00    5.99999992e-01    0.00000000e+00    1.04010377e+00
179      1.14000000e+00    6.00000000e-01   -6.30557346e-04    3.98926236e-03    3.80009257e-01    7.99002763e-02    1.14000000e+00    5.99999993e-01    0.00000000e+00    1.06009972e+00
180      1.16000000e+00    6.00000000e-01   -6.33284100e-04    4.00118187e-03    3.79997851e-01    7.99043230e-02    1.16000000e+00    5.99999993e-01    0.00000000e+00    1.08009568e+00
181      1.18000000e+00    6.00000000e-01   -6.36010099e-04    4.01306269e-03    3.79986452e-01    7.99083670e-02    1.18000000e+00    5.99999994e-01    0.00000000e+00    1.10009163e+00
182      1.20000000e+00    6.00000000e-01   -6.38735723e-04    4.02490730e-03    3.79975061e-01    7.99124084e-02    1.20000000e+00    5.99999994e-01    0.00000000e+00    1.12008759e+00
183      0.00000000e+00    8.00000000e-01    6.61158053e-08    0.00000000e+00    3.80672031e-01    1.50836921e-01    0.00000000e+00    7.99999937e-01    0.00000000e+00   -1.50836921e-01
184      2.00000000e-02    8.00000000e-01   -1.54822811e-04    2.52899190e-04    3.80660188e-01    1.50841225e-01    2.00000000e-02    7.99999940e-01    0.00000000e+00   -1.30841225e-01
185      4.00000000e-02    8.00000000e-01   -2.97918025e-04    5.09269668e-04    3.80648353e-01    1.50845527e-01    4.00000000e-02    7.99999942e-01    0.00000000e+00   -1.10845527e-01
186      6.00000000e-02    8.00000000e-01   -4.29545703e-04    7.68634475e-04    3.80636526e-01    1.50849825e-01    6.00000000e-02    7.99999944e-01    0.00000000e+00   -9.08498254e-02
187      8.00000000e-02    8.00000000e-01   -5.50025550e-04    1.03051000e-03    3.80624706e-01    1.50854121e-01    8.00000000e-02    7.99999946e-01    0.00000000e+00   -7.08541211e-02
188      1.00000000e-01    8.00000000e-01   -6.59672899e-04    1.29438447e-03    3.80612894e-01    1.50858414e-01    1.00000000e-01    7.99999947e-01    0.00000000e+00   -5.08584139e-02
189      1.20000000e-01    8.00000000e-01   -7.58802074e-04    1.55968309e-03    3.80601090e-01    1.50862704e-01    1.20000000e-01    7.99999949e-01    0.00000000e+00   -3.08627039e-02
190      1.40000000e-01    8.00000000e-01   -8.47731391e-04    1.82571007e-03    3.80589293e-01    1.50866991e-01    1.40000000e-01    7.99999950e-01    0.00000000e+00   -1.08669910e-02
191      1.60000000e-01    8.00000000e-01   -9.26790850e-04    2.09155132e-03    3.80577505e-01    1.50871275e-01    1.60000000e-01    7.99999951e-01    0.00000000e+00    9.12872474e-03
192      1.80000000e-01    8.00000000e-01   -9.96334179e-04    2.35591261e-03    3.80565724e-01    1.50875557e-01    1.80000000e-01    7.99999953e-01    0.00000000e+00    2.91244433e-02
193      2.00000000e-01    8.00000000e-01   -1.05675768e-03    2.61686243e-03    3.80553950e-01    1.50879835e-01    2.00000000e-01    7.99999954e-01    0.00000000e+00    4.91201648e-02
194      2.20000000e-01    8.00000000e-01   -1.10852866e-03    2.87146703e-03    3.80542185e-01    1.50884111e-01    2.20000000e-01    7.99999954e-01    0.00000000e+00    6.91158890e-02
195      2.40000000e-01    8.00000000e-01   -1.15222450e-03    3.11540248e-03    3.80530427e-01    1.50888384e-01    2.40000000e-01    7.99999955e-01    0.00000000e+00    8.91116161e-02
196      2.60000000e-01    8.00000000e-01   -1.18857578e-03    3.34287045e-03    3.80518676e-01    1.50892654e-01    2.60000000e-01    7.99999956e-01    0.00000000e+00    1.09107346e-01
197      2.80000000e-01    8.00000000e-01   -1.21849105e-03    3.54741424e-03    3.80506934e-01    1.50896921e-01    2.80000000e-01    7.99999957e-01    0.00000000e+00    1.29103079e-01
198      3.00000000e-01    8.00000000e-01   -1.24302741e-03    3.72392253e-03    3.80495199e-01    1.50901186e-01    3.00000000e-01    7.99999957e-01    0.00000000e+00    1.49098814e-01
199      3.20000000e-01    8.00000000e-01   -1.26328929e-03    3.87078366e-03    3.80483472e-01    1.50905447e-01    3.20000000e-01    7.99999957e-01    0.00000000e+00    1.69094553e-01
200      3.40000000e-01    8.00000000e-01   -1.28029437e-03    3.99033843e-03    3.80471752e-01    1.50909706e-01    3.40000000e-01    7.99999958e-01    0.00000000e+00    1.89090294e-01
201      3.60000000e-01    8.00000000e-01   -1.29487772e-03    4.08731943e-03    3.80460041e-01    1.50913962e-01    3.60000000e-01    7.99999958e-01    0.00000000e+00    2.09086038e-01
202      3.80000000e-01    8.00000000e-01   -1.30766833e-03    4.16684957e-03    3.80448337e-01    1.50918215e-01    3.80000000e-01    7.99999958e-01    0.00000000e+00    2.29081785e-01
203      4.00000000e-01    8.00000000e-01   -1.31911752e-03    4.23327619e-03    3.80436640e-01    1.50922465e-01    4.00000000e-01    7.99999959e-01    0.00000000e+00    2.49077535e-01
204      4.20000000e-01    8.00000000e-01   -1.32954387e-03    4.28988519e-03    3.80424952e-01    1.50926713e-01    4.20000000e-01    7.99999959e-01    0.00000000e+00    2.69073287e-01
205      4.40000000e-01    8.00000000e-01   -1.33917351e-03    4.33904330e-03    3.80413271e-01    1.50930958e-01    4.40000000e-01    7.99999959e-01    0.00000000e+00    2.89069042e-01
206      4.60000000e-01    8.00000000e-01   -1.34816975e-03    4.38243783e-03    3.80401597e-01    1.50935199e-01    4.60000000e-01    7.99999959e-01    0.00000000e+00    3.09064801e-01
207      4.80000000e-01    8.00000000e-01   -1.35665314e-03    4.42128344e-03    3.80389932e-01    1.50939439e-01    4.80000000e-01    7.99999959e-01    0.00000000e+00    3.29060561e-01
208      5.00000000e-01    8.00000000e-01   -1.36471467e-03    4.45647110e-03    3.80378274e-01    1.50943675e-01    5.00000000e-01    7.99999959e-01    0.00000000e+00    3.49056325e-01
209      5.20000000e-01    8.00000000e-01   -1.37242448e-03    4.48866851e-03    3.80366623e-01    1.50947908e-01    5.20000000e-01    7.99999959e-01    0.00000000e+00    3.69052092e-01
210      5.40000000e-01    8.00000000e-01   -1.37983762e-03    4.51838674e-03    3.80354981e-01    1.50952139e-01    5.40000000e-01    7.99999959e-01    0.00000000e+00    3.89047861e-01
211      5.60000000e-01    8.00000000e-01   -1.38699799e-03    4.54602446e-03    3.80343346e-01    1.50956367e-01    5.60000000e-01    7.99999960e-01    0.00000000e+00    4.09043633e-01
212      5.80000000e-01    8.00000000e-01   -1.39394110e-03    4.57189795e-03    3.80331718e-01    1.50960592e-01    5.80000000e-01    7.99999960e-01    0.00000000e+00    4.29039408e-01
213      6.00000000e-01    8.00000000e-01   -1.40069599e-03    4.59626177e-03    3.80320099e-01    1.50964815e-01    6.00000000e-01    7.99999960e-01    0.00000000e+00    4.49035185e-01
214      6.20000000e-01    8.00000000e-01   -1.40728669e-03    4.61932340e-03    3.80308487e-01    1.50969034e-01    6.20000000e-01    7.99999960e-01    0.00000000e+00    4.69030966e-01
215      6.40000000e-01    8.00000000e-01   -1.41373322e-03    4.64125378e-03    3.80296883e-01    1.50973251e-01    6.40000000e-01    7.99999960e-01    0.00000000e+00    4.89026749e-01
216      6.60000000e-01    8.00000000e-01   -1.42005243e-03    4.66219505e-03    3.80285286e-01    1.50977465e-01    6.60000000e-01    7.99999960e-01    0.00000000e+00    5.09022535e-01
217      6.80000000e-01    8.00000000e-01   -1.42625859e-03    4.68226642e-03    3.80273697e-01    1.50981676e-01    6.80000000e-01    7.99999960e-01    0.00000000e+00    5.29018324e-01
218      7.00000000e-01    8.00000000e-01   -1.43236386e-03    4.70156858e-03    3.80262116e-01    1.50985885e-01    7.00000000e-01    7.99999960e-01    0.00000000e+00    5.49014115e-01
219      7.20000000e-01    8.00000000e-01   -1.43837867e-03    4.72018715e-03    3.80250542e-01    1.50990090e-01    7.20000000e-01    7.99999960e-01    0.00000000e+00    5.69009910e-01
220      7.40000000e-01    8.00000000e-01   -1.44431201e-03    4.73819535e-03    3.80238976e-01    1.50994293e-01    7.40000000e-01    7.99999960e-01    0.00000000e+00    5.89005707e-01
221      7.60000000e-01    8.00000000e-01   -1.45017166e-03    4.75565614e-03    3.80227417e-01    1.50998494e-01    7.60000000e-01    7.99999960e-01    0.00000000e+00    6.09001506e-01
222      7.80000000e-01    8.00000000e-01   -1.45596439e-03    4.77262395e-03    3.80215867e-01    1.51002691e-01    7.80000000e-01    7.99999960e-01    0.00000000e+00    6.28997309e-01
223      8.00000000e-01    8.00000000e-01   -1.46169614e-03    4.78914599e-03    3.80204324e-01    1.51006885e-01    8.00000000e-01    7.99999960e-01    0.00000000e+00    6.48993115e-01
224      8.20000000e-01    8.00000000e-01   -1.46737210e-03    4.80526345e-03    3.80192788e-01    1.51011077e-01    8.20000000e-01    7.99999960e-01    0.00000000e+00    6.68988923e-01
225      8.40000000e-01    8.00000000e-01   -1.47299686e-03    4.82101232e-03    3.80181260e-01    1.51015266e-01    8.40000000e-01    7.99999960e-01    0.00000000e+00    6.88984734e-01
226      8.60000000e-01    8.00000000e-01   -1.47857445e-03    4.83642425e-03    3.80169740e-01    1.51019452e-01    8.60000000e-01    7.99999960e-01    0.00000000e+00    7.08980548e-01
227      8.80000000e-01    8.00000000e-01   -1.48410849e-03    4.85152708e-03    3.80158227e-01    1.51023636e-01    8.80000000e-01    7.99999960e-01    0.00000000e+00    7.28976364e-01
228      9.00000000e-01    8.00000000e-01   -1.48960217e-03    4.86634541e-03    3.80146722e-01    1.51027817e-01    9.00000000e-01    7.99999960e-01    0.00000000e+00    7.48972183e-01
229      9.20000000e-01    8.00000000e-01   -1.49505836e-03    4.88090105e-03    3.80135225e-01    1.51031995e-01    9.20000000e-01    7.99999960e-01    0.00000000e+00    7.68968005e-01
230      9.40000000e-01    8.00000000e-01   -1.50047965e-03    4.89521335e-03    3.80123735e-01    1.51036170e-01    9.40000000e-01    7.99999960e-01    0.00000000e+00    7.88963830e-01
231      9.60000000e-01    8.00000000e-01   -1.50586836e-03    4.90929958e-03    3.80112253e-01    1.51040342e-01    9.60000000e-01    7.99999960e-01    0.00000000e+00    8.08959658e-01
232      9.80000000e-01    8.00000000e-01   -1.51122661e-03    4.92317510e-03    3.80100779e-01    1.51044512e-01    9.80000000e-01    7.99999960e-01    0.00000000e+00    8.28955488e-01
233      1.00000000e+00    8.00000000e-01   -1.51655632e-03    4.93685372e-03    3.80089312e-01    1.51048679e-01    1.00000000e+00    7.99999960e-01    0.00000000e+00    8.48951321e-01
234      1.02000000e+00    8.00000000e-01   -1.52185926e-03    4.95034778e-03    3.80077853e-01    1.51052843e-01    1.02000000e+00    7.99999960e-01    0.00000000e+00    8.68947157e-01
235      1.04000000e+00    8.00000000e-01   -1.52713706e-03    4.96366842e-03    3.80066401e-01    1.51057004e-01    1.04000000e+00    7.99999960e-01    0.00000000e+00    8.88942996e-01
236      1.06000000e+00    8.00000000e-01   -1.53239123e-03    4.97682566e-03    3.80054957e-01    1.51061163e-01    1.06000000e+00    7.99999960e-01    0.00000000e+00    9.08938837e-01
237      1.08000000e+00    8.00000000e-01   -1.53762320e-03    4.98982860e-03    3.80043520e-01    1.51065319e-01    1.08000000e+00    7.99999960e-01    0.00000000e+00    9.28934681e-01
238      1.10000000e+00    8.00000000e-01   -1.54283429e-03    5.00268550e-03    3.80032092e-01    1.51069472e-01    1.10000000e+00    7.99999960e-01    0.00000000e+00    9.48930528e-01
239      1.12000000e+00    8.00000000e-01   -1.54802577e-03    5.01540389e-03    3.80020670e-01    1.51073622e-01    1.12000000e+00    7.99999960e-01    0.00000000e+00    9.68926378e-01
240      1.14000000e+00    8.00000000e-01   -1.55319886e-03    5.02799067e-03    3.80009257e-01    1.51077769e-01    1.14000000e+00    7.99999960e-01    0.00000000e+00    9.88922231e-01
241      1.16000000e+00    8.00000000e-01   -1.55835473e-03    5.04045221e-03    3.79997851e-01    1.51081914e-01    1.16000000e+00    7.99999960e-01    0.00000000e+00    1.00891809e+00
242      1.18000000e+00    8.00000000e-01   -1.56349450e-03    5.05279439e-03    3.79986452e-01    1.51086056e-01    1.18000000e+00    7.99999960e-01    0.00000000e+00    1.02891394e+00
243      1.20000000e+00    8.00000000e-01   -1.56861929e-03    5.06502269e-03    3.79975061e-01    1.51090196e-01    1.20000000e+00    7.99999961e-01    0.00000000e+00    1.04890980e+00
244      0.00000000e+00    1.00000000e+00    2.31529876e-07    0.00000000e+00    3.80672031e-01    2.21880012e-01    0.00000000e+00    9.99999780e-01    0.00000000e+00   -2.21880012e-01
245      2.00000000e-02    1.00000000e+00   -1.95625235e-04    1.62292390e-04    3.80660188e-01    2.21884320e-01    2.00000000e-02    9.99999788e-01    0.00000000e+00   -2.01884320e-01
246      4.00000000e-02    1.00000000e+00   -3.80676631e-04    3.30387217e-04    3.80648353e-01    2.21888625e-01    4.00000000e-02    9.99999795e-01    0.00000000e+00   -1.81888625e-01
247      6.00000000e-02    1.00000000e+00   -5.55164290e-04    5.03919539e-04    3.80636526e-01    2.21892926e-01    6.00000000e-02    9.99999802e-01    0.00000000e+00   -1.61892926e-01
248      8.00000000e-02    1.00000000e+00   -7.19325311e-04    6.82534982e-04    3.80624706e-01    2.21897225e-01    8.00000000e-02    9.99999808e-01    0.00000000e+00   -1.41897225e-01
249      1.00000000e-01    1.00000000e+00   -8.73391972e-04    8.65886610e-04    3.80612894e-01    2.21901521e-01    1.00000000e-01    9.99999814e-01    0.00000000e+00   -1.21901521e-01
250      1.20000000e-01    1.00000000e+00   -1.01759245e-03    1.05363079e-03    3.80601090e-01    2.21905813e-01    1.20000000e-01    9.99999819e-01    0.00000000e+00   -1.01905813e-01
251      1.40000000e-01    1.00000000e+00   -1.15215172e-03    1.24542152e-03    3.80589293e-01    2.21910103e-01    1.40000000e-01    9.99999824e-01    0.00000000e+00   -8.19101031e-02
252      1.60000000e-01    1.00000000e+00   -1.27729275e-03    1.44090242e-03    3.80577505e-01    2.21914390e-01    1.60000000e-01    9.99999828e-01    0.00000000e+00   -6.19143898e-02
253      1.80000000e-01    1.00000000e+00   -1.39323794e-03    1.63969504e-03    3.80565724e-01    2.21918674e-01    1.80000000e-01    9.99999832e-01    0.00000000e+00   -4.19186736e-02
254      2.00000000e-01    1.00000000e+00   -1.50021124e-03    1.84138165e-03    3.80553950e-01    2.21922955e-01    2.00000000e-01    9.99999836e-01    0.00000000e+00   -2.19229545e-02
255      2.20000000e-01    1.00000000e+00   -1.59844089e-03    2.04547923e-03    3.80542185e-01    2.21927233e-01    2.20000000e-01    9.99999839e-01    0.00000000e+00   -1.92723255e-03
256      2.40000000e-01    1.00000000e+00   -1.68816345e-03    2.25140036e-03    3.80530427e-01    2.21931508e-01    2.40000000e-01    9.99999842e-01    0.00000000e+00    1.80684924e-02
257      2.60000000e-01    1.00000000e+00   -1.76962940e-03    2.45839455e-03    3.80518676e-01    2.21935780e-01    2.60000000e-01    9.99999845e-01    0.00000000e+00    3.80642201e-02
258      2.80000000e-01    1.00000000e+00   -1.84311112e-03    2.66546248e-03    3.80506934e-01    2.21940049e-01    2.80000000e-01    9.99999847e-01    0.00000000e+00    5.80599508e-02
259      3.00000000e-01    1.00000000e+00   -1.90891421e-03    2.87123806e-03    3.80495199e-01    2.21944316e-01    3.00000000e-01    9.99999850e-01    0.00000000e+00    7.80556843e-02
260      3.20000000e-01    1.00000000e+00   -1.96739242e-03    3.07384511e-03    3.80483472e-01    2.21948579e-01    3.20000000e-01    9.99999852e-01    0.00000000e+00    9.80514208e-02
261      3.40000000e-01    1.00000000e+00   -2.01896616e-03    3.27077009e-03    3.80471752e-01    2.21952840e-01    3.40000000e-01    9.99999854e-01    0.00000000e+00    1.18047160e-01
262      3.60000000e-01    1.00000000e+00   -2.06414110e-03    3.45885426e-03    3.80460041e-01    2.21957098e-01    3.60000000e-01    9.99999855e-01    0.00000000e+00    1.38042902e-01
263      3.80000000e-01    1.00000000e+00   -2.10351935e-03    3.63456771e-03    3.80448337e-01    2.21961353e-01    3.80000000e-01    9.99999857e-01    0.00000000e+00    1.58038647e-01
264      4.00000000e-01    1.00000000e+00   -2.13779144e-03    3.79466851e-03    3.80436640e-01    2.21965605e-01    4.00000000e-01    9.99999858e-01    0.00000000e+00    1.78034395e-01
265      4.20000000e-01    1.00000000e+00   -2.16770048e-03    3.93706822e-03    3.80424952e-01    2.21969854e-01    4.20000000e-01    9.99999860e-01    0.00000000e+00    1.98030146e-01
266      4.40000000e-01    1.00000000e+00   -2.19398404e-03    4.06140391e-03    3.80413271e-01    2.21974101e-01    4.40000000e-01    9.99999861e-01    0.00000000e+00    2.18025899e-01
267      4.60000000e-01    1.00000000e+00   -2.21731519e-03    4.16892238e-03    3.80401597e-01    2.21978344e-01    4.60000000e-01    9.99999861e-01    0.00000000e+00    2.38021656e-01
268      4.80000000e-01    1.00000000e+00   -2.23826504e-03    4.26182190e-03    3.80389932e-01    2.21982585e-01    4.80000000e-01    9.99999862e-01    0.00000000e+00    2.58017415e-01
269      5.00000000e-01    1.00000000e+00   -2.25729363e-03    4.34253625e-03    3.80378274e-01    2.21986823e-01    5.00000000e-01    9.99999863e-01    0.00000000e+00    2.78013177e-01
270      5.20000000e-01    1.00000000e+00   -2.27476088e-03    4.41328459e-03    3.80366623e-01    2.21991058e-01    5.20000000e-01    9.99999863e-01    0.00000000e+00    2.98008942e-01
271      5.40000000e-01    1.00000000e+00   -2.29094567e-03    4.47590565e-03    3.80354981e-01    2.21995290e-01    5.40000000e-01    9.99999864e-01    0.00000000e+00    3.18004710e-01
272      5.60000000e-01    1.00000000e+00   -2.30606474e-03    4.53185871e-03    3.80343346e-01    2.21999520e-01    5.60000000e-01    9.99999864e-01    0.00000000e+00    3.38000480e-01
273      5.80000000e-01    1.00000000e+00   -2.32028827e-03    4.58228690e-03    3.80331718e-01    2.22003746e-01    5.80000000e-01    9.99999864e-01    0.00000000e+00    3.57996254e-01
274      6.00000000e-01    1.00000000e+00   -2.33375162e-03    4.62808833e-03    3.80320099e-01    2.22007970e-01    6.00000000e-01    9.99999865e-01    0.00000000e+00    3.77992030e-01
275      6.20000000e-01    1.00000000e+00   -2.34656387e-03    4.66997589e-03    3.80308487e-01    2.22012191e-01    6.20000000e-01    9.99999865e-01    0.00000000e+00    3.97987809e-01
276      6.40000000e-01    1.00000000e+00   -2.35881404e-03    4.70852272e-03    3.80296883e-01    2.22016409e-01    6.40000000e-01    9.99999865e-01    0.00000000e+00    4.17983591e-01
277      6.60000000e-01    1.00000000e+00   -2.37057552e-03    4.74419541e-03    3.80285286e-01    2.22020625e-01    6.60000000e-01    9.99999865e-01    0.00000000e+00    4.37979375e-01
278      6.80000000e-01    1.00000000e+00   -2.38190946e-03    4.77737824e-03    3.80273697e-01    2.22024838e-01    6.80000000e-01    9.99999865e-01    0.00000000e+00    4.57975162e-01
279      7.00000000e-01    1.00000000e+00   -2.39286720e-03    4.80839086e-03    3.80262116e-01    2.22029047e-01    7.00000000e-01    9.99999865e-01    0.00000000e+00    4.77970953e-01
280      7.20000000e-01    1.00000000e+00   -2.40349218e-03    4.83750147e-03    3.80250542e-01    2.22033255e-01    7.20000000e-01    9.99999866e-01    0.00000000e+00    4.97966745e-01
281      7.40000000e-01    1.00000000e+00   -2.41382137e-03    4.86493682e-03    3.80238976e-01    2.22037459e-01    7.40000000e-01    9.99999866e-01    0.00000000e+00    5.17962541e-01
282      7.60000000e-01    1.00000000e+00   -2.42388647e-03    4.89088988e-03    3.80227417e-01    2.22041660e-01    7.60000000e-01    9.99999866e-01    0.00000000e+00    5.37958340e-01
283      7.80000000e-01    1.00000000e+00   -2.43371473e-03    4.91552579e-03    3.80215867e-01    2.22045859e-01    7.80000000e-01    9.99999866e-01    0.00000000e+00    5.57954141e-01
284      8.00000000e-01    1.00000000e+00   -2.44332978e-03    4.93898664e-03    3.80204324e-01    2.22050055e-01    8.00000000e-01    9.99999866e-01    0.00000000e+00    5.77949945e-01
285      8.20000000e-01    1.00000000e+00   -2.45275211e-03    4.96139525e-03    3.80192788e-01    2.22054248e-01    8.20000000e-01    9.99999866e-01    0.00000000e+00    5.97945752e-01
286      8.40000000e-01    1.00000000e+00   -2.46199963e-03    4.98285822e-03    3.80181260e-01    2.22058439e-01    8.40000000e-01    9.99999866e-01    0.00000000e+00    6.17941561e-01
287      8.60000000e-01    1.00000000e+00   -2.47108802e-03    5.00346848e-03    3.80169740e-01    2.22062626e-01    8.60000000e-01    9.99999866e-01    0.00000000e+00    6.37937374e-01
288      8.80000000e-01    1.00000000e+00   -2.48003106e-03    5.02330728e-03    3.80158227e-01    2.22066811e-01    8.80000000e-01    9.99999866e-01    0.00000000e+00    6.57933189e-01
289      9.00000000e-01    1.00000000e+00   -2.48884092e-03    5.04244595e-03    3.80146722e-01    2.22070993e-01    9.00000000e-01    9.99999866e-01    0.00000000e+00    6.77929007e-01
290      9.20000000e-01    1.00000000e+00   -2.49752837e-03    5.06094728e-03    3.80135225e-01    2.22075173e-01    9.20000000e-01    9.99999866e-01    0.00000000e+00    6.97924827e-01
291      9.40000000e-01    1.00000000e+00   -2.50610298e-03    5.07886668e-03    3.80123735e-01    2.22079349e-01    9.40000000e-01    9.99999866e-01    0.00000000e+00    7.17920651e-01
292      9.60000000e-01    1.00000000e+00   -2.51457325e-03    5.09625323e-03    3.80112253e-01    2.22083523e-01    9.60000000e-01    9.99999866e-01    0.00000000e+00    7.37916477e-01
293      9.80000000e-01    1.00000000e+00   -2.52294680e-03    5.11315048e-03    3.80100779e-01    2.22087694e-01    9.80000000e-01    9.99999866e-01    0.00000000e+00    7.57912306e-01
294      1.00000000e+00    1.00000000e+00   -2.53123046e-03    5.12959714e-03    3.80089312e-01    2.22091862e-01    1.00000000e+00    9.99999866e-01    0.00000000e+00    7.77908138e-01
295      1.02000000e+00    1.00000000e+00   -2.53943037e-03    5.14562773e-03    3.80077853e-01    2.22096027e-01    1.02000000e+00    9.99999866e-01    0.00000000e+00    7.97903973e-01
296      1.04000000e+00    1.00000000e+00   -2.54755206e-03    5.16127307e-03    3.80066401e-01    2.22100190e-01    1.04000000e+00    9.99999866e-01    0.00000000e+00    8.17899810e-01
