Index       TIME          {V(VOUT)+1.0}      {V(IN)+4.0}       {V(1)+4.0}          IG(MP1)           IG(MN1)           IS(MP1)           ID(MN1)           ID(MP1)     
115      1.05873718e-06    1.60536124e+00    5.85047129e+00    5.85170661e+00    4.44481550e-07    7.79872590e-07    7.38745039e-04    6.78929853e-04   -7.39189524e-04
116      1.06834473e-06    1.58142245e+00    5.86470300e+00    5.86592119e+00    4.76246589e-07    7.52837128e-07    7.20569014e-04    6.63124865e-04   -7.21045264e-04
117      1.07795229e-06    1.55866705e+00    5.87886615e+00    5.88006778e+00    4.40046524e-07    7.50626765e-07    7.02681478e-04    6.47506647e-04   -7.03121528e-04
118      1.08755984e-06    1.53700173e+00    5.89296008e+00    5.89414585e+00    4.71767893e-07    7.24906624e-07    6.85128259e-04    6.32099016e-04   -6.85600031e-04
119      1.09716739e-06    1.51634464e+00    5.90698449e+00    5.90815491e+00    4.35549130e-07    7.23922738e-07    6.67858160e-04    6.16890088e-04   -6.68293713e-04
120      1.10677494e-06    1.49662342e+00    5.92093878e+00    5.92209442e+00    4.67231853e-07    6.99312190e-07    6.50916926e-04    6.01901499e-04   -6.51384162e-04
121      1.11638249e-06    1.47777398e+00    5.93482261e+00    5.93596390e+00    4.30990057e-07    6.99357458e-07    6.34253385e-04    5.87119674e-04   -6.34684379e-04
122      1.12599004e-06    1.45973885e+00    5.94863541e+00    5.94976283e+00    4.62636623e-07    6.75690951e-07    6.17913237e-04    5.72564721e-04   -6.18375877e-04
123      1.13559759e-06    1.44246669e+00    5.96237679e+00    5.96349071e+00    4.26369538e-07    6.76611027e-07    6.01845304e-04    5.58221820e-04   -6.02271677e-04
124      1.14520515e-06    1.42591091e+00    5.97604621e+00    5.97714703e+00    4.57981312e-07    6.53754615e-07    5.86095256e-04    5.44109968e-04   -5.86553241e-04
125      1.15481270e-06    1.41002959e+00    5.98964327e+00    5.99073131e+00    4.21687712e-07    6.55426281e-07    5.70611900e-04    5.30213405e-04   -5.71033592e-04
126      1.16442025e-06    1.39478433e+00    6.00316743e+00    6.00424305e+00    4.53265554e-07    6.33270683e-07    5.55440881e-04    5.16550295e-04   -5.55894150e-04
127      1.17402780e-06    1.38014033e+00    6.01661828e+00    6.01768175e+00    4.16944755e-07    6.35593949e-07    5.40530982e-04    5.03104154e-04   -5.40947930e-04
128      1.18363535e-06    1.36606547e+00    6.02999531e+00    6.03104693e+00    4.48489299e-07    6.14049171e-07    5.25927828e-04    4.89892505e-04   -5.26376321e-04
129      1.20285046e-06    1.33950779e+00    6.05652621e+00    6.05755476e+00    4.09726547e-07    6.07879156e-07    4.97521406e-04    4.64133990e-04   -4.97931136e-04
130      1.22206556e-06    1.31490325e+00    6.08275608e+00    6.08376268e+00    4.38751270e-07    5.78791154e-07    4.70235677e-04    4.39286570e-04   -4.70674432e-04
131      1.24128066e-06    1.29207102e+00    6.10868153e+00    6.10966687e+00    3.99879448e-07    5.74487744e-07    4.43999046e-04    4.15326742e-04   -4.44398929e-04
132      1.26049577e-06    1.27085726e+00    6.13429872e+00    6.13526355e+00    4.28779710e-07    5.47001277e-07    4.18837219e-04    3.92265925e-04   -4.19266002e-04
133      1.27971087e-06    1.25112448e+00    6.15960406e+00    6.16054900e+00    3.89791778e-07    5.44181283e-07    3.94678588e-04    3.70075465e-04   -3.95068383e-04
134      1.29892597e-06    1.23275455e+00    6.18459392e+00    6.18551952e+00    4.18574719e-07    5.17979057e-07    3.71548454e-04    3.48763063e-04   -3.71967033e-04
135      1.31814108e-06    1.21564001e+00    6.20926469e+00    6.21017148e+00    3.79469943e-07    5.16356922e-07    3.49375071e-04    3.28297027e-04   -3.49754545e-04
136      1.33735618e-06    1.19968753e+00    6.23361290e+00    6.23450129e+00    4.08140468e-07    4.91202377e-07    3.28183472e-04    3.08682269e-04   -3.28591617e-04
137      1.35657128e-06    1.18481100e+00    6.25763495e+00    6.25850539e+00    3.68919413e-07    4.90562401e-07    3.07901810e-04    2.89884932e-04   -3.08270733e-04
138      1.37578639e-06    1.17093500e+00    6.28132749e+00    6.28218030e+00    3.97481804e-07    4.66274128e-07    2.88554938e-04    2.71907926e-04   -2.88952424e-04
139      1.39500149e-06    1.15798910e+00    6.30468699e+00    6.30552255e+00    3.58145934e-07    4.66449875e-07    2.70070957e-04    2.54715825e-04   -2.70429107e-04
140      1.41421659e-06    1.14591122e+00    6.32771021e+00    6.32852874e+00    3.86604062e-07    4.42886029e-07    2.52474626e-04    2.38310089e-04   -2.52861234e-04
141      1.43343170e-06    1.13464273e+00    6.35039367e+00    6.35119553e+00    3.47155475e-07    4.43746710e-07    2.35694052e-04    2.22654150e-04   -2.36041211e-04
