Index       FREQ        Re({V(VOUT)+1.0}) Im({V(VOUT)+1.0})  Re({V(IN)+4.0})   Im({V(IN)+4.0})   Re({V(1)+4.0})    Im({V(1)+4.0})      Re(IG(MP1))       Im(IG(MP1))       Re(IG(MN1))       Im(IG(MN1))       Re(IS(MP1))       Im(IS(MP1))       Re(ID(MN1))       Im(ID(MN1))       Re(ID(MP1))       Im(ID(MP1))   
25      -1.75000000e+07    1.00016864e+00   -3.05611836e-05    4.00000053e+00    1.92794493e-07    4.00000000e+00    3.24318968e-17   -1.81790927e-09   -2.98698611e-10    1.28859308e-09    1.05913647e-10    1.02564493e-08   -4.51910493e-08   -8.08936342e-09   -4.05793467e-08   -8.43853977e-09    4.54897479e-08
26      -1.74000000e+07    9.99667542e-01   -2.29580660e-04    4.00000061e+00   -8.94079825e-07    4.00000000e+00    2.59134376e-17   -1.32706556e-09    1.89825035e-09    7.21475639e-10   -1.00417729e-09   -5.55274623e-08   -3.44585031e-08   -2.10987299e-08   -1.32368639e-08    5.68545274e-08    3.25602524e-08
27      -1.73000000e+07    9.99920633e-01    3.29607659e-04    3.99999951e+00   -6.66684066e-07    4.00000000e+00   -3.44383498e-17    1.87315281e-10    1.10792271e-09    3.01153823e-10   -4.41225328e-10   -2.65251803e-08    1.37595673e-08   -2.19839189e-08   -1.89559997e-08    2.63378649e-08   -1.48674896e-08
28      -1.72000000e+07    1.00001808e+00   -1.41405436e-04    4.00000031e+00   -2.37413328e-07    4.00000000e+00   -6.87594998e-17   -1.23081941e-10    1.69059491e-09   -1.82898563e-10   -1.45317631e-09   -4.14256806e-08   -5.88162719e-09   -4.18284224e-08    1.01448847e-08    4.15487626e-08    4.19103208e-09
29      -1.71000000e+07    9.99770464e-01    3.17013793e-04    3.99999915e+00   -1.05161912e-06    4.00000000e+00    1.08307742e-18    1.99652845e-09    1.21772811e-09   -1.14364276e-09   -1.66096801e-10   -3.25903036e-08    5.87077759e-08   -1.10462602e-08    2.57579295e-08    3.05937748e-08   -5.99255035e-08
30      -1.70000000e+07    1.00036239e+00    1.06239110e-04    3.99999962e+00    7.65272158e-07    4.00000000e+00    8.25632382e-18    1.16540917e-09   -4.56267328e-10   -7.88166467e-10   -3.08985941e-10    2.14242173e-08    2.87541402e-08   -1.47845377e-08    2.15448307e-08   -2.25896260e-08   -2.82978727e-08
31      -1.69000000e+07    9.99887414e-01   -6.94823614e-05    3.99999983e+00   -5.61406919e-07    4.00000000e+00   -1.17921345e-17    1.53220519e-09   -2.82043601e-11   -1.35808400e-09    5.89617821e-10   -1.91957954e-09    3.68454655e-08    1.16090179e-08    4.25699929e-08    3.87374196e-10   -3.68172613e-08
32      -1.68000000e+07    1.00029470e+00    2.25317847e-04    3.99999944e+00    9.90011827e-07    4.00000000e+00   -4.22335996e-17    1.11098076e-09   -2.12504319e-09   -5.54922254e-10    1.13505055e-09    6.20462801e-08    3.04954937e-08    3.13088506e-08    8.94943675e-09   -6.31572605e-08   -2.83704502e-08
33      -1.67000000e+07    1.00013027e+00   -3.90883376e-04    4.00000074e+00    2.41284520e-07    4.00000000e+00   -1.43653589e-17   -7.16787049e-10   -1.18719871e-09   -2.01441509e-11    9.45916852e-10    3.02203204e-08   -2.92764071e-08    2.05785041e-08    9.99159570e-09   -2.95035331e-08    3.04636052e-08
34      -1.66000000e+07    9.99876745e-01    8.27819047e-05    4.00000005e+00    1.83363141e-07    4.00000000e+00   -7.12710020e-18   -1.63450587e-10   -1.39839449e-09    1.16654060e-10    1.21503763e-09    3.22675051e-08   -1.81230152e-09    4.35661483e-08   -1.27744510e-08   -3.21040547e-08    3.21069612e-09
35      -1.65000000e+07    1.00021727e+00   -2.65749214e-04    4.00000080e+00    4.98396701e-07    4.00000000e+00    5.24354721e-17   -2.20509055e-09   -9.79738686e-10    1.40965645e-09    4.81346200e-10    2.77754522e-08   -6.47228659e-08    6.59855982e-09   -3.68752022e-08   -2.55703613e-08    6.57026042e-08
36      -1.64000000e+07    9.99585382e-01   -1.51072369e-04    4.00000080e+00   -7.41537659e-07    4.00000000e+00    8.38929355e-17   -1.19271219e-09    9.34909210e-10    3.90020509e-10   -1.93377096e-10   -3.63712405e-08   -3.11602277e-08    5.45460582e-09   -1.93904810e-08    3.75639522e-08    3.02253182e-08
37      -1.63000000e+07    1.00005265e+00    1.78364566e-04    3.99999989e+00    2.43999959e-08    4.00000000e+00    3.17030077e-17   -1.20660692e-09    3.03820272e-10    1.31723206e-09   -3.28212533e-10   -5.71477061e-09   -2.69237939e-08   -1.40129918e-08   -4.39172266e-08    6.92137761e-09    2.66199738e-08
38      -1.62000000e+07    9.99769515e-01   -2.05577789e-04    4.00000091e+00   -7.43967702e-07    4.00000000e+00   -3.15651768e-17   -8.50779812e-10    2.22950924e-09   -6.09966996e-11   -1.48554658e-09   -6.57538997e-08   -2.47200957e-08   -4.14636977e-08   -4.27885038e-09    6.66046792e-08    2.24905862e-08
39      -1.61000000e+07    9.99831702e-01    4.32593592e-04    3.99999902e+00   -5.22476480e-07    4.00000000e+00   -4.17066921e-17    1.19003682e-09    1.19650303e-09   -2.07111564e-10   -6.74016434e-10   -3.20103086e-08    4.34297352e-08   -1.83665179e-08   -3.35620256e-10    3.08202716e-08   -4.46262376e-08
40      -1.60000000e+07    1.00023373e+00   -2.26278326e-05    4.00000030e+00    1.55504048e-07    4.00000000e+00   -3.12041405e-17    4.20519896e-10    9.77447358e-10   -7.22814783e-10   -1.13294564e-09   -1.98820075e-08    9.49091174e-09   -4.26069797e-08    1.50808470e-08    1.94614879e-08   -1.04683591e-08
41      -1.59000000e+07    9.99809555e-01    1.88744943e-04    3.99999915e+00   -4.24322795e-07    4.00000000e+00   -1.67685498e-17    2.27016776e-09    7.29875693e-10   -1.42325810e-09   -3.05545195e-10   -2.17870057e-08    6.59123422e-08   -2.35795155e-09    4.58651249e-08    1.95168377e-08   -6.66422176e-08
42      -1.58000000e+07    1.00044387e+00    1.81840660e-04    3.99999968e+00    8.96864018e-07    4.00000000e+00    8.68138732e-18    1.17177608e-09   -1.43905638e-09   -8.50643569e-10    5.42206268e-10    5.13432441e-08    3.25074068e-08    6.32299868e-09    1.72907474e-08   -5.25150195e-08   -3.10683502e-08
43      -1.57000000e+07    1.00000688e+00   -2.88799767e-04    4.00000014e+00    2.77846289e-07    4.00000000e+00   -8.04586353e-18    7.70476718e-10   -5.18587419e-10   -9.06458334e-10    2.40743070e-10    1.27144650e-08    1.20548770e-08    1.56455303e-08    4.04841650e-08   -1.34849417e-08   -1.15362900e-08
44      -1.56000000e+07    1.00014050e+00    1.72303332e-04    3.99999970e+00    5.91338069e-07    4.00000000e+00   -2.65215169e-17    5.93778020e-10   -2.27060199e-09   -2.94411242e-10    1.67927440e-09    6.61513115e-08    1.87406587e-08    5.10062845e-08    6.16859378e-10   -6.67450893e-08   -1.64700565e-08
45      -1.55000000e+07    1.00019168e+00   -4.48143997e-04    4.00000085e+00    8.53545212e-07    4.00000000e+00    5.93024043e-17   -1.64118566e-09   -1.13387884e-09    7.92675175e-10    2.80333224e-10    3.22946427e-08   -5.90811360e-08    1.58501198e-08   -1.35338760e-08   -3.06534568e-08    6.02150143e-08
46      -1.54000000e+07    9.99657050e-01   -3.53316346e-05    4.00000025e+00   -4.58212981e-07    4.00000000e+00    1.23510312e-17   -6.17139177e-10   -5.24296547e-10    3.67524604e-10    9.82509046e-10    4.53894603e-09   -1.56334596e-08    3.85587245e-08   -1.59430163e-08   -3.92180733e-09    1.61577561e-08
47      -1.53000000e+07    1.00015164e+00   -8.64181189e-05    4.00000049e+00    7.24524783e-07    4.00000000e+00   -6.54214826e-17   -2.21442549e-09   -4.64755105e-10    1.72535443e-09   -2.59765050e-10    1.52798290e-08   -6.54332731e-08   -1.26746634e-09   -5.57984968e-08   -1.30654033e-08    6.58980281e-08
48      -1.52000000e+07    9.99554829e-01   -1.97687632e-04    4.00000061e+00   -1.09305588e-06    4.00000000e+00    1.16838484e-17   -1.09615293e-09    1.85761038e-09    4.90227992e-10   -7.64558314e-10   -6.54370649e-08   -3.16551656e-08   -2.01281444e-08   -1.42803650e-08    6.65332172e-08    2.97975549e-08
49      -1.51000000e+07    9.99937815e-01    3.94912881e-04    3.99999949e+00    9.97839094e-08    4.00000000e+00   -8.74001987e-17   -2.47626905e-10    6.91198253e-10    7.59551063e-10   -7.90976941e-10   -1.85405903e-08    3.63156034e-09   -1.63164915e-08   -3.57585201e-08    1.87882171e-08   -4.32275805e-09
50      -1.50000000e+07    9.99972724e-01   -1.28809414e-04    4.00000029e+00   -6.14668643e-07    4.00000000e+00   -4.60724369e-17   -3.47606524e-10    2.15908621e-09    5.79604476e-11   -1.54441702e-09   -6.25585598e-08   -1.16963217e-08   -5.89645461e-08    3.08663465e-09    6.29061663e-08    9.53723530e-09
51      -1.49000000e+07    9.99800203e-01    4.34152273e-04    3.99999902e+00   -2.96062673e-07    4.00000000e+00   -7.27111794e-17    2.05983252e-09    1.03369267e-09   -1.08009879e-09   -7.37624159e-10   -3.09009015e-08    7.13486421e-08   -1.29258373e-08    2.70966119e-08    2.88410687e-08   -7.23823342e-08
52      -1.48000000e+07    1.00044337e+00    8.70778453e-05    3.99999960e+00    4.17416040e-07    4.00000000e+00    9.59691001e-17    7.46467246e-10   -1.09575595e-11   -3.41921548e-10   -4.06449541e-10    1.35782359e-08    2.11865253e-08   -3.08222928e-08    1.65907501e-08   -1.43247025e-08   -2.11755676e-08
53      -1.47000000e+07    9.99895806e-01   -3.66822471e-05    3.99999966e+00   -5.43304308e-08    4.00000000e+00   -1.80713128e-19    2.06427180e-09    2.18570276e-10   -1.72724520e-09   -1.64236952e-10   -8.30268531e-09    5.85594171e-08    4.51976081e-09    6.14838491e-08    6.23841337e-09   -5.87779874e-08
54      -1.46000000e+07    1.00041434e+00    1.98110325e-04    3.99999924e+00    8.20859944e-07    4.00000000e+00    6.00271409e-17    9.62038703e-10   -2.21522702e-09   -1.99034283e-10    1.39437861e-09    7.79185453e-08    2.98492196e-08    3.56292282e-08    1.16238813e-08   -7.88805834e-08   -2.76339923e-08
55      -1.45000000e+07    1.00010971e+00   -4.87655122e-04    4.00000073e+00    4.79653005e-07    4.00000000e+00    5.10291020e-17   -2.97574115e-10   -8.04543213e-10   -4.33381281e-10    3.24890328e-10    2.32961824e-08   -2.41071570e-08    1.64704204e-08    2.48533414e-08   -2.29986081e-08    2.49116996e-08
56      -1.44000000e+07    9.99894839e-01    7.82807843e-05    3.99999954e+00    1.38057569e-07    4.00000000e+00    2.78923965e-17    1.00023461e-10   -1.91870488e-09    3.62622934e-10    1.78065353e-09    5.46537266e-08    4.95916351e-09    6.45615558e-08   -5.73909461e-09   -5.47537503e-08   -3.04045852e-09
57      -1.43000000e+07    1.00019282e+00   -3.85771012e-04    4.00000105e+00    6.33140144e-07    4.00000000e+00    1.17141447e-16   -2.37283406e-09   -8.98182409e-10    1.32305404e-09    2.65043001e-10    2.82724545e-08   -8.38602495e-08    1.00834801e-08   -4.44488267e-08   -2.58996202e-08    8.47584314e-08
58      -1.42000000e+07    9.99472851e-01   -1.29731234e-04    4.00000009e+00   -8.40081677e-07    4.00000000e+00    6.93985571e-18   -8.39405878e-10    6.02236952e-10    7.49202422e-10    2.37843643e-10   -3.38197018e-08   -2.50086087e-08    1.92132262e-08   -1.61365311e-08    3.46591070e-08    2.44063716e-08
59      -1.41000000e+07    1.00005162e+00    1.77024850e-04    4.00000029e+00    1.80848495e-07    4.00000000e+00    6.65371342e-17   -1.77176574e-09   -1.10396777e-12    1.48258915e-09   -1.79740347e-10    1.45160865e-09   -4.95974639e-08   -7.05047884e-09   -6.68437377e-08    3.20157163e-10    4.95985681e-08
60      -1.40000000e+07    9.99651327e-01   -1.84095173e-04    4.00000025e+00   -9.72403619e-07    4.00000000e+00   -4.70862012e-19   -8.14159768e-10    2.50676827e-09    5.64188144e-10   -1.53436752e-09   -8.76709130e-08   -2.63230410e-08   -5.19984127e-08   -8.47383856e-09    8.84850723e-08    2.38162725e-08
61      -1.39000000e+07    9.99853222e-01    5.60465895e-04    3.99999934e+00   -4.16857863e-07    4.00000000e+00   -2.68717857e-17    8.80489201e-10    8.51712719e-10   -2.19838684e-10   -4.34849456e-10   -2.65697624e-08    4.38666243e-08   -1.59063716e-08   -1.26101601e-08    2.56892730e-08   -4.47183362e-08
62      -1.38000000e+07    1.00025094e+00   -2.46748659e-05    3.99999986e+00   -6.82654881e-08    4.00000000e+00    4.95850553e-18    1.07435721e-10    1.58809302e-09    2.92875261e-11   -1.51982584e-09   -4.19175221e-08    2.08103256e-09   -6.66898365e-08    8.31243520e-09    4.18100868e-08   -3.66912561e-09
63      -1.37000000e+07    9.99827933e-01    3.02559877e-04    3.99999930e+00   -5.54143419e-07    4.00000000e+00    3.01994570e-17    2.58463979e-09    7.19791380e-10   -1.88435348e-09   -1.65644501e-10   -2.42905230e-08    9.05055026e-08   -7.10365268e-09    5.94881619e-08    2.17058829e-08   -9.12252935e-08
64      -1.36000000e+07    1.00058612e+00    1.60628765e-04    3.99999941e+00    8.88779304e-07    4.00000000e+00   -1.75901461e-17    8.70651834e-10   -1.17373053e-09   -2.82909551e-10    2.84957503e-10    5.56545002e-08    2.78881955e-08   -3.45978914e-09    1.56600873e-08   -5.65251513e-08   -2.67144647e-08
65      -1.35000000e+07    1.00000218e+00   -3.26333194e-04    4.00000023e+00   -1.56221192e-07    4.00000000e+00   -8.73068429e-18    1.35210022e-09   -2.08949493e-10   -1.57904414e-09    3.65172163e-10    5.33550811e-09    3.29201019e-08    9.23773940e-09    6.53629572e-08   -6.68760833e-09   -3.27111529e-08
66      -1.34000000e+07    1.00024695e+00    1.57014507e-04    3.99999944e+00    8.52692958e-07    4.00000000e+00    2.06608599e-17    6.41357450e-10   -2.65326322e-09   -8.24661397e-11    1.80057615e-09    9.38184871e-08    2.21304844e-08    6.84429518e-08    5.85494756e-09   -9.44598442e-08   -1.94772209e-08
67      -1.33000000e+07    1.00017121e+00   -6.03583220e-04    4.00000107e+00    2.67780368e-07    4.00000000e+00    8.63812533e-17   -1.48169829e-09   -8.74825330e-10    4.15068639e-10    6.07045846e-10    2.86818419e-08   -6.76882015e-08    1.51234160e-08   -6.77399333e-09   -2.72001434e-08    6.85630260e-08
68      -1.32000000e+07    9.99597327e-01   -2.84802106e-05    3.99999994e+00   -9.88349622e-08    4.00000000e+00    1.23944832e-16   -2.83315613e-10   -1.11446601e-09    3.41134961e-10    1.21330288e-09    2.42608637e-08   -8.34650395e-09    6.44810763e-08   -9.95264224e-09   -2.39775486e-08    9.46096992e-09
69      -1.31000000e+07    1.00013935e+00   -1.82451930e-04    4.00000085e+00    2.21372878e-07    4.00000000e+00    2.18417473e-17   -2.70169577e-09   -5.53533677e-10    1.85206695e-09    3.32162272e-10    1.95828668e-08   -9.60424497e-08    4.44752214e-09   -7.72037714e-08   -1.68811708e-08    9.65959832e-08
70      -1.30000000e+07    9.99387540e-01   -1.78385238e-04    4.00000039e+00   -8.52742456e-07    4.00000000e+00    7.50270888e-17   -8.52014590e-10    1.75489085e-09    4.65821033e-10   -9.02149686e-10   -7.80820786e-08   -2.90115159e-08   -1.62310473e-08   -1.44207567e-08    7.89340924e-08    2.72566248e-08
71      -1.29000000e+07    9.99946315e-01    4.78308297e-04    3.99999980e+00   -2.28844392e-07    4.00000000e+00    3.73870513e-17   -8.58116639e-10    3.59324689e-10    1.06305737e-09   -1.30477626e-10   -1.13841019e-08   -1.44445598e-08   -1.07505412e-08   -6.23512014e-08    1.22422185e-08    1.40852358e-08
72      -1.28000000e+07    9.99890076e-01   -1.19426010e-04    4.00000033e+00   -5.25052500e-07    4.00000000e+00   -2.44786392e-17   -4.51537606e-10    2.68813959e-09    1.20690548e-10   -2.16308793e-09   -9.51919618e-08   -1.67334843e-08   -8.36905909e-08   -2.98680599e-09    9.56434992e-08    1.40453445e-08
73      -1.27000000e+07    9.99818004e-01    6.11345439e-04    3.99999907e+00   -5.56945288e-07    4.00000000e+00   -2.75548215e-17    2.01569298e-09    8.32863169e-10   -1.08177981e-09   -2.75915599e-10   -2.91843835e-08    8.82544476e-08   -1.38474163e-08    2.65005019e-08    2.71686902e-08   -8.90873099e-08
74      -1.26000000e+07    1.00055140e+00    7.73892387e-05    3.99999990e+00    5.34022184e-07    4.00000000e+00   -1.13984565e-16    4.35843018e-10    5.52306062e-10   -3.39932207e-10   -1.08632598e-09   -1.53268387e-09    1.43703287e-08   -5.68490450e-08    1.15490033e-08    1.09684162e-09   -1.49226346e-08
75      -1.25000000e+07    9.99902495e-01    2.92376171e-05    3.99999945e+00   -3.87734279e-07    4.00000000e+00   -5.70127639e-17    2.64148655e-09    3.64845843e-10   -2.09626782e-09    2.28899879e-11   -1.39173442e-08    9.27653510e-08   -1.75503324e-09    8.94406357e-08    1.12758575e-08   -9.31301968e-08
76      -1.24000000e+07    1.00059878e+00    1.82042437e-04    3.99999963e+00    1.13514606e-06    4.00000000e+00   -2.20537392e-18    8.11251310e-10   -2.28586726e-09   -4.42844753e-10    1.15072568e-09    1.00104924e-07    2.91565231e-08    3.96198110e-08    1.33315976e-08   -1.00916175e-07   -2.68706556e-08
77      -1.23000000e+07    1.00009931e+00   -6.21187891e-04    4.00000049e+00    9.00001158e-08    4.00000000e+00   -2.37850036e-17    2.31411049e-10   -4.87565675e-10   -7.19094252e-10    3.97565881e-10    1.69787707e-08   -1.27368829e-08    1.20798791e-08    4.96618439e-08   -1.72101816e-08    1.32244477e-08
78      -1.22000000e+07    9.99940288e-01    7.40063776e-05    3.99999983e+00    5.96423756e-07    4.00000000e+00    2.87135284e-17    2.82364588e-10   -2.57923466e-09   -1.14327329e-10    1.98281414e-09    9.07944592e-08    1.11156059e-08    9.64807185e-08    6.78010989e-10   -9.10768239e-08   -8.53637114e-09
79      -1.21000000e+07    1.00017867e+00   -5.74601552e-04    4.00000096e+00    3.57754841e-07    4.00000000e+00   -3.50805350e-17   -2.53044612e-09   -7.67421913e-10    1.56576188e-09    4.09667638e-10    2.86354440e-08   -1.11667246e-07    1.26062460e-08   -5.36161267e-08   -2.61049976e-08    1.12434667e-07
80      -1.20000000e+07    9.99313005e-01   -1.19083077e-04    4.00000027e+00   -4.84606262e-07    4.00000000e+00    5.56920933e-17   -5.30275748e-10    8.88814062e-11    2.56853427e-10    3.95725079e-10   -2.60410759e-08   -1.92358307e-08    4.30259913e-08   -1.24184598e-08    2.65713507e-08    1.91469491e-08
81      -1.19000000e+07    1.00004945e+00    1.55605267e-04    4.00000032e+00    1.56967530e-07    4.00000000e+00    2.93221921e-17   -2.47146862e-09   -1.89480665e-10    2.15298566e-09    3.25147946e-11    8.05882214e-09   -8.72596215e-08   -5.21180917e-10   -1.02639887e-07   -5.58735345e-09    8.74491024e-08
