Index       TIME          {V(VOUT)+1.0}      {V(IN)+4.0}       {V(1)+4.0}          IG(MP1)           IG(MN1)           IS(MP1)           ID(MN1)           ID(MP1)     
0        0.00000000e+00    3.91212275e+00    3.99874536e+00    4.00000000e+00    8.85647178e-07    3.68988821e-07    2.90313602e-04   -5.70704573e-09   -2.91199250e-04
1        2.49376559e-08    3.91049858e+00    4.04572194e+00    4.04700445e+00    9.01759608e-07    3.80746986e-07    2.90905353e-04    7.63055929e-07   -2.91807112e-04
2        4.98753117e-08    3.90832767e+00    4.09272160e+00    4.09399736e+00    8.94744344e-07    3.81014044e-07    2.93038527e-04    3.11222598e-06   -2.93933272e-04
3        7.48129676e-08    3.90558493e+00    4.13967881e+00    4.14096719e+00    9.11950318e-07    3.76433648e-07    2.96715398e-04    7.07902278e-06   -2.97627348e-04
4        9.97506234e-08    3.90224017e+00    4.18661591e+00    4.18790242e+00    9.04049131e-07    3.82465348e-07    3.01925077e-04    1.26219310e-05   -3.02829126e-04
5        1.24688279e-07    3.89826394e+00    4.23349479e+00    4.23479151e+00    9.22314424e-07    3.74412481e-07    3.08662170e-04    1.97730252e-05   -3.09584485e-04
6        1.49625935e-07    3.89362261e+00    4.28032692e+00    4.28162297e+00    9.13581794e-07    3.82466806e-07    3.16913541e-04    2.84873424e-05   -3.17827123e-04
7        1.74563591e-07    3.88828197e+00    4.32707969e+00    4.32838528e+00    9.33045620e-07    3.72542500e-07    3.26669701e-04    3.87947456e-05   -3.27602746e-04
8        1.99501247e-07    3.88220366e+00    4.37376169e+00    4.37506697e+00    9.23459880e-07    3.81819281e-07    3.37914091e-04    5.06459569e-05   -3.38837551e-04
9        2.24438903e-07    3.87534772e+00    4.42034180e+00    4.42165658e+00    9.44329102e-07    3.70450444e-07    3.50633566e-04    6.40691567e-05   -3.51577895e-04
10       2.49376559e-07    3.86766957e+00    4.46682812e+00    4.46814267e+00    9.33822773e-07    3.80726509e-07    3.64807783e-04    7.90104487e-05   -3.65741606e-04
11       2.74314214e-07    3.85912207e+00    4.51318944e+00    4.51451383e+00    9.56373392e-07    3.68014907e-07    3.80419938e-04    9.54966495e-05   -3.81376311e-04
12       2.99251870e-07    3.84965243e+00    4.55943452e+00    4.56075867e+00    9.44880463e-07    3.79271616e-07    3.97445696e-04    1.13469034e-04   -3.98390577e-04
13       3.24189526e-07    3.83920424e+00    4.60553119e+00    4.60686584e+00    9.69475148e-07    3.65177268e-07    4.15864467e-04    1.32953372e-04   -4.16833942e-04
14       3.49127182e-07    3.82771375e+00    4.65148961e+00    4.65282403e+00    9.56909631e-07    3.77505020e-07    4.35647706e-04    1.53885893e-04   -4.36604616e-04
15       3.74064838e-07    3.81511216e+00    4.69727607e+00    4.69862194e+00    9.83970574e-07    3.61896920e-07    4.56770827e-04    1.76291713e-04   -4.57754798e-04
16       3.99002494e-07    3.80132078e+00    4.74290273e+00    4.74424833e+00    9.70131592e-07    3.75470505e-07    4.79200793e-04    2.00101746e-04   -4.80170925e-04
17       4.23940150e-07    3.78625432e+00    4.78833354e+00    4.78969201e+00    1.00034366e-06    3.58131076e-07    5.02908298e-04    2.25340809e-04   -5.03908642e-04
18       4.48877805e-07    3.76981275e+00    4.83358351e+00    4.83494181e+00    9.85086139e-07    3.73218225e-07    5.27855670e-04    2.51934257e-04   -5.28840757e-04
19       4.73815461e-07    3.75188733e+00    4.87861368e+00    4.87998663e+00    1.01912584e-06    3.53829470e-07    5.54008273e-04    2.79907250e-04   -5.55027400e-04
20       4.98753117e-07    3.73234786e+00    4.92344232e+00    4.92481541e+00    1.00228416e-06    3.70812451e-07    5.81322611e-04    3.09178872e-04   -5.82324895e-04
21       5.23690773e-07    3.71105070e+00    4.96802701e+00    4.96941714e+00    1.04121573e-06    3.48918194e-07    6.09757922e-04    3.39775618e-04   -6.10799139e-04
22       5.48628429e-07    3.68782019e+00    5.01239019e+00    5.01378088e+00    1.02233762e-06    3.68351495e-07    6.39263607e-04    3.71609500e-04   -6.40285945e-04
23       5.73566085e-07    3.66245993e+00    5.05648450e+00    5.05789572e+00    1.06794444e-06    3.43275009e-07    6.69790054e-04    4.04709213e-04   -6.70857999e-04
24       5.98503741e-07    3.63472093e+00    5.10033839e+00    5.10175085e+00    1.04645757e-06    3.65996735e-07    7.01278216e-04    4.38978912e-04   -7.02324674e-04
25       6.23441397e-07    3.60432063e+00    5.14389796e+00    5.14533548e+00    1.10082540e-06    3.36697268e-07    7.33665664e-04    4.74451140e-04   -7.34766490e-04
26       6.48379052e-07    3.57088683e+00    5.18719899e+00    5.18863893e+00    1.07592021e-06    3.64024989e-07    7.66879726e-04    5.11019855e-04   -7.67955647e-04
27       6.73316708e-07    3.53398378e+00    5.23017882e+00    5.23165057e+00    1.14295241e-06    3.28795070e-07    8.00837563e-04    5.48724233e-04   -8.01980516e-04
28       6.98254364e-07    3.49300924e+00    5.27288361e+00    5.27435982e+00    1.11322157e-06    3.62990475e-07    8.35443757e-04    5.87444688e-04   -8.36556979e-04
29       7.23192020e-07    3.44722232e+00    5.31523852e+00    5.31675621e+00    1.19894381e-06    3.18750365e-07    8.70578177e-04    6.27232253e-04   -8.71777121e-04
30       7.48129676e-07    3.39553210e+00    5.35730388e+00    5.35882934e+00    1.16130924e-06    3.64150979e-07    9.06097389e-04    6.67945943e-04   -9.07258699e-04
31       7.73067332e-07    3.33647968e+00    5.39898542e+00    5.40056886e+00    1.27896637e-06    3.04465279e-07    9.41795365e-04    7.09658335e-04   -9.43074332e-04
32       7.98004988e-07    3.26766864e+00    5.44036874e+00    5.44196453e+00    1.22461866e-06    3.71165103e-07    9.77409575e-04    7.52192660e-04   -9.78634194e-04
33       8.22942643e-07    3.18537289e+00    5.48132257e+00    5.48300619e+00    1.40484309e-06    2.78771138e-07    1.01246183e-03    7.95666271e-04   -1.01386667e-03
34       8.47880299e-07    3.08190721e+00    5.52198031e+00    5.52368376e+00    1.30348711e-06    3.99966390e-07    1.04620255e-03    8.39815860e-04   -1.04750604e-03
35       8.72817955e-07    2.93928162e+00    5.56214743e+00    5.56398726e+00    1.64310625e-06    1.96722695e-07    1.07649109e-03    8.84932762e-04   -1.07813420e-03
36       8.97755611e-07    2.63887809e+00    5.60225543e+00    5.60390680e+00    9.90501474e-07    6.60866823e-07    1.09166537e-03    9.30485303e-04   -1.09265587e-03
37       9.22693267e-07    2.21707771e+00    5.64192708e+00    5.64343256e+00    3.10420033e-07    1.19506307e-06    1.03126397e-03    9.11153005e-04   -1.03157439e-03
38       9.47630923e-07    2.03105899e+00    5.68098882e+00    5.68255485e+00    5.92858629e-07    9.73167991e-07    9.72768647e-04    8.70711380e-04   -9.73361509e-04
39       9.72568579e-07    1.89881484e+00    5.71985914e+00    5.72126407e+00    4.05918911e-07    9.99002075e-07    9.16257197e-04    8.27341252e-04   -9.16663119e-04
