Index       TIME          {V(VOUT)+1.0}      {V(IN)+4.0}       {V(1)+4.0}          IG(MP1)           IG(MN1)           IS(MP1)           ID(MN1)           ID(MP1)     
0        0.00000000e+00    3.91212326e+00    3.99872678e+00    4.00000000e+00    8.86079397e-07    3.87138155e-07    2.90313374e-04   -5.55050383e-09   -2.91199454e-04
1        2.49376559e-08    3.91049829e+00    4.04573032e+00    4.04700445e+00    9.01746910e-07    3.72383149e-07    2.90905546e-04    7.63264900e-07   -2.91807293e-04
2        4.98753117e-08    3.90832791e+00    4.09271628e+00    4.09399736e+00    8.94716714e-07    3.86365432e-07    2.93038263e-04    3.11191095e-06   -2.93932980e-04
3        7.48129676e-08    3.90558471e+00    4.13968267e+00    4.14096719e+00    9.11982449e-07    3.72542956e-07    2.96715704e-04    7.07938277e-06   -2.97627687e-04
4        9.97506234e-08    3.90224038e+00    4.18661291e+00    4.18790242e+00    9.04018117e-07    3.85491565e-07    3.01924747e-04    1.26215496e-05   -3.02828765e-04
5        1.24688279e-07    3.89826374e+00    4.23349721e+00    4.23479151e+00    9.22342672e-07    3.71958421e-07    3.08662514e-04    1.97734165e-05   -3.09584857e-04
6        1.49625935e-07    3.89362280e+00    4.28032490e+00    4.28162297e+00    9.13555618e-07    3.84514142e-07    3.16913191e-04    2.84869479e-05   -3.17826747e-04
7        1.74563591e-07    3.88828178e+00    4.32708141e+00    4.32838528e+00    9.33069402e-07    3.70798980e-07    3.26670052e-04    3.87951395e-05   -3.27603121e-04
8        1.99501247e-07    3.88220385e+00    4.37376020e+00    4.37506697e+00    9.23436722e-07    3.83327440e-07    3.37913742e-04    5.06455666e-05   -3.38837179e-04
9        2.24438903e-07    3.87534754e+00    4.42034310e+00    4.42165658e+00    9.44351205e-07    3.69129760e-07    3.50633910e-04    6.40695418e-05   -3.51578262e-04
10       2.49376559e-07    3.86766977e+00    4.46682696e+00    4.46814267e+00    9.33809244e-07    3.81894411e-07    3.64807434e-04    7.90100675e-05   -3.65741244e-04
11       2.74314214e-07    3.85912187e+00    4.51319047e+00    4.51451383e+00    9.56387297e-07    3.66973801e-07    3.80420278e-04    9.54970232e-05   -3.81376666e-04
12       2.99251870e-07    3.84965262e+00    4.55943360e+00    4.56075867e+00    9.44864660e-07    3.80206007e-07    3.97445366e-04    1.13468669e-04   -3.98390231e-04
13       3.24189526e-07    3.83920404e+00    4.60553202e+00    4.60686584e+00    9.69485386e-07    3.64333931e-07    4.15864796e-04    1.32953731e-04   -4.16834281e-04
14       3.49127182e-07    3.82771394e+00    4.65148886e+00    4.65282403e+00    9.56898478e-07    3.78269744e-07    4.35647387e-04    1.53885544e-04   -4.36604286e-04
15       3.74064838e-07    3.81511199e+00    4.69727674e+00    4.69862194e+00    9.83995883e-07    3.61200508e-07    4.56771118e-04    1.76292046e-04   -4.57755114e-04
16       3.99002494e-07    3.80132093e+00    4.74290213e+00    4.74424833e+00    9.70098670e-07    3.76107181e-07    4.79200522e-04    2.00101426e-04   -4.80170621e-04
17       4.23940150e-07    3.78625416e+00    4.78833409e+00    4.78969201e+00    1.00037005e-06    3.57547190e-07    5.02908569e-04    2.25341123e-04   -5.03908939e-04
18       4.48877805e-07    3.76981294e+00    4.83358299e+00    4.83494181e+00    9.85070134e-07    3.73754999e-07    5.27855394e-04    2.51933947e-04   -5.28840464e-04
19       4.73815461e-07    3.75188714e+00    4.87861416e+00    4.87998663e+00    1.01913723e-06    3.53334929e-07    5.54008547e-04    2.79907554e-04   -5.55027685e-04
20       4.98753117e-07    3.73234806e+00    4.92344186e+00    4.92481541e+00    1.00228107e-06    3.71268999e-07    5.81322334e-04    3.09178572e-04   -5.82324616e-04
21       5.23690773e-07    3.71105045e+00    4.96802745e+00    4.96941714e+00    1.04119556e-06    3.48496230e-07    6.09758225e-04    3.39775925e-04   -6.10799421e-04
22       5.48628429e-07    3.68782046e+00    5.01238976e+00    5.01378088e+00    1.02237034e-06    3.68741651e-07    6.39263294e-04    3.71609193e-04   -6.40285665e-04
23       5.73566085e-07    3.66245971e+00    5.05648486e+00    5.05789572e+00    1.06794856e-06    3.42913525e-07    6.69790299e-04    4.04709483e-04   -6.70858248e-04
24       5.98503741e-07    3.63472119e+00    5.10033803e+00    5.10175085e+00    1.04648066e-06    3.66332052e-07    7.01277935e-04    4.38978628e-04   -7.02324417e-04
25       6.23441397e-07    3.60432038e+00    5.14389828e+00    5.14533548e+00    1.10081657e-06    3.36386202e-07    7.33665911e-04    4.74451403e-04   -7.34766728e-04
26       6.48379052e-07    3.57088708e+00    5.18719869e+00    5.18863893e+00    1.07593026e-06    3.64313974e-07    7.66879486e-04    5.11019600e-04   -7.67955416e-04
27       6.73316708e-07    3.53398339e+00    5.23017916e+00    5.23165057e+00    1.14287536e-06    3.28527522e-07    8.00837906e-04    5.48724538e-04   -8.01980782e-04
28       6.98254364e-07    3.49300946e+00    5.27288338e+00    5.27435982e+00    1.11320246e-06    3.63238153e-07    8.35443590e-04    5.87444479e-04   -8.36556793e-04
29       7.23192020e-07    3.44722222e+00    5.31523868e+00    5.31675621e+00    1.19901803e-06    3.18519562e-07    8.70578240e-04    6.27232400e-04   -8.71777259e-04
30       7.48129676e-07    3.39553230e+00    5.35730370e+00    5.35882934e+00    1.16127335e-06    3.64366071e-07    9.06097267e-04    6.67945768e-04   -9.07258542e-04
31       7.73067332e-07    3.33647931e+00    5.39898565e+00    5.40056886e+00    1.27893983e-06    3.04266112e-07    9.41795584e-04    7.09658563e-04   -9.43074525e-04
32       7.98004988e-07    3.26766908e+00    5.44036853e+00    5.44196453e+00    1.22465152e-06    3.71348453e-07    9.77409360e-04    7.52192436e-04   -9.78634012e-04
33       8.22942643e-07    3.18537245e+00    5.48132276e+00    5.48300619e+00    1.40482432e-06    2.78603010e-07    1.01246200e-03    7.95666469e-04   -1.01386682e-03
34       8.47880299e-07    3.08190777e+00    5.52198013e+00    5.52368376e+00    1.30351330e-06    4.00118723e-07    1.04620239e-03    8.39815668e-04   -1.04750590e-03
35       8.72817955e-07    2.93928164e+00    5.56214747e+00    5.56398726e+00    1.64320427e-06    1.96587118e-07    1.07649104e-03    8.84932794e-04   -1.07813424e-03
36       8.97755611e-07    2.63888148e+00    5.60225526e+00    5.60390680e+00    9.90562523e-07    6.60973899e-07    1.09166548e-03    9.30485137e-04   -1.09265605e-03
37       9.22693267e-07    2.21707794e+00    5.64192709e+00    5.64343256e+00    3.10492180e-07    1.19497955e-06    1.03126395e-03    9.11153050e-04   -1.03157445e-03
38       9.47630923e-07    2.03106030e+00    5.68098856e+00    5.68255485e+00    5.92820125e-07    9.73471204e-07    9.72769037e-04    8.70711593e-04   -9.73361860e-04
39       9.72568579e-07    1.89881428e+00    5.71985930e+00    5.72126407e+00    4.05950125e-07    9.98811376e-07    9.16256966e-04    8.27341121e-04   -9.16662919e-04
40       9.97506234e-07    1.79466138e+00    5.75816140e+00    5.75955070e+00    5.32632156e-07    8.56668530e-07    8.62225148e-04    7.83600686e-04   -8.62757784e-04
41       1.02244389e-06    1.70856275e+00    5.79611553e+00    5.79740535e+00    4.23205252e-07    8.66617367e-07    8.10303306e-04    7.40239950e-04   -8.10726514e-04
42       1.04738155e-06    1.63532792e+00    5.83354708e+00    5.83481873e+00    5.03178150e-07    7.68476437e-07    7.60675200e-04    6.97874678e-04   -7.61178381e-04
43       1.07231920e-06    1.57187370e+00    5.87058318e+00    5.87178165e+00    4.24577113e-07    7.73894424e-07    7.13114260e-04    6.56626196e-04   -7.13538840e-04
44       1.09725686e-06    1.51615438e+00    5.90710340e+00    5.90828504e+00    4.82226337e-07    6.99407588e-07    6.67718832e-04    6.16763317e-04   -6.68201062e-04
45       1.12219451e-06    1.46677256e+00    5.94319722e+00    5.94431993e+00    4.20011757e-07    7.02698548e-07    6.24319673e-04    5.78278003e-04   -6.24739688e-04
46       1.14713217e-06    1.42266992e+00    5.97877009e+00    5.97987748e+00    4.64563308e-07    6.42822105e-07    5.82973327e-04    5.41312239e-04   -5.83437894e-04
47       1.17206983e-06    1.38308064e+00    6.01389135e+00    6.01494895e+00    4.12451225e-07    6.45148824e-07    5.43540920e-04    5.05819756e-04   -5.43953375e-04
48       1.19700748e-06    1.34736513e+00    6.04848248e+00    6.04952575e+00    4.48375510e-07    5.94894131e-07    5.06052973e-04    4.71878888e-04   -5.06501352e-04
49       1.22194514e-06    1.31505488e+00    6.08259980e+00    6.08359937e+00    4.03071172e-07    5.96504629e-07    4.70389969e-04    4.39431475e-04   -4.70793044e-04
50       1.24688279e-06    1.28572264e+00    6.11617540e+00    6.11716146e+00    4.32864990e-07    5.53199632e-07    4.36564931e-04    4.08518276e-04   -4.36997800e-04
51       1.27182045e-06    1.25905957e+00    6.14925702e+00    6.15020377e+00    3.92436477e-07    5.54320101e-07    4.04471251e-04    3.79078010e-04   -4.04863691e-04
52       1.29675810e-06    1.23475917e+00    6.18178442e+00    6.18271820e+00    4.17638597e-07    5.16144387e-07    3.74109330e-04    3.51126690e-04   -3.74526973e-04
53       1.32169576e-06    1.21260740e+00    6.21379906e+00    6.21469675e+00    3.80854154e-07    5.16841608e-07    3.45382088e-04    3.24603624e-04   -3.45762946e-04
54       1.34663342e-06    1.19237240e+00    6.24524647e+00    6.24613158e+00    4.02479540e-07    4.82637358e-07    3.18280510e-04    2.99507384e-04   -3.18682993e-04
55       1.37157107e-06    1.17390027e+00    6.27616347e+00    6.27701498e+00    3.68508657e-07    4.83000464e-07    2.92714822e-04    2.75779367e-04   -2.93083335e-04
56       1.39650873e-06    1.15700816e+00    6.30650017e+00    6.30733935e+00    3.87264259e-07    4.51921638e-07    2.68668768e-04    2.53405222e-04   -2.69056036e-04
57       1.42144638e-06    1.14158248e+00    6.33628978e+00    6.33709726e+00    3.55520395e-07    4.51954385e-07    2.46058515e-04    2.32329152e-04   -2.46414040e-04
58       1.44638404e-06    1.12747435e+00    6.36548607e+00    6.36628139e+00    3.71917355e-07    4.23411438e-07    2.24862263e-04    2.12526994e-04   -2.25234184e-04
59       1.47132170e-06    1.11459833e+00    6.39411943e+00    6.39488459e+00    3.41972389e-07    4.23189412e-07    2.05001181e-04    1.93946071e-04   -2.05343157e-04
60       1.49625935e-06    1.10282976e+00    6.42214674e+00    6.42289984e+00    3.56395332e-07    3.96696119e-07    1.86449116e-04    1.76554539e-04   -1.86805515e-04
61       1.52119701e-06    1.09210379e+00    6.44959608e+00    6.45032024e+00    3.27926062e-07    3.96231260e-07    1.69131705e-04    1.60303064e-04   -1.69459635e-04
62       1.54613466e-06    1.08231369e+00    6.47642694e+00    6.47713908e+00    3.40671217e-07    3.71461819e-07    1.53019473e-04    1.45153777e-04   -1.53360148e-04
63       1.57107232e-06    1.07340991e+00    6.50266557e+00    6.50334976e+00    3.13429796e-07    3.70757183e-07    1.38042068e-04    1.31060752e-04   -1.38355501e-04
64       1.59600998e-06    1.06529952e+00    6.52827368e+00    6.52894586e+00    3.24730346e-07    3.47450128e-07    1.24167586e-04    1.17981404e-04   -1.24492321e-04
65       1.62094763e-06    1.05794461e+00    6.55327604e+00    6.55392108e+00    2.98522769e-07    3.46519452e-07    1.11329399e-04    1.05873284e-04   -1.11627926e-04
66       1.64588529e-06    1.05126303e+00    6.57763629e+00    6.57826930e+00    3.08566510e-07    3.24448409e-07    9.94939010e-05    9.46901222e-05   -9.98024716e-05
67       1.67082294e-06    1.04522607e+00    6.60137799e+00    6.60198455e+00    2.83237827e-07    3.23316084e-07    8.85980362e-05    8.43930321e-05   -8.88812781e-05
68       1.69576060e-06    1.03976013e+00    6.62446650e+00    6.62506098e+00    2.92179179e-07    3.02301870e-07    7.86071076e-05    7.49329026e-05   -7.88992908e-05
69       1.72069825e-06    1.03484390e+00    6.64692437e+00    6.64749295e+00    2.67604073e-07    3.00977918e-07    6.94615463e-05    6.62744912e-05   -6.97291545e-05
70       1.74563591e-06    1.03041072e+00    6.66871850e+00    6.66927495e+00    2.75571641e-07    2.80880085e-07    6.11261210e-05    5.83665702e-05   -6.14016967e-05
71       1.77057357e-06    1.02644533e+00    6.68987060e+00    6.69040162e+00    2.51647832e-07    2.79371091e-07    5.35446996e-05    5.11776202e-05   -5.37963515e-05
72       1.79551122e-06    1.02288682e+00    6.71034896e+00    6.71086778e+00    2.58750209e-07    2.60073839e-07    4.66820185e-05    4.46549200e-05   -4.69407728e-05
73       1.82044888e-06    1.01972496e+00    6.73017463e+00    6.73066841e+00    2.35393384e-07    2.58387509e-07    4.04853693e-05    3.87707617e-05   -4.07207669e-05
74       1.84538653e-06    1.01690368e+00    6.74931713e+00    6.74979865e+00    2.41723554e-07    2.39790022e-07    3.49199055e-05    3.34714694e-05   -3.51616332e-05
75       1.87032419e-06    1.01441702e+00    6.76779699e+00    6.76825379e+00    2.18863478e-07    2.37935799e-07    2.99363595e-05    2.87332417e-05   -3.01552271e-05
76       1.89526185e-06    1.01221301e+00    6.78558485e+00    6.78602930e+00    2.24502113e-07    2.19953378e-07    2.55007059e-05    2.45019209e-05   -2.57252122e-05
77       1.92019950e-06    1.01028937e+00    6.80270082e+00    6.80312083e+00    2.02079863e-07    2.17938105e-07    2.15671518e-05    2.07577091e-05   -2.17692358e-05
78       1.94513716e-06    1.00859769e+00    6.81911659e+00    6.81952418e+00    2.07097671e-07    2.00499381e-07    1.81028627e-05    1.74463851e-05   -1.83099645e-05
