Index         TIME             V(N03529)           V(NCLK)           V(NMYVDD)           V(NRF)        V(X_DFF:N285734)  V(X_DFF:X_U8A:PREB) V(X_DFF:X_U8A:CLRB)   V(X_DFF:INVVRF)
143     1.7143942621e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1650552057e+01   1.1707417287e+01   
144     1.7145790730e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1650420884e+01   1.1707218954e+01   
145     1.7149486947e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1650548981e+01   1.1707414162e+01   
146     1.7156879383e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1650422392e+01   1.1707220495e+01   
147     1.7171664253e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1650548234e+01   1.1707413397e+01   
148     1.7201233994e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1650422763e+01   1.1707220877e+01   
149     1.7260373476e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1650548049e+01   1.1707413206e+01   
150     1.7378652439e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1650422856e+01   1.1707220972e+01   
151     1.7615210367e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1650548002e+01   1.1707413158e+01   
152     1.8088326222e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1650422879e+01   1.1707220996e+01   
153     1.9034557931e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1650547991e+01   1.1707413147e+01   
154     2.0734557931e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1650422885e+01   1.1707221002e+01   
155     2.2434557931e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1650547987e+01   1.1707413142e+01   
156     2.4134557931e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1650422889e+01   1.1707221006e+01   
157     2.5834557931e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1650547982e+01   1.1707413138e+01   
158     2.7000000000e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1650422895e+01   1.1707221012e+01   
159     2.7000006250e-05   1.1999699996e+01   7.4999999985e-02   1.2000000000e+01   7.4999999985e-02   1.1987712595e+01   1.1650485437e+01   1.1650441676e+01   1.1707258521e+01   
160     2.7000012500e-05   1.1999699996e+01   1.4999999997e-01   1.2000000000e+01   1.4999999997e-01   1.1987712595e+01   1.1650485437e+01   1.1650454817e+01   1.1707281385e+01   
161     2.7000018750e-05   1.1999699996e+01   2.2499999995e-01   1.2000000000e+01   2.2499999995e-01   1.1987712595e+01   1.1650485437e+01   1.1650465636e+01   1.1707298701e+01   
162     2.7000031250e-05   1.1999699996e+01   3.7499999997e-01   1.2000000000e+01   3.7499999997e-01   1.1987712595e+01   1.1650485437e+01   1.1650477528e+01   1.1707313049e+01   
163     2.7000056250e-05   1.1999699996e+01   6.7499999995e-01   1.2000000000e+01   6.7499999995e-01   1.1987712595e+01   1.1650485437e+01   1.1650484834e+01   1.1707317569e+01   
164     2.7000106250e-05   1.1999699996e+01   1.2749999999e+00   1.2000000000e+01   1.2749999999e+00   1.1987712595e+01   1.1650485437e+01   1.1650485596e+01   1.1707316856e+01   
165     2.7000206250e-05   1.1999699996e+01   2.4749999999e+00   1.2000000000e+01   2.4749999999e+00   1.1987712595e+01   1.1650485437e+01   1.1650485350e+01   1.1707317220e+01   
166     2.7000406250e-05   1.1999699996e+01   4.8750000000e+00   1.2000000000e+01   4.8750000000e+00   1.1987712595e+01   1.1650485437e+01   1.1650485502e+01   1.1707316953e+01   
167     2.7000806250e-05   1.1999699996e+01   9.6750000000e+00   1.2000000000e+01   9.6750000000e+00   1.1987712595e+01   1.1650485437e+01   1.1650485381e+01   1.1707317182e+01   
168     2.7001000000e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   1.1650485478e+01   1.1707316984e+01   
169     2.7001080000e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   1.1650485443e+01   1.1707317063e+01   
170     2.7001160000e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   1.1650485438e+01   1.1707317072e+01   
171     2.7001240000e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   1.1650485436e+01   1.1707317074e+01   
172     2.7001400000e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   1.1650485437e+01   1.1707317073e+01   
173     2.7001720000e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   1.1650485437e+01   1.1707317074e+01   
174     2.7002360000e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   1.1650485437e+01   1.1707317073e+01   
175     2.7003640000e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   1.1650485437e+01   1.1707317074e+01   
176     2.7006200000e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   1.1650485437e+01   1.1707317073e+01   
177     2.7011320000e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   1.1650485437e+01   1.1707317074e+01   
178     2.7021560000e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   1.1650485437e+01   1.1707317073e+01   
179     2.7042040000e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   1.1650485437e+01   1.1707317074e+01   
180     2.7083000000e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   1.1650485437e+01   1.1707317073e+01   
181     2.7125150000e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   1.1650485437e+01   1.1707317074e+01   
182     2.7125155625e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   1.1649088333e+01   1.1705765689e+01   
183     2.7125166875e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   1.1643216740e+01   1.1699836849e+01   
184     2.7125189375e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   1.1628144240e+01   1.1685433993e+01   
185     2.7125206250e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   1.1614053064e+01   1.1672801365e+01   
186     2.7125210750e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   1.1610203843e+01   1.1669455157e+01   
187     2.7125219750e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   1.1602469775e+01   1.1662766130e+01   
188     2.7125237750e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   1.1586959887e+01   1.1649391469e+01   
189     2.7125273750e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   1.1555836933e+01   1.1622648625e+01   
190     2.7125345750e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   1.1493638209e+01   1.1569155693e+01   
191     2.7125489750e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   1.1369752129e+01   1.1462132905e+01   
192     2.7125777750e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   1.1123975073e+01   1.1247942053e+01   
193     2.7126353750e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   1.0640039922e+01   1.0818975510e+01   
194     2.7127505750e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   9.6998522176e+00   9.9586902691e+00   
195     2.7129809750e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   7.9094141951e+00   8.2285888549e+00   
196     2.7132113750e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   6.2030204211e+00   6.4855489070e+00   
197     2.7134417750e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   4.5385772094e+00   4.7292730303e+00   
198     2.7139025750e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   1.1672162021e+00   1.1757802741e+00   
199     2.7140062550e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   3.7074282607e-01   3.6850078178e-01   
200     2.7140156291e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   3.0194949773e-01   2.9982985175e-01   
201     2.7140343773e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.8344892386e-01   2.8688340315e-01   
202     2.7140504104e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.9667302162e-01   2.9722400640e-01   
203     2.7140664436e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.8751493390e-01   2.8912722040e-01   
204     2.7140824767e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.9385718667e-01   2.9546707717e-01   
205     2.7140985098e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.8946498478e-01   2.9050291189e-01   
206     2.7141145429e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.9250671745e-01   2.9438989827e-01   
207     2.7141305760e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.9040022557e-01   2.9134635273e-01   
208     2.7141626423e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.9198050711e-01   2.9386617088e-01   
209     2.7141947085e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.9066339946e-01   2.9163542300e-01   
210     2.7142588410e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.9180885091e-01   2.9366857245e-01   
211     2.7143229735e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.9076292250e-01   2.9175548651e-01   
212     2.7144512385e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.9173918063e-01   2.9358257276e-01   
213     2.7145795034e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.9080627548e-01   2.9181024232e-01   
214     2.7148360334e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.9170776096e-01   2.9354243592e-01   
215     2.7150925633e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.9082651646e-01   2.9183639425e-01   
216     2.7156056232e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.9169283731e-01   2.9352304491e-01   
217     2.7161186831e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.9083629708e-01   2.9184917465e-01   
218     2.7171448028e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.9168556413e-01   2.9351351418e-01   
219     2.7181709226e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.9084110469e-01   2.9185549229e-01   
220     2.7202231621e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.9168197376e-01   2.9350878945e-01   
221     2.7222754016e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.9084348810e-01   2.9185863314e-01   
222     2.7263798806e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.9168019000e-01   2.9350643718e-01   
223     2.7304843596e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.9084467474e-01   2.9186019908e-01   
224     2.7386933176e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.9167930097e-01   2.9350526355e-01   
225     2.7469022756e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.9084526680e-01   2.9186098094e-01   
226     2.7633201916e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.9167885716e-01   2.9350467737e-01   
227     2.7797381076e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.9084556251e-01   2.9186137159e-01   
228     2.8125739397e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.9167863544e-01   2.9350438443e-01   
229     2.8454097717e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.9084571029e-01   2.9186156685e-01   
230     2.9110814357e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.9167852462e-01   2.9350423800e-01   
231     2.9767530998e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.9084578416e-01   2.9186166446e-01   
232     3.1080964279e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.9167846922e-01   2.9350416480e-01   
233     3.2394397561e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.9084582109e-01   2.9186171326e-01   
234     3.4001000000e-05   1.1999699996e+01   1.2000000000e+01   1.2000000000e+01   1.2000000000e+01   1.1987712595e+01   1.1650485437e+01   2.9167843566e-01   2.9350412045e-01   
235     3.4001006250e-05   1.1999699996e+01   1.1925000000e+01   1.2000000000e+01   1.1925000000e+01   1.1987712595e+01   1.1650485437e+01   2.9155342437e-01   2.9318346389e-01   
236     3.4001012500e-05   1.1999699996e+01   1.1850000000e+01   1.2000000000e+01   1.1850000000e+01   1.1987712595e+01   1.1650485437e+01   2.9146595291e-01   2.9298801609e-01   
237     3.4001018750e-05   1.1999699996e+01   1.1775000000e+01   1.2000000000e+01   1.1775000000e+01   1.1987712595e+01   1.1650485437e+01   2.9139393524e-01   2.9283998461e-01   
238     3.4001031250e-05   1.1999699996e+01   1.1625000000e+01   1.2000000000e+01   1.1625000000e+01   1.1987712595e+01   1.1650485437e+01   2.9131477880e-01   2.9271732996e-01   
239     3.4001056250e-05   1.1999699996e+01   1.1325000000e+01   1.2000000000e+01   1.1325000000e+01   1.1987712595e+01   1.1650485437e+01   2.9126614906e-01   2.9267868535e-01   
240     3.4001106250e-05   1.1999699996e+01   1.0725000000e+01   1.2000000000e+01   1.0725000000e+01   1.1987712595e+01   1.1650485437e+01   2.9126107724e-01   2.9268478713e-01   
241     3.4001206250e-05   1.1999699996e+01   9.5250000000e+00   1.2000000000e+01   9.5250000000e+00   1.1987712595e+01   1.1650485437e+01   2.9126271700e-01   2.9268167397e-01   
242     3.4001406250e-05   1.1999699996e+01   7.1250000000e+00   1.2000000000e+01   7.1250000000e+00   1.1987712595e+01   1.1650485437e+01   2.9126170257e-01   2.9268395695e-01   
243     3.4001806250e-05   1.1999699996e+01   2.3250000000e+00   1.2000000000e+01   2.3250000000e+00   1.1987712595e+01   1.1650485437e+01   2.9126251044e-01   2.9268199253e-01   
244     3.4002000000e-05   1.1999699996e+01   1.4345857835e-11   1.2000000000e+01   1.4345857835e-11   1.1987712595e+01   1.1650485437e+01   2.9126185929e-01   2.9268369016e-01   
245     3.4002080000e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   2.9126209332e-01   2.9268300980e-01   
246     3.4002160000e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   2.9126212936e-01   2.9268293585e-01   
247     3.4002240000e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   2.9126213898e-01   2.9268292135e-01   
248     3.4002400000e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   2.9126213381e-01   2.9268293112e-01   
249     3.4002720000e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   2.9126213769e-01   2.9268292303e-01   
250     3.4003360000e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   2.9126213431e-01   2.9268293040e-01   
251     3.4004640000e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   2.9126213746e-01   2.9268292336e-01   
252     3.4007200000e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   2.9126213442e-01   2.9268293024e-01   
253     3.4012320000e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   2.9126213741e-01   2.9268292344e-01   
254     3.4022560000e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   2.9126213444e-01   2.9268293020e-01   
255     3.4043040000e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   2.9126213740e-01   2.9268292346e-01   
256     3.4084000000e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   2.9126213445e-01   2.9268293019e-01   
257     3.4126916667e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   2.9126213739e-01   2.9268292347e-01   
258     3.4126925000e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   2.9351771764e-01   2.9557138265e-01   
259     3.4126941667e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   3.0211443265e-01   3.0551709188e-01   
260     3.4126958333e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   3.1195344146e-01   3.1654923775e-01   
261     3.4126991667e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   3.3515573687e-01   3.4110119773e-01   
262     3.4127000000e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   3.4121405740e-01   3.4731075126e-01   
263     3.4127006667e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   3.4605729687e-01   3.5226908594e-01   
264     3.4127020000e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   3.5573929078e-01   3.6217929192e-01   
265     3.4127046667e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   3.7509544659e-01   3.8199447926e-01   
266     3.4127100000e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   4.1377302241e-01   4.2161834285e-01   
267     3.4127206667e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   4.9102137246e-01   5.0088676551e-01   
268     3.4127420000e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   6.4511525614e-01   6.5950311147e-01   
269     3.4127846667e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   9.5180554362e-01   9.7705636563e-01   
270     3.4128700000e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.5601138568e+00   1.6134494956e+00   
271     3.4130406667e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   2.7635745029e+00   2.8914323271e+00   
272     3.4133820000e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   5.1736282320e+00   5.4685795515e+00   
273     3.4137233333e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   7.6964108272e+00   8.0747530516e+00   
274     3.4140646667e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.0488747630e+01   1.0710966748e+01   
275     3.4141470353e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1225361818e+01   1.1351761599e+01   
276     3.4141921252e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1637184419e+01   1.1699786855e+01   
277     3.4141979005e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1647806876e+01   1.1706228848e+01   
278     3.4142036759e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1651368034e+01   1.1707855671e+01   
279     3.4142094512e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1650194618e+01   1.1707050504e+01   
280     3.4142210019e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1650659126e+01   1.1707506596e+01   
281     3.4142325526e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1650381703e+01   1.1707182328e+01   
282     3.4142556539e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1650565942e+01   1.1707430829e+01   
283     3.4143018567e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1650414480e+01   1.1707212536e+01   
284     3.4143942621e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1650552057e+01   1.1707417287e+01   
285     3.4145790730e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1650420884e+01   1.1707218954e+01   
286     3.4149486947e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1650548981e+01   1.1707414162e+01   
287     3.4156879383e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1650422392e+01   1.1707220495e+01   
288     3.4171664253e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1650548234e+01   1.1707413397e+01   
289     3.4201233994e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1650422763e+01   1.1707220877e+01   
290     3.4260373476e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1650548049e+01   1.1707413206e+01   
291     3.4378652439e-05   1.1999699996e+01   0.0000000000e+00   1.2000000000e+01   0.0000000000e+00   1.1987712595e+01   1.1650485437e+01   1.1650422856e+01   1.1707220972e+01   
